cutoff_year,concept_i_ite_donor,concept_j_tg_anchor,i_type,j_type,u_degree_all,v_degree_all,u_degree_tg,v_degree_tg,u_degree_ite,v_degree_ite,common_neighbors,adamic_adar,preferential_attachment,shortest_path,semantic_similarity,cross_type,ite_lead_years_for_u,u_seen_in_ite,u_seen_in_tg,v_seen_in_tg,future_TG_edge_label,future_example_title,future_window
2018,phase-transition entropy amplification,Fe2+/Fe3+ solvation redox chemistry,phase_or_species_transition,redox_chemistry,7,8,4,7,3,2,2,0.9151928288662396,56,2,0.0630664070116811,1,13,1,1,1,0,,2019-2021
2018,phase-transition entropy amplification,anti-freezing organohydrogel design,phase_or_species_transition,gel_microstructure,7,2,4,1,3,1,1,0.45511961331341866,14,2,0.0,1,13,1,1,1,0,,2019-2021
2018,phase-transition entropy amplification,carbon-electrode redox interface,phase_or_species_transition,electrode_interface,7,7,4,6,3,2,2,0.9481928242730024,49,2,0.0036702202333914196,1,13,1,1,1,0,,2019-2021
2018,phase-transition entropy amplification,charge-transfer resistance engineering,phase_or_species_transition,electrode_interface,7,6,4,6,3,1,2,0.9481928242730024,42,2,0.10847284495357516,1,13,1,1,1,0,,2019-2021
2018,phase-transition entropy amplification,ferri/ferrocyanide redox chemistry,phase_or_species_transition,redox_chemistry,7,19,4,17,3,7,4,1.80460692408291,133,2,0.0,1,13,1,1,1,0,,2019-2021
2018,phase-transition entropy amplification,hexacyanoferrate redox electrode,phase_or_species_transition,electrode_interface,7,1,4,1,3,0,0,0.0,7,3,0.0035892906784146168,1,13,1,1,1,0,,2019-2021
2018,phase-transition entropy amplification,metal-oxide nanostructured electrode,phase_or_species_transition,electrode_interface,7,3,4,3,3,0,0,0.0,21,3,0.003137336777715568,1,13,1,1,1,0,,2019-2021
2019,anti-freezing organohydrogel design,Fe2+/Fe3+ solvation redox chemistry,gel_microstructure,redox_chemistry,4,9,1,8,3,2,1,0.5138983423697507,36,2,0.0,1,9,1,1,1,0,,2020-2022
2019,anti-freezing organohydrogel design,carbon-electrode redox interface,gel_microstructure,electrode_interface,4,7,1,6,3,2,0,0.0,28,3,0.0,1,9,1,1,1,0,,2020-2022
2019,anti-freezing organohydrogel design,ferri/ferrocyanide redox chemistry,gel_microstructure,redox_chemistry,4,19,1,17,3,7,3,1.6695403447174841,76,2,0.0,1,9,1,1,1,1,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,2020-2022
2019,anti-freezing organohydrogel design,hexacyanoferrate redox electrode,gel_microstructure,electrode_interface,4,2,1,2,3,0,0,0.0,8,3,0.007767691486918857,1,9,1,1,1,0,,2020-2022
2019,anti-freezing organohydrogel design,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,4,7,1,4,3,5,1,0.5138983423697507,28,2,0.0,1,9,1,1,1,0,,2020-2022
2019,anti-freezing organohydrogel design,iodide/triiodide redox chemistry,gel_microstructure,redox_chemistry,4,12,1,11,3,1,1,0.5138983423697507,48,2,0.0,1,9,1,1,1,0,,2020-2022
2019,anti-freezing organohydrogel design,metal-oxide nanostructured electrode,gel_microstructure,electrode_interface,4,3,1,3,3,0,0,0.0,12,3,0.006794916702269842,1,9,1,1,1,0,,2020-2022
2019,cation/anion thermodiffusion asymmetry,Fe2+/Fe3+ solvation redox chemistry,transport_mechanism,redox_chemistry,2,9,0,8,2,2,1,0.36067376022224085,18,2,0.07411036074977874,1,4,1,0,1,0,,2020-2022
2019,cation/anion thermodiffusion asymmetry,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,2,4,0,1,2,3,0,0.0,8,4,0.0,1,4,1,0,1,0,,2020-2022
2019,cation/anion thermodiffusion asymmetry,carbon-electrode redox interface,transport_mechanism,electrode_interface,2,7,0,6,2,2,0,0.0,14,3,0.010641957785311277,1,4,1,0,1,0,,2020-2022
2019,cation/anion thermodiffusion asymmetry,charge-transfer resistance engineering,transport_mechanism,electrode_interface,2,7,0,6,2,2,0,0.0,14,3,0.0,1,4,1,0,1,0,,2020-2022
2019,cation/anion thermodiffusion asymmetry,ferri/ferrocyanide redox chemistry,transport_mechanism,redox_chemistry,2,19,0,17,2,7,2,0.8745721025919916,38,2,0.033780751126238476,1,4,1,0,1,0,,2020-2022
2019,cation/anion thermodiffusion asymmetry,hexacyanoferrate redox electrode,transport_mechanism,electrode_interface,2,2,0,2,2,0,0,0.0,4,3,0.0,1,4,1,0,1,0,,2020-2022
2019,cation/anion thermodiffusion asymmetry,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,2,7,0,4,2,5,1,0.36067376022224085,14,2,0.02738179125617602,1,4,1,0,1,0,,2020-2022
2019,cation/anion thermodiffusion asymmetry,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,2,12,0,11,2,1,1,0.36067376022224085,24,2,0.04108499571005429,1,4,1,0,1,0,,2020-2022
2019,cation/anion thermodiffusion asymmetry,metal-oxide nanostructured electrode,transport_mechanism,electrode_interface,2,3,0,3,2,0,0,0.0,6,3,0.010761123194559402,1,4,1,0,1,0,,2020-2022
2019,cellulose nanofiber scaffold,Fe2+/Fe3+ solvation redox chemistry,gel_microstructure,redox_chemistry,4,9,0,8,4,2,1,0.36067376022224085,36,2,0.0,1,1,1,1,1,0,,2020-2022
2019,cellulose nanofiber scaffold,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,4,4,0,1,4,3,0,0.0,16,3,0.007373271336561809,0,1,1,1,1,0,,2020-2022
2019,cellulose nanofiber scaffold,carbon-electrode redox interface,gel_microstructure,electrode_interface,4,7,0,6,4,2,0,0.0,28,3,0.0,1,1,1,1,1,0,,2020-2022
2019,cellulose nanofiber scaffold,charge-transfer resistance engineering,gel_microstructure,electrode_interface,4,7,0,6,4,2,0,0.0,28,3,0.008701463918635577,1,1,1,1,1,0,,2020-2022
2019,cellulose nanofiber scaffold,ferri/ferrocyanide redox chemistry,gel_microstructure,redox_chemistry,4,19,0,17,4,7,2,0.7631033646040855,76,2,0.0,1,1,1,1,1,0,,2020-2022
2019,cellulose nanofiber scaffold,hexacyanoferrate redox electrode,gel_microstructure,electrode_interface,4,2,0,2,4,0,0,0.0,8,3,0.03582121900169652,1,1,1,1,1,0,,2020-2022
2019,cellulose nanofiber scaffold,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,4,7,0,4,4,5,1,0.36067376022224085,28,2,0.010338824460803213,1,1,1,1,1,0,,2020-2022
2019,cellulose nanofiber scaffold,iodide/triiodide redox chemistry,gel_microstructure,redox_chemistry,4,12,0,11,4,1,2,0.7631033646040855,48,2,0.0,1,1,1,1,1,1,High-thermopower polarized electrolytes enabled by methylcellulose for low-grade heat harvesting,2020-2022
2019,cellulose nanofiber scaffold,metal-oxide nanostructured electrode,gel_microstructure,electrode_interface,4,3,0,3,4,0,0,0.0,12,3,0.05770234683055319,1,1,1,1,1,0,,2020-2022
2019,chaotropic polymer-water disruption,Fe2+/Fe3+ solvation redox chemistry,gel_microstructure,redox_chemistry,4,9,2,8,4,2,1,0.3396232718951086,36,2,0.02901866321064223,1,0,1,1,1,0,,2020-2022
2019,chaotropic polymer-water disruption,carbon-electrode redox interface,gel_microstructure,electrode_interface,4,7,2,6,4,2,1,0.3396232718951086,28,2,0.012532359559287467,1,0,1,1,1,0,,2020-2022
2019,chaotropic polymer-water disruption,charge-transfer resistance engineering,gel_microstructure,electrode_interface,4,7,2,6,4,2,2,1.0609707923395904,28,2,0.030504703628458064,1,0,1,1,1,0,,2020-2022
2019,chaotropic polymer-water disruption,hexacyanoferrate redox electrode,gel_microstructure,electrode_interface,4,2,2,2,4,0,1,0.3396232718951086,8,2,0.01543312284742756,1,0,1,1,1,0,,2020-2022
2019,chaotropic polymer-water disruption,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,4,7,2,4,4,5,1,0.43429448190325176,28,2,0.02738656091241923,1,0,1,1,1,0,,2020-2022
2019,chaotropic polymer-water disruption,iodide/triiodide redox chemistry,gel_microstructure,redox_chemistry,4,12,2,11,4,1,2,0.7739177537983604,48,2,0.006004830829824249,1,0,1,1,1,1,Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments,2020-2022
2019,chaotropic polymer-water disruption,metal-oxide nanostructured electrode,gel_microstructure,electrode_interface,4,3,2,3,4,0,1,0.3396232718951086,12,2,0.0029933055958507766,1,0,1,1,1,0,,2020-2022
2019,dynamic crosslinked gel network,Fe2+/Fe3+ solvation redox chemistry,gel_microstructure,redox_chemistry,2,9,0,8,2,2,0,0.0,18,3,0.0,1,1,1,0,1,0,,2020-2022
2019,dynamic crosslinked gel network,carbon-electrode redox interface,gel_microstructure,electrode_interface,2,7,0,6,2,2,0,0.0,14,3,0.0,1,1,1,0,1,0,,2020-2022
2019,dynamic crosslinked gel network,charge-transfer resistance engineering,gel_microstructure,electrode_interface,2,7,0,6,2,2,1,0.7213475204444817,14,2,0.0,1,1,1,0,1,0,,2020-2022
2019,dynamic crosslinked gel network,ferri/ferrocyanide redox chemistry,gel_microstructure,redox_chemistry,2,19,0,17,2,7,1,0.7213475204444817,38,2,0.0,1,1,1,0,1,0,,2020-2022
2019,dynamic crosslinked gel network,hexacyanoferrate redox electrode,gel_microstructure,electrode_interface,2,2,0,2,2,0,0,0.0,4,3,0.0,1,1,1,0,1,0,,2020-2022
2019,dynamic crosslinked gel network,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,2,7,0,4,2,5,0,0.0,14,3,0.0,1,1,1,0,1,0,,2020-2022
2019,dynamic crosslinked gel network,iodide/triiodide redox chemistry,gel_microstructure,redox_chemistry,2,12,0,11,2,1,0,0.0,24,3,0.0,1,1,1,0,1,0,,2020-2022
2019,dynamic crosslinked gel network,metal-oxide nanostructured electrode,gel_microstructure,electrode_interface,2,3,0,3,2,0,0,0.0,6,3,0.007357713488589694,1,1,1,0,1,0,,2020-2022
2019,ion-pair complexation control,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,8,4,4,1,4,3,0,0.0,32,3,0.0,1,5,1,1,1,0,,2020-2022
2019,ion-pair complexation control,carbon-electrode redox interface,solvation_entropy,electrode_interface,8,7,4,6,4,2,3,1.197172489590372,56,2,0.012510856649724697,1,5,1,1,1,0,,2020-2022
2019,ion-pair complexation control,charge-transfer resistance engineering,solvation_entropy,electrode_interface,8,7,4,6,4,2,4,1.6522921029037905,56,2,0.0,1,5,1,1,1,0,,2020-2022
2019,ion-pair complexation control,hexacyanoferrate redox electrode,solvation_entropy,electrode_interface,8,2,4,2,4,0,2,0.7947428852085272,16,2,0.01810248981495892,1,5,1,1,1,0,,2020-2022
2019,ion-pair complexation control,imidazolium ionic-liquid phase transition electrolyte,solvation_entropy,material_system,8,7,4,4,4,5,3,1.2182229779175042,56,2,0.05347710195698114,1,5,1,1,1,0,,2020-2022
2019,ion-pair complexation control,metal-oxide nanostructured electrode,solvation_entropy,electrode_interface,8,3,4,3,4,0,2,0.7947428852085272,24,2,0.003511038212916199,1,5,1,1,1,0,,2020-2022
2019,ion-selectivity membrane transport,Fe2+/Fe3+ solvation redox chemistry,transport_mechanism,redox_chemistry,12,9,3,8,9,2,3,1.1811953790803373,108,2,0.0027759526839348393,1,0,1,1,1,0,,2020-2022
2019,ion-selectivity membrane transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,12,4,3,1,9,3,1,0.43429448190325176,48,2,0.0,1,0,1,1,1,0,,2020-2022
2019,ion-selectivity membrane transport,carbon-electrode redox interface,transport_mechanism,electrode_interface,12,7,3,6,9,2,3,1.222951223239941,84,2,0.04050171105873548,1,0,1,1,1,0,,2020-2022
2019,ion-selectivity membrane transport,charge-transfer resistance engineering,transport_mechanism,electrode_interface,12,7,3,6,9,2,2,0.7420528762769533,84,2,0.04197150356450768,1,0,1,1,1,0,,2020-2022
2019,ion-selectivity membrane transport,hexacyanoferrate redox electrode,transport_mechanism,electrode_interface,12,2,3,2,9,0,1,0.3396232718951086,24,2,0.031676224943423835,1,0,1,1,1,0,,2020-2022
2019,ion-selectivity membrane transport,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,12,7,3,4,9,5,2,0.7631033646040855,84,2,0.0942180959109298,1,0,1,1,1,0,,2020-2022
2019,ion-selectivity membrane transport,metal-oxide nanostructured electrode,transport_mechanism,electrode_interface,12,3,3,3,9,0,1,0.3396232718951086,36,2,0.03960850134678878,1,0,1,1,1,0,,2020-2022
2019,moisture-gradient ion transport,Fe2+/Fe3+ solvation redox chemistry,transport_mechanism,redox_chemistry,7,9,1,8,6,2,2,0.8415721071852287,63,2,0.01849336035666452,1,4,1,1,1,0,,2020-2022
2019,moisture-gradient ion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,7,4,1,1,6,3,0,0.0,28,3,0.0,1,4,1,1,1,0,,2020-2022
2019,moisture-gradient ion transport,carbon-electrode redox interface,transport_mechanism,electrode_interface,7,7,1,6,6,2,1,0.48089834696298783,49,2,0.0,1,4,1,1,1,0,,2020-2022
2019,moisture-gradient ion transport,charge-transfer resistance engineering,transport_mechanism,electrode_interface,7,7,1,6,6,2,1,0.45511961331341866,49,2,0.045010845467923714,1,4,1,1,1,0,,2020-2022
2019,moisture-gradient ion transport,ferri/ferrocyanide redox chemistry,transport_mechanism,redox_chemistry,7,19,1,17,6,7,4,1.7579000539368241,133,2,0.006764700572155015,1,4,1,1,1,0,,2020-2022
2019,moisture-gradient ion transport,hexacyanoferrate redox electrode,transport_mechanism,electrode_interface,7,2,1,2,6,0,0,0.0,14,3,0.0,1,4,1,1,1,0,,2020-2022
2019,moisture-gradient ion transport,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,7,7,1,4,6,5,2,0.8157933735356595,49,2,0.07425835221337239,1,4,1,1,1,0,,2020-2022
2019,moisture-gradient ion transport,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,7,12,1,11,6,1,3,1.2182229779175042,84,2,0.011407686704144755,1,4,1,1,1,0,,2020-2022
2019,moisture-gradient ion transport,metal-oxide nanostructured electrode,transport_mechanism,electrode_interface,7,3,1,3,6,0,0,0.0,21,3,0.03161761336363595,1,4,1,1,1,0,,2020-2022
2019,phase-transition entropy amplification,Fe2+/Fe3+ solvation redox chemistry,phase_or_species_transition,redox_chemistry,9,9,4,8,5,2,3,1.3554704495549794,81,2,0.06365337731487872,1,13,1,1,1,0,,2020-2022
2019,phase-transition entropy amplification,anti-freezing organohydrogel design,phase_or_species_transition,gel_microstructure,9,4,4,1,5,3,2,0.9481928242730024,36,2,0.0,1,13,1,1,1,1,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,2020-2022
2019,phase-transition entropy amplification,carbon-electrode redox interface,phase_or_species_transition,electrode_interface,9,7,4,6,5,2,2,0.9163279467515955,63,2,0.0037118635620656507,1,13,1,1,1,0,,2020-2022
2019,phase-transition entropy amplification,ferri/ferrocyanide redox chemistry,phase_or_species_transition,redox_chemistry,9,19,4,17,5,7,5,2.192194535840076,171,2,0.0,1,13,1,1,1,1,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,2020-2022
2019,phase-transition entropy amplification,hexacyanoferrate redox electrode,phase_or_species_transition,electrode_interface,9,2,4,2,5,0,0,0.0,18,3,0.003630700330978003,1,13,1,1,1,0,,2020-2022
2019,phase-transition entropy amplification,metal-oxide nanostructured electrode,phase_or_species_transition,electrode_interface,9,3,4,3,5,0,0,0.0,27,3,0.003176015211397747,1,13,1,1,1,0,,2020-2022
2019,soft mixed ionic-electronic coupling,Fe2+/Fe3+ solvation redox chemistry,transport_mechanism,redox_chemistry,3,9,0,8,3,2,1,0.36067376022224085,27,2,0.011694211883591396,1,4,1,0,1,0,,2020-2022
2019,soft mixed ionic-electronic coupling,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,3,4,0,1,3,3,0,0.0,12,4,0.014844606335777881,1,4,1,0,1,0,,2020-2022
2019,soft mixed ionic-electronic coupling,carbon-electrode redox interface,transport_mechanism,electrode_interface,3,7,0,6,3,2,0,0.0,21,3,0.1096098204362183,1,4,1,0,1,0,,2020-2022
2019,soft mixed ionic-electronic coupling,charge-transfer resistance engineering,transport_mechanism,electrode_interface,3,7,0,6,3,2,0,0.0,21,3,0.015505644699561338,1,4,1,0,1,0,,2020-2022
2019,soft mixed ionic-electronic coupling,ferri/ferrocyanide redox chemistry,transport_mechanism,redox_chemistry,3,19,0,17,3,7,1,0.36067376022224085,57,2,0.0,1,4,1,0,1,0,,2020-2022
2019,soft mixed ionic-electronic coupling,hexacyanoferrate redox electrode,transport_mechanism,electrode_interface,3,2,0,2,3,0,0,0.0,6,3,0.06711721305972375,1,4,1,0,1,0,,2020-2022
2019,soft mixed ionic-electronic coupling,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,3,7,0,4,3,5,1,0.36067376022224085,21,2,0.15603567425255463,1,4,1,0,1,0,,2020-2022
2019,soft mixed ionic-electronic coupling,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,3,12,0,11,3,1,1,0.36067376022224085,36,2,0.004661138877014296,1,4,1,0,1,0,,2020-2022
2019,soft mixed ionic-electronic coupling,metal-oxide nanostructured electrode,transport_mechanism,electrode_interface,3,3,0,3,3,0,0,0.0,9,3,0.06632479445223766,1,4,1,0,1,0,,2020-2022
2020,anti-freezing organohydrogel design,Fe2+/Fe3+ solvation redox chemistry,gel_microstructure,redox_chemistry,4,11,1,8,3,6,1,0.48089834696298783,44,2,0.0,1,9,1,1,1,1,Anhydrous Thermogalvanic Gel for Simultaneous Waste Heat Recovery and Thermal Management of Electronics,2021-2023
2020,anti-freezing organohydrogel design,carbon-electrode redox interface,gel_microstructure,electrode_interface,4,7,1,6,3,2,0,0.0,28,3,0.0,1,9,1,1,1,0,,2021-2023
2020,anti-freezing organohydrogel design,ferri/ferrocyanide redox chemistry,gel_microstructure,redox_chemistry,4,19,1,18,3,7,3,1.6046754717893141,76,2,0.0,1,9,1,1,1,1,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,2021-2023
2020,anti-freezing organohydrogel design,hexacyanoferrate redox electrode,gel_microstructure,electrode_interface,4,2,1,2,3,0,0,0.0,8,3,0.008133909450690398,1,9,1,1,1,0,,2021-2023
2020,anti-freezing organohydrogel design,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,4,7,1,4,3,5,1,0.48089834696298783,28,2,0.0,1,9,1,1,1,0,,2021-2023
2020,anti-freezing organohydrogel design,iodide/triiodide redox chemistry,gel_microstructure,redox_chemistry,4,15,1,11,3,4,1,0.48089834696298783,60,2,0.0,1,9,1,1,1,0,,2021-2023
2020,anti-freezing organohydrogel design,metal-oxide nanostructured electrode,gel_microstructure,electrode_interface,4,3,1,3,3,0,0,0.0,12,3,0.007075353159934793,1,9,1,1,1,0,,2021-2023
2020,cation/anion thermodiffusion asymmetry,Fe2+/Fe3+ solvation redox chemistry,transport_mechanism,redox_chemistry,2,11,0,8,2,6,2,0.7949682421254927,22,2,0.07150119063053488,1,5,1,0,1,0,,2021-2023
2020,cation/anion thermodiffusion asymmetry,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,2,4,0,1,2,3,0,0.0,8,4,0.0,1,5,1,0,1,0,,2021-2023
2020,cation/anion thermodiffusion asymmetry,carbon-electrode redox interface,transport_mechanism,electrode_interface,2,7,0,6,2,2,0,0.0,14,3,0.009864950328391233,1,5,1,0,1,0,,2021-2023
2020,cation/anion thermodiffusion asymmetry,charge-transfer resistance engineering,transport_mechanism,electrode_interface,2,8,0,6,2,4,0,0.0,16,3,0.0,1,5,1,0,1,0,,2021-2023
2020,cation/anion thermodiffusion asymmetry,ferri/ferrocyanide redox chemistry,transport_mechanism,redox_chemistry,2,19,0,18,2,7,2,0.7949682421254927,38,2,0.033588100239147906,1,5,1,0,1,1,Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,2021-2023
2020,cation/anion thermodiffusion asymmetry,hexacyanoferrate redox electrode,transport_mechanism,electrode_interface,2,2,0,2,2,0,0,0.0,4,3,0.0,1,5,1,0,1,0,,2021-2023
2020,cation/anion thermodiffusion asymmetry,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,2,7,0,4,2,5,1,0.36067376022224085,14,2,0.02598418981649775,1,5,1,0,1,0,,2021-2023
2020,cation/anion thermodiffusion asymmetry,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,2,15,0,11,2,4,1,0.36067376022224085,30,2,0.04223442567274205,1,5,1,0,1,0,,2021-2023
2020,cation/anion thermodiffusion asymmetry,metal-oxide nanostructured electrode,transport_mechanism,electrode_interface,2,3,0,3,2,0,0,0.0,6,3,0.010994289710408165,1,5,1,0,1,0,,2021-2023
2020,cellulose nanofiber scaffold,Fe2+/Fe3+ solvation redox chemistry,gel_microstructure,redox_chemistry,6,11,0,8,6,6,1,0.36067376022224085,66,2,0.0,1,1,1,1,1,0,,2021-2023
2020,cellulose nanofiber scaffold,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,6,4,0,1,6,3,0,0.0,24,3,0.007616471316835864,0,1,1,1,1,1,Robust and flexible bacterial cellulose-based thermogalvanic cells for low-grade heat harvesting in extreme environments,2021-2023
2020,cellulose nanofiber scaffold,carbon-electrode redox interface,gel_microstructure,electrode_interface,6,7,0,6,6,2,1,0.36926937306885504,42,2,0.0,1,1,1,1,1,0,,2021-2023
2020,cellulose nanofiber scaffold,charge-transfer resistance engineering,gel_microstructure,electrode_interface,6,8,0,6,6,4,1,0.36926937306885504,48,2,0.008901927884256042,1,1,1,1,1,0,,2021-2023
2020,cellulose nanofiber scaffold,ferri/ferrocyanide redox chemistry,gel_microstructure,redox_chemistry,6,19,0,18,6,7,3,1.119814378542376,114,2,0.0,1,1,1,1,1,1,Robust and flexible bacterial cellulose-based thermogalvanic cells for low-grade heat harvesting in extreme environments,2021-2023
2020,cellulose nanofiber scaffold,hexacyanoferrate redox electrode,gel_microstructure,electrode_interface,6,2,0,2,6,0,0,0.0,12,3,0.03681433968138438,1,1,1,1,1,0,,2021-2023
2020,cellulose nanofiber scaffold,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,6,7,0,4,6,5,2,0.729943133291096,42,2,0.010521833485500039,1,1,1,1,1,0,,2021-2023
2020,cellulose nanofiber scaffold,metal-oxide nanostructured electrode,gel_microstructure,electrode_interface,6,3,0,3,6,0,0,0.0,18,3,0.05924507577788361,1,1,1,1,1,0,,2021-2023
2020,chaotropic polymer-water disruption,Fe2+/Fe3+ solvation redox chemistry,gel_microstructure,redox_chemistry,4,11,2,8,4,6,1,0.3396232718951086,44,2,0.027769244001072245,1,0,1,1,1,1,Anhydrous Thermogalvanic Gel for Simultaneous Waste Heat Recovery and Thermal Management of Electronics,2021-2023
2020,chaotropic polymer-water disruption,carbon-electrode redox interface,gel_microstructure,electrode_interface,4,7,2,6,4,2,1,0.3396232718951086,28,2,0.012038406210018116,1,0,1,1,1,0,,2021-2023
2020,chaotropic polymer-water disruption,charge-transfer resistance engineering,gel_microstructure,electrode_interface,4,8,2,6,4,4,2,1.0609707923395904,32,2,0.03152721911038806,1,0,1,1,1,1,FeNC Electrocatalyst for Enhancing Fe(II)/Fe(III) Redox Kinetics in Thermo-Electrochemical Cells,2021-2023
2020,chaotropic polymer-water disruption,hexacyanoferrate redox electrode,gel_microstructure,electrode_interface,4,2,2,2,4,0,1,0.3396232718951086,8,2,0.01389023534644735,1,0,1,1,1,0,,2021-2023
2020,chaotropic polymer-water disruption,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,4,7,2,4,4,5,1,0.4170323914242463,28,2,0.025885357217742384,1,0,1,1,1,0,,2021-2023
2020,chaotropic polymer-water disruption,iodide/triiodide redox chemistry,gel_microstructure,redox_chemistry,4,15,2,11,4,4,2,0.7566556633193549,60,2,0.0058487166314792425,1,0,1,1,1,1,Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments,2021-2023
2020,chaotropic polymer-water disruption,metal-oxide nanostructured electrode,gel_microstructure,electrode_interface,4,3,2,3,4,0,1,0.3396232718951086,12,2,0.002713513674775829,1,0,1,1,1,0,,2021-2023
2020,convection-resolved resistance decomposition,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,4,4,2,1,2,3,0,0.0,16,3,0.013460006616906604,1,3,1,1,1,0,,2021-2023
2020,convection-resolved resistance decomposition,charge-transfer resistance engineering,transport_mechanism,electrode_interface,4,8,2,6,2,4,2,0.7566556633193549,32,2,0.22489669891191505,1,3,1,1,1,0,,2021-2023
2020,convection-resolved resistance decomposition,hexacyanoferrate redox electrode,transport_mechanism,electrode_interface,4,2,2,2,2,0,2,0.7566556633193549,8,2,0.006476638675908484,1,3,1,1,1,0,,2021-2023
2020,convection-resolved resistance decomposition,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,4,7,2,4,2,5,1,0.5138983423697507,28,2,0.07180047986064288,1,3,1,1,1,0,,2021-2023
2020,convection-resolved resistance decomposition,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,4,15,2,11,2,4,2,0.8535216142648594,60,2,0.007609494358970259,1,3,1,1,1,0,,2021-2023
2020,convection-resolved resistance decomposition,metal-oxide nanostructured electrode,transport_mechanism,electrode_interface,4,3,2,3,2,0,3,1.2705540056891056,12,2,0.007925669909078455,1,3,1,1,1,0,,2021-2023
2020,dynamic crosslinked gel network,Fe2+/Fe3+ solvation redox chemistry,gel_microstructure,redox_chemistry,2,11,0,8,2,6,0,0.0,22,3,0.0,1,2,1,0,1,0,,2021-2023
2020,dynamic crosslinked gel network,carbon-electrode redox interface,gel_microstructure,electrode_interface,2,7,0,6,2,2,0,0.0,14,3,0.0,1,2,1,0,1,0,,2021-2023
2020,dynamic crosslinked gel network,charge-transfer resistance engineering,gel_microstructure,electrode_interface,2,8,0,6,2,4,1,0.7213475204444817,16,2,0.0,1,2,1,0,1,0,,2021-2023
2020,dynamic crosslinked gel network,ferri/ferrocyanide redox chemistry,gel_microstructure,redox_chemistry,2,19,0,18,2,7,1,0.7213475204444817,38,2,0.0,1,2,1,0,1,1,Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,2021-2023
2020,dynamic crosslinked gel network,hexacyanoferrate redox electrode,gel_microstructure,electrode_interface,2,2,0,2,2,0,0,0.0,4,3,0.0,1,2,1,0,1,0,,2021-2023
2020,dynamic crosslinked gel network,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,2,7,0,4,2,5,0,0.0,14,3,0.0,1,2,1,0,1,0,,2021-2023
2020,dynamic crosslinked gel network,iodide/triiodide redox chemistry,gel_microstructure,redox_chemistry,2,15,0,11,2,4,0,0.0,30,3,0.0,1,2,1,0,1,0,,2021-2023
2020,dynamic crosslinked gel network,metal-oxide nanostructured electrode,gel_microstructure,electrode_interface,2,3,0,3,2,0,0,0.0,6,3,0.005389473700941216,1,2,1,0,1,0,,2021-2023
2020,ion-pair complexation control,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,9,4,4,1,5,3,1,0.40242960438184466,36,2,0.0,1,5,1,1,1,0,,2021-2023
2020,ion-pair complexation control,carbon-electrode redox interface,solvation_entropy,electrode_interface,9,7,4,6,5,2,3,1.1259250363882098,63,2,0.012806814248179022,1,5,1,1,1,0,,2021-2023
2020,ion-pair complexation control,charge-transfer resistance engineering,solvation_entropy,electrode_interface,9,8,4,6,5,4,4,1.5283546407700546,72,2,0.0,1,5,1,1,1,0,,2021-2023
2020,ion-pair complexation control,hexacyanoferrate redox electrode,solvation_entropy,electrode_interface,9,2,4,2,5,0,2,0.7566556633193549,18,2,0.0180304880423371,1,5,1,1,1,0,,2021-2023
