paper_id,domain,title,journal,doi,year,source_membership,coverage_status,txt_record_present,txt_header_line,node_count,relation_count,claim_id,abstract,abstract_sha256,corpus_path,corpus_csv_row,source_record_ids,limitation_note,reconstruction_run_id
P0312,TG,Gas electrodes with nickel based current collectors for molten carbonate electrolyte thermo-electrochemical cells,JOURNAL OF ENERGY CHEMISTRY,10.1016/j.jechem.2019.05.001,2020,TG,extracted_core_claim,True,22228,2,1,TG:P0312:claim_block,"Thermo-electrochemical cells with inexpensive molten carbonate electrolyte and (CO2 vertical bar O-2) gas electrodes allow the possible conversion of high temperature waste heat from industrial processes into electricity. The cell containing eutectic (Li,Na)(2)CO3 electrolyte with solid MgO dispersion delivers a large Seebeck coefficient of -1.7 mV/K. At present, the (CO2 vertical bar O-2) gas electrodes use metallic gold as current collectors in order to avoid the formation of interfering oxide layers during operation. For further reduction in energy generation cost, the gold current collectors should be replaced with an inexpensive and stable alternative. In this study, the suitability of the (molten carbonate fuel cell) MCFC's nickel-based cathodes to operate the molten-carbonate thermo-electrochemical cell, was investigated. Ni current collectors were examined in two different states, as NiO and as lithiated NiO (LixNi1-xO). The NiO phase shows higher stability than the LixNi1-xO while the Seebeck coefficient remains above -1.2 mV/K. (C) 2019 Science Press and Dalian Institute of Chemical Physics, Chinese Academy of Sciences. Published by Elsevier B.V. and Science Press. All rights reserved.",d400636f5095652a9f03aaf9d7628fde399d29995262125fda07bf09f054aed3,cleaned_ite_tg/data/tg_clean.csv,313,TG_0311,Focal claim selected from full abstract; not exhaustive and not independently reviewed.,txt_reconstruction_v1_19f1c2edac18
P0313,TG,Multivoltaic GaSe<SmCl3> clathrate as new hybrid functional nanostructure,BULLETIN OF THE POLISH ACADEMY OF SCIENCES-TECHNICAL SCIENCES,10.24425/bpasts.2021.136726,2021,TG,extracted_core_claim,True,22239,2,1,TG:P0313:claim_block,"The electrical properties and behaviour in constant magnetic field of fourfold expanded GaSe matrix intercalated with SmCl3 guest were investigated by means of impedance spectroscopy and cyclic voltammetry. It was determined that the synthesized GaSe clathrate of 4-fold expansion demonstrates the coexistence of mechanisms of generation, transformation and accumulation of electric energy on a quantum level. These mechanisms are driven from external sources of magnetic, thermal and electric field without Faradaic reactions. Therefore, investigated GaSe structure is of great attraction in multivoltaics as a prototype of new class of materials. Quantum mechanical model of electro motive force of spin nature is proposed. The main focus of work lies in the prospects of synthesized clathrates for the development of power nanosources and gyrator-free delay nanolines controlled by means of magnetic field.",ae19770a6cec54efd3f7b3a4828a0cb714c373fd440a45d1f41746520df55459,cleaned_ite_tg/data/tg_clean.csv,314,TG_0312,"Qualitative broad author claim; spin electromotive-force model is proposed, not independently verified.",txt_reconstruction_v1_19f1c2edac18
P0314,TG,The study of electrical conductivity and diffusion behavior of water-based and ferro/ferricyanide-electrolyte-based alumina nanofluids,JOURNAL OF COLLOID AND INTERFACE SCIENCE,10.1016/j.jcis.2016.02.001,2016,TG,extracted_core_claim,True,22250,2,1,TG:P0314:claim_block,"Nanofluids are liquids containing suspensions of solid nanoparticles and have attracted considerable attention because they undergo substantial mass transfer and have many potential applications in energy technologies. Most studies on nanofluids have used low-ionic-strength solutions, such as water and ethanol. However, very few studies have used high-ionic-strength solutions because the aggregation and sedimentation of nanoparticles cause a stability problem. In this study, a stable water-based alumina nanofluid was prepared using stirred bead milling and exhibits a high electrical conductivity of 2420 mu S/cm at 23 degrees C and excellent stability after five severe freezing-melting cycles. We then developed a process for mixing the water-based nanofluid with a high-ionic-strength potassium ferro/ferricyanide electrolyte and sodium dodecyl sulfate by using stirred bead milling and ultrasonication, thus forming a stable electrolyte-based nanofluid. According to the rotating disk electrode study, the electrolyte-based alumina nanofluid exhibits an unusual increase in the limiting current at high angular velocities, resulting from a combination of local percolation behavior and shear-induced diffusion. The electrolyte-based alumina nanofluid was demonstrated in a possible thermogalvanic application, since it is considered to be an alternative electrolyte for thermal energy harvesters because of the increased electrical conductivity and confined value of thermal conductivity. (C) 2016 Elsevier Inc. All rights reserved.",0acf3b3d3a40f5d21016a039ff7b5e595ed6acc808f95d1ee992dca218f26c9c,cleaned_ite_tg/data/tg_clean.csv,315,TG_0313,Focal claim selected from full abstract; not exhaustive and not independently reviewed.,txt_reconstruction_v1_19f1c2edac18
P0315,TG,A supramolecular thermocell consisting of ferrocenecarboxylate and β-cyclodextrin that has a negative Seebeck coefficient,POLYMER JOURNAL,10.1038/s41428-018-0061-7,2018,TG,extracted_core_claim,True,22261,2,1,TG:P0315:claim_block,A p-type supramolecular thermocell was constructed with a ferrocenecarboxylate/ferroceniumcarboxylate pair. The Seebeck coefficient of the cell was improved from -0.86 to -1.20 mV K-1 by the addition of beta-cyclodextrin. Isothermal titration calorimetry and a theoretical investigation demonstrated that the host-guest interaction increased the Seebeck coefficient.,9101a235b92c763489e5f536dfdf9348bd34ea0db752f59afe79cd2ec55d297d,cleaned_ite_tg/data/tg_clean.csv,316,TG_0314,Focal claim selected from full abstract; not exhaustive and not independently reviewed.,txt_reconstruction_v1_19f1c2edac18
P0316,TG,Nitrogen- and Boron-Doped Carbon Nanotube Electrodes in a Thermo-Electrochemical Cell,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,10.1149/2.043205jes,2012,TG,extracted_core_claim,True,22272,2,1,TG:P0316:claim_block,"We explore the prospects of using doped carbon nanotube (CNT) electrodes to increase the output power of thermo-electrochemical cells (TECs). CNT buckypaper electrodes doped with nitrogen and boron were characterized using cyclic voltammetry, impedance spectroscopy, and TEC test with potassium ferri/ferrocyanide electrolyte. Both doping states increased the electrochemically active surface area of CNT electrodes. Electrostatic interactions with potassium ions altered the charge transfer kinetics for doped CNT electrodes; yet, the symmetry of the charge transfer remained approximately equal to that of pristine CNTs. In TEC test, accumulation of potassium ions at doped CNT electrodes was found to reduce short-circuit current. (C) 2012 The Electrochemical Society. [DOI: 10.1149/2.043205jes] All rights reserved.",7eadafd3efe7ce1f4346f26f666e3621cab6b02f21168d3acaf89f78b454b304,cleaned_ite_tg/data/tg_clean.csv,317,TG_0315,Focal claim selected from full abstract; not exhaustive and not independently reviewed.,txt_reconstruction_v1_19f1c2edac18
P0317,TG,Modeling a thermocell with proton exchange membrane and hydrogen electrodes,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,10.1016/j.ijhydene.2018.09.007,2018,TG,extracted_core_claim,True,22283,2,1,TG:P0317:claim_block,"Direct conversion of thermal energy to electric energy with thermoelectric generators is an attractive technique to recover low-temperature heat. Thermoelectric generators based on galvanic cells (thermocells) provide promising results with respect to the Seebeck coefficient. In this study, based on the theory of non-equilibrium thermodynamics, we simulated a thermocell with hydrogen gas electrodes and a proton exchange membrane. We calculated a maximum power density of 1461 mW/m(2) and a thermal efficiency of 2% relative to the Carnot efficiency for a cell operating with the same gas composition at both the anode and the cathode, but fully saturated at the anode. We predict a Seebeck coefficient in the range of 0.7-1.8 mV/K, higher than those of classical thermoelectric generators. The thermocell presented here provides promising values regarding the Seebeck coefficient. (C) 2018 Hydrogen Energy Publications LLC. Published by Elsevier Ltd. All rights reserved.",6b1c5f1e2e21aae963dc20ca218f5806087c764ff2c7372b177c80748e6928bc,cleaned_ite_tg/data/tg_clean.csv,318,TG_0316,"Calculated maximum; same gas composition, fully saturated anode.",txt_reconstruction_v1_19f1c2edac18
P0318,TG,Electrochemical way of converting low-grade heat energy into electricity based on crystalline hydrate melting and crystallization,INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER,10.1016/j.ijheatmasstransfer.2018.01.126,2018,TG,extracted_core_claim,True,22294,2,1,TG:P0318:claim_block,We proposed a concept and calculated an efficiency of the electrochemical cycle of converting the low-grade heat with the temperature difference of 10-80 degrees C into electricity. The cycle could be divided into two stages: the creation of the concentration difference by the crystalline hydrate melting at the high temperature or the crystallization at the low temperature and the electricity generation in the concentration galvanic cell. The calculations prove that the efficiency of the converting heat into the electricity could reach up to 20-35% of the Carnot cycle efficiency. (C) 2018 Elsevier Ltd. All rights reserved.,b75846b0f13cfface7a088fadf339c99d805a6d608916464b0e41f01ccc2072b,cleaned_ite_tg/data/tg_clean.csv,319,TG_0317,Focal claim selected from full abstract; not exhaustive and not independently reviewed.,txt_reconstruction_v1_19f1c2edac18
P0319,TG,Influence of Electrode Gas Flow Rate and Solid Oxide Ratio in Electrolyte on the Seebeck Coefficient of Molten Carbonate Thermocell,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,10.1149/2.0391708jes,2017,TG,extracted_core_claim,True,22305,2,1,TG:P0319:claim_block,"Thermocells represent a promising way to utilize heat as a power source. The aim of this work is to develop a thermocell with identical gas electrodes using molten carbonate-based electrolytes. The cell can generate power from waste heat, and can also utilize the CO2 rich off-gas available in metal producing industries. The flow rate of the gas supply to the electrodes needs to be optimized. Its effect on the Seebeck coefficient was not studied systematically before. The addition of solid oxide to the molten carbonate melt alters also the system's Seebeck coefficient. We report measurements where we vary the content of solid oxide in the liquid eutectic electrolyte mixture as well as the electrode gas flow rate. The Seebeck coefficient is reported for various ratios of eutectic (Li, Na)(2)CO3 molten carbonate and dispersed solid oxide MgO, and for varying gas (CO2|O-2) flow rates to the electrode interfaces. (C) The Author(s) 2017. Published by ECS. All rights reserved.",f3e62afd04fe743b1e8d35d60726e35b559a9b46710d336d62a4f32c73b5105b,cleaned_ite_tg/data/tg_clean.csv,320,TG_0318,Focal claim selected from full abstract; not exhaustive and not independently reviewed.,txt_reconstruction_v1_19f1c2edac18
P0320,TG,Analytical Study and Experimental Validation of Copper II Sulfate and Potassium Ferri/Ferrocyanide Thermocells Using Onsager Flux Equations,JOURNAL OF ENERGY RESOURCES TECHNOLOGY-TRANSACTIONS OF THE ASME,10.1115/1.4036045,2017,TG,no_selected_core_claim,True,22316,0,0,TG:P0320:claim_block,"Thermocells convert heat energy directly into electrical energy through charge-transfer reactions at the electrode-electrolyte interface. To perform an analytical study on the behavior of thermocells, the Onsager flux relationship was applied to thermocells, which used aqueous copper II sulfate and aqueous potassium ferri/ferrocyanide as the electrolyte. The transport coefficient matrices were calculated for each electrolyte and applied to several simulations, which were subsequently validated through experimental testing and comparison to previous literature results. The simulation is shown to correctly predict the short circuit current, maximum power output, and power conversion efficiency. Validation demonstrates that the simulation model developed, using the Onsager flux equations, works for thermocells with different electrode materials (platinum, copper, charcoal, acetylene black, and carbon nanotube), electrode spacing, and temperature differentials. The power dependence of the thermocell on concentration and electrode spacing, with respect to the Seebeck coefficient, maximum power output, and relative efficiency, is also shown.",8496dccf8a0e9540c33cdf0d8156768d1f673ad4816a7379011d0907f1d843c0,cleaned_ite_tg/data/tg_clean.csv,321,TG_0319,Onsager thermocell transport model validated against power/current/efficiency; abstract does not specify directional material-property relationship.,txt_reconstruction_v1_19f1c2edac18
P0321,TG,High Efficiency Graphene Coated Copper Based Thermocells Connected in Series,FRONTIERS IN PHYSICS,10.3389/fphy.2018.00035,2018,TG,extracted_core_claim,True,22324,2,1,TG:P0321:claim_block,Conversion of low-grade waste heat into electricity had been studied employing single thermocell or flowcells so far. Graphene coated copper electrodes based thermocells connected in series displayed relatively high efficiency of thermal energy harvesting. The maximum power output of 49.2 W/m(2) for normalized cross sectional electrode area is obtained at 60 degrees C of inter electrode temperature difference. The relative carnot efficiency of 20.2% is obtained from the device. The importance of reducing the mass transfer and ion transfer resistance to improve the efficiency of the device is demonstrated. Degradation studies confirmed mild oxidation of copper foil due to corrosion caused by the electrolyte.,d438c9a39fc4f44b8e216d19d3ac1c181e020e6736fb76986eb1fe888a90decf,cleaned_ite_tg/data/tg_clean.csv,322,TG_0320,Focal claim selected from full abstract; not exhaustive and not independently reviewed.,txt_reconstruction_v1_19f1c2edac18
P0322,TG,Effect of a Time-Dependent Magnetic Field on the Corrosion of Nickel-Aluminum Bronze,CORROSION,10.5006/2604,2018,TG,extracted_core_claim,True,22335,2,1,TG:P0322:claim_block,"Nickel-aluminum bronze (NAB) was anodically polarized in a solution of 3.5 wt% NaCl and exposed to a time-dependent magnetic field (TDMF) with an amplitude of 180 mT. The effect of a TDMF on the anodic behavior of NAB has been investigated as a function TDMF frequency (0 Hz to150 Hz) and the anodic polarization potential (-180 mV(Ag/AgCl) to -25 mV(Ag/AgCl)). The results show that the anodic current density at a fixed, anodic potential increases when NAB is exposed to a TDMF. The effect increases with frequency of the TDMF, and is highest for the lowest polarization potentials. At -180 mV(Ag/AgCl), the current density increased by 800% when the sample was exposed to a TDMF of 150 Hz. The increase in current density is explained in terms of joule heating resulting from the induced eddy currents in the NAB sample. The increased anodic reaction at increasing temperature was documented by recording polarization curves at 20 degrees C, 40 degrees C, and 60 degrees C. The results emphasize a potential limitation of the use of NAB in close proximity to TDMFs in chloride-containing media.",d53c995261415b24aa0b8384a52eba9923aeddbabb0bd4f6df875bae4471eb6f,cleaned_ite_tg/data/tg_clean.csv,323,TG_0321,Focal claim selected from full abstract; not exhaustive and not independently reviewed.,txt_reconstruction_v1_19f1c2edac18
P0323,TG,Potential-pH Diagrams of Iron in Concentrated Aqueous LiBr Solutions at 25°C,CORROSION,10.5006/2865,2018,TG,extracted_core_claim,True,22346,2,1,TG:P0323:claim_block,"Potential-pH diagrams of iron are developed in aqueous LiBr solutions with concentrations of 400 g/L, 700 g/L, 850 g/L, and 992 g/L LiBr at 25 degrees C, which are common concentrations in different parts of absorption machines. Comparison of the potential-pH diagrams of iron in the absence and the presence of concentrated aqueous LiBr solutions shows that the corrosion area at acid, neutral, and weak alkaline pH extends to lower potentials and higher pH values with the increase of LiBr concentration, as a result of formation of the aqueous species FeBr2(aq) and FeBr3(aq) and destabilization of the solid species Fe, Fe(OH)(2)(s), Fe3O4, and Fe2O3.",7a87039fb926797b7b6c8cdf977e725931ef81a712e489a89e026015d4eda830,cleaned_ite_tg/data/tg_clean.csv,324,TG_0322,Focal claim selected from full abstract; not exhaustive and not independently reviewed.,txt_reconstruction_v1_19f1c2edac18
P0324,TG,Sub-zero temperature thermo-electrochemical energy harvesting system using a self-heating negative temperature coefficient CNT-vanadium oxide cathode,JOURNAL OF APPLIED ELECTROCHEMISTRY,10.1007/s10800-016-1010-9,2017,TG,extracted_core_claim,True,22357,2,1,TG:P0324:claim_block,"In this study, we report for the first time a simple method that directly converts heat into electrical energy at sub-zero ambient temperatures. The thermo-electrochemical cell was constructed with negative temperature coefficient (NTC) carbon nanotube-vanadium oxide (CNT-VO (x) ) self-heating cathode, which provided thermal energy through an induced Joule effect. The electrical energy was obtained by creating in situ temperature difference between the electrodes (Delta T) and with subsequent redox reactions. A decrease in the cell resistance with an increase in the Delta T, and enhanced electrical energy conversion through a charge-transfer mechanism (i.e., Faradaic redox reaction) was observed. In addition, the advantage of using NTC CNT-VO (x) cathode as a self-heating source at various Delta T (i.e., without the support of any external source) in a thermo-electrochemical system for sub-zero temperature energy conversion is presented.",92d8bf5224af2b7f913e636e75f9993746a3407a8299a839b7c0f298113b3b8f,cleaned_ite_tg/data/tg_clean.csv,325,TG_0323,Focal claim selected from full abstract; not exhaustive and not independently reviewed.,txt_reconstruction_v1_19f1c2edac18
P0325,TG,Flexible thermo-electrochemical cells using Iodolyte HI-30 for conversion of low-grade heat to electrical energy,RSC ADVANCES,10.1039/c6ra15884f,2016,TG,extracted_core_claim,True,22368,2,1,TG:P0325:claim_block,"In this research work, we investigated the flexible thermo-electro chemical cells (TECs) for the conversion of low-grade heat into electrical energy in the temperature range of 20-70 degrees C. The TECs were fabricated using 30 mM iodide/tri-iodide (Iodolyte HI-30) in acetonitrile as a redox couple. A TEC consists of a carbon/Iodolyte HI-30/carbon structure. The cell contains a flexible polymer tube, filled with the electrolyte, whereas the openings of the tube have been sealed using carbon electrodes. Gradients of temperature (Delta T) up to 50 degrees C have been created. The Seebeck voltages and short-circuit currents (I-sc) were found to be 8-17 mV and 100-425 mu A, respectively, in the 20-70 degrees C temperature range. It was found that the TECs could provide sufficient power to drive low-power electronic devices and could be used for measurement of temperature gradients as well. Furthermore, this work identifies the directions for realizing flexible thermo-electric cells that can be potentially used for several applications in the medical segment where, besides electrical and mechanical stability, flexibility is paramount.",deb542e99860c26d15a7ccfbb13f7a7ef27cd1ca2ca1aa7fda580658f5ccfee6,cleaned_ite_tg/data/tg_clean.csv,326,TG_0324,Device composition/performance; no additional mechanism inferred.,txt_reconstruction_v1_19f1c2edac18
P0326,TG,Corrosion of carbon steel in concentrated LiNO3 solution at high temperature,CORROSION SCIENCE,10.1016/j.corsci.2013.05.001,2013,TG,extracted_core_claim,True,22379,2,1,TG:P0326:claim_block,"The corrosion of carbon steel in concentrated LiNO3 solution at high temperature was investigated by a weight loss method. Results showed that increasing temperature and pH would increase the corrosion rate, and increasing concentration and adding Li2CrO4 would reduce the corrosion rate. The corrosion in LiNO3 solution was general corrosion and the corrosion products were composed of Fe3O4 and Fe2O3. A compact passive layer comprising of Cr2O3, Fe3O4 and Fe2O3 was observed with adding Li2CrO4, and it could effectively depress the corrosion. The carbon steel corrosion in LiNO3 solution was much smaller than that in LiBr solution. (C) 2013 Elsevier Ltd. All rights reserved.",3c7e74b11a4ff607390e0c9c2bc812b8417ac314c31b04d256e8ad0389d22fdf,cleaned_ite_tg/data/tg_clean.csv,327,TG_0325,Focal claim selected from full abstract; not exhaustive and not independently reviewed.,txt_reconstruction_v1_19f1c2edac18
P0327,TG,Corrosion of Aluminium in Concentrated LiNO3 Solution at High Temperature,INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE,,2015,TG,extracted_core_claim,True,22390,2,1,TG:P0327:claim_block,"The corrosion of aluminium in concentrated LiNO3 solution at high temperature was studied with a weight loss method. The effects of concentration, temperature, pH and Li2CrO4 on corrosion rates were investigated. Results indicated that increasing concentration of LiNO3 had opponent effects on aluminium corrosion. Elevating temperature and pH could increase the corrosion rate. An incompact hydroxide film was observed on the surface of aluminium in LiNO3 solution. The corrosion was effectively depressed by adding inhibitor Li2CrO4, where a compact passive film comprising Al(OH)(3) and Cr2O3 may be formed. The corrosion rate of aluminium in LiNO3 solution was much smaller than that in LiBr solution.",88a5dc1d7390c73b790e66ef2b6fee96236682c552881586db17149963ef5f4a,cleaned_ite_tg/data/tg_clean.csv,328,TG_0326,Al(OH)(3)/Cr2O3 compact film formation is tentative in source.,txt_reconstruction_v1_19f1c2edac18
P0328,TG,Effect of non-graphitized carbon electrodes on the electrochemical characteristics of a thermocell with a Br2/Br- redox couple,JOURNAL OF POWER SOURCES,10.1016/S0378-7753(97)02676-1,1998,TG,extracted_core_claim,True,22401,2,1,TG:P0328:claim_block,"Electrodes made from a non-graphitized carbon (Maxsorb) sheet with a large specific surface area greatly improved the electrochemical characteristics of thermocells with a bromine/bromide-ion redox couple and a KBr aqueous electrolyte saturated with Br2. The Maxsorb electrodes provide a higher open-circuit voltage than graphite (Perma Foil) eletrodes and the maximum discharge current density is 2.4 mA/cm(2) until the voltage reaches 0 V. The Maxsorb electrodes generate 5.68 mV/degrees/C of thermoelectric power at a temperature difference greater than 40 degrees C, which is 2.5 times the power reported previously. The Maxsorb electrodes also improve the cathodic polarization in the presence of a gas-liquid-solid interface in Br-2-free electrolyte, while the graphite electrodes do not. Nevertherless, this improvement is insufficient in observe when the KBr electrolyte is saturated with Br-2. An experiment cell with Maxsorb electrodes maintains a stable voltage up to 2.0 mA/cm(2) for over 450 h, even though the cell configuration has still to be optimized. (C) 1998 Elsevier Science S.A.",0a95a6ee3befef1d09a81308df25b80361c68dbf8564299271ddffae3fc34645,cleaned_ite_tg/data/tg_clean.csv,329,TG_0327,Focal claim selected from full abstract; not exhaustive and not independently reviewed.,txt_reconstruction_v1_19f1c2edac18
P0329,TG,Study of the Cu|Cu(NO3)2•H2O|Cu electrochemical thermocouple at low temperatures,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,10.1016/S0022-0728(98)00113-2,1998,TG,extracted_core_claim,True,22412,2,1,TG:P0329:claim_block,"The thermoelectric properties of the non-isothermal Cu\Cu(NO3)(2)\Cu cell have been studied. It has been established that the value of the thermoelectromotive force (E) changes linearly with temperature up to the freezing point of the solution. At lower temperatures than this, at concentrations where the frozen phase consists of pure ice, E increases due to the increase in the concentration of the solution, whereas at compositions where the frozen phase is Cu(NO3)(2). XH2O, the decrease in Cu(NO3)(2) concentration results in a decrease of E. At temperatures lower than the freezing temperature, the potential difference measured between the poles of the cell, in addition to the thermo-emf - due to the concentration change during freezing - includes also the electric potential difference caused by the concentration difference between the half-cells. The slope of the E-Delta T straight lines (E') increases with the concentration of cupric nitrate solutions. (C) 1998 Elsevier Science S.A. All rights reserved.",bf0c3e60f4fe86088cc4f20b6ba9d89a45b10a18b889e25e63a24467ce201bee,cleaned_ite_tg/data/tg_clean.csv,330,TG_0328,Opposite effect when crystallizing Cu(NO3)(2). XH2O lowers solution concentration; phase condition preserved.,txt_reconstruction_v1_19f1c2edac18
P0330,TG,Near-Surface External-Casing Corrosion in Alaska: Cause and Mitigation,SPE DRILLING & COMPLETION,10.2118/100432-PA,2008,TG,extracted_core_claim,True,22423,2,1,TG:P0330:claim_block,"Recently, a number of external-casing failures on a group of relatively new wells in the Kuparuk field of Alaska prompted an investigation into the cause. The investigation determined that external surface-casing-corrosion failures had occurred near the top of the casing cement within the conductor. The surface-casino corrosion was found to be Caused by repetitive events of surface water entering into the top of the annulus between the surface casino and the conductor above the primary cement top. Testing of water and cement samples taken from the field indicates that the addition of oxygenated water and chemical salts that leach from the cement creates a low-resistance electrolyte resulting in an extremely corrosive environment. The yearly replenishment of oxygenated water in this environment sets LIP an electrochemical cell that corrodes the surface casing. Elevated catsing temperatures (approximate to 125 degrees F) accelerate the corrosion rates and increase the temperature gradient between the casing and the conductor. creating a thermogalvanic-corrosion cell. Although damaged surface casing has been repaired mechanically on numerous wells by excavation and installation of welded sleeve patches, accessing the damaged surface casing can be difficult. Inhibiting the corrosion mechanism is considered it more tenable solution. This paper will 1. Provide an outline of the extent of shallow external-casino C corrosion seen in the field. 2. Detail the mechanisms for the external corrosion. 3. Detail the mechanical-repair procedures used to return the wells to service. 4. Discuss possible mitigation methods to inhibit corrosion on existing wells. 5. Discuss the treatment chosen to stop the corrosion. 6. Provide details of treatments used to inhibit further shallow-casing corrosion.",350258b8d66c17d5bcbb693a6e0af9806e152d325420127c8cdd6078a66157ef,cleaned_ite_tg/data/tg_clean.csv,331,TG_0329,Focal claim selected from full abstract; not exhaustive and not independently reviewed.,txt_reconstruction_v1_19f1c2edac18
P0331,TG,GENERATING PERFORMANCE OF THERMOCHARGEABLE GALVANIC CELL USING A REDOX COUPLE OF [FE(CN)(6)](4-/3-),DENKI KAGAKU,,1994,TG,extracted_core_claim,True,22434,2,1,TG:P0331:claim_block,"We studied how a thermochargeable galvanic cell can directly generate and store electrical energy. The high-temperature and low-temperature electrodes of a cell containing an [Fe(CN)(6)](3-)/[Fe(CN)(6)](4-) redox couple as the electroactive species were separated by a ion-exchange membrane that did not pass through the redox couple. The power electrodes were located on each side of the membrane. When the high-temperature and low-temperature electrodes were connected, the [Fe(CN)(6)](4-) was reduced to [Fe(CN)(6)](3-) at the high-temperature electrode and the opposite reaction took place at the low-temperature electrode. This increased the [Fe(CN)(6)](3-) and [Fe(CN)(6)](4-) concentration difference between the two regions separated by the membrane. This difference generated and stored electrical energy when there was a temperature difference, and discharged after the temperature difference between the electrodes disappeared. A cell with a temperature difference of 100 degrees C generated an electromotive force of 0.1 V between the power electrodes. These results indicate that the theoretical description of emf in a nonisothermal and convective system could be applied to this system.",aefc3d5b87f975b169c712846a49f2f39bc66a68bfade9d2c47ef7ac78c3a9d3,cleaned_ite_tg/data/tg_clean.csv,332,TG_0330,Source calls Fe(CN)6(4-) to Fe(CN)6(3-) reduction; chemically inconsistent wording not propagated as a redox-direction edge.,txt_reconstruction_v1_19f1c2edac18
P0332,TG,THE INTRODUCTION AND VERIFICATION OF THERMOCHARGEABLE GALVANIC CELL,DENKI KAGAKU,,1994,TG,extracted_core_claim,True,22445,2,1,TG:P0332:claim_block,"The principal of a thermochargeable galvanic cell that was charged by heating it directly was studied. The high-temperature and low-temperature electrodes of a cell containing the redox couple of [Fe (CN)6]3-/[Fe (CN)6]4- as the electroactive species were separated by the ion-exchange membrane that did not passage of the redox couple. When the two electrodes were connected, [Fe(CN)6]4- was reduced to [Fe(CN)6]3- at the high-temperature electrode and the opposite reaction took place at the low-temperature electrode. This increases the [Fe(CN)6]3- and [Fe(CN)6]4- concentration differences between the two region separated by the ion-exchange membrane, and these differences could supply electric power after the temperature difference between the electrodes was removed. The ratio of the discharge capacity to the charge capacity was obtain 88% and this principal could be explained by the Nernst equation by considering the thermoelectric term.",9824e5396e62a29a1a4b30c283a01bb03ed66e07e8d99a27a2d330a82868ed50,cleaned_ite_tg/data/tg_clean.csv,333,TG_0331,Source calls Fe(CN)6(4-) to Fe(CN)6(3-) reduction; chemically inconsistent wording not propagated as a redox-direction edge.,txt_reconstruction_v1_19f1c2edac18
P0333,TG,"Electrochemical studies at low temperatures, XVIII. Study of the Ag/AgNO3/Ag thermocouple",MAGYAR KEMIAI FOLYOIRAT,,2001,TG,extracted_core_claim,True,22456,2,1,TG:P0333:claim_block,"The thermo-electrochemical properties of nonisothermal Ag\AgNO3\Ag cells were investigated in cases (A) without the salt bridge and (B) containing saturated KNO3 solutions. We have found that the values of the thermo emf E in both (A) and (B) cases (similarly to the results obtained in the cases of thermo galvanic cells consist of Cu \ Cu++ and Zn\Zn++ electrodes) showing a linear dependence on the temperatures above the freezing point of the solutions. The values of E-h measured in the case (B), if corrected by the corresponding values of 2,303 R/F(partial derivative lg a(+/-)/partial derivativet) - the temperature coefficients of the mean activity of AgNO3 solutions i.e. E-h* - lg a(+/-) plots result in a straight line with a slope of epsilon (h) = 0,259 mV K-1, which is in good agreement with the value of 2,303 R/F = 0,1984 mV K-1 calculated theoretically. The intercepts of the E-h* - lga(+/-) line phi (h)* has a value of -0.167 mV K-1. The absolute standard partial molar entropy of the silver ions (S) over bar (0)(Ag+) calculated from phi (h)* is equal to 58.71 J K-1 mol(-1), which is in good agreement with the value calculated from the conventional standard molar entropy of the silver ions: 51.78 J K-1 mol(-1). The values of phi (TD) calculated from the differences between the values of E* and E-h* measured in cases (A) and (B) respectively, are close to values obtained in the cases of thermogalvanic cells consisting of Zn\ZnCl2 electrodes(3-5). The concentration dependences of phi (TD) are similar to those obtained in the cases of above mentioned Zn\Zn++ systems.",75927140533c8b29d2278fca773f7934c01b07e1967caeac78c9ae16b57774b7,cleaned_ite_tg/data/tg_clean.csv,334,TG_0332,"Temperature association, not inferred molecular causation.",txt_reconstruction_v1_19f1c2edac18
