active_mention_ids,aliases,claim_count,concept_id,decision_group,definition,domain,label,mention_ids,normalization_reason,normalization_status,paper_ids,roles,source_document_count
"[""iTE:P1967:structure""]","[""Single-phase rhombohedral R-3c structure""]",1,iTE:C0c95f7c41d0c57,,,iTE,Single-phase rhombohedral R-3c structure,"[""iTE:P1967:structure""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1967""]","[""state_structure""]",1
"[""iTE:P1046:complete_v1_cr001_object""]","[""Low solar-thermoelectric conversion efficiency""]",1,iTE:C0c97d222fc0067,,,iTE,Low solar-thermoelectric conversion efficiency,"[""iTE:P1046:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P1046""]","[""performance_function""]",1
"[""iTE:P0854:complete_v1_cr002_object""]","[""Crystal structure of the fabricated textile""]",1,iTE:C0c97dc214aa49a,,,iTE,Crystal structure of the fabricated textile,"[""iTE:P0854:complete_v1_cr002_object""]",,new_singleton_no_exact_alias_candidate,"[""P0854""]","[""state_structure""]",1
"[""iTE:P1082:seg""]","[""Segmentation with stainless-steel ion-blocking interfaces""]",3,iTE:C0c983aa4e2e047,,,iTE,Segmentation with stainless-steel ion-blocking interfaces,"[""iTE:P1082:seg""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1082""]","[""design_strategy""]",1
"[""iTE:P1915:des""]","[""Hydrogen desorption temperature of 292 K""]",1,iTE:C0c988032b8ce90,,,iTE,Hydrogen desorption temperature of 292 K,"[""iTE:P1915:des""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1915""]","[""quantity""]",1
"[""iTE:P0515:complete_v1_r007_subject"",""iTE:P1590:a""]","[""Geopolymers""]",2,iTE:C0c9c04734a088a,,,iTE,Geopolymers,"[""iTE:P1590:a"",""iTE:P0515:complete_v1_r007_subject""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0515"",""P1590""]","[""material_entity""]",2
"[""iTE:P1782:monitor""]","[""Real-time human physiological monitoring""]",1,iTE:C0c9fdb16f8970a,,,iTE,Real-time human physiological monitoring,"[""iTE:P1782:monitor""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1782""]","[""application""]",1
"[""iTE:P1793:complete_v1_cr001_subject""]","[""Aspartic acid""]",1,iTE:C0ca5d7d1ae5515,,,iTE,Aspartic acid,"[""iTE:P1793:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1793""]","[""material_entity""]",1
"[""iTE:P1430:complete_v1_r007_subject""]","[""Interconnected network of elongated PEDOT grains in PEDOT:PSS films""]",1,iTE:C0ca8fb6b87c8d3,,,iTE,Interconnected network of elongated PEDOT grains in PEDOT:PSS films,"[""iTE:P1430:complete_v1_r007_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1430""]","[""state_structure""]",1
"[""iTE:P0843:well""]","[""Shallow potential well""]",1,iTE:C0cadf7db971d50,,,iTE,Shallow potential well,"[""iTE:P0843:well""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0843""]","[""quantity""]",1
"[""iTE:P0340:fab""]","[""MoS2/Carbon hollow nanoflower-based fabrics""]",2,iTE:C0cb5553fa1dbed,,,iTE,MoS2/Carbon hollow nanoflower-based fabrics,"[""iTE:P0340:fab""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0340""]","[""material_entity""]",1
"[""iTE:P0764:n10""]","[""Consistent thermovoltage for practical thermoelectric use""]",1,iTE:C0cb7b855f5deb3,,,iTE,Consistent thermovoltage for practical thermoelectric use,"[""iTE:P0764:n10""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0764""]","[""performance_function""]",1
"[""iTE:P1715:mag""]","[""Magnetic ground state""]",1,iTE:C0cbaa461858e8f,,,iTE,Magnetic ground state,"[""iTE:P1715:mag""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1715""]","[""state_structure""]",1
"[""iTE:P0351:p1""]","[""High thermoelectric performance""]",1,iTE:C0cc05b43633713,g0120,High thermoelectric performance of the combined ionic thermoelectric–electrochemical gel cell.,iTE,High thermoelectric performance of an i-TE-EC cell,"[""iTE:P0351:p1""]",The evidence explicitly identifies a coupled i-TE-EC device; equivalence to the other performance descriptions is not established.,model_kept_separate,"[""P0351""]","[""performance_function""]",1
"[""iTE:P1311:g""]","[""Thermoelectric-power hysteresis""]",1,iTE:C0cc15d430459e8,,,iTE,Thermoelectric-power hysteresis,"[""iTE:P1311:g""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1311""]","[""descriptor""]",1
"[""iTE:P0724:oxygen""]","[""Oxygen adsorption""]",1,iTE:C0ccda3fb44a398,,,iTE,Oxygen adsorption,"[""iTE:P0724:oxygen""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0724""]","[""mechanism_process""]",1
"[""iTE:P1968:complete_v1_cr003_subject""]","[""Hall–Petch relation""]",1,iTE:C0cd48e72026d85,,,iTE,Hall–Petch relation,"[""iTE:P1968:complete_v1_cr003_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1968""]","[""descriptor""]",1
"[""iTE:P0625:tune""]","[""Seebeck coefficient tunable from −9.63 to +3.07 mV/K""]",1,iTE:C0cd9bb7f52d833,,,iTE,Seebeck coefficient tunable from −9.63 to +3.07 mV/K,"[""iTE:P0625:tune""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0625""]","[""performance_function""]",1
"[""iTE:P1031:complete_v1_cr001_object""]","[""n-type thermoelectric material""]",1,iTE:C0cd9fb81a5c2e0,,,iTE,n-type thermoelectric material,"[""iTE:P1031:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P1031""]","[""descriptor""]",1
"[""iTE:P1225:tn""]","[""Transference numbers""]",1,iTE:C0cdb587000bf24,,,iTE,Transference numbers,"[""iTE:P1225:tn""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1225""]","[""quantity""]",1
"[""iTE:P0885:n7""]","[""Rapid and significant CCG-RTIL temperature increase""]",2,iTE:C0cded6fd81285b,,,iTE,Rapid and significant CCG-RTIL temperature increase,"[""iTE:P0885:n7""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0885""]","[""mechanism_process""]",1
"[""iTE:P1912:td""]","[""Strongly temperature-dependent carrier density""]",1,iTE:C0cdfe34edfacdc,,,iTE,Strongly temperature-dependent carrier density,"[""iTE:P1912:td""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1912""]","[""quantity""]",1
"[""iTE:P1411:qt""]","[""Maximum charge density: 0.104 e/& Aring;(3)""]",1,iTE:C0ce12fa3bf960a,,,iTE,Maximum charge density: 0.104 e/& Aring;(3),"[""iTE:P1411:qt""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1411""]","[""quantity""]",1
"[""iTE:P1053:n6""]","[""Electroosmosis""]",2,iTE:C0ce21e1afeeede,,,iTE,Electroosmosis,"[""iTE:P1053:n6""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1053""]","[""mechanism_process""]",1
"[""iTE:P1702:adp""]","[""Anomalously large Mn atomic displacement parameters""]",2,iTE:C0ce866f42a47d5,,,iTE,Anomalously large Mn atomic displacement parameters,"[""iTE:P1702:adp""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1702""]","[""quantity""]",1
"[""iTE:P1036:measure""]","[""Thermoelectric-power measurements of delta-Bi2O3""]",1,iTE:C0ce9ec88597694,,,iTE,Thermoelectric-power measurements of delta-Bi2O3,"[""iTE:P1036:measure""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1036""]","[""mechanism_process""]",1
"[""iTE:P0555:dev""]","[""Flexible ionic thermoelectric supercapacitor using the 1.5 M hydrogel""]",2,iTE:C0cee1818788ea8,,,iTE,Flexible ionic thermoelectric supercapacitor using the 1.5 M hydrogel,"[""iTE:P0555:dev""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0555""]","[""application""]",1
"[""iTE:P1927:n17""]","[""BaNpO3""]",1,iTE:C0cef7cd6ac24f0,,,iTE,BaNpO3,"[""iTE:P1927:n17""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1927""]","[""material_entity""]",1
"[""iTE:P1807:electronics""]","[""Extremely low-cost and high-speed oxide electronics""]",1,iTE:C0cf06281b48e13,,,iTE,Extremely low-cost and high-speed oxide electronics,"[""iTE:P1807:electronics""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1807""]","[""application""]",1
"[""iTE:P1184:i""]","[""Ionic Cr–X bonding""]",1,iTE:C0cf2e103a03caf,,,iTE,Ionic Cr–X bonding,"[""iTE:P1184:i""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1184""]","[""interaction""]",1
"[""iTE:P1077:complete_v1_cr001_subject""]","[""Synthesis in water""]",1,iTE:C0cf342482653af,,,iTE,Synthesis in water,"[""iTE:P1077:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1077""]","[""mechanism_process""]",1
"[""iTE:P1481:nu""]","[""Poisson's ratio ν = 0.308 > 0.26""]",1,iTE:C0cf49086f26d4b,,,iTE,Poisson's ratio ν = 0.308 > 0.26,"[""iTE:P1481:nu""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1481""]","[""quantity""]",1
"[""iTE:P1554:n2""]","[""Na acceptor action in lead chalcogenides with isovalent impurities""]",1,iTE:C0cf4d2a411e431,,,iTE,Na acceptor action in lead chalcogenides with isovalent impurities,"[""iTE:P1554:n2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1554""]","[""performance_function""]",1
"[""iTE:P0967:complete_v1_cr004_subject""]","[""Elastic constants of K2YAgBr6 and K2YAgI6""]",1,iTE:C0cf7954e439943,,,iTE,Elastic constants of K2YAgBr6 and K2YAgI6,"[""iTE:P0967:complete_v1_cr004_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0967""]","[""quantity""]",1
"[""iTE:P0405:n6""]","[""Power factor: 1285 μW m−1 K−2""]",1,iTE:C0cfc71c0efc295,,,iTE,Power factor: 1285 μW m−1 K−2,"[""iTE:P0405:n6""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0405""]","[""quantity""]",1
"[""iTE:P1028:stability""]","[""Thermal stability: 99%""]",1,iTE:C0d0542c0c8ac07,,,iTE,Thermal stability: 99%,"[""iTE:P1028:stability""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1028""]","[""quantity""]",1
"[""iTE:P1846:m""]","[""Polycrystalline Cu1-xAgxSe thin films (0 ≤ x ≤ 1)""]",3,iTE:C0d065bae182811,,,iTE,Polycrystalline Cu1-xAgxSe thin films (0 ≤ x ≤ 1),"[""iTE:P1846:m""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1846""]","[""material_entity""]",1
"[""iTE:P1742:semi"",""iTE:P1863:semi""]","[""Semiconductor character""]",3,iTE:C0d0824a79c800c,g0916,Semiconducting electronic character associated with an electronic band gap.,iTE,Semiconductor character,"[""iTE:P1742:semi"",""iTE:P1863:semi""]","Both electronic-structure descriptions establish semiconductor character; specific gaps, magnetic states and orbital contributions remain claim-specific.",model_merged,"[""P1742"",""P1863""]","[""descriptor"",""state_structure""]",2
"[""iTE:P0620:r1""]","[""Atmospheric water absorption into gel""]",2,iTE:C0d0bd0244eab0f,,,iTE,Atmospheric water absorption into gel,"[""iTE:P0620:r1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0620""]","[""mechanism_process""]",1
"[""iTE:P1195:n3""]","[""Previously available structural parameters""]",1,iTE:C0d101ee7ef0426,,,iTE,Previously available structural parameters,"[""iTE:P1195:n3""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1195""]","[""quantity""]",1
"[""iTE:P1061:graph""]","[""Graphite-incorporated Cu2Se nanostructured composite""]",3,iTE:C0d15c91d6990b5,,,iTE,Graphite-incorporated Cu2Se nanostructured composite,"[""iTE:P1061:graph""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1061""]","[""material_entity""]",1
"[""iTE:P1793:n6""]","[""MgAgSb(001)""]",2,iTE:C0d16fa80d0093f,,,iTE,MgAgSb(001),"[""iTE:P1793:n6""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1793""]","[""material_entity""]",1
"[""iTE:P0970:sig""]","[""Conductivity 1.16 mS m−1""]",1,iTE:C0d1c0fb9307596,,,iTE,Conductivity 1.16 mS m−1,"[""iTE:P0970:sig""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0970""]","[""quantity""]",1
"[""iTE:P1786:complete_v1_cr003_object""]","[""Cell efficiency""]",1,iTE:C0d1cfbd7c60e6c,,,iTE,Cell efficiency,"[""iTE:P1786:complete_v1_cr003_object""]",,new_singleton_no_exact_alias_candidate,"[""P1786""]","[""performance_function""]",1
"[""iTE:P1971:complete_v1_r019_subject""]","[""Reduced screening at the Fermi level in cuprates and several other exotic superconductors""]",2,iTE:C0d1d236c177121,,,iTE,Reduced screening at the Fermi level in cuprates and several other exotic superconductors,"[""iTE:P1971:complete_v1_r019_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1971""]","[""state_structure""]",1
"[""iTE:P1118:over""]","[""Overdamping of low-energy Ag-dominated phonons into a quasi-elastic response""]",2,iTE:C0d1d808634dd27,,,iTE,Overdamping of low-energy Ag-dominated phonons into a quasi-elastic response,"[""iTE:P1118:over""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1118""]","[""mechanism_process""]",1
"[""iTE:P0952:m""]","[""Weakly ionic rocksalt structures""]",3,iTE:C0d1fb0d89c1828,,,iTE,Weakly ionic rocksalt structures,"[""iTE:P0952:m""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0952""]","[""material_entity""]",1
"[""iTE:P1664:n12""]","[""Enhanced low-frequency three-phonon scattering""]",1,iTE:C0d24a4ab76896d,,,iTE,Enhanced low-frequency three-phonon scattering,"[""iTE:P1664:n12""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1664""]","[""mechanism_process""]",1
"[""iTE:P0447:v""]","[""Converted and stored energy several thousand times greater than a traditional thermoelectric generator in series with a supercapacitor""]",1,iTE:C0d26a6d32ef68f,,,iTE,Converted and stored energy several thousand times greater than a traditional thermoelectric generator in series with a supercapacitor,"[""iTE:P0447:v""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0447""]","[""performance_function""]",1
"[""iTE:P1931:pr""]","[""Poisson's ratio approximately 0.31–0.32""]",2,iTE:C0d275ef863afdc,,,iTE,Poisson's ratio approximately 0.31–0.32,"[""iTE:P1931:pr""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1931""]","[""quantity""]",1
"[""iTE:P0634:complete_v1_cr003_object""]","[""Changes in morphological properties of PEDOT:PSS films""]",1,iTE:C0d2884fb0e86a8,,,iTE,Changes in morphological properties of PEDOT:PSS films,"[""iTE:P0634:complete_v1_cr003_object""]",,new_singleton_no_exact_alias_candidate,"[""P0634""]","[""state_structure""]",1
"[""iTE:P0542:elong""]","[""Peak elongation at break >1400%""]",1,iTE:C0d2bf00613776f,,,iTE,Peak elongation at break >1400%,"[""iTE:P0542:elong""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0542""]","[""quantity""]",1
"[""iTE:P0335:pd""]","[""Normalized maximum output power density of 11.4 mW m-2 K-2""]",1,iTE:C0d2ddf25141455,,,iTE,Normalized maximum output power density of 11.4 mW m-2 K-2,"[""iTE:P0335:pd""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0335""]","[""performance_function""]",1
"[""iTE:P1244:orient""]","[""c-axis orientation""]",1,iTE:C0d2e22d0a8cb55,,,iTE,c-axis orientation,"[""iTE:P1244:orient""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1244""]","[""state_structure""]",1
"[""iTE:P1750:n1""]","[""Temperature gradients applied at channel walls""]",2,iTE:C0d32cd5209495a,,,iTE,Temperature gradients applied at channel walls,"[""iTE:P1750:n1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1750""]","[""condition""]",1
"[""iTE:P1941:inter""]","[""Interatomic interactions""]",1,iTE:C0d338b88bed00c,,,iTE,Interatomic interactions,"[""iTE:P1941:inter""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1941""]","[""interaction""]",1
"[""iTE:P1275:paths""]","[""Quasi-isotropic three-dimensional lithium diffusion pathways""]",2,iTE:C0d339ab43f720f,,,iTE,Quasi-isotropic three-dimensional lithium diffusion pathways,"[""iTE:P1275:paths""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1275""]","[""state_structure""]",1
"[""iTE:P1044:n3""]","[""TEP temperature dependence""]",1,iTE:C0d3f78754aa7dc,,,iTE,TEP temperature dependence,"[""iTE:P1044:n3""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1044""]","[""descriptor""]",1
"[""iTE:P0398:n2""]","[""Ionic figure of merit ZTi: 3.74""]",1,iTE:C0d424994bad13b,,,iTE,Ionic figure of merit ZTi: 3.74,"[""iTE:P0398:n2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0398""]","[""quantity""]",1
"[""iTE:P1461:complete_v1_cr002_object""]","[""Thermoelectric coefficients and dimensionless figure of merit ZT""]",1,iTE:C0d42cc33542a03,,,iTE,Thermoelectric coefficients and dimensionless figure of merit ZT,"[""iTE:P1461:complete_v1_cr002_object""]",,new_singleton_no_exact_alias_candidate,"[""P1461""]","[""quantity""]",1
"[""iTE:P0970:des""]","[""Metal-ion DES""]",1,iTE:C0d4a820ff20b61,,,iTE,Metal-ion DES,"[""iTE:P0970:des""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0970""]","[""material_entity""]",1
"[""iTE:P1117:z1""]","[""ZT = 0.46""]",1,iTE:C0d4ccd827bac23,,,iTE,ZT = 0.46,"[""iTE:P1117:z1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1117""]","[""performance_function""]",1
"[""iTE:P0544:metal""]","[""Elemental Cu deposition""]",1,iTE:C0d4e8ede83e2b1,,,iTE,Elemental Cu deposition,"[""iTE:P0544:metal""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0544""]","[""mechanism_process""]",1
"[""iTE:P0926:debye"",""iTE:P1933:debye""]","[""High Debye temperature""]",4,iTE:C0d50d2eeea496c,g0558,An elevated characteristic temperature associated with lattice vibrations in the Debye description.,iTE,High Debye temperature,"[""iTE:P0926:debye"",""iTE:P1933:debye""]",Both denote the same high-Debye-temperature property; material identities and heating-related consequences remain separate.,model_merged,"[""P0926"",""P1933""]","[""quantity""]",2
"[""iTE:P1144:hyb""]","[""Strong hybridization of Y 5s/4p, Ga 3d, Te 5p and Y 4d orbitals""]",2,iTE:C0d51d605ab9a1f,,,iTE,"Strong hybridization of Y 5s/4p, Ga 3d, Te 5p and Y 4d orbitals","[""iTE:P1144:hyb""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1144""]","[""interaction""]",1
"[""iTE:P0896:pfp""]","[""Power factor 0.65 × 10−6 & mu;W cm−1 K−2""]",0,iTE:C0d55dc4e8a0e40,,,iTE,Power factor 0.65 × 10−6 & mu;W cm−1 K−2,"[""iTE:P0896:pfp""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,[],"[""performance_function""]",0
"[""iTE:P0413:s1""]","[""Thermopower: −22.8 mV K−1""]",1,iTE:C0d584d3b023354,,,iTE,Thermopower: −22.8 mV K−1,"[""iTE:P0413:s1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0413""]","[""quantity""]",1
"[""iTE:P1199:k""]","[""Effective thermal conductivity of ionic thermocells""]",2,iTE:C0d60cc907b0e55,,,iTE,Effective thermal conductivity of ionic thermocells,"[""iTE:P1199:k""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1199""]","[""quantity""]",1
"[""iTE:P0400:n3""]","[""Effective ITESC thermopower Seff""]",1,iTE:C0d6632a1f09a79,,,iTE,Effective ITESC thermopower Seff,"[""iTE:P0400:n3""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0400""]","[""quantity""]",1
"[""iTE:P0610:q1""]","[""Direct band gap of 1.82 eV""]",1,iTE:C0d68d01f71bd08,,,iTE,Direct band gap of 1.82 eV,"[""iTE:P0610:q1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0610""]","[""quantity""]",1
"[""iTE:P1484:redox""]","[""BBL–TDAE redox doping reaction""]",1,iTE:C0d6b7ce39f7143,,,iTE,BBL–TDAE redox doping reaction,"[""iTE:P1484:redox""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1484""]","[""mechanism_process""]",1
"[""iTE:P1742:conduct""]","[""Good optical conductivity""]",1,iTE:C0d6b9c912fe4b4,g0791,,iTE,Good optical conductivity,"[""iTE:P1742:conduct""]",The favorable optical-conductivity assessment has no supplied threshold or spectral range establishing equivalence to the other assessment.,model_uncertain_retained,"[""P1742""]","[""descriptor""]",1
"[""iTE:P1264:bond""]","[""Ionic Pb–Te bonds""]",1,iTE:C0d6e22e1f80303,,,iTE,Ionic Pb–Te bonds,"[""iTE:P1264:bond""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1264""]","[""interaction""]",1
"[""iTE:P0947:zt"",""iTE:P1149:sbz""]","[""ZT approximately 1.1"",""zT approximately 1.1""]",3,iTE:C0d710f034014cf,g0570,A dimensionless thermoelectric figure of merit of approximately 1.1.,iTE,ZT approximately 1.1,"[""iTE:P0947:zt"",""iTE:P1149:sbz""]","Both denote the same quantity and approximate value. Different compositions, mechanisms and the stated 450 °C condition remain attached to their respective claims.",model_merged,"[""P0947"",""P1149""]","[""performance_function""]",2
"[""iTE:P1598:a""]","[""Amorphous NbO2""]",3,iTE:C0d7275c3360c08,,,iTE,Amorphous NbO2,"[""iTE:P1598:a""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1598""]","[""material_entity""]",1
"[""iTE:P1069:whiskers""]","[""Zn whisker formation""]",1,iTE:C0d77299ee46777,,,iTE,Zn whisker formation,"[""iTE:P1069:whiskers""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1069""]","[""mechanism_process""]",1
"[""iTE:P1480:maj""]","[""Metallic majority-spin channel""]",1,iTE:C0d775966a54cbc,,,iTE,Metallic majority-spin channel,"[""iTE:P1480:maj""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1480""]","[""state_structure""]",1
"[""iTE:P1059:sigma""]","[""LNAO electrical conductivity""]",1,iTE:C0d788beeb9dba9,,,iTE,LNAO electrical conductivity,"[""iTE:P1059:sigma""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1059""]","[""quantity""]",1
"[""iTE:P0551:light""]","[""Lighter alkali-metal guest element""]",1,iTE:C0d789cf665d703,,,iTE,Lighter alkali-metal guest element,"[""iTE:P0551:light""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0551""]","[""design_strategy""]",1
"[""iTE:P0902:n6""]","[""Sr2TiO4 and La- or Sm-doped Sr2TiO4""]",1,iTE:C0d7ebedea13b60,,,iTE,Sr2TiO4 and La- or Sm-doped Sr2TiO4,"[""iTE:P0902:n6""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0902""]","[""material_entity""]",1
"[""iTE:P1700:c""]","[""Highly thermally responsive OH− ions""]",1,iTE:C0d7fdb58665992,,,iTE,Highly thermally responsive OH− ions,"[""iTE:P1700:c""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1700""]","[""material_entity""]",1
"[""iTE:P0445:complete_v1_cr001_subject""]","[""Thermoelectric fire-resistant materials""]",2,iTE:C0d81ab7de47fad,,,iTE,Thermoelectric fire-resistant materials,"[""iTE:P0445:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0445""]","[""material_entity""]",1
"[""iTE:P1859:cov""]","[""Covalent Se-carbon bonding""]",1,iTE:C0d8357d2b7ab3d,,,iTE,Covalent Se-carbon bonding,"[""iTE:P1859:cov""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1859""]","[""interaction""]",1
"[""iTE:P0481:polar""]","[""Negative interfacial polarization""]",3,iTE:C0d865fc33ec78b,,,iTE,Negative interfacial polarization,"[""iTE:P0481:polar""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0481""]","[""state_structure""]",1
"[""iTE:P0475:m4""]","[""Large extended oversleeve TEG (LTEG)""]",3,iTE:C0d87c10b20224c,,,iTE,Large extended oversleeve TEG (LTEG),"[""iTE:P0475:m4""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0475""]","[""material_entity""]",1
"[""iTE:P1370:phase""]","[""Local high-temperature cubic zinc-blende polymorph in surrounding matrix""]",2,iTE:C0d888a8c24ade9,,,iTE,Local high-temperature cubic zinc-blende polymorph in surrounding matrix,"[""iTE:P1370:phase""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1370""]","[""state_structure""]",1
"[""iTE:P0516:complete_v1_cr005_object""]","[""Bonding heterogeneity""]",1,iTE:C0d89156b7b98a6,,,iTE,Bonding heterogeneity,"[""iTE:P0516:complete_v1_cr005_object""]",,new_singleton_no_exact_alias_candidate,"[""P0516""]","[""descriptor""]",1
"[""iTE:P1343:n14""]","[""Abrupt and gradual changes in nanobubble size""]",1,iTE:C0d89d9a48c2dd4,,,iTE,Abrupt and gradual changes in nanobubble size,"[""iTE:P1343:n14""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1343""]","[""mechanism_process""]",1
"[""iTE:P0387:stacking""]","[""Stacking bottom-up-prepared 2D β-Ni(OH)2 sheets""]",1,iTE:C0d8ac95818aef7,,,iTE,Stacking bottom-up-prepared 2D β-Ni(OH)2 sheets,"[""iTE:P0387:stacking""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0387""]","[""design_strategy""]",1
"[""iTE:P0431:d""]","[""Monolithic ionic-thermoelectric biomimetic olfactory device""]",6,iTE:C0d8cf9da9c2460,,,iTE,Monolithic ionic-thermoelectric biomimetic olfactory device,"[""iTE:P0431:d""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0431""]","[""material_entity""]",1
