paper_id,source_membership,source_records,year,title,journal,doi,abstract,material_raw,mechanism_raw,extracted_claim_count,eligible_claim_count,mapped_claim_count,mapped_program_count,mapped_program_ids,in_analysis_window,coverage_status
P0552,iTE,iTE1_0236,2023,Giant Thermoelectric Performance of N-Type Ionogels by Synergistic Dopings of Cations and Anions,ADVANCED ENERGY MATERIALS,10.1002/aenm.202302472,"It is of great significance to develop high-performance n-type ionic thermoelectric materials. Herein, the turnover from p- to n-type and great improvement in the n-type ionic Seebeck coefficient of ionogels through synergistic dopings of cations and anions, is reported. Doping with silver trifluoromethanesulfonate (AgOTf) can turn the ionic Seebeck coefficient of the ionogels consisting of poly(vinylidene fluoride-co-hexafluoropropylene) (PVDF-HFP) and 1-butyl-3-methylimidazolium tetrafluoroborate (BMIM:BF4) from 5.52 to -26.4 mV K-1 under a relative humidity (RH) of 75%. The TE performances can be further improved through the combination with the anti-solvent method, and the ZTi value can be up to 1.7 under 91% RH, the highest for n-type ionogels. Such p- to n-type turnover and great improvement in the n-type ionic Seebeck coefficient can be attributed to synergistic doping by Ag+ and OTf-. Ag+ can form a complex with BMIM+, and OTf- can have strong Coulomb interaction to BMIM+. Both can retard the migration of the BMIM+ cations and thus increase the difference in the mobilities of BMIM+ and BF4-. This is the first time that synergistic dopings by both cations and anions for ionic TE materials has been observed.",PVDF-HFP/BMIM:BF4 ionogel doped with AgOTf,"Ag+ complexes with BMIM+ and OTf- interacts strongly with BMIM+, retarding BMIM+ migration and turning p-type ionogel to n-type",1,0,0,0,,True,claim_extracted_not_mapped
P0553,iTE,iTE1_0237,2022,Giant Thermoelectric Properties of Ionogels with Cationic Doping,ADVANCED ENERGY MATERIALS,10.1002/aenm.202200858,"Although ionic thermoelectric (iTE) materials can have very high thermopower, it is of great significance to develop novel methods to further improve the ionic thermopower and figure of merit (ZT(i)). Here, significant improvement in the thermopower and thus the ZT(i) value of an ionogel by cationic doping, is reported. Doping sodium dicyanamide (Na:DCA) into the ionogels of poly(vinylidene fluoride-co-hexafluoropropylene) (PVDF-HFP) and 1-ethyl-3-methylimidazolium dicyanamide (EMIM:DCA) that is an ionic liquid can greatly enhance the thermopower. This is attributed to the interactions between the doped Na+ cations and DCA(-) anions, thereby increasing the difference in the mobilities of EMIM+ cations and DCA(-) anions. Moreover, through the combination with the solid networks engineering by an anti-solvent to PVDF-HFP, the PVDF-HFP/EMIM:DCA ionogel doped with 0.5 mol% Na+ with respect to EMIM+ exhibits an ionic thermopower of 43.8 +/- 1.0 mV K-1, ionic conductivity of 19.4 +/- 0.3 mS cm(-1) and thermal conductivity of 0.183 W m(-1) K-1 at the relative humidity of 85% and room temperature. The corresponding ZT(i) value thus reaches 6.1 +/- 0.4, much higher than the previous ZT(i) records of iTE materials. These ionogels can be used in the iTE capacitors for the thermoelectric conversion.",PVDF-HFP/EMIM:DCA ionogel doped with Na:DCA,"Na+ interacts with DCA- to increase mobility difference between EMIM+ and DCA-, raising thermopower; antisolvent network engineering further improves ZTi",2,2,0,0,,True,claim_extracted_not_mapped
P0554,iTE,iTE1_0238,2023,Cellulose-Based Radiative Cooling and Solar Heating Powers Ionic Thermoelectrics,ADVANCED SCIENCE,10.1002/advs.202206510,"Cellulose opens for sustainable materials suitable for radiative cooling thanks to inherent high thermal emissivity combined with low solar absorptance. When desired, solar absorptance can be introduced by additives such as carbon black. However, such materials still shows high thermal emissivity and therefore performs radiative cooling that counteracts the heating process if exposed to the sky. Here, this is addressed by a cellulose-carbon black composite with low mid-infrared (MIR) emissivity and corresponding suppressed radiative cooling thanks to a transparent IR-reflecting indium tin oxide coating. The resulting solar heater provides opposite optical properties in both the solar and thermal ranges compared to the cooler material in the form of solar-reflecting electrospun cellulose. Owing to these differences, exposing the two materials to the sky generated spontaneous temperature differences, as used to power an ionic thermoelectric device in both daytime and nighttime. The study characterizes these effects in detail using solar and sky simulators and through outdoor measurements. Using the concept to power ionic thermoelectric devices shows thermovoltages of >60 mV and 10 degrees C temperature differences already at moderate solar irradiance of approximate to 400 W m(-2).",cellulose-carbon black solar heater and electrospun cellulose radiative cooler powering ionic thermoelectric device,opposite solar/thermal optical properties generate spontaneous day/night temperature differences to drive ionic thermoelectric voltage,1,1,0,0,,True,claim_extracted_not_mapped
P0555,iTE,iTE1_0239,2023,Stretchable polyvinyl alcohol and sodium alginate double network ionic hydrogels for low-grade heat harvesting with ultrahigh thermopower,MATERIALS TODAY ENERGY,10.1016/j.mtener.2023.101383,"Recently, employing ionic thermoelectric (i-TE) materials is regarded as a promising strategy to harness low-grade waste heat due to their remarkable ionic Seebeck coefficient. By blending polyvinyl alcohol (PVA), sodium alginate (SA), and polyethylene glycol (PEG) and additional freeze-thaw method, PVA/SA/PEG hydrogel is developed. Via immersing the hydrogel in NaBF4 solutions with different concentrations, the TE and mechanical properties could be adjusted. PVA/SA/PEG/NaBF4-1.5 M hydrogel demonstrates exceptional mechanical properties, with tensile stress and strain up to 69 kPa and 114%, respectively. Moreover, PVA/SA/PEG/NaBF4-1.5 M hydrogel exhibits a high ionic conductivity of 31.4 mS/cm, a maximum ionic Seebeck coefficient of 66.7 mV/K, and an impressive power factor of 13.96 mW/m/K-2. These outstanding performances originate from the synergistic effect of Manning's counterion condensation facilitated by SA and the crystal PVA chains. The prototype application of the PVA/SA/PEG/NaBF4-1.5 M hydrogel is demonstrated by a flexible ionic thermoelectric supercapacitor. With the external load resistance is 90 k Omega, the energy collected in one thermal cycle could achieve 4 mJ. This study introduces the exceptional stretchable PVA/SA/PEG/NaBF4 hydrogels with a record-high ionic Seebeck coefficient as promising i-TE materials for future TE application in low-grade waste heat.",PVA/SA/PEG/NaBF4 hydrogel,SA-induced Manning counterion condensation and crystalline PVA chains synergistically produce ultrahigh ionic Seebeck coefficient,1,1,1,1,PRG_88a7efad7dbd,True,mapped_to_curated_complementarity_program
P0556,iTE,iTE1_0240,2023,Great Enhancement in the Thermopower of Ionic Liquid by a Metal-Organic Framework,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202303311,"To efficiently harvest the abundant waste heat on earth is of great significance for sustainable development. Thermoelectric materials can be used to directly convert heat into electricity, and ionic thermoelectric materials like ionic liquids (ILs) are considered as the next-generation thermoelectric materials. It is important to develop novel methods to improve the overall thermoelectric properties particularly the thermopower. Herein, the great enhancement in the thermopower of 1-ethyl-3-methylimidazolium dicyanamide (EMIM:DCA) is reported that is an IL by introducing zeolitic imidazolate framework (ZIF-8) that is a metal-organic framework (MOF) for the first time. The presence of 40 wt.% ZIF-8 can greatly increase the ionic thermopower of EMIM:DCA from 8.8 to 31.9 mV K-1 at room temperature, and the ZIF-8/EMIM:DCA mixture at the ZIF-8 loading of 10 wt.% can exhibit a ZT(i) value of 3.1, notably higher than that (0.59) of neat EMIM:DCA. The enhancement in the thermopower is attributed to the increase in the difference of the mobilities of EMIM+ and DCA(-) by ZIF-8. Because DCA(-) is smaller while EMIM+ is larger than the pore size of ZIF-8, the DCA(-) transport is hindered by ZIF-8, while EMIM+ can bypass ZIF-8.",ZIF-8/EMIM:DCA ionic liquid mixture,"ZIF-8 hinders smaller DCA- transport while EMIM+ bypasses pores, increasing cation/anion mobility difference and thermopower",1,0,0,0,,True,claim_extracted_not_mapped
P0557,iTE,iTE1_0241,2023,Proton-Coupled Electron Transfer Aided Thermoelectric Energy Conversion and Storage,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.202307947,"Low-grade heat is ubiquitous in the environment and its thermoelectric conversion by the ionic conductors remains a challenge because of the low efficiency and poor sustainability. Here we demonstrate that the thermoelectric performances can be boosted by combining the Soret effect of protons and proton-coupled electron transfer (PCET) reaction of benzoquinone and hydroquinone in hydrogels. An overall enhancement of thermopower (25.9 mV K-1), power factor (5 mW m(-1) K-2), figure of merit (>2.4) and continuity of power output is achieved. Moreover, an energy-storage function can be achieved by the redox couple, and a retained power output of 27.7 %, or 14 mW m(-2) for more than 3 hours is obtained by the re-balance of PCET reactants in the hydrogel after the removal of the temperature gradient.",hydrogel with proton Soret effect and benzoquinone/hydroquinone redox couple,"proton thermodiffusion couples with proton-coupled electron transfer, boosting thermopower and enabling energy storage/continuous output",1,1,1,1,PRG_08afbdcdbb17,True,mapped_to_curated_complementarity_program
P0558,iTE,iTE1_0242,2022,Gelatin/polyacrylamide ionic conductive hydrogel with skin temperature-triggered adhesion for human motion sensing and body heat harvesting,NANO ENERGY,10.1016/j.nanoen.2022.107977,"Flexible wearable devices based on hydrogels have attracted more and more attention, however, the preparation of hydrogels with high toughness, strong adhesion, on-demand debonding is still a challenge. Here, we report a gelatin/polyacrylamide double network ionic conductive hydrogel with skin temperature-triggered adhesion and low temperature-triggered detachment. The hydrogel has excellent stretchability, compressibility and conductivity. The strain sensor assembled by the hydrogel can realize the sensing of human movement, swallowing water and other behaviors. The thermoelectric generator assembled by the hydrogel has a Seebeck coefficient of 10.4 mV/K and output power of 2.26 mu W/cm2 at 10 K temperature difference, showing the application potential in low-grade body heat harvesting. This work provides an intelligent hydrogel with skin temperature-triggered adhesion for flexible wearable devices such as human motion sensors and portable power supplies.",gelatin/PAAm double-network ionic conductive hydrogel,skin-temperature-triggered adhesion supports wearable contact; ionic hydrogel thermopower enables body heat harvesting and sensing,1,1,0,0,,True,claim_extracted_not_mapped
P0559,iTE,iTE1_0243,2022,Quasi-solid conductive gels with high thermoelectric properties and high mechanical stretchability consisting of a low cost and green deep eutectic solvent,JOURNAL OF MATERIALS CHEMISTRY A,10.1039/d1ta09707e,"Ionic thermoelectric (TE) materials such as ionic hydrogels and ionogels consisting of ionic liquids have emerged as next generation TE materials because of their quasi-solid states and high TE properties, particularly high ionic Seebeck coefficient. However, ionic hydrogels can have a severe stability problem owing to water evaporation, and the ionic liquids of ionogels are very expensive and are usually not biocompatible or even toxic. Here, we report the high TE and mechanical properties of eutectogels made of elastomeric water-borne polyurethane (WPU) and choline chloride (ChCl):ethylene glycol (EG). ChCl:EG is a deep eutectic solvent with high ionic conductivity and non-volatility like ionic liquids, and it has advantages of low cost and environment friendliness in comparison with ionic liquids. The eutectogels can exhibit a high ionic Seebeck coefficient of 19.5 mV K-1, a high ionic conductivity of 8.4 mS cm(-1) and a low thermal conductivity of 0.20 W m(-1) K-1 at a relative humidity of 90%. In addition, they can have a high mechanical stretchability of up to 216% and a good tensile strength of 1.2 MPa. They can be used as the active materials in ionic TE capacitors for heat harvesting. This is the first time that the TE properties of the gels consisting of a deep eutectic solvent have been reported.",waterborne polyurethane/choline chloride:ethylene glycol eutectogel,deep eutectic solvent provides nonvolatile ionic conductivity and high Seebeck coefficient within stretchable WPU gel,1,1,1,1,PRG_cf22ac785fee,True,mapped_to_curated_complementarity_program
P0560,iTE,iTE1_0244,2022,Selectively tuning ionic thermopower in all-solid-state flexible polymer composites for thermal sensing,NATURE COMMUNICATIONS,10.1038/s41467-021-27885-2,"There has been increasing interest in the emerging ionic thermoelectric materials with huge ionic thermopower. However, it's challenging to selectively tune the thermopower of all-solid-state polymer materials because the transportation of ions in all-solid-state polymers is much more complex than those of liquid-dominated gels. Herein, this work provides all-solid-state polymer materials with a wide tunable thermopower range (+20 similar to-6 mV K-1), which is different from previously reported gels. Moreover, the mechanism of p-n conversion in all-solid-state ionic thermoelectric polymer material at the atomic scale was presented based on the analysis of Eastman entropy changes by molecular dynamics simulation, which provides a general strategy for tuning ionic thermopower and is beneficial to understand the fundamental mechanism of the p-n conversion. Furthermore, a self-powered ionic thermoelectric thermal sensor fabricated by the developed p- and n-type polymers demonstrated high sensitivity and durability, extending the application of ionic thermoelectric materials.",all-solid-state flexible ionic thermoelectric polymer composites,molecular-dynamics Eastman entropy analysis guides p/n thermopower tuning in solid polymer ion transport,1,0,0,0,,True,claim_extracted_not_mapped
P0561,iTE,iTE1_0245,2026,Mixed Ion-Electron Thermoelectric Generators With Ionogels Blended With MXene Continuously Harvesting Heat Under Both Steady and Fluctuated Temperature Gradients,CARBON ENERGY,10.1002/cey2.70225,"Harvesting waste heat into electricity by thermoelectric (TE) conversion is of great significance for sustainable development. However, this still poses a significant challenge because of the inherent limitations of conventional TE materials. Ionic thermoelectric materials are very promising alternatives owing to their extremely high thermopower. They are used in ionic thermoelectric capacitors (ITECs). However, ITECs are limited to harvesting intermittent heat, since no electricity can be generated under a steady temperature gradient due to the inability of ions to transfer across the electrodes to the external circuit. In this work, we report a mixed ion-electron thermoelectric generator (MTEG) that enables heat-to-electricity conversion under steady and fluctuating temperature gradients. It is made of an ionogel blended with two-dimensional MXene nanosheets, which is a mixed ion-electron conductor. Under a steady temperature gradient, the MTEGs provide a stable output voltage and exhibit TE behavior comparable to that of conventional thermoelectric generators employing electronic TE materials. The MTEGs can exhibit a thermopower of 4.77 mV K-1, and they can continuously supply electricity for a very long time. The MTEG operates through a combination of electron tunneling between MXene nanosheets and the ionic Soret effect.",MXene-blended ionogel mixed ion-electron thermoelectric generator,"MXene nanosheets provide electron tunneling pathways while ions provide Soret effect, enabling steady and fluctuating heat harvesting",0,0,0,0,,False,outside_analysis_freeze_window
P0562,iTE,iTE1_0246,2023,Ultrafast and Cost-Effective Fabrication of High-Performance Carbon-Based Flexible Thermoelectric Hybrid Films and Their Devices,ACS APPLIED MATERIALS & INTERFACES,10.1021/acsami.3c05226,"Dueto their cost-effectiveness and industry-scale feasibility,carbon-based composites have been considered to be promising thermoelectricmaterials for low-grade power generation. However, current fabricationsfor carbon-based composites are time-consuming, and their thermoelectricproperties are still low. Herein, we develop an ultrafast and cost-effectivehot-pressing method to fabricate a novel carbon-based hybrid film,which consists of ionic liquid/phenolic resin/carbon fiber/expandedgraphite. This method only costs no more than 15 min. We found thatthe expanded graphite as the major component enables high flexibilityand the introduction of phenolic resin and carbon fiber enhances theshear resistance and toughness of the film, while the ion-inducedcarrier migration contributes to a high power factor of 38.7 & mu;Wm(-1) K-2 at 500 K in the carbon-basedhybrid film. After the comparison based on the ratios between thepower factor with fabrication time and cost among the current conventionalcarbon-based thermoelectric composites, our hybrid films show thebest cost-effective property. Besides, a flexible thermoelectric device,assembled by the as-designed hybrid films, shows a maximum outputpower density of 79.3 nW cm(-2) at a temperature differenceof 20 K. This work paves a new way to fabricate cost-effective andhigh-performance carbon-based thermoelectric hybrids with promisingapplication potential.",ionic liquid/phenolic resin/carbon fiber/expanded graphite hybrid film,"expanded graphite provides flexibility, phenolic resin/carbon fiber improve toughness, and ion-induced carrier migration raises power factor",1,0,0,0,,True,claim_extracted_not_mapped
P0563,iTE,iTE1_0247,2014,Thermoelectric Transport in Cu7PSe6 with High Copper Ionic Mobility,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,10.1021/ja5056092,"Building on the good thermoelectric performances of binary superionic compounds like Cu2Se, Ag2Se and Cu2S, a better and more detailed understanding of phonon-liquid electron-crystal (PLEC) thermoelectric materials is desirable. In this work we present the thermoelectric transport properties of the compound Cu7PSe6 as the first representative of the class of argyrodite-type ion conducting thermoelectrics. With a huge variety of possible compositions and high ionic conductivity even at room temperature, the argyrodites represent a very good model system to study structure-property relationships for PLEC thermoelectric materials. We particularly highlight the extraordinary low thermal conductivity of Cu7PSe6 below the glass limit, which can be associated with the molten copper sublattice leading to a softening of phonon modes.",Cu7PSe6 argyrodite-type ion-conducting thermoelectric,"molten copper sublattice softens phonon modes, yielding ultralow thermal conductivity with high Cu ionic mobility",1,0,0,0,,True,claim_extracted_not_mapped
P0564,iTE,iTE1_0248,2023,Ion Steric Effect Induces Giant Enhancement of Thermoelectric Conversion in Electrolyte-Filled Nanochannels,NANO LETTERS,10.1021/acs.nanolett.3c02469,"Ionic thermoelectricity in nanochannelshas received increasingattention because of its advantages, such as high Seebeck coefficientand low cost. However, most studies have focused on dilute simpleelectrolytes that neglect the effects of finite ion sizes and short-rangeelectrostatic correlation. Here, we reveal a new thermoelectric mechanismarising from the coupling of the ion steric effect due to finite ionsizes and ion thermodiffusion in electric double layers, using boththeoretical and numerical methods. We show that this mechanism cansignificantly enhance the thermoelectric response in nanoconfinedelectrolytes depending on the properties of electrolytes and nanochannels.Compared to the previously known mechanisms, the new mechanism canincrease the Seebeck coefficient by 100% or even 1 order of magnitudeenhancement under optimal conditions. Moreover, we demonstrate thatthe short-range electrostatic correlation can help preserve the Seebeckcoefficient enhancement in a weaker confinement or in more concentratedelectrolytes.",electrolyte-filled nanochannels with finite-size ions,ion steric effect coupled with ion thermodiffusion in electric double layers enhances nanochannel Seebeck coefficient,1,1,1,1,PRG_9e58569c757c,True,mapped_to_curated_complementarity_program
P0565,iTE,iTE1_0249,2026,Band alignment and Cu plus long-range migration suppression enable excellent and stabilized thermoelectric performance in copper sulfide via endotaxial CsPbBr3 nanoprecipitates,NANO ENERGY,10.1016/j.nanoen.2026.111757,"Band alignment has been extensively utilized in thermoelectric materials to enhance carrier mobility and suppress lattice thermal conductivity. However, its impact on ionic transport in superionic conductors remains largely unexplored. In such systems, the migration of Cu ions complicates carrier and phonon transport since the additional scattering effects and ionic conductivity. Herein, we propose a novel path of in-situ forming endotaxial CsPbBr3 nanoprecipitates within a Cu1.96S matrix. It is found that the valence band alignment and crystallographic coherence facilitate carrier mobility. The endotaxial nanostructures decrease ionic conductivity and lattice thermal conductivity by Cu ion suppression and all-scale phonon scattering enhancement. Consequently, a peak ZT of 2.4 is realized in Cu1.96S-1.16 vol% CsPbBr3 specimen at 973 K. This approach offers a novel framework for regulating carrier, phonon, and ion transport, with significant potential for advancing thermoelectrics and other functional material systems.",Cu1.96S matrix with endotaxial CsPbBr3 nanoprecipitates,valence-band alignment improves carrier mobility while coherent nanoprecipitates suppress Cu-ion migration and scatter phonons,0,0,0,0,,False,outside_analysis_freeze_window
P0566,iTE,iTE1_0250,2014,Tuning of the Thermoelectric Properties of One-Dimensional Material Networks by Electric Double Layer Techniques Using Ionic Liquids,NANO LETTERS,10.1021/nl502982f,"We report across-bandgap p-type and n-type control over the Seebeck coefficients of semiconducting single-wall carbon nanotube networks through an electric double layer transistor setup using an ionic liquid as the electrolyte. All-around gating characteristics by electric double layer formation upon the surface of the nanotubes enabled the tuning of the Seebeck coefficient of the nanotube networks by the shift in gate voltage, which opened the path to Fermi-level-controlled three-dimensional thermoelectric devices composed of one-dimensional nanomaterials.",semiconducting single-wall carbon nanotube network gated by ionic liquid electric double layer,electric-double-layer gating shifts gate voltage/Fermi level to tune p-type and n-type Seebeck coefficients in nanotube networks,1,0,0,0,,True,claim_extracted_not_mapped
P0567,iTE,iTE1_0251,2024,The enhanced ionic thermal potential by a polarized electrospun membrane,CHEMICAL COMMUNICATIONS,10.1039/d3cc04199a,"Inspired by thermally sensitive ion channels in human skin, a polarized membrane composed of a ferroelectric polymer fiber matrix is used to double the heat-induced potential in ionic thermoelectric devices. The comparison of the thermal potentials between different directions of polarization and temperature gradient indicates the importance of cation-dipole interactions for the enhancement. Adding a polarized membrane to ionic thermoelectric devices induces dipole-ion interaction and enhances the thermal voltage by more than double.",polarized ferroelectric polymer fiber membrane in ionic thermoelectric device,ferroelectric polarization introduces cation-dipole interactions that more than double heat-induced ionic thermovoltage,1,1,0,0,,True,claim_extracted_not_mapped
P0568,iTE,iTE1_0253,2021,Giant negative thermopower of ionic hydrogel by synergistic coordination and hydration interactions,SCIENCE ADVANCES,10.1126/sciadv.abi7233,"The design of ultrasensitive ionic thermopiles is important for low-grade heat collection and temperature sensing. However, high-quality ionic thermoelectric materials with negative thermopower have been rarely reported to date. Effective adjustment of the interaction between the polymer network and the electrolyte anion/cation is an important method to achieve notable thermopower. Here, we demonstrate an ionic hydrogel thermoelectric material with giant negative thermopower obtained by synergistic coordination and hydration interactions. The ionic hydrogel, made of polyvinyl alcohol and sodium hydroxide, is prepared by simple dry-annealed process and exhibits a thermopower of up to -37.61 millivolts per kelvin, an extremely high absolute thermopower for electronic and ionic conductors. This ionic hydrogel is promising for the design of high-thermopower ionic thermoelectric materials and the low-grade heat energy harvesting.",PVA/NaOH ionic hydrogel,synergistic coordination and hydration interactions between polymer network and ions generate giant negative thermopower,1,1,0,0,,True,claim_extracted_not_mapped
P0569,iTE,iTE1_0254,2023,Great enhancement in the ionic thermopower of ionogels by cationic doping,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2023.147257,"Ionic thermoelectric (ITE) materials have been attracting more and more attention for heat harvesting mainly because of their high thermopower, which is higher than that of the electronic conductors by 2-3 orders in magnitude. Controlling the ion-ion interaction of ITE materials can increase the ionic thermopower. It is important to deeply understand the mechanism for the ionic thermopower enhancement by ionic doping. Here, acetate salts with various cations including lithium (Li+), sodium (Na+), potassium (K+), cesium (Cs+), ammonia (NH4+), and nickel (Ni2+) are studied as the dopant of the ionogels consisted of gelatin and 1-ethyl-3-methylimidazolium acetate (EMIM:Ac) that is an ionic liquid. All the dopants can increase the ionic thermopower at low doping level, and the increment is related to the lattice energy and melting point of the acetate salts. Among these acetate salts, Na+ doping can give rise to the highest enhancement in the thermoelectric properties of the ionogels. The ionogel doped with Na+ can exhibit a high ionic Seebeck coefficient of 37.3 mV K-1 and ionic conductivity of 12.3 mS cm(-1) at room temperature under the relative humidity of 90 %. The corresponding ZT(i) value is 2.1. The ionic thermopower and the ZT(i) value are much higher than that of the pristine ionogel.",gelatin/EMIM:Ac ionogel doped with acetate salts including Na+ acetate,cationic dopants tune ion-ion interactions; Na+ acetate gives largest thermopower enhancement linked to salt lattice energy and melting point,2,2,0,0,,True,claim_extracted_not_mapped
P0570,iTE,iTE1_0255,2022,Tailoring Intermolecular Interactions Towards High-Performance Thermoelectric Ionogels at Low Humidity,ADVANCED SCIENCE,10.1002/advs.202201075,"Development of ionic thermoelectric (iTE) materials is of immense interest for efficient heat-to-electricity conversion due to their giant ionic Seebeck coefficient (S-i), but challenges remain in terms of relatively small S-i at low humidity, poor stretchability, and ambiguous interaction mechanism in ionogels. Herein, a novel ionogel is reported consisting of polyethylene oxide (PEO), polyethylene oxide-polypropylene oxide-polyethylene oxide (P123), and 1-ethyl-3-methylimidazolium acetate (Emim:OAC). By delicately designing the interactions between ions and polymers, the migration of anions is restricted due to their strong binding with the hydroxyl groups of polymers, while the transport of cations is facilitated through segmental motions due to the increased amorphous regions, thereby leading to enlarged diffusion difference between the cations and anions. Moreover, the plasticizing effect of P123 and Emim:OAC can increase the elongation at break. As a consequence, the ionogel exhibits excellent properties including high S-i (18 mV K-1 at relative humidity of 60%), good ionic conductivity (1.1 mS cm(-1)), superior stretchability (787%), and high stability (over 80% retention after 600 h). These findings show a promising strategy to obtain multifunctional iTE materials by engineering the intermolecular interactions and demonstrate the great potential of ionogels for harvesting low-grade heat in human-comfortable humidity environments.",PEO/P123/EMIM:OAc ionogel,"polymer hydroxyl groups bind anions and restrict migration while amorphous polymer segments facilitate cation transport, increasing cation/anion diffusion difference",1,1,0,0,,True,claim_extracted_not_mapped
P0571,iTE,iTE1_0256,2026,Cementitious thermoelectric composites reinforced with polymer and biomass fibers for sustainable building-integrated energy harvesting,CONSTRUCTION AND BUILDING MATERIALS,10.1016/j.conbuildmat.2026.146950,"Cement-based materials are widely used in the built environment and are continuously exposed to ambient temperature gradients, presenting an opportunity for harvesting thermal energy for thermoelectric functionality. However, the practical building integrity of cement-based thermoelectric systems can be established when sufficient thermoelectric functionality is achieved without significantly compromising on structural performance. The present study reports a solid-state cementitious ionic thermoelectric composite of cement, polyvinyl alcohol (PVA), calcium hydroxide (Ca(OH)2), and biomass-derived cellulose fibers (CF). The CF were synthesized from date palm leaves through alkaline pulping, bleaching, and acid hydrolysis. The thermoelectric composite was developed by a simple mixing and casting process compatible with conventional construction practices. The effect of CF loading on thermoelectric performance, thermal properties, microstructure, and compressive strength was systematically investigated. An optimal fiber content of 0.1 wt% yielded the highest Seebeck coefficient of 9.39 mV K-1 , ionic conductivity of 2.58 & times; 10-5 S cm- 1, and power factor 0.228 mu W m-1 K- 2 while maintaining a compressive strength of 27.33 MPa. The enhanced thermoelectric response is attributed to fiberassisted percolation of PVA-rich ionic transport pathways and selective immobilization of Ca2+ ions at fiberpolymer interfaces. Excessive fiber loading of 0.5 wt% resulted in fiber clustering and disrupted ionic pathways, reducing thermoelectric performance. The 0.1 wt% CF-loaded composite exhibited a stable thermoelectric voltage output under a continuous temperature gradient of up to 3 h. The results demonstrate a balanced tradeoff between thermoelectric performance and mechanical strength, providing a practical pathway for the development of structurally integrated cementitious thermoelectric systems.",cement/PVA/Ca(OH)2/cellulose fiber cementitious ionic thermoelectric composite,cellulose fibers create PVA-rich ionic transport pathways and selectively immobilize Ca2+ at fiber-polymer interfaces,0,0,0,0,,False,outside_analysis_freeze_window
P0572,iTE,iTE1_0257,2026,Multicomponent Synergistic Optimization of Thermoelectric Properties in PVDF-HFP Ionogels,CHEMISTRY-AN ASIAN JOURNAL,10.1002/asia.70880,"Ionic thermoelectric materials are typically composed of polymers, ions, and solvents. The interplay among these components governs the material's thermoelectric properties. And most of the current research focuses on the optimization of the single component of the material. To achieve enhanced performance, this study proposes a multicomponent synergistic optimization strategy for a gel system. Specifically, a PVDF-HFP/EMIM:DCA ionogel (poly(vinylidene fluoride-co-hexafluoropropylene)/1-ethyl-3-methylimidazolium dicyanamide), is synergistically optimized by the functional incorporation of three components: polyethylene glycol (PEG), sodium dicyanamide (Na:DCA), and ethanol. The experimental results show that, compared to the single-factor modulation scheme, the multicomponent synergistic optimization scheme significantly enhances the thermoelectric performance of the ionogel. This is achieved by mitigating the confinement of ions within the polymer matrix, amplifying the difference in diffusion rates between cations and anions, and thus establishing percolating pathways for efficient ion transport. The obtained ionogel exhibits significantly enhanced performance at 80% relative humidity (RH), achieving ionic Seebeck coefficient of 32.89 mV/K, ionic conductivity of 15.63 mS/cm, and ionic power factor of 1690.77 & micro;W/(m & centerdot;K2). These values are substantially higher than those of the unmodified ionogel. This optimization strategy for the material system provides both a theoretical basis and experimental reference for the design of novel ionic thermoelectric materials.","PVDF-HFP/EMIM:DCA ionogel with PEG, Na:DCA, and ethanol","PEG, Na:DCA, and ethanol reduce ion confinement, amplify cation/anion diffusion-rate differences, and create percolating ion-transport pathways",0,0,0,0,,False,outside_analysis_freeze_window
P0573,iTE,iTE1_0258,2026,Ion/electron thermoelectric capacitance,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,10.1098/rsta.2024.0305,"Ionic thermoelectric (TE) materials are considered as the next-generation TE materials mainly because of their high thermopower, which is two to three orders of magnitude higher than that of their electronic counterparts. They can be used in an ionic TE capacitor (ITEC) to harvest heat into electricity. TE conversion depends not only on the TE properties of the ionic materials but also on the capacitance of the ITECs. It is of great significance to deeply understand the capacitance of ITECs. Here, we report that TE capacitance mainly arises from the interface between the electrodes and the ionic TE layer instead of the capacitance due to the dielectric constant of the ionic TE material. The interfacial capacitance (Ci) is higher than that due to the bulk (Cb) ionic TE material by several orders in magnitude. Cations and anions accumulate at the two ends of an ionic TE material under temperature gradient. The accumulation of the cations (or anions) attracts electrons (or holes) from the external load to the cathode (or anode). This can give rise to very high capacitance because of the short separation between the cations (or anions) and the electrons (or holes) at the interface.This article is part of the discussion meeting issue 'Ionic liquids and the future of soft materials'.",ionic thermoelectric capacitor interface,interfacial capacitance between electrode and ionic TE layer dominates over bulk capacitance as thermally accumulated ions attract electronic charge across short interfacial distances,0,0,0,0,,False,outside_analysis_freeze_window
