concept_id,domain,label,definition,aliases,roles,mention_ids,normalization_status,decision_group,normalization_reason,claim_count,paper_ids,source_document_count
TG:C4dd734daf8e770,TG,Loss of cuprous ions,,"[""Loss of cuprous ions""]","[""mechanism_process""]","[""TG:P0148:loss""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0148""]",1
TG:C4dd9e42e4046c9,TG,Ions as energy carriers,,"[""Ions as energy carriers""]","[""descriptor""]","[""TG:P0201:ions""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0201""]",1
TG:C4de5b6383c0025,TG,Battery voltage dependence on temperature,,"[""Battery voltage dependence on temperature""]","[""quantity""]","[""TG:P0214:temperature""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0214""]",1
TG:C4ded82035a2f7e,TG,Low-grade heat harvesting,Recovery of usable energy from low-grade heat.,"[""Low-grade heat harvesting""]","[""application""]","[""TG:P0179:n16"",""TG:P0196:app"",""TG:P0266:heat""]",model_merged,g0079,"All explicitly denote the same application across different electrolytes, thermal charging cells, and thermocell packaging.",4,"[""P0179"",""P0196"",""P0266""]",3
TG:C4e0b761b038d5a,TG,Thermogalvanic cell operation,,"[""Thermogalvanic cell operation""]","[""mechanism_process""]","[""TG:P0148:cell""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0148""]",1
TG:C4e27096658ff5e,TG,3D-printed DHFG hydrogel thermocells,,"[""3D-printed DHFG hydrogel thermocells""]","[""material_entity""]","[""TG:P0155:g""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P0155""]",1
TG:C4e3cb8c85e3a96,TG,Entropy difference of thermogalvanic ions,,"[""Entropy difference of thermogalvanic ions""]","[""quantity""]","[""TG:P0182:entropy""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0182""]",1
TG:C4e563af008d3cf,TG,Intelligent haptic perception for human-machine interfaces and prosthetics,,"[""Intelligent haptic perception for human-machine interfaces and prosthetics""]","[""application""]","[""TG:P0007:use""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0007""]",1
TG:C4e5c7c8382d94c,TG,Coulombic inefficiency,,"[""Coulombic inefficiency""]","[""performance_function""]","[""TG:P0091:audit_v1_a003_object""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0091""]",1
TG:C4e8a968f314a7a,TG,134.5% increase in normalized maximum power density,,"[""134.5% increase in normalized maximum power density""]","[""performance_function""]","[""TG:P0252:power1""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0252""]",1
TG:C4ea492aa52bf2c,TG,Fabric directly woven from alternating p/n hydrogel-based fibers,,"[""Fabric directly woven from alternating p/n hydrogel-based fibers""]","[""state_structure""]","[""TG:P0074:weave""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0074""]",1
TG:C4eac1d321467b4,TG,Overall power output,,"[""Overall power output""]","[""performance_function""]","[""TG:P0218:c""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0218""]",1
TG:C4ead94660605e8,TG,Higher output voltages,,"[""Higher output voltages""]","[""performance_function""]","[""TG:P0282:voltage""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0282""]",1
TG:C4ec93e38cf8ed2,TG,Millimeter-level temperature and pressure spatial resolution,,"[""Millimeter-level temperature and pressure spatial resolution""]","[""performance_function""]","[""TG:P0158:resolution""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0158""]",1
TG:C4ece861737444e,TG,Crystalline domains in solid network,,"[""Crystalline domains in solid network""]","[""state_structure""]","[""TG:P0096:i""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P0096""]",1
TG:C4edb5d5ba7dbde,TG,Numerous microcrystalline regions,,"[""Numerous microcrystalline regions""]","[""state_structure""]","[""TG:P0057:microcrystals""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0057""]",1
TG:C4ee7e6aa66810d,TG,ZnAl-LDH-crosslinked thermogalvanic hydrogel,,"[""ZnAl-LDH-crosslinked thermogalvanic hydrogel""]","[""material_entity""]","[""TG:P0084:hydrogel""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,8,"[""P0084""]",1
TG:C4f0b195c8e3939,TG,Electrochemical nitrogen implantation,,"[""Electrochemical nitrogen implantation""]","[""mechanism_process""]","[""TG:P0234:n13""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0234""]",1
TG:C4f26f9f7b411ad,TG,Gelatin-CsCl with CBP electrodes,,"[""Gelatin-CsCl with CBP electrodes""]","[""material_entity""]","[""TG:P0268:gel""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0268""]",1
TG:C4f28939b74fdd3,TG,Precisely directed ion flow,,"[""Precisely directed ion flow""]","[""performance_function""]","[""TG:P0249:flow""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0249""]",1
TG:C4f4180aa1130e1,TG,Efficient 12-unit integration,,"[""Efficient 12-unit integration""]","[""design_strategy""]","[""TG:P0276:integration""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0276""]",1
TG:C4f5abcb831c7de,TG,PTEH-Interlocking photo-thermo-electric hydrogel,,"[""PTEH-Interlocking photo-thermo-electric hydrogel""]","[""material_entity""]","[""TG:P0191:pteh""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,6,"[""P0191""]",1
TG:C4f5f894727e0dc,TG,Thermogalvanic acid (TGC) effect,,"[""Thermogalvanic acid (TGC) effect""]","[""mechanism_process""]","[""TG:P0136:tgc""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0136""]",1
TG:C4f7b2879a3d9df,TG,Integrated hydrogel-based photothermoelectric device,,"[""Integrated hydrogel-based photothermoelectric device""]","[""material_entity""]","[""TG:P0156:d""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,5,"[""P0156""]",1
TG:C4fa594f95b262f,TG,Stable electrical conductivity,,"[""Stable electrical conductivity""]","[""quantity""]","[""TG:P0059:conductivity""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0059""]",1
TG:C4fb2c281543e0b,TG,Heat sink temperature adjustment,,"[""Heat sink temperature adjustment""]","[""condition""]","[""TG:P0037:sink""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0037""]",1
TG:C4fc1375d92d417,TG,Wearable device,,"[""Wearable device""]","[""material_entity""]","[""TG:P0014:wear""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0014""]",1
TG:C4fd69c07725376,TG,Maximum thermal-runaway temperature 1000 degrees C,,"[""Maximum thermal-runaway temperature 1000 degrees C""]","[""quantity""]","[""TG:P0256:nt3""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0256""]",1
TG:C4fd80e4119ad18,TG,Host–guest interaction,,"[""Host–guest interaction""]","[""interaction""]","[""TG:P0315:n5""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0315""]",1
TG:C4fee552d7220d9,TG,On-demand reliable skin adhesion for physiological signal capture,,"[""On-demand reliable skin adhesion for physiological signal capture""]","[""performance_function""]","[""TG:P0040:skin""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0040""]",1
TG:C4ff631c03516dd,TG,3-electrode assemblies,,"[""3-electrode assemblies""]","[""design_strategy""]","[""TG:P0103:n10""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0103""]",1
TG:C502c7ef2b459c9,TG,Enhanced thermal isolation of electrodes,,"[""Enhanced thermal isolation of electrodes""]","[""state_structure""]","[""TG:P0055:isolation""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0055""]",1
TG:C502d5ec95a5b71,TG,Stable long-term power generation,,"[""Stable long-term power generation""]","[""performance_function""]","[""TG:P0273:stable""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0273""]",1
TG:C5033ce1f9eadb5,TG,Non-covalent interactions,,"[""Non-covalent interactions""]","[""interaction""]","[""TG:P0248:non""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0248""]",1
TG:C503ef0e7b55915,TG,Interconnected porous gel structure,,"[""Interconnected porous gel structure""]","[""state_structure""]","[""TG:P0016:porous""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0016""]",1
TG:C50497233df259b,TG,Seebeck coefficient of 32.4 mV K-1,,"[""Seebeck coefficient of 32.4 mV K-1""]","[""quantity""]","[""TG:P0005:seebeck""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0005""]",1
TG:C504fe81a62a152,TG,Magnetic-field-induced increase in anodic current density,,"[""Magnetic-field-induced increase in anodic current density""]","[""quantity""]","[""TG:P0322:n4""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,4,"[""P0322""]",1
TG:C505e2f17d92b03,TG,Fully integrated gel-electrolyte/electrode modules with tight physical and electrical contact,,"[""Fully integrated gel-electrolyte/electrode modules with tight physical and electrical contact""]","[""state_structure""]","[""TG:P0019:contact""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0019""]",1
TG:C506555d5c71a73,TG,Thermal convection coefficient adjustment,,"[""Thermal convection coefficient adjustment""]","[""condition""]","[""TG:P0037:convection""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0037""]",1
TG:C507e5abd8b25db,TG,Seebeck coefficient approximately twice that of canonical [Fe(CN)6]4-/3-,,"[""Seebeck coefficient approximately twice that of canonical [Fe(CN)6]4-/3-""]","[""quantity""]","[""TG:P0020:seeb""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0020""]",1
TG:C508a3feb6cf44a,TG,Wearable energy-autonomous strain sensors,,"[""Wearable energy-autonomous strain sensors""]","[""application""]","[""TG:P0015:strain""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0015""]",1
TG:C50a8ebaeb26883,TG,Thermoelectric–mechanical coupling,,"[""Thermoelectric–mechanical coupling""]","[""mechanism_process""]","[""TG:P0082:coupling""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P0082""]",1
TG:C50ab7dcc0f0a0d,TG,Redox-couple solvation structure,,"[""Redox-couple solvation structure""]","[""state_structure""]","[""TG:P0018:solv""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0018""]",1
TG:C50e30445d27984,TG,Schwarz P TGC thermal resistance of 0.007 ± 0.001 m(−2)K/W,,"[""Schwarz P TGC thermal resistance of 0.007 ± 0.001 m(−2)K/W""]","[""quantity""]","[""TG:P0088:x""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0088""]",1
TG:C50fb354a6169ed,TG,Remote control of robotic hands,,"[""Remote control of robotic hands""]","[""application""]","[""TG:P0084:hands""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0084""]",1
TG:C50feca8ebe51f6,TG,Operation between 10 and 30 °C across phase-change critical point Tc,,"[""Operation between 10 and 30 °C across phase-change critical point Tc""]","[""condition""]","[""TG:P0213:operation""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0213""]",1
TG:C51118ac2e1adbf,TG,PTAm-based n-type thermogalvanic system,,"[""PTAm-based n-type thermogalvanic system""]","[""material_entity""]","[""TG:P0072:sys""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0072""]",1
TG:C51435cc605ea90,TG,Power generation density 10 W m−2,,"[""Power generation density 10 W m−2""]","[""performance_function""]","[""TG:P0101:n2""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0101""]",1
TG:C51591137ddc21a,TG,Large LFP entropy changes near the phase transition,,"[""Large LFP entropy changes near the phase transition""]","[""quantity""]","[""TG:P0212:entropychange""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0212""]",1
TG:C5162ee9ff9fb1a,TG,Aqueous polymerization,,"[""Aqueous polymerization""]","[""mechanism_process""]","[""TG:P0023:poly""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0023""]",1
TG:C5169edb6c4e48a,TG,System freezing point,,"[""System freezing point""]","[""quantity""]","[""TG:P0018:freeze""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0018""]",1
TG:C51764fd9833b57,TG,Effective energy dissipation,,"[""Effective energy dissipation""]","[""mechanism_process""]","[""TG:P0047:dissipation""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0047""]",1
TG:C5181c521eaeebf,TG,Platinum foil electrode capacitor,,"[""Platinum foil electrode capacitor""]","[""material_entity""]","[""TG:P0304:n4""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0304""]",1
TG:C5192bc06b4e5c8,TG,Energy harvesting,,"[""Energy harvesting""]","[""application""]","[""TG:P0125:n2""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0125""]",1
TG:C519842c721c046,TG,Balance of thermopower and mechanical properties,,"[""Balance of thermopower and mechanical properties""]","[""performance_function""]","[""TG:P0200:balance""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0200""]",1
TG:C519be70bf5ad3d,TG,Consistently anodic behavior relative to stainless steel,,"[""Consistently anodic behavior relative to stainless steel""]","[""state_structure""]","[""TG:P0118:n11""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0118""]",1
TG:C51ad6664d456e0,TG,Double-layer thermogalvanic cell architecture,,"[""Double-layer thermogalvanic cell architecture""]","[""design_strategy""]","[""TG:P0021:arch""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0021""]",1
TG:C51c87c12d4648f,TG,Ion aggregation near the two electrodes,,"[""Ion aggregation near the two electrodes""]","[""mechanism_process""]","[""TG:P0161:aggregation""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0161""]",1
TG:C51cc83a9d062cd,TG,Colloidal-particle diffusion coefficient,,"[""Colloidal-particle diffusion coefficient""]","[""quantity""]","[""TG:P0224:h""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,4,"[""P0224""]",1
TG:C51e699dec6ead0,TG,Optimized 8% PAAK electrolyte,,"[""Optimized 8% PAAK electrolyte""]","[""material_entity""]","[""TG:P0085:l""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0085""]",1
TG:C522f144b064577,TG,Energy efficiency: 49.63%; 5.06% higher than CPV-TEG,,"[""Energy efficiency: 49.63%; 5.06% higher than CPV-TEG""]","[""performance_function""]","[""TG:P0163:optimized_eff""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0163""]",1
TG:C5254af648a280e,TG,Lighting a 15 W bulb,,"[""Lighting a 15 W bulb""]","[""application""]","[""TG:P0194:bulb""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0194""]",1
TG:C525a1ce7eb9050,TG,Thermogalvanic patch array,,"[""Thermogalvanic patch array""]","[""material_entity""]","[""TG:P0168:array""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P0168""]",1
TG:C52629dfc2f3160,TG,Seebeck coefficient of 3.84 mV K−1,,"[""Seebeck coefficient of 3.84 mV K−1""]","[""quantity""]","[""TG:P0200:se""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0200""]",1
TG:C526527e6c49e35,TG,Peltier heat at electrode interfaces,,"[""Peltier heat at electrode interfaces""]","[""quantity""]","[""TG:P0060:interfaceheat""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0060""]",1
TG:C527002dcd5c9d6,TG,Pt-free thermocells,,"[""Pt-free thermocells""]","[""material_entity""]","[""TG:P0281:cell""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0281""]",1
TG:C527064a315a1f9,TG,Pair of p-n thermocells,,"[""Pair of p-n thermocells""]","[""material_entity""]","[""TG:P0139:pair""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P0139""]",1
TG:C5289ae807dd629,TG,Rapid water-temperature detection in a cup,,"[""Rapid water-temperature detection in a cup""]","[""application""]","[""TG:P0033:temperature""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0033""]",1
TG:C52a70e7e4f9dfa,TG,Moisture retention,,"[""Moisture retention""]","[""performance_function""]","[""TG:P0252:retain""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0252""]",1
TG:C52a760f3a99885,TG,Active mechanoreception,,"[""Active mechanoreception""]","[""performance_function""]","[""TG:P0007:mech""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0007""]",1
TG:C52ac469f984d50,TG,Carnot-relative efficiency of 11.8%,,"[""Carnot-relative efficiency of 11.8%""]","[""performance_function""]","[""TG:P0251:eff""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0251""]",1
TG:C52ba442533a5a3,TG,Maximum normalized power density of 0.64 mW m−2 K−2,,"[""Maximum normalized power density of 0.64 mW m−2 K−2""]","[""performance_function""]","[""TG:P0192:density""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0192""]",1
TG:C52c4419882b836,TG,Theoretically calculated 2.303 R/F = 0.1984 mV K-1,,"[""Theoretically calculated 2.303 R/F = 0.1984 mV K-1""]","[""quantity""]","[""TG:P0333:theory""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0333""]",1
TG:C52c8f31e64a30c,TG,Annual electricity generation over 1.5 million kWh in Beijing,,"[""Annual electricity generation over 1.5 million kWh in Beijing""]","[""quantity""]","[""TG:P0272:annual""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0272""]",1
TG:C52cd05385d1e68,TG,Improved battery efficiency,,"[""Improved battery efficiency""]","[""performance_function""]","[""TG:P0222:n""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0222""]",1
TG:C52d511c99f4248,TG,Charge-transfer complex formation,,"[""Charge-transfer complex formation""]","[""mechanism_process""]","[""TG:P0218:g""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0218""]",1
TG:C52fb0c25159729,TG,Full activation of thermoelectrical behavior,,"[""Full activation of thermoelectrical behavior""]","[""performance_function""]","[""TG:P0165:activation""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0165""]",1
TG:C5304387698573d,TG,Electronic device operation using forearm body heat,,"[""Electronic device operation using forearm body heat""]","[""application""]","[""TG:P0046:operation""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0046""]",1
TG:C5304e0f39fc440,TG,Dual-functional self-powered thermogalvanic hydrogel,,"[""Dual-functional self-powered thermogalvanic hydrogel""]","[""material_entity""]","[""TG:P0157:gel""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P0157""]",1
TG:C53062425ddee86,TG,Device efficiency,,"[""Device efficiency""]","[""performance_function""]","[""TG:P0321:n6""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0321""]",1
TG:C53088c24009dfa,TG,Gold nanoparticles in the ferricyanide/ferrocyanide cells,,"[""Gold nanoparticles in the ferricyanide/ferrocyanide cells""]","[""material_entity""]","[""TG:P0107:n7""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0107""]",1
TG:C531f3480216c70,TG,Anodic reaction of nickel-aluminum bronze,,"[""Anodic reaction of nickel-aluminum bronze""]","[""mechanism_process""]","[""TG:P0322:n10""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0322""]",1
TG:C531ff4e1afa8ae,TG,Remote-controlled small electronics,,"[""Remote-controlled small electronics""]","[""application""]","[""TG:P0051:remote""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0051""]",1
TG:C532120c2f0a119,TG,Generated voltage approximately 0.2 V,,"[""Generated voltage approximately 0.2 V""]","[""performance_function""]","[""TG:P0083:voltage""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0083""]",1
TG:C5334944d5fcf9c,TG,Reported corresponding range of −2.2 to −4.4 mV K−1,,"[""Reported corresponding range of −2.2 to −4.4 mV K−1""]","[""quantity""]","[""TG:P0195:mv""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0195""]",1
TG:C5342359992f00e,TG,Thermal diffusion,Temperature-driven redistribution of species in an electrolyte.,"[""Thermal diffusion""]","[""mechanism_process""]","[""TG:P0222:l"",""TG:P0232:n2"",""TG:P0247:diff""]",model_merged,g0085,"The Soret-effect, multicomponent electrolyte-transport, and ionic-interaction contexts support the same transport process. Applications and enhancement claims remain separate.",3,"[""P0222"",""P0232"",""P0247""]",3
TG:C53577d1e273cb7,TG,Practical usability for wearable energy autonomy,,"[""Practical usability for wearable energy autonomy""]","[""application""]","[""TG:P0264:wear""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0264""]",1
TG:C5372227bb7535c,TG,Relatively higher thermal resistance of 0.012 m(−2)K/W,,"[""Relatively higher thermal resistance of 0.012 m(−2)K/W""]","[""quantity""]","[""TG:P0088:k""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0088""]",1
TG:C53806dbc8957cd,TG,Addition of β-cyclodextrin,,"[""Addition of β-cyclodextrin""]","[""design_strategy""]","[""TG:P0315:n3""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0315""]",1
TG:C53bafe93c34f17,TG,Interface charge transfer resistance,,"[""Interface charge transfer resistance""]","[""quantity""]","[""TG:P0169:n4""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0169""]",1
TG:C53bd7012103e6d,TG,High efficiency,,"[""High efficiency""]","[""performance_function""]","[""TG:P0203:eff""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0203""]",1
TG:C53c69a2d6b75ad,TG,Efficient low-grade heat harvesting,Efficient recovery of usable energy from low-grade heat.,"[""Efficient low-grade heat harvesting""]","[""application""]","[""TG:P0141:heat"",""TG:P0172:n7""]",model_merged,g0062,Both denote the same application; material properties and sub-zero operation qualify individual claims.,2,"[""P0141"",""P0172""]",2
TG:C53e1c61622e74d,TG,Mixing separate FeCl3 and FeCl2 electrolyte flows,,"[""Mixing separate FeCl3 and FeCl2 electrolyte flows""]","[""mechanism_process""]","[""TG:P0258:mix""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0258""]",1
TG:C53ee2c36e44af2,TG,Mechanically trained thermocells,,"[""Mechanically trained thermocells""]","[""material_entity""]","[""TG:P0185:cell""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,8,"[""P0185""]",1
TG:C53f63051bf0c0a,TG,Alternating pulse voltage,,"[""Alternating pulse voltage""]","[""quantity""]","[""TG:P0221:g""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0221""]",1
TG:C54128f6e4604ea,TG,I−/I3− redox pair,,"[""I−/I3− redox pair""]","[""material_entity""]","[""TG:P0040:redox""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0040""]",1
TG:C5422c369aa3f47,TG,Ligand and metal vertex modifications,,"[""Ligand and metal vertex modifications""]","[""design_strategy""]","[""TG:P0195:mod""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0195""]",1
TG:C5439802a7825d6,TG,Entropy change of the overall redox system,,"[""Entropy change of the overall redox system""]","[""quantity""]","[""TG:P0192:entropy""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0192""]",1
TG:C543bfcecb4b931,TG,In-series iron-sulphate thermocells,,"[""In-series iron-sulphate thermocells""]","[""material_entity""]","[""TG:P0105:n10""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0105""]",1
TG:C54508961c7e49d,TG,Relative Carnot efficiency: 1.34%,,"[""Relative Carnot efficiency: 1.34%""]","[""performance_function""]","[""TG:P0021:eff""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0021""]",1
TG:C545552d37a26f2,TG,AC voltage response to a small temperature oscillation,,"[""AC voltage response to a small temperature oscillation""]","[""quantity""]","[""TG:P0228:f""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0228""]",1
TG:C546fa0bab0fbff,TG,Iterative operating procedure,,"[""Iterative operating procedure""]","[""mechanism_process""]","[""TG:P0100:n6""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0100""]",1
TG:C5480f69ff5b16e,TG,TAIC cold electrode,,"[""TAIC cold electrode""]","[""material_entity""]","[""TG:P0210:cold""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0210""]",1
TG:C549c12948876e2,TG,Extraction of intrinsic temperature features from five typical finger sites,,"[""Extraction of intrinsic temperature features from five typical finger sites""]","[""mechanism_process""]","[""TG:P0036:features""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0036""]",1
TG:C54be9c87ce7458,TG,LFP double-jellyroll structure,,"[""LFP double-jellyroll structure""]","[""state_structure""]","[""TG:P0256:double""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0256""]",1
TG:C54d1717f3f9f49,TG,Fe(CN)6³−/Fe(CN)6⁴− and Fe3+/Fe2+ redox pairs,,"[""Fe(CN)6³−/Fe(CN)6⁴− and Fe3+/Fe2+ redox pairs""]","[""material_entity""]","[""TG:P0183:pairs""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0183""]",1
TG:C54f3861474351f,TG,Fast photocrosslinking,,"[""Fast photocrosslinking""]","[""design_strategy""]","[""TG:P0027:photo""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0027""]",1
