abstract_claim_candidate_id,linked_insight_id,paper_id,year,corpus_role,source_scope,source_analysis_included,title,doi,candidate_evidence_sentence,sentence_position,char_start,char_end,similarity_to_mechanism_summary,has_causal_cue,has_intervention_cue,has_outcome_cue,has_quantitative_detail,candidate_status,linked_insight_ids,include_as_separate_insight,reviewer_relation_type,reviewer,review_notes,promotion_status
ABSTRACT_B564D81077,INSIGHT_2253844149,P0376,2024,iTE_source,core_iTE_evidenced_insight,True,Remarkable high-temperature ionic thermoelectric performance induced by graphene in gel thermocells,10.1039/d3ee03818a,"Graphene forming a structure like a bridge could improve the ion diffusion coefficient and exchange current density, thereby improving performance.",4,480,627,0.7493791580200195,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_2253844149,,,,,not_approved_or_pending
ABSTRACT_624E91DF48,INSIGHT_2253844149,P0376,2024,iTE_source,core_iTE_evidenced_insight,True,Remarkable high-temperature ionic thermoelectric performance induced by graphene in gel thermocells,10.1039/d3ee03818a,"Graphene forms a structure like a bridge to link adjacent free water clusters in gels, accelerating ion diffusion and improving ionic thermoelectric performance.",8,1165,1326,0.8818791508674622,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_2253844149,,,,,not_approved_or_pending
ABSTRACT_E9BD6EAD7E,INSIGHT_E28B5E0262,P0377,2024,iTE_source,core_iTE_evidenced_insight,True,Kaolin Clay-Based Geopolymer for Ionic Thermoelectric Energy Harvesting,10.1021/acsomega.3c08257,Electrical conductivity analysis pinpoints ions within the geopolymer's channels as primary contributors.,4,536,641,0.9481785297393799,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_7F357E2E3E; INSIGHT_E28B5E0262,,,,,not_approved_or_pending
ABSTRACT_D7D6EE8DA3,INSIGHT_7F357E2E3E,P0377,2024,iTE_source,core_iTE_evidenced_insight,True,Kaolin Clay-Based Geopolymer for Ionic Thermoelectric Energy Harvesting,10.1021/acsomega.3c08257,"Beyond a critical temperature, the evaporation of bulk water triggers a transition of charge carriers from one- to three-dimensional motion, resulting in reduced conductivity.",5,642,817,0.6817030310630798,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_7F357E2E3E; INSIGHT_E28B5E0262,,,,,not_approved_or_pending
ABSTRACT_D738A3DE8C,INSIGHT_E28B5E0262,P0377,2024,iTE_source,core_iTE_evidenced_insight,True,Kaolin Clay-Based Geopolymer for Ionic Thermoelectric Energy Harvesting,10.1021/acsomega.3c08257,"The Seebeck coefficient exhibits a range from -182 to 42 mu V/K, with its time-dependent profile suggesting that ions potentially drive thermoelectricity in cementitious materials.",6,818,998,0.33156079053878784,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_7F357E2E3E; INSIGHT_E28B5E0262,,,,,not_approved_or_pending
ABSTRACT_B9E065A78F,INSIGHT_0C1454452C,P0378,2023,iTE_source,core_iTE_evidenced_insight,True,Zwitterionic Polymer Gel-Based Fully Self-Healable Ionic Thermoelectric Generators with Pressure-Activated Electrodes,10.1002/aenm.202301133,"By adjusting the position of the positive and negative moieties of the ZI side chain, the movement of free ions contained in the ionogel can be controlled effectively, thus improving the power factor of TEGs.",4,280,488,0.4635237753391266,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_0C1454452C; INSIGHT_9070BAD02B,,,,,not_approved_or_pending
ABSTRACT_498E28E192,INSIGHT_9070BAD02B,P0378,2023,iTE_source,core_iTE_evidenced_insight,True,Zwitterionic Polymer Gel-Based Fully Self-Healable Ionic Thermoelectric Generators with Pressure-Activated Electrodes,10.1002/aenm.202301133,The overall areal output voltage is effectively improved by connecting 10 legs of p and n thermoelectric gels in series via a self-healing process.,7,800,947,0.7091647982597351,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_0C1454452C; INSIGHT_9070BAD02B,,,,,not_approved_or_pending
ABSTRACT_39A632F84D,INSIGHT_0C1454452C,P0378,2023,iTE_source,core_iTE_evidenced_insight,True,Zwitterionic Polymer Gel-Based Fully Self-Healable Ionic Thermoelectric Generators with Pressure-Activated Electrodes,10.1002/aenm.202301133,"The selectively ion-boosted, fully self-healable TEGs developed in this study will open a new horizon for high-performance ionic TEGs.",8,948,1082,0.5602298974990845,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_0C1454452C; INSIGHT_9070BAD02B,,,,,not_approved_or_pending
ABSTRACT_DD67DAD596,INSIGHT_3620FC5E9A,P0379,2023,iTE_source,core_iTE_evidenced_insight,True,Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors,10.1016/j.carbpol.2023.121310,"This paper reports a 2,2,6,6-tetramethylpiperidine-1-oxyl radical (TEMPO)-oxidized carboxylated bacterial cellulose (TOBC) coordination double-network ionic thermoelectric hydrogel with lithium bis(trifluoromethane) sulfonimide (LiTFSI) as an ion provider for thermodiffusion, as LiTFSI exhibits excellent thermoelectric properties with a maximum power output of up to 538 nW at a temperature difference of 20 K.",4,441,853,0.45311322808265686,True,True,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_3620FC5E9A; INSIGHT_9DDEBFFF2D,,,,,not_approved_or_pending
ABSTRACT_AE62052321,INSIGHT_3620FC5E9A,P0379,2023,iTE_source,core_iTE_evidenced_insight,True,Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors,10.1016/j.carbpol.2023.121310,"The interactions between the ions and the hydrogel matrix promote the selective transport of conducting ionic ions, producing a high Seebeck coefficient of 11.53 mV K-1.",5,854,1023,0.813916802406311,True,False,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_3620FC5E9A; INSIGHT_9DDEBFFF2D,,,,,not_approved_or_pending
ABSTRACT_F4440BCE7C,INSIGHT_3620FC5E9A,P0379,2023,iTE_source,core_iTE_evidenced_insight,True,Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors,10.1016/j.carbpol.2023.121310,The combination of the high ionic thermovoltage and excellent mechanical properties ionic thermoelectric hydrogels provides an effective solution for the design and application of self-powered sensors based on hydrogels.,7,1282,1502,0.5093513131141663,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_3620FC5E9A; INSIGHT_9DDEBFFF2D,,,,,not_approved_or_pending
ABSTRACT_3031A840D8,INSIGHT_371420FB03,P0380,2023,iTE_source,core_iTE_evidenced_insight,True,Ion-Electron Coupling Enables Ionic Thermoelectric Material with New Operation Mode and High Energy Density,10.1007/s40820-023-01077-7,"However, as ions cannot enter external circuit, the utilization of i-TE is currently based on capacitive charge/ discharge, which results in discontinuous working mode and low energy density.",2,164,355,0.38928598165512085,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_371420FB03,,,,,not_approved_or_pending
ABSTRACT_087E535140,INSIGHT_371420FB03,P0380,2023,iTE_source,core_iTE_evidenced_insight,True,Ion-Electron Coupling Enables Ionic Thermoelectric Material with New Operation Mode and High Energy Density,10.1007/s40820-023-01077-7,This work provides a novel strategy for the design of high-performance i-TE materials.,8,968,1054,0.2337084412574768,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_371420FB03,,,,,not_approved_or_pending
ABSTRACT_1106AD4E9C,INSIGHT_F4328AF65D,P0382,2023,iTE_source,core_iTE_evidenced_insight,True,Ionoelastomer electrolytes for stretchable ionic thermoelectric supercapacitors,10.1016/j.nanoen.2023.108643,Ionic thermoelectric supercapacitors (ITESCs) produce orders of magnitude higher voltages than those of con-ventional thermoelectrics (TEs) based on the thermo-diffusion of electrons/holes and are therefore attractive for converting low-grade heat into electricity.,1,0,265,0.49346429109573364,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_00DFF0FC11; INSIGHT_F4328AF65D,,,,,not_approved_or_pending
ABSTRACT_80093DEA76,INSIGHT_00DFF0FC11,P0382,2023,iTE_source,core_iTE_evidenced_insight,True,Ionoelastomer electrolytes for stretchable ionic thermoelectric supercapacitors,10.1016/j.nanoen.2023.108643,"Recent studies on ITESC have focused on stretchable ionic TE electrolytes with a giant Seebeck coefficient, but there are no reports of fully stretchable ITESCs for wearable heat harvesting devices due to the lack of stretchable electrodes and stretchable ionic TE electrolytes with stability.",3,375,668,0.6256213784217834,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_00DFF0FC11; INSIGHT_F4328AF65D,,,,,not_approved_or_pending
ABSTRACT_69749C3B5B,INSIGHT_906A4D1602,P0384,2024,iTE_source,core_iTE_evidenced_insight,True,Ionic Thermoelectric Generators in Vertical and Planar Topologies Based on Fluorinated Polymer Hybrid Materials with Ionic Liquids,10.1002/marc.202400041,"Ionic thermoelectrics (TEs), in which voltage generation is based on ion migration, are suitable for applications based on their low cost, high flexibility, high ionic conductivity, and wide range of Seebeck coefficients.",1,0,221,0.6422151327133179,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_906A4D1602,,,,,not_approved_or_pending
ABSTRACT_97DDEF906E,INSIGHT_906A4D1602,P0384,2024,iTE_source,core_iTE_evidenced_insight,True,Ionic Thermoelectric Generators in Vertical and Planar Topologies Based on Fluorinated Polymer Hybrid Materials with Ionic Liquids,10.1002/marc.202400041,"The TE properties depend on both IL content and device topology-vertical or planar-the largest generated voltage range being obtained for the planar topology and the sample with 10 wt% of IL content, characterized by a Seebeck coefficient of 1.2 mV K-1.",7,943,1196,0.29489076137542725,True,False,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_906A4D1602,,,,,not_approved_or_pending
ABSTRACT_CCDB8F6808,INSIGHT_906A4D1602,P0384,2024,iTE_source,core_iTE_evidenced_insight,True,Ionic Thermoelectric Generators in Vertical and Planar Topologies Based on Fluorinated Polymer Hybrid Materials with Ionic Liquids,10.1002/marc.202400041,"Based on the obtained maximum power density of 4.9 mu W m-2, these materials are suitable for a new generation of TE devices.",8,1197,1322,0.25975605845451355,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_906A4D1602,,,,,not_approved_or_pending
ABSTRACT_E8E81FBDD6,INSIGHT_906A4D1602,P0384,2024,iTE_source,core_iTE_evidenced_insight,True,Ionic Thermoelectric Generators in Vertical and Planar Topologies Based on Fluorinated Polymer Hybrid Materials with Ionic Liquids,10.1002/marc.202400041,"These materials present suitable responses for thermoelectric devices in both vertical and planar topologies, where the sample with high voltage generation has 10 wt% of IL content, characterized by a Seebeck coefficient of 1.2 mV K-1. image",10,1578,1819,0.5512896776199341,True,True,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_906A4D1602,,,,,not_approved_or_pending
ABSTRACT_7D610CC306,INSIGHT_8A1A679FCA,P0385,2023,iTE_source,core_iTE_evidenced_insight,True,Ionic Thermoelectric Properties of Reconstructed Lamellar Vanadium Pentoxide Membranes,10.1002/adfm.202301178,The high Seebeck coefficient (S = 14.5 +/- 0.5 mV K-1) of the V2O5 membrane (VO-M) is attributed to temperature gradient-induced unidirectional transport of protons through the percolated network of 2D nanofluidic channels.,4,470,693,0.7406911849975586,True,False,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_38547DBEB0; INSIGHT_8A1A679FCA,,,,,not_approved_or_pending
ABSTRACT_360DBFC073,INSIGHT_38547DBEB0,P0385,2023,iTE_source,core_iTE_evidenced_insight,True,Ionic Thermoelectric Properties of Reconstructed Lamellar Vanadium Pentoxide Membranes,10.1002/adfm.202301178,The TE characteristics of VO-M show nearly 80% improvement (S = 26.3 +/- 0.7 mV K-1) upon functionalizing its percolated network with ionic polymers like poly(4-styrenesulfonic acid) (PSS).,5,694,883,0.2627013921737671,True,True,False,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_38547DBEB0; INSIGHT_8A1A679FCA,,,,,not_approved_or_pending
ABSTRACT_31891ED7B3,INSIGHT_8A1A679FCA,P0385,2023,iTE_source,core_iTE_evidenced_insight,True,Ionic Thermoelectric Properties of Reconstructed Lamellar Vanadium Pentoxide Membranes,10.1002/adfm.202301178,"Thus, nanofluidic membranes of reconstructed layered materials like VO-Ms demonstrate vast robustness and great ionic-TE performance, which can provide a novel platform for scientific studies and futuristic applications.",8,1229,1449,0.4207945168018341,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_38547DBEB0; INSIGHT_8A1A679FCA,,,,,not_approved_or_pending
ABSTRACT_ACC0904D24,INSIGHT_C2B64B34FD,P0386,2023,iTE_source,core_iTE_evidenced_insight,True,Synergy between ionic thermoelectric conversion and nanofluidic reverse electrodialysis for high power density generation,10.1016/j.apenergy.2023.120681,"However, further improving the performance is necessary for the commercial applications, while only optimizing the nanopore structure and concentration ratio is hard to achieve the propose due to the tradeoff between high selectivity and low resistance in NERD systems.",2,114,383,0.44705235958099365,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_C2B64B34FD,,,,,not_approved_or_pending
ABSTRACT_6DB7467994,INSIGHT_C2B64B34FD,P0386,2023,iTE_source,core_iTE_evidenced_insight,True,Synergy between ionic thermoelectric conversion and nanofluidic reverse electrodialysis for high power density generation,10.1016/j.apenergy.2023.120681,"Results show that the effect of temperature difference is equivalent to overlaying an additional voltage difference, and then the synergy between i-TE conversion and NERD significantly enhances both the power density and efficiency.",4,671,903,0.7936536073684692,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_C2B64B34FD,,,,,not_approved_or_pending
ABSTRACT_00CE76F6D8,INSIGHT_C2B64B34FD,P0386,2023,iTE_source,core_iTE_evidenced_insight,True,Synergy between ionic thermoelectric conversion and nanofluidic reverse electrodialysis for high power density generation,10.1016/j.apenergy.2023.120681,"For the temperature differences of 10 K and Seebeck coefficient of 10 mV K-1, the power densities can be enhanced from 11.72 W/m2 to 23.4-93.8 W/m2, and the efficiencies can also be increased to nearly the upper limit of 0.5.",5,904,1129,0.40199190378189087,True,False,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_C2B64B34FD,,,,,not_approved_or_pending
ABSTRACT_D097130860,INSIGHT_C2B64B34FD,P0386,2023,iTE_source,core_iTE_evidenced_insight,True,Synergy between ionic thermoelectric conversion and nanofluidic reverse electrodialysis for high power density generation,10.1016/j.apenergy.2023.120681,Our study provides new roadmap for improving the NERD performance and the utilizing the low-grade heat energy.,6,1130,1240,0.5383884310722351,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_C2B64B34FD,,,,,not_approved_or_pending
ABSTRACT_0CC0A9DDD1,INSIGHT_7A3F024869,P0387,2023,iTE_source,core_iTE_evidenced_insight,True,Application of lamellar nickel hydroxide membrane as a tunable platform for ionic thermoelectric studies,10.1039/d3mh00479a,"The lamellar membrane of beta-Ni(OH)(2) (Ni-M) itself does not display significant thermovoltages, but when doped with mobile anion-generating species (like aminopropyl functionalized magnesium phyllosilicate or organic halide salts), it exhibits significant negative Seebeck coefficient (up to -13.7 +/- 0.2 mV K-1).",3,310,627,0.6692522168159485,True,True,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_7A3F024869,,,,,not_approved_or_pending
ABSTRACT_D85D970198,INSIGHT_7A3F024869,P0387,2023,iTE_source,core_iTE_evidenced_insight,True,Application of lamellar nickel hydroxide membrane as a tunable platform for ionic thermoelectric studies,10.1039/d3mh00479a,"Similarly, upon doping with cation-generating species like poly(4-styrene sulfonic acid) (PSS), it displays positive Seebeck coefficient values (up to +12 +/- 1.9 mV K-1).",4,628,799,0.5085126161575317,True,True,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_7A3F024869,,,,,not_approved_or_pending
ABSTRACT_39D24AE548,INSIGHT_7A3F024869,P0387,2023,iTE_source,core_iTE_evidenced_insight,True,Application of lamellar nickel hydroxide membrane as a tunable platform for ionic thermoelectric studies,10.1039/d3mh00479a,"The positive and negative i-TE materials prepared by doping Ni-M are assembled into ionic thermopiles capable of generating thermovoltages up to 1 V, at Delta T = 12 K.",5,800,968,0.4882476329803467,True,True,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_7A3F024869,,,,,not_approved_or_pending
ABSTRACT_BC4F8C1864,INSIGHT_7AE14EAF6D,P0389,2022,iTE_source,core_iTE_evidenced_insight,True,Mesoscopic confined ionic thermoelectric materials with excellent ionic conductivity for waste heat harvesting,10.1016/j.cej.2022.134702,"The ionogels were designed to manipulate the confinement of ILs within the functionalized natural biopolymer, aiming to improve the electric conductivity as the ionic TE materials.",5,760,940,0.6344024538993835,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_7AE14EAF6D,,,,,not_approved_or_pending
ABSTRACT_B4111FD43B,INSIGHT_7AE14EAF6D,P0389,2022,iTE_source,core_iTE_evidenced_insight,True,Mesoscopic confined ionic thermoelectric materials with excellent ionic conductivity for waste heat harvesting,10.1016/j.cej.2022.134702,We expect that the development of the flexible ITE materials will provide an effective solution for utilizing low-grade waste heat for flexible wearable self-powered devices.,9,1254,1428,0.25783342123031616,True,True,False,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_7AE14EAF6D,,,,,not_approved_or_pending
ABSTRACT_DF532C526F,INSIGHT_4B646D20AD,P0390,2022,iTE_source,core_iTE_evidenced_insight,True,High-Performance Ionic Thermoelectric Supercapacitor for Integrated Energy Conversion-Storage,10.1002/eem2.12220,"Although the urgent demand of energy conversion-storage (ECS) has emerged in the field of wearable electronic, achieving the integrated bi-functional device remains challenge due to the different mechanisms of electrical transportation and storage.",2,235,483,0.4884449541568756,True,True,False,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_4B646D20AD; INSIGHT_5AAC9BF297,,,,,not_approved_or_pending
ABSTRACT_E69F4E2F62,INSIGHT_4B646D20AD,P0390,2022,iTE_source,core_iTE_evidenced_insight,True,High-Performance Ionic Thermoelectric Supercapacitor for Integrated Energy Conversion-Storage,10.1002/eem2.12220,"Here, we report an ionic thermoelectric supercapacitor that relies on the synergistic functions of thermoelectricity and supercapacitor in the thermoelectric ionogel electrolyte and high-performance hydrogel electrodes to enhance the ECS performance under a thermal gradient.",3,484,759,0.5481258630752563,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_4B646D20AD; INSIGHT_5AAC9BF297,,,,,not_approved_or_pending
ABSTRACT_7C2562A001,INSIGHT_4B646D20AD,P0390,2022,iTE_source,core_iTE_evidenced_insight,True,High-Performance Ionic Thermoelectric Supercapacitor for Integrated Energy Conversion-Storage,10.1002/eem2.12220,"The thermoelectric electrolyte is composed of polyacrylamide hydrogel and sodium carboxymethyl cellulose (PMSC), possessing cross-linked network with excellent cation selectivity, while the ionic thermoelectric properties are further improved in the presence of NaCl.",4,760,1027,0.5831770300865173,True,True,False,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_4B646D20AD; INSIGHT_5AAC9BF297,,,,,not_approved_or_pending
ABSTRACT_654ACF7DAB,INSIGHT_4B646D20AD,P0390,2022,iTE_source,core_iTE_evidenced_insight,True,High-Performance Ionic Thermoelectric Supercapacitor for Integrated Energy Conversion-Storage,10.1002/eem2.12220,"Owing to good stretchability of both gel-based electrolyte and electrode, the full-stretchable integrated ECS device, termed ionic thermoelectric supercapacitor, presents promising thermal-charge storage capability (similar to 1.3 mC, Delta T approximate to 10 K), thus holds promise for wearable energy harvesting.",6,1170,1485,0.6195387244224548,True,True,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_4B646D20AD; INSIGHT_5AAC9BF297,,,,,not_approved_or_pending
ABSTRACT_6A32E6B88A,INSIGHT_0729143D46,P0391,2023,iTE_source,core_iTE_evidenced_insight,True,Designing n-type all-ionic thermoelectric polymers with improved air stability via a solution-processing anion exchange technique,10.1039/d3ta04091g,"In particular, BF4--based MADQUAT and PF6--based PDADMAC showed good ionic conductivity, reliable, reproducible Seebeck coefficients and outstanding power factors at 40% relative humidity with significant improvement in air stability.",9,1815,2049,0.44919905066490173,True,False,True,True,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_0729143D46,,,,,not_approved_or_pending
ABSTRACT_40AE9ACE08,INSIGHT_128DD8F6E5,P0392,2021,iTE_source,core_iTE_evidenced_insight,True,Embedding Aligned Graphene Oxides in Polyelectrolytes to Facilitate Thermo-Diffusion of Protons for High Ionic Thermoelectric Figure-of-Merit,10.1002/adfm.202011016,"It is found that the thermo-diffusion of water boosts proton transport, playing a key role in obtaining large ionic thermopower by promoting unidirectional migration of protons from a hotter to colder side.",3,435,641,0.7903060913085938,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_128DD8F6E5; INSIGHT_2D54445740,,,,,not_approved_or_pending
ABSTRACT_BEE9F069BD,INSIGHT_2D54445740,P0392,2021,iTE_source,core_iTE_evidenced_insight,True,Embedding Aligned Graphene Oxides in Polyelectrolytes to Facilitate Thermo-Diffusion of Protons for High Ionic Thermoelectric Figure-of-Merit,10.1002/adfm.202011016,"When graphene oxide (GO) embedded in PSS-H is aligned along the transport direction of protons and water, their diffusion along the in-plane direction of GO is promoted, enlarging both ionic thermopower and ionic electrical conductivity.",4,642,879,0.7092893123626709,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_128DD8F6E5; INSIGHT_2D54445740,,,,,not_approved_or_pending
ABSTRACT_C48F268324,INSIGHT_2D54445740,P0392,2021,iTE_source,core_iTE_evidenced_insight,True,Embedding Aligned Graphene Oxides in Polyelectrolytes to Facilitate Thermo-Diffusion of Protons for High Ionic Thermoelectric Figure-of-Merit,10.1002/adfm.202011016,"This study provides not only preeminent thermoelectric performances based on ion transport but also identifies the influence of the key parameters on thermoelectric properties, suggesting controllability of thermo-diffusion of ions depending on inclusions in base materials, which will draw numerous subsequent research with their alterations.",6,1030,1373,0.4567053020000458,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_128DD8F6E5; INSIGHT_2D54445740,,,,,not_approved_or_pending
ABSTRACT_77C1AA3981,INSIGHT_13135DAB5A,P0393,2023,iTE_source,core_iTE_evidenced_insight,True,Ionic thermoelectric effect of pure cement paste and its temperature sensing performance,10.1016/j.conbuildmat.2022.129898,Incorporating functional fillers into the cement matrix can provide cement-based materials with electronic carriers to enhance the electronic thermoelectric effect for the utilization in the future intelligent infrastructures.,1,0,226,0.5486820936203003,True,True,False,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_13135DAB5A; INSIGHT_33031C5BEC,,,,,not_approved_or_pending
ABSTRACT_797734A06D,INSIGHT_13135DAB5A,P0393,2023,iTE_source,core_iTE_evidenced_insight,True,Ionic thermoelectric effect of pure cement paste and its temperature sensing performance,10.1016/j.conbuildmat.2022.129898,"However, incorporating multiple types and high amounts of functional fillers might increase the cost, degrade the mechanical properties, and hinder the wider application of the intelligent cement-based composites.",2,227,440,0.36330950260162354,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_13135DAB5A; INSIGHT_33031C5BEC,,,,,not_approved_or_pending
ABSTRACT_8CD0FE93A8,INSIGHT_33031C5BEC,P0393,2023,iTE_source,core_iTE_evidenced_insight,True,Ionic thermoelectric effect of pure cement paste and its temperature sensing performance,10.1016/j.conbuildmat.2022.129898,"It is found that the pure cement paste exhibits an ionic thermoelectric effect due to the existence of ions in the pore solution, with the advantages of high Seebeck coefficient, high electrical conductivity, and low cost.",7,993,1215,0.7306919097900391,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_13135DAB5A; INSIGHT_33031C5BEC,,,,,not_approved_or_pending
ABSTRACT_708DD2E44B,INSIGHT_0B65A54D49,P0397,2022,iTE_source,core_iTE_evidenced_insight,True,Specific behavior of transition metal chloride complexes for achieving giant ionic thermoelectric properties,10.1038/s41528-022-00213-4,"Here, we demonstrate a hydrated polyvinyl alcohol (PVA)-cellulosic membrane that relies on the thermal gradient diffusion of transition metal and chloride complexe [CuCl4](2-) enhanced by copper-coordinated carboxylated cellulose.",2,260,490,0.6247029304504395,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_0B65A54D49,,,,,not_approved_or_pending
ABSTRACT_34FDAE445A,INSIGHT_0B65A54D49,P0397,2022,iTE_source,core_iTE_evidenced_insight,True,Specific behavior of transition metal chloride complexes for achieving giant ionic thermoelectric properties,10.1038/s41528-022-00213-4,"We attribute the enhanced thermally generated voltage to the highly-coordinated configuration of Cu2+ - Cl-, which converts the independent thermal motion of Cu2+ and Cl- to the higher ion transport heat of [CuCl4](2-) anion via carboxylated cellulose, while this phenomenon do not occur in the other transition metal chlorides.",4,664,992,0.7671698331832886,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_0B65A54D49,,,,,not_approved_or_pending
ABSTRACT_51911A7148,INSIGHT_E928AA687D,P0398,2022,iTE_source,core_iTE_evidenced_insight,True,Self-Healable Organic-Inorganic Hybrid Thermoelectric Materials with Excellent Ionic Thermoelectric Properties,10.1002/aenm.202103070,Self-healable and stretchable thermoelectric (TE) materials provide new possibilities for self-powered flexible wearable devices to self-repair mechanical damage.,1,0,162,0.35077059268951416,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_E928AA687D,,,,,not_approved_or_pending
ABSTRACT_8ADBFFE8E2,INSIGHT_E928AA687D,P0398,2022,iTE_source,core_iTE_evidenced_insight,True,Self-Healable Organic-Inorganic Hybrid Thermoelectric Materials with Excellent Ionic Thermoelectric Properties,10.1002/aenm.202103070,"The incorporated SiO2-nps constructively interact with the hybrid polymer to provide autonomous self-healability and stretchability while augmenting the mobile proton concentration in OITCs, which substantially improves their ionic TE properties (i.e., ionic Seebeck coefficient and ionic conductivity).",5,717,1020,0.7714221477508545,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_E928AA687D,,,,,not_approved_or_pending
ABSTRACT_FCFC9C3F50,INSIGHT_A88F33805F,P0400,2022,iTE_source,core_iTE_evidenced_insight,True,Interfacial Effect Boosts the Performance of All-Polymer Ionic Thermoelectric Supercapacitors,10.1002/admi.202201058,"It is shown that the same ion gel can generate a positive thermopower in an ITESC when using gold nanowire (AuNW) electrodes, while generating a negative thermopower when using poly(3,4-ethylendioxythiophene):polystyrene sulfonate (PEDOT:PSS) electrodes.",4,450,704,0.6807350516319275,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_A88F33805F; INSIGHT_B1EA242A2A,,,,,not_approved_or_pending
ABSTRACT_A51C5E4A9E,INSIGHT_A88F33805F,P0400,2022,iTE_source,core_iTE_evidenced_insight,True,Interfacial Effect Boosts the Performance of All-Polymer Ionic Thermoelectric Supercapacitors,10.1002/admi.202201058,"Using interfacial effect at ionic gels/PEDOT:PSS electrode interface, an enhanced thermoelectric effect in ITESCs is obtained, which constitutes one more step towards efficient, low-cost, flexible, and printable ionic thermoelectric modules for energy harvesting.",8,1195,1458,0.7132692337036133,True,False,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_A88F33805F; INSIGHT_B1EA242A2A,,,,,not_approved_or_pending
ABSTRACT_4806D9D316,INSIGHT_0A0CF05C12,P0401,2025,iTE_source,core_iTE_evidenced_insight,True,Thermoelectric Ionic Hydrogel Based on PEDOT:PSS/PAAm for Low-Grade Thermal-Energy Harvesting,10.1021/acsaelm.5c00195,"In order to enhance the thermopower in this study, we employed PEDOT:PSS as an n-type dopant in PAAm hydrogels to induce counterion condensation.",4,569,714,0.624591588973999,True,True,True,False,candidate_additional_CIMO_E_insight_pending_review,INSIGHT_0A0CF05C12,,,,,not_approved_or_pending
