domain,claim_id,relation_id,paper_id,scope,decision_source,review_status,prior_relation_audit,history,verdict,issues,reason
TG,TG:P0019:r010,P0019:r010,P0019,application_sensing,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0020:r003,P0020:r003,P0020,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0021:r002,P0021:r002,P0021,ion_mass_transport,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json""]",supported,[],
TG,TG:P0021:r008,P0021:r008,P0021,application_sensing,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json""]",partial,"[""scope""]","Directly powering LEDs is supported, but this is a power-supply application, not sensing."
TG,TG:P0021:r003,P0021:r003,P0021,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json""]",supported,[],
TG,TG:P0026:r003,P0026:r003,P0026,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0027:r007,P0027:r007,P0027,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0029:r004,P0029:r004,P0029,measurement_method_model,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0032:r006,P0032:r006,P0032,mechanical_environmental_stability,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0032:r002,P0032:r002,P0032,application_sensing,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0034:r008,P0034:r008,P0034,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0035:r004,P0035:r004,P0035,electrode_interface_kinetics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0037:r003,P0037:r003,P0037,measurement_method_model,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",out_of_scope,"[""scope""]",Lists a component included in the mathematical model without extracting a model finding.
TG,TG:P0042:r002,P0042:r002,P0042,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0053:r015,P0053:r015,P0053,electrode_interface_kinetics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0057:r009,P0057:r009,P0057,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",out_of_scope,"[""scope""]",Extracts a device assembly step rather than its reported thermal or electrical findings.
TG,TG:P0058:r002,P0058:r002,P0058,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0062:r005,P0062:r005,P0062,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0066:r002,P0066:r002,P0066,mechanical_environmental_stability,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0073:r008,P0073:r008,P0073,application_sensing,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0080:r006,P0080:r006,P0080,application_sensing,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json""]",supported,[],
TG,TG:P0083:r012,P0083:r012,P0083,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0084:r018,P0084:r018,P0084,application_sensing,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json"", ""exploratory_match_v1/contacted_papers.json"", ""full_retrieval_rrf_v1/diagnostic_packet.json""]",supported,[],
TG,TG:P0087:r011,P0087:r011,P0087,measurement_method_model,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,[],out_of_scope,"[""scope""]","States the purpose of an introduced analysis method, without a quantification finding."
TG,TG:P0087:r012,P0087:r012,P0087,application_sensing,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,[],out_of_scope,"[""scope""]","States an analysis method's intended use, without a disease-risk assessment finding."
TG,TG:P0090:r008,P0090:r008,P0090,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json"", ""full_retrieval_rrf_v1/diagnostic_packet.json""]",out_of_scope,"[""scope""]",Generic low-cost characterization is not a concrete material property or mechanism finding.
TG,TG:P0091:audit_v1_a001,P0091:audit_v1_a001,P0091,intrinsic_material_mechanism,"{""response_path"": ""runs/repair_002/response.json"", ""response_sha256"": ""9a76bcc89f8cd754bccfc84a5376ea86392f9d64fdf2eada50601cad53ec9d1e"", ""input_sha256"": ""f6f82b708b314c91ea7bfd266999a09c9b9bc6a5ede2238d323dbcefa94ff6f8"", ""model"": ""gpt-6-astra"", ""job_id"": ""repair_002"", ""action"": ""add"", ""omission_reference_ids"": [""P0091:g001""], ""omission_link_status"": ""quote_overlap_candidate_links""}",model_repaired_not_independently_rechecked,False,"[""full_audit_v1/contacted_papers.json""]",supported,[],
TG,TG:P0097:r001,P0097:r001,P0097,application_sensing,"{""response_path"": ""runs/repair_003/response.json"", ""response_sha256"": ""537c492aff8c1409cf34abda3bc9400526c8f5974480677ddc1975f1e6e39924"", ""input_sha256"": ""b19380042657142fd6d134414f06db651e24775d503a33b579be78184ce8eff1"", ""model"": ""gpt-6-astra"", ""job_id"": ""repair_003"", ""action"": ""replace""}",model_repaired_not_independently_rechecked,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",out_of_scope,"[""scope""]","Describes the research objective and investigated ingredients, not an established finding."
TG,TG:P0097:audit_v1_a002,P0097:audit_v1_a002,P0097,mechanical_environmental_stability,"{""response_path"": ""runs/repair_003/response.json"", ""response_sha256"": ""537c492aff8c1409cf34abda3bc9400526c8f5974480677ddc1975f1e6e39924"", ""input_sha256"": ""b19380042657142fd6d134414f06db651e24775d503a33b579be78184ce8eff1"", ""model"": ""gpt-6-astra"", ""job_id"": ""repair_003"", ""action"": ""add"", ""omission_reference_ids"": [""P0097:g001"", ""P0097:g002""], ""omission_link_status"": ""quote_overlap_candidate_links""}",model_repaired_not_independently_rechecked,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0098:r002,P0098:r002,P0098,device_thermal_management,"{""response_path"": ""runs/repair_003/response.json"", ""response_sha256"": ""537c492aff8c1409cf34abda3bc9400526c8f5974480677ddc1975f1e6e39924"", ""input_sha256"": ""b19380042657142fd6d134414f06db651e24775d503a33b579be78184ce8eff1"", ""model"": ""gpt-6-astra"", ""job_id"": ""repair_003"", ""action"": ""keep""}",model_reviewed_supported_single_pass,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json""]",supported,[],
TG,TG:P0100:r003,P0100:r003,P0100,measurement_method_model,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",out_of_scope,"[""scope""]",Describes an operating procedure without extracting a method capability or finding.
TG,TG:P0100:r001,P0100:r001,P0100,measurement_method_model,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0104:r004,P0104:r004,P0104,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0112:r010,P0112:r010,P0112,measurement_method_model,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json"", ""exploratory_match_v1/contacted_papers.json""]",supported,[],
TG,TG:P0112:r004,P0112:r004,P0112,electrode_interface_kinetics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json"", ""exploratory_match_v1/contacted_papers.json""]",supported,[],
TG,TG:P0114:r006,P0114:r006,P0114,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json""]",supported,[],
TG,TG:P0120:r008,P0120:r008,P0120,measurement_method_model,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",out_of_scope,"[""scope""]","Reports an experiment's verification purpose, without a verification result or substantive method finding."
TG,TG:P0128:r002,P0128:r002,P0128,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0128:r010,P0128:r010,P0128,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],Faithfully preserves the explicitly stated first-orientation result without correcting the source.
TG,TG:P0128:r016,P0128:r016,P0128,ion_mass_transport,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0128:r007,P0128:r007,P0128,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],Faithfully preserves the explicitly stated latter-two-orientations result.
TG,TG:P0136:r015,P0136:r015,P0136,application_sensing,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0137:r010,P0137:r010,P0137,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0142:r002,P0142:r002,P0142,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0143:r009,P0143:r009,P0143,application_sensing,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0143:r010,P0143:r010,P0143,application_sensing,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",out_of_scope,"[""scope""]",Extracts generic future promise for robotics rather than a substantive application finding.
TG,TG:P0144:r001,P0144:r001,P0144,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0149:r004,P0149:r004,P0149,application_sensing,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",out_of_scope,"[""scope""]",Lists prospective applications; review attribution does not make generic future promise a finding.
TG,TG:P0157:r002,P0157:r002,P0157,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",out_of_scope,"[""scope""]","Extracts component integration alone, omitting the module's substantive sensing function."
TG,TG:P0166:r004,P0166:r004,P0166,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0168:r009,P0168:r009,P0168,application_sensing,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json""]",supported,[],
TG,TG:P0169:r005,P0169:r005,P0169,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0169:r008,P0169:r008,P0169,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0173:r013,P0173:r013,P0173,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0173:r008,P0173:r008,P0173,application_sensing,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0175:r009,P0175:r009,P0175,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0177:r010,P0177:r010,P0177,other_adjacent_domain,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0178:r006,P0178:r006,P0178,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0178:r009,P0178:r009,P0178,mechanical_environmental_stability,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0179:r012,P0179:r012,P0179,application_sensing,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0179:r011,P0179:r011,P0179,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0179:r004,P0179:r004,P0179,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0180:r003,P0180:r003,P0180,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json"", ""full_retrieval_rrf_v1/diagnostic_packet.json""]",supported,[],
TG,TG:P0182:r008,P0182:r008,P0182,application_sensing,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json""]",supported,[],Preserves the explicitly qualified potential for a concrete device capability.
TG,TG:P0188:r006,P0188:r006,P0188,ion_mass_transport,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json""]",supported,[],
TG,TG:P0189:r010,P0189:r010,P0189,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",partial,"[""modality"", ""conditions""]",The numerical study supports a model-derived performance result; model-guided design alone does not preserve that qualification.
TG,TG:P0199:r001,P0199:r001,P0199,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0202:r001,P0202:r001,P0202,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0202:r006,P0202:r006,P0202,mechanical_environmental_stability,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0205:r002,P0205:r002,P0205,mechanical_environmental_stability,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0208:r005,P0208:r005,P0208,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,True,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0209:r006,P0209:r006,P0209,application_sensing,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0212:r003,P0212:r003,P0212,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json""]",supported,[],
TG,TG:P0220:r004,P0220:r004,P0220,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0222:r002,P0222:r002,P0222,ion_mass_transport,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0223:r001,P0223:r001,P0223,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0232:r002,P0232:r002,P0232,measurement_method_model,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",out_of_scope,"[""scope""]","Lists a component of the transport equations, without extracting a substantive model finding."
TG,TG:P0234:r001,P0234:r001,P0234,other_adjacent_domain,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json"", ""exploratory_match_v1/contacted_papers.json""]",supported,[],
TG,TG:P0234:r011,P0234:r011,P0234,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json"", ""exploratory_match_v1/contacted_papers.json""]",out_of_scope,"[""scope""]",The abstract merely introduces this production method in a list of nonconventional reactions.
TG,TG:P0244:r006,P0244:r006,P0244,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",out_of_scope,"[""scope""]","Reports that an influence is discussed, without stating the resulting relationship."
TG,TG:P0257:r007,P0257:r007,P0257,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0257:r002,P0257:r002,P0257,ion_mass_transport,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",out_of_scope,"[""scope""]","Describes the injection arrangement, without a substantive transport finding."
TG,TG:P0257:r009,P0257:r009,P0257,ion_mass_transport,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""initial_graph_v1/contacted_papers.json""]",out_of_scope,"[""scope""]",Forced convection is mentioned as a device feature within a future-potential statement; no transport relationship is reported.
TG,TG:P0261:r001,P0261:r001,P0261,measurement_method_model,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",partial,"[""scope""]","The printability finding is supported, but it describes material flow, recovery and structural properties rather than a measurement method or model."
TG,TG:P0262:r004,P0262:r004,P0262,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json""]",supported,[],
TG,TG:P0263:r009,P0263:r009,P0263,other_adjacent_domain,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0268:r005,P0268:r005,P0268,mechanical_environmental_stability,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0275:r015,P0275:r015,P0275,ion_mass_transport,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",supported,[],
TG,TG:P0275:r001,P0275:r001,P0275,intrinsic_material_mechanism,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""full_audit_v1/contacted_papers.json"", ""initial_graph_v1/contacted_papers.json""]",out_of_scope,"[""scope""]","Extracts only the fabrication method, without a material mechanism or property finding."
TG,TG:P0277:r006,P0277:r006,P0277,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json""]",supported,[],
TG,TG:P0282:r010,P0282:r010,P0282,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/contacted_papers.json""]",supported,[],
TG,TG:P0283:r005,P0283:r005,P0283,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0289:r005,P0289:r005,P0289,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""exploratory_match_v1/contacted_papers.json""]",partial,"[""conditions""]",The joint enhancement is specifically attributed to MWNT electrodes; the extracted relation omits that material context.
TG,TG:P0289:r006,P0289:r006,P0289,electrode_interface_kinetics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json"", ""exploratory_match_v1/contacted_papers.json""]",supported,[],
TG,TG:P0299:r001,P0299:r001,P0299,thermodynamics,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
TG,TG:P0300:r008,P0300:r008,P0300,device_thermal_management,"{""run"": ""full_extraction_v1"", ""action"": ""unchanged""}",not_targeted_by_full_audit_v1,False,"[""full_audit_v1/historical_exclusions.json""]",supported,[],
