concept_id,canonical_concept,concept_type,concept_subtype,parent_domain,graph_role,document_frequency,iTE_document_frequency,TG_document_frequency,first_year,last_year,max_confidence,prediction_eligible,evidence_only
CF458C61212,LiNbO3,material_entity,chemical formula,materials and chemical species,prediction_core,6,6,0,1992,2008,0.9,True,False
C2DA63DEF6B,NO3,material_entity,chemical formula,materials and chemical species,prediction_core,6,4,3,1998,2026,0.9,True,False
C65E336E20C,TEMPO,material_entity,organic redox species,materials and chemical species,prediction_core,6,5,1,2022,2026,0.94,True,False
C962BA9CB74,TeO2,material_entity,chemical formula,materials and chemical species,prediction_core,6,6,0,2007,2016,0.9,True,False
C5DEA4DF37C,Zn4Sb3,material_entity,chemical formula,materials and chemical species,prediction_core,6,6,0,2017,2023,0.9,True,False
C06E312C91F,[Fe(CN)6]4-/3-,material_entity,chemical formula,materials and chemical species,prediction_core,6,3,5,2020,2026,0.9,True,False
C4C0E1A5F69,double-network hydrogel,gel_microstructure,soft-material mechanism,soft-material structure,prediction_core,6,5,3,2022,2026,0.78,True,False
CEA9836CD32,molten salt,material_system,electrolyte and solvent,materials and chemical species,prediction_core,6,2,4,1994,2020,0.94,True,False
CF652A991A2,salting-out,phase_or_species_transition,phase/species transition,phase and species transitions,prediction_core,6,3,4,2024,2026,0.94,True,False
C6B063A770B,supramolecular host-guest redox entropy,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,prediction_core,6,3,3,2016,2026,0.97,True,False
C787F187281,Ag2S,material_entity,chemical formula,materials and chemical species,prediction_core,5,5,0,2000,2025,0.9,True,False
CA601251C65,Ag2Te,material_entity,chemical formula,materials and chemical species,prediction_core,5,5,0,1999,2026,0.9,True,False
C1C16C462DE,B2O3,material_entity,chemical formula,materials and chemical species,prediction_core,5,5,0,1996,2016,0.9,True,False
CA120BDE1A0,Bi2S3,material_entity,chemical formula,materials and chemical species,prediction_core,5,5,0,2010,2026,0.9,True,False
CA026FEDF4D,CoO2,material_entity,chemical formula,materials and chemical species,prediction_core,5,5,0,2006,2015,0.9,True,False
C79788A0653,Cu3SbSe4,material_entity,chemical formula,materials and chemical species,prediction_core,5,5,0,2012,2026,0.9,True,False
C6B56755D0B,Cu7PSe6,material_entity,chemical formula,materials and chemical species,prediction_core,5,5,0,2014,2024,0.9,True,False
C17F807C9B9,K4Fe(CN)6,material_entity,chemical formula,materials and chemical species,prediction_core,5,3,3,2024,2026,0.9,True,False
C17A556FB4A,double-network hydrogel mechanics,gel_microstructure,soft-material mechanism,soft-material structure,prediction_core,5,4,2,2022,2026,0.97,True,False
CA18CB0B312,electron-phonon coupling,solid_state_mechanism,coupled transport,solid-state transport mechanisms,prediction_core,5,5,0,2013,2026,0.94,True,False
C520B85DE7A,grain-boundary scattering,solid_state_mechanism,thermal transport,solid-state transport mechanisms,prediction_core,5,5,0,2016,2025,0.94,True,False
C5E63317596,hierarchical porous electrode interface,electrode_interface,interface/kinetics mechanism,interfaces and kinetics,prediction_core,5,2,4,2021,2024,0.97,True,False
CF066042424,interpenetrating-network thermogalvanic hydrogel,gel_microstructure,soft-material mechanism,soft-material structure,prediction_core,5,3,2,2023,2025,0.97,True,False
C182567E63B,ion concentration-gradient formation,transport_mechanism,concentration gradient,transport mechanisms,prediction_core,5,3,2,2016,2026,0.94,True,False
C6DD69CF62E,polyvinylpyrrolidone (PVP),material_entity,polymer,materials and chemical species,prediction_core,5,4,1,2015,2025,0.94,True,False
C0DB0507249,porous carbon,material_entity,electrode material,materials and chemical species,prediction_core,5,1,4,2015,2026,0.94,True,False
C571D324260,quasi-solid granular electrolyte matrix,material_system,material/system,materials and chemical species,prediction_core,5,4,1,1999,2023,0.97,True,False
C5CA44ABCFC,redox-solvation hybrid entropy,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,prediction_core,5,3,4,2020,2025,0.97,True,False
C58F3B85353,thermoresponsive micellization p/n conversion,phase_or_species_transition,phase/species transition,phase and species transitions,prediction_core,5,3,2,2017,2023,0.97,True,False
C967653EA5F,thermosensitive crystallization,phase_or_species_transition,phase/species transition,phase and species transitions,prediction_core,5,1,4,2022,2026,0.97,True,False
C7FACAA1363,AgCrSe2,material_entity,chemical formula,materials and chemical species,prediction_core,4,4,0,2017,2026,0.9,True,False
C0654736118,AgNO3,material_entity,chemical formula,materials and chemical species,prediction_core,4,3,1,2001,2024,0.9,True,False
C6DEC1AEAD1,CeO2,material_entity,chemical formula,materials and chemical species,prediction_core,4,4,0,1996,2023,0.9,True,False
C3E342044B1,Cu-based n/p redox thermocell,redox_chemistry,redox mechanism,chemical and redox mechanisms,prediction_core,4,1,3,2020,2026,0.97,True,False
C0153E11F9A,Cu-ethylenediamine chelation entropy,redox_chemistry,redox mechanism,chemical and redox mechanisms,prediction_core,4,2,2,2020,2025,0.97,True,False
CC9289BCDC3,CuCrSe2,material_entity,chemical formula,materials and chemical species,prediction_core,4,4,0,2017,2025,0.9,True,False
C5FB209FC2D,F4TCNQ,material_entity,chemical formula,materials and chemical species,prediction_core,4,4,0,2021,2024,0.9,True,False
CE0DABA7381,Fe2O3,material_entity,chemical formula,materials and chemical species,prediction_core,4,4,0,2019,2026,0.9,True,False
CAB931C9F0A,FeCN4-,material_entity,chemical formula,materials and chemical species,prediction_core,4,4,2,2022,2025,0.9,True,False
C3C17DDE1C9,Gutmann-donor ionic-cluster thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,prediction_core,4,3,2,2022,2026,0.97,True,False
C3053810969,K3Fe(CN)6,material_entity,chemical formula,materials and chemical species,prediction_core,4,3,2,2025,2026,0.9,True,False
CB19ED8936D,MoS2,material_entity,two-dimensional material,materials and chemical species,prediction_core,4,4,0,2020,2025,0.94,True,False
C8739CADFFB,P3HT,material_entity,chemical formula,materials and chemical species,prediction_core,4,4,0,2019,2021,0.9,True,False
CC23D89DB7E,SO32-,material_entity,chemical formula,materials and chemical species,prediction_core,4,2,4,2023,2026,0.9,True,False
C9BB9C96ECC,SO42-,material_entity,chemical formula,materials and chemical species,prediction_core,4,2,4,2023,2026,0.9,True,False
C311C0E1A8F,SbCl3,material_entity,chemical formula,materials and chemical species,prediction_core,4,4,0,2009,2021,0.9,True,False
C708A5286C3,SnO2,material_entity,chemical formula,materials and chemical species,prediction_core,4,2,2,2018,2024,0.9,True,False
C8BE37D8558,ZnCl2,material_entity,chemical formula,materials and chemical species,prediction_core,4,3,1,2000,2026,0.9,True,False
CCA96556522,biomass-derived porous carbon electrode,electrode_interface,interface/kinetics mechanism,interfaces and kinetics,prediction_core,4,3,1,2020,2026,0.97,True,False
C696BC0A1E1,carbon electrode,electrode_interface,interface/kinetics mechanism,interfaces and kinetics,prediction_core,4,3,2,2013,2023,0.78,True,False
C35DDE292CA,dynamic crosslinking,gel_microstructure,network structure,soft-material structure,prediction_core,4,3,1,2023,2026,0.94,True,False
CF4A97515AC,gold electrode,material_entity,electrode material,materials and chemical species,prediction_core,4,3,1,2015,2024,0.94,True,False
C720E904BA7,hydration-shell regulation,solvation_entropy,hydration,chemical and redox mechanisms,prediction_core,4,1,4,2020,2026,0.94,True,False
C0E08EF09D4,hydroquinone/benzoquinone,material_entity,redox couple,materials and chemical species,prediction_core,4,2,3,2023,2026,0.94,True,False
CE39B16551E,redox-layer ionic-gradient cell,transport_mechanism,transport mechanism,transport mechanisms,prediction_core,4,2,3,2016,2026,0.97,True,False
C90F2267A45,zwitterionic hydrogel ion regulation,gel_microstructure,soft-material mechanism,soft-material structure,prediction_core,4,3,1,2023,2025,0.97,True,False
CBB7C54B845,Ag8SnSe6,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2016,2023,0.9,True,False
C7977C03A03,BaTiO3,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2002,2024,0.9,True,False
C0B0DE2212C,CO2,material_entity,chemical formula,materials and chemical species,prediction_core,3,1,2,2017,2025,0.9,True,False
CC93188DA83,CaMnO3,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2017,2026,0.9,True,False
CC8794D3FD6,CaZrO3,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2000,2026,0.9,True,False
CA62C8F275F,Co4Sb12,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2011,2021,0.9,True,False
C4E69B706AD,CoO3,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2000,2025,0.9,True,False
C5A8DA1C047,CrO3,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,1996,2015,0.9,True,False
CB40B685934,CuCr1,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2011,2023,0.9,True,False
C9F0185FA8B,FeCl2,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,3,2024,2026,0.9,True,False
C6D6399FFC8,HfS2,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2020,2025,0.9,True,False
CDBBD5033EA,HfSe2,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2020,2025,0.9,True,False
C4B2BA55977,KNO3,material_entity,chemical formula,materials and chemical species,prediction_core,3,2,2,2001,2022,0.9,True,False
C95135079E8,Li2O-1,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2006,2026,0.9,True,False
C8D36DB3ADB,LiBF4,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2018,2026,0.9,True,False
C3683787B5D,LiFePO4,material_entity,chemical formula,materials and chemical species,prediction_core,3,0,3,2023,2026,0.9,True,False
CE10EBC642C,Manning counterion condensation,transport_mechanism,ionic transport,transport mechanisms,prediction_core,3,3,0,2023,2025,0.94,True,False
CCC7004384F,MoO3,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2002,2026,0.9,True,False
CDA058FF9DB,NaBH4,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2020,2025,0.9,True,False
CC80A29B7B0,Nafion,material_entity,ionomer,materials and chemical species,prediction_core,3,2,1,2015,2024,0.94,True,False
CE2D3B9DC27,Nb2O5,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2006,2021,0.9,True,False
C50BCAA1E15,P2O5,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2011,2021,0.9,True,False
C09AAA0C1AA,RCoO3,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2001,2009,0.9,True,False
C6E111EB5CB,RyMxCo4,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2004,2005,0.9,True,False
CC14F8BF81F,WO3,material_entity,chemical formula,materials and chemical species,prediction_core,3,1,2,2022,2026,0.9,True,False
C53D2C5DAAD,ZrS2,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2020,2025,0.9,True,False
CEF493304A1,[BF4],material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2022,2025,0.9,True,False
C557E1688DC,[Fe(CN)6]3-,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2020,2025,0.9,True,False
CFCC465C342,[Fe(CN)6]4-/,material_entity,chemical formula,materials and chemical species,prediction_core,3,3,0,2020,2025,0.9,True,False
C4B11A8C895,biphase-solvation liquid thermocell,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,prediction_core,3,0,3,2022,2026,0.97,True,False
C716D864376,carrageenan,material_entity,biopolymer,materials and chemical species,prediction_core,3,3,1,2026,2026,0.94,True,False
C4AF8816DD4,ion-induced crystallization,phase_or_species_transition,phase/species transition,phase and species transitions,prediction_core,3,0,3,2022,2025,0.94,True,False
C893D3D6E7B,iron electrode,material_entity,electrode material,materials and chemical species,prediction_core,3,0,3,1995,2001,0.94,True,False
C39430F06B7,metal-oxide nanostructured electrode,electrode_interface,interface/kinetics mechanism,interfaces and kinetics,prediction_core,3,1,2,2004,2026,0.97,True,False
C0DAE2172A0,molecular-chaperone redox-gradient stabilization,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,prediction_core,3,2,3,2023,2026,0.97,True,False
C6153FCE2C1,pi-pi stacking,gel_microstructure,intermolecular interaction,soft-material structure,prediction_core,3,3,0,2020,2025,0.94,True,False
C8863595B3A,temperature-dependent electrode potential,device_mechanism,thermoelectrochemical conversion,device-scale conversion mechanisms,prediction_core,3,0,3,2011,2023,0.94,True,False
CFE5351761E,thermoelectric alloy,material_system,solid thermoelectric family,materials and chemical species,prediction_core,3,3,0,2001,2021,0.94,True,False
C9516FFBFC5,volume phase transition,phase_or_species_transition,phase/species transition,phase and species transitions,prediction_core,3,3,0,2021,2025,0.97,True,False
C6AF4664C16,ACrX2,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2016,2025,0.9,True,False
CDEB6762A9E,Ag8GeS6,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2026,2026,0.9,True,False
CF2F6FB6EBC,Ag8GeSe6,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2019,2023,0.9,True,False
CA8978CB039,Ag8SnS6,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2021,2026,0.9,True,False
C4A964C2ABB,AgSbTe2,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2005,2024,0.9,True,False
C4C9A1FEBD0,As2Te3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,1993,2019,0.9,True,False
C42CB50C15C,BF4-,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2022,2023,0.9,True,False
C1E4ABFFD92,BMIMBF4,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2017,2019,0.9,True,False
CFBCD9A3438,Ba8Ga16Ge30,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2003,2013,0.9,True,False
CDCCAF92956,Bi2O3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,1993,2009,0.9,True,False
CE155A90258,Bi2Te2,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2021,2025,0.9,True,False
C0BF9EEDC2F,Bi4V2O11,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,1993,2021,0.9,True,False
C0B1F9020C5,CF3SO3,material_entity,chemical formula,materials and chemical species,prediction_core,2,1,1,2022,2024,0.9,True,False
CC00F42C541,CF3SO3K,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2023,2024,0.9,True,False
CC506F97717,CO3,material_entity,chemical formula,materials and chemical species,prediction_core,2,0,2,2017,2020,0.9,True,False
C5BB38E55EA,Ca3Co4,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2013,2014,0.9,True,False
C527F5CBB4C,CaPd3Ti4O12,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2019,2022,0.9,True,False
CB39303D43C,CaPd3V4O12,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2019,2022,0.9,True,False
C1A31680206,Co4O9,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2012,2012,0.9,True,False
CFE6B3C3D63,CsPbBr3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2021,2026,0.9,True,False
C1A89667A20,CsSnBr3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2024,2025,0.9,True,False
CAB96472991,CsSnI3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2021,2026,0.9,True,False
C3A804F9865,Cu2O,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,1995,2015,0.9,True,False
C736BFAF39B,Cu2SnS3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2012,2025,0.9,True,False
CEC6E56654C,Cu3BiS3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2023,2024,0.9,True,False
CE0C8909862,CuFeS2,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2022,2022,0.9,True,False
C09BDE0D568,CuInS2,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2009,2026,0.9,True,False
CC4208AB219,EMIMBF4,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,1,2013,2014,0.9,True,False
CEF8C3FDF7F,Et2Sb,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2016,2017,0.9,True,False
C6E1ADCF1C9,Et3Si,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2016,2017,0.9,True,False
CAD5BE27D16,EuLnCuSe3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2022,2024,0.9,True,False
C105CA4A74C,Fe3O4,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2023,2023,0.9,True,False
CBEDF6ECEED,GaGe2Te,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2023,2026,0.9,True,False
CB9E68D9D64,GelMA ion-induced crystallization,phase_or_species_transition,phase/species transition,phase and species transitions,prediction_core,2,0,2,2022,2024,0.97,True,False
CD9110998D6,H3PO4,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2021,2024,0.9,True,False
CF00FA35255,HNO3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2007,2014,0.9,True,False
CB9E3EA3865,InCl3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2009,2024,0.9,True,False
CD9CFBAF0F7,KI3,material_entity,chemical formula,materials and chemical species,prediction_core,2,1,1,2021,2025,0.9,True,False
C31E7C0D60C,KSbMoO6,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,1999,2002,0.9,True,False
CBB2D87901B,Li2CrO4,material_entity,chemical formula,materials and chemical species,prediction_core,2,0,2,2013,2015,0.9,True,False
CDAD26E0706,Li2SO4,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,1,2023,2026,0.9,True,False
CCDD59286D4,Li3N,material_entity,chemical formula,materials and chemical species,prediction_core,2,1,1,2000,2025,0.9,True,False
CCD8DCF7C16,LiBaH3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2022,2025,0.9,True,False
C679C375BEF,LiCaH3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2022,2025,0.9,True,False
C3C9A44365B,LiCoO2,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,1,2015,2018,0.9,True,False
CEBF8E29E0A,LiNO3,material_entity,chemical formula,materials and chemical species,prediction_core,2,0,2,2013,2015,0.9,True,False
CB1DCAD4A61,LiSrH3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2022,2025,0.9,True,False
CF2B5CB46E2,MAPbI3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2016,2023,0.9,True,False
C9316052573,MX2,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2020,2025,0.9,True,False
C78DE052B65,MnO2,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2015,2025,0.9,True,False
C8A6C84DB46,NH4,material_entity,chemical formula,materials and chemical species,prediction_core,2,1,1,2025,2026,0.9,True,False
C2FDBC1D6AD,NH4+,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2024,2026,0.9,True,False
C6626CD43C2,Na2O,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2021,2026,0.9,True,False
CC1BFBE56C4,NaBF4,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2018,2023,0.9,True,False
C399CA6EBBF,NbO2,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2015,2017,0.9,True,False
C1ABB4DC192,NdCoO3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2006,2022,0.9,True,False
C06A941BFE8,NdF3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2013,2014,0.9,True,False
C22DDC0180F,Ni-bipyridine hydration-shell entropy,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,prediction_core,2,1,2,2025,2026,0.97,True,False
C479597D0C8,PO4,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,1,2010,2026,0.9,True,False
C6386C58B01,SO4,material_entity,chemical formula,materials and chemical species,prediction_core,2,1,1,2025,2026,0.9,True,False
CD9ECDD15B4,Sb2S3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2010,2019,0.9,True,False
CC27710F85E,Sb2Se3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2017,2019,0.9,True,False
CBF4B438EF7,Sb4S13,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2022,2024,0.9,True,False
C63FF1B953F,SnS2,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2007,2025,0.9,True,False
C56C2053791,Sr8Ga16Ge30,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2003,2013,0.9,True,False
C2880A1DF90,SrMoO3,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2005,2007,0.9,True,False
CCACE9FE8A2,TeO2-,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2016,2026,0.9,True,False
C68E4B8C8BC,Ti2O7,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2014,2020,0.9,True,False
C8C4260ADAE,ZnSO4,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,1,2024,2024,0.9,True,False
CF08E80789C,ZrO2,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,1996,2024,0.9,True,False
C81C02F7A74,ZrSe2,material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2020,2025,0.9,True,False
CBD5EA3A3DA,[Bi3I12],material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2016,2017,0.9,True,False
CAAB7628B33,[C2mim],material_entity,chemical formula,materials and chemical species,prediction_core,2,0,2,2016,2018,0.9,True,False
CF4442F676E,[CoO2],material_entity,chemical formula,materials and chemical species,prediction_core,2,2,0,2009,2012,0.9,True,False
CAEE03ADAC5,bidirectional cationic anchoring thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,prediction_core,2,2,0,2023,2025,0.97,True,False
C0AD9C93101,crown-ether cation complexation,solvation_entropy,supramolecular interaction,chemical and redox mechanisms,prediction_core,2,1,1,2025,2025,0.97,True,False
CEF8B8EB19E,energy filtering,solid_state_mechanism,electronic transport,solid-state transport mechanisms,prediction_core,2,2,0,2017,2025,0.94,True,False
C5BFFEEB7C0,evaporation-assisted concentration gradient,transport_mechanism,transport mechanism,transport mechanisms,prediction_core,2,0,2,2025,2026,0.97,True,False
C47D7BADBF6,ferrocene/ferrocenium,material_entity,redox couple,materials and chemical species,prediction_core,2,0,2,2016,2023,0.94,True,False
CDF76A156B5,high-entropy gel thermocell,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,prediction_core,2,2,1,2025,2025,0.97,True,False
CBFA1FD5D8A,metal selenide,material_system,inorganic material family,materials and chemical species,prediction_core,2,2,0,2018,2021,0.94,True,False
C613599D905,nanochannel membrane,material_system,membrane,materials and chemical species,prediction_core,2,2,1,2018,2026,0.94,True,False
CEA97D4EE60,oriented ion-transport channels,gel_microstructure,network structure,soft-material structure,prediction_core,2,2,0,2023,2025,0.94,True,False
C0E0D20D156,polarized-membrane ionic thermal potential,transport_mechanism,transport mechanism,transport mechanisms,prediction_core,2,2,0,2016,2024,0.97,True,False
C232188E7CE,polymer-electrolyte Soret spectroscopy,transport_mechanism,transport mechanism,transport mechanisms,prediction_core,2,0,2,2020,2023,0.97,True,False
CDBC384EF52,polymer-water interaction,gel_microstructure,polymer-solvent interaction,soft-material structure,prediction_core,2,2,0,2002,2026,0.94,True,False
CD75A87C7E8,porous/pin-electrode thermal-gradient architecture,electrode_interface,interface/kinetics mechanism,interfaces and kinetics,prediction_core,2,1,1,2023,2023,0.97,True,False
CAA2101509C,solid-liquid phase transition,phase_or_species_transition,phase/species transition,phase and species transitions,prediction_core,2,2,1,2024,2025,0.94,True,False
C447C013663,solvent-shell water/DES regulation,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,prediction_core,2,2,1,2020,2025,0.97,True,False
C70B6BBB358,temperature-sensitive phase transition,phase_or_species_transition,phase/species transition,phase and species transitions,prediction_core,2,2,0,2023,2025,0.97,True,False
CA3169DB0C1,water-state regulated MXene hydrogel,gel_microstructure,soft-material mechanism,soft-material structure,prediction_core,2,1,1,2024,2026,0.97,True,False
C8556D9912E,3D ion-channel hydration network,gel_microstructure,soft-material mechanism,soft-material structure,rare_core_evidence,1,1,1,2024,2024,0.97,False,True
CEC59050381,3D-printable shape-customized hydrogel thermocell,gel_microstructure,soft-material mechanism,soft-material structure,rare_core_evidence,1,0,1,2026,2026,0.97,False,True
CC01396E78A,3d multi-structured electrodes. cu2+ crystallization boosts thermopower,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,0,1,2022,2022,0.97,False,True
C539A5327E9,4-/3-. guanidine-induced ferrocyanide crystallization raises thermopower,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,0,1,2022,2022,0.97,False,True
C3BBEDCDF0B,4-/3-. li2so4 thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,1,2023,2023,0.97,False,True
C98FD47A8E4,4-/3-. synergistic thermodiffusion of salt ions,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,1,2020,2020,0.97,False,True
C1879D16E7C,A2B,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
CADFE37626F,A2Zr2O7,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C612E4CF7F2,A3OX,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C49EE4A272A,ABO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C2E8DEF1BED,ABO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C05EBB3701B,ABTe3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CADB285C3E3,ACu3TlSe4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CA82A34D3D6,AE2SiP4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C6F49F84640,AFeO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C738FB2147F,AMO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2007,2007,0.9,False,True
C239156CE05,AMg2Sb2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C5F069FC110,AMn6Bi5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C65517537C6,ASbTe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C0E4EB543F9,ASnCl3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CC4999BD8D5,Ac2MgGa,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CABFE40533B,Ag10Te4Br3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2009,2009,0.9,False,True
C219F836308,Ag2BaSiS4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C11FBBEE97C,Ag2BaSnSe4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
CF6A6C255D0,Ag2Cr2O7,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1995,1995,0.9,False,True
CE917D2DA27,Ag2MoO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1994,1994,0.9,False,True
CB7F7FB6D25,Ag2O-,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2006,2006,0.9,False,True
