cutoff_year,concept_u,concept_v,u_type,v_type,dprev_ite,u_degree_all,v_degree_all,u_degree_tg,v_degree_tg,u_degree_ite,v_degree_ite,common_neighbors,adamic_adar,preferential_attachment,shortest_path,semantic_similarity,cross_type,ite_lead_years_for_u,u_seen_in_ite,u_seen_in_tg,v_seen_in_tg,future_edge_label,future_example_title,future_window
2018,Fe2+/Fe3+ solvation redox chemistry,carbon-electrode redox interface,redox_chemistry,electrode_interface,4,2,2,2,2,2,2,0,0.0,4,4,0.06610018647306698,1,26,1,0,0,0,,2019-2021
2018,Fe2+/Fe3+ solvation redox chemistry,charge-transfer resistance engineering,redox_chemistry,electrode_interface,2,2,1,2,1,2,1,1,0.5138983423697507,2,2,0.016352391656922562,1,26,1,0,0,1,Correlation of Local Crystal Structural and Physical Properties of the Delafossite CuCr1-xFexO2 (0 ≤ x ≤ 1) Series,2019-2021
2018,Fe2+/Fe3+ solvation redox chemistry,deep-eutectic eutogel electrolyte,redox_chemistry,material_system,4,2,2,2,2,2,2,0,0.0,4,4,0.0,1,26,1,0,0,0,,2019-2021
2018,Fe2+/Fe3+ solvation redox chemistry,imidazolium ionic-liquid phase transition electrolyte,redox_chemistry,material_system,3,2,5,2,5,2,5,0,0.0,10,3,0.038039826467439315,1,26,1,0,0,0,,2019-2021
2018,Fe2+/Fe3+ solvation redox chemistry,iodide/triiodide redox chemistry,redox_chemistry,redox_chemistry,4,2,1,2,1,2,1,0,0.0,2,4,0.26373919199025186,0,26,1,0,0,0,,2019-2021
2018,Fe2+/Fe3+ solvation redox chemistry,ion-selectivity membrane transport,redox_chemistry,transport_mechanism,3,2,9,2,9,2,9,0,0.0,18,3,0.005313121839026167,1,26,1,0,0,0,,2019-2021
2018,Fe2+/Fe3+ solvation redox chemistry,moisture-gradient ion transport,redox_chemistry,transport_mechanism,4,2,3,2,3,2,3,0,0.0,6,4,0.02527061864009693,1,26,1,0,0,0,,2019-2021
2018,Fe2+/Fe3+ solvation redox chemistry,organic redox molecular design,redox_chemistry,redox_chemistry,3,2,4,2,4,2,4,0,0.0,8,3,0.07418724259514847,0,26,1,0,0,0,,2019-2021
2018,Fe2+/Fe3+ solvation redox chemistry,phase-transition entropy amplification,redox_chemistry,phase_or_species_transition,3,2,3,2,3,2,3,0,0.0,6,3,0.10161921114893496,1,26,1,0,0,0,,2019-2021
2018,Fe2+/Fe3+ solvation redox chemistry,quasi-solid granular electrolyte matrix,redox_chemistry,material_system,3,2,2,2,2,2,2,0,0.0,4,3,0.010899677681216009,1,26,1,0,0,0,,2019-2021
2018,Fe2+/Fe3+ solvation redox chemistry,redox entropy tuning,redox_chemistry,solvation_entropy,2,2,4,2,4,2,4,1,0.5138983423697507,8,2,0.09676259613404986,1,26,1,0,0,0,,2019-2021
2018,anti-freezing organohydrogel design,carbon-electrode redox interface,gel_microstructure,electrode_interface,4,1,2,1,2,1,2,0,0.0,2,4,0.0,1,12,1,0,0,0,,2019-2021
2018,anti-freezing organohydrogel design,deep-eutectic eutogel electrolyte,gel_microstructure,material_system,4,1,2,1,2,1,2,0,0.0,2,4,0.06829393381491759,1,12,1,0,0,0,,2019-2021
2018,anti-freezing organohydrogel design,ferri/ferrocyanide redox chemistry,gel_microstructure,redox_chemistry,4,1,7,1,7,1,7,0,0.0,7,4,0.0,1,12,1,0,0,0,,2019-2021
2018,anti-freezing organohydrogel design,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,3,1,5,1,5,1,5,0,0.0,5,3,0.0,1,12,1,0,0,0,,2019-2021
2018,anti-freezing organohydrogel design,ion-pair complexation control,gel_microstructure,solvation_entropy,4,1,4,1,4,1,4,0,0.0,4,4,0.0,1,12,1,0,0,0,,2019-2021
2018,anti-freezing organohydrogel design,ion-selectivity membrane transport,gel_microstructure,transport_mechanism,4,1,9,1,9,1,9,0,0.0,9,4,0.0,1,12,1,0,0,1,Thermoelectric Ratchet Effect for Charge Carriers with Hopping Dynamics,2019-2021
2018,anti-freezing organohydrogel design,organic redox molecular design,gel_microstructure,redox_chemistry,2,1,4,1,4,1,4,1,0.7213475204444817,4,2,0.2742912140530949,1,12,1,0,0,0,,2019-2021
2018,anti-freezing organohydrogel design,phase-transition entropy amplification,gel_microstructure,phase_or_species_transition,2,1,3,1,3,1,3,1,0.7213475204444817,3,2,0.0,1,12,1,0,0,0,,2019-2021
2018,anti-freezing organohydrogel design,quasi-solid granular electrolyte matrix,gel_microstructure,material_system,4,1,2,1,2,1,2,0,0.0,2,4,0.0,1,12,1,0,0,0,,2019-2021
2018,anti-freezing organohydrogel design,redox entropy tuning,gel_microstructure,solvation_entropy,3,1,4,1,4,1,4,0,0.0,4,3,0.03622969826864052,1,12,1,0,0,0,,2019-2021
2018,carbon-electrode redox interface,charge-transfer resistance engineering,electrode_interface,electrode_interface,4,2,1,2,1,2,1,0,0.0,2,4,0.013802646085416394,0,6,1,0,0,0,,2019-2021
2018,carbon-electrode redox interface,deep-eutectic eutogel electrolyte,electrode_interface,material_system,4,2,2,2,2,2,2,0,0.0,4,4,0.08322544002662167,1,6,1,0,0,0,,2019-2021
2018,carbon-electrode redox interface,ferri/ferrocyanide redox chemistry,electrode_interface,redox_chemistry,3,2,7,2,7,2,7,0,0.0,14,3,0.06927989216565188,1,6,1,0,0,0,,2019-2021
2018,carbon-electrode redox interface,iodide/triiodide redox chemistry,electrode_interface,redox_chemistry,4,2,1,2,1,2,1,0,0.0,2,4,0.06652171054118766,1,6,1,0,0,0,,2019-2021
2018,carbon-electrode redox interface,ion-pair complexation control,electrode_interface,solvation_entropy,3,2,4,2,4,2,4,0,0.0,8,3,0.01387914201364946,1,6,1,0,0,0,,2019-2021
2018,carbon-electrode redox interface,ion-selectivity membrane transport,electrode_interface,transport_mechanism,3,2,9,2,9,2,9,0,0.0,18,3,0.04409018046931782,1,6,1,0,0,0,,2019-2021
2018,carbon-electrode redox interface,moisture-gradient ion transport,electrode_interface,transport_mechanism,4,2,3,2,3,2,3,0,0.0,6,4,0.0,1,6,1,0,0,0,,2019-2021
2018,carbon-electrode redox interface,organic redox molecular design,electrode_interface,redox_chemistry,2,2,4,2,4,2,4,1,0.6213349345596119,8,2,0.07774743890511196,1,6,1,0,0,0,,2019-2021
2018,carbon-electrode redox interface,phase-transition entropy amplification,electrode_interface,phase_or_species_transition,2,2,3,2,3,2,3,1,0.6213349345596119,6,2,0.004169532408039253,1,6,1,0,0,0,,2019-2021
2018,carbon-electrode redox interface,quasi-solid granular electrolyte matrix,electrode_interface,material_system,3,2,2,2,2,2,2,0,0.0,4,3,0.07251383723856446,1,6,1,0,0,0,,2019-2021
2018,carbon-electrode redox interface,redox entropy tuning,electrode_interface,solvation_entropy,2,2,4,2,4,2,4,1,0.6213349345596119,8,2,0.10029537686709117,1,6,1,0,0,0,,2019-2021
2018,charge-transfer resistance engineering,deep-eutectic eutogel electrolyte,electrode_interface,material_system,4,1,2,1,2,1,2,0,0.0,2,4,0.0,1,25,1,0,0,0,,2019-2021
2018,charge-transfer resistance engineering,imidazolium ionic-liquid phase transition electrolyte,electrode_interface,material_system,3,1,5,1,5,1,5,0,0.0,5,3,0.025222442207593104,1,25,1,0,0,0,,2019-2021
2018,charge-transfer resistance engineering,iodide/triiodide redox chemistry,electrode_interface,redox_chemistry,4,1,1,1,1,1,1,0,0.0,1,4,0.014386419693924844,1,25,1,0,0,0,,2019-2021
2018,charge-transfer resistance engineering,ion-pair complexation control,electrode_interface,solvation_entropy,2,1,4,1,4,1,4,1,0.5138983423697507,4,2,0.0,1,25,1,0,0,1,Unprecedented pressure-driven metallization and topological charge transport in an anion radical salt,2019-2021
2018,charge-transfer resistance engineering,ion-selectivity membrane transport,electrode_interface,transport_mechanism,3,1,9,1,9,1,9,0,0.0,9,3,0.034534406929523614,1,25,1,0,0,0,,2019-2021
2018,charge-transfer resistance engineering,moisture-gradient ion transport,electrode_interface,transport_mechanism,4,1,3,1,3,1,3,0,0.0,3,4,0.03708764722238263,1,25,1,0,0,0,,2019-2021
2018,charge-transfer resistance engineering,organic redox molecular design,electrode_interface,redox_chemistry,3,1,4,1,4,1,4,0,0.0,4,3,0.01323999090835815,1,25,1,0,0,0,,2019-2021
2018,charge-transfer resistance engineering,phase-transition entropy amplification,electrode_interface,phase_or_species_transition,3,1,3,1,3,1,3,0,0.0,3,3,0.08882113654628063,1,25,1,0,0,1,Unprecedented pressure-driven metallization and topological charge transport in an anion radical salt,2019-2021
2018,charge-transfer resistance engineering,quasi-solid granular electrolyte matrix,electrode_interface,material_system,3,1,2,1,2,1,2,0,0.0,2,3,0.0041959158687231305,1,25,1,0,0,0,,2019-2021
2018,charge-transfer resistance engineering,redox entropy tuning,electrode_interface,solvation_entropy,2,1,4,1,4,1,4,1,0.5138983423697507,4,2,0.05172799681460844,1,25,1,0,0,0,,2019-2021
2018,deep-eutectic eutogel electrolyte,ferri/ferrocyanide redox chemistry,material_system,redox_chemistry,3,2,7,2,7,2,7,0,0.0,14,3,0.0,1,4,1,0,0,0,,2019-2021
2018,deep-eutectic eutogel electrolyte,imidazolium ionic-liquid phase transition electrolyte,material_system,material_system,3,2,5,2,5,2,5,0,0.0,10,3,0.19183108545794336,0,4,1,0,0,0,,2019-2021
2018,deep-eutectic eutogel electrolyte,iodide/triiodide redox chemistry,material_system,redox_chemistry,2,2,1,2,1,2,1,1,0.45511961331341866,2,2,0.0,1,4,1,0,0,0,,2019-2021
2018,deep-eutectic eutogel electrolyte,ion-pair complexation control,material_system,solvation_entropy,3,2,4,2,4,2,4,0,0.0,8,3,0.01922575855155814,1,4,1,0,0,0,,2019-2021
2018,deep-eutectic eutogel electrolyte,moisture-gradient ion transport,material_system,transport_mechanism,2,2,3,2,3,2,3,1,0.45511961331341866,6,2,0.0,1,4,1,0,0,0,,2019-2021
2018,deep-eutectic eutogel electrolyte,organic redox molecular design,material_system,redox_chemistry,2,2,4,2,4,2,4,1,0.9102392266268373,8,2,0.02844203206976829,1,4,1,0,0,0,,2019-2021
2018,deep-eutectic eutogel electrolyte,phase-transition entropy amplification,material_system,phase_or_species_transition,3,2,3,2,3,2,3,0,0.0,6,3,0.004044684076152472,1,4,1,0,0,0,,2019-2021
2018,deep-eutectic eutogel electrolyte,quasi-solid granular electrolyte matrix,material_system,material_system,2,2,2,2,2,2,2,1,0.45511961331341866,4,2,0.21954067839216407,0,4,1,0,0,0,,2019-2021
2018,deep-eutectic eutogel electrolyte,redox entropy tuning,material_system,solvation_entropy,3,2,4,2,4,2,4,0,0.0,8,3,0.00657226058157485,1,4,1,0,0,0,,2019-2021
2018,ferri/ferrocyanide redox chemistry,imidazolium ionic-liquid phase transition electrolyte,redox_chemistry,material_system,2,7,5,7,5,7,5,2,1.2352458628142324,35,2,0.0,1,26,1,0,0,0,,2019-2021
2018,ferri/ferrocyanide redox chemistry,iodide/triiodide redox chemistry,redox_chemistry,redox_chemistry,3,7,1,7,1,7,1,0,0.0,7,3,0.2794699559751698,0,26,1,0,0,0,,2019-2021
2018,ferri/ferrocyanide redox chemistry,ion-selectivity membrane transport,redox_chemistry,transport_mechanism,2,7,9,7,9,7,9,1,0.5138983423697507,63,2,0.0,1,26,1,0,0,0,,2019-2021
2018,ferri/ferrocyanide redox chemistry,moisture-gradient ion transport,redox_chemistry,transport_mechanism,3,7,3,7,3,7,3,0,0.0,21,3,0.0060134504068517615,1,26,1,0,0,0,,2019-2021
2018,ferri/ferrocyanide redox chemistry,organic redox molecular design,redox_chemistry,redox_chemistry,2,7,4,7,4,7,4,1,0.7213475204444817,28,2,0.08025662400783794,0,26,1,0,0,0,,2019-2021
2018,ferri/ferrocyanide redox chemistry,phase-transition entropy amplification,redox_chemistry,phase_or_species_transition,2,7,3,7,3,7,3,1,0.5138983423697507,21,2,0.0,1,26,1,0,0,0,,2019-2021
2018,ferri/ferrocyanide redox chemistry,quasi-solid granular electrolyte matrix,redox_chemistry,material_system,2,7,2,7,2,7,2,1,0.5138983423697507,14,2,0.0,1,26,1,0,0,0,,2019-2021
2018,imidazolium ionic-liquid phase transition electrolyte,iodide/triiodide redox chemistry,material_system,redox_chemistry,3,5,1,5,1,5,1,0,0.0,5,3,0.004597989916804227,1,5,1,0,0,0,,2019-2021
2018,imidazolium ionic-liquid phase transition electrolyte,ion-pair complexation control,material_system,solvation_entropy,2,5,4,5,4,5,4,1,0.5138983423697507,20,2,0.07247065758148577,1,5,1,0,0,0,,2019-2021
2018,imidazolium ionic-liquid phase transition electrolyte,ion-selectivity membrane transport,material_system,transport_mechanism,2,5,9,5,9,5,9,1,0.5138983423697507,45,2,0.1001444671610476,1,5,1,0,0,0,,2019-2021
2018,imidazolium ionic-liquid phase transition electrolyte,moisture-gradient ion transport,material_system,transport_mechanism,3,5,3,5,3,5,3,0,0.0,15,3,0.0814229638827982,1,5,1,0,0,0,,2019-2021
2018,imidazolium ionic-liquid phase transition electrolyte,quasi-solid granular electrolyte matrix,material_system,material_system,2,5,2,5,2,5,2,1,0.5138983423697507,10,2,0.1965767213591571,0,5,1,0,0,0,,2019-2021
2018,iodide/triiodide redox chemistry,ion-pair complexation control,redox_chemistry,solvation_entropy,3,1,4,1,4,1,4,0,0.0,4,3,0.005790259047156275,1,9,1,0,0,0,,2019-2021
2018,iodide/triiodide redox chemistry,moisture-gradient ion transport,redox_chemistry,transport_mechanism,2,1,3,1,3,1,3,1,0.45511961331341866,3,2,0.011548084005728508,1,9,1,0,0,0,,2019-2021
2018,iodide/triiodide redox chemistry,organic redox molecular design,redox_chemistry,redox_chemistry,3,1,4,1,4,1,4,0,0.0,4,3,0.06526805560316934,0,9,1,0,0,0,,2019-2021
2018,iodide/triiodide redox chemistry,phase-transition entropy amplification,redox_chemistry,phase_or_species_transition,3,1,3,1,3,1,3,0,0.0,3,3,0.0,1,9,1,0,0,0,,2019-2021
2018,iodide/triiodide redox chemistry,quasi-solid granular electrolyte matrix,redox_chemistry,material_system,2,1,2,1,2,1,2,1,0.45511961331341866,2,2,0.009589260148627666,1,9,1,0,0,0,,2019-2021
2018,iodide/triiodide redox chemistry,redox entropy tuning,redox_chemistry,solvation_entropy,4,1,4,1,4,1,4,0,0.0,4,4,0.08512927942677291,1,9,1,0,0,0,,2019-2021
2018,ion-pair complexation control,ion-selectivity membrane transport,solvation_entropy,transport_mechanism,2,4,9,4,9,4,9,1,0.5138983423697507,36,2,0.05450673663836011,1,8,1,0,0,0,,2019-2021
2018,ion-pair complexation control,moisture-gradient ion transport,solvation_entropy,transport_mechanism,3,4,3,4,3,4,3,0,0.0,12,3,0.03753866252675051,1,8,1,0,0,0,,2019-2021
2018,ion-pair complexation control,organic redox molecular design,solvation_entropy,redox_chemistry,3,4,4,4,4,4,4,0,0.0,16,3,0.0,1,8,1,0,0,0,,2019-2021
2018,ion-pair complexation control,phase-transition entropy amplification,solvation_entropy,phase_or_species_transition,2,4,3,4,3,4,3,1,0.5138983423697507,12,2,0.13963373387115235,1,8,1,0,0,1,Unprecedented pressure-driven metallization and topological charge transport in an anion radical salt,2019-2021
2018,ion-pair complexation control,quasi-solid granular electrolyte matrix,solvation_entropy,material_system,2,4,2,4,2,4,2,1,0.5138983423697507,8,2,0.018086711265092977,1,8,1,0,0,0,,2019-2021
2018,ion-pair complexation control,redox entropy tuning,solvation_entropy,solvation_entropy,2,4,4,4,4,4,4,1,0.5138983423697507,16,2,0.03383135398159689,0,8,1,0,0,0,,2019-2021
2018,ion-selectivity membrane transport,organic redox molecular design,transport_mechanism,redox_chemistry,2,9,4,9,4,9,4,1,0.9102392266268373,36,2,0.005763342914272402,1,20,1,0,0,0,,2019-2021
2018,ion-selectivity membrane transport,phase-transition entropy amplification,transport_mechanism,phase_or_species_transition,2,9,3,9,3,9,3,1,0.5138983423697507,27,2,0.04570431411894917,1,20,1,0,0,0,,2019-2021
2018,ion-selectivity membrane transport,redox entropy tuning,transport_mechanism,solvation_entropy,3,9,4,9,4,9,4,0,0.0,36,3,0.0,1,20,1,0,0,0,,2019-2021
2018,moisture-gradient ion transport,organic redox molecular design,transport_mechanism,redox_chemistry,3,3,4,3,4,3,4,0,0.0,12,3,0.012973413108555008,1,17,1,0,0,0,,2019-2021
2018,moisture-gradient ion transport,phase-transition entropy amplification,transport_mechanism,phase_or_species_transition,3,3,3,3,3,3,3,0,0.0,9,3,0.0743034797541117,1,17,1,0,0,1,Effect of lanthanum on the phase evolution of perovskite barium stannate synthesized through polymerized complex method,2019-2021
2018,moisture-gradient ion transport,quasi-solid granular electrolyte matrix,transport_mechanism,material_system,2,3,2,3,2,3,2,1,0.45511961331341866,6,2,0.015471529198126898,1,17,1,0,0,0,,2019-2021
2018,moisture-gradient ion transport,redox entropy tuning,transport_mechanism,solvation_entropy,4,3,4,3,4,3,4,0,0.0,12,4,0.01347613674208098,1,17,1,0,0,0,,2019-2021
2018,organic redox molecular design,phase-transition entropy amplification,redox_chemistry,phase_or_species_transition,2,4,3,4,3,4,3,2,1.3426824550040934,12,2,0.0,1,6,1,0,0,0,,2019-2021
2018,organic redox molecular design,quasi-solid granular electrolyte matrix,redox_chemistry,material_system,3,4,2,4,2,4,2,0,0.0,8,3,0.07645730481420755,1,6,1,0,0,0,,2019-2021
2018,phase-transition entropy amplification,quasi-solid granular electrolyte matrix,phase_or_species_transition,material_system,2,3,2,3,2,3,2,1,0.5138983423697507,6,2,0.008233950065997638,1,16,1,0,0,1,"Enhancement of Diffusion, Densification and Solid-State Reactions in Dielectric Materials Due to Interfacial Interaction of Microwave Radiation: Theory and Experiment",2019-2021
2018,phase-transition entropy amplification,redox entropy tuning,phase_or_species_transition,solvation_entropy,2,3,4,3,4,3,4,1,0.6213349345596119,12,2,0.2525072765402734,1,16,1,0,0,1,Large barocaloric effects in thermoelectric superionic materials,2019-2021
2018,quasi-solid granular electrolyte matrix,redox entropy tuning,material_system,solvation_entropy,3,2,4,2,4,2,4,0,0.0,8,3,0.006182881116452104,1,20,1,0,0,0,,2019-2021
2019,Fe2+/Fe3+ solvation redox chemistry,anti-freezing organohydrogel design,redox_chemistry,gel_microstructure,3,2,3,2,3,2,3,0,0.0,6,3,0.0,1,27,1,0,0,0,,2020-2022
2019,Fe2+/Fe3+ solvation redox chemistry,carbon-electrode redox interface,redox_chemistry,electrode_interface,4,2,2,2,2,2,2,0,0.0,4,4,0.07433262600736244,1,27,1,0,0,0,,2020-2022
2019,Fe2+/Fe3+ solvation redox chemistry,cation/anion thermodiffusion asymmetry,redox_chemistry,transport_mechanism,3,2,2,2,2,2,2,0,0.0,4,3,0.0821185054097805,1,27,1,0,0,0,,2020-2022
2019,Fe2+/Fe3+ solvation redox chemistry,cellulose nanofiber scaffold,redox_chemistry,gel_microstructure,3,2,4,2,4,2,4,0,0.0,8,3,0.0,1,27,1,0,0,0,,2020-2022
2019,Fe2+/Fe3+ solvation redox chemistry,chaotropic polymer-water disruption,redox_chemistry,gel_microstructure,2,2,4,2,4,2,4,1,0.5138983423697507,8,2,0.03739554658752531,1,27,1,0,0,0,,2020-2022
2019,Fe2+/Fe3+ solvation redox chemistry,charge-transfer resistance engineering,redox_chemistry,electrode_interface,2,2,2,2,2,2,2,1,0.5138983423697507,4,2,0.016926232367314137,1,27,1,0,0,1,Correlation of Local Crystal Structural and Physical Properties of the Delafossite CuCr1-xFexO2 (0 ≤ x ≤ 1) Series,2020-2022
2019,Fe2+/Fe3+ solvation redox chemistry,deep-eutectic eutogel electrolyte,redox_chemistry,material_system,4,2,2,2,2,2,2,0,0.0,4,4,0.0,1,27,1,0,0,0,,2020-2022
2019,Fe2+/Fe3+ solvation redox chemistry,dynamic crosslinked gel network,redox_chemistry,gel_microstructure,3,2,2,2,2,2,2,0,0.0,4,3,0.0,1,27,1,0,0,0,,2020-2022
2019,Fe2+/Fe3+ solvation redox chemistry,imidazolium ionic-liquid phase transition electrolyte,redox_chemistry,material_system,3,2,5,2,5,2,5,0,0.0,10,3,0.03146350622487521,1,27,1,0,0,0,,2020-2022
2019,Fe2+/Fe3+ solvation redox chemistry,iodide/triiodide redox chemistry,redox_chemistry,redox_chemistry,4,2,1,2,1,2,1,0,0.0,2,4,0.2754568870594124,0,27,1,0,0,0,,2020-2022
2019,Fe2+/Fe3+ solvation redox chemistry,ion-selectivity membrane transport,redox_chemistry,transport_mechanism,3,2,9,2,9,2,9,0,0.0,18,3,0.004065129656193682,1,27,1,0,0,0,,2020-2022
2019,Fe2+/Fe3+ solvation redox chemistry,moisture-gradient ion transport,redox_chemistry,transport_mechanism,3,2,6,2,6,2,6,0,0.0,12,3,0.022296979107307418,1,27,1,0,0,0,,2020-2022
2019,Fe2+/Fe3+ solvation redox chemistry,organic redox molecular design,redox_chemistry,redox_chemistry,3,2,4,2,4,2,4,0,0.0,8,3,0.08259390897727124,0,27,1,0,0,0,,2020-2022
2019,Fe2+/Fe3+ solvation redox chemistry,phase-transition entropy amplification,redox_chemistry,phase_or_species_transition,3,2,5,2,5,2,5,0,0.0,10,3,0.0864397326605566,1,27,1,0,0,0,,2020-2022
2019,Fe2+/Fe3+ solvation redox chemistry,quasi-solid granular electrolyte matrix,redox_chemistry,material_system,3,2,2,2,2,2,2,0,0.0,4,3,0.011151509073099836,1,27,1,0,0,0,,2020-2022
2019,Fe2+/Fe3+ solvation redox chemistry,redox entropy tuning,redox_chemistry,solvation_entropy,2,2,4,2,4,2,4,1,0.5138983423697507,8,2,0.10749823545756174,1,27,1,0,0,0,,2020-2022
2019,Fe2+/Fe3+ solvation redox chemistry,soft mixed ionic-electronic coupling,redox_chemistry,transport_mechanism,3,2,3,2,3,2,3,0,0.0,6,3,0.015394017128706455,1,27,1,0,0,0,,2020-2022
2019,anti-freezing organohydrogel design,carbon-electrode redox interface,gel_microstructure,electrode_interface,4,3,2,3,2,3,2,0,0.0,6,4,0.0,1,13,1,0,0,0,,2020-2022
2019,anti-freezing organohydrogel design,cation/anion thermodiffusion asymmetry,gel_microstructure,transport_mechanism,4,3,2,3,2,3,2,0,0.0,6,4,0.0,1,13,1,0,0,0,,2020-2022
2019,anti-freezing organohydrogel design,cellulose nanofiber scaffold,gel_microstructure,gel_microstructure,4,3,4,3,4,3,4,0,0.0,12,4,0.010409402056969616,0,13,1,0,0,0,,2020-2022
2019,anti-freezing organohydrogel design,charge-transfer resistance engineering,gel_microstructure,electrode_interface,3,3,2,3,2,3,2,0,0.0,6,3,0.0260784738943494,1,13,1,0,0,0,,2020-2022
2019,anti-freezing organohydrogel design,deep-eutectic eutogel electrolyte,gel_microstructure,material_system,4,3,2,3,2,3,2,0,0.0,6,4,0.06480446564547086,1,13,1,0,0,1,Quasi-solid conductive gels with high thermoelectric properties and high mechanical stretchability consisting of a low cost and green deep eutectic solvent,2020-2022
2019,anti-freezing organohydrogel design,ferri/ferrocyanide redox chemistry,gel_microstructure,redox_chemistry,2,3,7,3,7,3,7,1,0.7213475204444817,21,2,0.0,1,13,1,0,0,0,,2020-2022
2019,anti-freezing organohydrogel design,imidazolium ionic-liquid phase transition electrolyte,gel_microstructure,material_system,3,3,5,3,5,3,5,0,0.0,15,3,0.0,1,13,1,0,0,0,,2020-2022
2019,anti-freezing organohydrogel design,ion-pair complexation control,gel_microstructure,solvation_entropy,3,3,4,3,4,3,4,0,0.0,12,3,0.0,1,13,1,0,0,0,,2020-2022
2019,anti-freezing organohydrogel design,ion-selectivity membrane transport,gel_microstructure,transport_mechanism,4,3,9,3,9,3,9,0,0.0,27,4,0.0,1,13,1,0,0,1,Thermoelectric Ratchet Effect for Charge Carriers with Hopping Dynamics,2020-2022
2019,anti-freezing organohydrogel design,moisture-gradient ion transport,gel_microstructure,transport_mechanism,3,3,6,3,6,3,6,0,0.0,18,3,0.0,1,13,1,0,0,1,Quasi-solid conductive gels with high thermoelectric properties and high mechanical stretchability consisting of a low cost and green deep eutectic solvent,2020-2022
2019,anti-freezing organohydrogel design,organic redox molecular design,gel_microstructure,redox_chemistry,2,3,4,3,4,3,4,1,0.7213475204444817,12,2,0.2812209404809062,1,13,1,0,0,0,,2020-2022
2019,anti-freezing organohydrogel design,phase-transition entropy amplification,gel_microstructure,phase_or_species_transition,2,3,5,3,5,3,5,1,0.7213475204444817,15,2,0.0,1,13,1,0,0,0,,2020-2022
2019,anti-freezing organohydrogel design,quasi-solid granular electrolyte matrix,gel_microstructure,material_system,4,3,2,3,2,3,2,0,0.0,6,4,0.0,1,13,1,0,0,0,,2020-2022
2019,anti-freezing organohydrogel design,redox entropy tuning,gel_microstructure,solvation_entropy,2,3,4,3,4,3,4,1,0.7213475204444817,12,2,0.03175235987145813,1,13,1,0,0,0,,2020-2022
2019,anti-freezing organohydrogel design,soft mixed ionic-electronic coupling,gel_microstructure,transport_mechanism,4,3,3,3,3,3,3,0,0.0,9,4,0.020306355443697428,1,13,1,0,0,0,,2020-2022
2019,carbon-electrode redox interface,cation/anion thermodiffusion asymmetry,electrode_interface,transport_mechanism,3,2,2,2,2,2,2,0,0.0,4,3,0.010059819108040375,1,7,1,0,0,0,,2020-2022
2019,carbon-electrode redox interface,cellulose nanofiber scaffold,electrode_interface,gel_microstructure,3,2,4,2,4,2,4,0,0.0,8,3,0.0,1,7,1,0,0,0,,2020-2022
2019,carbon-electrode redox interface,chaotropic polymer-water disruption,electrode_interface,gel_microstructure,3,2,4,2,4,2,4,0,0.0,8,3,0.014343165281484521,1,7,1,0,0,0,,2020-2022
2019,carbon-electrode redox interface,charge-transfer resistance engineering,electrode_interface,electrode_interface,3,2,2,2,2,2,2,0,0.0,4,3,0.014740946848341475,0,7,1,0,0,0,,2020-2022
2019,carbon-electrode redox interface,deep-eutectic eutogel electrolyte,electrode_interface,material_system,4,2,2,2,2,2,2,0,0.0,4,4,0.0784829593427616,1,7,1,0,0,0,,2020-2022
2019,carbon-electrode redox interface,dynamic crosslinked gel network,electrode_interface,gel_microstructure,4,2,2,2,2,2,2,0,0.0,4,4,0.0,1,7,1,0,0,0,,2020-2022
2019,carbon-electrode redox interface,ferri/ferrocyanide redox chemistry,electrode_interface,redox_chemistry,3,2,7,2,7,2,7,0,0.0,14,3,0.07682451701108133,1,7,1,0,0,0,,2020-2022
2019,carbon-electrode redox interface,iodide/triiodide redox chemistry,electrode_interface,redox_chemistry,4,2,1,2,1,2,1,0,0.0,2,4,0.07419334200412621,1,7,1,0,0,0,,2020-2022
2019,carbon-electrode redox interface,ion-pair complexation control,electrode_interface,solvation_entropy,3,2,4,2,4,2,4,0,0.0,8,3,0.014113928256736087,1,7,1,0,0,0,,2020-2022
2019,carbon-electrode redox interface,ion-selectivity membrane transport,electrode_interface,transport_mechanism,3,2,9,2,9,2,9,0,0.0,18,3,0.04295348715130961,1,7,1,0,0,0,,2020-2022
2019,carbon-electrode redox interface,moisture-gradient ion transport,electrode_interface,transport_mechanism,3,2,6,2,6,2,6,0,0.0,12,3,0.0,1,7,1,0,0,0,,2020-2022
2019,carbon-electrode redox interface,organic redox molecular design,electrode_interface,redox_chemistry,2,2,4,2,4,2,4,1,0.6213349345596119,8,2,0.08630449142648375,1,7,1,0,0,0,,2020-2022
2019,carbon-electrode redox interface,phase-transition entropy amplification,electrode_interface,phase_or_species_transition,2,2,5,2,5,2,5,1,0.6213349345596119,10,2,0.0038053989726389297,1,7,1,0,0,0,,2020-2022
2019,carbon-electrode redox interface,quasi-solid granular electrolyte matrix,electrode_interface,material_system,3,2,2,2,2,2,2,0,0.0,4,3,0.06788572636413723,1,7,1,0,0,0,,2020-2022
2019,carbon-electrode redox interface,redox entropy tuning,electrode_interface,solvation_entropy,2,2,4,2,4,2,4,1,0.6213349345596119,8,2,0.11067341786840748,1,7,1,0,0,0,,2020-2022
