cutoff_year,concept_u,concept_v,u_type,v_type,dprev_ite,u_degree_all,v_degree_all,u_degree_tg,v_degree_tg,u_degree_ite,v_degree_ite,common_neighbors,adamic_adar,preferential_attachment,shortest_path,semantic_similarity,cross_type,ite_lead_years_for_u,u_seen_in_ite,u_seen_in_tg,v_seen_in_tg,future_edge_label,future_example_title,future_window,ml_score,graph_score,hybrid_score
2022,cellulose nanofiber scaffold,deep-eutectic eutogel electrolyte,gel_microstructure,material_system,2,12,4,12,4,12,4,3,1.188731368874946,48,2,0.0,1,6,1,0,0,1,Conversion of wood into n-type ionic thermoelectric material through CuCl2 treatment and subsequent DES-enabled fibrillation-quaternization,2023-2026,0.5389340674258594,1.2591639871382636,0.6959807073954984
2022,carbon-electrode redox interface,dynamic crosslinked gel network,electrode_interface,gel_microstructure,2,3,12,3,12,3,12,1,0.35295612386476116,36,2,0.0,1,10,1,0,0,0,,2023-2026,0.6088616424551769,0.8916398713826366,0.6935691318327974
2022,cation/anion thermodiffusion asymmetry,gel-confined redox transport,transport_mechanism,gel_microstructure,2,4,10,4,10,4,10,2,0.7276998587040522,40,2,0.0,1,7,1,0,0,1,Phase transition driven tough hydrogel ionic thermoelectric cell with giant thermopower,2023-2026,0.5712652830858247,1.0717041800643086,0.6909967845659164
2022,carbon-electrode redox interface,moisture-gradient ion transport,electrode_interface,transport_mechanism,2,3,11,3,11,3,11,1,0.35295612386476116,33,2,0.0,1,10,1,0,0,0,,2023-2026,0.615941660009297,0.8353697749196142,0.6852090032154341
2022,cation/anion thermodiffusion asymmetry,phase-transition entropy amplification,transport_mechanism,phase_or_species_transition,2,4,12,4,12,4,12,3,1.1447322501282986,48,2,0.09848347473837063,1,7,1,0,0,1,Phase transition driven tough hydrogel ionic thermoelectric cell with giant thermopower,2023-2026,0.5234957040785493,1.3345659163987138,0.6834405144694533
2022,gel-confined redox transport,soft mixed ionic-electronic coupling,gel_microstructure,transport_mechanism,2,10,5,10,5,10,5,1,0.31066746727980593,50,2,0.009180139703240577,1,3,1,0,0,0,,2023-2026,0.5668130012242767,1.0186495176848875,0.6757234726688103
2022,charge-transfer resistance engineering,convection-resolved resistance decomposition,electrode_interface,transport_mechanism,2,8,2,8,2,8,2,1,0.35295612386476116,16,2,0.23961480511862107,1,29,1,0,0,1,Convection Effect on Resistance Components in Liquid Thermoelectric Converter,2023-2026,0.6296766333809143,0.7081993569131833,0.672508038585209
2022,chaotropic polymer-water disruption,deep-eutectic eutogel electrolyte,gel_microstructure,material_system,2,7,4,7,4,7,4,1,0.3898712452512801,28,2,0.01750029873775486,1,5,1,0,0,1,Impact of halide anions on ionic transport and thermoelectric properties of polyvinyl alcohol-based eutectogel,2023-2026,0.5984379087364288,0.8453376205787781,0.6696141479099679
2022,anti-freezing organohydrogel design,quasi-solid granular electrolyte matrix,gel_microstructure,material_system,2,13,4,13,4,13,4,2,0.679936840348661,52,2,0.0,1,16,1,0,0,0,,2023-2026,0.5261513868536849,1.1730707395498392,0.6581993569131832
2022,cellulose nanofiber scaffold,quasi-solid granular electrolyte matrix,gel_microstructure,material_system,2,12,4,12,4,12,4,2,0.679936840348661,48,2,0.0,1,6,1,0,0,0,,2023-2026,0.5311052585872376,1.120016077170418,0.6524115755627009
2022,anti-freezing organohydrogel design,cation/anion thermodiffusion asymmetry,gel_microstructure,transport_mechanism,2,13,4,13,4,13,4,2,0.7276998587040522,52,2,0.0,1,16,1,0,0,1,Thermal potential induced redox reaction enabled ionic thermoelectric generator,2023-2026,0.5212692537841324,1.1938906752411573,0.6491961414790997
2022,Fe2+/Fe3+ solvation redox chemistry,hierarchical porous electrode interface,redox_chemistry,electrode_interface,2,7,7,7,7,7,7,3,1.2466854275562125,49,2,0.0,1,30,1,0,0,0,,2023-2026,0.5118037694500331,1.2937299035369774,0.6442122186495177
2022,iodide/triiodide redox chemistry,redox entropy tuning,redox_chemistry,solvation_entropy,2,6,11,6,11,6,11,2,0.8245658096495567,66,2,0.0913977907805731,1,13,1,0,0,0,,2023-2026,0.49814476925500273,1.3803054662379421,0.6437299035369775
2022,hierarchical porous electrode interface,iodide/triiodide redox chemistry,electrode_interface,redox_chemistry,2,7,6,7,6,7,6,2,0.679936840348661,42,2,0.007210546925100565,1,1,1,0,0,0,,2023-2026,0.5251579466575266,1.0880225080385852,0.6403536977491961
2022,chaotropic polymer-water disruption,soft mixed ionic-electronic coupling,gel_microstructure,transport_mechanism,2,7,5,7,5,7,5,1,0.35295612386476116,35,2,0.01220046173650391,1,5,1,0,0,1,Direct ink writing of PEDOT eutectogels as substrate-free dry electrodes for electromyography,2023-2026,0.5575955777397918,0.8927652733118973,0.6361736334405145
2022,ferri/ferrocyanide redox chemistry,ion-selectivity membrane transport,redox_chemistry,transport_mechanism,2,9,15,9,15,9,15,2,0.8245658096495567,135,2,0.0,1,30,1,0,0,1,Lotus-root-fiber inspired stretchable and self-healing ionic thermoelectric gels with carbon nanotubes for enhanced high-temperature performance,2023-2026,0.4547975152844611,1.4962218649517685,0.6220257234726687
2022,hierarchical porous electrode interface,thermoresponsive micellization p/n conversion,electrode_interface,phase_or_species_transition,3,7,2,7,2,7,2,0,0.0,14,3,0.0,1,1,1,0,0,0,,2023-2026,0.6617801076836131,0.34533762057877815,0.6217041800643086
2022,ion-pair complexation control,nanochannel-confined ion transport,solvation_entropy,transport_mechanism,2,11,5,11,5,11,5,2,0.7130970716616506,55,2,0.03411421554207333,1,12,1,0,0,1,Enhancing thermoelectric conversion efficiency of hydrogel-based supercapacitors by the three-dimensional ion channels hydration,2023-2026,0.5001713307448625,1.2536173633440513,0.6163987138263666
2022,Fe2+/Fe3+ solvation redox chemistry,anti-freezing organohydrogel design,redox_chemistry,gel_microstructure,2,7,13,7,13,7,13,2,0.9320024018394177,91,2,0.0,1,30,1,0,0,1,Liquid thermoelectric conversion devices composed of several organic solvents,2023-2026,0.462465598157383,1.4323954983922829,0.6152733118971061
2022,Fe2+/Fe3+ solvation redox chemistry,cellulose nanofiber scaffold,redox_chemistry,gel_microstructure,2,7,12,7,12,7,12,2,0.7276998587040522,84,2,0.0,1,30,1,0,0,1,Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,2023-2026,0.4739666121532885,1.3691318327974276,0.6133440514469454
2022,hierarchical porous electrode interface,quasi-solid granular electrolyte matrix,electrode_interface,material_system,2,7,4,7,4,7,4,2,0.679936840348661,28,2,0.07878268988962042,1,1,1,0,0,0,,2023-2026,0.5224985925488681,0.987379421221865,0.6072347266881029
2022,gel-confined redox transport,ion-dipole interaction transport,gel_microstructure,transport_mechanism,2,10,1,10,1,10,1,1,0.3898712452512801,10,2,0.2239923777001802,1,3,1,0,0,1,An n-type ionic thermoelectric hydrogel with confined cation diffusion for boosted low-grade heat harvesting,2023-2026,0.5932298929212508,0.6112540192926046,0.6059485530546623
2022,moisture-gradient ion transport,quasi-solid granular electrolyte matrix,transport_mechanism,material_system,2,11,4,11,4,11,4,3,1.0823664447305057,44,2,0.016229254616953313,1,21,1,0,0,0,,2023-2026,0.4961709714675124,1.2367363344051445,0.6046623794212218
2022,carbon-electrode redox interface,redox entropy tuning,electrode_interface,solvation_entropy,2,3,11,3,11,3,11,2,0.8668544662345119,33,2,0.11515655281287361,1,10,1,0,0,0,,2023-2026,0.5044902005836844,1.1057877813504824,0.5988745980707395
2022,gel-confined redox transport,thermoresponsive micellization p/n conversion,gel_microstructure,phase_or_species_transition,2,10,2,10,2,10,2,2,0.8340647828484926,20,2,0.014680378978326782,1,3,1,0,0,0,,2023-2026,0.5337195046677704,0.8811093247588424,0.5980707395498392
2022,chaotropic polymer-water disruption,ion-selectivity membrane transport,gel_microstructure,transport_mechanism,2,7,15,7,15,7,15,2,0.7923008496331247,105,2,0.0026273966991757418,1,5,1,0,0,1,Stable ionic thermopower materials for waste heat recovery above 100 °C,2023-2026,0.45093042235878444,1.45024115755627,0.594855305466238
2022,iodide/triiodide redox chemistry,ion-pair complexation control,redox_chemistry,solvation_entropy,2,6,11,6,11,6,11,2,0.7130970716616506,66,2,0.005126571588678974,1,13,1,0,0,1,Host-Guest Complexation of α-Cyclodextrin and Triiodide Ions for Enhanced Performance of Ionic Thermoelectric Capacitors,2023-2026,0.4754656700145,1.2838424437299034,0.5938906752411575
2022,hierarchical porous electrode interface,organic redox molecular design,electrode_interface,redox_chemistry,2,7,7,7,7,7,7,1,0.31066746727980593,49,2,0.004986162481700302,1,1,1,0,0,0,,2023-2026,0.5170460811573392,0.9909967845659164,0.5937299035369775
2022,convection-resolved resistance decomposition,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,2,2,7,2,7,2,7,2,1.2631953504915985,14,2,0.07166590966619406,1,10,1,0,0,0,,2023-2026,0.5230772222848316,0.8931672025723473,0.5913183279742765
2022,cellulose nanofiber scaffold,convection-resolved resistance decomposition,gel_microstructure,transport_mechanism,3,12,2,12,2,12,2,0,0.0,24,3,0.0,1,6,1,0,0,0,,2023-2026,0.6107981860677416,0.48038585209003215,0.5887459807073956
2022,ion-selectivity membrane transport,redox entropy tuning,transport_mechanism,solvation_entropy,2,15,11,15,11,15,11,1,0.31066746727980593,165,2,0.0,1,24,1,0,0,0,,2023-2026,0.4634693749347438,1.3014469453376205,0.5869774919614148
2022,chaotropic polymer-water disruption,quasi-solid granular electrolyte matrix,gel_microstructure,material_system,3,7,4,7,4,7,4,0,0.0,28,3,0.010111018314194788,1,5,1,0,0,0,,2023-2026,0.5881666345581118,0.5680064308681672,0.5831189710610932
2022,gel-confined redox transport,iodide/triiodide redox chemistry,gel_microstructure,redox_chemistry,2,10,6,10,6,10,6,1,0.31066746727980593,60,2,0.07484667616538788,1,3,1,0,0,0,,2023-2026,0.49255469236173094,1.123151125401929,0.582475884244373
2022,imidazolium ionic-liquid phase transition electrolyte,quasi-solid granular electrolyte matrix,material_system,material_system,2,7,4,7,4,7,4,2,0.7130970716616506,28,2,0.20089155185196286,0,9,1,0,0,0,,2023-2026,0.5112900007193052,1.0057073954983924,0.5813504823151125
2022,imidazolium ionic-liquid phase transition electrolyte,soft mixed ionic-electronic coupling,material_system,transport_mechanism,2,7,5,7,5,7,5,2,0.6636235911445671,35,2,0.17769791673082982,1,9,1,0,0,0,,2023-2026,0.5023251877658323,1.0686495176848876,0.5811897106109325
2022,ion-dipole interaction transport,redox entropy tuning,transport_mechanism,solvation_entropy,3,1,11,1,11,1,11,0,0.0,11,3,0.0,1,4,1,0,0,0,,2023-2026,0.6313399457517775,0.2810289389067524,0.5811897106109324
2022,nanochannel-confined ion transport,soft mixed ionic-electronic coupling,transport_mechanism,transport_mechanism,2,5,5,5,5,5,5,3,1.130129463085897,25,2,0.02146943811694797,0,5,1,0,0,0,,2023-2026,0.5028993325354705,1.052411575562701,0.5810289389067524
2022,hierarchical porous electrode interface,redox entropy tuning,electrode_interface,solvation_entropy,2,7,11,7,11,7,11,2,0.7657870805932245,77,2,0.0052555128869613225,1,1,1,0,0,0,,2023-2026,0.45464669882249287,1.3552250803858519,0.5805466237942123
2022,carbon-electrode redox interface,cellulose nanofiber scaffold,electrode_interface,gel_microstructure,3,3,12,3,12,3,12,0,0.0,36,3,0.0,1,10,1,0,0,0,,2023-2026,0.55764735619017,0.6540192926045015,0.5769292604501608
2022,ferri/ferrocyanide redox chemistry,soft mixed ionic-electronic coupling,redox_chemistry,transport_mechanism,2,9,5,9,5,9,5,2,0.6636235911445671,45,2,0.0,1,30,1,0,0,1,High thermoelectric conversion through an optimal contribution of electronic carriers in polymeric mixed ionic-electronic conducting films,2023-2026,0.4954744513773675,1.0884244372990353,0.5766881028938906
2022,cation/anion thermodiffusion asymmetry,chaotropic polymer-water disruption,transport_mechanism,gel_microstructure,2,4,7,4,7,4,7,2,0.7699885152890075,28,2,0.024255059941024785,1,7,1,0,0,1,Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors,2023-2026,0.5091124865645172,0.994855305466238,0.5760450160771704
2022,hierarchical porous electrode interface,imidazolium ionic-liquid phase transition electrolyte,electrode_interface,material_system,2,7,7,7,7,7,7,1,0.31066746727980593,49,2,0.0705312256538559,1,1,1,0,0,0,,2023-2026,0.5019563740665671,1.0440514469453377,0.5745980707395499
2022,ferri/ferrocyanide redox chemistry,selective solvation entropy engineering,redox_chemistry,solvation_entropy,2,9,5,9,5,9,5,4,1.8150472905075143,45,2,0.0,1,30,1,0,0,1,Antisolvent engineering enhanced high-entropy liquid flow thermocells with giant power densities for low-grade heat harvesting,2023-2026,0.4554130779632961,1.2962218649517685,0.570096463022508
2022,gel-confined redox transport,nanochannel-confined ion transport,gel_microstructure,transport_mechanism,2,10,5,10,5,10,5,1,0.31066746727980593,50,2,0.6235260771277377,1,3,1,0,0,1,Long-Term Serviceable Ionic Thermoelectric Hydrogel with Temperature and Moisture Dual-Driven Waste Energy Harvesting Capability,2023-2026,0.490069325879796,1.0810289389067524,0.5691318327974276
2022,chaotropic polymer-water disruption,thermoresponsive micellization p/n conversion,gel_microstructure,phase_or_species_transition,2,7,2,7,2,7,2,1,0.4170323914242463,14,2,0.02421676665962002,1,5,1,0,0,0,,2023-2026,0.5418626150539949,0.6756430868167203,0.567524115755627
2022,Fe2+/Fe3+ solvation redox chemistry,cation/anion thermodiffusion asymmetry,redox_chemistry,transport_mechanism,2,7,4,7,4,7,4,2,0.6636235911445671,28,2,0.07144526913944745,1,30,1,0,0,1,Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,2023-2026,0.5082561764182035,0.9731511254019293,0.564951768488746
2022,ferri/ferrocyanide redox chemistry,thermoresponsive micellization p/n conversion,redox_chemistry,phase_or_species_transition,2,9,2,9,2,9,2,2,0.8340647828484926,18,2,0.0,1,30,1,0,0,0,,2023-2026,0.5212353834886472,0.8233922829581993,0.5638263665594856
2022,nanochannel-confined ion transport,phase-transition entropy amplification,transport_mechanism,phase_or_species_transition,2,5,12,5,12,5,12,2,0.7276998587040522,60,2,0.050178967148398895,1,5,1,0,0,1,Nanofluidic ionic thermoelectric energy conversion through the thermal management of electronic devices using composite phase-change material,2023-2026,0.44875623527819447,1.3088424437299033,0.5578778135048231
2022,cation/anion thermodiffusion asymmetry,ion-selectivity membrane transport,transport_mechanism,transport_mechanism,2,4,15,4,15,4,15,2,0.7276998587040522,60,2,0.007605123739860953,0,7,1,0,0,1,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,2023-2026,0.451080170070231,1.2696141479099676,0.5519292604501608
2022,cellulose nanofiber scaffold,thermoresponsive micellization p/n conversion,gel_microstructure,phase_or_species_transition,2,12,2,12,2,12,2,1,0.4170323914242463,24,2,0.029416461474644072,1,6,1,0,0,0,,2023-2026,0.5164439351025308,0.8145498392282958,0.5490353697749196
2022,Fe2+/Fe3+ solvation redox chemistry,convection-resolved resistance decomposition,redox_chemistry,transport_mechanism,2,7,2,7,2,7,2,1,0.35295612386476116,14,2,0.0662618130746562,1,30,1,0,0,1,Concentration dependence of resistance components in solutions containing dissolved Fe2+/Fe3+,2023-2026,0.5347122292657318,0.6506430868167203,0.5459807073954984
2022,chaotropic polymer-water disruption,convection-resolved resistance decomposition,gel_microstructure,transport_mechanism,2,7,2,7,2,7,2,1,0.35295612386476116,14,2,0.026064681427954112,1,5,1,0,0,0,,2023-2026,0.5357048925896184,0.6307073954983923,0.5456591639871382
2022,redox entropy tuning,soft mixed ionic-electronic coupling,solvation_entropy,transport_mechanism,2,11,5,11,5,11,5,2,0.6636235911445671,55,2,0.0352150670332187,1,9,1,0,0,0,,2023-2026,0.45235172202663987,1.234887459807074,0.545016077170418
2022,cellulose nanofiber scaffold,high-entropy redox/ion coupling,gel_microstructure,solvation_entropy,3,12,1,12,1,12,1,0,0.0,12,3,0.0,1,6,1,0,0,0,,2023-2026,0.5894644461273799,0.30836012861736334,0.5356109324758842
2022,cellulose nanofiber scaffold,ion-dipole interaction transport,gel_microstructure,transport_mechanism,3,12,1,12,1,12,1,0,0.0,12,3,0.0,1,6,1,0,0,1,Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties,2023-2026,0.5894644461273799,0.30836012861736334,0.5356109324758842
2022,deep-eutectic eutogel electrolyte,iodide/triiodide redox chemistry,material_system,redox_chemistry,2,4,6,4,6,4,6,2,0.7716989774506997,24,2,0.0,1,8,1,0,0,1,Impact of halide anions on ionic transport and thermoelectric properties of polyvinyl alcohol-based eutectogel,2023-2026,0.49814593788579625,0.8896302250803858,0.5355305466237942
2022,cation/anion thermodiffusion asymmetry,organic redox molecular design,transport_mechanism,redox_chemistry,2,4,7,4,7,4,7,2,0.7276998587040522,28,2,0.009811478243531386,1,7,1,0,0,1,Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors,2023-2026,0.4764479093521759,0.962540192926045,0.5262057877813504
2022,cellulose nanofiber scaffold,selective solvation entropy engineering,gel_microstructure,solvation_entropy,3,12,5,12,5,12,5,0,0.0,60,3,0.0,1,6,1,0,0,0,,2023-2026,0.4965658327051494,0.8517684887459807,0.522347266881029
2022,ion-pair complexation control,quasi-solid granular electrolyte matrix,solvation_entropy,material_system,2,11,4,11,4,11,4,2,0.7130970716616506,44,2,0.020182719334479227,1,12,1,0,0,0,,2023-2026,0.4484690706771643,1.1336816720257235,0.5220257234726688
2022,gel-confined redox transport,high-entropy redox/ion coupling,gel_microstructure,solvation_entropy,3,10,1,10,1,10,1,0,0.0,10,3,0.06445023885494791,1,3,1,0,0,0,,2023-2026,0.5681717702002603,0.32491961414790993,0.520096463022508
2022,hierarchical porous electrode interface,soft mixed ionic-electronic coupling,electrode_interface,transport_mechanism,2,7,5,7,5,7,5,1,0.31066746727980593,35,2,0.060145252631425006,1,1,1,0,0,0,,2023-2026,0.4865639896128407,0.8897106109324759,0.5178456591639872
2022,hierarchical porous electrode interface,selective solvation entropy engineering,electrode_interface,solvation_entropy,2,7,5,7,5,7,5,1,0.3898712452512801,35,2,0.03226739974451485,1,1,1,0,0,0,,2023-2026,0.4715459105704981,0.9440514469453377,0.5144694533762058
2022,ferri/ferrocyanide redox chemistry,organic redox molecular design,redox_chemistry,redox_chemistry,2,9,7,9,7,9,7,2,0.7276998587040522,63,2,0.07900763102893585,0,30,1,0,0,0,,2023-2026,0.41290215526402463,1.3381028938906752,0.5070739549839228
2022,charge-transfer resistance engineering,ion-selectivity membrane transport,electrode_interface,transport_mechanism,2,8,15,8,15,8,15,2,0.8245658096495567,120,2,0.033816046460880544,1,29,1,0,0,0,,2023-2026,0.3777907240883864,1.5256430868167201,0.5043408360128617
2022,deep-eutectic eutogel electrolyte,soft mixed ionic-electronic coupling,material_system,transport_mechanism,2,4,5,4,5,4,5,2,0.8194619958060909,20,2,0.07567054003779426,1,8,1,0,0,1,Direct ink writing of PEDOT eutectogels as substrate-free dry electrodes for electromyography,2023-2026,0.46074907238264967,0.9073954983922831,0.4963022508038585
2022,cation/anion thermodiffusion asymmetry,soft mixed ionic-electronic coupling,transport_mechanism,transport_mechanism,2,4,5,4,5,4,5,3,1.0806559825688133,20,2,0.007228110316770349,0,7,1,0,0,1,A double network facilitated ion-electron conductor for thermoelectric harvesting with high energy density,2023-2026,0.45799638093113204,0.9276527331189712,0.4954983922829582
2022,high-entropy redox/ion coupling,moisture-gradient ion transport,solvation_entropy,transport_mechanism,2,1,11,1,11,1,11,1,0.35295612386476116,11,2,0.019433611034650234,1,3,1,0,0,1,Multicomponent Synergistic Optimization of Thermoelectric Properties in PVDF-HFP Ionogels,2023-2026,0.5203437326670582,0.5590032154340836,0.4930868167202572
2022,anti-freezing organohydrogel design,high-entropy redox/ion coupling,gel_microstructure,solvation_entropy,3,13,1,13,1,13,1,0,0.0,13,3,0.01933232306368487,1,16,1,0,0,1,Multicomponent Synergistic Optimization of Thermoelectric Properties in PVDF-HFP Ionogels,2023-2026,0.5360566954041783,0.3676848874598071,0.49019292604501613
2022,hierarchical porous electrode interface,ion-dipole interaction transport,electrode_interface,transport_mechanism,2,7,1,7,1,7,1,1,0.3898712452512801,7,2,0.10792280920611362,1,1,1,0,0,0,,2023-2026,0.5199780004545065,0.5440514469453376,0.4887459807073955
2022,cation/anion thermodiffusion asymmetry,hierarchical porous electrode interface,transport_mechanism,electrode_interface,2,4,7,4,7,4,7,1,0.31066746727980593,28,2,0.0,1,7,1,0,0,0,,2023-2026,0.4880927050081552,0.7403536977491961,0.4884244372990354
2022,anti-freezing organohydrogel design,convection-resolved resistance decomposition,gel_microstructure,transport_mechanism,3,13,2,13,2,13,2,0,0.0,26,3,0.01284075108953439,1,16,1,0,0,0,,2023-2026,0.5159666293567646,0.5419614147909968,0.4771704180064309
2022,phase-transition entropy amplification,selective solvation entropy engineering,phase_or_species_transition,solvation_entropy,2,12,5,12,5,12,5,1,0.43429448190325176,60,2,0.21563209425141686,1,20,1,0,0,0,,2023-2026,0.41125353506063345,1.22491961414791,0.4758842443729904
2022,Fe2+/Fe3+ solvation redox chemistry,thermoresponsive micellization p/n conversion,redox_chemistry,phase_or_species_transition,2,7,2,7,2,7,2,1,0.4170323914242463,14,2,0.04620865413936418,1,30,1,0,0,0,,2023-2026,0.4890568983410786,0.6885048231511254,0.4758842443729904
2022,carbon-electrode redox interface,organic redox molecular design,electrode_interface,redox_chemistry,2,3,7,3,7,3,7,1,0.5138983423697507,21,2,0.08464871390292397,1,10,1,0,0,0,,2023-2026,0.46144603775180026,0.8111736334405145,0.4736334405144695
2022,iodide/triiodide redox chemistry,nanochannel-confined ion transport,redox_chemistry,transport_mechanism,2,6,5,6,5,6,5,3,1.0823664447305057,30,2,0.0049948956875282,1,13,1,0,0,0,,2023-2026,0.4209638410628864,1.0814308681672027,0.469935691318328
2022,deep-eutectic eutogel electrolyte,hierarchical porous electrode interface,material_system,electrode_interface,2,4,7,4,7,4,7,2,0.7591406183201351,28,2,0.08899540113332721,1,8,1,0,0,0,,2023-2026,0.43016482458791394,1.0209807073954984,0.46688102893890676
2022,ferri/ferrocyanide redox chemistry,high-entropy redox/ion coupling,redox_chemistry,solvation_entropy,2,9,1,9,1,9,1,1,0.35295612386476116,9,2,0.04773509260879284,1,30,1,0,0,1,Antisolvent engineering enhanced high-entropy liquid flow thermocells with giant power densities for low-grade heat harvesting,2023-2026,0.5108496144945739,0.5413183279742766,0.46559485530546624
2022,anti-freezing organohydrogel design,thermoresponsive micellization p/n conversion,gel_microstructure,phase_or_species_transition,3,13,2,13,2,13,2,0,0.0,26,3,0.0,1,16,1,0,0,0,,2023-2026,0.5128136332713564,0.5093247588424438,0.464951768488746
2022,moisture-gradient ion transport,selective solvation entropy engineering,transport_mechanism,solvation_entropy,2,11,5,11,5,11,5,2,0.7428273691160412,55,2,0.018211215691287926,1,21,1,0,0,0,,2023-2026,0.3924748358260691,1.258199356913183,0.4628617363344052
2022,Fe2+/Fe3+ solvation redox chemistry,imidazolium ionic-liquid phase transition electrolyte,redox_chemistry,material_system,2,7,7,7,7,7,7,2,0.6636235911445671,49,2,0.02287711739842507,1,30,1,0,0,1,Solvent Replacement-Driven Ionic Liquid Thermoelectric Gel for Self-Powered Morse Code Communication Assisted by Machine Learning,2023-2026,0.40364215790845437,1.1827974276527329,0.46286173633440514
2022,Fe2+/Fe3+ solvation redox chemistry,high-entropy redox/ion coupling,redox_chemistry,solvation_entropy,2,7,1,7,1,7,1,1,0.35295612386476116,7,2,0.06549193938129451,1,30,1,0,0,0,,2023-2026,0.5127820232108398,0.5020900321543409,0.4617363344051447
2022,chaotropic polymer-water disruption,nanochannel-confined ion transport,gel_microstructure,transport_mechanism,3,7,5,7,5,7,5,0,0.0,35,3,0.018303062863746264,1,5,1,0,0,1,Biomimetic CsCl:EG/PVA-NaOH eutectogels for high-performance ionic thermoelectrics and sustainable low-grade heat harvesting,2023-2026,0.4828249685771761,0.662540192926045,0.46061093247588425
2022,carbon-electrode redox interface,charge-transfer resistance engineering,electrode_interface,electrode_interface,2,3,8,3,8,3,8,1,0.35295612386476116,24,2,0.012961347296597769,0,10,1,0,0,0,,2023-2026,0.4593347201715904,0.7509646302250804,0.4581993569131833
2022,gel-confined redox transport,quasi-solid granular electrolyte matrix,gel_microstructure,material_system,2,10,4,10,4,10,4,2,0.7130970716616506,40,2,0.005596877829069653,1,3,1,0,0,0,,2023-2026,0.41456482179282134,1.0786977491961414,0.45819935691318325
2022,iodide/triiodide redox chemistry,soft mixed ionic-electronic coupling,redox_chemistry,transport_mechanism,2,6,5,6,5,6,5,3,1.1155266760434952,30,2,0.004663489192312423,1,13,1,0,0,0,,2023-2026,0.41129848921341206,1.090032154340836,0.4565916398713826
2022,ion-selectivity membrane transport,selective solvation entropy engineering,transport_mechanism,solvation_entropy,2,15,5,15,5,15,5,1,0.3898712452512801,75,2,0.1377881776867198,1,24,1,0,0,0,,2023-2026,0.3904804306672348,1.2598070739549838,0.4546623794212219
2022,ferri/ferrocyanide redox chemistry,nanochannel-confined ion transport,redox_chemistry,transport_mechanism,2,9,5,9,5,9,5,1,0.31066746727980593,45,2,0.0,1,30,1,0,0,0,,2023-2026,0.43563980462860996,0.9252411575562701,0.45466237942122184
2022,charge-transfer resistance engineering,thermoresponsive micellization p/n conversion,electrode_interface,phase_or_species_transition,2,8,2,8,2,8,2,1,0.4170323914242463,16,2,0.007559155752601353,1,29,1,0,0,0,,2023-2026,0.46649124662819097,0.6907556270096463,0.45401929260450163
2022,carbon-electrode redox interface,ion-pair complexation control,electrode_interface,solvation_entropy,2,3,11,3,11,3,11,1,0.35295612386476116,33,2,0.012826350601555597,1,10,1,0,0,0,,2023-2026,0.44651476067868273,0.8676848874598071,0.4527331189710611
2022,charge-transfer resistance engineering,selective solvation entropy engineering,electrode_interface,solvation_entropy,2,8,5,8,5,8,5,2,0.8668544662345119,40,2,0.32365369208695094,1,29,1,0,0,0,,2023-2026,0.39150914909742796,1.1919614147909967,0.44742765273311896
2022,organic redox molecular design,thermoresponsive micellization p/n conversion,redox_chemistry,phase_or_species_transition,2,7,2,7,2,7,2,1,0.4170323914242463,14,2,0.0,1,10,1,0,0,0,,2023-2026,0.47898686896186504,0.6285369774919614,0.44726688102893897
2022,deep-eutectic eutogel electrolyte,nanochannel-confined ion transport,material_system,transport_mechanism,2,4,5,4,5,4,5,2,0.7863017644931014,20,2,0.0,1,8,1,0,0,1,Conversion of wood into n-type ionic thermoelectric material through CuCl2 treatment and subsequent DES-enabled fibrillation-quaternization,2023-2026,0.44155723104176503,0.8312700964630225,0.437459807073955
2022,Fe2+/Fe3+ solvation redox chemistry,moisture-gradient ion transport,redox_chemistry,transport_mechanism,2,7,11,7,11,7,11,2,0.6636235911445671,77,2,0.018321458787339966,1,30,1,0,0,1,High thermoelectric conversion through an optimal contribution of electronic carriers in polymeric mixed ionic-electronic conducting films,2023-2026,0.3600433311213428,1.335209003215434,0.4358520900321543
2022,deep-eutectic eutogel electrolyte,organic redox molecular design,material_system,redox_chemistry,2,4,7,4,7,4,7,1,0.40242960438184466,28,2,0.023037870936152383,1,8,1,0,0,0,,2023-2026,0.43176528458521457,0.8611736334405145,0.43488745980707394
2022,chaotropic polymer-water disruption,iodide/triiodide redox chemistry,gel_microstructure,redox_chemistry,3,7,6,7,6,7,6,0,0.0,42,3,0.006152654011974607,1,5,1,0,0,1,Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels,2023-2026,0.45336633611115357,0.7123794212218649,0.43327974276527337
2022,organic redox molecular design,quasi-solid granular electrolyte matrix,redox_chemistry,material_system,2,7,4,7,4,7,4,1,0.31066746727980593,28,2,0.07924244625879275,1,10,1,0,0,0,,2023-2026,0.4326290097600958,0.8141479099678457,0.4245980707395498
