class_id,group_index,raw_mention_id,label,draft_concept_id,judge_partition_definition,partition_size,judge_status,merge_applied,reversible
iTE:P1876:n2,7,iTE:P0976:n2,PF,astra:g007:p002,电子功率因子,17,accepted_group_equivalence,False,True
iTE:P1876:n2,7,iTE:P1013:n2,enhanced power factor,astra:g007:p005,功率因子增强,3,accepted_group_equivalence,False,True
iTE:P1876:n2,7,iTE:P1073:n2,power factor,astra:g007:p002,电子功率因子,17,accepted_group_equivalence,False,True
iTE:P1876:n2,7,iTE:P1369:n2,power factor,astra:g007:p002,电子功率因子,17,accepted_group_equivalence,False,True
iTE:P1876:n2,7,iTE:P1480:n2,power factor,astra:g007:p002,电子功率因子,17,accepted_group_equivalence,False,True
iTE:P1876:n2,7,iTE:P1510:n2,thermoelectric power factors,astra:g007:p002,电子功率因子,17,accepted_group_equivalence,False,True
iTE:P1876:n2,7,iTE:P1516:n2,thermoelectric power factor,astra:g007:p002,电子功率因子,17,accepted_group_equivalence,False,True
iTE:P1876:n2,7,iTE:P1568:n3,power factor,astra:g007:p002,电子功率因子,17,accepted_group_equivalence,False,True
iTE:P1876:n2,7,iTE:P1574:n2,power factor,astra:g007:p002,电子功率因子,17,accepted_group_equivalence,False,True
iTE:P1876:n2,7,iTE:P1752:n4,power factor,astra:g007:p002,电子功率因子,17,accepted_group_equivalence,False,True
iTE:P1876:n2,7,iTE:P1823:n2,enhanced power factor,astra:g007:p005,功率因子增强,3,accepted_group_equivalence,False,True
iTE:P1876:n2,7,iTE:P1876:n2,enhancement in the power factor,astra:g007:p005,功率因子增强,3,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0335:n4,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0350:n4,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0352:n2,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0366:n3,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0403:n3,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0435:n2,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0451:n2,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0503:n3,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0509:n3,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0548:n3,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0559:n3,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0577:n3,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0650:n3,ionic conductivity of IGs,astra:g008:p001,离子凝胶电导率,1,retained_singleton,False,True
iTE:P1557:n2,8,iTE:P0719:n2,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0764:n3,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0834:n2,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0859:n3,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0935:n2,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P0963:n2,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P1007:n2,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P1141:n3,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P1361:n2,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P1469:n2,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
iTE:P1557:n2,8,iTE:P1557:n2,ionic conductivity of the SPE,astra:g008:p002,固体聚合物电解质电导率,1,retained_singleton,False,True
iTE:P1557:n2,8,iTE:P1626:n2,ionic conductivity,astra:g008:p000,离子电导率,23,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0011:n4,power density output,astra:g009:p000,输出功率密度待定归一化,1,retained_singleton,False,True
TG:P0218:n3,9,TG:P0037:n3,electric power generation,astra:g009:p001,发电过程,4,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0041:n3,electrical power,astra:g009:p002,总输出功率,9,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0050:n2,cell's power generation,astra:g009:p001,发电过程,4,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0055:n3,power output,astra:g009:p002,总输出功率,9,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0077:n2,power density,astra:g009:p003,面积输出功率密度,6,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0098:n2,power,astra:g009:p002,总输出功率,9,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0113:n2,power,astra:g009:p002,总输出功率,9,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0121:n2,power generation,astra:g009:p001,发电过程,4,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0128:n3,power outputs,astra:g009:p002,总输出功率,9,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0133:n2,electrical power,astra:g009:p002,总输出功率,9,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0154:n3,output power,astra:g009:p003,面积输出功率密度,6,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0155:n3,output power,astra:g009:p002,总输出功率,9,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0177:n4,electricity generation,astra:g009:p004,盐水驱动发电,1,retained_singleton,False,True
TG:P0218:n3,9,TG:P0187:n2,power output density,astra:g009:p005,密度分母待定,1,retained_singleton,False,True
TG:P0218:n3,9,TG:P0189:n4,power density,astra:g009:p003,面积输出功率密度,6,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0199:n3,output power density,astra:g009:p003,面积输出功率密度,6,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0208:n2,power output,astra:g009:p002,总输出功率,9,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0209:n2,output,astra:g009:p003,面积输出功率密度,6,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0218:n3,overall power output,astra:g009:p002,总输出功率,9,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0276:n3,electricity generation,astra:g009:p001,发电过程,4,accepted_group_equivalence,False,True
TG:P0218:n3,9,TG:P0281:n2,output power,astra:g009:p003,面积输出功率密度,6,accepted_group_equivalence,False,True
iTE:P1952:n1,10,iTE:P0632:n1,ionic radii of the rare earth cations,astra:g010:p000,三价稀土阳离子半径,13,accepted_group_equivalence,False,True
iTE:P1952:n1,10,iTE:P0636:n1,ionic radius of rare-earth elements,astra:g010:p000,三价稀土阳离子半径,13,accepted_group_equivalence,False,True
iTE:P1952:n1,10,iTE:P0718:n1,ionic radius of rare-earth elements,astra:g010:p000,三价稀土阳离子半径,13,accepted_group_equivalence,False,True
iTE:P1952:n1,10,iTE:P0731:n1,ionic radius,astra:g010:p000,三价稀土阳离子半径,13,accepted_group_equivalence,False,True
iTE:P1952:n1,10,iTE:P0957:n1,ionic radius of the Ln(3+) ions,astra:g010:p000,三价稀土阳离子半径,13,accepted_group_equivalence,False,True
iTE:P1952:n1,10,iTE:P0977:n1,A-site ionic radius,astra:g010:p001,碱金属占位半径,1,retained_singleton,False,True
iTE:P1952:n1,10,iTE:P1090:n1,ionic radius of the A-site cation,astra:g010:p002,碱土A位阳离子半径,1,retained_singleton,False,True
iTE:P1952:n1,10,iTE:P1308:n1,RE ionic radius,astra:g010:p000,三价稀土阳离子半径,13,accepted_group_equivalence,False,True
iTE:P1952:n1,10,iTE:P1332:n1,ionic radius of the R3+ cations,astra:g010:p007,Yb/Dy/Sm/Bi三价取代阳离子半径（含非稀土Bi）,1,retained_singleton,False,True
iTE:P1952:n1,10,iTE:P1362:n1,ionic radius of the rare-earth element,astra:g010:p000,三价稀土阳离子半径,13,accepted_group_equivalence,False,True
iTE:P1952:n1,10,iTE:P1385:n1,ionic radius of rare-earth elements,astra:g010:p000,三价稀土阳离子半径,13,accepted_group_equivalence,False,True
iTE:P1952:n1,10,iTE:P1475:n1,R3+ ionic size,astra:g010:p000,三价稀土阳离子半径,13,accepted_group_equivalence,False,True
iTE:P1952:n1,10,iTE:P1508:n1,Ln(3+) ionic radius,astra:g010:p000,三价稀土阳离子半径,13,accepted_group_equivalence,False,True
iTE:P1952:n1,10,iTE:P1565:n2,ionic radii,astra:g010:p003,填充原子离子半径,1,retained_singleton,False,True
iTE:P1952:n1,10,iTE:P1573:n1,ionic radius (IR) of the rare-earth elements,astra:g010:p000,三价稀土阳离子半径,13,accepted_group_equivalence,False,True
iTE:P1952:n1,10,iTE:P1644:n1,ionic radii,astra:g010:p004,一般离子半径描述符,1,retained_singleton,False,True
iTE:P1952:n1,10,iTE:P1692:n1,M3+ cation size,astra:g010:p005,M3+阳离子半径含Sc/Cr,1,retained_singleton,False,True
iTE:P1952:n1,10,iTE:P1907:n1,decreasing ionic radius of R3+,astra:g010:p006,三价稀土离子半径减小,2,accepted_group_equivalence,False,True
iTE:P1952:n1,10,iTE:P1952:n1,decreasing ionic radius,astra:g010:p006,三价稀土离子半径减小,2,accepted_group_equivalence,False,True
iTE:P1952:n1,10,iTE:P1960:n1,ionic radius of R3+,astra:g010:p000,三价稀土阳离子半径,13,accepted_group_equivalence,False,True
iTE:P1952:n1,10,iTE:P1961:n1,r(R3+),astra:g010:p000,三价稀土阳离子半径,13,accepted_group_equivalence,False,True
iTE:P1970:n2,11,iTE:P0593:n3,ultralow lattice thermal conductivity,astra:g011:p001,低值状态阈值待核实:0,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P0610:n2,low lattice conductivity,astra:g011:p002,低值状态阈值待核实:1,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P0631:n2,ultra-low lattice thermal conductivity,astra:g011:p003,低值状态阈值待核实:2,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P0638:n2,low lattice thermal conductivity,astra:g011:p004,低值状态阈值待核实:3,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P0986:n2,ultralow lattice thermal conductivity,astra:g011:p005,低值状态阈值待核实:4,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P1094:n2,ultralow kappa(L),astra:g011:p006,低值状态阈值待核实:5,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P1098:n2,intrinsically low lattice thermal conductivity,astra:g011:p007,低值状态阈值待核实:6,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P1114:n2,ultralow kappa l,astra:g011:p008,低值状态阈值待核实:7,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P1135:n1,ultralow lattice thermal conductivity,astra:g011:p009,低值状态阈值待核实:8,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P1137:n2,low lattice thermal conductivity,astra:g011:p010,低值状态阈值待核实:9,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P1149:n2,low lattice thermal conductivity,astra:g011:p011,低值状态阈值待核实:10,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P1168:n2,reduced kappa L,astra:g011:p018,降低后的晶格热导率状态,2,accepted_group_equivalence,False,True
iTE:P1970:n2,11,iTE:P1266:n2,extremely low lattice thermal conductivity,astra:g011:p012,低值状态阈值待核实:12,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P1297:n2,low lattice thermal conductivity,astra:g011:p013,低值状态阈值待核实:13,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P1322:n2,reduction in lattice thermal conductivity,astra:g011:p000,晶格热导率下降过程,2,accepted_group_equivalence,False,True
iTE:P1970:n2,11,iTE:P1480:n3,reduced lattice thermal conductivity,astra:g011:p018,降低后的晶格热导率状态,2,accepted_group_equivalence,False,True
iTE:P1970:n2,11,iTE:P1671:n3,low lattice thermal conductivity,astra:g011:p014,低值状态阈值待核实:16,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P1697:n3,Ultralow kappa(L),astra:g011:p015,低值状态阈值待核实:17,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P1778:n2,unusually low lattice thermal conductivities,astra:g011:p016,低值状态阈值待核实:18,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P1860:n2,ultralow lattice thermal conductivity,astra:g011:p017,低值状态阈值待核实:19,1,retained_singleton,False,True
iTE:P1970:n2,11,iTE:P1970:n2,decrease in lattice thermal conductivity,astra:g011:p000,晶格热导率下降过程,2,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P0342:n3,thermal diffusion,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P0380:n1,thermodiffusion of ions,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P0447:n1,ionic Soret effect,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P0458:n1,Soret effect,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P0479:n2,Soret effect,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P0494:n1,Soret effect,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P0495:n2,Soret effect of the ions,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P0519:n1,Soret effect of the ions,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P0535:n3,thermodiffusion,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P0561:n2,ionic Soret effect,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P0622:n1,thermal ionic diffusion (Soret effect),astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P0645:n3,thermodiffusion,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P0680:n2,Soret effect of the ions,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P0828:n1,Soret effect,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P0938:n5,Soret effect,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P1029:n2,Soret effect of the ions,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P1169:n2,thermodiffusion effect,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1169:n2,12,iTE:P1180:n1,Soret effect,astra:g012:p000,离子Soret热扩散,18,accepted_group_equivalence,False,True
iTE:P1354:n2,13,iTE:P0409:n3,charge carrier mobility,astra:g013:p000,电子载流子迁移率,10,accepted_group_equivalence,False,True
iTE:P1354:n2,13,iTE:P0471:n2,charge-carrier mobility,astra:g013:p000,电子载流子迁移率,10,accepted_group_equivalence,False,True
iTE:P1354:n2,13,iTE:P0484:n2,electronic charge mobility,astra:g013:p000,电子载流子迁移率,10,accepted_group_equivalence,False,True
iTE:P1354:n2,13,iTE:P0606:n3,carrier mobility,astra:g013:p000,电子载流子迁移率,10,accepted_group_equivalence,False,True
iTE:P1354:n2,13,iTE:P0752:n3,carrier's mobility,astra:g013:p000,电子载流子迁移率,10,accepted_group_equivalence,False,True
iTE:P1354:n2,13,iTE:P0758:n3,high mobility,astra:g013:p001,高载流子迁移率,3,accepted_group_equivalence,False,True
iTE:P1354:n2,13,iTE:P0845:n4,carrier mobility,astra:g013:p000,电子载流子迁移率,10,accepted_group_equivalence,False,True
iTE:P1354:n2,13,iTE:P0939:n2,higher carrier mobility,astra:g013:p002,较高载流子迁移率,1,retained_singleton,False,True
iTE:P1354:n2,13,iTE:P1168:n3,enhanced carrier mobility,astra:g013:p003,增强的Hall迁移率,1,retained_singleton,False,True
iTE:P1354:n2,13,iTE:P1203:n2,better mobility,astra:g013:p004,电子相对空穴更高迁移率,1,retained_singleton,False,True
iTE:P1354:n2,13,iTE:P1222:n2,high carrier mobility,astra:g013:p001,高载流子迁移率,3,accepted_group_equivalence,False,True
iTE:P1354:n2,13,iTE:P1294:n1,high mobility of carriers,astra:g013:p001,高载流子迁移率,3,accepted_group_equivalence,False,True
iTE:P1354:n2,13,iTE:P1354:n2,mobility,astra:g013:p000,电子载流子迁移率,10,accepted_group_equivalence,False,True
iTE:P1354:n2,13,iTE:P1514:n2,carrier mobility,astra:g013:p000,电子载流子迁移率,10,accepted_group_equivalence,False,True
iTE:P1354:n2,13,iTE:P1528:n2,charge mobility,astra:g013:p005,OECT器件有效迁移率,1,retained_singleton,False,True
iTE:P1354:n2,13,iTE:P1632:n2,carrier mobility,astra:g013:p000,电子载流子迁移率,10,accepted_group_equivalence,False,True
iTE:P1354:n2,13,iTE:P1965:n2,carries mobility,astra:g013:p000,电子载流子迁移率,10,accepted_group_equivalence,False,True
TG:P0227:n2,14,TG:P0009:n3,thermopower,astra:g014:p000,热电化学热电势系数,13,accepted_group_equivalence,False,True
TG:P0227:n2,14,TG:P0015:n4,thermopower,astra:g014:p000,热电化学热电势系数,13,accepted_group_equivalence,False,True
TG:P0227:n2,14,TG:P0016:n3,thermopower,astra:g014:p000,热电化学热电势系数,13,accepted_group_equivalence,False,True
TG:P0227:n2,14,TG:P0020:n3,thermopower,astra:g014:p000,热电化学热电势系数,13,accepted_group_equivalence,False,True
TG:P0227:n2,14,TG:P0026:n4,thermopower,astra:g014:p000,热电化学热电势系数,13,accepted_group_equivalence,False,True
TG:P0227:n2,14,TG:P0044:n3,thermopower,astra:g014:p000,热电化学热电势系数,13,accepted_group_equivalence,False,True
TG:P0227:n2,14,TG:P0081:n5,thermopower,astra:g014:p000,热电化学热电势系数,13,accepted_group_equivalence,False,True
TG:P0227:n2,14,TG:P0143:n2,thermopower,astra:g014:p001,热扩散与热电化学混合热电势,3,accepted_group_equivalence,False,True
TG:P0227:n2,14,TG:P0145:n3,thermopower,astra:g014:p001,热扩散与热电化学混合热电势,3,accepted_group_equivalence,False,True
TG:P0227:n2,14,TG:P0165:n4,thermopower,astra:g014:p001,热扩散与热电化学混合热电势,3,accepted_group_equivalence,False,True
TG:P0227:n2,14,TG:P0166:n3,thermopower,astra:g014:p000,热电化学热电势系数,13,accepted_group_equivalence,False,True
TG:P0227:n2,14,TG:P0186:n2,thermopower,astra:g014:p000,热电化学热电势系数,13,accepted_group_equivalence,False,True
TG:P0227:n2,14,TG:P0192:n4,electrochemical thermopower,astra:g014:p000,热电化学热电势系数,13,accepted_group_equivalence,False,True
TG:P0227:n2,14,TG:P0227:n2,thermoelectric power,astra:g014:p000,热电化学热电势系数,13,accepted_group_equivalence,False,True
TG:P0227:n2,14,TG:P0255:n3,thermopower,astra:g014:p000,热电化学热电势系数,13,accepted_group_equivalence,False,True
TG:P0227:n2,14,TG:P0264:n4,thermopower,astra:g014:p000,热电化学热电势系数,13,accepted_group_equivalence,False,True
iTE:P1103:n1,15,iTE:P0426:n2,carrier concentration,astra:g015:p000,电子载流子数浓度,16,accepted_group_equivalence,False,True
iTE:P1103:n1,15,iTE:P0582:n2,carrier concentration,astra:g015:p000,电子载流子数浓度,16,accepted_group_equivalence,False,True
iTE:P1103:n1,15,iTE:P0742:n2,carrier concentration,astra:g015:p000,电子载流子数浓度,16,accepted_group_equivalence,False,True
iTE:P1103:n1,15,iTE:P0832:n2,carrier concentration,astra:g015:p000,电子载流子数浓度,16,accepted_group_equivalence,False,True
iTE:P1103:n1,15,iTE:P0847:n2,carrier density,astra:g015:p000,电子载流子数浓度,16,accepted_group_equivalence,False,True
iTE:P1103:n1,15,iTE:P0955:n2,charge carrier concentration,astra:g015:p000,电子载流子数浓度,16,accepted_group_equivalence,False,True
iTE:P1103:n1,15,iTE:P1039:n2,carrier concentration,astra:g015:p000,电子载流子数浓度,16,accepted_group_equivalence,False,True
iTE:P1103:n1,15,iTE:P1049:n2,carrier concentration,astra:g015:p000,电子载流子数浓度,16,accepted_group_equivalence,False,True
iTE:P1103:n1,15,iTE:P1103:n1,carrier density,astra:g015:p000,电子载流子数浓度,16,accepted_group_equivalence,False,True
iTE:P1103:n1,15,iTE:P1157:n2,carrier concentration,astra:g015:p000,电子载流子数浓度,16,accepted_group_equivalence,False,True
iTE:P1103:n1,15,iTE:P1171:n2,carrier concentration,astra:g015:p000,电子载流子数浓度,16,accepted_group_equivalence,False,True
iTE:P1103:n1,15,iTE:P1308:n2,charge carriers concentration n,astra:g015:p000,电子载流子数浓度,16,accepted_group_equivalence,False,True
iTE:P1103:n1,15,iTE:P1487:n1,carrier concentration,astra:g015:p000,电子载流子数浓度,16,accepted_group_equivalence,False,True
iTE:P1103:n1,15,iTE:P1492:n2,charge carrier concentration,astra:g015:p000,电子载流子数浓度,16,accepted_group_equivalence,False,True
iTE:P1103:n1,15,iTE:P1940:n2,charge carrier concentration,astra:g015:p000,电子载流子数浓度,16,accepted_group_equivalence,False,True
iTE:P1103:n1,15,iTE:P1968:n2,carrier concentration,astra:g015:p000,电子载流子数浓度,16,accepted_group_equivalence,False,True
TG:P0247:n2,16,TG:P0014:n3,thermodiffusion,astra:g016:p000,电解质离子Soret热扩散,12,accepted_group_equivalence,False,True
TG:P0247:n2,16,TG:P0043:n2,thermodiffusion,astra:g016:p000,电解质离子Soret热扩散,12,accepted_group_equivalence,False,True
TG:P0247:n2,16,TG:P0060:n1,Soret effect,astra:g016:p000,电解质离子Soret热扩散,12,accepted_group_equivalence,False,True
TG:P0247:n2,16,TG:P0137:n3,thermodiffusion effect,astra:g016:p000,电解质离子Soret热扩散,12,accepted_group_equivalence,False,True
TG:P0247:n2,16,TG:P0145:n1,thermodiffusion,astra:g016:p000,电解质离子Soret热扩散,12,accepted_group_equivalence,False,True
TG:P0247:n2,16,TG:P0196:n1,thermo-diffusion effect of electrolyte ions,astra:g016:p000,电解质离子Soret热扩散,12,accepted_group_equivalence,False,True
TG:P0247:n2,16,TG:P0201:n1,thermodiffusion (Soret) effect,astra:g016:p000,电解质离子Soret热扩散,12,accepted_group_equivalence,False,True
TG:P0247:n2,16,TG:P0201:n4,Soret effect,astra:g016:p000,电解质离子Soret热扩散,12,accepted_group_equivalence,False,True
TG:P0247:n2,16,TG:P0210:n1,thermodiffusion effect of electrolyte,astra:g016:p000,电解质离子Soret热扩散,12,accepted_group_equivalence,False,True
TG:P0247:n2,16,TG:P0232:n1,thermal diffusion,astra:g016:p000,电解质离子Soret热扩散,12,accepted_group_equivalence,False,True
TG:P0247:n2,16,TG:P0247:n2,thermal diffusion,astra:g016:p000,电解质离子Soret热扩散,12,accepted_group_equivalence,False,True
TG:P0247:n2,16,TG:P0295:n3,thermally driven mass diffusion (the Soret effect),astra:g016:p000,电解质离子Soret热扩散,12,accepted_group_equivalence,False,True
TG:P0247:n2,16,TG:P0310:n1,heat-controlled proton diffusion (the Soret effect),astra:g016:p001,质子热扩散,1,retained_singleton,False,True
iTE:P1548:n2,17,iTE:P0550:n1,activation energy,astra:g017:p000,载流子生成活化能,1,retained_singleton,False,True
iTE:P1548:n2,17,iTE:P0717:n2,activation energy of Ag+ ionic migration,astra:g017:p001,Ag+电导迁移表观活化能,3,accepted_group_equivalence,False,True
iTE:P1548:n2,17,iTE:P0842:n2,activation energy (E sigma),astra:g017:p001,Ag+电导迁移表观活化能,3,accepted_group_equivalence,False,True
iTE:P1548:n2,17,iTE:P0876:n2,activation energies,astra:g017:p001,Ag+电导迁移表观活化能,3,accepted_group_equivalence,False,True
iTE:P1548:n2,17,iTE:P1033:n2,activation energies,astra:g017:p002,电导与热电势活化能组合,1,retained_singleton,False,True
iTE:P1548:n2,17,iTE:P1209:n2,activation energy,astra:g017:p003,Cu迁移微观势垒,1,retained_singleton,False,True
iTE:P1548:n2,17,iTE:P1250:n2,ionic activation energy,astra:g017:p004,Cu离子电导活化能,1,retained_singleton,False,True
iTE:P1548:n2,17,iTE:P1548:n2,activation energy for ionic transport,astra:g017:p005,含空位生成的离子输运活化能,1,retained_singleton,False,True
iTE:P1548:n2,17,iTE:P1556:n4,activation energy barrier,astra:g017:p006,Ag+微观迁移势垒,1,retained_singleton,False,True
iTE:P1548:n2,17,iTE:P1563:n3,activation energy for the electrical conductivity,astra:g017:p007,电子电导活化能,2,accepted_group_equivalence,False,True
iTE:P1548:n2,17,iTE:P1706:n3,activation energies,astra:g017:p007,电子电导活化能,2,accepted_group_equivalence,False,True
iTE:P1548:n2,17,iTE:P1708:n3,activation energies,astra:g017:p008,Na离子电导活化能,1,retained_singleton,False,True
iTE:P1742:n1,18,iTE:P0861:n1,ionic character of the bonds,astra:g018:p000,键合的离子性,5,accepted_group_equivalence,False,True
iTE:P1742:n1,18,iTE:P1646:n2,ionic bonding,astra:g018:p001,离子键合,6,accepted_group_equivalence,False,True
iTE:P1742:n1,18,iTE:P1678:n1,ionic character in the interatomic bonds,astra:g018:p000,键合的离子性,5,accepted_group_equivalence,False,True
iTE:P1742:n1,18,iTE:P1699:n2,ionic character,astra:g018:p000,键合的离子性,5,accepted_group_equivalence,False,True
iTE:P1742:n1,18,iTE:P1720:n2,ionic nature,astra:g018:p000,键合的离子性,5,accepted_group_equivalence,False,True
iTE:P1742:n1,18,iTE:P1742:n1,ionic character of Rb and Fr,astra:g018:p002,Rb/Fr离子性,1,retained_singleton,False,True
iTE:P1742:n1,18,iTE:P1764:n2,an ionic bond,astra:g018:p001,离子键合,6,accepted_group_equivalence,False,True
iTE:P1742:n1,18,iTE:P1778:n1,ionic bonding nature,astra:g018:p000,键合的离子性,5,accepted_group_equivalence,False,True
iTE:P1742:n1,18,iTE:P1799:n2,ionic bond,astra:g018:p001,离子键合,6,accepted_group_equivalence,False,True
iTE:P1742:n1,18,iTE:P1808:n2,ionic bonding,astra:g018:p001,离子键合,6,accepted_group_equivalence,False,True
iTE:P1742:n1,18,iTE:P1898:n1,ionic bonding,astra:g018:p001,离子键合,6,accepted_group_equivalence,False,True
iTE:P1742:n1,18,iTE:P1931:n1,ionic bonding,astra:g018:p001,离子键合,6,accepted_group_equivalence,False,True
iTE:P1970:n1,19,iTE:P0829:n2,scattering phonons,astra:g019:p000,声子散射,8,accepted_group_equivalence,False,True
iTE:P1970:n1,19,iTE:P0894:n2,scattering phonons of various wavelengths,astra:g019:p001,多波长声子散射,1,retained_singleton,False,True
iTE:P1970:n1,19,iTE:P0904:n3,phonon scattering,astra:g019:p000,声子散射,8,accepted_group_equivalence,False,True
