cutoff_year,ite_donor_material,tg_anchor_material,u_degree_all,v_degree_all,u_degree_tg,v_degree_tg,u_degree_ite,v_degree_ite,common_neighbors,adamic_adar,preferential_attachment,shortest_path,ite_lead_years,ite_count,tg_donor_count,tg_anchor_count,future_TG_material_pair_label,future_example_title,future_window
2015,polyaniline conductor,ferri/ferrocyanide electrolyte,1,4,0,4,1,0,0,0.0,4,3,13,2,0,9,0,,2016-2018
2015,polyaniline conductor,graphene/graphene-oxide scaffold,1,3,0,2,1,2,1,0.4170323914242463,3,2,13,2,0,2,0,,2016-2018
2015,polyaniline conductor,ionic-liquid electrolyte,1,11,0,2,1,9,0,0.0,11,1,13,2,0,2,0,,2016-2018
2015,silica/inorganic nanoparticle filler,Cu-based redox electrolyte,1,1,0,1,1,0,0,0.0,1,5,23,3,0,2,0,,2016-2018
2015,silica/inorganic nanoparticle filler,Fe2+/Fe3+ redox electrolyte,1,1,0,1,1,0,0,0.0,1,4,23,3,0,2,0,,2016-2018
2015,silica/inorganic nanoparticle filler,K-salt electrolyte,1,3,0,3,1,1,0,0.0,3,3,23,3,0,4,0,,2016-2018
2015,silica/inorganic nanoparticle filler,Li-salt electrolyte,1,3,0,2,1,1,0,0.0,3,3,23,3,0,2,0,,2016-2018
2015,silica/inorganic nanoparticle filler,Prussian-blue/hexacyanoferrate electrode,1,2,0,2,1,0,0,0.0,2,4,23,3,0,2,0,,2016-2018
2015,silica/inorganic nanoparticle filler,acetonitrile/nitrile solvent,1,2,0,2,1,0,1,0.4170323914242463,2,2,23,3,0,3,0,,2016-2018
2015,silica/inorganic nanoparticle filler,carbon nanotube scaffold,1,3,0,2,1,2,1,0.4170323914242463,3,2,23,3,0,3,0,,2016-2018
2015,silica/inorganic nanoparticle filler,ferri/ferrocyanide electrolyte,1,4,0,4,1,0,0,0.0,4,3,23,3,0,9,0,,2016-2018
2015,silica/inorganic nanoparticle filler,graphene/graphene-oxide scaffold,1,3,0,2,1,2,1,0.4170323914242463,3,2,23,3,0,2,0,,2016-2018
2015,silica/inorganic nanoparticle filler,ionic-liquid electrolyte,1,11,0,2,1,9,0,0.0,11,1,23,3,0,2,0,,2016-2018
2016,Fe2+/Fe3+ redox electrolyte,Cu-based redox electrolyte,1,1,1,1,0,0,0,0.0,1,6,0,2,4,2,0,,2017-2019
2016,Fe2+/Fe3+ redox electrolyte,Li-salt electrolyte,1,3,1,2,0,1,1,0.9102392266268373,3,2,0,2,4,2,0,,2017-2019
2016,Fe2+/Fe3+ redox electrolyte,Na-salt electrolyte,1,6,1,5,0,2,1,0.9102392266268373,6,2,0,2,4,2,0,,2017-2019
2016,Fe2+/Fe3+ redox electrolyte,Prussian-blue/hexacyanoferrate electrode,1,2,1,2,0,0,0,0.0,2,5,0,2,4,2,0,,2017-2019
2016,Fe2+/Fe3+ redox electrolyte,acetonitrile/nitrile solvent,1,3,1,3,0,0,0,0.0,3,4,0,2,4,4,0,,2017-2019
2016,Fe2+/Fe3+ redox electrolyte,carbon nanotube scaffold,1,6,1,5,0,2,0,0.0,6,3,0,2,4,4,0,,2017-2019
2016,Fe2+/Fe3+ redox electrolyte,ferri/ferrocyanide electrolyte,1,4,1,4,0,0,0,0.0,4,4,0,2,4,9,0,,2017-2019
2016,Fe2+/Fe3+ redox electrolyte,graphene/graphene-oxide scaffold,1,3,1,2,0,2,0,0.0,3,4,0,2,4,2,1,Direct thermal charging cell for converting low-grade heat to electricity,2017-2019
2016,Fe2+/Fe3+ redox electrolyte,iodide/triiodide electrolyte,1,5,1,4,0,2,0,0.0,5,3,0,2,4,4,0,,2017-2019
2016,Fe2+/Fe3+ redox electrolyte,ionic-liquid electrolyte,1,12,1,3,0,10,0,0.0,12,3,0,2,4,5,0,,2017-2019
2016,Fe2+/Fe3+ redox electrolyte,porous carbon electrode,1,5,1,5,0,0,0,0.0,5,3,0,2,4,2,1,Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,2017-2019
2016,K-salt electrolyte,Cu-based redox electrolyte,3,1,3,1,1,0,0,0.0,3,5,0,2,4,2,0,,2017-2019
2016,K-salt electrolyte,Prussian-blue/hexacyanoferrate electrode,3,2,3,2,1,0,0,0.0,6,4,0,2,4,2,0,,2017-2019
2016,K-salt electrolyte,acetonitrile/nitrile solvent,3,3,3,3,1,0,0,0.0,9,3,0,2,4,4,0,,2017-2019
2016,K-salt electrolyte,carbon nanotube scaffold,3,6,3,5,1,2,1,0.5581106265512472,18,2,0,2,4,4,0,,2017-2019
2016,K-salt electrolyte,ferri/ferrocyanide electrolyte,3,4,3,4,1,0,0,0.0,12,3,0,2,4,9,0,,2017-2019
2016,K-salt electrolyte,graphene/graphene-oxide scaffold,3,3,3,2,1,2,0,0.0,9,3,0,2,4,2,0,,2017-2019
2016,K-salt electrolyte,iodide/triiodide electrolyte,3,5,3,4,1,2,1,0.9102392266268373,15,2,0,2,4,4,0,,2017-2019
2016,K-salt electrolyte,ionic-liquid electrolyte,3,12,3,3,1,10,1,0.5581106265512472,36,2,0,2,4,5,0,,2017-2019
2016,K-salt electrolyte,porous carbon electrode,3,5,3,5,1,0,1,0.5581106265512472,15,2,0,2,4,2,0,,2017-2019
2016,Na-salt electrolyte,Cu-based redox electrolyte,6,1,5,1,2,0,0,0.0,6,4,7,7,2,2,0,,2017-2019
2016,Na-salt electrolyte,Prussian-blue/hexacyanoferrate electrode,6,2,5,2,2,0,0,0.0,12,3,7,7,2,2,0,,2017-2019
2016,Na-salt electrolyte,acetonitrile/nitrile solvent,6,3,5,3,2,0,2,1.0237645389414565,18,2,7,7,2,4,0,,2017-2019
2016,Na-salt electrolyte,ferri/ferrocyanide electrolyte,6,4,5,4,2,0,1,0.5581106265512472,24,2,7,7,2,9,0,,2017-2019
2016,Na-salt electrolyte,graphene/graphene-oxide scaffold,6,3,5,2,2,2,2,0.9605402309330919,18,2,7,7,2,2,0,,2017-2019
2016,Na-salt electrolyte,iodide/triiodide electrolyte,6,5,5,4,2,2,2,1.312668831008682,30,2,7,7,2,4,0,,2017-2019
2016,Na-salt electrolyte,ionic-liquid electrolyte,6,12,5,3,2,10,2,1.179445561110859,72,1,7,7,2,5,0,,2017-2019
2016,PEDOT:PSS conductor,Cu-based redox electrolyte,2,1,0,1,2,0,0,0.0,2,5,5,5,0,2,0,,2017-2019
2016,PEDOT:PSS conductor,Fe2+/Fe3+ redox electrolyte,2,1,0,1,2,0,0,0.0,2,4,5,5,0,4,0,,2017-2019
2016,PEDOT:PSS conductor,K-salt electrolyte,2,3,0,3,2,1,0,0.0,6,3,5,5,0,4,0,,2017-2019
2016,PEDOT:PSS conductor,Li-salt electrolyte,2,3,0,2,2,1,0,0.0,6,3,5,5,0,2,0,,2017-2019
2016,PEDOT:PSS conductor,Na-salt electrolyte,2,6,0,5,2,2,1,0.40242960438184466,12,2,5,5,0,2,0,,2017-2019
2016,PEDOT:PSS conductor,Prussian-blue/hexacyanoferrate electrode,2,2,0,2,2,0,0,0.0,4,4,5,5,0,2,0,,2017-2019
2016,PEDOT:PSS conductor,acetonitrile/nitrile solvent,2,3,0,3,2,0,1,0.40242960438184466,6,2,5,5,0,4,0,,2017-2019
2016,PEDOT:PSS conductor,carbon nanotube scaffold,2,6,0,5,2,2,1,0.40242960438184466,12,2,5,5,0,4,0,,2017-2019
2016,PEDOT:PSS conductor,ferri/ferrocyanide electrolyte,2,4,0,4,2,0,0,0.0,8,3,5,5,0,9,0,,2017-2019
2016,PEDOT:PSS conductor,graphene/graphene-oxide scaffold,2,3,0,2,2,2,1,0.40242960438184466,6,2,5,5,0,2,0,,2017-2019
2016,PEDOT:PSS conductor,iodide/triiodide electrolyte,2,5,0,4,2,2,1,0.40242960438184466,10,2,5,5,0,4,0,,2017-2019
2016,PEDOT:PSS conductor,ionic-liquid electrolyte,2,12,0,3,2,10,0,0.0,24,1,5,5,0,5,0,,2017-2019
2016,PEDOT:PSS conductor,porous carbon electrode,2,5,0,5,2,0,1,0.40242960438184466,10,2,5,5,0,2,0,,2017-2019
2016,PVA polymer matrix,Cu-based redox electrolyte,3,1,0,1,3,0,0,0.0,3,5,3,3,0,2,0,,2017-2019
2016,PVA polymer matrix,Fe2+/Fe3+ redox electrolyte,3,1,0,1,3,0,0,0.0,3,4,3,3,0,4,0,,2017-2019
2016,PVA polymer matrix,K-salt electrolyte,3,3,0,3,3,1,0,0.0,9,3,3,3,0,4,0,,2017-2019
2016,PVA polymer matrix,Li-salt electrolyte,3,3,0,2,3,1,0,0.0,9,3,3,3,0,2,0,,2017-2019
2016,PVA polymer matrix,Na-salt electrolyte,3,6,0,5,3,2,1,0.40242960438184466,18,2,3,3,0,2,0,,2017-2019
2016,PVA polymer matrix,Prussian-blue/hexacyanoferrate electrode,3,2,0,2,3,0,0,0.0,6,4,3,3,0,2,0,,2017-2019
2016,PVA polymer matrix,acetonitrile/nitrile solvent,3,3,0,3,3,0,1,0.40242960438184466,9,2,3,3,0,4,0,,2017-2019
2016,PVA polymer matrix,carbon nanotube scaffold,3,6,0,5,3,2,1,0.40242960438184466,18,2,3,3,0,4,0,,2017-2019
2016,PVA polymer matrix,ferri/ferrocyanide electrolyte,3,4,0,4,3,0,0,0.0,12,3,3,3,0,9,0,,2017-2019
2016,PVA polymer matrix,graphene/graphene-oxide scaffold,3,3,0,2,3,2,1,0.40242960438184466,9,2,3,3,0,2,0,,2017-2019
2016,PVA polymer matrix,iodide/triiodide electrolyte,3,5,0,4,3,2,1,0.40242960438184466,15,2,3,3,0,4,0,,2017-2019
2016,PVA polymer matrix,ionic-liquid electrolyte,3,12,0,3,3,10,1,1.4426950408889634,36,1,3,3,0,5,0,,2017-2019
2016,PVA polymer matrix,porous carbon electrode,3,5,0,5,3,0,1,0.40242960438184466,15,2,3,3,0,2,0,,2017-2019
2016,carbon nanotube scaffold,Cu-based redox electrolyte,6,1,5,1,2,0,0,0.0,6,3,1,7,4,2,0,,2017-2019
2016,carbon nanotube scaffold,Li-salt electrolyte,6,3,5,2,2,1,1,0.5581106265512472,18,2,1,7,4,2,0,,2017-2019
2016,carbon nanotube scaffold,Prussian-blue/hexacyanoferrate electrode,6,2,5,2,2,0,1,0.7213475204444817,12,2,1,7,4,2,1,A CoHCF system with enhanced energy conversion efficiency for low-grade heat harvesting,2017-2019
2016,carbon nanotube scaffold,acetonitrile/nitrile solvent,6,3,5,3,2,0,2,1.0237645389414565,18,2,1,7,4,4,0,,2017-2019
2016,carbon nanotube scaffold,iodide/triiodide electrolyte,6,5,5,4,2,2,2,1.1237771248263264,30,2,1,7,4,4,0,,2017-2019
2016,carbon nanotube scaffold,ionic-liquid electrolyte,6,12,5,3,2,10,3,2.0896847877376965,72,1,1,7,4,5,0,,2017-2019
2016,chitosan matrix,Cu-based redox electrolyte,2,1,0,1,2,0,0,0.0,2,5,3,2,0,2,0,,2017-2019
2016,chitosan matrix,Fe2+/Fe3+ redox electrolyte,2,1,0,1,2,0,0,0.0,2,4,3,2,0,4,0,,2017-2019
2016,chitosan matrix,K-salt electrolyte,2,3,0,3,2,1,0,0.0,6,3,3,2,0,4,0,,2017-2019
2016,chitosan matrix,Li-salt electrolyte,2,3,0,2,2,1,0,0.0,6,3,3,2,0,2,0,,2017-2019
2016,chitosan matrix,Na-salt electrolyte,2,6,0,5,2,2,1,0.40242960438184466,12,2,3,2,0,2,0,,2017-2019
2016,chitosan matrix,Prussian-blue/hexacyanoferrate electrode,2,2,0,2,2,0,0,0.0,4,4,3,2,0,2,0,,2017-2019
2016,chitosan matrix,acetonitrile/nitrile solvent,2,3,0,3,2,0,1,0.40242960438184466,6,2,3,2,0,4,0,,2017-2019
2016,chitosan matrix,carbon nanotube scaffold,2,6,0,5,2,2,1,0.40242960438184466,12,2,3,2,0,4,0,,2017-2019
2016,chitosan matrix,ferri/ferrocyanide electrolyte,2,4,0,4,2,0,0,0.0,8,3,3,2,0,9,0,,2017-2019
2016,chitosan matrix,graphene/graphene-oxide scaffold,2,3,0,2,2,2,1,0.40242960438184466,6,2,3,2,0,2,0,,2017-2019
2016,chitosan matrix,iodide/triiodide electrolyte,2,5,0,4,2,2,1,0.40242960438184466,10,2,3,2,0,4,0,,2017-2019
2016,chitosan matrix,ionic-liquid electrolyte,2,12,0,3,2,10,1,0.9102392266268373,24,1,3,2,0,5,0,,2017-2019
2016,chitosan matrix,porous carbon electrode,2,5,0,5,2,0,1,0.40242960438184466,10,2,3,2,0,2,0,,2017-2019
2016,deep-eutectic electrolyte,Cu-based redox electrolyte,2,1,0,1,2,0,0,0.0,2,6,2,2,0,2,0,,2017-2019
2016,deep-eutectic electrolyte,Fe2+/Fe3+ redox electrolyte,2,1,0,1,2,0,0,0.0,2,5,2,2,0,4,0,,2017-2019
2016,deep-eutectic electrolyte,K-salt electrolyte,2,3,0,3,2,1,0,0.0,6,4,2,2,0,4,0,,2017-2019
2016,deep-eutectic electrolyte,Li-salt electrolyte,2,3,0,2,2,1,0,0.0,6,4,2,2,0,2,0,,2017-2019
2016,deep-eutectic electrolyte,Na-salt electrolyte,2,6,0,5,2,2,0,0.0,12,3,2,2,0,2,0,,2017-2019
2016,deep-eutectic electrolyte,Prussian-blue/hexacyanoferrate electrode,2,2,0,2,2,0,0,0.0,4,5,2,2,0,2,0,,2017-2019
2016,deep-eutectic electrolyte,acetonitrile/nitrile solvent,2,3,0,3,2,0,0,0.0,6,3,2,2,0,4,0,,2017-2019
2016,deep-eutectic electrolyte,carbon nanotube scaffold,2,6,0,5,2,2,0,0.0,12,3,2,2,0,4,0,,2017-2019
2016,deep-eutectic electrolyte,ferri/ferrocyanide electrolyte,2,4,0,4,2,0,0,0.0,8,4,2,2,0,9,0,,2017-2019
2016,deep-eutectic electrolyte,graphene/graphene-oxide scaffold,2,3,0,2,2,2,0,0.0,6,3,2,2,0,2,0,,2017-2019
2016,deep-eutectic electrolyte,iodide/triiodide electrolyte,2,5,0,4,2,2,0,0.0,10,3,2,2,0,4,0,,2017-2019
2016,deep-eutectic electrolyte,ionic-liquid electrolyte,2,12,0,3,2,10,2,2.352934267515801,24,2,2,2,0,5,0,,2017-2019
2016,deep-eutectic electrolyte,porous carbon electrode,2,5,0,5,2,0,0,0.0,10,3,2,2,0,2,0,,2017-2019
2016,ethylene-glycol organohydrogel,Cu-based redox electrolyte,1,1,0,1,1,0,0,0.0,1,5,10,3,0,2,0,,2017-2019
2016,ethylene-glycol organohydrogel,Fe2+/Fe3+ redox electrolyte,1,1,0,1,1,0,0,0.0,1,4,10,3,0,4,0,,2017-2019
2016,ethylene-glycol organohydrogel,K-salt electrolyte,1,3,0,3,1,1,0,0.0,3,3,10,3,0,4,0,,2017-2019
2016,ethylene-glycol organohydrogel,Li-salt electrolyte,1,3,0,2,1,1,0,0.0,3,3,10,3,0,2,0,,2017-2019
2016,ethylene-glycol organohydrogel,Na-salt electrolyte,1,6,0,5,1,2,1,0.40242960438184466,6,2,10,3,0,2,0,,2017-2019
2016,ethylene-glycol organohydrogel,Prussian-blue/hexacyanoferrate electrode,1,2,0,2,1,0,0,0.0,2,4,10,3,0,2,0,,2017-2019
2016,ethylene-glycol organohydrogel,acetonitrile/nitrile solvent,1,3,0,3,1,0,1,0.40242960438184466,3,2,10,3,0,4,0,,2017-2019
2016,ethylene-glycol organohydrogel,carbon nanotube scaffold,1,6,0,5,1,2,1,0.40242960438184466,6,2,10,3,0,4,0,,2017-2019
2016,ethylene-glycol organohydrogel,ferri/ferrocyanide electrolyte,1,4,0,4,1,0,0,0.0,4,3,10,3,0,9,0,,2017-2019
2016,ethylene-glycol organohydrogel,graphene/graphene-oxide scaffold,1,3,0,2,1,2,1,0.40242960438184466,3,2,10,3,0,2,0,,2017-2019
2016,ethylene-glycol organohydrogel,iodide/triiodide electrolyte,1,5,0,4,1,2,1,0.40242960438184466,5,2,10,3,0,4,0,,2017-2019
2016,ethylene-glycol organohydrogel,ionic-liquid electrolyte,1,12,0,3,1,10,0,0.0,12,1,10,3,0,5,0,,2017-2019
2016,ethylene-glycol organohydrogel,porous carbon electrode,1,5,0,5,1,0,1,0.40242960438184466,5,2,10,3,0,2,0,,2017-2019
2016,graphene/graphene-oxide scaffold,Cu-based redox electrolyte,3,1,2,1,2,0,0,0.0,3,3,0,4,2,2,0,,2017-2019
2016,graphene/graphene-oxide scaffold,Li-salt electrolyte,3,3,2,2,2,1,0,0.0,9,3,0,4,2,2,0,,2017-2019
2016,graphene/graphene-oxide scaffold,Prussian-blue/hexacyanoferrate electrode,3,2,2,2,2,0,1,0.7213475204444817,6,2,0,4,2,2,0,,2017-2019
2016,graphene/graphene-oxide scaffold,acetonitrile/nitrile solvent,3,3,2,3,2,0,1,0.40242960438184466,9,2,0,4,2,4,0,,2017-2019
2016,graphene/graphene-oxide scaffold,iodide/triiodide electrolyte,3,5,2,4,2,2,2,1.1237771248263264,15,2,0,4,2,4,0,,2017-2019
2016,graphene/graphene-oxide scaffold,ionic-liquid electrolyte,3,12,2,3,2,10,1,0.5581106265512472,36,1,0,4,2,5,0,,2017-2019
2016,graphene/graphene-oxide scaffold,porous carbon electrode,3,5,2,5,2,0,2,0.9605402309330919,15,2,0,4,2,2,0,,2017-2019
2016,iodide/triiodide electrolyte,Cu-based redox electrolyte,5,1,4,1,2,0,0,0.0,5,3,16,4,4,2,0,,2017-2019
2016,iodide/triiodide electrolyte,Li-salt electrolyte,5,3,4,2,2,1,0,0.0,15,1,16,4,4,2,0,,2017-2019
2016,iodide/triiodide electrolyte,Prussian-blue/hexacyanoferrate electrode,5,2,4,2,2,0,1,0.7213475204444817,10,2,16,4,4,2,0,,2017-2019
2016,iodide/triiodide electrolyte,porous carbon electrode,5,5,4,5,2,0,2,1.312668831008682,25,2,16,4,4,2,0,,2017-2019
2016,ionic-liquid electrolyte,Cu-based redox electrolyte,12,1,3,1,10,0,0,0.0,12,4,21,34,5,2,0,,2017-2019
2016,ionic-liquid electrolyte,Li-salt electrolyte,12,3,3,2,10,1,2,1.179445561110859,36,2,21,34,5,2,0,,2017-2019
2016,ionic-liquid electrolyte,Prussian-blue/hexacyanoferrate electrode,12,2,3,2,10,0,0,0.0,24,3,21,34,5,2,0,,2017-2019
2016,ionic-liquid electrolyte,ferri/ferrocyanide electrolyte,12,4,3,4,10,0,3,2.0896847877376965,48,2,21,34,5,9,0,,2017-2019
2016,metal-oxide electrode,Cu-based redox electrolyte,0,1,0,1,0,0,0,0.0,0,12,9,21,1,2,0,,2017-2019
2016,metal-oxide electrode,Fe2+/Fe3+ redox electrolyte,0,1,0,1,0,0,0,0.0,0,12,9,21,1,4,0,,2017-2019
2016,metal-oxide electrode,K-salt electrolyte,0,3,0,3,0,1,0,0.0,0,12,9,21,1,4,0,,2017-2019
2016,metal-oxide electrode,Li-salt electrolyte,0,3,0,2,0,1,0,0.0,0,12,9,21,1,2,0,,2017-2019
2016,metal-oxide electrode,Na-salt electrolyte,0,6,0,5,0,2,0,0.0,0,12,9,21,1,2,0,,2017-2019
2016,metal-oxide electrode,Prussian-blue/hexacyanoferrate electrode,0,2,0,2,0,0,0,0.0,0,12,9,21,1,2,0,,2017-2019
2016,metal-oxide electrode,acetonitrile/nitrile solvent,0,3,0,3,0,0,0,0.0,0,12,9,21,1,4,0,,2017-2019
2016,metal-oxide electrode,carbon nanotube scaffold,0,6,0,5,0,2,0,0.0,0,12,9,21,1,4,0,,2017-2019
2016,metal-oxide electrode,ferri/ferrocyanide electrolyte,0,4,0,4,0,0,0,0.0,0,12,9,21,1,9,0,,2017-2019
2016,metal-oxide electrode,graphene/graphene-oxide scaffold,0,3,0,2,0,2,0,0.0,0,12,9,21,1,2,0,,2017-2019
2016,metal-oxide electrode,iodide/triiodide electrolyte,0,5,0,4,0,2,0,0.0,0,12,9,21,1,4,0,,2017-2019
2016,metal-oxide electrode,ionic-liquid electrolyte,0,12,0,3,0,10,0,0.0,0,12,9,21,1,5,0,,2017-2019
2016,metal-oxide electrode,porous carbon electrode,0,5,0,5,0,0,0,0.0,0,12,9,21,1,2,0,,2017-2019
2016,polyaniline conductor,Cu-based redox electrolyte,1,1,0,1,1,0,0,0.0,1,5,14,3,0,2,0,,2017-2019
2016,polyaniline conductor,Fe2+/Fe3+ redox electrolyte,1,1,0,1,1,0,0,0.0,1,4,14,3,0,4,1,Direct thermal charging cell for converting low-grade heat to electricity,2017-2019
2016,polyaniline conductor,K-salt electrolyte,1,3,0,3,1,1,0,0.0,3,3,14,3,0,4,0,,2017-2019
2016,polyaniline conductor,Li-salt electrolyte,1,3,0,2,1,1,0,0.0,3,3,14,3,0,2,0,,2017-2019
2016,polyaniline conductor,Na-salt electrolyte,1,6,0,5,1,2,1,0.40242960438184466,6,2,14,3,0,2,0,,2017-2019
2016,polyaniline conductor,Prussian-blue/hexacyanoferrate electrode,1,2,0,2,1,0,0,0.0,2,4,14,3,0,2,0,,2017-2019
2016,polyaniline conductor,acetonitrile/nitrile solvent,1,3,0,3,1,0,1,0.40242960438184466,3,2,14,3,0,4,0,,2017-2019
2016,polyaniline conductor,carbon nanotube scaffold,1,6,0,5,1,2,1,0.40242960438184466,6,2,14,3,0,4,0,,2017-2019
2016,polyaniline conductor,ferri/ferrocyanide electrolyte,1,4,0,4,1,0,0,0.0,4,3,14,3,0,9,0,,2017-2019
2016,polyaniline conductor,graphene/graphene-oxide scaffold,1,3,0,2,1,2,1,0.40242960438184466,3,2,14,3,0,2,1,Direct thermal charging cell for converting low-grade heat to electricity,2017-2019
2016,polyaniline conductor,iodide/triiodide electrolyte,1,5,0,4,1,2,1,0.40242960438184466,5,2,14,3,0,4,0,,2017-2019
2016,polyaniline conductor,ionic-liquid electrolyte,1,12,0,3,1,10,0,0.0,12,1,14,3,0,5,0,,2017-2019
2016,polyaniline conductor,porous carbon electrode,1,5,0,5,1,0,1,0.40242960438184466,5,2,14,3,0,2,0,,2017-2019
2016,silica/inorganic nanoparticle filler,Cu-based redox electrolyte,1,1,0,1,1,0,0,0.0,1,5,24,3,0,2,0,,2017-2019
2016,silica/inorganic nanoparticle filler,Fe2+/Fe3+ redox electrolyte,1,1,0,1,1,0,0,0.0,1,4,24,3,0,4,0,,2017-2019
2016,silica/inorganic nanoparticle filler,K-salt electrolyte,1,3,0,3,1,1,0,0.0,3,3,24,3,0,4,0,,2017-2019
2016,silica/inorganic nanoparticle filler,Li-salt electrolyte,1,3,0,2,1,1,0,0.0,3,3,24,3,0,2,0,,2017-2019
2016,silica/inorganic nanoparticle filler,Na-salt electrolyte,1,6,0,5,1,2,1,0.40242960438184466,6,2,24,3,0,2,0,,2017-2019
2016,silica/inorganic nanoparticle filler,Prussian-blue/hexacyanoferrate electrode,1,2,0,2,1,0,0,0.0,2,4,24,3,0,2,0,,2017-2019
2016,silica/inorganic nanoparticle filler,acetonitrile/nitrile solvent,1,3,0,3,1,0,1,0.40242960438184466,3,2,24,3,0,4,0,,2017-2019
2016,silica/inorganic nanoparticle filler,carbon nanotube scaffold,1,6,0,5,1,2,1,0.40242960438184466,6,2,24,3,0,4,0,,2017-2019
2016,silica/inorganic nanoparticle filler,ferri/ferrocyanide electrolyte,1,4,0,4,1,0,0,0.0,4,3,24,3,0,9,0,,2017-2019
2016,silica/inorganic nanoparticle filler,graphene/graphene-oxide scaffold,1,3,0,2,1,2,1,0.40242960438184466,3,2,24,3,0,2,0,,2017-2019
2016,silica/inorganic nanoparticle filler,iodide/triiodide electrolyte,1,5,0,4,1,2,1,0.40242960438184466,5,2,24,3,0,4,0,,2017-2019
2016,silica/inorganic nanoparticle filler,ionic-liquid electrolyte,1,12,0,3,1,10,0,0.0,12,1,24,3,0,5,0,,2017-2019
2016,silica/inorganic nanoparticle filler,porous carbon electrode,1,5,0,5,1,0,1,0.40242960438184466,5,2,24,3,0,2,0,,2017-2019
2017,Fe2+/Fe3+ redox electrolyte,Cu-based redox electrolyte,1,1,1,1,0,0,0,0.0,1,6,0,2,6,2,0,,2018-2020
2017,Fe2+/Fe3+ redox electrolyte,Li-salt electrolyte,1,5,1,2,0,3,1,0.9102392266268373,5,2,0,2,6,2,0,,2018-2020
2017,Fe2+/Fe3+ redox electrolyte,Na-salt electrolyte,1,7,1,5,0,3,1,0.9102392266268373,7,2,0,2,6,2,0,,2018-2020
2017,Fe2+/Fe3+ redox electrolyte,Prussian-blue/hexacyanoferrate electrode,1,2,1,2,0,1,0,0.0,2,5,0,2,6,2,0,,2018-2020
2017,Fe2+/Fe3+ redox electrolyte,acetonitrile/nitrile solvent,1,4,1,3,0,2,0,0.0,4,3,0,2,6,4,0,,2018-2020
2017,Fe2+/Fe3+ redox electrolyte,carbon nanotube scaffold,1,6,1,5,0,2,0,0.0,6,3,0,2,6,5,0,,2018-2020
2017,Fe2+/Fe3+ redox electrolyte,ferri/ferrocyanide electrolyte,1,4,1,4,0,1,0,0.0,4,4,0,2,6,12,0,,2018-2020
2017,Fe2+/Fe3+ redox electrolyte,graphene/graphene-oxide scaffold,1,3,1,2,0,2,0,0.0,3,4,0,2,6,2,1,Direct thermal charging cell for converting low-grade heat to electricity,2018-2020
2017,Fe2+/Fe3+ redox electrolyte,iodide/triiodide electrolyte,1,5,1,4,0,2,0,0.0,5,3,0,2,6,4,0,,2018-2020
2017,Fe2+/Fe3+ redox electrolyte,ionic-liquid electrolyte,1,13,1,3,0,12,0,0.0,13,3,0,2,6,5,0,,2018-2020
2017,Fe2+/Fe3+ redox electrolyte,porous carbon electrode,1,5,1,5,0,0,0,0.0,5,3,0,2,6,2,1,Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,2018-2020
2017,K-salt electrolyte,Cu-based redox electrolyte,3,1,3,1,1,0,0,0.0,3,5,0,2,4,2,0,,2018-2020
2017,K-salt electrolyte,Prussian-blue/hexacyanoferrate electrode,3,2,3,2,1,1,0,0.0,6,4,0,2,4,2,0,,2018-2020
2017,K-salt electrolyte,acetonitrile/nitrile solvent,3,4,3,3,1,2,1,0.6213349345596119,12,2,0,2,4,4,0,,2018-2020
2017,K-salt electrolyte,carbon nanotube scaffold,3,6,3,5,1,2,1,0.5138983423697507,18,2,0,2,4,5,0,,2018-2020
2017,K-salt electrolyte,ferri/ferrocyanide electrolyte,3,4,3,4,1,1,0,0.0,12,3,0,2,4,12,1,Giant thermopower of ionic gelatin near room temperature,2018-2020
2017,K-salt electrolyte,graphene/graphene-oxide scaffold,3,3,3,2,1,2,0,0.0,9,3,0,2,4,2,0,,2018-2020
2017,K-salt electrolyte,iodide/triiodide electrolyte,3,5,3,4,1,2,1,0.6213349345596119,15,2,0,2,4,4,0,,2018-2020
2017,K-salt electrolyte,ionic-liquid electrolyte,3,13,3,3,1,12,2,1.1352332769293625,39,2,0,2,4,5,0,,2018-2020
2017,K-salt electrolyte,porous carbon electrode,3,5,3,5,1,0,1,0.5138983423697507,15,2,0,2,4,2,0,,2018-2020
2017,Li-salt electrolyte,Cu-based redox electrolyte,5,1,2,1,3,0,0,0.0,5,4,1,3,2,2,0,,2018-2020
2017,Li-salt electrolyte,Prussian-blue/hexacyanoferrate electrode,5,2,2,2,3,1,0,0.0,10,3,1,3,2,2,0,,2018-2020
2017,Li-salt electrolyte,acetonitrile/nitrile solvent,5,4,2,3,3,2,2,1.011206179810892,20,1,1,3,2,4,0,,2018-2020
2017,Li-salt electrolyte,carbon nanotube scaffold,5,6,2,5,3,2,2,0.9037695876210308,30,2,1,3,2,5,0,,2018-2020
2017,Li-salt electrolyte,ferri/ferrocyanide electrolyte,5,4,2,4,3,1,1,0.6213349345596119,20,2,1,3,2,12,0,,2018-2020
2017,Li-salt electrolyte,graphene/graphene-oxide scaffold,5,3,2,2,3,2,1,0.3898712452512801,15,2,1,3,2,2,0,,2018-2020
