paper_id,source,year,title,doi,material
P00293,TG,2013,Carbon Nanotube - Reduced Graphene Oxide Composites for Thermal Energy Harvesting Applications,10.1002/adma.201303295,carbon nanotube scaffold
P00293,TG,2013,Carbon Nanotube - Reduced Graphene Oxide Composites for Thermal Energy Harvesting Applications,10.1002/adma.201303295,graphene/graphene-oxide scaffold
P00294,TG,2023,Thermal Gradient Infrared Spectroscopy for Diffusion in Polymers,10.1021/acs.jpcb.3c04130,Li-salt electrolyte
P00298,TG,2018,Thermo-electrochemical cells empowered by selective inclusion of redox-active ions by polysaccharides,10.1039/c7se00470b,iodide/triiodide electrolyte
P00299,TG,2023,High-efficiency zinc thermal charging supercapacitors enabled by hierarchical porous carbon electrodes,10.1016/j.jpowsour.2022.232386,porous carbon electrode
P00302,TG,2014,Design and optimization of thermo-electrochemical cells,10.1007/s10800-013-0638-y,ferri/ferrocyanide electrolyte
P00303,TG,2015,Thermoelectric energy recovery at ionic-liquid/electrode interface,10.1063/1.4923199,porous carbon electrode
P00303,TG,2015,Thermoelectric energy recovery at ionic-liquid/electrode interface,10.1063/1.4923199,ionic-liquid electrolyte
P00303,TG,2015,Thermoelectric energy recovery at ionic-liquid/electrode interface,10.1063/1.4923199,acetonitrile/nitrile solvent
P00305,TG,2018,Flexible and non-volatile redox active quasi-solid state ionic liquid based electrolytes for thermal energy harvesting,10.1039/c8se00224j,ionic-liquid electrolyte
P00306,TG,2016,Temperature dependence of the electrode potential of a cobalt-based redox couple in ionic liquid electrolytes for thermal energy harvesting,10.1039/c5fd00238a,ionic-liquid electrolyte
P00310,TG,2016,The thermoelectrochemistry of lithium-glyme solvate ionic liquids: towards waste heat harvesting,10.1039/c6cp02255c,ionic-liquid electrolyte
P00313,TG,2016,The study of electrical conductivity and diffusion behavior of water-based and ferro/ferricyanide-electrolyte-based alumina nanofluids,10.1016/j.jcis.2016.02.001,Fe2+/Fe3+ redox electrolyte
P00314,TG,2018,A supramolecular thermocell consisting of ferrocenecarboxylate and β-cyclodextrin that has a negative Seebeck coefficient,10.1038/s41428-018-0061-7,cyclodextrin host
P00315,TG,2012,Nitrogen- and Boron-Doped Carbon Nanotube Electrodes in a Thermo-Electrochemical Cell,10.1149/2.043205jes,carbon nanotube scaffold
P00315,TG,2012,Nitrogen- and Boron-Doped Carbon Nanotube Electrodes in a Thermo-Electrochemical Cell,10.1149/2.043205jes,ferri/ferrocyanide electrolyte
P00319,TG,2017,Analytical Study and Experimental Validation of Copper II Sulfate and Potassium Ferri/Ferrocyanide Thermocells Using Onsager Flux Equations,10.1115/1.4036045,ferri/ferrocyanide electrolyte
P00320,TG,2018,High Efficiency Graphene Coated Copper Based Thermocells Connected in Series,10.3389/fphy.2018.00035,graphene/graphene-oxide scaffold
P00321,TG,2018,Effect of a Time-Dependent Magnetic Field on the Corrosion of Nickel-Aluminum Bronze,10.5006/2604,Na-salt electrolyte
P00323,TG,2017,Sub-zero temperature thermo-electrochemical energy harvesting system using a self-heating negative temperature coefficient CNT-vanadium oxide cathode,10.1007/s10800-016-1010-9,carbon nanotube scaffold
P00324,TG,2016,Flexible thermo-electrochemical cells using Iodolyte HI-30 for conversion of low-grade heat to electrical energy,10.1039/c6ra15884f,iodide/triiodide electrolyte
P00324,TG,2016,Flexible thermo-electrochemical cells using Iodolyte HI-30 for conversion of low-grade heat to electrical energy,10.1039/c6ra15884f,acetonitrile/nitrile solvent
P00330,TG,1994,GENERATING PERFORMANCE OF THERMOCHARGEABLE GALVANIC CELL USING A REDOX COUPLE OF [FE(CN)(6)](4-/3-),,ferri/ferrocyanide electrolyte
P00331,TG,1994,THE INTRODUCTION AND VERIFICATION OF THERMOCHARGEABLE GALVANIC CELL,,ferri/ferrocyanide electrolyte
P00333,iTE1,2025,Unlocking new possibilities in ionic thermoelectric materials: a machine learning perspective,10.1093/nsr/nwae411,iodide/triiodide electrolyte
P00335,iTE1,2025,Exceptional n-Type Ionic Thermoelectric Hydrogels by Synergistic Hydrophobic and Coordination Interactions,10.1002/adma.202510199,PVA polymer matrix
P00335,iTE1,2025,Exceptional n-Type Ionic Thermoelectric Hydrogels by Synergistic Hydrophobic and Coordination Interactions,10.1002/adma.202510199,Cu-based redox electrolyte
P00336,iTE1,2025,Host-Guest Complexation of α-Cyclodextrin and Triiodide Ions for Enhanced Performance of Ionic Thermoelectric Capacitors,10.1002/aenm.202405502,PVA polymer matrix
P00336,iTE1,2025,Host-Guest Complexation of α-Cyclodextrin and Triiodide Ions for Enhanced Performance of Ionic Thermoelectric Capacitors,10.1002/aenm.202405502,iodide/triiodide electrolyte
P00336,iTE1,2025,Host-Guest Complexation of α-Cyclodextrin and Triiodide Ions for Enhanced Performance of Ionic Thermoelectric Capacitors,10.1002/aenm.202405502,cyclodextrin host
P00339,iTE1,2025,Wearable Solar Ionic Thermoelectric Detectors for Human Motion Monitoring and Language Recognition Conversion,10.1002/adfm.202422592,MoS2 scaffold
P00339,iTE1,2025,Wearable Solar Ionic Thermoelectric Detectors for Human Motion Monitoring and Language Recognition Conversion,10.1002/adfm.202422592,ferri/ferrocyanide electrolyte
P00340,iTE1,2025,Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties,10.1039/d5ta00744e,PVA polymer matrix
P00340,iTE1,2025,Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties,10.1039/d5ta00744e,cellulose nanofiber matrix
P00340,iTE1,2025,Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties,10.1039/d5ta00744e,ionic-liquid electrolyte
P00341,iTE1,2025,Advanced N-Type Ionic Thermoelectric Cells Featuring Bidirectional Cationic Anchoring Strategy and REDOX Electrode,10.1002/aenm.202500584,chitosan matrix
P00341,iTE1,2025,Advanced N-Type Ionic Thermoelectric Cells Featuring Bidirectional Cationic Anchoring Strategy and REDOX Electrode,10.1002/aenm.202500584,crown-ether host
P00343,iTE1,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,PVA polymer matrix
P00343,iTE1,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,Na-salt electrolyte
P00344,iTE1,2025,Ionic thermoelectric performance of cement and its modifications,10.1016/j.cscm.2024.e04186,PVA polymer matrix
P00344,iTE1,2025,Ionic thermoelectric performance of cement and its modifications,10.1016/j.cscm.2024.e04186,carbon nanotube scaffold
P00345,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,ethylene-glycol organohydrogel
P00346,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,cellulose nanofiber matrix
P00346,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,biomass-derived matrix
P00347,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,K-salt electrolyte
P00347,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,biomass-derived matrix
P00349,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,Na-salt electrolyte
P00349,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,ionic-liquid electrolyte
P00350,iTE1,2024,Ultra-high performance of ionic thermoelectric-electrochemical gel cells for harvesting low grade heat,10.1039/d4ee01150c,iodide/triiodide electrolyte
P00351,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,K-salt electrolyte
P00351,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,biomass-derived matrix
P00353,iTE1,2025,Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances,10.1002/adfm.202415856,Na-salt electrolyte
P00353,iTE1,2025,Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances,10.1002/adfm.202415856,ionic-liquid electrolyte
P00353,iTE1,2025,Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances,10.1002/adfm.202415856,silica/inorganic nanoparticle filler
P00354,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,cellulose nanofiber matrix
P00355,iTE1,2025,Bamboo-Like Bio-Derived Carbon Microtubes for High-Performance Ionic Thermoelectric Supercapacitors,10.1021/acssuschemeng.5c10114,gelatin matrix
P00355,iTE1,2025,Bamboo-Like Bio-Derived Carbon Microtubes for High-Performance Ionic Thermoelectric Supercapacitors,10.1021/acssuschemeng.5c10114,chitosan matrix
P00355,iTE1,2025,Bamboo-Like Bio-Derived Carbon Microtubes for High-Performance Ionic Thermoelectric Supercapacitors,10.1021/acssuschemeng.5c10114,metal-oxide electrode
P00355,iTE1,2025,Bamboo-Like Bio-Derived Carbon Microtubes for High-Performance Ionic Thermoelectric Supercapacitors,10.1021/acssuschemeng.5c10114,biomass-derived matrix
P00356,iTE1,2025,High-thermopower ionic thermoelectric hydrogels for low-grade heat harvesting and intelligent fire protection,10.1039/d5ta04718h,Na-salt electrolyte
P00358,iTE1,2026,Polyvinyl alcohol/sodium alginate double network hydrogels design for high-performance p-type ionic thermoelectric cement-based composites,10.1016/j.jobe.2025.114806,PVA polymer matrix
P00358,iTE1,2026,Polyvinyl alcohol/sodium alginate double network hydrogels design for high-performance p-type ionic thermoelectric cement-based composites,10.1016/j.jobe.2025.114806,alginate matrix
P00361,iTE1,2025,Selective tuning cation coordination variations for developing high-performance N-type solid-state ionic thermoelectric materials,10.1016/j.ijheatmasstransfer.2025.127042,Li-salt electrolyte
P00361,iTE1,2025,Selective tuning cation coordination variations for developing high-performance N-type solid-state ionic thermoelectric materials,10.1016/j.ijheatmasstransfer.2025.127042,Na-salt electrolyte
P00363,iTE1,2025,P-N Series Integrated Ionic Thermoelectric Generator Based on Cation/Anion-Selective Hydrogels for Body Heat Harvesting,10.1002/smll.202502884,Na-salt electrolyte
P00364,iTE1,2024,"Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors",10.1016/j.mtphys.2024.101589,PAM/polyacrylamide matrix
P00364,iTE1,2024,"Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors",10.1016/j.mtphys.2024.101589,Li-salt electrolyte
P00366,iTE1,2025,An n-type ionic thermoelectric hydrogel with confined cation diffusion for boosted low-grade heat harvesting,10.1039/d4ta07484j,PVA polymer matrix
P00367,iTE1,2024,"Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device",10.1016/j.cej.2024.157823,PAM/polyacrylamide matrix
P00367,iTE1,2024,"Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device",10.1016/j.cej.2024.157823,alginate matrix
P00367,iTE1,2024,"Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device",10.1016/j.cej.2024.157823,carbon nanotube scaffold
P00370,iTE1,2024,Solar Heating Modulated by Evaporative Cooling Provides Intermittent Temperature Gradients for Ionic Thermoelectric Supercapacitors,10.1002/adfm.202407948,cellulose nanofiber matrix
P00370,iTE1,2024,Solar Heating Modulated by Evaporative Cooling Provides Intermittent Temperature Gradients for Ionic Thermoelectric Supercapacitors,10.1002/adfm.202407948,carbon nanotube scaffold
P00375,iTE1,2024,Remarkable high-temperature ionic thermoelectric performance induced by graphene in gel thermocells,10.1039/d3ee03818a,gelatin matrix
P00375,iTE1,2024,Remarkable high-temperature ionic thermoelectric performance induced by graphene in gel thermocells,10.1039/d3ee03818a,graphene/graphene-oxide scaffold
P00377,iTE1,2023,Zwitterionic Polymer Gel-Based Fully Self-Healable Ionic Thermoelectric Generators with Pressure-Activated Electrodes,10.1002/aenm.202301133,PVA polymer matrix
P00377,iTE1,2023,Zwitterionic Polymer Gel-Based Fully Self-Healable Ionic Thermoelectric Generators with Pressure-Activated Electrodes,10.1002/aenm.202301133,zwitterionic polymer
P00378,iTE1,2023,Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors,10.1016/j.carbpol.2023.121310,cellulose nanofiber matrix
P00378,iTE1,2023,Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors,10.1016/j.carbpol.2023.121310,TEMPO/viologen organic redox
P00378,iTE1,2023,Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors,10.1016/j.carbpol.2023.121310,Li-salt electrolyte
P00380,iTE1,2023,An Ionic Thermoelectric Generator with a Giant Output Power Density and High Energy Density Enabled by Synergy of Thermodiffusion Effect and Redox Reaction on Electrodes,10.1002/aenm.202204357,polyaniline conductor
P00383,iTE1,2024,Ionic Thermoelectric Generators in Vertical and Planar Topologies Based on Fluorinated Polymer Hybrid Materials with Ionic Liquids,10.1002/marc.202400041,ionic-liquid electrolyte
P00384,iTE1,2023,Ionic Thermoelectric Properties of Reconstructed Lamellar Vanadium Pentoxide Membranes,10.1002/adfm.202301178,metal-oxide electrode
P00386,iTE1,2023,Application of lamellar nickel hydroxide membrane as a tunable platform for ionic thermoelectric studies,10.1039/d3mh00479a,silica/inorganic nanoparticle filler
P00388,iTE1,2022,Mesoscopic confined ionic thermoelectric materials with excellent ionic conductivity for waste heat harvesting,10.1016/j.cej.2022.134702,cellulose nanofiber matrix
P00388,iTE1,2022,Mesoscopic confined ionic thermoelectric materials with excellent ionic conductivity for waste heat harvesting,10.1016/j.cej.2022.134702,TEMPO/viologen organic redox
P00388,iTE1,2022,Mesoscopic confined ionic thermoelectric materials with excellent ionic conductivity for waste heat harvesting,10.1016/j.cej.2022.134702,ionic-liquid electrolyte
P00389,iTE1,2022,High-Performance Ionic Thermoelectric Supercapacitor for Integrated Energy Conversion-Storage,10.1002/eem2.12220,PAM/polyacrylamide matrix
P00389,iTE1,2022,High-Performance Ionic Thermoelectric Supercapacitor for Integrated Energy Conversion-Storage,10.1002/eem2.12220,cellulose nanofiber matrix
P00389,iTE1,2022,High-Performance Ionic Thermoelectric Supercapacitor for Integrated Energy Conversion-Storage,10.1002/eem2.12220,Na-salt electrolyte
P00391,iTE1,2021,Embedding Aligned Graphene Oxides in Polyelectrolytes to Facilitate Thermo-Diffusion of Protons for High Ionic Thermoelectric Figure-of-Merit,10.1002/adfm.202011016,graphene/graphene-oxide scaffold
P00395,iTE1,2024,Gigantic effect due to redox electrodes on thermoelectric properties of ionic thermoelectric devices,10.1016/j.surfin.2023.103564,Prussian-blue/hexacyanoferrate electrode
P00396,iTE1,2022,Specific behavior of transition metal chloride complexes for achieving giant ionic thermoelectric properties,10.1038/s41528-022-00213-4,PVA polymer matrix
P00396,iTE1,2022,Specific behavior of transition metal chloride complexes for achieving giant ionic thermoelectric properties,10.1038/s41528-022-00213-4,cellulose nanofiber matrix
P00397,iTE1,2022,Self-Healable Organic-Inorganic Hybrid Thermoelectric Materials with Excellent Ionic Thermoelectric Properties,10.1002/aenm.202103070,polyaniline conductor
P00397,iTE1,2022,Self-Healable Organic-Inorganic Hybrid Thermoelectric Materials with Excellent Ionic Thermoelectric Properties,10.1002/aenm.202103070,silica/inorganic nanoparticle filler
P00398,iTE1,2025,Lignin-Derived Ionic Hydrogels for Thermoelectric Energy Harvesting,10.1021/acsapm.4c03816,biomass-derived matrix
P00399,iTE1,2022,Interfacial Effect Boosts the Performance of All-Polymer Ionic Thermoelectric Supercapacitors,10.1002/admi.202201058,PEDOT:PSS conductor
P00400,iTE1,2025,Thermoelectric Ionic Hydrogel Based on PEDOT:PSS/PAAm for Low-Grade Thermal-Energy Harvesting,10.1021/acsaelm.5c00195,PEDOT:PSS conductor
P00401,iTE1,2025,Ionic Liquid-Inspired Highly Aligned Fibrous Ionogel for Boosted Thermoelectric Harvesting,10.1021/acsami.5c03411,ionic-liquid electrolyte
P00402,iTE1,2020,Quasi-solid state nanoparticle/(ionic liquid) gels with significantly high ionic thermoelectric properties,10.1039/d0ta04100a,ionic-liquid electrolyte
P00402,iTE1,2020,Quasi-solid state nanoparticle/(ionic liquid) gels with significantly high ionic thermoelectric properties,10.1039/d0ta04100a,silica/inorganic nanoparticle filler
P00403,iTE1,2022,Ionic Thermoelectric Effect Inducing Cation-Enriched Surface of Hydrogel to Enhance Output Performance of Triboelectric Nanogenerator,10.1002/ente.202200070,Li-salt electrolyte
P00404,iTE1,2025,"A Polymer Film with Very High Seebeck Coefficient and Overall Thermoelectric Properties by Secondary Doping, Dedoping Engineering and Ionic Energy Filtering",10.1002/adfm.202411815,PEDOT:PSS conductor
P00404,iTE1,2025,"A Polymer Film with Very High Seebeck Coefficient and Overall Thermoelectric Properties by Secondary Doping, Dedoping Engineering and Ionic Energy Filtering",10.1002/adfm.202411815,ionic-liquid electrolyte
P00406,iTE1,2025,Advanced n-type ionic hydrogel with simultaneously enhanced thermoelectric and mechanical performances via the synergy of hydrophilic and hydrophobic polymers,10.1039/d5ta06737e,PVA polymer matrix
P00407,iTE1,2024,Electrode-dependent thermoelectric effect in ionic hydrogel fiber for self-powered sensing and low-grade heat harvesting,10.1016/j.cej.2024.154970,PAM/polyacrylamide matrix
P00407,iTE1,2024,Electrode-dependent thermoelectric effect in ionic hydrogel fiber for self-powered sensing and low-grade heat harvesting,10.1016/j.cej.2024.154970,Li-salt electrolyte
P00408,iTE1,2024,High-performance thermoelectric PEDOT:PSS fiber bundles via rational ionic liquid treatment,10.1016/j.cej.2024.158104,PEDOT:PSS conductor
P00410,iTE1,2025,Annealing Temperature Tuning of Thermoelectric Properties in Conductive Polymers: Transition from Ionic to Electronic Thermoelectrics,10.1021/acsami.5c12734,PEDOT:PSS conductor
P00410,iTE1,2025,Annealing Temperature Tuning of Thermoelectric Properties in Conductive Polymers: Transition from Ionic to Electronic Thermoelectrics,10.1021/acsami.5c12734,ionic-liquid electrolyte
P00411,iTE1,2025,Polycationic strategy and nanofiller synergy endow the dual network ionic liquid gel with excellent thermoelectric and mechanical properties,10.1016/j.cej.2025.166105,graphene/graphene-oxide scaffold
P00411,iTE1,2025,Polycationic strategy and nanofiller synergy endow the dual network ionic liquid gel with excellent thermoelectric and mechanical properties,10.1016/j.cej.2025.166105,MXene scaffold
P00411,iTE1,2025,Polycationic strategy and nanofiller synergy endow the dual network ionic liquid gel with excellent thermoelectric and mechanical properties,10.1016/j.cej.2025.166105,ionic-liquid electrolyte
P00411,iTE1,2025,Polycationic strategy and nanofiller synergy endow the dual network ionic liquid gel with excellent thermoelectric and mechanical properties,10.1016/j.cej.2025.166105,silica/inorganic nanoparticle filler
P00412,iTE1,2025,N-type thermoelectric composite hydrogels enabling dual-channel ionic/electronic transport,10.1007/s42114-025-01495-8,PVA polymer matrix
P00412,iTE1,2025,N-type thermoelectric composite hydrogels enabling dual-channel ionic/electronic transport,10.1007/s42114-025-01495-8,PEDOT:PSS conductor
P00412,iTE1,2025,N-type thermoelectric composite hydrogels enabling dual-channel ionic/electronic transport,10.1007/s42114-025-01495-8,Cu-based redox electrolyte
P00413,iTE1,2025,Experimental Study of the Thermoelectric Properties in Ionic Liquid plus Organic Solvent Hybrid System,10.1021/acs.jced.5c00230,ionic-liquid electrolyte
P00417,iTE1,2021,Ionic thermoelectric materials for waste heat harvesting,10.1007/s00396-020-04792-4,ionic-liquid electrolyte
P00419,iTE1,2026,Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels,10.1007/s40843-025-3689-9,PVA polymer matrix
P00419,iTE1,2026,Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels,10.1007/s40843-025-3689-9,iodide/triiodide electrolyte
P00419,iTE1,2026,Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels,10.1007/s40843-025-3689-9,cyclodextrin host
P00422,iTE1,2026,Ionic thermoelectric poly(vinyl alcohol)/gelatin hydrogel for passive multimodal physiological sensing via the sol-gel transition triggered by salting out effect,10.1016/j.reactfunctpolym.2026.106679,PVA polymer matrix
P00422,iTE1,2026,Ionic thermoelectric poly(vinyl alcohol)/gelatin hydrogel for passive multimodal physiological sensing via the sol-gel transition triggered by salting out effect,10.1016/j.reactfunctpolym.2026.106679,gelatin matrix
P00422,iTE1,2026,Ionic thermoelectric poly(vinyl alcohol)/gelatin hydrogel for passive multimodal physiological sensing via the sol-gel transition triggered by salting out effect,10.1016/j.reactfunctpolym.2026.106679,ferri/ferrocyanide electrolyte
P00422,iTE1,2026,Ionic thermoelectric poly(vinyl alcohol)/gelatin hydrogel for passive multimodal physiological sensing via the sol-gel transition triggered by salting out effect,10.1016/j.reactfunctpolym.2026.106679,glycerol organohydrogel
P00424,iTE1,2026,The Platform to Characterizing the Thermoelectric Materials by Photo-Crosslinked Ionic Gel Electrolyte,10.1002/aelm.202500042,ionic-liquid electrolyte
P00426,iTE1,2025,Novel Hybrid Electronic-Ionic-Type Thermoelectric Device with Enhanced Performance by Using Steel Wool and [Fe(CN)6]4-/[Fe(CN)6]3- Ion Solution,10.1021/acssuschemeng.5c07379,ferri/ferrocyanide electrolyte
P00427,iTE1,2025,Impact of halide anions on ionic transport and thermoelectric properties of polyvinyl alcohol-based eutectogel,10.1016/j.mtener.2025.102105,PVA polymer matrix
P00427,iTE1,2025,Impact of halide anions on ionic transport and thermoelectric properties of polyvinyl alcohol-based eutectogel,10.1016/j.mtener.2025.102105,deep-eutectic electrolyte
P00427,iTE1,2025,Impact of halide anions on ionic transport and thermoelectric properties of polyvinyl alcohol-based eutectogel,10.1016/j.mtener.2025.102105,glycerol organohydrogel
P00429,iTE1,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,MXene scaffold
P00431,iTE1,2026,Dynamic Hydrogen-Bond Networks Enable Long-Lived Ionic Thermoelectric Materials With High Power Density,10.1002/adfm.75601,porous carbon electrode
P00431,iTE1,2026,Dynamic Hydrogen-Bond Networks Enable Long-Lived Ionic Thermoelectric Materials With High Power Density,10.1002/adfm.75601,ionic-liquid electrolyte
P00433,iTE1,2026,Cationic Comonomer Induced n-Type PNIPAAM-Based Ionic Thermoelectric Hydrogels with Enhanced Thermopower,10.1021/acs.iecr.5c05062,ferri/ferrocyanide electrolyte
P00434,iTE1,2026,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,PVA polymer matrix
P00434,iTE1,2026,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,K-salt electrolyte
P00434,iTE1,2026,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,biomass-derived matrix
P00435,iTE1,2026,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,10.1126/sciadv.aef5852,PVA polymer matrix
P00436,iTE1,2026,An n-Type Ionic Thermoelectric Device Enabled by Synergistic Interactions Between Electrodes and PVA Hydrogel,10.3390/ma19102029,PVA polymer matrix
P00436,iTE1,2026,An n-Type Ionic Thermoelectric Device Enabled by Synergistic Interactions Between Electrodes and PVA Hydrogel,10.3390/ma19102029,K-salt electrolyte
P00437,iTE1,2026,High-thermopower ionic thermoelectric hydrogel with gradient immobilization of anions by polypyrrole,10.1016/j.cej.2026.176570,PVA polymer matrix
P00438,iTE1,2026,Conversion of wood into n-type ionic thermoelectric material through CuCl2 treatment and subsequent DES-enabled fibrillation-quaternization,10.1016/j.cej.2026.176400,Cu-based redox electrolyte
P00438,iTE1,2026,Conversion of wood into n-type ionic thermoelectric material through CuCl2 treatment and subsequent DES-enabled fibrillation-quaternization,10.1016/j.cej.2026.176400,deep-eutectic electrolyte
P00438,iTE1,2026,Conversion of wood into n-type ionic thermoelectric material through CuCl2 treatment and subsequent DES-enabled fibrillation-quaternization,10.1016/j.cej.2026.176400,biomass-derived matrix
P00439,iTE1,2026,Thermosensitive adhesion boosts low-grade heat harvesting of ionic thermoelectric hydrogels,10.1016/j.nanoen.2026.111707,gelatin matrix
P00439,iTE1,2026,Thermosensitive adhesion boosts low-grade heat harvesting of ionic thermoelectric hydrogels,10.1016/j.nanoen.2026.111707,alginate matrix
P00441,iTE1,2026,Unveiling the mechanism of redox ions for enhanced continuous discharge and output power in ionic thermoelectric materials,10.1039/d6ta03443h,Fe2+/Fe3+ redox electrolyte
P00441,iTE1,2026,Unveiling the mechanism of redox ions for enhanced continuous discharge and output power in ionic thermoelectric materials,10.1039/d6ta03443h,ionic-liquid electrolyte
P00442,iTE1,2026,Enhanced Energy Output Achieved in Ionic Thermoelectric Hydrogels via an Asymmetric Configuration,10.1002/admt.202501775,PVA polymer matrix
P00443,iTE1,2017,Ionic thermoelectric paper,10.1039/c7ta03196c,cellulose nanofiber matrix
P00447,iTE1,2025,Giant Power Output from Ionic/electronic Hybrid Nanocomposite Thermoelectric Converter Under Constant Temperature Gradient,10.1002/advs.202406589,gelatin matrix
P00447,iTE1,2025,Giant Power Output from Ionic/electronic Hybrid Nanocomposite Thermoelectric Converter Under Constant Temperature Gradient,10.1002/advs.202406589,carbon nanotube scaffold
P00448,iTE1,2024,Enhanced Thermoelectric Performance of Vapor Phase Polymerized PEDOT-Tos via Ionic Liquid Post-Treatment,10.1002/adsu.202400134,ionic-liquid electrolyte
P00449,iTE1,2023,"Highly Stretchable, Resilient, Adhesive, and Self-Healing Ionic Hydrogels for Thermoelectric Application",10.1002/adfm.202306086,Na-salt electrolyte
P00450,iTE1,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,polyaniline conductor
P00450,iTE1,2023,Mixed Ionic-Electronic Conducting Hydrogels with Carboxylated Carbon Nanotubes for High Performance Wearable Thermoelectric Harvesters,10.1021/acsami.3c09934,carbon nanotube scaffold
P00452,iTE1,2024,Electrochemical charge-carrier modulation of carbon nanotubes using ionic liquids derived from organic superbases for stable thermoelectric materials,10.1016/j.carbon.2023.118667,carbon nanotube scaffold
P00452,iTE1,2024,Electrochemical charge-carrier modulation of carbon nanotubes using ionic liquids derived from organic superbases for stable thermoelectric materials,10.1016/j.carbon.2023.118667,ionic-liquid electrolyte
P00453,iTE1,2024,Two-step surface treatment of femtosecond laser irradiation and ionic liquid to enhance thermoelectric properties of PEDOT:PSS films,10.1016/j.apsusc.2023.158569,PEDOT:PSS conductor
P00453,iTE1,2024,Two-step surface treatment of femtosecond laser irradiation and ionic liquid to enhance thermoelectric properties of PEDOT:PSS films,10.1016/j.apsusc.2023.158569,ionic-liquid electrolyte
P00455,iTE1,2023,Change of Conduction Mechanism in Polymer/Single Wall Carbon Nanotube Composites upon Introduction of Ionic Liquids and Their Investigation by Transient Absorption Spectroscopy: Implication for Thermoelectric Applications,10.1021/acsanm.3c01735,carbon nanotube scaffold
