concept_id,domain,label,definition,aliases,roles,mention_ids,normalization_status,decision_group,normalization_reason,claim_count,paper_ids,source_document_count
iTE:C4f6a6632433ff7,iTE,Nonzero thermopower,,"[""Nonzero thermopower""]","[""quantity""]","[""iTE:P0774:s""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0774""]",1
iTE:C4f6d0d59d1e42a,iTE,Decoupling Seebeck coefficient and electrical conductivity,,"[""Decoupling Seebeck coefficient and electrical conductivity""]","[""performance_function""]","[""iTE:P0803:n2""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0803""]",1
iTE:C4f6d6311b6cafe,iTE,"(Mg, S) co-doping in AgSbTe2",,"[""(Mg, S) co-doping in AgSbTe2""]","[""design_strategy""]","[""iTE:P1091:cod""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,6,"[""P1091""]",1
iTE:C4f6d97886f157e,iTE,Acoustic phonon frequency,Frequency of acoustic lattice vibrations probed in Nd-doped Al2O3.,"[""Phonon frequency""]","[""quantity""]","[""iTE:P1567:frequency""]",model_kept_separate,g0875,The paper's stated acoustic-phonon scope and Brillouin–Mandelstam measurements identify an acoustic subtype.,1,"[""P1567""]",1
iTE:C4f70ff3924d349,iTE,(Cd-1-x(2+) Fe-x(3+)) (A) [Fe2-x3+Cox2+](B) O-4(2-),,"[""(Cd-1-x(2+) Fe-x(3+)) (A) [Fe2-x3+Cox2+](B) O-4(2-)""]","[""state_structure""]","[""iTE:P1830:ion""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1830""]",1
iTE:C4f7172ef08d65c,iTE,Electricity production for low-power devices from low-potential heat,,"[""Electricity production for low-power devices from low-potential heat""]","[""application""]","[""iTE:P0642:n9""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0642""]",1
iTE:C4f763b060bfa20,iTE,Seebeck coefficient 66.7 μV/K,,"[""Seebeck coefficient 66.7 μV/K""]","[""quantity""]","[""iTE:P1620:st""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1620""]",1
iTE:C4f76a8a9f77ecc,iTE,Electron mobility 150–200 cm2 V−1 s−1,,"[""Electron mobility 150–200 cm2 V−1 s−1""]","[""quantity""]","[""iTE:P1679:me""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1679""]",1
iTE:C4f7fd32965b3f0,iTE,Self-powered temperature sensors,,"[""Self-powered temperature sensors""]","[""application""]","[""iTE:P0439:sensor""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0439""]",1
iTE:C4f8397efd67776,iTE,Increasing Fe concentration,,"[""Increasing Fe concentration""]","[""condition""]","[""iTE:P1083:fe""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P1083""]",1
iTE:C4f901c1e9ae77f,iTE,Choice of metal centre,,"[""Choice of metal centre""]","[""design_strategy""]","[""iTE:P1451:metal""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1451""]",1
iTE:C4f91b105da0488,iTE,Smaller ionic radius of Ni2+,,"[""Smaller ionic radius of Ni2+""]","[""descriptor""]","[""iTE:P1459:radius""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1459""]",1
iTE:C4f91d2c5453cfb,iTE,Maximum output power = 10.50 mW,,"[""Maximum output power = 10.50 mW""]","[""performance_function""]","[""iTE:P1438:w""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1438""]",1
iTE:C4f9297f6ff863b,iTE,High conductivity of ion-electron hybrid gel fibers,High electrical conductivity of hybrid hydrogel fibers supported by dispersed electron transport media.,"[""High conductivity""]","[""performance_function""]","[""iTE:P1547:n7""]",model_kept_separate,g0426,"The evidence specifies an electron-transport contribution in an ion-electron hybrid system, without establishing that sigma is a purely ionic or purely electronic coefficient.",1,"[""P1547""]",1
iTE:C4f93c1f0be9aef,iTE,Strength of 340 kPa,,"[""Strength of 340 kPa""]","[""quantity""]","[""iTE:P0422:n8""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0422""]",1
iTE:C4f9ade5c1645df,iTE,Decreasing chamber thickness,,"[""Decreasing chamber thickness""]","[""condition""]","[""iTE:P1242:th""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,4,"[""P1242""]",1
iTE:C4f9bfaf7de6b0c,iTE,Cs2AgBiCl6,,"[""Cs2AgBiCl6""]","[""material_entity""]","[""iTE:P1462:cl""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P1462""]",1
iTE:C4fa54b8c12661f,iTE,ZT = 0.14,,"[""ZT = 0.14""]","[""performance_function""]","[""iTE:P0830:zt""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0830""]",1
iTE:C4fa9235bd62046,iTE,Output power performance,,"[""Output power performance""]","[""performance_function""]","[""iTE:P0381:o""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0381""]",1
iTE:C4face5633e66b5,iTE,Nanocomposite interfaces,,"[""Nanocomposite interfaces""]","[""state_structure""]","[""iTE:P1734:n3""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1734""]",1
iTE:C4fb1c9c9c06998,iTE,Low humidity-resistant operation without performance degradation,,"[""Low humidity-resistant operation without performance degradation""]","[""performance_function""]","[""iTE:P1547:n15""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1547""]",1
iTE:C4fb31317b1ecc4,iTE,Similar ionic radii and electronegativity of Sn and Pb,,"[""Similar ionic radii and electronegativity of Sn and Pb""]","[""descriptor""]","[""iTE:P1912:similar""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1912""]",1
iTE:C4fb38677ced994,iTE,CuCl2 introduction,,"[""CuCl2 introduction""]","[""design_strategy""]","[""iTE:P0413:cu""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P0413""]",1
iTE:C4fb8e78dda0ada,iTE,Water thermodiffusion in PSS-H,,"[""Water thermodiffusion in PSS-H""]","[""mechanism_process""]","[""iTE:P0392:water""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0392""]",1
iTE:C4fba14f03f01fc,iTE,Metallic conductivity inferred from calculated density of states,"Metallic electrical conduction inferred from calculated electronic densities of states in {Ti,Zr,Hf}2Ni2Sn compounds.","[""Metallic conductivity""]","[""descriptor""]","[""iTE:P1969:conductivity""]",model_kept_separate,g0710,Explicitly a calculated electronic-structure inference rather than reported film transport.,1,"[""P1969""]",1
iTE:C4fbfc622f00d79,iTE,Thermal conductivity below the glass limit,,"[""Thermal conductivity below the glass limit""]","[""quantity""]","[""iTE:P0947:k""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0947""]",1
iTE:C4fc191de3f9104,iTE,Bi3+ ionic radius,The ionic radius of trivalent bismuth.,"[""Bi3+ ionic radius""]","[""quantity""]","[""iTE:P1278:bir"",""iTE:P1729:n5""]",model_merged,g0776,Both specify the same ionic species and oxidation state in ionic-radius comparisons.,3,"[""P1278"",""P1729""]",2
iTE:C4fc3cb8d607e59,iTE,Flexible ionic thermoelectric capacitor,,"[""Flexible ionic thermoelectric capacitor""]","[""material_entity""]","[""iTE:P0587:n18""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0587""]",1
iTE:C4fc56fad7271e0,iTE,Ionic conductivity 17.5 mS/cm,,"[""Ionic conductivity 17.5 mS/cm""]","[""quantity""]","[""iTE:P0350:q1""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0350""]",1
iTE:C4fc68f51202ae5,iTE,Ionic conductivity of 6.8 mS cm−1,,"[""Ionic conductivity of 6.8 mS cm−1""]","[""quantity""]","[""iTE:P0616:q3""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0616""]",1
iTE:C4fc95bcbe0102c,iTE,Mg2Si,The compound with composition Mg2Si.,"[""Mg2Si""]","[""material_entity""]","[""iTE:P1358:n1"",""iTE:P1769:mg""]",model_merged,g0799,"Both explicitly refer to Mg2Si. The second study separately identifies Y-containing compositions, so its Mg2Si node is not a Y-doped sample.",4,"[""P1358"",""P1769""]",2
iTE:C4fcbcc87f8425a,iTE,Thermoelectric power factor an order of magnitude above the best known amorphous thermoelectric materials,,"[""Thermoelectric power factor an order of magnitude above the best known amorphous thermoelectric materials""]","[""quantity""]","[""iTE:P0593:n10""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0593""]",1
iTE:C4fd23c0089b073,iTE,Preserved lignin cation-binding sites,,"[""Preserved lignin cation-binding sites""]","[""state_structure""]","[""iTE:P0439:sites""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0439""]",1
iTE:C4fd2703d3ec174,iTE,Na+ ions in ionogel,,"[""Na+ ions in ionogel""]","[""material_entity""]","[""iTE:P0681:sodium""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0681""]",1
iTE:C4fd66240b43e6c,iTE,Change in Bi content,,"[""Change in Bi content""]","[""condition""]","[""iTE:P1568:bichange""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1568""]",1
iTE:C4fd6b1291bbdc4,iTE,Small gate voltage,,"[""Small gate voltage""]","[""condition""]","[""iTE:P1879:small""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1879""]",1
iTE:C4fd8565eec9066,iTE,Soft elastic response,,"[""Soft elastic response""]","[""descriptor""]","[""iTE:P1843:soft""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1843""]",1
iTE:C4fdd21543e2341,iTE,Flake-like morphology,,"[""Flake-like morphology""]","[""state_structure""]","[""iTE:P1946:flake""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1946""]",1
iTE:C4fde89d3532477,iTE,i-TE textile,,"[""i-TE textile""]","[""material_entity""]","[""iTE:P0525:textile""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0525""]",1
iTE:C4fdeb94fd94e8b,iTE,Second-order Scheffe polynomial,,"[""Second-order Scheffe polynomial""]","[""design_strategy""]","[""iTE:P1259:fit""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1259""]",1
iTE:C4fdec52f64e59d,iTE,Citrate precursor method,,"[""Citrate precursor method""]","[""mechanism_process""]","[""iTE:P1866:citrate""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1866""]",1
iTE:C4fe84c3ab24793,iTE,Ni-Sn covalent bond,,"[""Ni-Sn covalent bond""]","[""interaction""]","[""iTE:P0982:nb""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0982""]",1
iTE:C4fe9dc264b67c2,iTE,Seebeck coefficient increase from 14.8 to 51.8 μV/K,,"[""Seebeck coefficient increase from 14.8 to 51.8 μV/K""]","[""quantity""]","[""iTE:P1121:see""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1121""]",1
iTE:C4feb1e93a80ae1,iTE,Flame retardancy,The ability of a material to resist or retard burning.,"[""Flame retardancy""]","[""performance_function""]","[""iTE:P0357:p3"",""iTE:P0506:flame"",""iTE:P0737:flame"",""iTE:P0817:flame"",""iTE:P0841:flame"",""iTE:P1180:k"",""iTE:P1202:flame""]",model_merged,g0129,"All explicitly name the same material property. Compositions and applications remain claim-specific, and flame suppression and cooling remain separate outcomes.",8,"[""P0357"",""P0506"",""P0737"",""P0817"",""P0841"",""P1180"",""P1202""]",7
iTE:C4fec3e0df441d7,iTE,Ag-induced hole mobility,,"[""Ag-induced hole mobility""]","[""quantity""]","[""iTE:P1588:i""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1588""]",1
iTE:C4fed4fc1f76d2f,iTE,Electrochemical reduction of ionic bismuth,,"[""Electrochemical reduction of ionic bismuth""]","[""mechanism_process""]","[""iTE:P1126:b""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1126""]",1
iTE:C4fef172ff59325,iTE,Exclusion of intrinsic-voltage impact on thermoelectric measurements,,"[""Exclusion of intrinsic-voltage impact on thermoelectric measurements""]","[""performance_function""]","[""iTE:P0741:exclude""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0741""]",1
iTE:C4ff017d546ef2f,iTE,Pugh's ratio 1.75,,"[""Pugh's ratio 1.75""]","[""quantity""]","[""iTE:P0994:rcl""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0994""]",1
iTE:C4ff1a060805d51,iTE,Enhanced overall energy conversion efficiency,,"[""Enhanced overall energy conversion efficiency""]","[""performance_function""]","[""iTE:P1199:eff""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1199""]",1
iTE:C4ff322fbe13fdc,iTE,Adaptive thermoelectric operation without external control,,"[""Adaptive thermoelectric operation without external control""]","[""performance_function""]","[""iTE:P0888:adaptive""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0888""]",1
iTE:C4ff501a7aabe83,iTE,Ambipolarly dopable semiconductor behavior,,"[""Ambipolarly dopable semiconductor behavior""]","[""performance_function""]","[""iTE:P1592:i""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1592""]",1
iTE:C4ff69d0cee12ce,iTE,Enhanced flame resistance,,"[""Enhanced flame resistance""]","[""performance_function""]","[""iTE:P0412:flame""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0412""]",1
iTE:C4ffc7d79f74720,iTE,Modified PEDOT:PSS thin films,,"[""Modified PEDOT:PSS thin films""]","[""material_entity""]","[""iTE:P0454:f""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,4,"[""P0454""]",1
iTE:C4ffef7abfff93d,iTE,Seebeck coefficient improved by 80%,,"[""Seebeck coefficient improved by 80%""]","[""quantity""]","[""iTE:P1484:se""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1484""]",1
iTE:C50015b05fb7197,iTE,Photothermoelectric generator,,"[""Photothermoelectric generator""]","[""material_entity""]","[""iTE:P1175:m""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,4,"[""P1175""]",1
iTE:C50031fd029f2cc,iTE,Seebeck coefficient 9.39 mV K−1,,"[""Seebeck coefficient 9.39 mV K−1""]","[""quantity""]","[""iTE:P0571:s""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0571""]",1
iTE:C50043301933379,iTE,Increased electronic conductivity — descriptor inference,An increase in electronic conductivity inferred for Sn-doped PbS from global reactivity descriptors.,"[""Increased electronic conductivity""]","[""performance_function""]","[""iTE:P1941:cond""]",model_kept_separate,g0442,"This is a computational descriptor-based inference, distinct from the treatment-associated experimental account.",1,"[""P1941""]",1
iTE:C5007a6ff5ee8c5,iTE,Shear modulus G,,"[""Shear modulus G""]","[""quantity""]","[""iTE:P0925:g""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0925""]",1
iTE:C500ae969790849,iTE,Cu1.96S–1.16 vol% CsPbBr3 specimen,,"[""Cu1.96S–1.16 vol% CsPbBr3 specimen""]","[""material_entity""]","[""iTE:P0565:sample""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0565""]",1
iTE:C500ba9533f163f,iTE,Extended algorithm for identifying ionic layered structures,,"[""Extended algorithm for identifying ionic layered structures""]","[""design_strategy""]","[""iTE:P0658:n1""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0658""]",1
iTE:C500be9623e501f,iTE,Local heat radiation from heating furnace,,"[""Local heat radiation from heating furnace""]","[""mechanism_process""]","[""iTE:P0646:h""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0646""]",1
iTE:C500d3cdd336d6f,iTE,Thermocell with platinum electrodes embedded in tube-type CDC,,"[""Thermocell with platinum electrodes embedded in tube-type CDC""]","[""design_strategy""]","[""iTE:P0646:d""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P0646""]",1
iTE:C500d58eb8f667a,iTE,Bridge configuration,,"[""Bridge configuration""]","[""state_structure""]","[""iTE:P1930:b""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1930""]",1
iTE:C5016ff86f2cbdc,iTE,Modified co-solvent evaporation of bacterial cellulose and ionic liquids,,"[""Modified co-solvent evaporation of bacterial cellulose and ionic liquids""]","[""design_strategy""]","[""iTE:P0587:n1""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0587""]",1
iTE:C50173d44f89a50,iTE,Suppression of in-plane disorder,,"[""Suppression of in-plane disorder""]","[""mechanism_process""]","[""iTE:P1771:dis""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1771""]",1
iTE:C501814c22f7e97,iTE,Sb doping,,"[""Sb doping""]","[""design_strategy""]","[""iTE:P1266:sb""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1266""]",1
iTE:C501a83be74e540,iTE,Approximately 110 mV at ΔT = 36 K,,"[""Approximately 110 mV at ΔT = 36 K""]","[""quantity""]","[""iTE:P1345:n17""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1345""]",1
iTE:C501b0d844630cb,iTE,High-energy ball milling and spark plasma sintering,,"[""High-energy ball milling and spark plasma sintering""]","[""mechanism_process""]","[""iTE:P0856:synthesis""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0856""]",1
iTE:C501b0e4854a672,iTE,6-leg thermoelectric generator,,"[""6-leg thermoelectric generator""]","[""material_entity""]","[""iTE:P1613:gen""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P1613""]",1
iTE:C501f2f572e5f48,iTE,Largest thermal conductivity in studied series,,"[""Largest thermal conductivity in studied series""]","[""quantity""]","[""iTE:P1101:tc""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1101""]",1
iTE:C5021d64c942762,iTE,Mechanical stability of cubic phases,,"[""Mechanical stability of cubic phases""]","[""performance_function""]","[""iTE:P1898:stable""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1898""]",1
iTE:C502a29ce03a15f,iTE,Temperature dependence of smaller-particle '. potential',,"[""Temperature dependence of smaller-particle '. potential'""]","[""quantity""]","[""iTE:P1353:n13""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1353""]",1
iTE:C502cd95a73bcf5,iTE,Maximum ZT = 0.061 at 1000 K,,"[""Maximum ZT = 0.061 at 1000 K""]","[""performance_function""]","[""iTE:P1640:max""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1640""]",1
iTE:C502e8976fbb79d,iTE,Localized diffusional jumps of copper ions,,"[""Localized diffusional jumps of copper ions""]","[""mechanism_process""]","[""iTE:P0601:n9""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P0601""]",1
iTE:C5030078ee79a72,iTE,X12 cage,,"[""X12 cage""]","[""state_structure""]","[""iTE:P1870:cage""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1870""]",1
iTE:C5030444a27e94a,iTE,Co partial spin magnetic moment 3.11 μB,,"[""Co partial spin magnetic moment 3.11 μB""]","[""quantity""]","[""iTE:P1481:co""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1481""]",1
iTE:C5030c4e14f7e79,iTE,C10 modulated peak FWHM 67 ms,,"[""C10 modulated peak FWHM 67 ms""]","[""quantity""]","[""iTE:P1895:shorthot""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1895""]",1
iTE:C5033dbc904a39b,iTE,Higher Cd(II) and Pb(II) peak currents,,"[""Higher Cd(II) and Pb(II) peak currents""]","[""performance_function""]","[""iTE:P1886:d""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1886""]",1
iTE:C503483bb002ac8,iTE,Tetrahedral voids,,"[""Tetrahedral voids""]","[""state_structure""]","[""iTE:P1350:n6""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1350""]",1
iTE:C5034a26d2b8971,iTE,Exceptionally high cross-plane electrical conductivity,,"[""Exceptionally high cross-plane electrical conductivity""]","[""performance_function""]","[""iTE:P1425:sigma""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1425""]",1
iTE:C503b9d1c076d7e,iTE,Ag/AgxTe/Au RRAM device on glass,,"[""Ag/AgxTe/Au RRAM device on glass""]","[""material_entity""]","[""iTE:P1796:n3""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,3,"[""P1796""]",1
iTE:C503c23fe444691,iTE,Independent modulator temperature programming,,"[""Independent modulator temperature programming""]","[""design_strategy""]","[""iTE:P1895:independent""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1895""]",1
iTE:C504131cd1fd9be,iTE,Fully disordered cubic delta-AgCuS nanocrystals,,"[""Fully disordered cubic delta-AgCuS nanocrystals""]","[""state_structure""]","[""iTE:P1571:delta""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1571""]",1
iTE:C504697d00b69aa,iTE,Heavier atomic mass at Ca site,,"[""Heavier atomic mass at Ca site""]","[""descriptor""]","[""iTE:P1296:mass""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1296""]",1
iTE:C5049b9432c4e27,iTE,Specific capacitance 37.09 F g^-1,,"[""Specific capacitance 37.09 F g^-1""]","[""quantity""]","[""iTE:P1721:cap""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1721""]",1
iTE:C504a185775fc3e,iTE,Electronic-ionic mixed conduction,,"[""Electronic-ionic mixed conduction""]","[""descriptor""]","[""iTE:P0691:n2""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0691""]",1
iTE:C504e1836a13a75,iTE,Cobalt ferrite core,,"[""Cobalt ferrite core""]","[""material_entity""]","[""iTE:P1179:f""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1179""]",1
iTE:C505378c5ddd7a8,iTE,Molten (AgI)1−c(Ag2S)c mixtures,,"[""Molten (AgI)1−c(Ag2S)c mixtures""]","[""material_entity""]","[""iTE:P1507:mix""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,2,"[""P1507""]",1
iTE:C5055cc48afddcc,iTE,Semiconducting-like electrical transport,,"[""Semiconducting-like electrical transport""]","[""descriptor""]","[""iTE:P0638:n6""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0638""]",1
iTE:C505bfe11d21438,iTE,Total temperature difference between electrodes,,"[""Total temperature difference between electrodes""]","[""quantity""]","[""iTE:P0507:dt""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0507""]",1
iTE:C50621e8d9d5e8d,iTE,Compacted Bi2Te3 pellets,,"[""Compacted Bi2Te3 pellets""]","[""material_entity""]","[""iTE:P1733:n17""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1733""]",1
iTE:C50647b166c98f9,iTE,Poor thermodynamic stability,,"[""Poor thermodynamic stability""]","[""performance_function""]","[""iTE:P0693:n3""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0693""]",1
iTE:C50663819a5970b,iTE,General model for mixed-conductor thermopower,,"[""General model for mixed-conductor thermopower""]","[""design_strategy""]","[""iTE:P1894:general""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1894""]",1
iTE:C50684f3eea2018,iTE,Metallic conductor electrodes,,"[""Metallic conductor electrodes""]","[""design_strategy""]","[""iTE:P1659:n18""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1659""]",1
iTE:C506888db03a6bd,iTE,Nanoparticle–ionic-liquid interaction,,"[""Nanoparticle–ionic-liquid interaction""]","[""interaction""]","[""iTE:P1016:ni""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,4,"[""P1016""]",1
iTE:C506a3674470c80,iTE,Lower energy of lowest conduction bands at X,,"[""Lower energy of lowest conduction bands at X""]","[""state_structure""]","[""iTE:P1525:shift""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1525""]",1
iTE:C50727f5a715588,iTE,Sn doping of Sb2Te3,,"[""Sn doping of Sb2Te3""]","[""design_strategy""]","[""iTE:P0914:s1""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,5,"[""P0914""]",1
iTE:C507484759211b8,iTE,Overall thermoelectric performance,,"[""Overall thermoelectric performance""]","[""performance_function""]","[""iTE:P1047:n11""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1047""]",1
iTE:C507c2b727075ec,iTE,Maximum power output up to 538 nW,,"[""Maximum power output up to 538 nW""]","[""quantity""]","[""iTE:P0379:p""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0379""]",1
iTE:C507fb93cfdb44a,iTE,Spin-glass-like state,,"[""Spin-glass-like state""]","[""state_structure""]","[""iTE:P1967:glass""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1967""]",1
iTE:C50813f458c1e0c,iTE,Ionic conductivity of order 5 S/cm,,"[""Ionic conductivity of order 5 S/cm""]","[""quantity""]","[""iTE:P0491:ic""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0491""]",1
iTE:C5081c124f01e05,iTE,Energy conversion efficiency,,"[""Energy conversion efficiency""]","[""performance_function""]","[""iTE:P1112:efficiency""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P1112""]",1
iTE:C5084fbfbf01250,iTE,Ionic conductivity: 4.75 × 10−2 S cm−1,,"[""Ionic conductivity: 4.75 × 10−2 S cm−1""]","[""quantity""]","[""iTE:P0403:n8""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0403""]",1
iTE:C5085e2ea53dc09,iTE,Net charge storage,,"[""Net charge storage""]","[""quantity""]","[""iTE:P0394:n11""]",singleton_not_semantically_reviewed,,No same-name or explicit-definition candidate in this pass.,1,"[""P0394""]",1
