entry_id,paper_id,year,role,tag
TG_0138_material,TG_0138,2025,material,porous/redox electrode interface
TG_0138_material,TG_0138,2025,material,hydrogel thermocell platform
TG_0138_material,TG_0138,2025,material,chaotropic polymer-water regulation
TG_0138_mechanism,TG_0138,2025,mechanism,porous/redox electrode interface
TG_0139_material,TG_0139,2025,material,Fe2+/Fe3+ redox hydrogel
TG_0139_material,TG_0139,2025,material,ferri/ferrocyanide redox couple
TG_0139_mechanism,TG_0139,2025,mechanism,Fe2+/Fe3+ redox hydrogel
TG_0139_mechanism,TG_0139,2025,mechanism,ferri/ferrocyanide redox couple
TG_0140_mechanism,TG_0140,2024,mechanism,porous/redox electrode interface
TG_0140_mechanism,TG_0140,2024,mechanism,thermodiffusion/Soret transport
TG_0141_material,TG_0141,2025,material,Fe2+/Fe3+ redox hydrogel
TG_0141_material,TG_0141,2025,material,ionic liquid electrolyte
TG_0141_mechanism,TG_0141,2025,mechanism,Fe2+/Fe3+ redox hydrogel
TG_0141_mechanism,TG_0141,2025,mechanism,ion transport/diffusion/migration
TG_0141_mechanism,TG_0141,2025,mechanism,host-guest/crown-ether complexation
TG_0142_material,TG_0142,2025,material,gelatin/GelMA hydrogel
TG_0142_material,TG_0142,2025,material,self-powered sensing/wearable interface
TG_0142_mechanism,TG_0142,2025,mechanism,thermodiffusion/Soret transport
TG_0142_mechanism,TG_0142,2025,mechanism,self-powered sensing/wearable interface
TG_0143_material,TG_0143,2026,material,PVA hydrogel electrolyte
TG_0143_material,TG_0143,2026,material,host-guest/crown-ether complexation
TG_0143_mechanism,TG_0143,2026,mechanism,thermodiffusion/Soret transport
TG_0144_material,TG_0144,2020,material,ferri/ferrocyanide redox couple
TG_0144_material,TG_0144,2020,material,gelatin/GelMA hydrogel
TG_0144_mechanism,TG_0144,2020,mechanism,ferri/ferrocyanide redox couple
TG_0144_mechanism,TG_0144,2020,mechanism,thermodiffusion/Soret transport
TG_0145_mechanism,TG_0145,2025,mechanism,redox entropy engineering
TG_0145_mechanism,TG_0145,2025,mechanism,thermodiffusion/Soret transport
TG_0146_material,TG_0146,2024,material,PVA hydrogel electrolyte
TG_0146_material,TG_0146,2024,material,gelatin/GelMA hydrogel
TG_0146_mechanism,TG_0146,2024,mechanism,self-powered sensing/wearable interface
TG_0148_material,TG_0148,2025,material,porous/redox electrode interface
TG_0148_mechanism,TG_0148,2025,mechanism,hydrogel thermocell platform
TG_0149_material,TG_0149,2024,material,ferri/ferrocyanide redox couple
TG_0149_material,TG_0149,2024,material,PVA hydrogel electrolyte
TG_0149_material,TG_0149,2024,material,cellulose hydrogel scaffold
TG_0149_material,TG_0149,2024,material,hydrogel thermocell platform
TG_0149_mechanism,TG_0149,2024,mechanism,ferri/ferrocyanide redox couple
TG_0149_mechanism,TG_0149,2024,mechanism,hydrogel thermocell platform
TG_0153_material,TG_0153,2023,material,MXene/carbon photothermal scaffold
TG_0153_material,TG_0153,2023,material,porous/redox electrode interface
TG_0153_mechanism,TG_0153,2023,mechanism,MXene/carbon photothermal scaffold
TG_0153_mechanism,TG_0153,2023,mechanism,porous/redox electrode interface
TG_0154_material,TG_0154,2026,material,deep eutectic/eutogel electrolyte
TG_0154_material,TG_0154,2026,material,hydrogel thermocell platform
TG_0154_mechanism,TG_0154,2026,mechanism,deep eutectic/eutogel electrolyte
TG_0154_mechanism,TG_0154,2026,mechanism,self-powered sensing/wearable interface
TG_0155_material,TG_0155,2025,material,ferri/ferrocyanide redox couple
TG_0155_material,TG_0155,2025,material,hydrogel thermocell platform
TG_0155_material,TG_0155,2025,material,photothermal/radiative thermal management
TG_0155_mechanism,TG_0155,2025,mechanism,ferri/ferrocyanide redox couple
TG_0155_mechanism,TG_0155,2025,mechanism,photothermal/radiative thermal management
TG_0156_material,TG_0156,2026,material,hydrogel thermocell platform
TG_0156_mechanism,TG_0156,2026,mechanism,hydrogel thermocell platform
TG_0156_mechanism,TG_0156,2026,mechanism,self-powered sensing/wearable interface
TG_0157_material,TG_0157,2025,material,porous/redox electrode interface
TG_0157_material,TG_0157,2025,material,hydrogel thermocell platform
TG_0157_material,TG_0157,2025,material,self-powered sensing/wearable interface
TG_0157_mechanism,TG_0157,2025,mechanism,self-powered sensing/wearable interface
TG_0158_material,TG_0158,2025,material,ionic liquid electrolyte
TG_0158_mechanism,TG_0158,2025,mechanism,salting-out/crystallization transition
TG_0160_material,TG_0160,2025,material,ferri/ferrocyanide redox couple
TG_0160_material,TG_0160,2025,material,porous/redox electrode interface
TG_0160_material,TG_0160,2025,material,hydrogel thermocell platform
TG_0160_mechanism,TG_0160,2025,mechanism,porous/redox electrode interface
TG_0161_material,TG_0161,2024,material,hydrogel thermocell platform
TG_0162_material,TG_0162,2024,material,porous/redox electrode interface
TG_0162_material,TG_0162,2024,material,thermogalvanic electrolyte
TG_0162_mechanism,TG_0162,2024,mechanism,hydrogel thermocell platform
TG_0162_mechanism,TG_0162,2024,mechanism,thermogalvanic electrolyte
TG_0164_material,TG_0164,2026,material,MXene/carbon photothermal scaffold
TG_0164_mechanism,TG_0164,2026,mechanism,MXene/carbon photothermal scaffold
TG_0164_mechanism,TG_0164,2026,mechanism,porous/redox electrode interface
TG_0164_mechanism,TG_0164,2026,mechanism,thermodiffusion/Soret transport
TG_0164_mechanism,TG_0164,2026,mechanism,ion transport/diffusion/migration
TG_0165_material,TG_0165,2024,material,MXene/carbon photothermal scaffold
TG_0165_material,TG_0165,2024,material,hydrogel thermocell platform
TG_0165_mechanism,TG_0165,2024,mechanism,MXene/carbon photothermal scaffold
TG_0165_mechanism,TG_0165,2024,mechanism,selective solvation entropy
TG_0165_mechanism,TG_0165,2024,mechanism,chaotropic polymer-water regulation
TG_0166_material,TG_0166,2024,material,ferri/ferrocyanide redox couple
TG_0166_material,TG_0166,2024,material,hydrogel thermocell platform
TG_0166_material,TG_0166,2024,material,selective solvation entropy
TG_0166_mechanism,TG_0166,2024,mechanism,Fe2+/Fe3+ redox hydrogel
TG_0166_mechanism,TG_0166,2024,mechanism,ferri/ferrocyanide redox couple
TG_0166_mechanism,TG_0166,2024,mechanism,salting-out/crystallization transition
TG_0166_mechanism,TG_0166,2024,mechanism,host-guest/crown-ether complexation
TG_0167_material,TG_0167,2024,material,PVA hydrogel electrolyte
TG_0168_material,TG_0168,2022,material,gelatin/GelMA hydrogel
TG_0168_material,TG_0168,2022,material,porous/redox electrode interface
TG_0168_mechanism,TG_0168,2022,mechanism,porous/redox electrode interface
TG_0169_material,TG_0169,2026,material,PEDOT:PSS redox/electrode system
TG_0169_mechanism,TG_0169,2026,mechanism,thermodiffusion/Soret transport
TG_0170_mechanism,TG_0170,2026,mechanism,organic redox couple
TG_0171_material,TG_0171,2026,material,hydrogel thermocell platform
TG_0171_mechanism,TG_0171,2026,mechanism,hydrogel thermocell platform
TG_0171_mechanism,TG_0171,2026,mechanism,redox entropy engineering
TG_0171_mechanism,TG_0171,2026,mechanism,ion transport/diffusion/migration
TG_0171_mechanism,TG_0171,2026,mechanism,redox concentration gradient
TG_0172_material,TG_0172,2026,material,ferri/ferrocyanide redox couple
TG_0173_material,TG_0173,2026,material,MXene/carbon photothermal scaffold
TG_0173_material,TG_0173,2026,material,porous/redox electrode interface
TG_0173_mechanism,TG_0173,2026,mechanism,thermodiffusion/Soret transport
TG_0173_mechanism,TG_0173,2026,mechanism,ion transport/diffusion/migration
TG_0174_mechanism,TG_0174,2026,mechanism,porous/redox electrode interface
TG_0174_mechanism,TG_0174,2026,mechanism,thermodiffusion/Soret transport
TG_0175_material,TG_0175,2026,material,ionogel electrolyte
TG_0175_mechanism,TG_0175,2026,mechanism,ion transport/diffusion/migration
TG_0176_material,TG_0176,2023,material,MXene/carbon photothermal scaffold
TG_0176_material,TG_0176,2023,material,photothermal/radiative thermal management
TG_0176_mechanism,TG_0176,2023,mechanism,ion transport/diffusion/migration
TG_0176_mechanism,TG_0176,2023,mechanism,photothermal/radiative thermal management
TG_0177_material,TG_0177,2016,material,hydrogel thermocell platform
TG_0177_material,TG_0177,2016,material,self-powered sensing/wearable interface
TG_0178_material,TG_0178,2022,material,iodide/triiodide redox couple
TG_0178_material,TG_0178,2022,material,cellulose hydrogel scaffold
TG_0178_material,TG_0178,2022,material,thermogalvanic electrolyte
TG_0178_mechanism,TG_0178,2022,mechanism,cellulose hydrogel scaffold
TG_0178_mechanism,TG_0178,2022,mechanism,redox entropy engineering
TG_0178_mechanism,TG_0178,2022,mechanism,host-guest/crown-ether complexation
TG_0179_material,TG_0179,2023,material,ferri/ferrocyanide redox couple
TG_0179_mechanism,TG_0179,2023,mechanism,ferri/ferrocyanide redox couple
TG_0179_mechanism,TG_0179,2023,mechanism,thermodiffusion/Soret transport
TG_0180_material,TG_0180,2020,material,hydrogel thermocell platform
TG_0180_material,TG_0180,2020,material,photothermal/radiative thermal management
TG_0180_mechanism,TG_0180,2020,mechanism,photothermal/radiative thermal management
TG_0181_material,TG_0181,2021,material,hydrogel thermocell platform
TG_0181_material,TG_0181,2021,material,chaotropic polymer-water regulation
TG_0181_mechanism,TG_0181,2021,mechanism,redox entropy engineering
TG_0181_mechanism,TG_0181,2021,mechanism,chaotropic polymer-water regulation
TG_0182_material,TG_0182,2023,material,Fe2+/Fe3+ redox hydrogel
TG_0182_material,TG_0182,2023,material,ferri/ferrocyanide redox couple
TG_0182_mechanism,TG_0182,2023,mechanism,selective solvation entropy
TG_0184_material,TG_0184,2022,material,hydrogel thermocell platform
TG_0185_material,TG_0185,2024,material,porous/redox electrode interface
TG_0185_material,TG_0185,2024,material,hydrogel thermocell platform
TG_0185_mechanism,TG_0185,2024,mechanism,porous/redox electrode interface
TG_0186_material,TG_0186,2024,material,Fe2+/Fe3+ redox hydrogel
TG_0186_material,TG_0186,2024,material,ferri/ferrocyanide redox couple
TG_0186_material,TG_0186,2024,material,porous/redox electrode interface
TG_0186_mechanism,TG_0186,2024,mechanism,ferri/ferrocyanide redox couple
TG_0186_mechanism,TG_0186,2024,mechanism,porous/redox electrode interface
TG_0186_mechanism,TG_0186,2024,mechanism,hydrogel thermocell platform
TG_0187_material,TG_0187,2025,material,organic redox couple
TG_0187_material,TG_0187,2025,material,PVA hydrogel electrolyte
TG_0187_material,TG_0187,2025,material,hydrogel thermocell platform
TG_0187_mechanism,TG_0187,2025,mechanism,organic redox couple
TG_0187_mechanism,TG_0187,2025,mechanism,hydrogel thermocell platform
TG_0187_mechanism,TG_0187,2025,mechanism,redox entropy engineering
TG_0187_mechanism,TG_0187,2025,mechanism,self-powered sensing/wearable interface
TG_0188_material,TG_0188,2025,material,porous/redox electrode interface
TG_0188_material,TG_0188,2025,material,hydrogel thermocell platform
TG_0188_mechanism,TG_0188,2025,mechanism,ion transport/diffusion/migration
TG_0189_material,TG_0189,2023,material,hydrogel thermocell platform
TG_0189_mechanism,TG_0189,2023,mechanism,hydrogel thermocell platform
TG_0189_mechanism,TG_0189,2023,mechanism,self-powered sensing/wearable interface
TG_0190_material,TG_0190,2024,material,ferri/ferrocyanide redox couple
TG_0190_material,TG_0190,2024,material,hydrogel thermocell platform
TG_0190_material,TG_0190,2024,material,photothermal/radiative thermal management
TG_0190_mechanism,TG_0190,2024,mechanism,hydrogel thermocell platform
TG_0190_mechanism,TG_0190,2024,mechanism,photothermal/radiative thermal management
TG_0191_material,TG_0191,2017,material,ferri/ferrocyanide redox couple
TG_0191_mechanism,TG_0191,2017,mechanism,ferri/ferrocyanide redox couple
TG_0191_mechanism,TG_0191,2017,mechanism,selective solvation entropy
TG_0191_mechanism,TG_0191,2017,mechanism,redox entropy engineering
TG_0192_material,TG_0192,2023,material,hydrogel thermocell platform
TG_0192_mechanism,TG_0192,2023,mechanism,ion transport/diffusion/migration
TG_0192_mechanism,TG_0192,2023,mechanism,salting-out/crystallization transition
TG_0192_mechanism,TG_0192,2023,mechanism,host-guest/crown-ether complexation
TG_0193_mechanism,TG_0193,2022,mechanism,ion transport/diffusion/migration
TG_0194_material,TG_0194,2023,material,redox entropy engineering
TG_0194_material,TG_0194,2023,material,host-guest/crown-ether complexation
TG_0195_material,TG_0195,2024,material,iodide/triiodide redox couple
TG_0195_mechanism,TG_0195,2024,mechanism,iodide/triiodide redox couple
TG_0195_mechanism,TG_0195,2024,mechanism,thermodiffusion/Soret transport
TG_0196_material,TG_0196,2024,material,hydrogel thermocell platform
TG_0197_material,TG_0197,2021,material,photothermal/radiative thermal management
TG_0197_mechanism,TG_0197,2021,mechanism,porous/redox electrode interface
TG_0197_mechanism,TG_0197,2021,mechanism,ion transport/diffusion/migration
TG_0198_material,TG_0198,2024,material,PVA hydrogel electrolyte
TG_0198_material,TG_0198,2024,material,porous/redox electrode interface
TG_0198_material,TG_0198,2024,material,hydrogel thermocell platform
TG_0198_mechanism,TG_0198,2024,mechanism,ion transport/diffusion/migration
TG_0198_mechanism,TG_0198,2024,mechanism,salting-out/crystallization transition
TG_0199_material,TG_0199,2023,material,cellulose hydrogel scaffold
TG_0200_material,TG_0200,2021,material,thermodiffusion/Soret transport
TG_0201_material,TG_0201,2024,material,photothermal/radiative thermal management
TG_0201_mechanism,TG_0201,2024,mechanism,photothermal/radiative thermal management
TG_0203_material,TG_0203,2019,material,Fe2+/Fe3+ redox hydrogel
TG_0203_material,TG_0203,2019,material,MXene/carbon photothermal scaffold
TG_0203_material,TG_0203,2019,material,thermogalvanic electrolyte
TG_0203_mechanism,TG_0203,2019,mechanism,Fe2+/Fe3+ redox hydrogel
TG_0204_material,TG_0204,2021,material,ferri/ferrocyanide redox couple
TG_0204_mechanism,TG_0204,2021,mechanism,porous/redox electrode interface
TG_0205_material,TG_0205,2022,material,MXene/carbon photothermal scaffold
TG_0205_material,TG_0205,2022,material,hydrogel thermocell platform
TG_0205_material,TG_0205,2022,material,photothermal/radiative thermal management
TG_0205_mechanism,TG_0205,2022,mechanism,MXene/carbon photothermal scaffold
TG_0205_mechanism,TG_0205,2022,mechanism,photothermal/radiative thermal management
TG_0206_material,TG_0206,2019,material,photothermal/radiative thermal management
TG_0206_mechanism,TG_0206,2019,mechanism,photothermal/radiative thermal management
TG_0207_material,TG_0207,2017,material,ferri/ferrocyanide redox couple
TG_0207_material,TG_0207,2017,material,hydrogel thermocell platform
TG_0207_mechanism,TG_0207,2017,mechanism,ferri/ferrocyanide redox couple
TG_0207_mechanism,TG_0207,2017,mechanism,hydrogel thermocell platform
TG_0208_material,TG_0208,2021,material,hydrogel thermocell platform
TG_0208_mechanism,TG_0208,2021,mechanism,redox concentration gradient
TG_0209_material,TG_0209,2022,material,MXene/carbon photothermal scaffold
TG_0209_material,TG_0209,2022,material,porous/redox electrode interface
TG_0209_mechanism,TG_0209,2022,mechanism,thermodiffusion/Soret transport
TG_0210_material,TG_0210,2023,material,porous/redox electrode interface
TG_0210_material,TG_0210,2023,material,hydrogel thermocell platform
TG_0210_mechanism,TG_0210,2023,mechanism,porous/redox electrode interface
TG_0210_mechanism,TG_0210,2023,mechanism,hydrogel thermocell platform
TG_0211_mechanism,TG_0211,2023,mechanism,redox entropy engineering
TG_0211_mechanism,TG_0211,2023,mechanism,salting-out/crystallization transition
TG_0212_material,TG_0212,2023,material,ionic liquid electrolyte
TG_0212_material,TG_0212,2023,material,thermogalvanic electrolyte
TG_0212_mechanism,TG_0212,2023,mechanism,salting-out/crystallization transition
TG_0213_material,TG_0213,2019,material,MXene/carbon photothermal scaffold
TG_0213_material,TG_0213,2019,material,porous/redox electrode interface
TG_0213_mechanism,TG_0213,2019,mechanism,MXene/carbon photothermal scaffold
TG_0214_material,TG_0214,2017,material,Fe2+/Fe3+ redox hydrogel
TG_0214_material,TG_0214,2017,material,ferri/ferrocyanide redox couple
TG_0216_material,TG_0216,2016,material,Fe2+/Fe3+ redox hydrogel
TG_0216_material,TG_0216,2016,material,ferri/ferrocyanide redox couple
TG_0216_material,TG_0216,2016,material,hydrogel thermocell platform
TG_0217_material,TG_0217,2016,material,iodide/triiodide redox couple
TG_0217_material,TG_0217,2016,material,ionic liquid electrolyte
TG_0218_material,TG_0218,2022,material,ferri/ferrocyanide redox couple
TG_0218_material,TG_0218,2022,material,MXene/carbon photothermal scaffold
TG_0218_material,TG_0218,2022,material,porous/redox electrode interface
TG_0218_material,TG_0218,2022,material,hydrogel thermocell platform
TG_0218_mechanism,TG_0218,2022,mechanism,porous/redox electrode interface
TG_0218_mechanism,TG_0218,2022,mechanism,hydrogel thermocell platform
TG_0218_mechanism,TG_0218,2022,mechanism,ion transport/diffusion/migration
TG_0219_material,TG_0219,2022,material,ionic liquid electrolyte
TG_0219_material,TG_0219,2022,material,MXene/carbon photothermal scaffold
TG_0219_material,TG_0219,2022,material,thermogalvanic electrolyte
TG_0220_material,TG_0220,2016,material,self-powered sensing/wearable interface
TG_0220_mechanism,TG_0220,2016,mechanism,self-powered sensing/wearable interface
TG_0221_material,TG_0221,2020,material,porous/redox electrode interface
TG_0221_mechanism,TG_0221,2020,mechanism,thermodiffusion/Soret transport
TG_0221_mechanism,TG_0221,2020,mechanism,redox concentration gradient
TG_0222_material,TG_0222,2021,material,ferri/ferrocyanide redox couple
TG_0222_mechanism,TG_0222,2021,mechanism,redox entropy engineering
TG_0222_mechanism,TG_0222,2021,mechanism,host-guest/crown-ether complexation
TG_0223_mechanism,TG_0223,2018,mechanism,redox entropy engineering
TG_0223_mechanism,TG_0223,2018,mechanism,thermodiffusion/Soret transport
TG_0224_material,TG_0224,2021,material,ionic liquid electrolyte
TG_0224_mechanism,TG_0224,2021,mechanism,photothermal/radiative thermal management
TG_0225_material,TG_0225,2018,material,ferri/ferrocyanide redox couple
TG_0225_material,TG_0225,2018,material,porous/redox electrode interface
TG_0225_mechanism,TG_0225,2018,mechanism,porous/redox electrode interface
TG_0226_material,TG_0226,2014,material,organic redox couple
TG_0226_material,TG_0226,2014,material,ionic liquid electrolyte
TG_0226_material,TG_0226,2014,material,selective solvation entropy
TG_0228_material,TG_0228,2012,material,ferri/ferrocyanide redox couple
TG_0228_material,TG_0228,2012,material,MXene/carbon photothermal scaffold
TG_0228_material,TG_0228,2012,material,porous/redox electrode interface
TG_0228_material,TG_0228,2012,material,thermogalvanic electrolyte
TG_0228_mechanism,TG_0228,2012,mechanism,ferri/ferrocyanide redox couple
TG_0230_material,TG_0230,2015,material,ferri/ferrocyanide redox couple
TG_0230_material,TG_0230,2015,material,MXene/carbon photothermal scaffold
TG_0230_material,TG_0230,2015,material,porous/redox electrode interface
TG_0231_material,TG_0231,1995,material,porous/redox electrode interface
TG_0231_mechanism,TG_0231,1995,mechanism,thermodiffusion/Soret transport
TG_0234_material,TG_0234,2000,material,porous/redox electrode interface
TG_0235_mechanism,TG_0235,2009,mechanism,thermodiffusion/Soret transport
TG_0238_material,TG_0238,2006,material,porous/redox electrode interface
TG_0238_mechanism,TG_0238,2006,mechanism,thermodiffusion/Soret transport
TG_0240_material,TG_0240,1994,material,self-powered sensing/wearable interface
TG_0240_mechanism,TG_0240,1994,mechanism,self-powered sensing/wearable interface
TG_0241_material,TG_0241,1996,material,MXene/carbon photothermal scaffold
TG_0242_material,TG_0242,2006,material,selective solvation entropy
TG_0242_mechanism,TG_0242,2006,mechanism,selective solvation entropy
TG_0242_mechanism,TG_0242,2006,mechanism,thermodiffusion/Soret transport
TG_0243_mechanism,TG_0243,2006,mechanism,thermodiffusion/Soret transport
TG_0244_mechanism,TG_0244,2006,mechanism,thermodiffusion/Soret transport
TG_0244_mechanism,TG_0244,2006,mechanism,ion transport/diffusion/migration
TG_0245_material,TG_0245,2025,material,ferri/ferrocyanide redox couple
TG_0245_material,TG_0245,2025,material,deep eutectic/eutogel electrolyte
TG_0245_mechanism,TG_0245,2025,mechanism,ferri/ferrocyanide redox couple
TG_0245_mechanism,TG_0245,2025,mechanism,deep eutectic/eutogel electrolyte
TG_0245_mechanism,TG_0245,2025,mechanism,photothermal/radiative thermal management
TG_0246_material,TG_0246,2025,material,hydrogel thermocell platform
TG_0247_material,TG_0247,2025,material,ferri/ferrocyanide redox couple
TG_0247_material,TG_0247,2025,material,hydrogel thermocell platform
TG_0247_mechanism,TG_0247,2025,mechanism,Fe2+/Fe3+ redox hydrogel
TG_0247_mechanism,TG_0247,2025,mechanism,ferri/ferrocyanide redox couple
TG_0247_mechanism,TG_0247,2025,mechanism,hydrogel thermocell platform
TG_0248_material,TG_0248,2026,material,hydrogel thermocell platform
TG_0248_mechanism,TG_0248,2026,mechanism,ion transport/diffusion/migration
TG_0249_material,TG_0249,2025,material,hydrogel thermocell platform
TG_0249_material,TG_0249,2025,material,selective solvation entropy
TG_0249_material,TG_0249,2025,material,chaotropic polymer-water regulation
TG_0249_mechanism,TG_0249,2025,mechanism,selective solvation entropy
TG_0250_material,TG_0250,2026,material,ferri/ferrocyanide redox couple
TG_0250_material,TG_0250,2026,material,hydrogel thermocell platform
TG_0250_mechanism,TG_0250,2026,mechanism,ferri/ferrocyanide redox couple
TG_0250_mechanism,TG_0250,2026,mechanism,selective solvation entropy
TG_0251_material,TG_0251,2025,material,ferri/ferrocyanide redox couple
TG_0251_material,TG_0251,2025,material,hydrogel thermocell platform
TG_0251_mechanism,TG_0251,2025,mechanism,ferri/ferrocyanide redox couple
TG_0251_mechanism,TG_0251,2025,mechanism,alginate hydrogel
TG_0252_material,TG_0252,2026,material,porous/redox electrode interface
TG_0253_material,TG_0253,2026,material,selective solvation entropy
TG_0254_material,TG_0254,2026,material,MXene/carbon photothermal scaffold
TG_0254_material,TG_0254,2026,material,porous/redox electrode interface
TG_0254_material,TG_0254,2026,material,hydrogel thermocell platform
TG_0254_material,TG_0254,2026,material,salting-out/crystallization transition
TG_0254_mechanism,TG_0254,2026,mechanism,MXene/carbon photothermal scaffold
TG_0254_mechanism,TG_0254,2026,mechanism,porous/redox electrode interface
TG_0254_mechanism,TG_0254,2026,mechanism,redox concentration gradient
TG_0254_mechanism,TG_0254,2026,mechanism,salting-out/crystallization transition
TG_0256_material,TG_0256,2025,material,porous/redox electrode interface
TG_0256_material,TG_0256,2025,material,hydrogel thermocell platform
TG_0256_mechanism,TG_0256,2025,mechanism,selective solvation entropy
TG_0257_material,TG_0257,2025,material,hydrogel thermocell platform
TG_0257_mechanism,TG_0257,2025,mechanism,Fe2+/Fe3+ redox hydrogel
TG_0257_mechanism,TG_0257,2025,mechanism,selective solvation entropy
TG_0258_material,TG_0258,2024,material,ferri/ferrocyanide redox couple
TG_0258_material,TG_0258,2024,material,PVA hydrogel electrolyte
TG_0258_material,TG_0258,2024,material,hydrogel thermocell platform
TG_0258_mechanism,TG_0258,2024,mechanism,ferri/ferrocyanide redox couple
TG_0258_mechanism,TG_0258,2024,mechanism,hydrogel thermocell platform
TG_0258_mechanism,TG_0258,2024,mechanism,chaotropic polymer-water regulation
TG_0258_mechanism,TG_0258,2024,mechanism,self-powered sensing/wearable interface
TG_0259_material,TG_0259,2025,material,hydrogel thermocell platform
TG_0259_mechanism,TG_0259,2025,mechanism,hydrogel thermocell platform
TG_0259_mechanism,TG_0259,2025,mechanism,self-powered sensing/wearable interface
TG_0260_material,TG_0260,2026,material,gelatin/GelMA hydrogel
TG_0260_material,TG_0260,2026,material,hydrogel thermocell platform
TG_0260_mechanism,TG_0260,2026,mechanism,porous/redox electrode interface
TG_0260_mechanism,TG_0260,2026,mechanism,hydrogel thermocell platform
TG_0260_mechanism,TG_0260,2026,mechanism,ion transport/diffusion/migration
TG_0261_material,TG_0261,2026,material,porous/redox electrode interface
TG_0262_material,TG_0262,2026,material,hydrogel thermocell platform
TG_0263_material,TG_0263,2026,material,ferri/ferrocyanide redox couple
TG_0263_material,TG_0263,2026,material,PVA hydrogel electrolyte
TG_0263_material,TG_0263,2026,material,deep eutectic/eutogel electrolyte
TG_0263_mechanism,TG_0263,2026,mechanism,ferri/ferrocyanide redox couple
TG_0263_mechanism,TG_0263,2026,mechanism,PVA hydrogel electrolyte
TG_0263_mechanism,TG_0263,2026,mechanism,deep eutectic/eutogel electrolyte
TG_0265_material,TG_0265,2025,material,MXene/carbon photothermal scaffold
TG_0265_material,TG_0265,2025,material,hydrogel thermocell platform
TG_0266_material,TG_0266,2025,material,PVA hydrogel electrolyte
TG_0266_material,TG_0266,2025,material,MXene/carbon photothermal scaffold
TG_0266_material,TG_0266,2025,material,porous/redox electrode interface
TG_0266_material,TG_0266,2025,material,hydrogel thermocell platform
TG_0266_mechanism,TG_0266,2025,mechanism,MXene/carbon photothermal scaffold
TG_0266_mechanism,TG_0266,2025,mechanism,thermodiffusion/Soret transport
TG_0266_mechanism,TG_0266,2025,mechanism,self-powered sensing/wearable interface
TG_0267_material,TG_0267,2024,material,gelatin/GelMA hydrogel
TG_0267_material,TG_0267,2024,material,MXene/carbon photothermal scaffold
TG_0267_material,TG_0267,2024,material,porous/redox electrode interface
TG_0267_material,TG_0267,2024,material,hydrogel thermocell platform
TG_0267_mechanism,TG_0267,2024,mechanism,porous/redox electrode interface
TG_0267_mechanism,TG_0267,2024,mechanism,thermodiffusion/Soret transport
TG_0268_material,TG_0268,2024,material,hydrogel thermocell platform
TG_0268_material,TG_0268,2024,material,self-powered sensing/wearable interface
TG_0269_material,TG_0269,2024,material,ferri/ferrocyanide redox couple
TG_0269_mechanism,TG_0269,2024,mechanism,ferri/ferrocyanide redox couple
TG_0269_mechanism,TG_0269,2024,mechanism,redox concentration gradient
TG_0270_material,TG_0270,2025,material,hydrogel thermocell platform
TG_0270_material,TG_0270,2025,material,selective solvation entropy
TG_0270_mechanism,TG_0270,2025,mechanism,Fe2+/Fe3+ redox hydrogel
TG_0272_material,TG_0272,2025,material,thermodiffusion/Soret transport
TG_0272_mechanism,TG_0272,2025,mechanism,ion transport/diffusion/migration
TG_0272_mechanism,TG_0272,2025,mechanism,salting-out/crystallization transition
TG_0273_mechanism,TG_0273,2023,mechanism,photothermal/radiative thermal management
TG_0274_material,TG_0274,2024,material,ferri/ferrocyanide redox couple
TG_0274_material,TG_0274,2024,material,hydrogel thermocell platform
TG_0274_mechanism,TG_0274,2024,mechanism,selective solvation entropy
TG_0274_mechanism,TG_0274,2024,mechanism,redox entropy engineering
TG_0276_material,TG_0276,2023,material,Fe2+/Fe3+ redox hydrogel
TG_0276_mechanism,TG_0276,2023,mechanism,Fe2+/Fe3+ redox hydrogel
TG_0276_mechanism,TG_0276,2023,mechanism,porous/redox electrode interface
TG_0276_mechanism,TG_0276,2023,mechanism,chaotropic polymer-water regulation
TG_0277_material,TG_0277,2023,material,ferri/ferrocyanide redox couple
TG_0277_material,TG_0277,2023,material,porous/redox electrode interface
TG_0277_material,TG_0277,2023,material,hydrogel thermocell platform
TG_0277_mechanism,TG_0277,2023,mechanism,porous/redox electrode interface
TG_0278_material,TG_0278,2024,material,porous/redox electrode interface
TG_0278_material,TG_0278,2024,material,hydrogel thermocell platform
TG_0278_mechanism,TG_0278,2024,mechanism,hydrogel thermocell platform
TG_0278_mechanism,TG_0278,2024,mechanism,photothermal/radiative thermal management
TG_0278_mechanism,TG_0278,2024,mechanism,self-powered sensing/wearable interface
TG_0279_material,TG_0279,2024,material,Fe2+/Fe3+ redox hydrogel
TG_0279_material,TG_0279,2024,material,ferri/ferrocyanide redox couple
TG_0279_material,TG_0279,2024,material,porous/redox electrode interface
TG_0279_mechanism,TG_0279,2024,mechanism,porous/redox electrode interface
TG_0280_material,TG_0280,2017,material,hydrogel thermocell platform
TG_0280_mechanism,TG_0280,2017,mechanism,porous/redox electrode interface
TG_0281_material,TG_0281,2022,material,hydrogel thermocell platform
TG_0281_mechanism,TG_0281,2022,mechanism,porous/redox electrode interface
TG_0282_material,TG_0282,2016,material,iodide/triiodide redox couple
TG_0282_material,TG_0282,2016,material,host-guest/crown-ether complexation
TG_0282_mechanism,TG_0282,2016,mechanism,iodide/triiodide redox couple
