paper_id,year,title,doi,role,phrase
TG_0052,2024,Boosting Thermoelectric Performance of Thermogalvanic Hydrogels by Structure Engineering Induced by Liquid Nitrogen Quenching,10.1002/aenm.202303358,material,hydrogel thermocell platform
TG_0053,2023,A self-powered thermogalvanic organohydrogel-based touch-to-speech Braille transmission interface with temperature resistance and stretchability,10.1016/j.compscitech.2023.110077,material,hydrogel thermocell platform
TG_0053,2023,A self-powered thermogalvanic organohydrogel-based touch-to-speech Braille transmission interface with temperature resistance and stretchability,10.1016/j.compscitech.2023.110077,mechanism,chaotropic polymer-water regulation
TG_0054,2025,Thermogalvanic bricks: optimising large dimension thermocells for air and water valorisation,10.1039/d4se01498g,material,hydrogel thermocell platform
TG_0054,2025,Thermogalvanic bricks: optimising large dimension thermocells for air and water valorisation,10.1039/d4se01498g,mechanism,porous/redox electrode interface
TG_0055,2023,Self-Assembled Asymmetric Electrodes for High-Efficiency Thermogalvanic Cells,10.1002/aenm.202302011,material,ferri/ferrocyanide redox couple
TG_0055,2023,Self-Assembled Asymmetric Electrodes for High-Efficiency Thermogalvanic Cells,10.1002/aenm.202302011,material,MXene/carbon photothermal scaffold
TG_0055,2023,Self-Assembled Asymmetric Electrodes for High-Efficiency Thermogalvanic Cells,10.1002/aenm.202302011,material,porous/redox electrode interface
TG_0055,2023,Self-Assembled Asymmetric Electrodes for High-Efficiency Thermogalvanic Cells,10.1002/aenm.202302011,mechanism,ferri/ferrocyanide redox couple
TG_0055,2023,Self-Assembled Asymmetric Electrodes for High-Efficiency Thermogalvanic Cells,10.1002/aenm.202302011,mechanism,porous/redox electrode interface
TG_0056,2022,Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy,10.1016/j.nanoen.2022.107449,material,PVA hydrogel electrolyte
TG_0056,2022,Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy,10.1016/j.nanoen.2022.107449,material,gelatin/GelMA hydrogel
TG_0056,2022,Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy,10.1016/j.nanoen.2022.107449,material,hydrogel thermocell platform
TG_0056,2022,Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy,10.1016/j.nanoen.2022.107449,material,photothermal/radiative thermal management
TG_0056,2022,Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy,10.1016/j.nanoen.2022.107449,mechanism,photothermal/radiative thermal management
TG_0057,2020,Thermogalvanic Hydrogel for Synchronous Evaporative Cooling and Low-Grade Heat Energy Harvesting,10.1021/acs.nanolett.0c00800,material,hydrogel thermocell platform
TG_0057,2020,Thermogalvanic Hydrogel for Synchronous Evaporative Cooling and Low-Grade Heat Energy Harvesting,10.1021/acs.nanolett.0c00800,mechanism,photothermal/radiative thermal management
TG_0058,2023,Anhydrous Thermogalvanic Gel for Simultaneous Waste Heat Recovery and Thermal Management of Electronics,10.1021/acsapm.3c00481,material,Fe2+/Fe3+ redox hydrogel
TG_0058,2023,Anhydrous Thermogalvanic Gel for Simultaneous Waste Heat Recovery and Thermal Management of Electronics,10.1021/acsapm.3c00481,mechanism,salting-out/crystallization transition
TG_0058,2023,Anhydrous Thermogalvanic Gel for Simultaneous Waste Heat Recovery and Thermal Management of Electronics,10.1021/acsapm.3c00481,mechanism,chaotropic polymer-water regulation
TG_0058,2023,Anhydrous Thermogalvanic Gel for Simultaneous Waste Heat Recovery and Thermal Management of Electronics,10.1021/acsapm.3c00481,mechanism,photothermal/radiative thermal management
TG_0059,2023,"Seebeck, Peltier, and Soret effects: On different formalisms for transport equations in thermogalvanic cells",10.1063/5.0131731,mechanism,thermodiffusion/Soret transport
TG_0060,2022,Self-Powered Respiratory Monitoring Strategy Based on Adaptive Dual-Network Thermogalvanic Hydrogels,10.1021/acsami.2c14239,material,ferri/ferrocyanide redox couple
TG_0060,2022,Self-Powered Respiratory Monitoring Strategy Based on Adaptive Dual-Network Thermogalvanic Hydrogels,10.1021/acsami.2c14239,material,PVA hydrogel electrolyte
TG_0060,2022,Self-Powered Respiratory Monitoring Strategy Based on Adaptive Dual-Network Thermogalvanic Hydrogels,10.1021/acsami.2c14239,material,gelatin/GelMA hydrogel
TG_0060,2022,Self-Powered Respiratory Monitoring Strategy Based on Adaptive Dual-Network Thermogalvanic Hydrogels,10.1021/acsami.2c14239,mechanism,chaotropic polymer-water regulation
TG_0061,2023,Thermogalvanic hydrogel electrolyte for harvesting biothermal energy enabled by a novel redox couple of SO4/3 2-ions,10.1016/j.nanoen.2022.108077,material,PVA hydrogel electrolyte
TG_0061,2023,Thermogalvanic hydrogel electrolyte for harvesting biothermal energy enabled by a novel redox couple of SO4/3 2-ions,10.1016/j.nanoen.2022.108077,material,PEDOT:PSS redox/electrode system
TG_0061,2023,Thermogalvanic hydrogel electrolyte for harvesting biothermal energy enabled by a novel redox couple of SO4/3 2-ions,10.1016/j.nanoen.2022.108077,material,hydrogel thermocell platform
TG_0061,2023,Thermogalvanic hydrogel electrolyte for harvesting biothermal energy enabled by a novel redox couple of SO4/3 2-ions,10.1016/j.nanoen.2022.108077,material,SO42-/SO32- redox couple
TG_0061,2023,Thermogalvanic hydrogel electrolyte for harvesting biothermal energy enabled by a novel redox couple of SO4/3 2-ions,10.1016/j.nanoen.2022.108077,mechanism,PVA hydrogel electrolyte
TG_0061,2023,Thermogalvanic hydrogel electrolyte for harvesting biothermal energy enabled by a novel redox couple of SO4/3 2-ions,10.1016/j.nanoen.2022.108077,mechanism,PEDOT:PSS redox/electrode system
TG_0062,2022,Solvent effect on the Seebeck coefficient of Fe2+/Fe3+ hydrogel thermogalvanic cells,10.1039/d1ta10508f,material,Fe2+/Fe3+ redox hydrogel
TG_0062,2022,Solvent effect on the Seebeck coefficient of Fe2+/Fe3+ hydrogel thermogalvanic cells,10.1039/d1ta10508f,material,hydrogel thermocell platform
TG_0062,2022,Solvent effect on the Seebeck coefficient of Fe2+/Fe3+ hydrogel thermogalvanic cells,10.1039/d1ta10508f,mechanism,Fe2+/Fe3+ redox hydrogel
TG_0062,2022,Solvent effect on the Seebeck coefficient of Fe2+/Fe3+ hydrogel thermogalvanic cells,10.1039/d1ta10508f,mechanism,redox entropy engineering
TG_0063,2023,Self-powered physiological monitoring strategy enabled by adaptive dual-network thermogalvanic hydrogels,10.1016/j.sna.2023.114604,material,Fe2+/Fe3+ redox hydrogel
TG_0063,2023,Self-powered physiological monitoring strategy enabled by adaptive dual-network thermogalvanic hydrogels,10.1016/j.sna.2023.114604,material,MXene/carbon photothermal scaffold
TG_0063,2023,Self-powered physiological monitoring strategy enabled by adaptive dual-network thermogalvanic hydrogels,10.1016/j.sna.2023.114604,material,porous/redox electrode interface
TG_0063,2023,Self-powered physiological monitoring strategy enabled by adaptive dual-network thermogalvanic hydrogels,10.1016/j.sna.2023.114604,material,hydrogel thermocell platform
TG_0063,2023,Self-powered physiological monitoring strategy enabled by adaptive dual-network thermogalvanic hydrogels,10.1016/j.sna.2023.114604,mechanism,porous/redox electrode interface
TG_0063,2023,Self-powered physiological monitoring strategy enabled by adaptive dual-network thermogalvanic hydrogels,10.1016/j.sna.2023.114604,mechanism,self-powered sensing/wearable interface
TG_0064,2023,"High Seebeck coefficient thermogalvanic cells via the solvent-sensitive charge additivity of cobalt 1,8-diaminosarcophagine",10.1039/d2cc05413b,mechanism,redox entropy engineering
TG_0065,2022,Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments,10.1039/d2tc00889k,material,iodide/triiodide redox couple
TG_0065,2022,Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments,10.1039/d2tc00889k,mechanism,iodide/triiodide redox couple
TG_0065,2022,Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments,10.1039/d2tc00889k,mechanism,chaotropic polymer-water regulation
TG_0066,2021,Wearable Electronics Based on the Gel Thermogalvanic Electrolyte for Self-Powered Human Health Monitoring,10.1021/acsami.1c12443,material,Fe2+/Fe3+ redox hydrogel
TG_0066,2021,Wearable Electronics Based on the Gel Thermogalvanic Electrolyte for Self-Powered Human Health Monitoring,10.1021/acsami.1c12443,material,porous/redox electrode interface
TG_0067,2023,"Self-Powered, Non-Toxic, Recyclable Thermogalvanic Hydrogel Sensor for Temperature Monitoring of Edibles",10.3390/mi14071327,material,gelatin/GelMA hydrogel
TG_0067,2023,"Self-Powered, Non-Toxic, Recyclable Thermogalvanic Hydrogel Sensor for Temperature Monitoring of Edibles",10.3390/mi14071327,mechanism,self-powered sensing/wearable interface
TG_0068,2023,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,10.1016/j.sna.2023.114305,material,MXene/carbon photothermal scaffold
TG_0068,2023,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,10.1016/j.sna.2023.114305,material,porous/redox electrode interface
TG_0068,2023,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,10.1016/j.sna.2023.114305,mechanism,MXene/carbon photothermal scaffold
TG_0068,2023,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,10.1016/j.sna.2023.114305,mechanism,photothermal/radiative thermal management
TG_0070,2023,p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers,10.1021/acsaem.3c01907,material,iodide/triiodide redox couple
TG_0070,2023,p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers,10.1021/acsaem.3c01907,mechanism,salting-out/crystallization transition
TG_0071,2026,Designing n-Type Thermogalvanic TEMPO-Substituted Polyacrylamide via Conformational Entropic Modulation,10.1021/acsmacrolett.5c00762,material,organic redox couple
TG_0071,2026,Designing n-Type Thermogalvanic TEMPO-Substituted Polyacrylamide via Conformational Entropic Modulation,10.1021/acsmacrolett.5c00762,mechanism,organic redox couple
TG_0071,2026,Designing n-Type Thermogalvanic TEMPO-Substituted Polyacrylamide via Conformational Entropic Modulation,10.1021/acsmacrolett.5c00762,mechanism,redox entropy engineering
TG_0072,2026,A machine learning-enabled planar interdigitated thermogalvanic hydrogel for synergistic thermal and strain sensing,10.1039/d5ta08892e,material,ferri/ferrocyanide redox couple
TG_0072,2026,A machine learning-enabled planar interdigitated thermogalvanic hydrogel for synergistic thermal and strain sensing,10.1039/d5ta08892e,material,MXene/carbon photothermal scaffold
TG_0072,2026,A machine learning-enabled planar interdigitated thermogalvanic hydrogel for synergistic thermal and strain sensing,10.1039/d5ta08892e,material,porous/redox electrode interface
TG_0072,2026,A machine learning-enabled planar interdigitated thermogalvanic hydrogel for synergistic thermal and strain sensing,10.1039/d5ta08892e,material,hydrogel thermocell platform
TG_0072,2026,A machine learning-enabled planar interdigitated thermogalvanic hydrogel for synergistic thermal and strain sensing,10.1039/d5ta08892e,mechanism,ferri/ferrocyanide redox couple
TG_0072,2026,A machine learning-enabled planar interdigitated thermogalvanic hydrogel for synergistic thermal and strain sensing,10.1039/d5ta08892e,mechanism,porous/redox electrode interface
TG_0072,2026,A machine learning-enabled planar interdigitated thermogalvanic hydrogel for synergistic thermal and strain sensing,10.1039/d5ta08892e,mechanism,hydrogel thermocell platform
TG_0072,2026,A machine learning-enabled planar interdigitated thermogalvanic hydrogel for synergistic thermal and strain sensing,10.1039/d5ta08892e,mechanism,self-powered sensing/wearable interface
TG_0073,2021,All-Soft and Stretchable Thermogalvanic Gel Fabric for Antideformity Body Heat Harvesting Wearable,10.1002/aenm.202102219,material,hydrogel thermocell platform
TG_0073,2021,All-Soft and Stretchable Thermogalvanic Gel Fabric for Antideformity Body Heat Harvesting Wearable,10.1002/aenm.202102219,mechanism,hydrogel thermocell platform
TG_0074,2022,Stretchable and Self-Powered Temperature-Pressure Dual Sensing Ionic Skins Based on Thermogalvanic Hydrogels,10.1021/acsami.2c11124,material,hydrogel thermocell platform
TG_0074,2022,Stretchable and Self-Powered Temperature-Pressure Dual Sensing Ionic Skins Based on Thermogalvanic Hydrogels,10.1021/acsami.2c11124,material,self-powered sensing/wearable interface
TG_0074,2022,Stretchable and Self-Powered Temperature-Pressure Dual Sensing Ionic Skins Based on Thermogalvanic Hydrogels,10.1021/acsami.2c11124,mechanism,self-powered sensing/wearable interface
TG_0075,2023,Regenerable aerogel-based thermogalvanic cells for efficient low-grade heat harvesting from solar radiation and interfacial solar evaporation systems,10.1002/eom2.12302,material,cellulose hydrogel scaffold
TG_0075,2023,Regenerable aerogel-based thermogalvanic cells for efficient low-grade heat harvesting from solar radiation and interfacial solar evaporation systems,10.1002/eom2.12302,material,MXene/carbon photothermal scaffold
TG_0075,2023,Regenerable aerogel-based thermogalvanic cells for efficient low-grade heat harvesting from solar radiation and interfacial solar evaporation systems,10.1002/eom2.12302,material,porous/redox electrode interface
TG_0075,2023,Regenerable aerogel-based thermogalvanic cells for efficient low-grade heat harvesting from solar radiation and interfacial solar evaporation systems,10.1002/eom2.12302,material,thermogalvanic electrolyte
TG_0075,2023,Regenerable aerogel-based thermogalvanic cells for efficient low-grade heat harvesting from solar radiation and interfacial solar evaporation systems,10.1002/eom2.12302,mechanism,cellulose hydrogel scaffold
TG_0075,2023,Regenerable aerogel-based thermogalvanic cells for efficient low-grade heat harvesting from solar radiation and interfacial solar evaporation systems,10.1002/eom2.12302,mechanism,porous/redox electrode interface
TG_0075,2023,Regenerable aerogel-based thermogalvanic cells for efficient low-grade heat harvesting from solar radiation and interfacial solar evaporation systems,10.1002/eom2.12302,mechanism,photothermal/radiative thermal management
TG_0076,2023,Performance evaluation and parametric analysis of nighttime electricity generation system integrating thermogalvanic cells with radiative sky cooling,10.1016/j.tsep.2023.102083,mechanism,photothermal/radiative thermal management
TG_0077,2026,Configurational entropy change-driven enhancement of thermoelectric performance in PVA-based hydrogel thermogalvanic cells,10.1016/j.jpowsour.2025.239060,material,Fe2+/Fe3+ redox hydrogel
TG_0077,2026,Configurational entropy change-driven enhancement of thermoelectric performance in PVA-based hydrogel thermogalvanic cells,10.1016/j.jpowsour.2025.239060,material,PVA hydrogel electrolyte
TG_0077,2026,Configurational entropy change-driven enhancement of thermoelectric performance in PVA-based hydrogel thermogalvanic cells,10.1016/j.jpowsour.2025.239060,material,hydrogel thermocell platform
TG_0077,2026,Configurational entropy change-driven enhancement of thermoelectric performance in PVA-based hydrogel thermogalvanic cells,10.1016/j.jpowsour.2025.239060,mechanism,Fe2+/Fe3+ redox hydrogel
TG_0077,2026,Configurational entropy change-driven enhancement of thermoelectric performance in PVA-based hydrogel thermogalvanic cells,10.1016/j.jpowsour.2025.239060,mechanism,PVA hydrogel electrolyte
TG_0077,2026,Configurational entropy change-driven enhancement of thermoelectric performance in PVA-based hydrogel thermogalvanic cells,10.1016/j.jpowsour.2025.239060,mechanism,selective solvation entropy
TG_0077,2026,Configurational entropy change-driven enhancement of thermoelectric performance in PVA-based hydrogel thermogalvanic cells,10.1016/j.jpowsour.2025.239060,mechanism,self-powered sensing/wearable interface
TG_0078,2026,Thermogalvanic Sensor Array for Heat Flux Mapping and Radiative Sensing,10.1021/acsaem.6c01130,material,ferri/ferrocyanide redox couple
TG_0078,2026,Thermogalvanic Sensor Array for Heat Flux Mapping and Radiative Sensing,10.1021/acsaem.6c01130,material,self-powered sensing/wearable interface
TG_0078,2026,Thermogalvanic Sensor Array for Heat Flux Mapping and Radiative Sensing,10.1021/acsaem.6c01130,mechanism,ferri/ferrocyanide redox couple
TG_0078,2026,Thermogalvanic Sensor Array for Heat Flux Mapping and Radiative Sensing,10.1021/acsaem.6c01130,mechanism,self-powered sensing/wearable interface
TG_0079,2026,Synergy of thermodiffusion and thermogalvanic effect in n-type ionic hydrogel: self-signaled fire warning and enhanced heat harvesting,10.1016/j.cej.2026.175294,material,ionic liquid electrolyte
TG_0079,2026,Synergy of thermodiffusion and thermogalvanic effect in n-type ionic hydrogel: self-signaled fire warning and enhanced heat harvesting,10.1016/j.cej.2026.175294,material,hydrogel thermocell platform
TG_0079,2026,Synergy of thermodiffusion and thermogalvanic effect in n-type ionic hydrogel: self-signaled fire warning and enhanced heat harvesting,10.1016/j.cej.2026.175294,mechanism,Fe2+/Fe3+ redox hydrogel
TG_0079,2026,Synergy of thermodiffusion and thermogalvanic effect in n-type ionic hydrogel: self-signaled fire warning and enhanced heat harvesting,10.1016/j.cej.2026.175294,mechanism,ionic liquid electrolyte
TG_0079,2026,Synergy of thermodiffusion and thermogalvanic effect in n-type ionic hydrogel: self-signaled fire warning and enhanced heat harvesting,10.1016/j.cej.2026.175294,mechanism,thermodiffusion/Soret transport
TG_0081,2026,Ultra-sensitive self-powered thermogalvanic hydrogel wristband enabled by resistance-gated strategy,10.1016/j.cej.2026.178230,material,hydrogel thermocell platform
TG_0081,2026,Ultra-sensitive self-powered thermogalvanic hydrogel wristband enabled by resistance-gated strategy,10.1016/j.cej.2026.178230,mechanism,self-powered sensing/wearable interface
TG_0082,2026,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,material,ferri/ferrocyanide redox couple
TG_0082,2026,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,material,PVA hydrogel electrolyte
TG_0082,2026,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,material,gelatin/GelMA hydrogel
TG_0082,2026,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,material,MXene/carbon photothermal scaffold
TG_0082,2026,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,material,porous/redox electrode interface
TG_0082,2026,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,material,hydrogel thermocell platform
TG_0082,2026,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,mechanism,ferri/ferrocyanide redox couple
TG_0082,2026,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,mechanism,porous/redox electrode interface
TG_0082,2026,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,mechanism,host-guest/crown-ether complexation
TG_0083,2026,Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics,10.1016/j.nanoen.2026.111909,material,ferri/ferrocyanide redox couple
TG_0083,2026,Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics,10.1016/j.nanoen.2026.111909,material,hydrogel thermocell platform
TG_0083,2026,Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics,10.1016/j.nanoen.2026.111909,mechanism,ferri/ferrocyanide redox couple
TG_0083,2026,Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics,10.1016/j.nanoen.2026.111909,mechanism,hydrogel thermocell platform
TG_0083,2026,Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics,10.1016/j.nanoen.2026.111909,mechanism,redox entropy engineering
TG_0083,2026,Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics,10.1016/j.nanoen.2026.111909,mechanism,ion transport/diffusion/migration
TG_0084,2026,Polymer-Redox Interactions Enhance Ferro/Ferricyanide Thermogalvanic Cells,10.1002/adfm.76685,material,Fe2+/Fe3+ redox hydrogel
TG_0084,2026,Polymer-Redox Interactions Enhance Ferro/Ferricyanide Thermogalvanic Cells,10.1002/adfm.76685,material,ferri/ferrocyanide redox couple
TG_0084,2026,Polymer-Redox Interactions Enhance Ferro/Ferricyanide Thermogalvanic Cells,10.1002/adfm.76685,material,thermogalvanic electrolyte
TG_0084,2026,Polymer-Redox Interactions Enhance Ferro/Ferricyanide Thermogalvanic Cells,10.1002/adfm.76685,mechanism,selective solvation entropy
TG_0084,2026,Polymer-Redox Interactions Enhance Ferro/Ferricyanide Thermogalvanic Cells,10.1002/adfm.76685,mechanism,redox entropy engineering
TG_0085,2026,Enhanced long-term discharge stability of aqueous thermogalvanic cells through thermal resistance network,10.1016/j.applthermaleng.2026.130371,mechanism,porous/redox electrode interface
TG_0085,2026,Enhanced long-term discharge stability of aqueous thermogalvanic cells through thermal resistance network,10.1016/j.applthermaleng.2026.130371,mechanism,ion transport/diffusion/migration
TG_0086,2026,A Thermogalvanic Cell Microneedle Patch for Integrated Diagnosis and Treatment of UV-Induced Early Skin Cancer,10.1021/acs.analchem.5c08278,mechanism,photothermal/radiative thermal management
TG_0088,2023,Rational Material Selection for Li-Ion-Based Thermogalvanic Harvesting Devices,10.1021/acs.chemmater.3c01129,material,porous/redox electrode interface
TG_0088,2023,Rational Material Selection for Li-Ion-Based Thermogalvanic Harvesting Devices,10.1021/acs.chemmater.3c01129,mechanism,porous/redox electrode interface
TG_0089,2018,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,10.1038/s41467-018-07625-9,material,ferri/ferrocyanide redox couple
TG_0089,2018,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,10.1038/s41467-018-07625-9,mechanism,redox entropy engineering
TG_0089,2018,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,10.1038/s41467-018-07625-9,mechanism,chaotropic polymer-water regulation
TG_0090,2024,Tracking Decomposition Layer Formation in Thin-Film Si Electrodes via Thermogalvanic Profiles,10.1002/smtd.202300857,material,porous/redox electrode interface
TG_0090,2024,Tracking Decomposition Layer Formation in Thin-Film Si Electrodes via Thermogalvanic Profiles,10.1002/smtd.202300857,mechanism,porous/redox electrode interface
TG_0091,2022,Direct measurement of the genuine efficiency of thermogalvanic heat-to-electricity conversion in thermocells,10.1039/d1sc06340e,material,hydrogel thermocell platform
TG_0091,2022,Direct measurement of the genuine efficiency of thermogalvanic heat-to-electricity conversion in thermocells,10.1039/d1sc06340e,material,self-powered sensing/wearable interface
TG_0092,2019,P-N conversion in thermogalvanic cells induced by thermo-sensitive nanogels for body heat harvesting,10.1016/j.nanoen.2018.12.073,material,iodide/triiodide redox couple
TG_0092,2019,P-N conversion in thermogalvanic cells induced by thermo-sensitive nanogels for body heat harvesting,10.1016/j.nanoen.2018.12.073,mechanism,redox concentration gradient
TG_0093,2020,"A fundamental study of the thermoelectrochemistry of ferricyanide/ferrocyanide: cation, concentration, ratio, and heterogeneous and homogeneous electrocatalysis effects in thermogalvanic cells",10.1039/d0se00440e,material,ferri/ferrocyanide redox couple
TG_0093,2020,"A fundamental study of the thermoelectrochemistry of ferricyanide/ferrocyanide: cation, concentration, ratio, and heterogeneous and homogeneous electrocatalysis effects in thermogalvanic cells",10.1039/d0se00440e,material,porous/redox electrode interface
TG_0093,2020,"A fundamental study of the thermoelectrochemistry of ferricyanide/ferrocyanide: cation, concentration, ratio, and heterogeneous and homogeneous electrocatalysis effects in thermogalvanic cells",10.1039/d0se00440e,material,hydrogel thermocell platform
TG_0094,2021,Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting,10.1021/acsaem.1c02060,material,Fe2+/Fe3+ redox hydrogel
TG_0094,2021,Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting,10.1021/acsaem.1c02060,material,ferri/ferrocyanide redox couple
TG_0094,2021,Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting,10.1021/acsaem.1c02060,material,hydrogel thermocell platform
TG_0094,2021,Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting,10.1021/acsaem.1c02060,mechanism,hydrogel thermocell platform
TG_0095,2022,Quasi-solid n-type thermogalvanic thermocells with enhanced ionic conductivity for continuous low-grade heat harvesting,10.1063/5.0120728,material,hydrogel thermocell platform
TG_0096,2021,Developing iron-based anionic redox couples for thermogalvanic cells: towards the replacement of the ferricyanide/ferrocyanide redox couple,10.1039/d1gc02989d,mechanism,ferri/ferrocyanide redox couple
TG_0097,2021,Thermogalvanic cells demonstrate inherent physiochemical limitations in redox-active electrolytes at water-in-salt concentrations,10.1016/j.xcrp.2021.100510,material,Fe2+/Fe3+ redox hydrogel
TG_0097,2021,Thermogalvanic cells demonstrate inherent physiochemical limitations in redox-active electrolytes at water-in-salt concentrations,10.1016/j.xcrp.2021.100510,material,ferri/ferrocyanide redox couple
TG_0098,2022,Stimulating green energy potential in Sub-Saharan Africa: An analysis of copper-copper sulphate thermogalvanic cell architecture,10.1016/j.tsep.2022.101448,mechanism,photothermal/radiative thermal management
TG_0099,2022,Development of a Method for Thermogalvanic Characterization of Li-Ion Electrodes: A Case Study in Thin-Film Anatase TiO2,10.1021/acs.chemmater.2c00904,material,porous/redox electrode interface
TG_0100,2021,Thermogalvanic energy harvesting from forced convection cooling of 100-200 °C surfaces generating high power density,10.1039/d1se01264a,material,thermogalvanic electrolyte
TG_0100,2021,Thermogalvanic energy harvesting from forced convection cooling of 100-200 °C surfaces generating high power density,10.1039/d1se01264a,mechanism,porous/redox electrode interface
TG_0101,2018,Hybrid Photothermal Pyroelectric and Thermogalvanic Generator for Multisituation Low Grade Heat Harvesting,10.1002/aenm.201802397,material,cellulose hydrogel scaffold
TG_0101,2018,Hybrid Photothermal Pyroelectric and Thermogalvanic Generator for Multisituation Low Grade Heat Harvesting,10.1002/aenm.201802397,material,MXene/carbon photothermal scaffold
TG_0101,2018,Hybrid Photothermal Pyroelectric and Thermogalvanic Generator for Multisituation Low Grade Heat Harvesting,10.1002/aenm.201802397,material,photothermal/radiative thermal management
TG_0101,2018,Hybrid Photothermal Pyroelectric and Thermogalvanic Generator for Multisituation Low Grade Heat Harvesting,10.1002/aenm.201802397,mechanism,MXene/carbon photothermal scaffold
TG_0101,2018,Hybrid Photothermal Pyroelectric and Thermogalvanic Generator for Multisituation Low Grade Heat Harvesting,10.1002/aenm.201802397,mechanism,photothermal/radiative thermal management
TG_0102,2020,Thermogalvanic cells: A side-by-side comparison of measurement methods,10.1016/j.jelechem.2020.114280,mechanism,porous/redox electrode interface
TG_0104,2020,Using iron sulphate to form both n-type and p-typepseudo-thermoelectrics: non-hazardous and 'second life' thermogalvanic cells,10.1039/d0gc01878c,mechanism,hydrogel thermocell platform
TG_0105,2019,All-Day Thermogalvanic Cells for Environmental Thermal Energy Harvesting,10.34133/2019/2460953,mechanism,photothermal/radiative thermal management
TG_0106,2019,Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells,10.1016/j.elecom.2019.03.007,material,ferri/ferrocyanide redox couple
TG_0106,2019,Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells,10.1016/j.elecom.2019.03.007,material,porous/redox electrode interface
TG_0106,2019,Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells,10.1016/j.elecom.2019.03.007,mechanism,ferri/ferrocyanide redox couple
