active_mention_ids,aliases,claim_count,concept_id,decision_group,definition,domain,label,mention_ids,normalization_reason,normalization_status,paper_ids,roles,source_document_count
"[""TG:P0046:complete_v1_cr005_subject""]","[""Hydrogel electrolyte of the proposed QTCs""]",1,TG:C2c871c81c68dd9,,,TG,Hydrogel electrolyte of the proposed QTCs,"[""TG:P0046:complete_v1_cr005_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0046""]","[""material_entity""]",1
"[""TG:P0142:conductivity""]","[""Ionic conductivity of 13.45 S m-1""]",1,TG:C2c9437ff2ff69b,,,TG,Ionic conductivity of 13.45 S m-1,"[""TG:P0142:conductivity""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0142""]","[""quantity""]",1
"[""TG:P0129:n2""]","[""Simple thermodynamic-efficiency relation""]",1,TG:C2c95961d0611dd,,,TG,Simple thermodynamic-efficiency relation,"[""TG:P0129:n2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0129""]","[""quantity""]",1
"[""TG:P0287:audit_v1_a001_object""]","[""Operation without external electrical charging""]",1,TG:C2c9f082d76ba55,,,TG,Operation without external electrical charging,"[""TG:P0287:audit_v1_a001_object""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0287""]","[""performance_function""]",1
"[""TG:P0207:absorption""]","[""Efficient solar absorption""]",1,TG:C2ca0f4c95d44ba,,,TG,Efficient solar absorption,"[""TG:P0207:absorption""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0207""]","[""performance_function""]",1
"[""TG:P0259:redox""]","[""[Fe(CN)(6)](4-/3-) redox couple""]",1,TG:C2caa8e0e7b117f,,,TG,[Fe(CN)(6)](4-/3-) redox couple,"[""TG:P0259:redox""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0259""]","[""material_entity""]",1
"[""TG:P0236:n7""]","[""Standard entropies of moving H+ and Cl- ions""]",1,TG:C2cbe5dc018f8b2,,,TG,Standard entropies of moving H+ and Cl- ions,"[""TG:P0236:n7""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0236""]","[""quantity""]",1
"[""TG:P0258:eff""]","[""Highest Carnot-relative efficiency 4.4%""]",1,TG:C2cc73e07e78cc4,,,TG,Highest Carnot-relative efficiency 4.4%,"[""TG:P0258:eff""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0258""]","[""performance_function""]",1
"[""TG:P0045:complete_v1_cr001_subject""]","[""Frequent cooling or heating during operation""]",1,TG:C2ccc6409a1cb2d,,,TG,Frequent cooling or heating during operation,"[""TG:P0045:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0045""]","[""condition""]",1
"[""TG:P0110:n12""]","[""System calibration""]",2,TG:C2cd8e9aa84e957,,,TG,System calibration,"[""TG:P0110:n12""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0110""]","[""mechanism_process""]",1
"[""TG:P0287:complete_v1_cr006_object""]","[""Applications of TREC systems""]",1,TG:C2cf76fecd1c897,,,TG,Applications of TREC systems,"[""TG:P0287:complete_v1_cr006_object""]",,new_singleton_no_exact_alias_candidate,"[""P0287""]","[""application""]",1
"[""TG:P0226:b""]","[""Thermogalvanic Seebeck coefficient: +1.0 mV K-1""]",1,TG:C2d1feba50c3fc5,,,TG,Thermogalvanic Seebeck coefficient: +1.0 mV K-1,"[""TG:P0226:b""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0226""]","[""quantity""]",1
"[""TG:P0076:management""]","[""Thermal energy management""]",1,TG:C2d223e144d809d,,,TG,Thermal energy management,"[""TG:P0076:management""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0076""]","[""design_strategy""]",1
"[""TG:P0290:complete_v1_cr001_object""]","[""Identity of components of formed SDM> clathrate""]",1,TG:C2d2d8fb29854ed,,,TG,Identity of components of formed SDM> clathrate,"[""TG:P0290:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0290""]","[""descriptor""]",1
"[""TG:P0275:scale""]","[""Microstructure scale effect""]",2,TG:C2d3a5fb64e3c99,,,TG,Microstructure scale effect,"[""TG:P0275:scale""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0275""]","[""descriptor""]",1
"[""TG:P0143:decouple""]","[""Backend signal decoupling with a simple algorithm""]",1,TG:C2d41e4c8b334e8,,,TG,Backend signal decoupling with a simple algorithm,"[""TG:P0143:decouple""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0143""]","[""performance_function""]",1
"[""TG:P0191:audit_v1_a002_subject"",""TG:P0191:complete_v1_a002_subject""]","[""Photothermal-layer synthesis on thermoelectric hydrogel""]",2,TG:C2d58d69c2a361a,,,TG,Photothermal-layer synthesis on thermoelectric hydrogel,"[""TG:P0191:audit_v1_a002_subject"",""TG:P0191:complete_v1_a002_subject""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0191""]","[""design_strategy""]",1
"[""TG:P0029:screen""]","[""Solvent-candidate screening""]",1,TG:C2d5d25d5715396,,,TG,Solvent-candidate screening,"[""TG:P0029:screen""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0029""]","[""mechanism_process""]",1
"[""TG:P0214:complete_v1_r004_subject""]","[""Material temperature coefficient and specific heat""]",1,TG:C2d7326959431c8,,,TG,Material temperature coefficient and specific heat,"[""TG:P0214:complete_v1_r004_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0214""]","[""quantity""]",1
"[""TG:P0330:environment""]","[""Extremely corrosive environment""]",1,TG:C2d79030d3d4ada,,,TG,Extremely corrosive environment,"[""TG:P0330:environment""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0330""]","[""state_structure""]",1
"[""TG:P0193:f""]","[""Excellent freeze tolerance""]",2,TG:C2d8138ac030856,,,TG,Excellent freeze tolerance,"[""TG:P0193:f""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0193""]","[""performance_function""]",1
"[""TG:P0007:limit""]","[""Detection limit of 1.9 Pa""]",1,TG:C2d911b808ba37f,,,TG,Detection limit of 1.9 Pa,"[""TG:P0007:limit""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0007""]","[""performance_function""]",1
"[""TG:P0176:n4""]","[""Anionic transport heat""]",1,TG:C2da562f79ce99e,,,TG,Anionic transport heat,"[""TG:P0176:n4""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0176""]","[""quantity""]",1
"[""TG:P0127:n1""]","[""Ferricyanide/ferrocyanide thermogalvanic cell with platinum electrodes""]",1,TG:C2da6c7423ebc8e,,,TG,Ferricyanide/ferrocyanide thermogalvanic cell with platinum electrodes,"[""TG:P0127:n1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0127""]","[""material_entity""]",1
"[""TG:P0096:n""]","[""Stable operation under pressing, bending and stretching""]",1,TG:C2da7282a584b6a,,,TG,"Stable operation under pressing, bending and stretching","[""TG:P0096:n""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0096""]","[""performance_function""]",1
"[""TG:P0311:n5""]","[""1:4 Li[NTf2]:G4 mixture""]",3,TG:C2daa04996878ee,,,TG,1:4 Li[NTf2]:G4 mixture,"[""TG:P0311:n5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0311""]","[""material_entity""]",1
"[""TG:P0189:density""]","[""Thermocell power density""]",1,TG:C2dc68442290193,g0069,Thermocell electrical power output per unit normalization basis determined in a multiphysical model.,TG,Thermocell power density — model output,"[""TG:P0189:density""]",This occurrence is explicitly a model-derived outcome governed by ion transport and overpotentials; it is kept distinct from reported achieved performance.,model_kept_separate,"[""P0189""]","[""performance_function""]",1
"[""TG:P0100:n4""]","[""Li-ion electrode thermogalvanic coefficient""]",1,TG:C2dcd1112847c0a,,,TG,Li-ion electrode thermogalvanic coefficient,"[""TG:P0100:n4""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0100""]","[""quantity""]",1
"[""TG:P0309:n2""]","[""Simultaneous quantitative characterization of electrolyte transport phenomena""]",1,TG:C2dde463f962e7c,,,TG,Simultaneous quantitative characterization of electrolyte transport phenomena,"[""TG:P0309:n2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0309""]","[""performance_function""]",1
"[""TG:P0069:real""]","[""Real-time reception of light intensity information at user terminal""]",1,TG:C2de472fd626f37,,,TG,Real-time reception of light intensity information at user terminal,"[""TG:P0069:real""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0069""]","[""application""]",1
"[""TG:P0268:complete_v1_cr003_object""]","[""Thermopower""]",1,TG:C2de4d05d2f025a,,,TG,Thermopower,"[""TG:P0268:complete_v1_cr003_object""]",The context does not resolve whether thermopower is thermodiffusive or thermogalvanic; neither specialized candidate is established.,new_endpoint_model_uncertain,"[""P0268""]","[""quantity""]",1
"[""TG:P0032:retention""]","[""Outstanding thermopower retention""]",2,TG:C2de7a85cbaf30f,,,TG,Outstanding thermopower retention,"[""TG:P0032:retention""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0032""]","[""performance_function""]",1
"[""TG:P0066:skin""]","[""Comfortable electronic skin for human body monitoring""]",1,TG:C2e0e34a51a5168,,,TG,Comfortable electronic skin for human body monitoring,"[""TG:P0066:skin""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0066""]","[""application""]",1
"[""TG:P0109:n5""]","[""Rapid H2/H+ redox reaction""]",2,TG:C2e1f75dffcf5d9,,,TG,Rapid H2/H+ redox reaction,"[""TG:P0109:n5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0109""]","[""mechanism_process""]",1
"[""TG:P0119:n7""]","[""Thermogalvanic iodine-induced stainless steel corrosion""]",1,TG:C2e29e64cb549c7,,,TG,Thermogalvanic iodine-induced stainless steel corrosion,"[""TG:P0119:n7""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0119""]","[""mechanism_process""]",1
"[""TG:P0212:lfpheat""]","[""LFP Peltier heats: −15 & PLUSMN; 1 to −72 & PLUSMN; 9 kJ/mol""]",1,TG:C2e2ac912637a6d,,,TG,LFP Peltier heats: −15 & PLUSMN; 1 to −72 & PLUSMN; 9 kJ/mol,"[""TG:P0212:lfpheat""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0212""]","[""quantity""]",1
"[""TG:P0096:f""]","[""n-Type thermopower up to 0.74 mV/K""]",2,TG:C2e3a4a9bd97c1d,,,TG,n-Type thermopower up to 0.74 mV/K,"[""TG:P0096:f""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0096""]","[""quantity""]",1
"[""TG:P0029:new""]","[""New solvent candidates""]",2,TG:C2e411d1a6e3841,,,TG,New solvent candidates,"[""TG:P0029:new""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0029""]","[""material_entity""]",1
"[""TG:P0193:complete_v1_cr005_subject""]","[""Freezing or drying out of conventional hydrogel electrolytes""]",2,TG:C2e4c2f5ee430e8,,,TG,Freezing or drying out of conventional hydrogel electrolytes,"[""TG:P0193:complete_v1_cr005_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0193""]","[""mechanism_process""]",1
"[""TG:P0001:resp""]","[""Respiration-rate monitoring""]",1,TG:C2e5e15d0c515fb,,,TG,Respiration-rate monitoring,"[""TG:P0001:resp""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0001""]","[""application""]",1
"[""TG:P0232:n1""]","[""Fundamental multicomponent transport equations""]",5,TG:C2e63a90ca2117a,,,TG,Fundamental multicomponent transport equations,"[""TG:P0232:n1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0232""]","[""design_strategy""]",1
"[""TG:P0102:n12""]","[""Nighttime operation""]",1,TG:C2e644f7a3ee16e,,,TG,Nighttime operation,"[""TG:P0102:n12""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0102""]","[""application""]",1
"[""TG:P0116:n1""]","[""Proposed hybrid thermogalvanic–concentration galvanic cell""]",2,TG:C2e7619cc8ade24,,,TG,Proposed hybrid thermogalvanic–concentration galvanic cell,"[""TG:P0116:n1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0116""]","[""material_entity""]",1
"[""TG:P0168:muscles""]","[""Facial muscle activities""]",1,TG:C2e88e7b8e3c546,,,TG,Facial muscle activities,"[""TG:P0168:muscles""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0168""]","[""mechanism_process""]",1
"[""TG:P0257:complete_v1_cr001_object""]","[""Sufficient output voltage""]",1,TG:C2ea3469d58ab9c,,,TG,Sufficient output voltage,"[""TG:P0257:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0257""]","[""performance_function""]",1
"[""TG:P0100:complete_v1_cr002_object"",""TG:P0220:c""]","[""Fixed temperature gradient""]",2,TG:C2ea64af2029ce1,,,TG,Fixed temperature gradient,"[""TG:P0220:c"",""TG:P0100:complete_v1_cr002_object""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0100"",""P0220""]","[""condition""]",2
"[""TG:P0090:b""]","[""Strong chaotropic character""]",1,TG:C2eb3544ebcaee7,,,TG,Strong chaotropic character,"[""TG:P0090:b""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0090""]","[""descriptor""]",1
"[""TG:P0094:g""]","[""Potential-versus-temperature and Seebeck-coefficient trends""]",1,TG:C2ebdeb646b5880,,,TG,Potential-versus-temperature and Seebeck-coefficient trends,"[""TG:P0094:g""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0094""]","[""quantity""]",1
"[""TG:P0092:f""]","[""Opposite trends in estimated and measured efficiency""]",1,TG:C2ee209916f3768,,,TG,Opposite trends in estimated and measured efficiency,"[""TG:P0092:f""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0092""]","[""descriptor""]",1
"[""TG:P0115:n7""]","[""Efficiency of charge-free TREC, thermocapacitive and ionic thermoelectric supercapacitor systems""]",1,TG:C2eea77282cc706,,,TG,"Efficiency of charge-free TREC, thermocapacitive and ionic thermoelectric supercapacitor systems","[""TG:P0115:n7""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0115""]","[""performance_function""]",1
"[""TG:P0180:n9""]","[""Thermal conductivity of 0.47 W m−1 K−1""]",1,TG:C2efe41b28f336f,,,TG,Thermal conductivity of 0.47 W m−1 K−1,"[""TG:P0180:n9""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0180""]","[""quantity""]",1
"[""TG:P0211:porous""]","[""Porous carbon electrodes""]",1,TG:C2f158c110d0147,,,TG,Porous carbon electrodes,"[""TG:P0211:porous""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0211""]","[""material_entity""]",1
"[""TG:P0146:complete_v1_cr002_subject""]","[""Gel thermocell""]",1,TG:C2f34cb258d7de2,,,TG,Gel thermocell,"[""TG:P0146:complete_v1_cr002_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0146""]","[""material_entity""]",1
"[""TG:P0215:redox""]","[""Thermogalvanic potential of redox couples""]",1,TG:C2f4451721ab688,,,TG,Thermogalvanic potential of redox couples,"[""TG:P0215:redox""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0215""]","[""quantity""]",1
"[""TG:P0118:n13""]","[""Temperature in chloride-containing Ca(OH)2 solution""]",1,TG:C2f4f0f17fe7e8c,,,TG,Temperature in chloride-containing Ca(OH)2 solution,"[""TG:P0118:n13""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0118""]","[""condition""]",1
"[""TG:P0022:cell""]","[""Liquid-state N-type Cu/Cu(en)2 2+ TGC""]",2,TG:C2f696a92efab2c,,,TG,Liquid-state N-type Cu/Cu(en)2 2+ TGC,"[""TG:P0022:cell""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0022""]","[""material_entity""]",1
"[""TG:P0004:tgh""]","[""Thermogalvanic hydrogel (TGH)""]",8,TG:C2f76f990bdfd69,,,TG,Thermogalvanic hydrogel (TGH),"[""TG:P0004:tgh""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0004""]","[""material_entity""]",1
"[""TG:P0285:n""]","[""n-type behavior with positive Seebeck coefficient""]",1,TG:C2f85c3552d2375,,,TG,n-type behavior with positive Seebeck coefficient,"[""TG:P0285:n""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0285""]","[""descriptor""]",1
"[""TG:P0291:complete_v1_r002_object""]","[""PVDF-HFP-gelled cobalt redox electrolyte""]",1,TG:C2f89d168b11603,,,TG,PVDF-HFP-gelled cobalt redox electrolyte,"[""TG:P0291:complete_v1_r002_object""]",,new_singleton_no_exact_alias_candidate,"[""P0291""]","[""material_entity""]",1
"[""TG:P0158:ts"",""TG:P0221:k"",""TG:P0261:temperature""]","[""Temperature sensing""]",3,TG:C2f8d09acad6ad5,g0071,Detection of temperature through a sensor response.,TG,Temperature sensing,"[""TG:P0158:ts"",""TG:P0221:k"",""TG:P0261:temperature""]","All denote the temperature-sensing function. Signal forms, device geometry, mechanisms, and original roles remain attached to their claims.",model_merged,"[""P0158"",""P0221"",""P0261""]","[""application"",""performance_function""]",3
"[""TG:P0121:n3""]","[""Cell orientation""]",1,TG:C2fb7d7be7c16da,,,TG,Cell orientation,"[""TG:P0121:n3""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0121""]","[""condition""]",1
"[""TG:P0110:n2""]","[""Sensitive and fast sensing of thin Au sheet surface temperature""]",1,TG:C2fc463adf8f78e,,,TG,Sensitive and fast sensing of thin Au sheet surface temperature,"[""TG:P0110:n2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0110""]","[""application""]",1
"[""TG:P0280:complete_v1_cr001_subject""]","[""Typical thermo-electrochemical cell architecture""]",1,TG:C2fdf52827ade28,,,TG,Typical thermo-electrochemical cell architecture,"[""TG:P0280:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0280""]","[""design_strategy""]",1
"[""TG:P0282:pairs""]","[""Identified potential p-type and n-type redox pairs""]",3,TG:C2fea7ec99c20b2,,,TG,Identified potential p-type and n-type redox pairs,"[""TG:P0282:pairs""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0282""]","[""material_entity""]",1
"[""TG:P0331:redox""]","[""[Fe(CN)(6)](3-)/[Fe(CN)(6)](4-) redox couple""]",0,TG:C2fef8662e930f2,,,TG,[Fe(CN)(6)](3-)/[Fe(CN)(6)](4-) redox couple,"[""TG:P0331:redox""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,[],"[""material_entity""]",0
"[""TG:P0151:plate""]","[""Nonisothermal plate experimental simulation""]",1,TG:C2ff484c194e9d8,,,TG,Nonisothermal plate experimental simulation,"[""TG:P0151:plate""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0151""]","[""design_strategy""]",1
"[""TG:P0022:redox""]","[""Cu/Cu(en)2 2+ redox couple""]",1,TG:C3003275a9e6661,,,TG,Cu/Cu(en)2 2+ redox couple,"[""TG:P0022:redox""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0022""]","[""material_entity""]",1
"[""TG:P0288:priorperf""]","[""Thermoelectrochemical cell performance with cobalt bipyridyl in ionic liquids""]",1,TG:C300858c770c6a1,,,TG,Thermoelectrochemical cell performance with cobalt bipyridyl in ionic liquids,"[""TG:P0288:priorperf""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0288""]","[""performance_function""]",1
"[""TG:P0158:tg""]","[""Horizontal thermogalvanic effect of the redox couple""]",1,TG:C3011f2f4a3b3aa,,,TG,Horizontal thermogalvanic effect of the redox couple,"[""TG:P0158:tg""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0158""]","[""mechanism_process""]",1
"[""TG:P0325:complete_v1_cr001_subject""]","[""30 mM iodide/triiodide (Iodolyte HI-30) in acetonitrile""]",1,TG:C302698bc5db9fa,,,TG,30 mM iodide/triiodide (Iodolyte HI-30) in acetonitrile,"[""TG:P0325:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0325""]","[""material_entity""]",1
"[""TG:P0135:device""]","[""Integrated device with 32 thermocell units connected p-n""]",2,TG:C3033a3f4a05409,,,TG,Integrated device with 32 thermocell units connected p-n,"[""TG:P0135:device""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0135""]","[""material_entity""]",1
"[""TG:P0021:led""]","[""Direct powering of commercial LED lights""]",1,TG:C303559be37f017,,,TG,Direct powering of commercial LED lights,"[""TG:P0021:led""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0021""]","[""application""]",1
"[""TG:P0301:n11""]","[""Systemic performance improvement greater than 16%""]",1,TG:C3059286150edda,,,TG,Systemic performance improvement greater than 16%,"[""TG:P0301:n11""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0301""]","[""performance_function""]",1
"[""TG:P0316:n3""]","[""Electrochemically active surface area of CNT electrodes""]",2,TG:C3069375b0eb2c6,,,TG,Electrochemically active surface area of CNT electrodes,"[""TG:P0316:n3""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0316""]","[""quantity""]",1
"[""TG:P0088:g""]","[""Electrochemical process""]",1,TG:C30855f5f0bd0b1,,,TG,Electrochemical process,"[""TG:P0088:g""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0088""]","[""mechanism_process""]",1
"[""TG:P0005:dt""]","[""Self-supplying temperature difference""]",2,TG:C308c60071969f4,,,TG,Self-supplying temperature difference,"[""TG:P0005:dt""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0005""]","[""quantity""]",1
"[""TG:P0168:stretch""]","[""Stretchability: 680%""]",1,TG:C309229daef134a,,,TG,Stretchability: 680%,"[""TG:P0168:stretch""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0168""]","[""quantity""]",1
"[""TG:P0144:density""]","[""Power density of 0.6 mW m-2 K-2""]",1,TG:C30b2d8e2f098aa,,,TG,Power density of 0.6 mW m-2 K-2,"[""TG:P0144:density""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0144""]","[""performance_function""]",1
"[""TG:P0163:complete_v1_cr003_subject""]","[""Ionic thermocell""]",3,TG:C30b4d0336d6d5e,,,TG,Ionic thermocell,"[""TG:P0163:complete_v1_cr003_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0163""]","[""material_entity""]",1
"[""TG:P0229:complete_v1_cr002_subject""]","[""Temperature dependence of redox-reaction direction""]",1,TG:C30cd062312f666,,,TG,Temperature dependence of redox-reaction direction,"[""TG:P0229:complete_v1_cr002_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0229""]","[""descriptor""]",1
"[""TG:P0280:plan""]","[""Planar TEC configuration""]",3,TG:C30de56e6b59b48,,,TG,Planar TEC configuration,"[""TG:P0280:plan""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0280""]","[""design_strategy""]",1
"[""TG:P0279:perm""]","[""Low water vapor permeability""]",1,TG:C30ed8bbb045806,,,TG,Low water vapor permeability,"[""TG:P0279:perm""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0279""]","[""descriptor""]",1
"[""TG:P0104:n4""]","[""Apparent Seebeck coefficient +1.46 ± 0.02 mV K−1""]",1,TG:C3107f71b43b9dd,,,TG,Apparent Seebeck coefficient +1.46 ± 0.02 mV K−1,"[""TG:P0104:n4""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0104""]","[""quantity""]",1
"[""TG:P0064:gel""]","[""Thermogalvanic gel""]",1,TG:C311790490a12b5,,,TG,Thermogalvanic gel,"[""TG:P0064:gel""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0064""]","[""material_entity""]",1
"[""TG:P0036:array""]","[""Concave-arranged TGH array""]",2,TG:C311f0f29718f19,,,TG,Concave-arranged TGH array,"[""TG:P0036:array""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0036""]","[""material_entity""]",1
"[""TG:P0075:elastomer""]","[""Thermogalvanic hydrogel elastomer""]",3,TG:C31384fad69dae9,,,TG,Thermogalvanic hydrogel elastomer,"[""TG:P0075:elastomer""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0075""]","[""material_entity""]",1
"[""TG:P0169:n10""]","[""Output voltage of 2.8 V""]",1,TG:C313c43eaac3a05,,,TG,Output voltage of 2.8 V,"[""TG:P0169:n10""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0169""]","[""performance_function""]",1
"[""TG:P0162:complete_v1_cr001_object""]","[""Y-shaped microchannel""]",1,TG:C31444ef5d314d7,,,TG,Y-shaped microchannel,"[""TG:P0162:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0162""]","[""state_structure""]",1
"[""TG:P0248:car""]","[""Intelligent remote-controlled car""]",1,TG:C314574ed67b615,,,TG,Intelligent remote-controlled car,"[""TG:P0248:car""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0248""]","[""material_entity""]",1
"[""TG:P0195:complete_v1_cr001_object""]","[""Reversible electrochemical processes with large molar entropy changes""]",1,TG:C315bcae415080f,,,TG,Reversible electrochemical processes with large molar entropy changes,"[""TG:P0195:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0195""]","[""mechanism_process""]",1
