concept_u_id,concept_v_id,concept_u,concept_v,u_type,v_type,ite_first_year,tg_first_year,transfer_lag_years,transfer_status,ite_first_evidence_paper,tg_first_evidence_paper,ite_evidence_papers,tg_evidence_papers
C555F4672C1,CA8C62A4868,configurational-entropy modulation,redox reaction entropy,phase_or_species_transition,solvation_entropy,2026.0,2024.0,-2.0,TG_then_iTE,P0078,P0044,1.0,2.0
C872881EC3C,C8AD5B453CC,gel-confined redox transport,ion diffusion,gel_microstructure,transport_mechanism,2026.0,2024.0,-2.0,TG_then_iTE,P1404,P0053,1.0,2.0
C872881EC3C,CC022D91D01,gel-confined redox transport,solvation entropy,gel_microstructure,solvation_entropy,2026.0,2024.0,-2.0,TG_then_iTE,P0264,P0166,1.0,3.0
C41BE9B5F0E,CC022D91D01,solvation-shell remodeling,solvation entropy,solvation_entropy,solvation_entropy,2026.0,2025.0,-1.0,TG_then_iTE,P0251,P0002,1.0,2.0
C6C09287FDB,CC022D91D01,high-entropy redox/ion coupling,solvation entropy,solvation_entropy,solvation_entropy,2026.0,2025.0,-1.0,TG_then_iTE,P0251,P0257,1.0,2.0
C872881EC3C,C967653EA5F,gel-confined redox transport,thermosensitive crystallization,gel_microstructure,phase_or_species_transition,2026.0,2025.0,-1.0,TG_then_iTE,P1263,P0031,1.0,1.0
CA8C62A4868,CF4A6A0344F,redox reaction entropy,ion migration,solvation_entropy,transport_mechanism,2026.0,2025.0,-1.0,TG_then_iTE,P0078,P0030,1.0,2.0
C3002C089A5,CC5968B917E,ionic thermodiffusion (Soret effect),convection and mass transport,transport_mechanism,transport_mechanism,1999.0,,,iTE_only,P1303,,1.0,
C8AD5B453CC,CC5968B917E,ion diffusion,convection and mass transport,transport_mechanism,transport_mechanism,1999.0,,,iTE_only,P1303,,1.0,
C08389FD6C6,CDBC384EF52,moisture-gradient ion transport,polymer-water interaction,transport_mechanism,gel_microstructure,2002.0,,,iTE_only,P1240,,2.0,
CC3BA67827F,CC5968B917E,ionic-electronic coupling,convection and mass transport,transport_mechanism,transport_mechanism,2002.0,,,iTE_only,P1486,,1.0,
C45C8AAD12E,CD486BA800F,charge-transfer resistance engineering,host-guest complexation,electrode_interface,solvation_entropy,2003.0,,,iTE_only,P1285,,1.0,
CD486BA800F,CE4B0E242E7,host-guest complexation,interfacial charge transfer,solvation_entropy,electrode_interface,2003.0,,,iTE_only,P1285,,1.0,
C78D65254F9,CC3BA67827F,phase transition,ionic-electronic coupling,phase_or_species_transition,transport_mechanism,2004.0,,,iTE_only,P0709,,1.0,
C23B9BED21A,C78D65254F9,ionic conduction,phase transition,transport_mechanism,phase_or_species_transition,2005.0,,,iTE_only,P1241,,5.0,
C23B9BED21A,CF4A6A0344F,ionic conduction,ion migration,transport_mechanism,transport_mechanism,2012.0,,,iTE_only,P0776,,5.0,
C3002C089A5,CEA29EF1A99,ionic thermodiffusion (Soret effect),thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,2013.0,,,iTE_only,P1750,,4.0,
C41DA9D5B12,CB56BB4DDB0,convection-resolved resistance decomposition,carbon-electrode redox interface,transport_mechanism,electrode_interface,2013.0,,,iTE_only,P1410,,1.0,
C0E0D20D156,C188B56F6F1,polarized-membrane ionic thermal potential,ion-selectivity membrane transport,transport_mechanism,transport_mechanism,2016.0,,,iTE_only,P0662,,2.0,
CBFAB31D6E6,CEA29EF1A99,electrostatic interaction,thermal-gradient heat-transfer control,solvation_entropy,device_mechanism,2016.0,,,iTE_only,P1201,,1.0,
C46747A02A1,C58F3B85353,ion-pairing and complexation,thermoresponsive micellization p/n conversion,solvation_entropy,phase_or_species_transition,2017.0,,,iTE_only,P0657,,1.0,
C188B56F6F1,C23B9BED21A,ion-selectivity membrane transport,ionic conduction,transport_mechanism,transport_mechanism,2018.0,,,iTE_only,P0834,,1.0,
C78D65254F9,CF4A6A0344F,phase transition,ion migration,phase_or_species_transition,transport_mechanism,2018.0,,,iTE_only,P1593,,3.0,
C08389FD6C6,C96681C9193,moisture-gradient ion transport,ion channels,transport_mechanism,transport_mechanism,2019.0,,,iTE_only,P0764,,2.0,
C10D3798CF7,CF203EF8121,selective solvation,Eastman entropy of transfer,solvation_entropy,solvation_entropy,2019.0,,,iTE_only,P1584,,2.0,
C78D65254F9,CBFAB31D6E6,phase transition,electrostatic interaction,phase_or_species_transition,solvation_entropy,2019.0,,,iTE_only,P1065,,1.0,
C78D65254F9,CE4B0E242E7,phase transition,interfacial charge transfer,phase_or_species_transition,electrode_interface,2019.0,,,iTE_only,P1822,,3.0,
C7932B1CE8C,CE6FC512ED2,chaotropic polymer-water disruption,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,2019.0,,,iTE_only,P0644,,10.0,
C8AD5B453CC,CC028ABF9C6,ion diffusion,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,2019.0,,,iTE_only,P0650,,1.0,
C8AD5B453CC,CE6FC512ED2,ion diffusion,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,2019.0,,,iTE_only,P0650,,3.0,
C96681C9193,CC3BA67827F,ion channels,ionic-electronic coupling,transport_mechanism,transport_mechanism,2019.0,,,iTE_only,P0764,,1.0,
C182567E63B,C188B56F6F1,ion concentration-gradient formation,ion-selectivity membrane transport,transport_mechanism,transport_mechanism,2020.0,,,iTE_only,P1096,,3.0,
C182567E63B,C539540C36B,ion concentration-gradient formation,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,2020.0,,,iTE_only,P1096,,1.0,
C182567E63B,C8AD5B453CC,ion concentration-gradient formation,ion diffusion,transport_mechanism,transport_mechanism,2020.0,,,iTE_only,P1096,,1.0,
C182567E63B,C96681C9193,ion concentration-gradient formation,ion channels,transport_mechanism,transport_mechanism,2020.0,,,iTE_only,P1096,,1.0,
C188B56F6F1,C96681C9193,ion-selectivity membrane transport,ion channels,transport_mechanism,transport_mechanism,2020.0,,,iTE_only,P1096,,4.0,
C3002C089A5,C41DA9D5B12,ionic thermodiffusion (Soret effect),convection-resolved resistance decomposition,transport_mechanism,transport_mechanism,2020.0,,,iTE_only,P1242,,1.0,
C41BE9B5F0E,C5CA44ABCFC,solvation-shell remodeling,redox-solvation hybrid entropy,solvation_entropy,solvation_entropy,2020.0,,,iTE_only,P1549,,1.0,
C46A965349B,CC3BA67827F,anion transport,ionic-electronic coupling,transport_mechanism,transport_mechanism,2020.0,,,iTE_only,P1553,,1.0,
C555F4672C1,C6C09287FDB,configurational-entropy modulation,high-entropy redox/ion coupling,phase_or_species_transition,solvation_entropy,2020.0,,,iTE_only,P1592,,1.0,
C78D65254F9,CC5968B917E,phase transition,convection and mass transport,phase_or_species_transition,transport_mechanism,2020.0,,,iTE_only,P1775,,1.0,
C8AD5B453CC,C96681C9193,ion diffusion,ion channels,transport_mechanism,transport_mechanism,2020.0,,,iTE_only,P1096,,1.0,
CC3BA67827F,CF4A6A0344F,ionic-electronic coupling,ion migration,transport_mechanism,transport_mechanism,2020.0,,,iTE_only,P0603,,4.0,
C08389FD6C6,C539540C36B,moisture-gradient ion transport,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,2021.0,,,iTE_only,P0608,,5.0,
C08389FD6C6,CF69DD93A68,moisture-gradient ion transport,selective ion transport,transport_mechanism,transport_mechanism,2021.0,,,iTE_only,P0608,,3.0,
C188B56F6F1,CC028ABF9C6,ion-selectivity membrane transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,2021.0,,,iTE_only,P0839,,3.0,
C539540C36B,CF69DD93A68,nanochannel-confined ion transport,selective ion transport,transport_mechanism,transport_mechanism,2021.0,,,iTE_only,P0608,,2.0,
C78D65254F9,C9516FFBFC5,phase transition,volume phase transition,phase_or_species_transition,phase_or_species_transition,2021.0,,,iTE_only,P1493,,3.0,
C872881EC3C,C9516FFBFC5,gel-confined redox transport,volume phase transition,gel_microstructure,phase_or_species_transition,2021.0,,,iTE_only,P1493,,2.0,
C8AD5B453CC,CF4A6A0344F,ion diffusion,ion migration,transport_mechanism,transport_mechanism,2021.0,,,iTE_only,P0645,,1.0,
C9516FFBFC5,CB314592CFB,volume phase transition,precipitation and species redistribution,phase_or_species_transition,phase_or_species_transition,2021.0,,,iTE_only,P1493,,1.0,
C08389FD6C6,C98C1040415,moisture-gradient ion transport,cation transport,transport_mechanism,transport_mechanism,2022.0,,,iTE_only,P0570,,4.0,
C08389FD6C6,CF4A6A0344F,moisture-gradient ion transport,ion migration,transport_mechanism,transport_mechanism,2022.0,,,iTE_only,P0570,,3.0,
C17A556FB4A,C188B56F6F1,double-network hydrogel mechanics,ion-selectivity membrane transport,gel_microstructure,transport_mechanism,2022.0,,,iTE_only,P0919,,1.0,
C17A556FB4A,C5E63317596,double-network hydrogel mechanics,hierarchical porous electrode interface,gel_microstructure,electrode_interface,2022.0,,,iTE_only,P0919,,1.0,
C17A556FB4A,CC028ABF9C6,double-network hydrogel mechanics,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,2022.0,,,iTE_only,P0919,,1.0,
C188B56F6F1,CB25BC3FC14,ion-selectivity membrane transport,double/interpenetrating network,transport_mechanism,gel_microstructure,2022.0,,,iTE_only,P0919,,3.0,
C188B56F6F1,CE6FC512ED2,ion-selectivity membrane transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,2022.0,,,iTE_only,P0390,,3.0,
C188B56F6F1,CEA29EF1A99,ion-selectivity membrane transport,thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,2022.0,,,iTE_only,P1665,,2.0,
C23B9BED21A,C8AD5B453CC,ionic conduction,ion diffusion,transport_mechanism,transport_mechanism,2022.0,,,iTE_only,P1382,,2.0,
C58F3B85353,CA8C62A4868,thermoresponsive micellization p/n conversion,redox reaction entropy,phase_or_species_transition,solvation_entropy,2022.0,,,iTE_only,P0560,,1.0,
C58F3B85353,CF203EF8121,thermoresponsive micellization p/n conversion,Eastman entropy of transfer,phase_or_species_transition,solvation_entropy,2022.0,,,iTE_only,P0560,,1.0,
C5E47CC0A62,C845F498233,Hofmeister/chaotropic effect,ion-dipole interaction,gel_microstructure,solvation_entropy,2022.0,,,iTE_only,P1045,,1.0,
C5E47CC0A62,CBFAB31D6E6,Hofmeister/chaotropic effect,electrostatic interaction,gel_microstructure,solvation_entropy,2022.0,,,iTE_only,P1045,,1.0,
C5E63317596,CB25BC3FC14,hierarchical porous electrode interface,double/interpenetrating network,electrode_interface,gel_microstructure,2022.0,,,iTE_only,P0919,,1.0,
C5E63317596,CC028ABF9C6,hierarchical porous electrode interface,anti-freezing organohydrogel design,electrode_interface,gel_microstructure,2022.0,,,iTE_only,P0919,,1.0,
C5E63317596,CE6FC512ED2,hierarchical porous electrode interface,dynamic crosslinked gel network,electrode_interface,gel_microstructure,2022.0,,,iTE_only,P0919,,1.0,
C78D65254F9,CE6FC512ED2,phase transition,dynamic crosslinked gel network,phase_or_species_transition,gel_microstructure,2022.0,,,iTE_only,P0697,,1.0,
C845F498233,CC028ABF9C6,ion-dipole interaction,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,2022.0,,,iTE_only,P1045,,2.0,
C8AD5B453CC,CF203EF8121,ion diffusion,Eastman entropy of transfer,transport_mechanism,solvation_entropy,2022.0,,,iTE_only,P0394,,2.0,
C98C1040415,CF4A6A0344F,cation transport,ion migration,transport_mechanism,transport_mechanism,2022.0,,,iTE_only,P0570,,2.0,
CBFAB31D6E6,CC028ABF9C6,electrostatic interaction,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,2022.0,,,iTE_only,P1045,,3.0,
CC028ABF9C6,CC3BA67827F,anti-freezing organohydrogel design,ionic-electronic coupling,gel_microstructure,transport_mechanism,2022.0,,,iTE_only,P1705,,2.0,
CE6FC512ED2,CF4A6A0344F,dynamic crosslinked gel network,ion migration,gel_microstructure,transport_mechanism,2022.0,,,iTE_only,P1434,,5.0,
C08389FD6C6,C23B9BED21A,moisture-gradient ion transport,ionic conduction,transport_mechanism,transport_mechanism,2023.0,,,iTE_only,P1403,,2.0,
C08389FD6C6,CBFAB31D6E6,moisture-gradient ion transport,electrostatic interaction,transport_mechanism,solvation_entropy,2023.0,,,iTE_only,P0552,,2.0,
C08389FD6C6,CF203EF8121,moisture-gradient ion transport,Eastman entropy of transfer,transport_mechanism,solvation_entropy,2023.0,,,iTE_only,P0375,,2.0,
C10C4FF4B6C,C46747A02A1,hydrogen bonding,ion-pairing and complexation,solvation_entropy,solvation_entropy,2023.0,,,iTE_only,P0379,,8.0,
C10C4FF4B6C,C845F498233,hydrogen bonding,ion-dipole interaction,solvation_entropy,solvation_entropy,2023.0,,,iTE_only,P1345,,5.0,
C10C4FF4B6C,CC3BA67827F,hydrogen bonding,ionic-electronic coupling,solvation_entropy,transport_mechanism,2023.0,,,iTE_only,P1342,,1.0,
C10C4FF4B6C,CFBB5A400A1,hydrogen bonding,cation-anion thermodiffusion asymmetry,solvation_entropy,transport_mechanism,2023.0,,,iTE_only,P0379,,4.0,
C188B56F6F1,C78D65254F9,ion-selectivity membrane transport,phase transition,transport_mechanism,phase_or_species_transition,2023.0,,,iTE_only,P1925,,1.0,
C188B56F6F1,CC3BA67827F,ion-selectivity membrane transport,ionic-electronic coupling,transport_mechanism,transport_mechanism,2023.0,,,iTE_only,P0607,,1.0,
C188B56F6F1,CF4A6A0344F,ion-selectivity membrane transport,ion migration,transport_mechanism,transport_mechanism,2023.0,,,iTE_only,P0386,,5.0,
C3002C089A5,C58F3B85353,ionic thermodiffusion (Soret effect),thermoresponsive micellization p/n conversion,transport_mechanism,phase_or_species_transition,2023.0,,,iTE_only,P0383,,1.0,
C3002C089A5,C70B6BBB358,ionic thermodiffusion (Soret effect),temperature-sensitive phase transition,transport_mechanism,phase_or_species_transition,2023.0,,,iTE_only,P0381,,1.0,
C3002C089A5,C845F498233,ionic thermodiffusion (Soret effect),ion-dipole interaction,transport_mechanism,solvation_entropy,2023.0,,,iTE_only,P0374,,4.0,
C3C17DDE1C9,C46747A02A1,Gutmann-donor ionic-cluster thermodiffusion,ion-pairing and complexation,transport_mechanism,solvation_entropy,2023.0,,,iTE_only,P0537,,1.0,
C3C17DDE1C9,C46A965349B,Gutmann-donor ionic-cluster thermodiffusion,anion transport,transport_mechanism,transport_mechanism,2023.0,,,iTE_only,P0537,,1.0,
C3C17DDE1C9,CA8C62A4868,Gutmann-donor ionic-cluster thermodiffusion,redox reaction entropy,transport_mechanism,solvation_entropy,2023.0,,,iTE_only,P0537,,1.0,
C3C17DDE1C9,CF203EF8121,Gutmann-donor ionic-cluster thermodiffusion,Eastman entropy of transfer,transport_mechanism,solvation_entropy,2023.0,,,iTE_only,P0537,,1.0,
C46747A02A1,C46A965349B,ion-pairing and complexation,anion transport,solvation_entropy,transport_mechanism,2023.0,,,iTE_only,P0537,,3.0,
C46747A02A1,C7932B1CE8C,ion-pairing and complexation,chaotropic polymer-water disruption,solvation_entropy,gel_microstructure,2023.0,,,iTE_only,P0379,,6.0,
C46747A02A1,C845F498233,ion-pairing and complexation,ion-dipole interaction,solvation_entropy,solvation_entropy,2023.0,,,iTE_only,P1345,,2.0,
C46747A02A1,CAEE03ADAC5,ion-pairing and complexation,bidirectional cationic anchoring thermodiffusion,solvation_entropy,transport_mechanism,2023.0,,,iTE_only,P0696,,2.0,
C46747A02A1,CF203EF8121,ion-pairing and complexation,Eastman entropy of transfer,solvation_entropy,solvation_entropy,2023.0,,,iTE_only,P0537,,3.0,
C46A965349B,CF203EF8121,anion transport,Eastman entropy of transfer,transport_mechanism,solvation_entropy,2023.0,,,iTE_only,P0537,,2.0,
C539540C36B,CEA29EF1A99,nanochannel-confined ion transport,thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,2023.0,,,iTE_only,P0862,,2.0,
C539540C36B,CF4A6A0344F,nanochannel-confined ion transport,ion migration,transport_mechanism,transport_mechanism,2023.0,,,iTE_only,P0386,,5.0,
C58F3B85353,CFBB5A400A1,thermoresponsive micellization p/n conversion,cation-anion thermodiffusion asymmetry,phase_or_species_transition,transport_mechanism,2023.0,,,iTE_only,P0383,,1.0,
C70B6BBB358,C78D65254F9,temperature-sensitive phase transition,phase transition,phase_or_species_transition,phase_or_species_transition,2023.0,,,iTE_only,P0381,,2.0,
C70B6BBB358,C872881EC3C,temperature-sensitive phase transition,gel-confined redox transport,phase_or_species_transition,gel_microstructure,2023.0,,,iTE_only,P0381,,1.0,
C70B6BBB358,CB25BC3FC14,temperature-sensitive phase transition,double/interpenetrating network,phase_or_species_transition,gel_microstructure,2023.0,,,iTE_only,P0381,,1.0,
C78D65254F9,C845F498233,phase transition,ion-dipole interaction,phase_or_species_transition,solvation_entropy,2023.0,,,iTE_only,P0772,,1.0,
C7932B1CE8C,C845F498233,chaotropic polymer-water disruption,ion-dipole interaction,gel_microstructure,solvation_entropy,2023.0,,,iTE_only,P1345,,4.0,
C7932B1CE8C,CB25BC3FC14,chaotropic polymer-water disruption,double/interpenetrating network,gel_microstructure,gel_microstructure,2023.0,,,iTE_only,P0379,,1.0,
C7932B1CE8C,CC3BA67827F,chaotropic polymer-water disruption,ionic-electronic coupling,gel_microstructure,transport_mechanism,2023.0,,,iTE_only,P1342,,1.0,
C7932B1CE8C,CFBB5A400A1,chaotropic polymer-water disruption,cation-anion thermodiffusion asymmetry,gel_microstructure,transport_mechanism,2023.0,,,iTE_only,P0379,,3.0,
C845F498233,C8AD5B453CC,ion-dipole interaction,ion diffusion,solvation_entropy,transport_mechanism,2023.0,,,iTE_only,P0374,,2.0,
C872881EC3C,CAEE03ADAC5,gel-confined redox transport,bidirectional cationic anchoring thermodiffusion,gel_microstructure,transport_mechanism,2023.0,,,iTE_only,P0696,,2.0,
C8AD5B453CC,CBFAB31D6E6,ion diffusion,electrostatic interaction,transport_mechanism,solvation_entropy,2023.0,,,iTE_only,P0374,,2.0,
C96681C9193,CF4A6A0344F,ion channels,ion migration,transport_mechanism,transport_mechanism,2023.0,,,iTE_only,P0386,,1.0,
CB25BC3FC14,CC3BA67827F,double/interpenetrating network,ionic-electronic coupling,gel_microstructure,transport_mechanism,2023.0,,,iTE_only,P0451,,2.0,
CB25BC3FC14,CE10EBC642C,double/interpenetrating network,Manning counterion condensation,gel_microstructure,transport_mechanism,2023.0,,,iTE_only,P0555,,2.0,
CC028ABF9C6,CE10EBC642C,anti-freezing organohydrogel design,Manning counterion condensation,gel_microstructure,transport_mechanism,2023.0,,,iTE_only,P0555,,1.0,
CEA29EF1A99,CF4A6A0344F,thermal-gradient heat-transfer control,ion migration,device_mechanism,transport_mechanism,2023.0,,,iTE_only,P0862,,1.0,
C08389FD6C6,C845F498233,moisture-gradient ion transport,ion-dipole interaction,transport_mechanism,solvation_entropy,2024.0,,,iTE_only,P1855,,2.0,
C08389FD6C6,C90F2267A45,moisture-gradient ion transport,zwitterionic hydrogel ion regulation,transport_mechanism,gel_microstructure,2024.0,,,iTE_only,P1335,,1.0,
C0E0D20D156,C539540C36B,polarized-membrane ionic thermal potential,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,2024.0,,,iTE_only,P0567,,1.0,
C0E0D20D156,C845F498233,polarized-membrane ionic thermal potential,ion-dipole interaction,transport_mechanism,solvation_entropy,2024.0,,,iTE_only,P0567,,1.0,
C0E0D20D156,C96681C9193,polarized-membrane ionic thermal potential,ion channels,transport_mechanism,transport_mechanism,2024.0,,,iTE_only,P0567,,1.0,
C10C4FF4B6C,C45C8AAD12E,hydrogen bonding,charge-transfer resistance engineering,solvation_entropy,electrode_interface,2024.0,,,iTE_only,P1502,,1.0,
C10C4FF4B6C,C8AD5B453CC,hydrogen bonding,ion diffusion,solvation_entropy,transport_mechanism,2024.0,,,iTE_only,P0368,,2.0,
C10C4FF4B6C,CE4B0E242E7,hydrogen bonding,interfacial charge transfer,solvation_entropy,electrode_interface,2024.0,,,iTE_only,P1502,,1.0,
C17A556FB4A,C90F2267A45,double-network hydrogel mechanics,zwitterionic hydrogel ion regulation,gel_microstructure,gel_microstructure,2024.0,,,iTE_only,P0677,,1.0,
C188B56F6F1,C845F498233,ion-selectivity membrane transport,ion-dipole interaction,transport_mechanism,solvation_entropy,2024.0,,,iTE_only,P0567,,1.0,
C3002C089A5,C98C1040415,ionic thermodiffusion (Soret effect),cation transport,transport_mechanism,transport_mechanism,2024.0,,,iTE_only,P0408,,3.0,
C3002C089A5,CF69DD93A68,ionic thermodiffusion (Soret effect),selective ion transport,transport_mechanism,transport_mechanism,2024.0,,,iTE_only,P0355,,4.0,
C45C8AAD12E,C98C1040415,charge-transfer resistance engineering,cation transport,electrode_interface,transport_mechanism,2024.0,,,iTE_only,P1533,,1.0,
C46747A02A1,C5E47CC0A62,ion-pairing and complexation,Hofmeister/chaotropic effect,solvation_entropy,gel_microstructure,2024.0,,,iTE_only,P0990,,2.0,
C46747A02A1,CF69DD93A68,ion-pairing and complexation,selective ion transport,solvation_entropy,transport_mechanism,2024.0,,,iTE_only,P0355,,1.0,
C539540C36B,C5CE88E5AD7,nanochannel-confined ion transport,thermal migration,transport_mechanism,transport_mechanism,2024.0,,,iTE_only,P0683,,1.0,
C539540C36B,C845F498233,nanochannel-confined ion transport,ion-dipole interaction,transport_mechanism,solvation_entropy,2024.0,,,iTE_only,P0567,,1.0,
C7932B1CE8C,C8AD5B453CC,chaotropic polymer-water disruption,ion diffusion,gel_microstructure,transport_mechanism,2024.0,,,iTE_only,P0368,,2.0,
C845F498233,C96681C9193,ion-dipole interaction,ion channels,solvation_entropy,transport_mechanism,2024.0,,,iTE_only,P0567,,1.0,
C872881EC3C,C98C1040415,gel-confined redox transport,cation transport,gel_microstructure,transport_mechanism,2024.0,,,iTE_only,P0408,,1.0,
C8AD5B453CC,CB25BC3FC14,ion diffusion,double/interpenetrating network,transport_mechanism,gel_microstructure,2024.0,,,iTE_only,P0744,,1.0,
C8AD5B453CC,CE2D00B183C,ion diffusion,redox-kinetics enhancement,transport_mechanism,electrode_interface,2024.0,,,iTE_only,P0376,,1.0,
C90F2267A45,CB25BC3FC14,zwitterionic hydrogel ion regulation,double/interpenetrating network,gel_microstructure,gel_microstructure,2024.0,,,iTE_only,P0677,,1.0,
C90F2267A45,CE6FC512ED2,zwitterionic hydrogel ion regulation,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,2024.0,,,iTE_only,P0677,,1.0,
C98C1040415,CC028ABF9C6,cation transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,2024.0,,,iTE_only,P0408,,1.0,
C98C1040415,CE4B0E242E7,cation transport,interfacial charge transfer,transport_mechanism,electrode_interface,2024.0,,,iTE_only,P1533,,1.0,
C98C1040415,CE6FC512ED2,cation transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,2024.0,,,iTE_only,P0408,,1.0,
CC3BA67827F,CE6FC512ED2,ionic-electronic coupling,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,2024.0,,,iTE_only,P0510,,1.0,
CF4A6A0344F,CF69DD93A68,ion migration,selective ion transport,transport_mechanism,transport_mechanism,2024.0,,,iTE_only,P0355,,4.0,
C08389FD6C6,CEA97D4EE60,moisture-gradient ion transport,oriented ion-transport channels,transport_mechanism,gel_microstructure,2025.0,,,iTE_only,P0338,,1.0,
C0AD9C93101,C46747A02A1,crown-ether cation complexation,ion-pairing and complexation,solvation_entropy,solvation_entropy,2025.0,,,iTE_only,P0342,,1.0,
C0AD9C93101,C872881EC3C,crown-ether cation complexation,gel-confined redox transport,solvation_entropy,gel_microstructure,2025.0,,,iTE_only,P0342,,1.0,
C0AD9C93101,CAEE03ADAC5,crown-ether cation complexation,bidirectional cationic anchoring thermodiffusion,solvation_entropy,transport_mechanism,2025.0,,,iTE_only,P0342,,1.0,
C0AD9C93101,CE4B0E242E7,crown-ether cation complexation,interfacial charge transfer,solvation_entropy,electrode_interface,2025.0,,,iTE_only,P0342,,1.0,
C0AD9C93101,CE6FC512ED2,crown-ether cation complexation,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,2025.0,,,iTE_only,P0342,,1.0,
C10C4FF4B6C,C188B56F6F1,hydrogen bonding,ion-selectivity membrane transport,solvation_entropy,transport_mechanism,2025.0,,,iTE_only,P0347,,2.0,
C10C4FF4B6C,C539540C36B,hydrogen bonding,nanochannel-confined ion transport,solvation_entropy,transport_mechanism,2025.0,,,iTE_only,P0347,,2.0,
C10C4FF4B6C,C96681C9193,hydrogen bonding,ion channels,solvation_entropy,transport_mechanism,2025.0,,,iTE_only,P0347,,1.0,
C10C4FF4B6C,CBFAB31D6E6,hydrogen bonding,electrostatic interaction,solvation_entropy,solvation_entropy,2025.0,,,iTE_only,P0512,,2.0,
C10D3798CF7,C46747A02A1,selective solvation,ion-pairing and complexation,solvation_entropy,solvation_entropy,2025.0,,,iTE_only,P0414,,1.0,
C182567E63B,C3002C089A5,ion concentration-gradient formation,ionic thermodiffusion (Soret effect),transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0530,,1.0,
C188B56F6F1,C5CE88E5AD7,ion-selectivity membrane transport,thermal migration,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0525,,1.0,
C188B56F6F1,C7932B1CE8C,ion-selectivity membrane transport,chaotropic polymer-water disruption,transport_mechanism,gel_microstructure,2025.0,,,iTE_only,P0540,,1.0,
C188B56F6F1,CE10EBC642C,ion-selectivity membrane transport,Manning counterion condensation,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0344,,1.0,
C23B9BED21A,C3002C089A5,ionic conduction,ionic thermodiffusion (Soret effect),transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0681,,1.0,
C23B9BED21A,C46A965349B,ionic conduction,anion transport,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0681,,1.0,
C23B9BED21A,C539540C36B,ionic conduction,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0681,,1.0,
C3002C089A5,C46A965349B,ionic thermodiffusion (Soret effect),anion transport,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0367,,2.0,
C3002C089A5,C5CE88E5AD7,ionic thermodiffusion (Soret effect),thermal migration,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0401,,3.0,
C3002C089A5,C6153FCE2C1,ionic thermodiffusion (Soret effect),pi-pi stacking,transport_mechanism,gel_microstructure,2025.0,,,iTE_only,P0336,,1.0,
C3002C089A5,C9516FFBFC5,ionic thermodiffusion (Soret effect),volume phase transition,transport_mechanism,phase_or_species_transition,2025.0,,,iTE_only,P0339,,1.0,
C3002C089A5,C96681C9193,ionic thermodiffusion (Soret effect),ion channels,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0347,,2.0,
C3002C089A5,CAEE03ADAC5,ionic thermodiffusion (Soret effect),bidirectional cationic anchoring thermodiffusion,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0342,,1.0,
C3002C089A5,CE10EBC642C,ionic thermodiffusion (Soret effect),Manning counterion condensation,transport_mechanism,transport_mechanism,2025.0,,,iTE_only,P0344,,2.0,
C3002C089A5,CEA97D4EE60,ionic thermodiffusion (Soret effect),oriented ion-transport channels,transport_mechanism,gel_microstructure,2025.0,,,iTE_only,P0338,,1.0,
C46747A02A1,C5CE88E5AD7,ion-pairing and complexation,thermal migration,solvation_entropy,transport_mechanism,2025.0,,,iTE_only,P0525,,3.0,
C46747A02A1,C6153FCE2C1,ion-pairing and complexation,pi-pi stacking,solvation_entropy,gel_microstructure,2025.0,,,iTE_only,P0336,,1.0,
C46747A02A1,C8AD5B453CC,ion-pairing and complexation,ion diffusion,solvation_entropy,transport_mechanism,2025.0,,,iTE_only,P0493,,3.0,
C46747A02A1,CBFAB31D6E6,ion-pairing and complexation,electrostatic interaction,solvation_entropy,solvation_entropy,2025.0,,,iTE_only,P0367,,1.0,
