文章名,期刊名,DOI,年份,摘要,材料,机制
First-principles study on electronic and optical properties of sn-doped topological insulator Bi2Se3,COMPUTATIONAL AND THEORETICAL CHEMISTRY,10.1016/j.comptc.2023.114170,2023,"Electronic structures and optical properties of pure and sn-doped Bi2Se3 were investigated by first-principles calculations based on density functional theory (DFT). For Bi2-xSnxSe3 (x = 0, 0.083, 0.167, 0.25), the intro-duction of Sn induced impurity bands near the Fermi level. Sn@(0,3) configuration with longer sn-Sn distance was more stable for the smallest formation energy. From the charge density result, sn-doped Bi2Se3 was the material with covalent and ionic characteristic. There was obvious blue shifting in the dielectric function and ultraviolet absorption edges for sn-doped Bi2Se3. The results had implications for the fabrication of sn-doped Bi2Se3 optical devices that can be blue-shifted in ultraviolet (UV) region.","Sn-doped Bi2Se3, Bi2-xSnxSe3","Sn introduces impurity bands and mixed covalent/ionic bonding, shifting dielectric and UV absorption behavior"
"Comprehensive investigation of the structural, mechanical, optical, and thermoelectric properties and photovoltaic performance of lead-free novel Li2PdCl6 and Na2PdCl6 using DFT and SCAPS-1D simulations",NEW JOURNAL OF CHEMISTRY,10.1039/d5nj02449h,2025,"This study presents a detailed first-principles investigation of lead-free double perovskites Li2PdCl6 and Na2PdCl6 to evaluate their suitability for high-efficiency solar cell applications. Using density functional theory (DFT) and SCAPS-1D simulations, we examined their structural, electronic, optical, mechanical, thermoelectric, and photovoltaic properties, along with population and phonon analyses. Both materials are structurally stable, with Na2PdCl6 exhibiting slightly greater stability based on Goldschmidt tolerance factors and formation energies. Direct band gaps are calculated as 1.195 eV (Li2PdCl6) and 1.110 eV (Na2PdCl6) using GGA-PBE, and 2.225 eV and 2.133 eV with HSE06, placing them close to the optimal range for single-junction solar cells. PDOS and charge density analyses confirm strong bonding and atomic-level contributions. Optical results reveal excellent visible light absorption and low reflectivity. Mechanical studies indicate that Li2PdCl6 is more ductile, while Na2PdCl6 is stiffer yet brittle; anisotropy assessments further confirm directional mechanical reliability. Phonon dispersion confirms dynamic stability without imaginary frequencies. Thermoelectric analysis highlights favorable heat capacity and Debye behavior. Population analysis supports stable ionic bonding and charge localization. Photovoltaic performance was evaluated using SCAPS-1D by systematically varying absorber layer thickness, defect densities, shallow acceptor concentration, operating temperature, and series and shunt resistances, along with analyzing J-V characteristics and quantum efficiency (QE) responses. Na2PdCl6-based devices exhibit superior performance, achieving a PCE of 25.55%, a JSC of 42.55 mA cm-2, an FF of 79.16%, and a VOC of 0.758 V. In comparison, Li2PdCl6 attains a PCE of 23.06%, a JSC of 38.12 mA cm-2, an FF of 76.97%, and a VOC of 0.786 V. Na2PdCl6 also exhibits better defect tolerance and thermal stability. Overall, Na2PdCl6 stands out as a thermally stable, defect-tolerant, and eco-friendly absorber candidate for next-generation perovskite solar cells, with Li2PdCl6 serving as a promising alternative.",lead-free double perovskites Li2PdCl6 and Na2PdCl6,"stable ionic bonding, direct gaps, visible absorption, defect tolerance, and favorable photovoltaic simulations support solar/TE use"
Pressure-Induced Alloying and Superconductivity in GeTe,CHEMISTRY OF MATERIALS,10.1021/acs.chemmater.4c00087,2024,"Here, we systematically investigated the pressure dependence of electronic transport and the crystal structure of GeTe using multiple methods under various hydrostatic conditions. The experiments indicated that a progressive structural evolution occurred from the ambient rhombohedral phase (space group [SG]: R3m) to the rock-salt phase (SG: Fm3m) and then to an orthorhombic phase (SG: Pnma). Above 50 GPa, we determined that GeTe developed into a body-centered cubic (bcc, SG: Im3m) structure, which consisted of a site-disordered alloy. An unambiguous correlation between superconductivity and phase transitions was observed in this compound, and the maximum superconducting transition temperature (T-c) was approximately 7.5 +/- 0.2 K at 30.0(1) GPa. Finally, the key effect of ionic size and charge transfer between the Ge and Te ions on the formation of site-disordered alloys in GeTe was discussed.",GeTe under high pressure,pressure-driven phase transitions and Ge/Te ionic-size/charge-transfer effects form site-disordered alloys correlated with superconductivity
Aliovalent Dilute Doping and Nano-Moire Fringe Advance the Structural Stability and Thermoelectric Performance in β-Zn4Sb3,ADVANCED SCIENCE,10.1002/advs.202201802,2022,"Thermoelectric (TE) generators have come a long way since the first commercial apparatus launched in the 1950s. Since then, the beta-Zn4Sb3 has manifested its potential as a cost-effective and environmentally friendly TE generator compared with the tellurium-bearing TE materials. Although the beta-Zn4Sb3 features an intrinsically low thermal conductivity k , it suffers from long-lasting structural instability issue arising from the highly mobile zinc ions. Herein, the dilute Ga dopant gives rise to the aliovalent substitution, lowers the mobile zinc ions, and optimizes the hole carrier concentration n(H) simultaneously. Meanwhile, the formation of nano-moire fringes suggests the modulated distribution of point defect that results from soluble Ga in a beta-Zn4Sb3 lattice, which elicits an ultralow lattice thermal conductivity K-L= 0.2 W m(-1) K-1 in a (Zn-0.992 Ga-0(.0)08)(4)Sb-3 alloy. Hence, a fully dense beta-Zn4Sb3 incorporated with the dilute Ga doping reveals superior structural stability with a peak zT > 1.4 at 623 K. In this work, the aliovalent dilute doping coupled with phase diagram engineering optimizes the fluxes of moving electrons and charged ions, which stabilizes the single-phase beta-Zn4Sb3 while boosting the TE performance at the mid-temperature region. The synergistic strategies endow the ionic crystals with a thermodynamic route, which opens up a new category for high-performance and thermal robust TE alloys.","Ga-doped beta-Zn4Sb3, especially (Zn0.992Ga0.008)4Sb3","aliovalent Ga lowers mobile Zn ions, tunes holes, creates nano-moire point-defect modulation, and stabilizes low-kappa high-zT beta-Zn4Sb3"
Enhanced thermoelectric performance of PEDOT:PSS film by two-step post-treatment with mixed solvent based ionic liquid,ORGANIC ELECTRONICS,10.1016/j.orgel.2025.107289,2025,"Thermoelectric (TE) materials and generators can convert thermal energy into electrical energy directly through temperature gradients to solve the pollution of waste heat and the energy crisis. Here, we adopted a two-step post-treatment of PEDOT:PSS films by sulfuric acid (H2SO4) and the new mixed solvent consisting of sodium borohydride (NaBH4) and 1-ethyl-3-methylimidazolyl dicyandiamide (EMIM-DCA). H2SO4 and EMIM-DCA can enhance electrical conductivity by removing the insulating PSS and induce benzenoid-to-quinoid conformational transformation of the PEDOT chains. NaBH4 as a reducing agent can reduce the dipolaritons of PEDOT to polaritons or neutral monomers, which can achieve an increase of the Seebeck coefficient. The second step post-treatment using mixed solvent of NaBH4+EMIM-DCA increased the Seebeck coefficient while maintaining a high level of electrical conductivity, generating the highest power factor of 95.1 mu W/m center dot K2 (electrical conductivity of 1214.3 S/cm and Seebeck coefficient of 28.0 mu V/K) at room temperature, which was one of the best results with mixed solvent posttreatment up to now. Besides, a 6-legs TE generator was prepared and achieved with the highest output voltage of 5.77 mV and highest output power of 23.43 nW under the Delta T of 30 K, which represented great prospects for the application in self-powered wearable electronics.",PEDOT:PSS films post-treated by H2SO4 and NaBH4/EMIM-DCA mixed solvent,"acid/ionic liquid remove PSS and quinoidize PEDOT while NaBH4 reduces bipolaronic states, increasing Seebeck while retaining conductivity"
Highly Stable Quasi-Solid Thermocells for Continuous Power Generation Across a Broad Humidity Range,SMALL,10.1002/smll.73890,2026,"Ionic hydrogel-based quasi-solid (IH-QS) thermocells are promising for low-grade heat harvesting, but suffer from humidity-induced instability (i.e., severe dehydration at low humidity and excessive swelling at high humidity), degrading their mechanical and thermoelectric performances. Herein, we develop humidity-stable IH-QS thermocells via the incorporation of amphiphilic networks and hygroscopic electrolytes. This design ensures operational stability across a wide relative humidity (RH) by synergistically combining hydrophilic & horbar;SO3 - groups and hygroscopic electrolytes for high water retention at low humidity and hydrophobic phenyl moieties that form physical crosslinks to suppress swelling at high humidity. Furthermore, the & horbar;SO3 - and phenyl moieties of amphiphilic networks enhance the entropy difference of the [Fe(CN)6 4-/Fe(CN)6 3-] redox couple via electrostatic and ion-pi interactions, boosting thermopower. The resulting IH-QS thermocell achieves high thermopower and normalized power density across 30%-99% RH (e.g., 2.17 mV K-1 and 0.19 mW m-2 K-2 at 30% RH; 1.63 mV K-1 and 0.55 mW m-2 K-2 at 99% RH), overcoming a critical barrier to their practical deployment.",humidity-stable ionic hydrogel quasi-solid thermocells with amphiphilic networks and [Fe(CN)6]4-/3-,"sulfonate/hygroscopic electrolyte retain water, phenyl crosslinks suppress swelling, and electrostatic/ion-pi interactions raise redox entropy difference"
"INSIGHT INTO THE STRUCTURAL, ELASTIC, OPTOELECTRONIC, AND THERMOELECTRIC PROPERTIES OF CUBIC FLUOROPEROVSKITES TiXF3 (X = Zn, Cu) EMPLOYING AN ACCURATE TB-MBJ APPROACH",FLUORIDE,,2023,"In the framework of density functional theory (DFT) using Tran-Blaha modified Becke-Johnson exchange potential approximation (TB-mBJ), the structural, electronic, optical and mechanical, characteristics of cubic fluoroperovskites TiXF3 (X = Zn, Cu) are investigated. The structural properties, including equilibrium lattice constant, the bulk modulus (B) and its pressure derivative (B') are studied. Both the compounds are found to be stable structurally in its cubic form. The elastic characteristics, i-e anisotropy factor (A), Poisson's ratio (v), elastic constants, Young's modulus (E), and shear modulus (G) are investigated. The values of v and B/G ratio indicates that TiZnF3 and TiCuF3 compounds are ductile and brittle in nature respectively and exhibit anisotropy. In addition, these materials are resistant to plastic deformation due to the high G value. The electronic band structure, density of states (DOS) verifies the semiconducting and metallic nature with energy band gap of 5.4 and 0 eV of TiXF3 (X = Zn, Cu) compounds respectively. Ionic bonding character is found in both TiXF3 (X = Zn, Cu) compounds. Calculations of the optical spectrum like energy loss function L(omega), optical conductivity sigma(omega), absorption coefficient alpha(omega), reflectivity R(omega), refractive index n(omega), and extinction coefficient k(omega) are carried out for the energy range 0 eV-13.5 eV. It is reported that n(omega), k(omega), and alpha(omega) exhibit identical characteristics as epsilon 1(omega) and epsilon 2(omega) and sigma(omega) respectively. The thermoelectric properties study shows the very high value of ZT for TiCuF3. Since the above properties for these compounds are computed for the first time, therefore, no theoretical or experimental data is available for the comparison.",cubic fluoroperovskites TiZnF3 and TiCuF3,"ionic bonding, semiconducting/metallic band differences, and transport coefficients give high predicted ZT especially for TiCuF3"
Insights into the physical properties of NaGeH3 perovskite hydride for hydrogen storage applications: A first-principles study,JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,10.1016/j.jpcs.2025.113089,2026,"Hydride perovskites have recently attracted considerable attention in the field of hydrogen storage due to their promising energy-related properties. In this work, first-principles calculations within the framework of density functional theory (DFT) are performed to explore the structural, hydrogen storage, mechanical, electronic, and thermoelectric characteristics of the novel perovskite-type hydride NaGeH3. This compound is found to crystallize in a cubic structure with an equilibrium lattice parameter of 3.98 & Aring;. The calculated negative formation energy of-0.83 eV/atom confirms its thermodynamic stability. Hydrogen storage evaluations reveal that NaGeH3 offers a gravimetric capacity of 3.07 wt% and a volumetric capacity of 79.65 g & sdot;H2/L. Additionally, the estimated desorption temperature of approximately 612.69 K indicates favorable conditions for the practical release of hydrogen from NaGeH3. The calculated elastic constants (C11 = 69.55 GPa, C12 = 18.06 GPa, C44 = 6.93 GPa) satisfy Born's stability criteria for cubic crystals. The analysis of mechanical properties, including Pugh's ratio (B/G), anisotropy factor (A), and Poisson's ratio (nu), confirms that the material exhibits ductility, anisotropy, and a predominantly ionic bonding nature. The calculated melting point of 964.01 K indicates good thermal stability. Moreover, the electronic structure analysis indicates that NaGeH3 displays metallic behavior, with a noticeable density of states at the Fermi level primarily contributed by Ge-p orbitals. Although its high electrical and thermal conductivities may reduce its thermoelectric efficiency, these properties are advantageous for hydrogen storage, as they facilitate effective heat dissipation and charge transport. Accordingly, NaGeH3 exhibits promising characteristics, making it an attractive candidate for hydrogen storage systems.",perovskite hydride NaGeH3,"ionic bonding, metallic Ge-p states, stable hydride structure, and heat/charge transport support hydrogen storage more than TE efficiency"
CONSIDERATIONS ON GROWTH-PARAMETERS FOR DYNAMIC CONGRUENT-STATE GROWTH OF LINBO3,JAPANESE JOURNAL OF APPLIED PHYSICS PART 1-REGULAR PAPERS SHORT NOTES & REVIEW PAPERS,10.1143/JJAP.34.5360,1995,"Each ionic species of LiNbO3 melt has a particular field-modified equilibrium partition coefficient. k(EO), and effective partition coefficient, k(E), which are predominated by growth parameters, i.e., solute boundary laver thickness, delta(C), growth velocity, V and temperature gradient, G(L). Variations of these coefficients have been discussed in association with growth parameters and a combination of delta(C)(g), V(g) and G(L)(g) as a function of solidified melt fraction, g, was calculated for true dynamic congruent-state growth from a finite amount of melt when the interface electric field is taken into account.",LiNbO3 melt during dynamic congruent-state growth,"interface electric fields modify ionic-species partition coefficients as functions of solute boundary layer, growth rate, and temperature gradient"
"Bond Diversification and Grain Refinement Enabling High Thermoelectric and Robust Mechanical Performances in p-Type (Bi,Sb)2Te3",ACS APPLIED ENERGY MATERIALS,10.1021/acsaem.3c02490,2023,"How to effectively reduce the thermal conductivity in bismuth telluride-based materials has become a hot topic in the field of thermoelectrics. In this work, we propose a method to increase the bond anharmonicity in p-type (Bi,Sb)(2)Te-3 by increasing the bond diversity via alloying CuGaTe2. The solid solution of a trace amount of CuGaTe2 could change the chemical bonds in (Bi,Sb)(2)Te-3 from unitary valent bonds to mixed (ionic and valent) bonds. The bond diversification then results in a significant reduction of the lattice thermal conductivity from 0.76 to 0.58 W m(-1) K-1 at 300 K. A follow-up ball milling (BM) process not only optimized the hole concentration for an improved power factor but also realized grain refinement responsible for the enhanced compressing performance. Eventually, a high ZT peak of similar to 1.4 at 423 K and an average ZT of similar to 1.31 (300-473 K) was achieved in the composition of (Bi0.4Sb1.6Te2.997Cl0.007)(0.995)(CuGaTe2)(0.005) after 6 h of ball milling. At the same time, the compressive strength was improved by similar to 66% from 92 MPa of commercial zone-melting ingots to 153 MPa of the BM-6h sample above. The method used in this work might shed light on further research in bismuth tellurides and related thermoelectric systems.","p-type (Bi,Sb)2Te3 alloyed with CuGaTe2 and ball-milled","CuGaTe2 introduces mixed ionic/valent bond diversity and anharmonicity, while ball milling optimizes holes and refines grains"
High-performance & thermally stable n-type polymer thermoelectrics based on a benzyl viologen radical cation-doped ladder-type conjugated polymer,JOURNAL OF MATERIALS CHEMISTRY A,10.1039/d1ta01645h,2021,"Over the past five years, the understanding of n-doped conjugated polymers has greatly accelerated the science of n-type polymer thermoelectrics. Part of this rapid progress is based on the emergence of new high-performance n-type conjugated polymers. n-Dopants, on the other hand, have not shown a significant breakthrough. Here we show that one of the oldest ladder-type conjugated polymers, poly(benzimidazobenzophenanthrolinedione) (BBL), can have outstanding n-type thermoelectric performance and superior thermal stability (100 degrees C over 4 days) when n-doped with one of the oldest organic radicals, the benzyl viologen radical cation (BV+). The BV+-doped BBL films achieved a maximum conductivity of 1.63 (1.60 +/- 0.05) S cm(-1) and a power factor of 5.37 (4.85 +/- 0.46) mu W m(-1) K-2 in large channel devices (channel length = 2.5 mm; channel width = 20 mm), which are among the highest reported in the literature for n-type polymers, making them the best BBL based n-type thermoelectrics. The enhanced thermoelectric properties of the BV+-doped BBL are a consequence of the electrochemically active BV+/2+ molecules facilitating electron transport between the BBL fibers. Our results suggest that an electrochemically active counter cation is necessary for better electron transport and thus higher conductivity in fiber-forming/(semi)crystalline n-type organic semiconductors. The same is also likely to be true when the counter anion is electrochemically active for fiber-forming/(semi)crystalline p-type organic semiconductors. These findings will have tremendous impact on the chemical design of p- and n-dopants for organic semiconductors in the future.",BBL ladder-type conjugated polymer doped with benzyl viologen radical cation BV+,"electrochemically active BV+/2+ counter cations facilitate electron transport between BBL fibers, improving n-type polymer TE conductivity/stability"
"Alkali metal substitutional effect on the structural, mechanical, optoelectronic and transport properties of X2LaCuCl6 double perovskites",SCIENTIFIC REPORTS,10.1038/s41598-025-20948-0,2025,"Double perovskites have attracted significant interest as promising candidates for energy harvesting applications and as potential alternatives to lead-based organic solar cells. In this study, we investigate the structural, mechanical, electronic, optical, and transport properties of X2LaCuCl6 (X = K, Rb, Cs) using first-principles calculations within the framework of the full-potential linearized augmented plane wave (FP-LAPW) method as implemented in WIEN2k. Structural parameters optimized using the Birch-Murnaghan equation of state show a systematic increase in lattice constants and a corresponding decrease in bulk modulus with increasing ionic radius of the alkali metal (X = K, Rb, Cs) cation. The thermodynamic and dynamic stability of the compounds is confirmed through formation energy, cohesive energy calculations, Goldschmidt tolerance factors, and phonon dispersion analyses using the Phonopy package with ultrasoft pseudopotentials in Quantum ESPRESSO. Elastic constants satisfy the mechanical stability criteria, and derived mechanical parameters indicate ductile behaviour. Electronic band structures obtained via the modified Becke-Johnson (mBJ) potential reveal indirect band gaps of 1.83 eV (K), 1.81 eV (Rb), and 1.40 eV (Cs). Optical absorption spectra exhibit strong peaks in the far-ultraviolet region 112.41 cm(-)(1) at 11.41 eV (K), 118.56 cm(-)(1) at 11.36 eV (Rb), and 116.74 cm(-)(1) at 10.19 eV (Cs) with corresponding minimum reflectivity values of 19% for K and Rb compounds, and 22% for Cs, suggesting suitability for high-frequency optoelectronic applications. Transport properties, analysed using the BoltzTraP code, reveal Seebeck coefficients of 81.6 mu V/K (K), 82.2 mu V/K (Rb), and 66.7 mu V/K (Cs), with dimensionless thermoelectric figure-of-merit (ZT) values of 0.17, 0.33, and 0.18, respectively. These findings suggest that X2LaCuCl6 compounds exhibit a favourable combination of optoelectronic and thermoelectric properties, making them promising candidates for integration into ultraviolet photonic and energy conversion devices.","double perovskites X2LaCuCl6 with X = K, Rb, Cs","alkali ionic radius tunes lattice, band gap, UV absorption, and Seebeck/ZT values in stable lead-free double perovskites"
Soft Phonon Mode Triggering Fast Ag Diffusion in Superionic Argyrodite Ag8GeSe6,SMALL,10.1002/smll.202305048,2023,"The structural coexistence of dual rigid and mobile sublattices in superionic Argyrodites yields ultralow lattice thermal conductivity along with decent electrical and ionic conductivities and therefore attracts intense interest for batteries, fuel cells, and thermoelectric applications. However, a comprehensive understanding of their underlying lattice and diffusive dynamics in terms of the interplay between phonons and mobile ions is missing. Herein, inelastic neutron scattering is employed to unravel that phonon softening on heating to T-c & AP; 350 K triggers fast Ag diffusion in the canonical superionic Argyrodite Ag8GeSe6. Ab initio molecular dynamics simulations reproduce the experimental neutron scattering signals and identify the partially ultrafast Ag diffusion with a large diffusion coefficient of 10(-4) cm(-2) s(-1). The study illustrates the microscopic interconnection between soft phonons and mobile ions and provides a paradigm for an intertwined interaction of the lattice and diffusive dynamics in superionic materials.",superionic argyrodite Ag8GeSe6,"soft phonon mode near transition triggers ultrafast Ag diffusion, linking lattice dynamics to mobile-ion transport"
Defect Chemistry of Titanium Dioxide: Evidence of the n-p Transition during Cooling,JOURNAL OF PHYSICAL CHEMISTRY C,10.1021/acs.jpcc.1c09938,2022,"This work reports on the semiconducting properties of TiO2 (rutile) during cooling from 1273 K to room temperature in the gas phase of controlled oxygen activity. The studies are based on simultaneous in situ monitoring of electrical conductivity and thermoelectric power. The changes in semiconducting properties during cooling are preferentially related to surface properties, and they depend on oxygen activity during prior annealing and the cooling procedure. We show that annealing in strongly oxidizing conditions, at p(O-2) = 100 kPa, results in the imposition of p-type properties, and cooling results in an enhancement of p-type properties. However, annealing at 1273 K in mildly oxidizing conditions, at p(O-2) = 10 Pa, results in the imposition of n-type properties and subsequent cooling results in the n-p transition at 950 K. The observed surprising shift toward p-type properties during cooling is considered in terms of preferential ionization of the predominant acceptor-type ionic defects, titanium vacancies. TiO2 reduced in the argon-hydrogen mixture exhibits n-type semiconducting properties during annealing at 1273 K and subsequent cooling. The latter n-type behavior is induced by decreased oxygen activity leading to the formation of intrinsic donor-type ionic defects (oxygen vacancies and titanium interstitials) and the formation of donor-type hydrogen-related extrinsic defects.",rutile TiO2 during cooling under controlled oxygen activity,"annealing/cooling oxygen activity controls ionization of acceptor-type Ti vacancies or donor oxygen vacancies/Ti interstitials, causing n-p transition"
Achieving pseudo-'n-type p-type' in-series and parallel liquid thermoelectrics using all-iron thermoelectrochemical cells with opposite Seebeck coefficients,ELECTROCHEMISTRY COMMUNICATIONS,10.1016/j.elecom.2016.10.001,2016,"The low potentials generated by individual thermoelectric and thermogalvanic 'heat to electricity' elements necessitate that numerous cells be placed electrically in series to generate useful voltages. The thermoelectrochemistry of two redox couples with opposite signs for their Seebeck coefficients have therefore been evaluated and combined, in order to generate the first thermoelectrochemical (or thermocell) assembly that is electrically in series without a hot-to-cold thermal short-circuit. This was achieved using potassium ferrocyanide(II)/ferricyanide(III) and iron(II)/iron(III) sulphate (plus sulphuric acid) thermocells. Quantitative evaluation of thermocells electrically parallel and/or in series demonstrated relatively simple additive behaviour for current and potential (and thus power density) over a very wide range of concentrations of the redox species. (C) 2016 Elsevier B.V. All rights reserved.",all-iron thermoelectrochemical cells with K4Fe(CN)6/K3Fe(CN)6 and FeSO4/Fe2(SO4)3 in H2SO4,opposite Seebeck coefficients enable pseudo n/p liquid thermocells connected in series/parallel without thermal short-circuiting
Charge ordering and self-assembled nanostructures in a fcc Coulomb lattice gas - art. no. 064102,PHYSICAL REVIEW B,10.1103/PhysRevB.72.064102,2005,"The compositional ordering of Ag, Pb, Sb, Te ions in (AgSbTe2)(x)(PbTe)(2(1-x)) systems possessing a NaCl structure is studied using a Coulomb lattice gas (CLG) model on a face-centered cubic (fcc) lattice and Monte Carlo simulations. Our results show different possible microstructural orderings. Ordered superlattice structures formed out of AgSbTe2 layers separated by Pb2Te2 layers are observed for a large range of x values. For x=0.5, we see an array of tubular structures formed by AgSbTe2 and Pb2Te2 blocks. For x=1, AgSbTe2 has a body-centered tetragonal (bct) structure which is in agreement with previous Monte Carlo simulation results for restricted primitive model (RPM) at closed packed density. The phase diagram of this frustrated CLG system is discussed.","(AgSbTe2)x(PbTe)2(1-x), Ag/Pb/Sb/Te ions, AgSbTe2 layers, Pb2Te2 layers","Coulomb-lattice-gas charge ordering on an fcc NaCl lattice drives AgSbTe2/Pb2Te2 superlattices, tubular nanostructures, and bct AgSbTe2 ordering"
Liquid-like copper chalcogenide in high-performance n-type PbTe thermoelectrics,CELL REPORTS PHYSICAL SCIENCE,10.1016/j.xcrp.2023.101413,2023,"Lead tellurides have been recognized as state-of-the-art thermoelectric generators (TEGs) for over 60 years. Recent efforts aim to lift the performance of n-type lead telluride (PbTe). Instead of doping elemental electron donors, we add the liquid-like Cu2S into a fully dense PbTe crystal, enabling a mixture of ionic and electronic conductors. The homogeneously distributed Cu2S nanoparticles act as active electron donors, dynamically pinning the solubility of Cu to an optimal value. Adding Cu2S also elicits hierarchical defects, constituting nanosized precipitates, nanoparticles, and intercalated Cu layers. Our n-type Cu2S-PbTe attains a high peak zT of 1.3 at 673 K with an average zTave of 0.98 within 300-673 K. Most importantly, it has a maximum conversion efficiency h of 4%, which, to the best of our knowledge, breaks the current record for an n-type PbTe-base single-leg device under a temperature difference DT of 300 K.","n-type PbTe with liquid-like Cu2S nanoparticles, Cu solutes, intercalated Cu layers","Cu2S supplies active electron donors, dynamically pins Cu solubility, and creates hierarchical defects that improve n-type PbTe transport"
K2Ge3As3: Fiberlike Crystals of a Narrow-Band-Gap Zintl Phase with a One-Dimensional Substructure 1∞{(Ge3As3)2-},CHEMISTRY OF MATERIALS,10.1021/acs.chemmater.9b02827,2019,"The novel ternary phase K2Ge3As3 was prepared by fusion of the elements. It crystallizes in very thin, deeply black fibers exhibiting metallic luster. The appearance is in accordance with its crystal structure that comprises an unprecedented one-dimensional anionic substructure, (1)(infinity)(Ge3As3)(2-)}, and it reflects its optical absorption properties. Both an experimental UV-visible spectrum and density-functional theory (DFT)-based band structure calculations hint toward a narrow-band-gap semiconductor. The band gap obtained from DFT using the SCAN functional is approximately 1.4 eV, in excellent agreement with the experimental data. We present the synthesis, structure, electronic properties, and bonding character of this new Zintl phase. Impedance spectroscopy reveals similar electronic and ionic conductivity of the phase.",Zintl phase K2Ge3As3 with 1D (Ge3As3)2- anionic substructure,fiberlike one-dimensional anionic substructure and narrow band gap give coupled electronic/ionic conductivity
Gram-Scale Synthesis and Multifunctional Properties of a Two-Dimensional Layered Copper(II) Coordination Polymer,ACS APPLIED POLYMER MATERIALS,10.1021/acsapm.9b01219,2020,"Accomplishing an inexpensive and industrially scalable, robust multifunctional material exhibiting a range of technologically significant phenomena is apparently essential for its projected use in a wide range of device applications. Herein we report on the extremely simple, gram-scale synthesis, electrical conductivity, redox behavior, thermoelectric properties, and magnetism of a two-dimensional (2D) layered copper(II) coordination polymer (COP) formed by treating the ligand 3,3'-diaminobenzidine (DAB) with copper(II) acetate monohydrate, Cu(OAc)(2)center dot H2O. The experimental observations show that the COP synthesized, hereafter termed Cu(DAB), and stored under ambient conditions remains intact, exhibiting resistance to air, light, heat, water, and alkaline aqueous solution. FTIR spectroscopy, Raman spectral analyses, microanalytical data, SEM-EDX imaging, surface analysis by XPS/AFM, powder X-ray diffraction, and HRTEM suggest a neutral 2D COP with Cu(DAB) repeating units. While the AC experiments completely rule out ionic conductivity, two-probe DC electrical conductivity measurements on a pellet (bulk sample) as a function of temperature (150-320 K) evidence the electrical conductivity of the COP. Notably, at room temperature (298 K) the conductivity was found to be 0.01 S/m. The inherent p-type conduction was revealed by Hall effect experiments. Apart from being redox-active, it shows thermoelectric behavior, and magnetic susceptibility vs temperature measurements reveal the spin crossover from diamagnetic to the paramagnetic state upon cooling the bulk sample.","2D copper(II) coordination polymer Cu(DAB) from 3,3'-diaminobenzidine and Cu(OAc)2.H2O",neutral Cu(DAB) layered coordination network conducts electronically with p-type behavior; spin crossover and redox activity add multifunctional response
Substituent-Induced Secondary Interactions Reprogram Ion Permselectivity in Cationic Covalent Organic Framework Membranes,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.202523731,2026,"Precise modulation of ion permselectivity in synthetic membranes is crucial for advancing separation and energy conversion technologies. Here, we demonstrate that neutral substituents can reprogram the intrinsic ion selectivity of cationic covalent organic framework (COF) membranes by introducing secondary local interactions that compete with long-range Coulombic forces. Using triaminoguanidinium-based COFs as a model system, we systematically varied both the number and type of substituents on 1,3,5-trialdehyde linkers. The introduced substituents generated secondary interactions that modulated the primary Coulombic interactions between guanidinium cations and Cl- counterions. When two or more hydroxyl groups were present on the aldehyde linkers, these interactions immobilized anions and inverted the effective surface potential from positive to negative, thereby switching the transport polarity from anion- to cation-selective behavior. In contrast, methoxy substitution weakened Coulombic interactions, enhancing anion selectivity. This tunable control over the local chemical microenvironment enabled programmable and reversible ion permselectivity without altering the permanent framework charge. Leveraging this mechanism, we achieved record-high ionic thermoelectric performance, 25.9 W m-2 for a single membrane and 39.1 W m- 2 for a stacked configuration under a 50 K temperature gradient. This work establishes substituent-mediated secondary interactions as a general and powerful strategy for programming ion transport, bridging biological selectivity principles with the design of adaptive COF-based membranes for energy harvesting and separation.","triaminoguanidinium-based cationic COF membranes with hydroxyl- or methoxy-substituted 1,3,5-trialdehyde linkers and Cl- counterions","neutral substituents create secondary local interactions that compete with guanidinium-Cl Coulomb forces, immobilizing anions or weakening binding to switch ion selectivity"
Structural origins of ultralow glass-like thermal conductivity in AgGaGe3Se8,SCIENCE ADVANCES,10.1126/sciadv.adv5865,2025,"Materials with low thermal conductivity are important for a variety of applications such as thermal barrier coatings and thermoelectrics, and understanding the underlying mechanisms of low heat transport, as well as relating them to structural features, remains a central goal within material science. Here, we report on the ultralow thermal conductivity of the quarternary crystalline silver chalcogenide AgGaGe3Se8, with a remarkable value of only 0.2 watts per meter per kelvin at room temperature and an unusual glass-like thermal behavior from 2 to 700 kelvin. The ultralow thermal conductivity is linked to a disordered nature of silver in the structure, displaying extremely large silver atomic displacement parameters obtained from multitemperature synchrotron powder x-ray scattering measurements and silver ionic conductivity at elevated temperatures. In addition, a low-temperature Boson peak in the heat capacity and a low Debye temperature of 158 kelvin reveal signs of structural anharmonicity and soft bonding.",quaternary silver chalcogenide AgGaGe3Se8,"disordered Ag sublattice, large Ag displacement, Ag ionic conductivity, soft bonding, and anharmonicity suppress lattice thermal conductivity to glass-like values"
