文章名,期刊名,DOI,年份,摘要,材料,机制
Power Conversion and Its Efficiency in Thermoelectric Materials,ENTROPY,10.3390/e22080803,2020,"The basic principles of thermoelectrics rely on the coupling of entropy and electric charge. However, the long-standing dispute of energetics versus entropy has long paralysed the field. Herein, it is shown that treating entropy and electric charge in a symmetric manner enables a simple transport equation to be obtained and the power conversion and its efficiency to be deduced for a single thermoelectric material apart from a device. The material's performance in both generator mode (thermo-electric) and entropy pump mode (electro-thermal) are discussed on a single voltage-electrical current curve, which is presented in a generalized manner by relating it to the electrically open-circuit voltage and the electrically closed-circuited electrical current. The electrical and thermal power in entropy pump mode are related to the maximum electrical power in generator mode, which depends on the material's power factor. Particular working points on the material's voltage-electrical current curve are deduced, namely, the electrical open circuit, electrical short circuit, maximum electrical power, maximum power conversion efficiency, and entropy conductivity inversion. Optimizing a thermoelectric material for different working points is discussed with respect to its figure-of-meritzTand power factor. The importance of the results to state-of-the-art and emerging materials is emphasized.",single thermoelectric material described by entropy-charge coupled transport,"symmetric treatment of entropy and electric charge derives power conversion, efficiency, and working points from voltage-current behavior"
Feasibility of a high stable PbTe:In semiconductor for thermoelectric energy applications,JOURNAL OF APPLIED PHYSICS,10.1063/1.5106422,2019,"High-efficiency thermoelectric conversion is achieved by using materials with a maximum figure of merit Z=S-2 sigma/kappa, where S is the Seebeck coefficient, and sigma and kappa are the electrical conductivity and thermal conductivity, respectively, over a wide temperature range. Lead telluride alloys were some of the first materials investigated and commercialized for generators; however, their full potential for thermoelectrics has only recently been revealed to be greater than commonly believed. The maximal value of Z, as a function of electron density, is attained only for a specific location of the Fermi level E-F relative to the conduction band edge E-C. A systematic study of structural, microstructural, and thermoelectric properties of bulk PbTe doped with indium is presented. Samples were prepared by the pulsed electric current sintering technique. The high dimensionless figure of merit ZT approximate to 0.8 over 200-500 degrees C temperature range for PbTe doped with 0.05-0.1at.% of In was obtained. Moreover, ZT is practically the same for Pb0.9995In0.0005Te and Pb0.99In0.01Te compounds at high temperature. Therefore, indium dopant in PbTe stabilizes the optimal location of the Fermi level. The effect of the negative process of indium diffusion into the matrix during the long service time of the TE generator could be avoided by doping heavily with indium the hot side of n-type functionally graded PbTe:In leg.",indium-doped PbTe bulk semiconductor (PbTe:In),"In doping stabilizes the optimal Fermi-level position relative to the conduction band over service temperatures, maintaining high ZT"
Three-terminal interface as a thermoelectric generator beyond the Seebeck effect,PHYSICAL REVIEW B,10.1103/PhysRevB.101.235305,2020,"We investigate thermoelectric transport through interfaces with inelastic scatterings by developing a quantum theory, which has been extensively validated by existing results. We find that under temperature bias, a three-terminal conductor-insulator-conductor interface can function as an electricity generator caused by phonon-mediated electron scatterings with heat-charge current separation. Unlike conventional thermoelectrics, which is a bulk property caused by the Seebeck effect, this thermoelectric behavior is a property of an interface driven by electron-phonon scatterings.",three-terminal conductor-insulator-conductor interface,"phonon-mediated inelastic electron scattering separates heat and charge currents, generating electricity beyond the bulk Seebeck effect"
Energy cooperation in quantum thermoelectric systems with multiple electric currents,CHINESE PHYSICS B,10.1088/1674-1056/ab7da5,2020,"The energy efficiency and output power of a quantum thermoelectric system with multiple electric currents and only one heat current are studied. The system is connected to the hot heat bath (cold bath) through one terminal (multiple terminals). In such configurations, there are multiple thermoelectric effects coexisting in the system. Using the Landauer-Buttiker formalism, we show that the cooperation between the two thermoelectric effects in the three-terminal thermoelectric systems can lead to markedly improved performance of the heat engine. Such improvement also occurs in four-terminal thermoelectric heat engines with three output electric currents. Cooperative effects in these multi-terminal thermoelectric systems can considerably enlarge the physical parameter region that realizes high energy efficiency and output power. For refrigeration, we find that the energy efficiency can also be substantially improved by exploiting the cooperative effects in multi-terminal thermoelectric systems. All these results reveal a useful approach toward high-performance thermoelectric energy conversion in multi-terminal mesoscopic systems.",multi-terminal quantum thermoelectric systems,cooperation among multiple thermoelectric effects in three- and four-terminal Landauer-Buttiker systems improves heat-engine and refrigeration performance
Effective ionic Seebeck component suppression in mixed ion-electron conductor via chemical treatment,ORGANIC ELECTRONICS,10.1016/j.orgel.2019.02.014,2019,"By employing time-dependent open-circuit voltage measurement, we demonstrate that a redundant ionic Seebeck component in the mixed ion-electron conducting polymer PEDOT:PSS can be suppressed by simple chemical treatments. The suppression of ionic Seebeck can be attributed to both increase in electronic conductivity and reduction in ionic conductivity, which results in a significant increase in the ratio of electronic-to-ionic conductivity. The thermogravimetric analysis and thickness swelling test confirm that PEDOT:PSS film becomes less or non-hygroscopic after treatment. Low hygroscopicity in the PEDOT:PSS film effectively cuts off the moisture-assisted ion conducting channel, consequently the ionic conductivity becomes extremely low and the ionic Seebeck component is suppressed even at a high humidity (90% RH) condition. The chemical treatment turns out to be a highly promising method to eliminate ionic Seebeck component in the mixed ion-electron conducting polymers and thus to generate consistent thermovoltage for the practical thermoelectric application.",chemically treated PEDOT:PSS mixed ion-electron conducting polymer,"chemical treatment increases electronic-to-ionic conductivity ratio and reduces hygroscopic ion channels, suppressing ionic Seebeck component"
A note on the electrochemical nature of the thermoelectric power,EUROPEAN PHYSICAL JOURNAL PLUS,10.1140/epjp/i2016-16076-8,2016,"While thermoelectric transport theory is well established and widely applied, it is not always clear in the literature whether the Seebeck coefficient, which is a measure of the strength of the mutual interaction between electric charge transport and heat transport, is to be related to the gradient of the system's chemical potential or to the gradient of its electrochemical potential. The present article aims to clarify the thermodynamic definition of the thermoelectric coupling. First, we recall how the Seebeck coefficient is experimentally determined. We then turn to the analysis of the relationship between the thermoelectric power and the relevant potentials in the thermoelectric system: As the definitions of the chemical and electrochemical potentials are clarified, we show that, with a proper consideration of each potential, one may derive the Seebeck coefficient of a non-degenerate semiconductor without the need to introduce a contact potential as seen sometimes in the literature. Furthermore, we demonstrate that the phenomenological expression of the electrical current resulting from thermoelectric effects may be directly obtained from the drift-diffusion equation.",generic thermoelectric systems and non-degenerate semiconductor model,"thermoelectric power is clarified as coupling to electrochemical potential, yielding drift-diffusion derivation of the Seebeck coefficient"
Anomalous Thermoelectric Response in an Orbital-Ordered Oxide Near and Far from Equilibrium,JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,10.7566/JPSJ.86.093707,2017,"We report the thermoelectric transport properties in the orbital-ordered Mott insulating phase of Ca2RuO4 close to and far from equilibrium. Near equilibrium conditions where the temperature gradient is only applied to the sample, an insulating but non-monotonic temperature variation of the Seebeck coefficient is observed, which is accounted for in terms of a temperature-induced suppression of the orbital order. In non-equilibrium conditions where we have applied high electrical currents, we find that the Seebeck coefficient is anomalously increased in magnitude with increasing external current. The present result clearly demonstrates a non-thermal effect since the heating simply causes a decrease of the Seebeck coefficient, implying a non-trivial non-equilibrium effect such as a modification of the spin and orbital state in currents.",orbital-ordered Mott insulating Ca2RuO4,"temperature suppresses orbital order near equilibrium, while high current modifies spin/orbital state to anomalously increase Seebeck coefficient"
Phase transition enhanced thermoelectric figure-of-merit in copper chalcogenides,APL MATERIALS,10.1063/1.4827595,2013,"While thermoelectric materials can be used for solid state cooling, waste heat recovery, and solar electricity generation, low values of the thermoelectric figure of merit, zT, have led to an efficiency too low for widespread use. Thermoelectric effects are characterized by the Seebeck coefficient or thermopower, which is related to the entropy associated with charge transport. For example, coupling spin entropy with the presence of charge carriers has enabled the enhancement of zT in cobalt oxides. We demonstrate that the coupling of a continuous phase transition to carrier transport in Cu2Se over a broad (360-410 K) temperature range results in a dramatic peak in thermopower, an increase in phonon and electron scattering, and a corresponding doubling of zT (to 0.7 at 406 K), and a similar but larger increase over a wider temperature range in the zT of Cu1.97Ag.03Se (almost 1.0 at 400 K). The use of structural entropy for enhanced thermopower could lead to new engineering approaches for thermoelectric materials with high zT and new green applications for thermoelectrics. (C) 2013 Author(s). All article content, except where otherwise noted, is licensed under a Creative Commons Attribution 3.0 Unported License.",Cu2Se and Cu1.97Ag0.03Se copper chalcogenides,"continuous phase transition couples structural entropy to carrier transport, increasing thermopower and scattering to enhance ZT"
Structure-transformation-induced abnormal thermoelectric properties in semiconductor copper selenide,MATERIALS LETTERS,10.1016/j.matlet.2012.11.058,2013,"Thermoelectric effects and related technologies have attracted a great interest due to world-wide energy harvesting. Thermoelectricity has usually been considered in the context of stable material phases. Here we report that the fluctuation of structures during the second-order phase transition in Cu2Se semiconductor breaks the conventional trends of thermoelectric transports in normal phases, leading to a critically phase-transition-enhanced thermoelectric figure of merit zT above unity at 400 K, a three times larger value than for the normal phases. Dynamic structural transformations introduce intensive fluctuations and extreme complexity, which enhance carrier entropy and thus the thermopower, and strongly scatter carriers and phonons as well to make their transports behave critically. (C) 2012 Elsevier B.V. All rights reserved.",Cu2Se semiconductor,"dynamic structural fluctuations during second-order phase transition enhance carrier entropy and scatter carriers/phonons, producing high zT"
Thermoelectric effects in ion conducting membranes and perspectives for thermoelectric energy conversion,JOURNAL OF MEMBRANE SCIENCE,10.1016/j.memsci.2013.01.032,2013,"Thermoelectric phenomena in ion conducting membranes have only been studied superficially in the literature and have, to the best of our knowledge, not been considered for direct thermoelectric conversion of heat into electricity. In the present article, it is shown that there exist two types of thermoelectric effects in membranes, isobaric and non-isobaric, that differ by experimental constraints of the thermoosmotic volume flux. In literature only isobaric thermoelectric effects have been investigated. Using the Onsager relations and the phenomenological transport equations, we derive a relation between the isobaric Seebeck coefficient (eta(s)) and the non-isobaric Seebeck coefficient (eta(s)*) in a similar manners as for the Saxen relations. Experimental literature data suggests that the absolute value of eta(s) is of the same order as in aqueous electrolyte solutions similar to 1.0 mV K-1. Based on literature values of measured transport properties the absolute value of the non-isobaric Seebeck coefficient eta(s)* is estimated for a few membrane systems. It is found that eta(s)* has a larger variation than eta(s) and can attain absolute values above 10 mV K-1. This makes efficient thermoelectric energy conversion in ion conducting membranes more realistic. It is expected that large values of eta(s)* may be found in charged/ion-conducting nano-porous membranes with pore sizes in the range 5-200 nm. (C) 2013 Elsevier B.V. All rights reserved.",ion-conducting membranes and charged nanoporous membranes,isobaric and non-isobaric membrane thermoelectric effects arise from coupled ion/heat/volume transport; non-isobaric Seebeck can be much larger
Thermoelectric efficiency and compatibility - art. no. 148301,PHYSICAL REVIEW LETTERS,10.1103/PhysRevLett.91.148301,2003,"The intensive reduced efficiency eta(r) is derived for thermoelectric power generation (in one dimension) from intensive fields and currents, giving eta(r)= E.J/-delT.J(S). The overall efficiency is derivable from a thermodynamic state function, Phi=1/u+alphaT, where we introduce u=J/kappadelT as the relative current density. The method simplifies the computation and clarifies the physics behind thermoelectric devices by revealing a new materials property s=(root1+zT-1)/(alphaT), which we call the compatibility factor. Materials with dissimilar compatibility factors cannot be combined by segmentation into an efficient thermoelectric generator because of constraints imposed on u. Thus, control of the compatibility factor s is, in addition to z, essential for efficient operation of a thermoelectric device, and thus will facilitate rational materials selection, device design, and the engineering of functionally graded materials.",segmented or functionally graded thermoelectric materials,compatibility factor derived from reduced efficiency and relative current density constrains efficient material segmentation beyond zT alone
On thermoelectric and pyroelectric energy harvesting,SMART MATERIALS AND STRUCTURES,10.1088/0964-1726/18/12/125006,2009,"This paper deals with small-power energy harvesting from heat. It can be achieved using both thermoelectric and pyroelectric effects. In the first case, temperature gradients are necessary. The main difficulty of thermoelectric energy harvesting is imposing a large temperature gradient. This requires huge heat flows because of the limited surface heat exchanges and the large heat conductivity of thermoelectric materials. This results in a drastic decrease of power and the efficiency of conversion. In case of pyroelectric energy harvesting, a time varying temperature is necessary. Although such a temperature time profile is hard to find, the overall optimization is easier than the thermoelectric strategy. Indeed, it depends much less on heat exchange between the sample and the outer medium, than on heat capacity that dimensions optimization may easily compensate. As a consequence, it is shown that the efficiency and output power may be much larger using pyroelectric energy harvesting than thermoelectric methods. For instance, using a limited temperature gradient due to the limited heat exchange, a maximum efficiency of 1.7% of Carnot efficiency can be expected using a thermoelectric module. On the contrary, a pyroelectric device may reach an efficiency up to 50% of Carnot efficiency. Finally, an illustration shows an estimation of the output power that could be expected from natural time variations of temperature of a wearable device. Power peaks up to 0.2 mW cm(-3) were found and a mean power of 1 mu W cm(-3) on average was determined within 24 h testing.",thermoelectric and pyroelectric energy harvesting devices,"thermoelectrics require temperature gradients and large heat flow, whereas pyroelectrics use time-varying temperature and can reach higher efficiency under limited heat exchange"
An ultra-tough and super-stretchable ionogel with multi functions towards flexible iontronics,SCIENCE CHINA-MATERIALS,10.1007/s40843-022-2286-5,2023,"Ionogels have attracted much attention in recent years because of their good thermal stability, high ionic conductivity, and non-volatility. However, there is a trade-off between the mechanical strength and stretchability of ionogels, which results in unsatisfactory mechanical performance. Herein, strong polymer crystallization and weak ion-dipole interaction are combined to prepare an ultra-tough and super-stretchable ionogel. The crystalline region can dissipate the energy through the stress-induced disaggregation mechanism in the stretching process and toughen the gel, while the reversible formation and dissociation of the ion-dipole interaction between amorphous polymer chains and ionic liquids can provide elasticity for large strain. These ionogels have high toughness, strong tensile strength, large Young's modulus, and good stretchability. Furthermore, the ionogels also possess other properties like good fatigue resistance, quick self-recovery, high transparency, recyclability, self-healing ability, high ionic conductivity, and wide electrochemical window. This ionogel exhibits great potential in several iontronic devices, such as triboelectric nanogenerators, ionic thermoelectric materials, and strain sensors. This study develops a new method to guide the preparation of high-performance ionogels by combining reversible strong and weak interactions.",ionogel formed by crystalline polymer regions and ionic-liquid ion-dipole interactions,"crystalline stress-induced disaggregation dissipates energy while reversible ion-dipole interactions provide elasticity, ionic conductivity, and iontronic/thermoelectric function"
Influence of dimensionality on thermoelectric device performance,JOURNAL OF APPLIED PHYSICS,10.1063/1.3074347,2009,"The role of dimensionality on the electronic performance of thermoelectric devices is clarified using the Landauer formalism, which shows that the thermoelectric coefficients are related to the transmission, T(E), and how the conducting channels, M(E), are distributed in energy. The Landauer formalism applies from the ballistic to diffusive limits and provides a clear way to compare performance in different dimensions. It also provides a physical interpretation of the transport distribution, a quantity that arises in the Boltzmann transport equation approach. Quantitative comparison of thermoelectric coefficients in one, two, and three dimensions shows that the channels are utilized more effectively in lower dimensions. To realize the advantage of lower dimensionality, however, the packing density must be very high, so the thicknesses of the quantum wells or wires must be small. The potential benefits of engineering M(E) into a delta function are also investigated. When compared with a bulk semiconductor, we find the potential for similar to 50% improvement in performance. The shape of M(E) improves as dimensionality decreases, but lower dimensionality itself does not guarantee better performance because it is controlled by both the shape and the magnitude of M(E). The benefits of engineering the shape of M(E) appear to be modest, but approaches to increase the magnitude of M(E) could pay large dividends.","one-, two-, and three-dimensional thermoelectric devices","Landauer formalism shows lower-dimensional channel distributions can improve utilization, but performance depends on both shape and magnitude of conducting channels"
Optimal thermoelectric figure of merit of a molecular junction,PHYSICAL REVIEW B,10.1103/PhysRevB.78.161406,2008,"We show that a molecular junction can give large values of the thermoelectric figure of merit ZT, and so it could be used as a solid-state energy-conversion device that operates close to the Carnot efficiency. The mechanism is similar to the Mahan-Sofo model for bulk thermoelectrics-the Lorenz number goes to zero violating the Wiedemann-Franz law while the thermopower remains nonzero. The molecular state through which charge is transported must be weakly coupled to the leads, and the energy level of the state must be of order k(B)T away from the Fermi energy of the leads. In practice, the figure of merit is limited by the phonon thermal conductance; we show that the largest possible ZT similar to(G(th)(ph))(-1/2), where G(th)(ph) is the phonon thermal conductance divided by the thermal conductance quantum.",molecular junction thermoelectric device,"weakly coupled molecular energy level near the lead Fermi level narrows transport energy distribution, violating Wiedemann-Franz law while retaining thermopower"
Multitask quantum thermal machines and cooperative effects,PHYSICAL REVIEW B,10.1103/PhysRevB.107.075428,2023,"Including the phonon-assisted inelastic process in thermoelectric devices makes it possible to enhance the per-formance of nonequilibrium work extraction. In this work, we demonstrate that inelastic phonon-thermoelectric devices have a fertile functionality diagram, where particle current and phononic heat currents are coupled and fueled by the chemical potential difference. Such devices can simultaneously perform multiple tasks, e.g., heat engines, refrigerators, and heat pumps. Guided by the entropy production, we mainly study the efficiencies and coefficients of performance of multitask quantum thermal machines, where the roles of the inelastic scattering process and multiple biases in multiterminal setups are emphasized. Specifically, in a three-terminal double-quantum-dot setup with a tunable gate, we show that it efficiently performs two useful tasks due to the phonon-assisted inelastic process. For the four-terminal four-quantum-dot thermoelectric setup, we find that additional thermodynamic affinity furnishes the system with both enriched functionality and enhanced efficiency. Our work provides insights into optimizing phonon-thermoelectric devices.",three-terminal double-quantum-dot and four-terminal four-quantum-dot inelastic phonon-thermoelectric devices,"phonon-assisted inelastic scattering couples particle and phonon heat currents, enabling cooperative multitask heat-engine, refrigerator, and heat-pump operation"
Relationship between the activation energy of ion migration and the heat of transport in some ionic conductors,THERMOCHIMICA ACTA,10.1016/j.tca.2011.01.018,2012,"The heat of transport determined from the thermopower measurement provides important information to know the ion transport processes occurring in solid electrolytes. Recently, we have proposed a theoretical model for the heat of transport in ionic conductors. According to the model, the relationship between the heat of transport and the activation energy of ion conduction is determined by the participation degree of different phonon modes. In the present study, some behavior expected from the model is compared with experimental observations. It is shown that the predictions of the model are consistent with the experimental data. (C) 2011 Elsevier B.V. All rights reserved.",ionic conductors and solid electrolytes,heat of transport from thermopower relates to ion-conduction activation energy through participation of different phonon modes
Thermodynamics of the thermoelectric potential,JOURNAL OF APPLIED PHYSICS,10.1063/1.3257250,2009,"We derive the principal contributions to energy flux and entropy flux in a thermoelectric material using a force-flux description. Using the reduced current u=-J/kappa del T of the coupled thermal and electrical flows, we introduce the so-called thermoelectric potential T alpha+1/u. We show that this approach gives a simple description of the thermodynamics of the thermoelectric process, including the heat and entropy production terms. The thermoelectric potential gives a precise estimate of the thermodynamical best working conditions leading to a direct measurement of the irreversible contribution for practical applications where the optimal thermoelectric potential value cannot be maintained. (C) 2009 American Institute of Physics. [doi: 10.1063/1.3257250]",thermoelectric material described by thermoelectric potential T alpha + 1/u,force-flux thermodynamics expresses energy/entropy flux and irreversible losses through reduced current and thermoelectric potential
A model for the heat of transport in ionic conductors,SOLID STATE IONICS,10.1016/j.ssi.2008.09.001,2009,"The ion flow Caused by a temperature gradient originates the ionic thermopower which is quantified by the heat of transport. Experimentally, it is known that in superionic conductors, the heat of transport Q is nearly equal to the activation energy for ion transport E-a. In the present paper, a model for the heat of transport in ionic conductors has been proposed based on a lattice dynamical theory of diffusion. We have shown that the relationship between Q and E-a is determined by the participation degree of different phonon modes, in particular the short wavelength phonons to the atomic jump processes. The implication of this finding to the transport properties of superionic conductors has been discussed, and it is suggested that the degree of the collective motion in ionic conductors increases with the increase in Q/E-a. The model predicts that good ionic conductors will show large value of Q/E-a. The importance of the acoustic phonons in the ion transport processes has been also pointed out. (C) 2008 Elsevier B.V. All rights reserved.",superionic and ionic conductors,lattice-dynamical diffusion model links heat of transport to activation energy; phonon-mode participation and acoustic phonons govern ion jumps
Enhanced longitudinal and transverse thermopowers at low temperature in quasi-one-dimensional antiferromagnet KMn6Bi5,APPLIED PHYSICS LETTERS,10.1063/5.0141225,2023,"Finding promising materials that show large thermoelectricity at low temperatures is crucial for low-temperature refrigeration applications. Here, we report a significantly large thermoelectric power factor (PF) up to 50 mu W cm(-1) K-2 at an extremely low temperature of similar to 8 K in a quasi-one-dimensional (Q1D) antiferromagnet KMn6Bi5, in which highly electrical conductivity and dramatic enhancement of Seebeck coefficient may favor its occurrence. In addition, a giant Nernst signal has also been detected with a maximum value of 24 mu V K-1 T-1 at similar to 5 K. All these intriguing characteristics observed in KMn6Bi5 can be attributed to the manifestation of the unusually strong coupling among spin, charge, lattice, and one dimensionality in KMn6Bi5. Our findings provide fundamental insight into the thermal transport in Q1D antiferromagnets and should stimulate further experimental exploration of thermal transport in such Q1D family for possible thermoelectric applications at extremely low temperatures.",quasi-one-dimensional antiferromagnet KMn6Bi5,"strong coupling among spin, charge, lattice, and one-dimensionality enhances low-temperature Seebeck coefficient and Nernst signal"
Empirical test of the Kelvin relation in a Bi2Te3 thermopile,APPLIED PHYSICS LETTERS,10.1063/5.0143803,2023,"The Kelvin relation (KR) connecting the Peltier coefficient p, the thermopower a, and the absolute temperature T via p = aT is a cornerstone of thermoelectric (TE) physics. It is also a widely recognized example of an Onsager reciprocal relation, a foundational principle in nonequilibrium irreversible thermodynamics. While the KR is routinely invoked to understand TE systems, it has surprisingly little rigorous empirical verification. Accurate experimental tests of the KR are complicated by several factors, including non-Peltier heat flows such as Joule heating or Fourier thermal conduction, uncharacterized thermal contact impedances, and the need for Peltier and thermopower effects to be measured on the same thermopile at the same temperatures. Most empirical assessments of the KR have either made questionable simplifications or been limited in accuracy to several percent. Here, we present a test of the KR that is free of the difficulties of prior experiments and relies only on conventional voltage, current, and temperature measurements, so that it could be performed on any thermopile. Conducting the test on a Bi2Te3 thermopile, the empirical ratio p/a is found to equal T within a relative deviation < 0.5% for T in the range of 320-340 K. This result is quantitatively consistent with the KR and justifies the use of the KR in TE applications to reasonably high accuracy.",Bi2Te3 thermopile,direct voltage-current-temperature measurements empirically verify Kelvin relation between Peltier coefficient and thermopower
Giant Nernst effect and field-enhanced transversal zNT in ZrTe5,PHYSICAL REVIEW B,10.1103/PhysRevB.103.045203,2021,"Thermoelectric materials can recover electrical energy from waste heat and vice versa, which are of great significance in green energy harvesting and solid state refrigerators. The thermoelectric figure of merit (zT) quantifies the energy conversion efficiency, and a large Seebeck or Nernst effect is crucial for the development of thermoelectric devices. Here we present a significantly large Nernst thermopower in topological semimetal ZrTe5, which is attributed to both strong Berry curvature and bipolar transport. The largest in-plane S-xy (when B//b) approaches 1900 mu V /K at T = 100 K and B = 13 T, and the out-of-plane S-xy (when B//c) reaches 5000 mu V/K. As a critical part of z(N)T, the linearly increased in-plane S-xy and resistivity rho(yy) in regard to B induces an almost linear increasing transversal z(N)T without saturation under high fields. The maximum z(N)T of 0.12 was obtained at B = 13 T and T = 120 K, which significantly surmounts its longitudinal counterpart under the same condition.",topological semimetal ZrTe5,strong Berry curvature and bipolar transport generate giant Nernst thermopower and field-enhanced transverse zNT
First-principles thermodynamic theory of Seebeck coefficients,PHYSICAL REVIEW B,10.1103/PhysRevB.98.224101,2018,"Thermoelectric effects, measured by the Seebeck coefficients, refer to the phenomena in which a temperature difference or gradient imposed across a thermoelectric material induces an electrical potential difference or gradient, and vice versa, enabling the direct conversion of thermal and electric energies. All existing first-principles calculations of Seebeck coefficients have been based on the Boltzmann kinetic transport theory. In this work, we present a fundamentally different method for the first-principles calculations of Seebeck coefficients without using any assumptions of the electron-scattering mechanism, being in contrast to the traditional theory by Cutler and Mott that shows the dependence of the Seebeck coefficient on the scattering mechanisms. It is shown that the Seebeck coefficient is a well-defined thermodynamic quantity that can be determined from the change in the chemical potential of electrons induced by the temperature change and thus can be computed solely based on the electronic density of states through first-principles calculations at different temperatures. The proposed approach is demonstrated using the prototype PbTe and SnSe thermoelectric materials.",PbTe and SnSe prototype thermoelectric materials,first-principles thermodynamic method computes Seebeck coefficient from temperature-induced chemical-potential changes and electronic density of states
Approximate models for the lattice thermal conductivity of alloy thermoelectrics,JOURNAL OF MATERIALS CHEMISTRY C,10.1039/d1tc02026a,2021,"Thermoelectric generators (TEGs) convert waste heat to electricity and are a leading contender for improving energy efficiency at a range of scales. Ideal TE materials show a large Seebeck effect, high electrical conductivity, and low thermal conductivity. Alloying is a widely-used approach to engineering the heat transport in TEs, but despite many successes the underlying mechanisms are poorly understood. In previous work, first-principles modelling has successfully been used to study the thermodynamics of alloy formation and to investigate its effect on the electronic structure and phonon spectrum. However, it has so far only been possible to examine qualitatively the impact of alloying on the lattice thermal conductivity. In this work, we develop and test two new approaches to addressing this. The constant relaxation-time approximation (CRTA) assumes the primary effect of alloying is on the phonon group velocities, and allows the thermal conductivity to be calculated assuming a suitable constant lifetime. Alternatively, setting the three-phonon interaction strengths to a constant further enables an assessment of how changes to the phonon frequency spectrum influence the lifetimes. We test both approaches for the Pnma Sn(S1-xSex) alloy system and are able to account for the substantially-reduced thermal conductivity measured in experiments.",Pnma Sn(S1-xSex) alloy thermoelectrics,alloying reduces lattice thermal conductivity by changing phonon group velocities and frequency-spectrum-controlled lifetimes
Transverse thermal energy conversion using spin and topological structures,JOURNAL OF APPLIED PHYSICS,10.1063/5.0062559,2021,"Conversion of thermal to electrical energy has been a subject of intense study for well over two centuries. Despite steady progress throughout the past several decades, solid-state thermoelectric (TE) energy conversion devices remain adequate only for niche applications. One appealing option for circumventing the limits of conventional TE physics is to utilize phenomena where flows of heat and charge are perpendicular, the so-called transverse  geometry. In this Tutorial, we discuss recent advances behind new ways to generate large transverse thermoelectric voltages, such as the spin Seebeck and Nernst effects, as well as Weyl physics. We provide suggestions for how these mechanisms might be enhanced and implemented into high-efficiency, next generation transverse TE devices. We also discuss best practices for accurate measurement and reporting of transverse thermoelectric material properties, including a case study of a round robin spin Seebeck coefficient measurement.","spin-Seebeck, Nernst, and Weyl/topological transverse thermoelectric structures",transverse heat-charge conversion uses perpendicular spin/topological responses rather than conventional longitudinal Seebeck transport
Large Seebeck effect by charge-mobility engineering,NATURE COMMUNICATIONS,10.1038/ncomms8475,2015,"The Seebeck effect describes the generation of an electric potential in a conducting solid exposed to a temperature gradient. In most cases, it is dominated by an energy-dependent electronic density of states at the Fermi level, in line with the prevalent efforts towards superior thermoelectrics through the engineering of electronic structure. Here we demonstrate an alternative source for the Seebeck effect based on charge-carrier relaxation: a charge mobility that changes rapidly with temperature can result in a sizeable addition to the Seebeck coefficient. This new Seebeck source is demonstrated explicitly for Ni-doped CoSb3, where a marked mobility change occurs due to the crossover between two different chargerelaxation regimes. Our findings unveil the origin of pronounced features in the Seebeck coefficient of many other elusive materials characterized by a significant mobility mismatch. When utilized appropriately, this effect can also provide a novel route to the design of improved thermoelectric materials.",Ni-doped CoSb3,temperature-dependent carrier mobility from crossover between charge-relaxation regimes adds to the Seebeck coefficient
Confinement effect on thermopower of electrolytes,MATERIALS TODAY PHYSICS,10.1016/j.mtphys.2022.100627,2022,"Ionic Seebeck effect of electrolytes has shown promising applications in harvesting energy from low-grade heat sources with small temperature differences from the environment, which can power sensors and Internet-of-Things devices. Recent experiments have demonstrated giant thermopower (similar to 10 mV/K) of electrolytes under confinement due to the overlapping of electric double layer (EDL). Nonetheless, there has been no consensus on the theory of the ionic Seebeck effect, especially whether the thermopower depends on ionic diffusivities, imposing confusion on the theoretical interpretation of experimental discoveries of the giant thermopower of confined electrolytes. This article presents a linear perturbative solution of Poisson-Nernst-Planck (PNP) equations to describe the ionic Seebeck effect of confined liquid electrolytes. We provide analytical and numerical solutions to the PNP equations for both closed systems and open systems connected to reservoirs of electrolytes. The analytical solution captured the confinement effect both along and perpendicular to the temperature gradient, and showed excellent agreement with numerically solved PNP equations for a wide range of EDL potentials, channel widths, and lengths. Finally, we show that for polyelectrolytes with largely mismatched diffusivities, thermo-power can only be enhanced for the closed system through confinement perpendicular to the temperature gradient. (C) 2022 Elsevier Ltd. All rights reserved.",confined liquid electrolytes and polyelectrolytes in nanochannels,overlapping electric double layers and Poisson-Nernst-Planck ion transport under confinement enhance ionic thermopower
Apparent critical phenomena in the superionic phase transition of Cu2-xSe,NEW JOURNAL OF PHYSICS,10.1088/1367-2630/18/1/013024,2016,"The superionic phase transition of Cu2-xSe accompanies drastic changes in transport properties. The Seebeck coefficient increases sharply while the electrical conductivity and thermal diffusivity drops. Such behavior has previously been attributed to critical phenomena under the assumption of a continuous phase transition. However, applying Landau's criteria suggests that the transition should be first order. Using the phase diagram that is consistent with a first order transition, we show that the observed transport properties and heat capacity curves can be accounted for and modeled with good agreement. The apparent critical phenomena is shown to be a result of compositional degree-of-freedom. Understanding of the phase transition allows to explain the enhancement in the thermoelectric figure-of-merit that is accompanied with the transition.",Cu2-xSe superionic conductor,first-order superionic phase transition with compositional degrees of freedom explains apparent critical transport anomalies and enhanced figure of merit
