concept_id,domain,display_label,display_label_source,member_count,source_mention_ids,raw_labels,paper_ids,source_roles,canonical_role,role_status,judge_partition_id,normalization_basis,concept_status,acceptance_status,required_human_review,run_id
draft:v2:TG:8ec958762e495cd6a7dc,TG,selective transport of the target redox material,raw_phrase,1,"[""TG:P0034:n4""]","[""selective transport of the target redox material""]","[""P0034""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:8ed7e0ab3c2d47981572,TG,发电过程,judge_partition_definition,4,"[""TG:P0037:n3"", ""TG:P0050:n2"", ""TG:P0121:n2"", ""TG:P0276:n3""]","[""cell's power generation"", ""electric power generation"", ""electricity generation"", ""power generation""]","[""P0037"", ""P0050"", ""P0121"", ""P0276""]","[""performance_function""]",,source_role_preserved_not_newly_validated,astra:g009:p001,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:8edfa01e4d39496d08c2,TG,cathodic behaviour of the hot electrode,raw_phrase,1,"[""TG:P0123:n2""]","[""cathodic behaviour of the hot electrode""]","[""P0123""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:8f26741ca42b04f845ac,TG,物质输运,judge_partition_definition,2,"[""TG:P0086:n3"", ""TG:P0127:n5""]","[""Mass transport"", ""mass transport""]","[""P0086"", ""P0127""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,astra:g158:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:8f4cb15e82ede1ecf738,TG,SO3/42- as a redox electric pair,raw_phrase,1,"[""TG:P0068:n2""]","[""SO3/42- as a redox electric pair""]","[""P0068""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:8fddcf5ecdf925ccb3f4,TG,电解质离子Soret热扩散,judge_partition_definition,12,"[""TG:P0014:n3"", ""TG:P0043:n2"", ""TG:P0060:n1"", ""TG:P0137:n3"", ""TG:P0145:n1"", ""TG:P0196:n1"", ""TG:P0201:n1"", ""TG:P0201:n4"", ""TG:P0210:n1"", ""TG:P0232:n1"", ""TG:P0247:n2"", ""TG:P0295:n3""]","[""Soret effect"", ""thermal diffusion"", ""thermally driven mass diffusion (the Soret effect)"", ""thermo-diffusion effect of electrolyte ions"", ""thermodiffusion"", ""thermodiffusion (Soret) effect"", ""thermodiffusion effect"", ""thermodiffusion effect of electrolyte""]","[""P0014"", ""P0043"", ""P0060"", ""P0137"", ""P0145"", ""P0196"", ""P0201"", ""P0210"", ""P0232"", ""P0247"", ""P0295""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,astra:g016:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:907e35e7ed1c16e9113f,TG,电极间温差,judge_partition_definition,2,"[""TG:P0088:n4"", ""TG:P0101:n4""]","[""interelectrode temperature difference"", ""temperature difference across the cell""]","[""P0088"", ""P0101""]","[""quantity""]",,source_role_preserved_not_newly_validated,astra:g047:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:90b07e4529f210835373,TG,fully additive and scalable fabrication strategy,raw_phrase,1,"[""TG:P0028:n1""]","[""fully additive and scalable fabrication strategy""]","[""P0028""]","[""design_strategy""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:90b5e54acc9d1e5aeb60,TG,Seebeck effect,judge_partition_definition,1,"[""TG:P0060:n2""]","[""Seebeck effect""]","[""P0060""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,astra:g139:p000,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:91d9be871ed4d1851f05,TG,thermogalvanic cell,raw_phrase,1,"[""TG:P0132:n2""]","[""thermogalvanic cell""]","[""P0132""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:91ee7b7c7cd1cf0d0694,TG,capacity degradation,raw_phrase,1,"[""TG:P0091:n2""]","[""capacity degradation""]","[""P0091""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:921a49156cbbe309c709,TG,reversible polarization of devices from the p-type to the n-type,judge_partition_definition,1,"[""TG:P0273:n3""]","[""reversible polarization of devices from the p-type to the n-type""]","[""P0273""]","[""performance_function""]",,source_role_preserved_not_newly_validated,astra:g162:p001,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:924467fd3cf7b985bf3c,TG,low-resistance electrolyte,raw_phrase,1,"[""TG:P0330:n2""]","[""low-resistance electrolyte""]","[""P0330""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:92b8b48383c985a07f72,TG,DMSO与水之间的氢键,judge_partition_definition,2,"[""TG:P0033:n1"", ""TG:P0054:n1""]","[""hydrogen bonds between water and DMSO"", ""hydrogen bonds that were formed between DMSO and H2O""]","[""P0033"", ""P0054""]","[""interaction""]",,source_role_preserved_not_newly_validated,astra:g151:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:93a4e6983b70ea843683,TG,非对称电极复合系数,judge_partition_definition,1,"[""TG:P0226:n3""]","[""Seebeck coefficients""]","[""P0226""]","[""performance_function""]",,source_role_preserved_not_newly_validated,astra:g003:p002,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:93c13957ea6ac8907c99,TG,[Fe(CN)6]3-/[Fe(CN)6]4-,raw_phrase,1,"[""TG:P0043:n3""]","[""[Fe(CN)6]3-/[Fe(CN)6]4-""]","[""P0043""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:93c6ec7b41f2231fe35c,TG,salinity and temperature gradient,raw_phrase,1,"[""TG:P0198:n2""]","[""salinity and temperature gradient""]","[""P0198""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:93cc6334ce82cc31d406,TG,|alpha|,raw_phrase,1,"[""TG:P0262:n2""]","[""|alpha|""]","[""P0262""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:93d693227554810bd6d9,TG,"lithium magnesium silicate, Gdm+ and lithium bromide",raw_phrase,1,"[""TG:P0016:n1""]","[""lithium magnesium silicate, Gdm+ and lithium bromide""]","[""P0016""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:9421ad3ff66c913b3c05,TG,anion thermodiffusion,raw_phrase,1,"[""TG:P0268:n4""]","[""anion thermodiffusion""]","[""P0268""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:9473c743bfb40fed4403,TG,decomplexation and re-entanglement of gelatin chains,raw_phrase,1,"[""TG:P0040:n1""]","[""decomplexation and re-entanglement of gelatin chains""]","[""P0040""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:94a7df2ef0dc9134616f,TG,mechanical performance,raw_phrase,1,"[""TG:P0206:n2""]","[""mechanical performance""]","[""P0206""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:94eda675d08789144492,TG,intercalation of an ethanol molecule into the first solvation shell of Fe(CN)(6)(4-),raw_phrase,1,"[""TG:P0251:n5""]","[""intercalation of an ethanol molecule into the first solvation shell of Fe(CN)(6)(4-)""]","[""P0251""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:95b907771a6d97e70b23,TG,electrolyte concentration,raw_phrase,1,"[""TG:P0229:n1""]","[""electrolyte concentration""]","[""P0229""]","[""condition""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:95f05d4e0316e9d14bd9,TG,TRECs,raw_phrase,1,"[""TG:P0298:n1""]","[""TRECs""]","[""P0298""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:96242e32e44630745738,TG,structure-breaking salts,raw_phrase,1,"[""TG:P0046:n4""]","[""structure-breaking salts""]","[""P0046""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:96918228b68d92bb465a,TG,hydrogen bonding between solvent molecules,raw_phrase,1,"[""TG:P0017:n1""]","[""hydrogen bonding between solvent molecules""]","[""P0017""]","[""interaction""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:97859275fb1dbb6012bc,TG,heat transfer,raw_phrase,1,"[""TG:P0086:n2""]","[""heat transfer""]","[""P0086""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:97d25672f9b04e4bd24d,TG,Dufour energy flux density,raw_phrase,1,"[""TG:P0232:n2""]","[""Dufour energy flux density""]","[""P0232""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:982feefa7c5b12f6b8f0,TG,ion transport and concentration equilibrium,raw_phrase,1,"[""TG:P0161:n3""]","[""ion transport and concentration equilibrium""]","[""P0161""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:984c9b4ce160a9313bda,TG,maximum power density,judge_partition_definition,1,"[""TG:P0286:n3""]","[""maximum power density""]","[""P0286""]","[""performance_function""]",,source_role_preserved_not_newly_validated,astra:g159:p000,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:98c6f32db9029d1d27e5,TG,开路电压,judge_partition_definition,3,"[""TG:P0051:n4"", ""TG:P0117:n2"", ""TG:P0225:n2""]","[""open circuit voltage"", ""open-circuit voltage""]","[""P0051"", ""P0117"", ""P0225""]","[""performance_function""]",,source_role_preserved_not_newly_validated,astra:g093:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:98e6f7885f9e7af05855,TG,hydrogel's redox kinetics,raw_phrase,1,"[""TG:P0073:n2""]","[""hydrogel's redox kinetics""]","[""P0073""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:99c9afe42a2b4e419b81,TG,thermogalvanic conversion,raw_phrase,1,"[""TG:P0095:n4""]","[""thermogalvanic conversion""]","[""P0095""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:9a0254282a5628a981be,TG,self-regulation of the pH,raw_phrase,1,"[""TG:P0034:n2""]","[""self-regulation of the pH""]","[""P0034""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:9d461247cf22cd67e662,TG,precise assembly of complex architectures,raw_phrase,1,"[""TG:P0028:n2""]","[""precise assembly of complex architectures""]","[""P0028""]","[""design_strategy""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:9d6ead2cc4a0ee9dca85,TG,氧化还原反应,judge_partition_definition,3,"[""TG:P0046:n3"", ""TG:P0053:n5"", ""TG:P0134:n2""]","[""redox reactions""]","[""P0046"", ""P0053"", ""P0134""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,astra:g095:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:9d88fec1057e5b68955a,TG,interfacial contact statuses between the gel and face,raw_phrase,1,"[""TG:P0168:n2""]","[""interfacial contact statuses between the gel and face""]","[""P0168""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:9e138b2e7354fddaba5a,TG,precipitation-driven Thermogalvanic effect,raw_phrase,1,"[""TG:P0164:n1""]","[""precipitation-driven Thermogalvanic effect""]","[""P0164""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:9e3694e63a90ee432344,TG,thermodiffusive and thermogalvanic effects,raw_phrase,1,"[""TG:P0225:n1""]","[""thermodiffusive and thermogalvanic effects""]","[""P0225""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:9e70c4cc2dd3dca1d822,TG,inclusion of magnetic nanoparticles,raw_phrase,1,"[""TG:P0215:n1""]","[""inclusion of magnetic nanoparticles""]","[""P0215""]","[""design_strategy""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:9e834c7f429469991325,TG,deformation,raw_phrase,1,"[""TG:P0082:n1""]","[""deformation""]","[""P0082""]","[""condition""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:9e8350bf591781b3adf2,TG,interact discriminately with one type of ion via redox and binding mechanisms,raw_phrase,1,"[""TG:P0249:n2""]","[""interact discriminately with one type of ion via redox and binding mechanisms""]","[""P0249""]","[""interaction""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:9ec9ab4b9ae253b1aa96,TG,different functional groups,raw_phrase,1,"[""TG:P0188:n1""]","[""different functional groups""]","[""P0188""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:9f43f37eebeb1f86f485,TG,aqueous biphasic electrolytes,raw_phrase,1,"[""TG:P0278:n1""]","[""aqueous biphasic electrolytes""]","[""P0278""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:9f49540eb97ff1bb8996,TG,in situ photocatalytically enhanced redox reaction,raw_phrase,1,"[""TG:P0009:n1""]","[""in situ photocatalytically enhanced redox reaction""]","[""P0009""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:9fde78be5dee1b2f094a,TG,electrical conductivity,raw_phrase,1,"[""TG:P0207:n2""]","[""electrical conductivity""]","[""P0207""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:9fdf0968a1429ca44fb3,TG,different diffusivity of individual ions,raw_phrase,1,"[""TG:P0220:n1""]","[""different diffusivity of individual ions""]","[""P0220""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a0222b0390884a79b43d,TG,entropy,raw_phrase,1,"[""TG:P0195:n4""]","[""entropy""]","[""P0195""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a05dbe8e4c4e80da6a46,TG,solar-driven watersteam and brine production,raw_phrase,1,"[""TG:P0177:n1""]","[""solar-driven watersteam and brine production""]","[""P0177""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a0a6219964a36389990c,TG,Seebeck coefficient and sign,raw_phrase,1,"[""TG:P0216:n2""]","[""Seebeck coefficient and sign""]","[""P0216""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a0cfbe8af6f356ab402f,TG,resistance of the ion exchange membrane,raw_phrase,1,"[""TG:P0205:n2""]","[""resistance of the ion exchange membrane""]","[""P0205""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a0d7d9d4b145eccb4a12,TG,凝胶化电解质,judge_partition_definition,2,"[""TG:P0092:n3"", ""TG:P0208:n1""]","[""gelled electrolytes""]","[""P0092"", ""P0208""]","[""material_entity""]",,source_role_preserved_not_newly_validated,astra:g148:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a118d4407272408bf0ca,TG,hydrogen production rate,raw_phrase,1,"[""TG:P0009:n4""]","[""hydrogen production rate""]","[""P0009""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a13e9e1acdca579ee09a,TG,mesoporous silica matrix,raw_phrase,1,"[""TG:P0111:n2""]","[""mesoporous silica matrix""]","[""P0111""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a16e8494abe776ba4354,TG,运行温区,judge_partition_definition,1,"[""TG:P0246:n3""]","[""operation temperature range""]","[""P0246""]","[""performance_function""]",,source_role_preserved_not_newly_validated,astra:g064:p002,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a17e920786c97a94668e,TG,sensing performance,raw_phrase,1,"[""TG:P0032:n3""]","[""sensing performance""]","[""P0032""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a18d9ebc4bd52b01153f,TG,rapid conduction of lithium ions (Li+) in unsaturated coordination,raw_phrase,1,"[""TG:P0197:n5""]","[""rapid conduction of lithium ions (Li+) in unsaturated coordination""]","[""P0197""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a1c0b4177327ed334656,TG,Nanomaterial-enhanced carbon cloth electrodes,raw_phrase,1,"[""TG:P0219:n1""]","[""Nanomaterial-enhanced carbon cloth electrodes""]","[""P0219""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a1d1f6b55aae3036acdc,TG,guanidium chloride (GdmCl) salts,raw_phrase,1,"[""TG:P0027:n1""]","[""guanidium chloride (GdmCl) salts""]","[""P0027""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a20fd4de930da0252af0,TG,thermoelectric conversion and energy storage,raw_phrase,1,"[""TG:P0164:n2""]","[""thermoelectric conversion and energy storage""]","[""P0164""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a24f98b3baa76ae53bec,TG,increase in the concentration of the solution,raw_phrase,1,"[""TG:P0329:n1""]","[""increase in the concentration of the solution""]","[""P0329""]","[""condition""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a316c1d750d10b134c84,TG,low FA concentrations,raw_phrase,1,"[""TG:P0025:n1""]","[""low FA concentrations""]","[""P0025""]","[""condition""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a36b717f058f4b68e9e4,TG,mechanical performance and output power density,raw_phrase,1,"[""TG:P0185:n3""]","[""mechanical performance and output power density""]","[""P0185""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a3cf99aee7b2899f41b6,TG,generates electricity from sunlight,raw_phrase,1,"[""TG:P0024:n2""]","[""generates electricity from sunlight""]","[""P0024""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a43445e595fc889a431f,TG,sodium pyrrolidone carboxylate,raw_phrase,1,"[""TG:P0023:n1""]","[""sodium pyrrolidone carboxylate""]","[""P0023""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a458f3ae08d4b1633748,TG,compliant mechanical properties,raw_phrase,1,"[""TG:P0074:n1""]","[""compliant mechanical properties""]","[""P0074""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a4c9e7c01b5b1f047441,TG,thermogalvanic hydrogel film,raw_phrase,1,"[""TG:P0058:n1""]","[""thermogalvanic hydrogel film""]","[""P0058""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a50f31e6fd96caeccde7,TG,tight physical and electrical contact,raw_phrase,1,"[""TG:P0019:n2""]","[""tight physical and electrical contact""]","[""P0019""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a54f5dc55dfd1d2e58ae,TG,TGC dressing,raw_phrase,1,"[""TG:P0001:n1""]","[""TGC dressing""]","[""P0001""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a553c27cd877acd73272,TG,temperature-dependent host-guest interaction,raw_phrase,1,"[""TG:P0283:n1""]","[""temperature-dependent host-guest interaction""]","[""P0283""]","[""interaction""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a564a51afcf550162415,TG,decoupling of thermopower and ionic conductivity,raw_phrase,1,"[""TG:P0096:n3""]","[""decoupling of thermopower and ionic conductivity""]","[""P0096""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a596e8e1fbaf8d550d79,TG,solvation structure of [Fe(CN)6]3-,raw_phrase,1,"[""TG:P0248:n2""]","[""solvation structure of [Fe(CN)6]3-""]","[""P0248""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a5dde4ac054f3fa021c3,TG,dense network structure,raw_phrase,1,"[""TG:P0269:n1""]","[""dense network structure""]","[""P0269""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a6cea3271ec7352b6fc1,TG,水到蒸气相变,judge_partition_definition,2,"[""TG:P0058:n3"", ""TG:P0109:n4""]","[""water-to-vapor phase transition"", ""water-vaporizing effect""]","[""P0058"", ""P0109""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,astra:g096:p001,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a6d50524faca3af46290,TG,antidrying and antifreezing properties,raw_phrase,1,"[""TG:P0259:n2""]","[""antidrying and antifreezing properties""]","[""P0259""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a709a9f95f59e2961a6f,TG,thermally induced energy storage density,raw_phrase,1,"[""TG:P0112:n3""]","[""thermally induced energy storage density""]","[""P0112""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a7581f46d8a4822c1e5b,TG,negative offset in the thermopower,raw_phrase,1,"[""TG:P0268:n5""]","[""negative offset in the thermopower""]","[""P0268""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a823f384eb5d567a4597,TG,radial distribution of coordinating water molecules,raw_phrase,1,"[""TG:P0078:n3""]","[""radial distribution of coordinating water molecules""]","[""P0078""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a876891168ade6af6e45,TG,mixing of oxidant and reductant in microchannel,judge_partition_definition,1,"[""TG:P0162:n1""]","[""mixing of oxidant and reductant in microchannel""]","[""P0162""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,astra:g160:p000,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:TG:a98c1f57522f79e89d15,TG,agglomeration of Fe(CN)(6)(4-) ions,raw_phrase,1,"[""TG:P0251:n2""]","[""agglomeration of Fe(CN)(6)(4-) ions""]","[""P0251""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
