mention_id,domain,paper_id,initial_concept_id,draft_concept_id,judge_partition_id,mapping_action,decision_basis,role_status,raw_label,claim_id,node_evidence_locator,source_applied,run_id,before_member_count,after_member_count
iTE:P0494:n3,iTE,P0494,iTE:P0494:initial_n3,draft:v2:iTE:2603429e4e2fe014e8a1,astra:g005:p001,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,ZT value,iTE:P0494:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0494:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0495:n1,iTE,P0495,iTE:P0495:initial_n1,draft:v2:iTE:a88c6a8198948730ecca,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,hole tunneling across the rGO sheets,iTE:P0495:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0495:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0495:n2,iTE,P0495,iTE:P0495:initial_n2,draft:v2:iTE:3d210a8c3b00d895382e,astra:g012:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,Soret effect of the ions,iTE:P0495:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0495:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,18
iTE:P0495:n3,iTE,P0495,iTE:P0495:initial_n3,draft:v2:iTE:f9168d77f52a5f82f381,astra:g114:p001,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,high thermopower,iTE:P0495:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0495:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0496:n1,iTE,P0496,iTE:P0496:initial_n1,draft:v2:iTE:c461054b62208473af13,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,H+ and alkali metal cations interact with the hydroxyl on PVA chains,iTE:P0496:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0496:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0496:n2,iTE,P0496,iTE:P0496:initial_n2,draft:v2:iTE:8dfa85b2a162bde4f774,astra:g295:p000,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,partial destruction of hydrogen bonding,iTE:P0496:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0496:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0496:n3,iTE,P0496,iTE:P0496:initial_n3,draft:v2:iTE:b0605caeb3b9dda0f766,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,ion diffusion rate,iTE:P0496:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0496:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0497:n1,iTE,P0497,iTE:P0497:initial_n1,draft:v2:iTE:cb03254871b0c61ed022,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,regulation of water content,iTE:P0497:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0497:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0497:n2,iTE,P0497,iTE:P0497:initial_n2,draft:v2:iTE:9fc7bc6f9143d5609e32,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,hydration of 1-butyl-3-methylimidazolium cation,iTE:P0497:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0497:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0497:n3,iTE,P0497,iTE:P0497:initial_n3,draft:v2:iTE:2e8723c1e897796bae69,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,swelling of CIG,iTE:P0497:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0497:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0497:n4,iTE,P0497,iTE:P0497:initial_n4,draft:v2:iTE:18bfa0806cfbb3b94527,astra:g071:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,ions diffusion,iTE:P0497:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0497:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,4
iTE:P0497:n5,iTE,P0497,iTE:P0497:initial_n5,draft:v2:iTE:78b868a9313a140840cd,astra:g031:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,difference in mobility between anions and cations,iTE:P0497:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0497:n5,False,normalization_draft:8b8928b254fa3bab0fef,1,4
iTE:P0498:n1,iTE,P0498,iTE:P0498:initial_n1,draft:v2:iTE:f9aa445c0d4566d0a826,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,heat expansion,iTE:P0498:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0498:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0498:n2,iTE,P0498,iTE:P0498:initial_n2,draft:v2:iTE:c2f2ec656a5473848b09,astra:g000:p009,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,Seebeck coefficient,iTE:P0498:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0498:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0499:n1,iTE,P0499,iTE:P0499:initial_n1,draft:v2:iTE:565ee6e6b0dd93f2f9ef,,retain_singleton,identity_only,deferred,small polaron hopping (SPH) model,iTE:P0499:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0499:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0499:n2,iTE,P0499,iTE:P0499:initial_n2,draft:v2:iTE:8c64f452b3046946135c,,retain_singleton,identity_only,deferred,Thermoelectric power of high-temperature region,iTE:P0499:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0499:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0500:n1,iTE,P0500,iTE:P0500:initial_n1,draft:v2:iTE:d7e658ef917a219b237b,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,redox couple,iTE:P0500:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0500:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0500:n2,iTE,P0500,iTE:P0500:initial_n2,draft:v2:iTE:8d8d458b552f061ffdf7,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,carrier exchange in a cyclic process,iTE:P0500:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0500:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0501:n1,iTE,P0501,iTE:P0501:initial_n1,draft:v2:iTE:007100f76e13c09f7ffb,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,Cl- ions,iTE:P0501:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0501:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0501:n2,iTE,P0501,iTE:P0501:initial_n2,draft:v2:iTE:056df3585cb289462156,astra:g274:p000,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,lithium-ether oxygen coordination,iTE:P0501:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0501:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0501:n3,iTE,P0501,iTE:P0501:initial_n3,draft:v2:iTE:1e6998f684e38520b48a,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,chain conformation,iTE:P0501:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0501:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0502:n1,iTE,P0502,iTE:P0502:initial_n1,draft:v2:iTE:f03f1745c1edb64005c0,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,uniform dispersion of GO particles,iTE:P0502:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0502:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0502:n2,iTE,P0502,iTE:P0502:initial_n2,draft:v2:iTE:d8f225941a43a041ad20,astra:g007:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,power factor,iTE:P0502:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0502:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,3
iTE:P0503:n1,iTE,P0503,iTE:P0503:initial_n1,draft:v2:iTE:0e20c2873f2e23a919a2,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,PE-induced internal electric field,iTE:P0503:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0503:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0503:n2,iTE,P0503,iTE:P0503:initial_n2,draft:v2:iTE:a5a8952bd5cf6d9878a4,astra:g000:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,ionic thermopower,iTE:P0503:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0503:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,50
iTE:P0503:n3,iTE,P0503,iTE:P0503:initial_n3,draft:v2:iTE:9cc5f26cd66f7e979761,astra:g008:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,ionic conductivity,iTE:P0503:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0503:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,23
iTE:P0504:n1,iTE,P0504,iTE:P0504:initial_n1,draft:v2:iTE:f5035338b91b70dca321,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,Ba2CePtO6,iTE:P0504:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0504:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0504:n2,iTE,P0504,iTE:P0504:initial_n2,draft:v2:iTE:831c7059b4131036e7f0,astra:g051:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,direct band gaps,iTE:P0504:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0504:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,5
iTE:P0505:n1,iTE,P0505,iTE:P0505:initial_n1,draft:v2:iTE:6c6bcf3bc1c42aeed728,,retain_singleton,identity_only,deferred,K-means clustering algorithm,iTE:P0505:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0505:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0505:n2,iTE,P0505,iTE:P0505:initial_n2,draft:v2:iTE:169e18d184f9976b2a3b,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,consistency of signals,iTE:P0505:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0505:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0506:n1,iTE,P0506,iTE:P0506:initial_n1,draft:v2:iTE:515ee555f45b26a3d9cb,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,CPG-L2 hydrogel,iTE:P0506:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0506:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0506:n2,iTE,P0506,iTE:P0506:initial_n2,draft:v2:iTE:a5a8952bd5cf6d9878a4,astra:g000:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,Seebeck coefficient,iTE:P0506:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0506:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,50
iTE:P0507:n1,iTE,P0507,iTE:P0507:initial_n1,draft:v2:iTE:e0ed1d49b19e52c7919a,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,redox concentration,iTE:P0507:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0507:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0507:n2,iTE,P0507,iTE:P0507:initial_n2,draft:v2:iTE:4a2af94e637dd0617920,astra:g034:p002,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,power output of the generator,iTE:P0507:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0507:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0508:n1,iTE,P0508,iTE:P0508:initial_n1,draft:v2:iTE:ec3d93c124309941d512,astra:g024:p003,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,ionic liquid,iTE:P0508:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0508:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0508:n2,iTE,P0508,iTE:P0508:initial_n2,draft:v2:iTE:13c33eeed6c42cf3e29e,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,n-type electrical properties,iTE:P0508:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0508:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0509:n1,iTE,P0509,iTE:P0509:initial_n1,draft:v2:iTE:82a49f5c829eacd6614f,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,DES gel,iTE:P0509:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0509:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0509:n2,iTE,P0509,iTE:P0509:initial_n2,draft:v2:iTE:a5a8952bd5cf6d9878a4,astra:g000:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,Seebeck coefficient,iTE:P0509:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0509:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,50
iTE:P0509:n3,iTE,P0509,iTE:P0509:initial_n3,draft:v2:iTE:9cc5f26cd66f7e979761,astra:g008:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,ionic conductivity,iTE:P0509:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0509:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,23
iTE:P0510:n1,iTE,P0510,iTE:P0510:initial_n1,draft:v2:iTE:2be2c9c7b7ea37b10110,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,structural design,iTE:P0510:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0510:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0510:n2,iTE,P0510,iTE:P0510:initial_n2,draft:v2:iTE:d6ccbae0f43621651480,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,thermodiffusion and Seebeck effects,iTE:P0510:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0510:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0510:n3,iTE,P0510,iTE:P0510:initial_n3,draft:v2:iTE:02cf13848c9f4aa10834,astra:g212:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,continuous electricity generation,iTE:P0510:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0510:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0511:n1,iTE,P0511,iTE:P0511:initial_n1,draft:v2:iTE:2550ac9c5ba6fb5b66f0,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,additives,iTE:P0511:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0511:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0511:n2,iTE,P0511,iTE:P0511:initial_n2,draft:v2:iTE:b2b1d6a80271f6ea7bd7,astra:g066:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,crystallinity,iTE:P0511:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0511:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,4
iTE:P0511:n3,iTE,P0511,iTE:P0511:initial_n3,draft:v2:iTE:40e57a3d2eab02a301ef,astra:g121:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,ionic figure-of-merit,iTE:P0511:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0511:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,3
iTE:P0512:n1,iTE,P0512,iTE:P0512:initial_n1,draft:v2:iTE:201021065578376a3bb0,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,hydrogen bonds and electrostatic interactions between ions and LCE molecular chains,iTE:P0512:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0512:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0512:n2,iTE,P0512,iTE:P0512:initial_n2,draft:v2:iTE:c5dd6b62c18c8e5432fd,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,phase separation effects,iTE:P0512:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0512:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0512:n3,iTE,P0512,iTE:P0512:initial_n3,draft:v2:iTE:a1eeb083cef4f21057f9,astra:g022:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,n-type characteristics,iTE:P0512:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0512:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,5
iTE:P0513:n1,iTE,P0513,iTE:P0513:initial_n1,draft:v2:iTE:101d0a126511362f46a1,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,CaGeO3,iTE:P0513:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0513:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0513:n2,iTE,P0513,iTE:P0513:initial_n2,draft:v2:iTE:d34ce7db9758c2408e26,astra:g033:p000,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,mixed ionic-covalent bonding in Ge-O linkages,iTE:P0513:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0513:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0514:n1,iTE,P0514,iTE:P0514:initial_n1,draft:v2:iTE:54ec00b1a434fba6dde3,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,mineral admixtures and fly ash cenospheres,iTE:P0514:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0514:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0514:n2,iTE,P0514,iTE:P0514:initial_n2,draft:v2:iTE:46777c04003c3132882f,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,pozzolanic effect,iTE:P0514:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0514:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0514:n3,iTE,P0514,iTE:P0514:initial_n3,draft:v2:iTE:83c4cf49ca696160c865,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,content of OH- ions in pore solution,iTE:P0514:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0514:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0514:n4,iTE,P0514,iTE:P0514:initial_n4,draft:v2:iTE:92945f9ac759a85023a8,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,p-type ionic thermoelectric effect,iTE:P0514:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0514:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0515:n1,iTE,P0515,iTE:P0515:initial_n1,draft:v2:iTE:e5155e7ddf0017ac1115,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,electronic and ionic conductivity of the pi-bond,iTE:P0515:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0515:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0515:n2,iTE,P0515,iTE:P0515:initial_n2,draft:v2:iTE:f7199aa10e5c8ac4565c,astra:g007:p003,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,TE power factors,iTE:P0515:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0515:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0516:n1,iTE,P0516,iTE:P0516:initial_n1,draft:v2:iTE:04f93c369e8617e2c36e,astra:g338:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,weak ionic bonding,iTE:P0516:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0516:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0516:n2,iTE,P0516,iTE:P0516:initial_n2,draft:v2:iTE:b8e8c683ecea57d50a2e,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,out-of-plane heat transfer,iTE:P0516:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0516:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0516:n3,iTE,P0516,iTE:P0516:initial_n3,draft:v2:iTE:ac92b62b5f7ca7bba7fa,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,lattice thermal conductivity in the out-of-plane direction,iTE:P0516:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0516:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0517:n1,iTE,P0517,iTE:P0517:initial_n1,draft:v2:iTE:c29be05fa13ba4150058,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,keeping the Fermi level at charge neutral point,iTE:P0517:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0517:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0517:n2,iTE,P0517,iTE:P0517:initial_n2,draft:v2:iTE:a30f4c94462d1d383f12,,retain_singleton,identity_only,deferred,charge puddles effect,iTE:P0517:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0517:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0517:n3,iTE,P0517,iTE:P0517:initial_n3,draft:v2:iTE:fbb4aeea67e443296cd2,,retain_singleton,identity_only,deferred,transport properties at low T,iTE:P0517:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0517:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0518:n1,iTE,P0518,iTE:P0518:initial_n1,draft:v2:iTE:d1fc8758d632007a4516,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,abundant ion transport channels,iTE:P0518:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0518:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0518:n2,iTE,P0518,iTE:P0518:initial_n2,draft:v2:iTE:75982282773c3b3a3e50,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,efficient energy dissipation,iTE:P0518:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0518:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0518:n3,iTE,P0518,iTE:P0518:initial_n3,draft:v2:iTE:f0e2e70777cb5c7ff09c,astra:g279:p000,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,mechanical integrity,iTE:P0518:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0518:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0518:n4,iTE,P0518,iTE:P0518:initial_n4,draft:v2:iTE:077f0488c317ddb172d6,astra:g001:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,conductivity,iTE:P0518:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0518:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,8
iTE:P0519:n1,iTE,P0519,iTE:P0519:initial_n1,draft:v2:iTE:3d210a8c3b00d895382e,astra:g012:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,Soret effect of the ions,iTE:P0519:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0519:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,18
iTE:P0519:n2,iTE,P0519,iTE:P0519:initial_n2,draft:v2:iTE:2d88a34fa1d85f8862d9,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,hole tunneling through the AC networks,iTE:P0519:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0519:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0519:n3,iTE,P0519,iTE:P0519:initial_n3,draft:v2:iTE:14e9ff794b985fec83bf,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,TE behavior of the MTEGs,iTE:P0519:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0519:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0520:n1,iTE,P0520,iTE:P0520:initial_n1,draft:v2:iTE:a856371413f7a8f0291c,astra:g261:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,ion transport pathways,iTE:P0520:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0520:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P0520:n2,iTE,P0520,iTE:P0520:initial_n2,draft:v2:iTE:78b868a9313a140840cd,astra:g031:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,mobility difference between anions and cations,iTE:P0520:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0520:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,4
iTE:P0520:n3,iTE,P0520,iTE:P0520:initial_n3,draft:v2:iTE:7527a7faee4d4647a95c,astra:g331:p000,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,thermoelectric properties of ionogels,iTE:P0520:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0520:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0521:n1,iTE,P0521,iTE:P0521:initial_n1,draft:v2:iTE:49e6a3da6006537164ed,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,well-dispersed and almost fully dispersed SWNTs in PILs,iTE:P0521:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0521:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0521:n2,iTE,P0521,iTE:P0521:initial_n2,draft:v2:iTE:51aefdbd0c427070bdc7,astra:g002:p005,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermoelectric properties,iTE:P0521:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0521:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,11
iTE:P0522:n1,iTE,P0522,iTE:P0522:initial_n1,draft:v2:iTE:f794463fc9a9ec04817b,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,interaction between the SWCNTs and IL,iTE:P0522:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0522:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0522:n2,iTE,P0522,iTE:P0522:initial_n2,draft:v2:iTE:2222cb927dfb55a0c2f1,,retain_singleton,identity_only,deferred,thermoelectric power of the SWCNTs,iTE:P0522:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0522:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0523:n1,iTE,P0523,iTE:P0523:initial_n1,draft:v2:iTE:41dc15e6ab3ddfd84954,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,SA-Ca2+ crosslinking,iTE:P0523:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0523:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0523:n2,iTE,P0523,iTE:P0523:initial_n2,draft:v2:iTE:c0a2a0dc2a17b5a969b2,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,flame retardancy and mechanical strength,iTE:P0523:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0523:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P0524:n1,iTE,P0524,iTE:P0524:initial_n1,draft:v2:iTE:7b2d92e8e0a156f96938,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,Asymmetric ion rearrangement,iTE:P0524:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P0524:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
