node_audit_order,shared_global_concept_id,shared_label,shared_category,shared_node_focus_eligible,raw_node_strict_syntax_tier,raw_node_strict_syntax_tier_order,all_candidate_best_evidence_grade,all_candidate_best_evidence_grade_order,focus_candidate_best_evidence_grade,focus_candidate_best_evidence_grade_order,shared_ite_document_frequency,shared_tg_document_frequency,ite_incident_pair_count,tg_incident_pair_count,ite_relation_supported_incident_pair_count,tg_relation_supported_incident_pair_count,ite_highest_side_evidence_level,tg_highest_side_evidence_level,all_candidate_combination_count,focus_node_nontrivial_path_count,focus_candidate_combination_count,focus_endpoint_quarantine_path_count,tier_A_candidate_count,tier_B_candidate_count,tier_C_candidate_count,best_candidate_id,best_focus_candidate_id,human_relation_review_status,cross_paper_compatibility_status,novelty_status,release_status,release_reason,shared_minimum_document_frequency
76,GC_6f3be58a8f19,real time,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,3,3,6,0,0,1,1,18,0,0,0,0,0,18,TC_2e1e9996677e,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
77,GC_7058edaeedb4,human machine interaction,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,2,2,1,0,0,1,1,1,1,0,1,0,0,1,TC_3a030a146215,,not_applicable,untested,not_assessed,endpoint_quarantine,all_distinct_paths_fail_other_endpoint_category_or_generic_gate,1
78,GC_708aecfa880a,output power density,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,2,2,7,3,0,0,1,1,20,0,0,0,0,0,20,TC_64f2ccce8f5b,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,2
79,GC_720e69b53d5a,concentration difference,mechanism_or_process,True,B_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,1,2,5,5,1,0,2,1,25,25,15,10,0,5,20,TC_be295d95a389,TC_f6d89618735d,pending,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,1
80,GC_7502dbb07223,gradient,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,3,4,10,10,0,0,1,1,100,100,70,30,0,0,100,TC_a399251fb21d,TC_a399251fb21d,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,3
81,GC_784e9e72bad1,superior thermopower,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,1,2,1,0,0,1,1,2,0,0,0,0,0,2,TC_b5bc4ead8c6e,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
82,GC_78b732fc9f3c,ultra stretchable,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,1,4,1,0,0,1,1,4,0,0,0,0,0,4,TC_843661ac1c8c,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
83,GC_78d65254f96d,phase transition,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,3,4,6,8,0,0,1,1,48,48,21,27,0,0,48,TC_0b2378b05a58,TC_49d8908ad1c2,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,3
84,GC_79c8cd50963f,energy density,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,12,2,21,6,0,0,1,1,125,0,0,0,0,0,125,TC_31d375571cf4,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,2
85,GC_7abe572670fb,output power,outcome_or_property,False,B_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,Q_endpoint_quarantine_or_no_path,4,8,12,15,28,1,0,2,1,419,0,0,0,0,28,391,TC_9a217925a6f4,,pending,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,8
86,GC_7ca4d45a305d,maximum output power density,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,2,1,6,3,0,0,1,1,17,0,0,0,0,0,17,TC_f4ea5123877b,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
87,GC_7ef3326ecb7c,photothermal conversion,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,1,1,7,2,0,0,1,1,14,14,10,4,0,0,14,TC_cc8d0d068e73,TC_61b3898ae18a,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,1
88,GC_7fd8c2696d32,solvation,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,1,7,1,21,0,0,1,1,21,21,18,3,0,0,21,TC_4b4364f1575a,TC_4b4364f1575a,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,1
89,GC_82322e409c3c,light emitting,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,5,1,3,3,0,0,1,1,8,0,0,0,0,0,8,TC_0b437ae718a5,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
90,GC_82f863b160b5,thermoelectric property,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,18,2,29,9,0,0,1,1,260,0,0,0,0,0,260,TC_e429c407bbb5,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,2
91,GC_842144ce90c3,energy conversion efficiency,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,2,2,8,3,0,0,1,1,23,0,0,0,0,0,23,TC_9b5492616ec0,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,2
92,GC_843294ffb6b0,charge transfer,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,1,3,4,9,0,0,1,1,36,36,27,9,0,0,36,TC_9f9061da1267,TC_af32bb5980df,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,1
93,GC_8ad5b453cc37,ion diffusion,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,4,3,24,10,0,0,1,1,239,239,199,40,0,0,239,TC_6843f4f274c0,TC_6843f4f274c0,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,3
94,GC_9041bd2ee6b9,mw/m2,literal_formula,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,2,9,6,0,0,1,1,54,0,0,0,0,0,54,TC_ff48f2b2f7e1,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
95,GC_9112a3072547,conducting polymer,material_or_structure,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,4,2,10,9,0,0,1,1,90,90,48,42,0,0,90,TC_62cdc758b1da,TC_62cdc758b1da,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,2
96,GC_91287f57545e,short term,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,2,1,3,2,0,0,1,1,6,0,0,0,0,0,6,TC_faa297a2498f,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
97,GC_9642d16dca71,graphene oxide,material_or_structure,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,2,1,5,1,0,0,1,1,5,5,5,0,0,0,5,TC_f31b1d014c7d,TC_f31b1d014c7d,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,1
98,GC_96a5e1f0372e,complexation,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,2,1,8,2,0,0,1,1,16,16,7,9,0,0,16,TC_46ba368b7236,TC_b6bc78e10b76,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,1
99,GC_99697930f29b,selective transport,mechanism_or_process,True,B_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,G0_cooccurrence_only,3,1,1,4,5,1,0,2,1,20,20,9,11,0,5,15,TC_04c7b5f22eed,TC_1ec114e97e44,pending,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,1
100,GC_99cc5cc07851,swelling,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,2,2,9,9,0,0,1,1,81,81,64,17,0,0,81,TC_f82de0850274,TC_f82de0850274,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,2
101,GC_9d681fc02c8b,non volatility,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,2,1,3,3,0,0,1,1,9,0,0,0,0,0,9,TC_42265e5b7cb9,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
102,GC_9f138d3cd94d,diffusion,mechanism_or_process,True,B_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,11,4,23,7,1,0,2,1,160,160,119,41,0,7,153,TC_d0a0a1002ef9,TC_d0a0a1002ef9,pending,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,4
103,GC_9f1b398c45ad,cold electrode,material_or_structure,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,2,4,6,10,0,0,1,1,60,60,40,20,0,0,60,TC_aba0aed1eac7,TC_aba0aed1eac7,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,2
104,GC_a3a83bfdb959,skin like,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,4,1,5,4,0,0,1,1,20,0,0,0,0,0,20,TC_00306ae6c0fb,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
105,GC_a5851e9164df,wearable power,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,1,3,2,0,0,1,1,6,0,0,0,0,0,6,TC_52ae3c9cb407,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
106,GC_a81f77289665,anti freezing property,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,1,2,3,0,0,1,1,6,0,0,0,0,0,6,TC_7645cefa7364,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
107,GC_a8311b95a427,electrical conductivity,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,16,1,35,2,0,0,1,1,70,0,0,0,0,0,70,TC_0aad7463bcb0,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
108,GC_a8e6012e4ab8,transport,mechanism_or_process,True,B_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,12,2,33,2,1,0,2,1,65,65,61,4,0,2,63,TC_e42d3f23d772,TC_e42d3f23d772,pending,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,2
109,GC_a96e785527e1,electrical energy conversion,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,2,1,2,0,0,1,1,2,2,0,2,0,0,2,TC_e8012cc37601,,not_applicable,untested,not_assessed,endpoint_quarantine,all_distinct_paths_fail_other_endpoint_category_or_generic_gate,1
110,GC_a97795bf660d,different electrode,material_or_structure,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,2,1,4,0,0,1,1,4,4,0,4,0,0,4,TC_3af1e513a377,,not_applicable,untested,not_assessed,endpoint_quarantine,all_distinct_paths_fail_other_endpoint_category_or_generic_gate,1
111,GC_acb21462956e,w/m2,literal_formula,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,2,2,10,3,0,0,1,1,30,0,0,0,0,0,30,TC_0e7e839dc57b,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,2
112,GC_add8780f20fe,molecular dynamics simulations,evidence_method,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,3,1,9,5,0,0,1,1,45,0,0,0,0,0,45,TC_ae8d6e5bbacc,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
113,GC_b5a2446cb394,kinetics,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,1,3,3,6,0,0,1,1,18,18,18,0,0,0,18,TC_3892e7d8ac9e,TC_3892e7d8ac9e,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,1
114,GC_b5a9925163a6,intermolecular interaction,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,2,1,5,4,0,0,1,1,20,20,16,4,0,0,20,TC_0e4f2640d80f,TC_0e4f2640d80f,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,1
115,GC_b74f3b2d2a63,human machine,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,2,7,4,4,0,0,1,1,14,0,0,0,0,0,14,TC_1a6e33ab0ac4,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,2
116,GC_b866c3462ec2,uv vis spectroscopy,evidence_method,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,2,5,6,0,0,1,1,30,0,0,0,0,0,30,TC_9c94c9828635,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
117,GC_b922063cd003,anti freezing,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,2,4,3,15,0,0,1,1,44,0,0,0,0,0,44,TC_6c62a666906d,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,2
118,GC_b9e0f7aed71f,mpa,literal_formula,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,11,1,18,2,0,0,1,1,36,0,0,0,0,0,36,TC_98e3303fde3b,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
119,GC_ba40bb63c8f0,water soluble,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,2,1,4,1,0,0,1,1,4,0,0,0,0,0,4,TC_4dc41669ffa3,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
120,GC_bbb29d51b9cd,output voltage,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,7,3,16,5,0,0,1,1,78,0,0,0,0,0,78,TC_3d5618698190,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,3
121,GC_bc536166f47d,ionic conductivity,outcome_or_property,False,B_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,Q_endpoint_quarantine_or_no_path,4,55,4,103,13,0,1,1,2,1338,0,0,0,0,103,1235,TC_327d2ae7e319,,pending,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,4
122,GC_bc94ee622331,overall power,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,2,1,2,4,0,0,1,1,8,0,0,0,0,0,8,TC_fd5f7bb85d1e,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
123,GC_bfa67b12b5ea,cost effective,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,4,13,4,29,0,0,1,1,116,0,0,0,0,0,116,TC_d07cdcc87b53,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,4
124,GC_bfab31d6e65a,electrostatic interaction,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,4,1,17,5,0,0,1,1,85,85,70,15,0,0,85,TC_67b4a42cb1ad,TC_67b4a42cb1ad,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,1
125,GC_bfdbe77c3dac,host guest,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,3,1,13,9,0,0,1,1,117,0,0,0,0,0,117,TC_e3a6b02f0853,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
126,GC_c193d91329df,charge transport,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,3,3,8,7,0,0,1,1,56,56,42,14,0,0,56,TC_d898bd7f9279,TC_d898bd7f9279,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,3
127,GC_c19a90a7850d,triiodide ion,material_or_structure,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,1,1,3,2,0,0,1,1,5,5,1,4,0,0,5,TC_3831e2cfe954,TC_f26b55b4a3f6,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,1
128,GC_c21beccead48,conductivity,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,14,2,29,4,0,0,1,1,116,0,0,0,0,0,116,TC_152226bf4f80,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,2
129,GC_c2d00d7f1242,ion transport,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,13,5,23,16,0,0,1,1,368,368,255,113,0,0,368,TC_ed9711da7a6d,TC_ed9711da7a6d,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,5
130,GC_c33e719ba22e,eco friendly,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,3,2,5,0,0,1,1,10,0,0,0,0,0,10,TC_97461f115481,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
131,GC_c346d734e247,host polymer,material_or_structure,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,1,6,2,0,0,1,1,12,12,0,12,0,0,12,TC_231a75656ccb,,not_applicable,untested,not_assessed,endpoint_quarantine,all_distinct_paths_fail_other_endpoint_category_or_generic_gate,1
132,GC_c466b5b6a256,evaporative cooling,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,TC_158be6bdba6a,TC_158be6bdba6a,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,1
133,GC_c5590b164e57,migration,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,5,1,13,2,0,0,1,1,25,25,11,14,0,0,25,TC_b3f5f8226797,TC_e1e241ebd5ca,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,1
134,GC_c6008555614e,temperature driven,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,1,2,1,0,0,1,1,2,0,0,0,0,0,2,TC_c6690cbb2185,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
135,GC_ca8cc375b7ff,superior ionic conductivity,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,1,3,3,0,0,1,1,9,0,0,0,0,0,9,TC_de9f97a647a1,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
136,GC_cb26432a333c,transport property,outcome_or_property,False,C_cooccurrence_only,3,Q_no_nontrivial_candidate,4,Q_endpoint_quarantine_or_no_path,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
137,GC_cc1851c62d5a,ion induced,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,1,3,3,0,0,1,1,9,0,0,0,0,0,9,TC_3b4e673f924d,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
138,GC_ce8ce29599c5,i3-,literal_formula,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,1,2,11,8,0,0,1,1,88,0,0,0,0,0,88,TC_f9298ecd2677,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
139,GC_cf402379d512,concentration gradient,mechanism_or_process,True,A_dual_strict_syntax_candidates,1,G2_dual_strict_syntax_candidates,1,G2_dual_strict_syntax_candidates,1,3,5,4,19,1,1,2,2,76,76,60,16,1,21,54,TC_6b6af2caadc5,TC_6b6af2caadc5,pending,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,3
140,GC_cf542d621742,thermal conductivity,outcome_or_property,False,B_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,Q_endpoint_quarantine_or_no_path,4,29,6,40,16,0,2,1,2,639,0,0,0,0,80,559,TC_15ca6819985b,,pending,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,6
141,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,B_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,27,27,71,54,0,1,1,2,3826,3826,2765,1061,0,71,3755,TC_a9d4215cfe50,TC_a9d4215cfe50,pending,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,27
142,GC_d62dfbbcde48,free standing,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,2,1,7,4,0,0,1,1,28,0,0,0,0,0,28,TC_5f23e229edcd,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
143,GC_d68166b3111f,tegs,literal_formula,False,B_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,Q_endpoint_quarantine_or_no_path,4,5,1,9,3,1,0,2,1,27,0,0,0,0,3,24,TC_fb91c779544c,,pending,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
144,GC_d7e4ea27d643,quasi solid,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,7,7,18,28,0,0,1,1,504,0,0,0,0,0,504,TC_8f463988691e,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,7
145,GC_d88ed30bd17b,long lasting,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,2,3,7,2,0,0,1,1,14,0,0,0,0,0,14,TC_76a77c1052b3,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,2
146,GC_d8d0166aabb8,long term stability,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,2,2,5,3,0,0,1,1,15,0,0,0,0,0,15,TC_1b14eb82b034,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,2
147,GC_daadfd6b705e,thermoelectric power,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,8,4,11,10,0,0,1,1,109,0,0,0,0,0,109,TC_0d92c9012211,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,4
148,GC_daf4dde5060a,micellization,mechanism_or_process,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,1,1,2,2,0,0,1,1,4,4,4,0,0,0,4,TC_32bc9f19bc28,TC_32bc9f19bc28,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,1
149,GC_e25dfa9dcbd3,composite hydrogel,material_or_structure,True,C_cooccurrence_only,3,G0_cooccurrence_only,3,G0_cooccurrence_only,3,1,1,1,9,0,0,1,1,9,9,6,3,0,0,9,TC_e688dde4236d,TC_e688dde4236d,not_applicable,untested,not_assessed,eligible,at_least_one_distinct_pair_path_passes_endpoint_gate,1
150,GC_e3dc7a9d810c,quasi solid state,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,6,4,18,14,0,0,1,1,252,0,0,0,0,0,252,TC_24853cb01400,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,4
151,GC_e49423da4792,short circuit current,outcome_or_property,False,B_single_strict_syntax_candidate,2,G1_single_strict_syntax_candidate,2,Q_endpoint_quarantine_or_no_path,4,1,8,5,16,0,1,1,2,76,0,0,0,0,5,71,TC_9e323a13080a,,pending,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,1
152,GC_e4bf93ec5403,large scale,untyped_extractive_keyword,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,4,2,6,2,0,0,1,1,12,0,0,0,0,0,12,TC_205973d78c5d,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,2
153,GC_e64b5adaec75,directly power,outcome_or_property,False,C_cooccurrence_only,3,G0_cooccurrence_only,3,Q_endpoint_quarantine_or_no_path,4,3,2,2,4,0,0,1,1,7,0,0,0,0,0,7,TC_47a28c277b1b,,not_applicable,untested,not_assessed,outside_material_mechanism_focus,shared_node_outside_declared_material_mechanism_categories,2
