pair_id,analysis_layer,pair_key,left_global_concept_id,left_label,right_global_concept_id,right_label,paper_count,sentence_count,strict_syntax_relation_paper_count,first_year,last_year,supporting_paper_ids,supporting_dois,supporting_titles,example_evidence_sentence,example_left_surface,example_right_surface
IP_4b5525fabe09,iTE,GC_126dfc81e085::GC_49990adc781e,GC_126dfc81e085,suitable nano-/micro channel,GC_49990adc781e,energy conversion,1,1,0,2025,2025,P0361,10.1007/s42765-025-00529-6,Rational Design of Robust and Efficient Natural Leather-Based Ionic Thermoelectric Detectors for Energy-Autonomous and Anti-scalding,"Including numerous and suitable nano-/micro-channels together with fast-moving cations, the leather-based i-TEs (LITE), LITE-SC0.75 M, possess excellent thermoelectric properties, achieving a Seebeck coefficient of 6.23 mV/K, a figure of merit of 0.084, and an energy conversion efficiency of 2.12%.",suitable nano-/micro-channels,energy conversion
IP_fe6e8766451b,iTE,GC_126dfc81e085::GC_5471d6ef9961,GC_126dfc81e085,suitable nano-/micro channel,GC_5471d6ef9961,fast moving cation,1,1,0,2025,2025,P0361,10.1007/s42765-025-00529-6,Rational Design of Robust and Efficient Natural Leather-Based Ionic Thermoelectric Detectors for Energy-Autonomous and Anti-scalding,"Including numerous and suitable nano-/micro-channels together with fast-moving cations, the leather-based i-TEs (LITE), LITE-SC0.75 M, possess excellent thermoelectric properties, achieving a Seebeck coefficient of 6.23 mV/K, a figure of merit of 0.084, and an energy conversion efficiency of 2.12%.",suitable nano-/micro-channels,fast-moving cations
IP_5feac8deff65,iTE,GC_126dfc81e085::GC_6cdb23f33c74,GC_126dfc81e085,suitable nano-/micro channel,GC_6cdb23f33c74,seebeck coefficient,1,1,0,2025,2025,P0361,10.1007/s42765-025-00529-6,Rational Design of Robust and Efficient Natural Leather-Based Ionic Thermoelectric Detectors for Energy-Autonomous and Anti-scalding,"Including numerous and suitable nano-/micro-channels together with fast-moving cations, the leather-based i-TEs (LITE), LITE-SC0.75 M, possess excellent thermoelectric properties, achieving a Seebeck coefficient of 6.23 mV/K, a figure of merit of 0.084, and an energy conversion efficiency of 2.12%.",suitable nano-/micro-channels,Seebeck coefficient
IP_75613071150c,iTE,GC_126dfc81e085::GC_842144ce90c3,GC_126dfc81e085,suitable nano-/micro channel,GC_842144ce90c3,energy conversion efficiency,1,1,0,2025,2025,P0361,10.1007/s42765-025-00529-6,Rational Design of Robust and Efficient Natural Leather-Based Ionic Thermoelectric Detectors for Energy-Autonomous and Anti-scalding,"Including numerous and suitable nano-/micro-channels together with fast-moving cations, the leather-based i-TEs (LITE), LITE-SC0.75 M, possess excellent thermoelectric properties, achieving a Seebeck coefficient of 6.23 mV/K, a figure of merit of 0.084, and an energy conversion efficiency of 2.12%.",suitable nano-/micro-channels,energy conversion efficiency
IP_a0bd6d62a45c,iTE,GC_126dfc81e085::GC_861001e0b63b,GC_126dfc81e085,suitable nano-/micro channel,GC_861001e0b63b,lite sc0,1,1,0,2025,2025,P0361,10.1007/s42765-025-00529-6,Rational Design of Robust and Efficient Natural Leather-Based Ionic Thermoelectric Detectors for Energy-Autonomous and Anti-scalding,"Including numerous and suitable nano-/micro-channels together with fast-moving cations, the leather-based i-TEs (LITE), LITE-SC0.75 M, possess excellent thermoelectric properties, achieving a Seebeck coefficient of 6.23 mV/K, a figure of merit of 0.084, and an energy conversion efficiency of 2.12%.",suitable nano-/micro-channels,LITE-SC0
IP_f1470445e6d0,iTE,GC_126dfc81e085::GC_a53d8513673b,GC_126dfc81e085,suitable nano-/micro channel,GC_a53d8513673b,possess excellent thermoelectric property,1,1,0,2025,2025,P0361,10.1007/s42765-025-00529-6,Rational Design of Robust and Efficient Natural Leather-Based Ionic Thermoelectric Detectors for Energy-Autonomous and Anti-scalding,"Including numerous and suitable nano-/micro-channels together with fast-moving cations, the leather-based i-TEs (LITE), LITE-SC0.75 M, possess excellent thermoelectric properties, achieving a Seebeck coefficient of 6.23 mV/K, a figure of merit of 0.084, and an energy conversion efficiency of 2.12%.",suitable nano-/micro-channels,possess excellent thermoelectric properties
IP_e738ae4f9c5e,iTE,GC_12aff3e3eea4::GC_6cdb23f33c74,GC_12aff3e3eea4,optimal power factor,GC_6cdb23f33c74,seebeck coefficient,1,1,0,2021,2021,P0479,10.1021/acsaem.1c00422,Origins of Enhanced Thermoelectric Transport in Free-Standing PEDOT Nanowires Film Modulated with Ionic Liquid,"EMIM:DCA post-treatment simultaneously increases the Seebeck coefficient (87% increment) and electrical conductivity (24% increment) of PEDOT NWs, resulting in an optimal power factor of 83.8 mu W m(-1) K-2 at room temperature.",optimal power factor,Seebeck coefficient
IP_0d14f864e5bb,iTE,GC_12aff3e3eea4::GC_74ddd502fa81,GC_12aff3e3eea4,optimal power factor,GC_74ddd502fa81,post treatment,1,1,0,2021,2021,P0479,10.1021/acsaem.1c00422,Origins of Enhanced Thermoelectric Transport in Free-Standing PEDOT Nanowires Film Modulated with Ionic Liquid,"EMIM:DCA post-treatment simultaneously increases the Seebeck coefficient (87% increment) and electrical conductivity (24% increment) of PEDOT NWs, resulting in an optimal power factor of 83.8 mu W m(-1) K-2 at room temperature.",optimal power factor,post-treatment
IP_e83ff437d97c,iTE,GC_12aff3e3eea4::GC_a8311b95a427,GC_12aff3e3eea4,optimal power factor,GC_a8311b95a427,electrical conductivity,1,1,0,2021,2021,P0479,10.1021/acsaem.1c00422,Origins of Enhanced Thermoelectric Transport in Free-Standing PEDOT Nanowires Film Modulated with Ionic Liquid,"EMIM:DCA post-treatment simultaneously increases the Seebeck coefficient (87% increment) and electrical conductivity (24% increment) of PEDOT NWs, resulting in an optimal power factor of 83.8 mu W m(-1) K-2 at room temperature.",optimal power factor,electrical conductivity
IP_95825d112af0,iTE,GC_12aff3e3eea4::GC_ae1cc29f61e0,GC_12aff3e3eea4,optimal power factor,GC_ae1cc29f61e0,nws,1,1,0,2021,2021,P0479,10.1021/acsaem.1c00422,Origins of Enhanced Thermoelectric Transport in Free-Standing PEDOT Nanowires Film Modulated with Ionic Liquid,"EMIM:DCA post-treatment simultaneously increases the Seebeck coefficient (87% increment) and electrical conductivity (24% increment) of PEDOT NWs, resulting in an optimal power factor of 83.8 mu W m(-1) K-2 at room temperature.",optimal power factor,NWs
IP_b87b13e34855,iTE,GC_12aff3e3eea4::GC_e750dacba5d7,GC_12aff3e3eea4,optimal power factor,GC_e750dacba5d7,optimal power,1,1,0,2021,2021,P0479,10.1021/acsaem.1c00422,Origins of Enhanced Thermoelectric Transport in Free-Standing PEDOT Nanowires Film Modulated with Ionic Liquid,"EMIM:DCA post-treatment simultaneously increases the Seebeck coefficient (87% increment) and electrical conductivity (24% increment) of PEDOT NWs, resulting in an optimal power factor of 83.8 mu W m(-1) K-2 at room temperature.",optimal power factor,optimal power
IP_def2ce77357c,iTE,GC_12fd7ef492b3::GC_9896051dadb0,GC_12fd7ef492b3,swcnt film,GC_9896051dadb0,external voltage,1,1,0,2026,2026,P0888,10.1002/smll.202510953,Temperature-Driven Reversible p-to-n Switching in Ionic Liquid-Modified Single-Walled Carbon Nanotube Thermoelectric Films for Flexible Waste Heat Recovery,"Autonomous polarity switching is achieved in SWCNT films modified with imidazolium-based ionic liquids without polymer matrices, gelators, or external voltage.",SWCNT films,external voltage
IP_f641b32cda46,iTE,GC_13356651db71::GC_c7e4fd71ba1f,GC_13356651db71,multi hierarchical network,GC_c7e4fd71ba1f,multi hierarchical,1,1,0,2024,2024,P0990,10.1002/adfm.202406968,Strong Tough Ionic Organohydrogels with Negative-Thermopower via the Synergy of Coordination Interaction and Hofmeister Effect,"Herein, a multi-hierarchical network structure is proposed to simultaneously improve the TE and mechanical performance.",multi-hierarchical network,multi-hierarchical
IP_e905aac067e7,iTE,GC_13666ce7a796::GC_2f9efc9dab6d,GC_13666ce7a796,unsatisfactory long lasting stability,GC_2f9efc9dab6d,ionic thermophoretic migration,1,1,0,2025,2025,P0338,10.1002/smll.202501960,Long-Term Serviceable Ionic Thermoelectric Hydrogel with Temperature and Moisture Dual-Driven Waste Energy Harvesting Capability,"Despite the substantial progress in developing high-performance quasi-solid hydrogels based on ionic thermophoretic migration, ionic thermoelectric materials (i-TEs) show unsatisfactory long-lasting stability caused by ionic migration failures and de-electrolytes.",unsatisfactory long-lasting stability,ionic thermophoretic migration
IP_bc3ad8d046ae,iTE,GC_13666ce7a796::GC_35f3522a7c7a,GC_13666ce7a796,unsatisfactory long lasting stability,GC_35f3522a7c7a,quasi solid hydrogel,1,1,0,2025,2025,P0338,10.1002/smll.202501960,Long-Term Serviceable Ionic Thermoelectric Hydrogel with Temperature and Moisture Dual-Driven Waste Energy Harvesting Capability,"Despite the substantial progress in developing high-performance quasi-solid hydrogels based on ionic thermophoretic migration, ionic thermoelectric materials (i-TEs) show unsatisfactory long-lasting stability caused by ionic migration failures and de-electrolytes.",unsatisfactory long-lasting stability,quasi-solid hydrogels
IP_925c0479861c,iTE,GC_13666ce7a796::GC_d7e4ea27d643,GC_13666ce7a796,unsatisfactory long lasting stability,GC_d7e4ea27d643,quasi solid,1,1,0,2025,2025,P0338,10.1002/smll.202501960,Long-Term Serviceable Ionic Thermoelectric Hydrogel with Temperature and Moisture Dual-Driven Waste Energy Harvesting Capability,"Despite the substantial progress in developing high-performance quasi-solid hydrogels based on ionic thermophoretic migration, ionic thermoelectric materials (i-TEs) show unsatisfactory long-lasting stability caused by ionic migration failures and de-electrolytes.",unsatisfactory long-lasting stability,quasi-solid
IP_7dd8e2af92ed,iTE,GC_13666ce7a796::GC_d88ed30bd17b,GC_13666ce7a796,unsatisfactory long lasting stability,GC_d88ed30bd17b,long lasting,1,1,0,2025,2025,P0338,10.1002/smll.202501960,Long-Term Serviceable Ionic Thermoelectric Hydrogel with Temperature and Moisture Dual-Driven Waste Energy Harvesting Capability,"Despite the substantial progress in developing high-performance quasi-solid hydrogels based on ionic thermophoretic migration, ionic thermoelectric materials (i-TEs) show unsatisfactory long-lasting stability caused by ionic migration failures and de-electrolytes.",unsatisfactory long-lasting stability,long-lasting
IP_69fe67150aed,iTE,GC_13666ce7a796::GC_fb43c7751844,GC_13666ce7a796,unsatisfactory long lasting stability,GC_fb43c7751844,de electrolyte,1,1,0,2025,2025,P0338,10.1002/smll.202501960,Long-Term Serviceable Ionic Thermoelectric Hydrogel with Temperature and Moisture Dual-Driven Waste Energy Harvesting Capability,"Despite the substantial progress in developing high-performance quasi-solid hydrogels based on ionic thermophoretic migration, ionic thermoelectric materials (i-TEs) show unsatisfactory long-lasting stability caused by ionic migration failures and de-electrolytes.",unsatisfactory long-lasting stability,de-electrolytes
IP_7e43cab4bc69,iTE,GC_13690982e92a::GC_50f676685d4e,GC_13690982e92a,short rangeelectrostatic,GC_50f676685d4e,finite ion,1,1,0,2023,2023,P0564,10.1021/acs.nanolett.3c02469,Ion Steric Effect Induces Giant Enhancement of Thermoelectric Conversion in Electrolyte-Filled Nanochannels,"However, most studies have focused on dilute simpleelectrolytes that neglect the effects of finite ion sizes and short-rangeelectrostatic correlation.",short-rangeelectrostatic,finite ion
IP_f51f7da0b767,iTE,GC_137e1abab11a::GC_91362701b02e,GC_137e1abab11a,cutting healing,GC_91362701b02e,excellent ionic te property,1,1,0,2022,2022,P0457,10.1002/smll.202106937,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,"The IL-based ionic TE composites developed in this study can maintain excellent ionic TE properties under harsh conditions, including severe strain (75%) and multiple cutting-healing cycles.",cutting-healing,excellent ionic TE properties
IP_8c3ca620c224,iTE,GC_137e1abab11a::GC_ec1ce4a449c7,GC_137e1abab11a,cutting healing,GC_ec1ce4a449c7,ionic te composite,1,1,0,2022,2022,P0457,10.1002/smll.202106937,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,"The IL-based ionic TE composites developed in this study can maintain excellent ionic TE properties under harsh conditions, including severe strain (75%) and multiple cutting-healing cycles.",cutting-healing,ionic TE composites
IP_0971f7597d29,iTE,GC_138cbde0a55a::GC_17f13d9ea14b,GC_138cbde0a55a,ion dipole,GC_17f13d9ea14b,dipole dipole interaction,1,1,0,2026,2026,P0441,10.1021/acsami.6c02443,A Highly Stretchable Multifunctional Ionic Thermoelectric Gel for Integrated Energy Harvesting and Wearable Sensing,"Herein, sericin is incorporated into an ion-polymer matrix to construct a dual physical-chemical cross-linking network via hydrogen bonding, ion-dipole, and dipole-dipole interactions.",ion-dipole,dipole-dipole interactions
IP_5e9e1e4411a4,iTE,GC_138cbde0a55a::GC_1e4633c244ec,GC_138cbde0a55a,ion dipole,GC_1e4633c244ec,coupling,1,1,0,2023,2023,P1345,10.1039/d2ta09068f,Rarely negative-thermovoltage cellulose ionogel with simultaneously boosted mechanical strength and ionic conductivity via ion-molecular engineering,"Doping Zn2+ induces coordination interactions with cellulose molecules (Zn2+-COO-) through coupling hydrogen bonding and ion-dipole interactions, resulting in a robust CZ ionogel with 15- and 10-times improvement in the elastic modulus and toughness, respectively.",ion-dipole,coupling
IP_80ef4120c572,iTE,GC_138cbde0a55a::GC_2d3def110786,GC_138cbde0a55a,ion dipole,GC_2d3def110786,zn2+,1,1,0,2023,2023,P1345,10.1039/d2ta09068f,Rarely negative-thermovoltage cellulose ionogel with simultaneously boosted mechanical strength and ionic conductivity via ion-molecular engineering,"Doping Zn2+ induces coordination interactions with cellulose molecules (Zn2+-COO-) through coupling hydrogen bonding and ion-dipole interactions, resulting in a robust CZ ionogel with 15- and 10-times improvement in the elastic modulus and toughness, respectively.",ion-dipole,Zn2+
IP_81056813c937,iTE,GC_138cbde0a55a::GC_34a46d75ae27,GC_138cbde0a55a,ion dipole,GC_34a46d75ae27,physical chemical,1,1,0,2026,2026,P0441,10.1021/acsami.6c02443,A Highly Stretchable Multifunctional Ionic Thermoelectric Gel for Integrated Energy Harvesting and Wearable Sensing,"Herein, sericin is incorporated into an ion-polymer matrix to construct a dual physical-chemical cross-linking network via hydrogen bonding, ion-dipole, and dipole-dipole interactions.",ion-dipole,physical-chemical
IP_8ec02c4c46b8,iTE,GC_138cbde0a55a::GC_36c097cac04a,GC_138cbde0a55a,ion dipole,GC_36c097cac04a,self healability,1,1,0,2022,2022,P0457,10.1002/smll.202106937,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,"The self-healability of the IL-based composites originates from dynamic ion-dipole interactions between the IL, the PVDF-HFP, and the FS.",ion-dipole,self-healability
IP_0b7172b38690,iTE,GC_138cbde0a55a::GC_41fbeca3a72c,GC_138cbde0a55a,ion dipole,GC_41fbeca3a72c,abundant noncovalent interaction,1,1,0,2025,2025,P0341,10.1039/d5ta00744e,Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties,"Furthermore, the ionogels exhibit excellent elastic tensile and self-healing properties, even after multiple cut/heal and stretch/release cycles, due to abundant noncovalent interactions, including hydrogen bonding and ion-dipole interactions.",ion-dipole,abundant noncovalent interactions
IP_caffbc7fcb88,iTE,GC_138cbde0a55a::GC_457879447c84,GC_138cbde0a55a,ion dipole,GC_457879447c84,super stretchable,1,1,0,2023,2023,P0772,10.1007/s40843-022-2286-5,An ultra-tough and super-stretchable ionogel with multi functions towards flexible iontronics,"Herein, strong polymer crystallization and weak ion-dipole interaction are combined to prepare an ultra-tough and super-stretchable ionogel.",ion-dipole,super-stretchable
IP_45a17f5beb30,iTE,GC_138cbde0a55a::GC_4df59d56599a,GC_138cbde0a55a,ion dipole,GC_4df59d56599a,ion polymer,1,1,0,2026,2026,P0441,10.1021/acsami.6c02443,A Highly Stretchable Multifunctional Ionic Thermoelectric Gel for Integrated Energy Harvesting and Wearable Sensing,"Herein, sericin is incorporated into an ion-polymer matrix to construct a dual physical-chemical cross-linking network via hydrogen bonding, ion-dipole, and dipole-dipole interactions.",ion-dipole,ion-polymer
IP_14b6e1b5d707,iTE,GC_138cbde0a55a::GC_7b0e5eafe019,GC_138cbde0a55a,ion dipole,GC_7b0e5eafe019,stress induced,1,1,0,2023,2023,P0772,10.1007/s40843-022-2286-5,An ultra-tough and super-stretchable ionogel with multi functions towards flexible iontronics,"The crystalline region can dissipate the energy through the stress-induced disaggregation mechanism in the stretching process and toughen the gel, while the reversible formation and dissociation of the ion-dipole interaction between amorphous polymer chains and ionic liquids can provide elasticity for large strain.",ion-dipole,stress-induced
IP_7b61110420fe,iTE,GC_138cbde0a55a::GC_8c7fc2799e6f,GC_138cbde0a55a,ion dipole,GC_8c7fc2799e6f,cross linking,1,1,0,2026,2026,P0441,10.1021/acsami.6c02443,A Highly Stretchable Multifunctional Ionic Thermoelectric Gel for Integrated Energy Harvesting and Wearable Sensing,"Herein, sericin is incorporated into an ion-polymer matrix to construct a dual physical-chemical cross-linking network via hydrogen bonding, ion-dipole, and dipole-dipole interactions.",ion-dipole,cross-linking
IP_e6adf4d8d46f,iTE,GC_138cbde0a55a::GC_8dc7bc59abdc,GC_138cbde0a55a,ion dipole,GC_8dc7bc59abdc,dual physical chemical cross linking network,1,1,0,2026,2026,P0441,10.1021/acsami.6c02443,A Highly Stretchable Multifunctional Ionic Thermoelectric Gel for Integrated Energy Harvesting and Wearable Sensing,"Herein, sericin is incorporated into an ion-polymer matrix to construct a dual physical-chemical cross-linking network via hydrogen bonding, ion-dipole, and dipole-dipole interactions.",ion-dipole,dual physical-chemical cross-linking network
IP_a888928db13e,iTE,GC_138cbde0a55a::GC_a0f6508eebeb,GC_138cbde0a55a,ion dipole,GC_a0f6508eebeb,self healing property,1,1,0,2025,2025,P0341,10.1039/d5ta00744e,Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties,"Furthermore, the ionogels exhibit excellent elastic tensile and self-healing properties, even after multiple cut/heal and stretch/release cycles, due to abundant noncovalent interactions, including hydrogen bonding and ion-dipole interactions.",ion-dipole,self-healing properties
IP_8d0868e4bb89,iTE,GC_138cbde0a55a::GC_b0fee469486f,GC_138cbde0a55a,ion dipole,GC_b0fee469486f,polymer crystallization,1,1,0,2023,2023,P0772,10.1007/s40843-022-2286-5,An ultra-tough and super-stretchable ionogel with multi functions towards flexible iontronics,"Herein, strong polymer crystallization and weak ion-dipole interaction are combined to prepare an ultra-tough and super-stretchable ionogel.",ion-dipole,polymer crystallization
IP_cecf56552878,iTE,GC_138cbde0a55a::GC_b7630fa6f879,GC_138cbde0a55a,ion dipole,GC_b7630fa6f879,elastic modulus,1,1,0,2023,2023,P1345,10.1039/d2ta09068f,Rarely negative-thermovoltage cellulose ionogel with simultaneously boosted mechanical strength and ionic conductivity via ion-molecular engineering,"Doping Zn2+ induces coordination interactions with cellulose molecules (Zn2+-COO-) through coupling hydrogen bonding and ion-dipole interactions, resulting in a robust CZ ionogel with 15- and 10-times improvement in the elastic modulus and toughness, respectively.",ion-dipole,elastic modulus
IP_01c670a921fd,iTE,GC_138cbde0a55a::GC_c2b1d3333f46,GC_138cbde0a55a,ion dipole,GC_c2b1d3333f46,robust cz ionogel,1,1,0,2023,2023,P1345,10.1039/d2ta09068f,Rarely negative-thermovoltage cellulose ionogel with simultaneously boosted mechanical strength and ionic conductivity via ion-molecular engineering,"Doping Zn2+ induces coordination interactions with cellulose molecules (Zn2+-COO-) through coupling hydrogen bonding and ion-dipole interactions, resulting in a robust CZ ionogel with 15- and 10-times improvement in the elastic modulus and toughness, respectively.",ion-dipole,robust CZ ionogel
IP_b623a4a6d3da,iTE,GC_138cbde0a55a::GC_ccf65ea14aef,GC_138cbde0a55a,ion dipole,GC_ccf65ea14aef,coordination interaction,1,1,0,2023,2023,P1345,10.1039/d2ta09068f,Rarely negative-thermovoltage cellulose ionogel with simultaneously boosted mechanical strength and ionic conductivity via ion-molecular engineering,"Doping Zn2+ induces coordination interactions with cellulose molecules (Zn2+-COO-) through coupling hydrogen bonding and ion-dipole interactions, resulting in a robust CZ ionogel with 15- and 10-times improvement in the elastic modulus and toughness, respectively.",ion-dipole,coordination interactions
IP_b399a4fb53f0,iTE,GC_138cbde0a55a::GC_cdd8fc69b80e,GC_138cbde0a55a,ion dipole,GC_cdd8fc69b80e,giant seebeck coefficient,1,1,0,2019,2019,P0575,10.1002/aenm.201901085,Flexible Quasi-Solid State Ionogels with Remarkable Seebeck Coefficient and High Thermoelectric Properties,The giant Seebeck coefficient is related to the ion-dipole interaction between PVDF-HFP and ionic liquids.,ion-dipole,giant Seebeck coefficient
IP_8bb986503483,iTE,GC_138cbde0a55a::GC_d44210cb4fce,GC_138cbde0a55a,ion dipole,GC_d44210cb4fce,super stretchable ionogel,1,1,0,2023,2023,P0772,10.1007/s40843-022-2286-5,An ultra-tough and super-stretchable ionogel with multi functions towards flexible iontronics,"Herein, strong polymer crystallization and weak ion-dipole interaction are combined to prepare an ultra-tough and super-stretchable ionogel.",ion-dipole,super-stretchable ionogel
IP_af9719adcc6a,iTE,GC_138cbde0a55a::GC_ddad58ad1aa0,GC_138cbde0a55a,ion dipole,GC_ddad58ad1aa0,amorphous polymer,1,1,0,2023,2023,P0772,10.1007/s40843-022-2286-5,An ultra-tough and super-stretchable ionogel with multi functions towards flexible iontronics,"The crystalline region can dissipate the energy through the stress-induced disaggregation mechanism in the stretching process and toughen the gel, while the reversible formation and dissociation of the ion-dipole interaction between amorphous polymer chains and ionic liquids can provide elasticity for large strain.",ion-dipole,amorphous polymer
IP_934dc1402463,iTE,GC_138cbde0a55a::GC_e719b5e01009,GC_138cbde0a55a,ion dipole,GC_e719b5e01009,weak ion dipole interaction,1,1,0,2023,2023,P0772,10.1007/s40843-022-2286-5,An ultra-tough and super-stretchable ionogel with multi functions towards flexible iontronics,"Herein, strong polymer crystallization and weak ion-dipole interaction are combined to prepare an ultra-tough and super-stretchable ionogel.",ion-dipole,weak ion-dipole interaction
IP_b585068d4a98,iTE,GC_138cbde0a55a::GC_ffb583ea6e97,GC_138cbde0a55a,ion dipole,GC_ffb583ea6e97,self healing,1,1,0,2025,2025,P0341,10.1039/d5ta00744e,Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties,"Furthermore, the ionogels exhibit excellent elastic tensile and self-healing properties, even after multiple cut/heal and stretch/release cycles, due to abundant noncovalent interactions, including hydrogen bonding and ion-dipole interactions.",ion-dipole,self-healing
IP_2cc714c7c4eb,iTE,GC_13a0c41aae74::GC_49003675a4af,GC_13a0c41aae74,ppy,GC_49003675a4af,cc@ppy film,1,1,0,2024,2024,P0938,10.1007/s42765-023-00353-w,Ionic Power Generation on a Scalable Cellulose@polypyrrole Membrane: The Role of Water and Thermal Gradients,"Under one sun illumination, the CC@PPy film can produce a sustained voltage output of similar to 0.7 V and a water evaporation rate up to 1.67 kg m(-2) h(-1) when an adequate water supply is available.",PPy,CC@PPy film
IP_e5fb54ffa73c,iTE,GC_13a0c41aae74::GC_dfa78d030588,GC_13a0c41aae74,ppy,GC_dfa78d030588,sustained voltage,1,1,0,2024,2024,P0938,10.1007/s42765-023-00353-w,Ionic Power Generation on a Scalable Cellulose@polypyrrole Membrane: The Role of Water and Thermal Gradients,"Under one sun illumination, the CC@PPy film can produce a sustained voltage output of similar to 0.7 V and a water evaporation rate up to 1.67 kg m(-2) h(-1) when an adequate water supply is available.",PPy,sustained voltage
IP_20784c921d74,iTE,GC_13a0c41aae74::GC_f5b2b50c0510,GC_13a0c41aae74,ppy,GC_f5b2b50c0510,water evaporation rate,1,1,0,2024,2024,P0938,10.1007/s42765-023-00353-w,Ionic Power Generation on a Scalable Cellulose@polypyrrole Membrane: The Role of Water and Thermal Gradients,"Under one sun illumination, the CC@PPy film can produce a sustained voltage output of similar to 0.7 V and a water evaporation rate up to 1.67 kg m(-2) h(-1) when an adequate water supply is available.",PPy,water evaporation rate
IP_5ffc2e1037af,iTE,GC_13b4cafe4dd1::GC_26ce7a0551f0,GC_13b4cafe4dd1,cf3so3-,GC_26ce7a0551f0,ch3so3- anion,1,1,0,2023,2023,P1143,10.1016/j.esci.2023.100169,Anionic entanglement-induced giant thermopower in ionic thermoelectric material Gelatin-CF3SO3K-CH3SO3K,A giant thermopower of 28 mV K-1 was obtained in a quasi-solid-state i-TE Gelatin-CF3SO3K-CH3SO3K gel via entanglement between CF3SO3- and CH3SO3- anions.,CF3SO3-,CH3SO3- anions
IP_d7f2624f97e6,iTE,GC_13b4cafe4dd1::GC_afddd1460fac,GC_13b4cafe4dd1,cf3so3-,GC_afddd1460fac,ch3so3-,1,1,0,2023,2023,P1143,10.1016/j.esci.2023.100169,Anionic entanglement-induced giant thermopower in ionic thermoelectric material Gelatin-CF3SO3K-CH3SO3K,A giant thermopower of 28 mV K-1 was obtained in a quasi-solid-state i-TE Gelatin-CF3SO3K-CH3SO3K gel via entanglement between CF3SO3- and CH3SO3- anions.,CF3SO3-,CH3SO3-
IP_8d491b1317dc,iTE,GC_13b4cafe4dd1::GC_e276644c0e0e,GC_13b4cafe4dd1,cf3so3-,GC_e276644c0e0e,gelatin cf3so3k ch3so3k gel,1,1,0,2023,2023,P1143,10.1016/j.esci.2023.100169,Anionic entanglement-induced giant thermopower in ionic thermoelectric material Gelatin-CF3SO3K-CH3SO3K,A giant thermopower of 28 mV K-1 was obtained in a quasi-solid-state i-TE Gelatin-CF3SO3K-CH3SO3K gel via entanglement between CF3SO3- and CH3SO3- anions.,CF3SO3-,Gelatin-CF3SO3K-CH3SO3K gel
IP_eb6dc30ef6df,iTE,GC_13b4cafe4dd1::GC_e3dc7a9d810c,GC_13b4cafe4dd1,cf3so3-,GC_e3dc7a9d810c,quasi solid state,1,1,0,2023,2023,P1143,10.1016/j.esci.2023.100169,Anionic entanglement-induced giant thermopower in ionic thermoelectric material Gelatin-CF3SO3K-CH3SO3K,A giant thermopower of 28 mV K-1 was obtained in a quasi-solid-state i-TE Gelatin-CF3SO3K-CH3SO3K gel via entanglement between CF3SO3- and CH3SO3- anions.,CF3SO3-,quasi-solid-state
IP_43dc950d9d19,iTE,GC_13dcce25cb57::GC_fcdf995a880d,GC_13dcce25cb57,pedot pss/electrode,GC_fcdf995a880d,long lived,1,1,0,2016,2016,P0656,10.1021/acsmacrolett.6b00054,Electrochemical Effects in Thermoelectric Polymers,"By controlling whether electrochemistry occurs at the PEDOT:PSS/electrode interface, the duration of the ionic Seebeck enhancement can be controlled, and a material can be designed with long-lived ionic Seebeck enhancements.",PEDOT:PSS/electrode,long-lived
IP_e113f0209939,iTE,GC_14298daab4bf::GC_1ebccd90c2bc,GC_14298daab4bf,kcl,GC_1ebccd90c2bc,kbr,1,1,0,2022,2022,P0578,10.1021/acs.jpclett.2c00845,Role of Ions in Hydrogels with an Ionic Seebeck Coefficient of 52.9 mV K-1,"This study highlights the role of ions in i-TE hydrogels employing a poly(vinyl alcohol) (PVA) polymer matrix and a number of ion providers, e.g., KOH, KNO3, KCl, KBr, NaI, KI, and CsI.",KCl,KBr
IP_8742ec1a5e4a,iTE,GC_14298daab4bf::GC_353f66cb3427,GC_14298daab4bf,kcl,GC_353f66cb3427,cmts/kcl/gelatin composite,1,1,0,2024,2024,P1251,10.1039/d3ra08471j,Flexible thermoelectric CMTs/KCl/gelatin composite for a wearable pressure and temperature sensor,"Design of a CMTs/KCl/gelatin composite by a facile dissolution process using gelatin, CMTs and KCl for a wearable pressure and temperature sensor.",KCl,CMTs/KCl/gelatin composite
