audit_order,candidate_id,evidence_tier,evidence_tier_order,evidence_tier_reason,strict_syntax_supported_side,ite_side_evidence_level,tg_side_evidence_level,evidence_floor,evidence_ceiling,evidence_grade,evidence_grade_order,shared_global_concept_id,shared_label,shared_category,shared_node_focus_eligible,other_endpoints_focus_eligible,focus_eligible,shared_ite_document_frequency,shared_tg_document_frequency,shared_ite_incident_pair_degree,shared_tg_incident_pair_degree,ite_pair_id,ite_pair_key,ite_pair_label,ite_other_global_concept_id,ite_other_label,ite_other_category,ite_pair_paper_count,ite_pair_sentence_count,ite_pair_strict_syntax_relation_paper_count,ite_pair_human_confirmed_relation_paper_count,ite_strict_relation_ids,ite_human_confirmed_relation_ids,ite_authoritative_provenance_fk,tg_pair_id,tg_pair_key,tg_pair_label,tg_other_global_concept_id,tg_other_label,tg_other_category,tg_pair_paper_count,tg_pair_sentence_count,tg_pair_strict_syntax_relation_paper_count,tg_pair_human_confirmed_relation_paper_count,tg_strict_relation_ids,tg_human_confirmed_relation_ids,tg_authoritative_provenance_fk,closure_group_id,cross_endpoint_pair_key,cross_endpoint_pair,cross_endpoint_status_in_iTE,cross_endpoint_status_in_TG,human_relation_review_status,cross_paper_compatibility_status,cross_endpoint_evaluation_status,novelty_status,novelty_claim_allowed,scientific_claim_status,candidate_interpretation,minimum_relation_support,total_relation_support,minimum_human_confirmed_relation_support,total_human_confirmed_relation_support,minimum_pair_paper_count,sum_pair_paper_count,minimum_pair_sentence_count,sum_pair_sentence_count,shared_minimum_document_frequency,closure_path_count,shared_candidate_path_count,within_shared_node_support_rank,within_shared_node_tier_support_rank,focus_within_shared_node_support_rank,focus_within_shared_node_tier_support_rank
7805,TC_434b9094f8c6,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_4200ef7e0e1a,GC_21faa67da1fd::GC_586cb774ec1c,conversion + additional voltage difference,GC_586cb774ec1c,additional voltage difference,mechanism_or_process,1,1,0,0,,,IP_4200ef7e0e1a,TP_a3fa3d7fd3ea,GC_118af0040619::GC_21faa67da1fd,thermopower + conversion,GC_118af0040619,thermopower,outcome_or_property,1,1,0,0,,,TP_a3fa3d7fd3ea,CL_b9078f2facb3,GC_118af0040619::GC_586cb774ec1c,additional voltage difference + thermopower,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,2,1267,449,449,200,200
7806,TC_7bbda8ca72ba,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_4200ef7e0e1a,GC_21faa67da1fd::GC_586cb774ec1c,conversion + additional voltage difference,GC_586cb774ec1c,additional voltage difference,mechanism_or_process,1,1,0,0,,,IP_4200ef7e0e1a,TP_a9f9e5d14284,GC_21faa67da1fd::GC_40e44ffa83f1,conversion + heat induced temperature difference,GC_40e44ffa83f1,heat induced temperature difference,mechanism_or_process,1,1,0,0,,,TP_a9f9e5d14284,CL_9e8f76e43583,GC_40e44ffa83f1::GC_586cb774ec1c,additional voltage difference + heat induced temperature difference,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,450,450,201,201
7807,TC_9695a8e843eb,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_4200ef7e0e1a,GC_21faa67da1fd::GC_586cb774ec1c,conversion + additional voltage difference,GC_586cb774ec1c,additional voltage difference,mechanism_or_process,1,1,0,0,,,IP_4200ef7e0e1a,TP_c36cae6a17c2,GC_21faa67da1fd::GC_e7a1ae5c78a8,conversion + single cell,GC_e7a1ae5c78a8,single cell,device_or_context,1,1,0,0,,,TP_c36cae6a17c2,CL_54f4a89602e5,GC_586cb774ec1c::GC_e7a1ae5c78a8,additional voltage difference + single cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,451,451,,
7808,TC_a31dbc4fb9ec,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_4200ef7e0e1a,GC_21faa67da1fd::GC_586cb774ec1c,conversion + additional voltage difference,GC_586cb774ec1c,additional voltage difference,mechanism_or_process,1,1,0,0,,,IP_4200ef7e0e1a,TP_c79bd258761a,GC_21faa67da1fd::GC_898118d18a47,conversion + environmentally friendly power,GC_898118d18a47,environmentally friendly power,outcome_or_property,1,1,0,0,,,TP_c79bd258761a,CL_3886be1b6627,GC_586cb774ec1c::GC_898118d18a47,additional voltage difference + environmentally friendly power,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,452,452,202,202
7809,TC_7c509056cecf,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_4200ef7e0e1a,GC_21faa67da1fd::GC_586cb774ec1c,conversion + additional voltage difference,GC_586cb774ec1c,additional voltage difference,mechanism_or_process,1,1,0,0,,,IP_4200ef7e0e1a,TP_cc54634a7958,GC_21faa67da1fd::GC_6466380ecaf4,conversion + sub saharan,GC_6466380ecaf4,sub saharan,untyped_extractive_keyword,1,1,0,0,,,TP_cc54634a7958,CL_7c01849dce4b,GC_586cb774ec1c::GC_6466380ecaf4,additional voltage difference + sub saharan,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,453,453,,
7810,TC_c61c2657d803,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_4200ef7e0e1a,GC_21faa67da1fd::GC_586cb774ec1c,conversion + additional voltage difference,GC_586cb774ec1c,additional voltage difference,mechanism_or_process,1,1,0,0,,,IP_4200ef7e0e1a,TP_cda5a6969ccd,GC_21faa67da1fd::GC_454c816a133a,conversion + conventional aqueous electrolyte,GC_454c816a133a,conventional aqueous electrolyte,material_or_structure,1,1,0,0,,,TP_cda5a6969ccd,CL_6bf05a190189,GC_454c816a133a::GC_586cb774ec1c,additional voltage difference + conventional aqueous electrolyte,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,454,454,203,203
7811,TC_c252b312e6c0,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_4200ef7e0e1a,GC_21faa67da1fd::GC_586cb774ec1c,conversion + additional voltage difference,GC_586cb774ec1c,additional voltage difference,mechanism_or_process,1,1,0,0,,,IP_4200ef7e0e1a,TP_e21c619588a6,GC_21faa67da1fd::GC_b9685da817f9,conversion + utilization rate,GC_b9685da817f9,utilization rate,outcome_or_property,1,1,0,0,,,TP_e21c619588a6,CL_ee3afa1aeb91,GC_586cb774ec1c::GC_b9685da817f9,additional voltage difference + utilization rate,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,455,455,204,204
7812,TC_6e6f184e4c2f,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_4200ef7e0e1a,GC_21faa67da1fd::GC_586cb774ec1c,conversion + additional voltage difference,GC_586cb774ec1c,additional voltage difference,mechanism_or_process,1,1,0,0,,,IP_4200ef7e0e1a,TP_e497fea1a5b6,GC_21faa67da1fd::GC_90fc79ec4aa9,conversion + series stacking,GC_90fc79ec4aa9,series stacking,untyped_extractive_keyword,1,1,0,0,,,TP_e497fea1a5b6,CL_03fa1b3c78ed,GC_586cb774ec1c::GC_90fc79ec4aa9,additional voltage difference + series stacking,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,456,456,,
7813,TC_3da29b17d6bd,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_4200ef7e0e1a,GC_21faa67da1fd::GC_586cb774ec1c,conversion + additional voltage difference,GC_586cb774ec1c,additional voltage difference,mechanism_or_process,1,1,0,0,,,IP_4200ef7e0e1a,TP_f14be13a5f43,GC_09a8f01bf0be::GC_21faa67da1fd,sltgs + conversion,GC_09a8f01bf0be,sltgs,literal_formula,1,1,0,0,,,TP_f14be13a5f43,CL_c718849cd780,GC_09a8f01bf0be::GC_586cb774ec1c,additional voltage difference + sltgs,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,457,457,205,205
7814,TC_214cdb6aecea,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_4200ef7e0e1a,GC_21faa67da1fd::GC_586cb774ec1c,conversion + additional voltage difference,GC_586cb774ec1c,additional voltage difference,mechanism_or_process,1,1,0,0,,,IP_4200ef7e0e1a,TP_fcd5acbf373a,GC_21faa67da1fd::GC_6210b1a22324,conversion + reduced graphene oxide,GC_6210b1a22324,reduced graphene oxide,material_or_structure,1,1,0,0,,,TP_fcd5acbf373a,CL_df64f8036080,GC_586cb774ec1c::GC_6210b1a22324,additional voltage difference + reduced graphene oxide,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,458,458,206,206
7815,TC_87e6017c19b0,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_4200ef7e0e1a,GC_21faa67da1fd::GC_586cb774ec1c,conversion + additional voltage difference,GC_586cb774ec1c,additional voltage difference,mechanism_or_process,1,1,0,0,,,IP_4200ef7e0e1a,TP_fddad7aa4159,GC_21faa67da1fd::GC_4a92e5f4fe38,conversion + hydrogel,GC_4a92e5f4fe38,hydrogel,material_or_structure,1,1,0,0,,,TP_fddad7aa4159,CL_4d232d373306,GC_4a92e5f4fe38::GC_586cb774ec1c,additional voltage difference + hydrogel,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,3,1267,459,459,207,207
7816,TC_773b244c2ec4,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_51dea0e2c0f0,GC_21faa67da1fd::GC_a0f6508eebeb,conversion + self healing property,GC_a0f6508eebeb,self healing property,outcome_or_property,1,1,0,0,,,IP_51dea0e2c0f0,TP_09e4ff706edf,GC_09c84fb5d355::GC_21faa67da1fd,maximum power + conversion,GC_09c84fb5d355,maximum power,outcome_or_property,1,1,0,0,,,TP_09e4ff706edf,CL_943599949d0e,GC_09c84fb5d355::GC_a0f6508eebeb,self healing property + maximum power,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,460,460,208,208
7817,TC_96839b1dfe50,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_51dea0e2c0f0,GC_21faa67da1fd::GC_a0f6508eebeb,conversion + self healing property,GC_a0f6508eebeb,self healing property,outcome_or_property,1,1,0,0,,,IP_51dea0e2c0f0,TP_1782e46fcb4b,GC_21faa67da1fd::GC_937877bfc52b,conversion + cell electrode,GC_937877bfc52b,cell electrode,material_or_structure,1,1,0,0,,,TP_1782e46fcb4b,CL_42f81f98a325,GC_937877bfc52b::GC_a0f6508eebeb,self healing property + cell electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,461,461,209,209
7818,TC_04c5f5bbff9b,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_51dea0e2c0f0,GC_21faa67da1fd::GC_a0f6508eebeb,conversion + self healing property,GC_a0f6508eebeb,self healing property,outcome_or_property,1,1,0,0,,,IP_51dea0e2c0f0,TP_1e98e4f86a90,GC_21faa67da1fd::GC_ab850e819722,conversion + utilize redox couple ion,GC_ab850e819722,utilize redox couple ion,material_or_structure,1,1,0,0,,,TP_1e98e4f86a90,CL_0a74494f07c6,GC_a0f6508eebeb::GC_ab850e819722,self healing property + utilize redox couple ion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,462,462,210,210
7819,TC_4f88630d1f48,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_51dea0e2c0f0,GC_21faa67da1fd::GC_a0f6508eebeb,conversion + self healing property,GC_a0f6508eebeb,self healing property,outcome_or_property,1,1,0,0,,,IP_51dea0e2c0f0,TP_223c396dce0b,GC_21faa67da1fd::GC_6f0f083fb15f,conversion + maximum power density,GC_6f0f083fb15f,maximum power density,outcome_or_property,1,1,0,0,,,TP_223c396dce0b,CL_b2e908b1250d,GC_6f0f083fb15f::GC_a0f6508eebeb,self healing property + maximum power density,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,463,463,211,211
7820,TC_9ae0f4f1536e,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_51dea0e2c0f0,GC_21faa67da1fd::GC_a0f6508eebeb,conversion + self healing property,GC_a0f6508eebeb,self healing property,outcome_or_property,1,1,0,0,,,IP_51dea0e2c0f0,TP_24860da43400,GC_21faa67da1fd::GC_dad97d797387,conversion + redox reaction,GC_dad97d797387,redox reaction,mechanism_or_process,1,1,0,0,,,TP_24860da43400,CL_2e44c04a6e16,GC_a0f6508eebeb::GC_dad97d797387,self healing property + redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,2,1267,464,464,212,212
7821,TC_537f8096cd6d,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_51dea0e2c0f0,GC_21faa67da1fd::GC_a0f6508eebeb,conversion + self healing property,GC_a0f6508eebeb,self healing property,outcome_or_property,1,1,0,0,,,IP_51dea0e2c0f0,TP_2ed003920f6e,GC_21faa67da1fd::GC_bf5a88bb8a31,conversion + photo thermal electric,GC_bf5a88bb8a31,photo thermal electric,untyped_extractive_keyword,1,1,0,0,,,TP_2ed003920f6e,CL_1a8584fecd40,GC_a0f6508eebeb::GC_bf5a88bb8a31,self healing property + photo thermal electric,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,465,465,,
7822,TC_162e3a66ba6f,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_51dea0e2c0f0,GC_21faa67da1fd::GC_a0f6508eebeb,conversion + self healing property,GC_a0f6508eebeb,self healing property,outcome_or_property,1,1,0,0,,,IP_51dea0e2c0f0,TP_3261cda2193e,GC_21faa67da1fd::GC_7fd8c2696d32,conversion + solvation,GC_7fd8c2696d32,solvation,mechanism_or_process,1,1,0,0,,,TP_3261cda2193e,CL_3f8d02d5d0c7,GC_7fd8c2696d32::GC_a0f6508eebeb,self healing property + solvation,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,466,466,213,213
7823,TC_0c5f4eb88b74,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_51dea0e2c0f0,GC_21faa67da1fd::GC_a0f6508eebeb,conversion + self healing property,GC_a0f6508eebeb,self healing property,outcome_or_property,1,1,0,0,,,IP_51dea0e2c0f0,TP_3c333f1c632d,GC_21faa67da1fd::GC_3ea8786de366,conversion + thermogalvanic cell,GC_3ea8786de366,thermogalvanic cell,device_or_context,3,3,0,0,,,TP_3c333f1c632d,CL_daeb39064a5f,GC_3ea8786de366::GC_a0f6508eebeb,self healing property + thermogalvanic cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,4,1,4,20,3,1267,53,53,,
7824,TC_a7ed0f3bedad,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_51dea0e2c0f0,GC_21faa67da1fd::GC_a0f6508eebeb,conversion + self healing property,GC_a0f6508eebeb,self healing property,outcome_or_property,1,1,0,0,,,IP_51dea0e2c0f0,TP_3de30c8a3b7e,GC_21faa67da1fd::GC_4937afb10b20,conversion + conversion efficiency,GC_4937afb10b20,conversion efficiency,outcome_or_property,6,8,0,0,,,TP_3de30c8a3b7e,CL_9f3c26afda26,GC_4937afb10b20::GC_a0f6508eebeb,self healing property + conversion efficiency,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,7,1,9,20,1,1267,13,13,8,8
7825,TC_10a48bfda0a4,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_51dea0e2c0f0,GC_21faa67da1fd::GC_a0f6508eebeb,conversion + self healing property,GC_a0f6508eebeb,self healing property,outcome_or_property,1,1,0,0,,,IP_51dea0e2c0f0,TP_4164e96a9bda,GC_138545480ba1::GC_21faa67da1fd,thermo electrochemical + conversion,GC_138545480ba1,thermo electrochemical,untyped_extractive_keyword,1,1,0,0,,,TP_4164e96a9bda,CL_a1fb14ae8f71,GC_138545480ba1::GC_a0f6508eebeb,self healing property + thermo electrochemical,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,2,1267,467,467,,
7826,TC_4e9f847f062b,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_51dea0e2c0f0,GC_21faa67da1fd::GC_a0f6508eebeb,conversion + self healing property,GC_a0f6508eebeb,self healing property,outcome_or_property,1,1,0,0,,,IP_51dea0e2c0f0,TP_6652881d2ca0,GC_21faa67da1fd::GC_336acebc8a53,conversion + concentrated solar thermoelectric generator,GC_336acebc8a53,concentrated solar thermoelectric generator,device_or_context,1,1,0,0,,,TP_6652881d2ca0,CL_f894fd31b006,GC_336acebc8a53::GC_a0f6508eebeb,self healing property + concentrated solar thermoelectric generator,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,468,468,,
7827,TC_12b8e9c5da06,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_51dea0e2c0f0,GC_21faa67da1fd::GC_a0f6508eebeb,conversion + self healing property,GC_a0f6508eebeb,self healing property,outcome_or_property,1,1,0,0,,,IP_51dea0e2c0f0,TP_6a1593fc8d75,GC_21faa67da1fd::GC_ab7d7b248944,conversion + flexible thermogalvanic cell,GC_ab7d7b248944,flexible thermogalvanic cell,device_or_context,1,1,0,0,,,TP_6a1593fc8d75,CL_bc6c3bf1bd78,GC_a0f6508eebeb::GC_ab7d7b248944,self healing property + flexible thermogalvanic cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,469,469,,
7828,TC_66113b9bedd5,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,True,True,25,20,41,31,IP_51dea0e2c0f0,GC_21faa67da1fd::GC_a0f6508eebeb,conversion + self healing property,GC_a0f6508eebeb,self healing property,outcome_or_property,1,1,0,0,,,IP_51dea0e2c0f0,TP_7f5efc58addf,GC_21faa67da1fd::GC_55c4816f4855,conversion + liquid electrolyte,GC_55c4816f4855,liquid electrolyte,material_or_structure,1,1,0,0,,,TP_7f5efc58addf,CL_3b05b6bf3093,GC_55c4816f4855::GC_a0f6508eebeb,self healing property + liquid electrolyte,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,470,470,214,214
7829,TC_70ff58322c72,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_51dea0e2c0f0,GC_21faa67da1fd::GC_a0f6508eebeb,conversion + self healing property,GC_a0f6508eebeb,self healing property,outcome_or_property,1,1,0,0,,,IP_51dea0e2c0f0,TP_85b32dc8f0ac,GC_21faa67da1fd::GC_6ddbab97dd49,conversion + solid state,GC_6ddbab97dd49,solid state,untyped_extractive_keyword,1,1,0,0,,,TP_85b32dc8f0ac,CL_5b7c3b35262a,GC_6ddbab97dd49::GC_a0f6508eebeb,self healing property + solid state,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,471,471,,
7830,TC_c9e724685413,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_51dea0e2c0f0,GC_21faa67da1fd::GC_a0f6508eebeb,conversion + self healing property,GC_a0f6508eebeb,self healing property,outcome_or_property,1,1,0,0,,,IP_51dea0e2c0f0,TP_881149011264,GC_21faa67da1fd::GC_30808d38707c,conversion + thermoelectrochemical cell,GC_30808d38707c,thermoelectrochemical cell,device_or_context,1,1,0,0,,,TP_881149011264,CL_6942eae14724,GC_30808d38707c::GC_a0f6508eebeb,self healing property + thermoelectrochemical cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,472,472,,
