pair_id,analysis_layer,pair_key,left_global_concept_id,left_label,right_global_concept_id,right_label,paper_count,sentence_count,strict_syntax_relation_paper_count,first_year,last_year,supporting_paper_ids,supporting_dois,supporting_titles,example_evidence_sentence,example_left_surface,example_right_surface
TP_cb6a3d900ffd,TG,GC_010f0f46a3cf::GC_c65198ffc187,GC_010f0f46a3cf,copper deposition rate,GC_c65198ffc187,corrosion reaction,1,1,0,1993,1993,P0148,10.1149/1.2220980,THERMOGALVANIC BEHAVIOR OF ACIDIC CU-2+/CU SYSTEM INDUCED BY LASER IRRADIATION,"The rather peculiar decay of the copper deposition rate at high incident laser power densities can be interpreted to be owing to three competitive processes involved in the electroless copper deposition: (i) a thermogalvanic deposition process, which is the predominant one at the lower incident laser power densities condition, (ii) a copper dissolution process due to the corrosion reaction, Cu + Cu+2 --> 2Cu+, which is predominant at high incident laser power densities, (iii) incomplete consecutive discharge reduction process due to the loss of cuprous ions by violent microstirring under high laser power density irradiation condition.",copper deposition rate,corrosion reaction
TP_e3c9c4a57695,TG,GC_0125d2b7b2a2::GC_d07d4f194aaf,GC_0125d2b7b2a2,tailor thermoelectric property,GC_d07d4f194aaf,polyelectrolyte redox interaction,1,1,0,2026,2026,P0085,10.1002/adfm.76685,Polymer-Redox Interactions Enhance Ferro/Ferricyanide Thermogalvanic Cells,This study not only demonstrates a simple and low-cost route to enhance TGC performance but also provides new fundamental insight into how polyelectrolyte-redox interactions in solution can be exploited to tailor thermoelectric properties.,tailor thermoelectric properties,polyelectrolyte-redox interactions
TP_a53e225900e5,TG,GC_012c2d26e9ac::GC_1db0c6881d49,GC_012c2d26e9ac,physical mass transport,GC_1db0c6881d49,electron transfer,1,1,0,2019,2019,P0107,10.1016/j.elecom.2019.03.007,Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells,"However, the kinetics of electron transfer and physical mass transport of the redox couples are known limitations.",physical mass transport,electron transfer
TP_2b8b506f303e,TG,GC_012c2d26e9ac::GC_b5a2446cb394,GC_012c2d26e9ac,physical mass transport,GC_b5a2446cb394,kinetics,1,1,0,2019,2019,P0107,10.1016/j.elecom.2019.03.007,Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells,"However, the kinetics of electron transfer and physical mass transport of the redox couples are known limitations.",physical mass transport,kinetics
TP_09c902c8d68c,TG,GC_0144f4ef4c60::GC_d7e4ea27d643,GC_0144f4ef4c60,excessive swelling,GC_d7e4ea27d643,quasi solid,1,1,0,2026,2026,P1614,10.1002/smll.73890,Highly Stable Quasi-Solid Thermocells for Continuous Power Generation Across a Broad Humidity Range,"Ionic hydrogel-based quasi-solid (IH-QS) thermocells are promising for low-grade heat harvesting, but suffer from humidity-induced instability (i.e., severe dehydration at low humidity and excessive swelling at high humidity), degrading their mechanical and thermoelectric performances.",excessive swelling,quasi-solid
TP_41eec2e0e10c,TG,GC_0144f4ef4c60::GC_f547557a7dd4,GC_0144f4ef4c60,excessive swelling,GC_f547557a7dd4,humidity induced,1,1,0,2026,2026,P1614,10.1002/smll.73890,Highly Stable Quasi-Solid Thermocells for Continuous Power Generation Across a Broad Humidity Range,"Ionic hydrogel-based quasi-solid (IH-QS) thermocells are promising for low-grade heat harvesting, but suffer from humidity-induced instability (i.e., severe dehydration at low humidity and excessive swelling at high humidity), degrading their mechanical and thermoelectric performances.",excessive swelling,humidity-induced
TP_8560d6e7e7fd,TG,GC_0168e7a8433f::GC_cab49a98fcc5,GC_0168e7a8433f,simulated electrode,GC_cab49a98fcc5,measured electrode,1,1,0,2023,2023,P0088,10.1016/j.ijthermalsci.2023.108430,Experimental and simulated thermal resistance of thermogalvanic cells with triply periodic minimal surface structures,This means that the measured electrode temperatures were overestimated since the warmer fluid was always present at the top while the simulated electrode temperature was calculated by taking the mean temperature of the electrode.,simulated electrode,measured electrode
TP_cf971f2f3b8b,TG,GC_019eaeb6777e::GC_118af0040619,GC_019eaeb6777e,additional electrolyte concentration gradient,GC_118af0040619,thermopower,1,1,0,2025,2025,P0010,10.1002/adfm.202503541,Water Evaporation-Enhanced Thermogalvanic Cell for Waste Steam Utilizing,"When waste steam of 323 K is used as the heat source, the thermopower can be enhanced from traditional value (1.39 mV K-1) to 3.25 mV K-1 because of the additional electrolyte concentration gradient.",additional electrolyte concentration gradient,thermopower
TP_e529aee76e09,TG,GC_019eaeb6777e::GC_272c5462cbf3,GC_019eaeb6777e,additional electrolyte concentration gradient,GC_272c5462cbf3,additional electrolyte,1,1,0,2025,2025,P0010,10.1002/adfm.202503541,Water Evaporation-Enhanced Thermogalvanic Cell for Waste Steam Utilizing,"When waste steam of 323 K is used as the heat source, the thermopower can be enhanced from traditional value (1.39 mV K-1) to 3.25 mV K-1 because of the additional electrolyte concentration gradient.",additional electrolyte concentration gradient,additional electrolyte
TP_ecc7185f33b8,TG,GC_01c02fb28b31::GC_1db0c6881d49,GC_01c02fb28b31,polymer electrode,GC_1db0c6881d49,electron transfer,1,1,0,2018,2018,P0293,10.1073/pnas.1806087115,Bulk electronic transport impacts on electron transfer at conducting polymer electrode-electrolyte interfaces,We attribute this to a percolation-based charge transport within the polymer electrode directly involved in the electron transfer.,polymer electrode,electron transfer
TP_d31bea38d688,TG,GC_01c02fb28b31::GC_c193d91329df,GC_01c02fb28b31,polymer electrode,GC_c193d91329df,charge transport,1,1,0,2018,2018,P0293,10.1073/pnas.1806087115,Bulk electronic transport impacts on electron transfer at conducting polymer electrode-electrolyte interfaces,We attribute this to a percolation-based charge transport within the polymer electrode directly involved in the electron transfer.,polymer electrode,charge transport
TP_5ee8ac3ea830,TG,GC_01c02fb28b31::GC_c21beccead48,GC_01c02fb28b31,polymer electrode,GC_c21beccead48,conductivity,1,1,0,2018,2018,P0293,10.1073/pnas.1806087115,Bulk electronic transport impacts on electron transfer at conducting polymer electrode-electrolyte interfaces,The power generated by the cell increased by four orders of magnitude on changing the morphology and conductivity of the polymer electrode.,polymer electrode,conductivity
TP_3badf9c56b85,TG,GC_01e53584da76::GC_0d26c42940f8,GC_01e53584da76,temperature coefficient,GC_0d26c42940f8,ferro/ferricyanide electrolyte,1,1,0,2024,2024,P0280,10.1016/j.elecom.2024.107750,Evaluation of in-plane architecture in a thermo-electrochemical cell with nanostructured and porous Sb:SnO2 electrodes,"It was found that the planar TEC with Sb:SnO2 reached a temperature coefficient of 1.76 mV/K, higher than the value obtained in the standard configuration with Sb:SnO2 (1.21 mV/K), and also higher than the planar architecture with Pt electrodes, which showed the typical value for the ferro/ferricyanide electrolyte (1.45 mV/K).",temperature coefficient,ferro/ferricyanide electrolyte
TP_5f0a2a6539c4,TG,GC_01e53584da76::GC_1adac32067e9,GC_01e53584da76,temperature coefficient,GC_1adac32067e9,n type redox pair,1,1,0,2022,2022,P0282,10.1016/j.mtener.2022.101032,"Thermocells-enabled low-grade heat harvesting: challenge, progress, and prospects","Subsequently, this paper analyzes the thermodynamics, kinetics, and bottlenecks of TECs and identifies several potential p-type and n-type redox pairs with high absolute value of temperature coefficient (dE(0)/dT) and low absolute value of electrode potential (E-0) for high-performance TECs.",temperature coefficient,n-type redox pairs
TP_dda2cf7879c7,TG,GC_01e53584da76::GC_3c75aba61b11,GC_01e53584da76,temperature coefficient,GC_3c75aba61b11,cu electrode,1,1,0,2025,2025,P0022,10.1021/acsami.5c03375,An N-Type Thermogalvanic Cell with a High Temperature Coefficient Based on the Cu/Cu(en)2 2+ Redox Couple,"The electrochemical reaction involving the Cu electrode, ethylenediamine (en), and their chelated compound Cu(en)2 2+ exhibits a significant reaction entropy change, resulting in an enhanced temperature coefficient (alpha).",temperature coefficient,Cu electrode
TP_917584b2a8db,TG,GC_01e53584da76::GC_480b58414346,GC_01e53584da76,temperature coefficient,GC_480b58414346,electrochemical reaction,1,1,0,2025,2025,P0022,10.1021/acsami.5c03375,An N-Type Thermogalvanic Cell with a High Temperature Coefficient Based on the Cu/Cu(en)2 2+ Redox Couple,"The electrochemical reaction involving the Cu electrode, ethylenediamine (en), and their chelated compound Cu(en)2 2+ exhibits a significant reaction entropy change, resulting in an enhanced temperature coefficient (alpha).",temperature coefficient,electrochemical reaction
TP_c8b0ccb60f16,TG,GC_01e53584da76::GC_486f7093a176,GC_01e53584da76,temperature coefficient,GC_486f7093a176,sb sno2,1,1,0,2024,2024,P0280,10.1016/j.elecom.2024.107750,Evaluation of in-plane architecture in a thermo-electrochemical cell with nanostructured and porous Sb:SnO2 electrodes,"It was found that the planar TEC with Sb:SnO2 reached a temperature coefficient of 1.76 mV/K, higher than the value obtained in the standard configuration with Sb:SnO2 (1.21 mV/K), and also higher than the planar architecture with Pt electrodes, which showed the typical value for the ferro/ferricyanide electrolyte (1.45 mV/K).",temperature coefficient,Sb:SnO2
TP_da0f513e39f4,TG,GC_01e53584da76::GC_7fd8c2696d32,GC_01e53584da76,temperature coefficient,GC_7fd8c2696d32,solvation,1,1,0,2025,2025,P0018,10.1016/j.nanoen.2024.110515,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,"With ethanol as a regulator to the concentration gradient and solvation structure, the temperature coefficient of [Fe(CN)6]3-/4- can be enhanced from- 1.39 to- 4.32 mV K- 1 , leading to a five-fold increase in thermoelectric power and efficiency.",temperature coefficient,solvation
TP_2c55bcc25cc8,TG,GC_01e53584da76::GC_8a5af3b977fb,GC_01e53584da76,temperature coefficient,GC_8a5af3b977fb,pt electrode,1,1,0,2024,2024,P0280,10.1016/j.elecom.2024.107750,Evaluation of in-plane architecture in a thermo-electrochemical cell with nanostructured and porous Sb:SnO2 electrodes,"It was found that the planar TEC with Sb:SnO2 reached a temperature coefficient of 1.76 mV/K, higher than the value obtained in the standard configuration with Sb:SnO2 (1.21 mV/K), and also higher than the planar architecture with Pt electrodes, which showed the typical value for the ferro/ferricyanide electrolyte (1.45 mV/K).",temperature coefficient,Pt electrodes
TP_0b2c655aae4c,TG,GC_01e53584da76::GC_acbd5476033e,GC_01e53584da76,temperature coefficient,GC_acbd5476033e,reaction entropy,1,1,0,2025,2025,P0022,10.1021/acsami.5c03375,An N-Type Thermogalvanic Cell with a High Temperature Coefficient Based on the Cu/Cu(en)2 2+ Redox Couple,"The electrochemical reaction involving the Cu electrode, ethylenediamine (en), and their chelated compound Cu(en)2 2+ exhibits a significant reaction entropy change, resulting in an enhanced temperature coefficient (alpha).",temperature coefficient,reaction entropy
TP_c46803772b90,TG,GC_01e53584da76::GC_b5a2446cb394,GC_01e53584da76,temperature coefficient,GC_b5a2446cb394,kinetics,1,1,0,2022,2022,P0282,10.1016/j.mtener.2022.101032,"Thermocells-enabled low-grade heat harvesting: challenge, progress, and prospects","Subsequently, this paper analyzes the thermodynamics, kinetics, and bottlenecks of TECs and identifies several potential p-type and n-type redox pairs with high absolute value of temperature coefficient (dE(0)/dT) and low absolute value of electrode potential (E-0) for high-performance TECs.",temperature coefficient,kinetics
TP_eb7d0f7a8987,TG,GC_01e53584da76::GC_c6f96235805f,GC_01e53584da76,temperature coefficient,GC_c6f96235805f,tecs,1,1,0,2022,2022,P0282,10.1016/j.mtener.2022.101032,"Thermocells-enabled low-grade heat harvesting: challenge, progress, and prospects","Subsequently, this paper analyzes the thermodynamics, kinetics, and bottlenecks of TECs and identifies several potential p-type and n-type redox pairs with high absolute value of temperature coefficient (dE(0)/dT) and low absolute value of electrode potential (E-0) for high-performance TECs.",temperature coefficient,TECs
TP_401d0fca88c7,TG,GC_01e53584da76::GC_cf402379d512,GC_01e53584da76,temperature coefficient,GC_cf402379d512,concentration gradient,1,1,0,2025,2025,P0018,10.1016/j.nanoen.2024.110515,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,"With ethanol as a regulator to the concentration gradient and solvation structure, the temperature coefficient of [Fe(CN)6]3-/4- can be enhanced from- 1.39 to- 4.32 mV K- 1 , leading to a five-fold increase in thermoelectric power and efficiency.",temperature coefficient,concentration gradient
TP_58018094a2bd,TG,GC_01e53584da76::GC_daadfd6b705e,GC_01e53584da76,temperature coefficient,GC_daadfd6b705e,thermoelectric power,1,1,0,2025,2025,P0018,10.1016/j.nanoen.2024.110515,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,"With ethanol as a regulator to the concentration gradient and solvation structure, the temperature coefficient of [Fe(CN)6]3-/4- can be enhanced from- 1.39 to- 4.32 mV K- 1 , leading to a five-fold increase in thermoelectric power and efficiency.",temperature coefficient,thermoelectric power
TP_9824b36c45bd,TG,GC_01e53584da76::GC_f8594c410875,GC_01e53584da76,temperature coefficient,GC_f8594c410875,power density,1,1,0,2025,2025,P0018,10.1016/j.nanoen.2024.110515,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,"In particular, SA-LTC performs better at lower temperatures, at which it achieved a record-high temperature coefficient of- 5.26 mV K- 1 and a power density of 2.17 mW m- 2 K- 2 at 10-20 degrees C.",temperature coefficient,power density
TP_cb0a8e05227c,TG,GC_02010c234a8a::GC_4a92e5f4fe38,GC_02010c234a8a,eco friendliness,GC_4a92e5f4fe38,hydrogel,1,1,0,2023,2023,P0193,10.1039/d2ta09385e,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,"The employment of hydrogel electrolytes allows for the facile fabrication of flexible quasi-solid-state TECs with low health hazard, easy scalability and eco-friendliness.",eco-friendliness,hydrogel
TP_5c747e8bd4dd,TG,GC_02010c234a8a::GC_c6f96235805f,GC_02010c234a8a,eco friendliness,GC_c6f96235805f,tecs,1,1,0,2023,2023,P0193,10.1039/d2ta09385e,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,"The employment of hydrogel electrolytes allows for the facile fabrication of flexible quasi-solid-state TECs with low health hazard, easy scalability and eco-friendliness.",eco-friendliness,TECs
TP_c15c772876c7,TG,GC_02010c234a8a::GC_e3dc7a9d810c,GC_02010c234a8a,eco friendliness,GC_e3dc7a9d810c,quasi solid state,1,1,0,2023,2023,P0193,10.1039/d2ta09385e,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,"The employment of hydrogel electrolytes allows for the facile fabrication of flexible quasi-solid-state TECs with low health hazard, easy scalability and eco-friendliness.",eco-friendliness,quasi-solid-state
TP_9b3c06c7c3ed,TG,GC_02010c234a8a::GC_f7553cd07f36,GC_02010c234a8a,eco friendliness,GC_f7553cd07f36,hydrogel electrolyte,1,1,0,2023,2023,P0193,10.1039/d2ta09385e,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,"The employment of hydrogel electrolytes allows for the facile fabrication of flexible quasi-solid-state TECs with low health hazard, easy scalability and eco-friendliness.",eco-friendliness,hydrogel electrolytes
TP_b0897cc5bb80,TG,GC_02772d498f8b::GC_72620138b2ad,GC_02772d498f8b,heat transfer,GC_72620138b2ad,stable power,1,1,0,2017,2017,P0208,10.1016/j.electacta.2016.12.152,Thermoelectrochemistry using conventional and novel gelled electrolytes in heat-to-current thermocells,"Ultimately, the gelled electrolytes were found to result in more stable power output and effectively frustrate heat transfer through the cells, relative to the un-gelled (liquid) electrolytes.",heat transfer,stable power
TP_3a8a25451b99,TG,GC_02772d498f8b::GC_7abe572670fb,GC_02772d498f8b,heat transfer,GC_7abe572670fb,output power,1,1,0,2026,2026,P0086,10.1016/j.applthermaleng.2026.130371,Enhanced long-term discharge stability of aqueous thermogalvanic cells through thermal resistance network,The trade-off between heat transfer and mass transport significantly affected the stability of output power.,heat transfer,output power
TP_b6109984a918,TG,GC_02772d498f8b::GC_8aa87c1dffcd,GC_02772d498f8b,heat transfer,GC_8aa87c1dffcd,gelled electrolyte,1,1,0,2017,2017,P0208,10.1016/j.electacta.2016.12.152,Thermoelectrochemistry using conventional and novel gelled electrolytes in heat-to-current thermocells,"Ultimately, the gelled electrolytes were found to result in more stable power output and effectively frustrate heat transfer through the cells, relative to the un-gelled (liquid) electrolytes.",heat transfer,gelled electrolytes
TP_66dba51d2e80,TG,GC_02772d498f8b::GC_9041bd2ee6b9,GC_02772d498f8b,heat transfer,GC_9041bd2ee6b9,mw/m2,1,1,0,2023,2023,P0077,10.1016/j.tsep.2023.102083,Performance evaluation and parametric analysis of nighttime electricity generation system integrating thermogalvanic cells with radiative sky cooling,"The calculated results show that, with systematic optimization, a high power density of 900 mW/m2 is achievable for the device by enhancing (suppressing) heat transfer between the hot (cold) side and ambient air, operating at hot and dry conditions, and optimizing the geometry of individual cells.",heat transfer,mW/m2
TP_4b61d8caa414,TG,GC_02772d498f8b::GC_db978b86651e,GC_02772d498f8b,heat transfer,GC_db978b86651e,heat transfer efficiency,1,1,0,2021,2021,P0074,10.1002/aenm.202102219,All-Soft and Stretchable Thermogalvanic Gel Fabric for Antideformity Body Heat Harvesting Wearable,"The existence of the substrate causes poor air permeability and worse still, leads to low heat transfer efficiency.",heat transfer,heat transfer efficiency
TP_906462b9bad9,TG,GC_02772d498f8b::GC_f3c645ec3cc6,GC_02772d498f8b,heat transfer,GC_f3c645ec3cc6,individual cell,1,1,0,2023,2023,P0077,10.1016/j.tsep.2023.102083,Performance evaluation and parametric analysis of nighttime electricity generation system integrating thermogalvanic cells with radiative sky cooling,"The calculated results show that, with systematic optimization, a high power density of 900 mW/m2 is achievable for the device by enhancing (suppressing) heat transfer between the hot (cold) side and ambient air, operating at hot and dry conditions, and optimizing the geometry of individual cells.",heat transfer,individual cells
TP_49abb2c05b19,TG,GC_02772d498f8b::GC_f8594c410875,GC_02772d498f8b,heat transfer,GC_f8594c410875,power density,1,1,0,2023,2023,P0077,10.1016/j.tsep.2023.102083,Performance evaluation and parametric analysis of nighttime electricity generation system integrating thermogalvanic cells with radiative sky cooling,"The calculated results show that, with systematic optimization, a high power density of 900 mW/m2 is achievable for the device by enhancing (suppressing) heat transfer between the hot (cold) side and ambient air, operating at hot and dry conditions, and optimizing the geometry of individual cells.",heat transfer,power density
TP_664586cae48e,TG,GC_02772d498f8b::GC_fd642194431f,GC_02772d498f8b,heat transfer,GC_fd642194431f,ltcs,1,1,0,2026,2026,P0086,10.1016/j.applthermaleng.2026.130371,Enhanced long-term discharge stability of aqueous thermogalvanic cells through thermal resistance network,"The presence of natural convection can effectively enhance the heat transfer and mass transport in LTCs, but to some extent induce a significant decrease in Delta T from 10.9 K to 5.9 K due to the increase in effective thermal conductivity from 0.59 to 2.17 W/(m & sdot;K).",heat transfer,LTCs
TP_fa069e0745b2,TG,GC_0286f23d367f::GC_22dfaa7132b8,GC_0286f23d367f,cuso4 aqueous electrolyte,GC_22dfaa7132b8,h2so4,1,1,0,2014,2014,P0121,10.1016/j.ijheatmasstransfer.2014.07.007,The amplifying effect of natural convection on power generation of thermogalvanic cells,"Experimental testing revealed an optimum concentration of 0.7 M CuSO4 aqueous electrolyte, with the addition of 0.1 M H2SO4 as background electrolyte, results in P-max improvements of up to 100%, from to similar to 1.6 mu W cm(-2), in a horizontal cell operating between the vertical cold and hot copper (Cu) electrode temperatures of 5 and 65 C, respectively.",CuSO4 aqueous electrolyte,H2SO4
TP_a6cdfa8f8c20,TG,GC_0286f23d367f::GC_310802a237e8,GC_0286f23d367f,cuso4 aqueous electrolyte,GC_310802a237e8,background electrolyte,1,1,0,2014,2014,P0121,10.1016/j.ijheatmasstransfer.2014.07.007,The amplifying effect of natural convection on power generation of thermogalvanic cells,"Experimental testing revealed an optimum concentration of 0.7 M CuSO4 aqueous electrolyte, with the addition of 0.1 M H2SO4 as background electrolyte, results in P-max improvements of up to 100%, from to similar to 1.6 mu W cm(-2), in a horizontal cell operating between the vertical cold and hot copper (Cu) electrode temperatures of 5 and 65 C, respectively.",CuSO4 aqueous electrolyte,background electrolyte
TP_e47337996d5b,TG,GC_0286f23d367f::GC_d3462db8ffb3,GC_0286f23d367f,cuso4 aqueous electrolyte,GC_d3462db8ffb3,cuso4,1,1,0,2014,2014,P0121,10.1016/j.ijheatmasstransfer.2014.07.007,The amplifying effect of natural convection on power generation of thermogalvanic cells,"Experimental testing revealed an optimum concentration of 0.7 M CuSO4 aqueous electrolyte, with the addition of 0.1 M H2SO4 as background electrolyte, results in P-max improvements of up to 100%, from to similar to 1.6 mu W cm(-2), in a horizontal cell operating between the vertical cold and hot copper (Cu) electrode temperatures of 5 and 65 C, respectively.",CuSO4 aqueous electrolyte,CuSO4
TP_d3132a62f19a,TG,GC_0286f23d367f::GC_fb6c58297b4d,GC_0286f23d367f,cuso4 aqueous electrolyte,GC_fb6c58297b4d,horizontal cell,1,1,0,2014,2014,P0121,10.1016/j.ijheatmasstransfer.2014.07.007,The amplifying effect of natural convection on power generation of thermogalvanic cells,"Experimental testing revealed an optimum concentration of 0.7 M CuSO4 aqueous electrolyte, with the addition of 0.1 M H2SO4 as background electrolyte, results in P-max improvements of up to 100%, from to similar to 1.6 mu W cm(-2), in a horizontal cell operating between the vertical cold and hot copper (Cu) electrode temperatures of 5 and 65 C, respectively.",CuSO4 aqueous electrolyte,horizontal cell
TP_3b0ab83ef691,TG,GC_028a986f2d99::GC_11f4e0e7dab7,GC_028a986f2d99,organic solvent,GC_11f4e0e7dab7,normalized concentration gradient,1,1,0,2024,2024,P0270,10.1016/j.cej.2024.152806,Strong concentration gradient effect and weak solvation effect in thermopower enhancement in K 3 Fe(CN) 6 / K 4 Fe(CN) 6 aqueous electrolyte with ethanol addition,"Yet, the contribution of the solvation effects and the normalized concentration gradient in organic solvents remains a subject of debate.",organic solvents,normalized concentration gradient
TP_2f22e1cbedef,TG,GC_028a986f2d99::GC_17e753c86464,GC_028a986f2d99,organic solvent,GC_17e753c86464,aqueous fe2+/fe3+ electrolyte,1,1,0,2022,2022,P0063,10.1039/d1ta10508f,Solvent effect on the Seebeck coefficient of Fe2+/Fe3+ hydrogel thermogalvanic cells,"In this work, we investigate the solvent effect on the TG performance by introducing nine organic solvents with different Gutmann donor numbers (DNs) into an aqueous Fe2+/Fe3+ electrolyte.",organic solvents,aqueous Fe2+/Fe3+ electrolyte
TP_0a6fd1d58f06,TG,GC_028a986f2d99::GC_2e8e201aef30,GC_028a986f2d99,organic solvent,GC_2e8e201aef30,liquid state,1,1,0,2025,2025,P0018,10.1016/j.nanoen.2024.110515,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,We report a solvent-assisted liquid-state thermogalvanic cell (SA-LTC) by incorporating organic solvents into the sodium ferrocyanidebased TGCs system.,organic solvents,liquid-state
TP_cc22f88d48b6,TG,GC_028a986f2d99::GC_3adb5624d0b3,GC_028a986f2d99,organic solvent,GC_3adb5624d0b3,solvent assisted,1,1,0,2025,2025,P0018,10.1016/j.nanoen.2024.110515,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,We report a solvent-assisted liquid-state thermogalvanic cell (SA-LTC) by incorporating organic solvents into the sodium ferrocyanidebased TGCs system.,organic solvents,solvent-assisted
TP_9fdf9db15acc,TG,GC_028a986f2d99::GC_5f9395c3b80a,GC_028a986f2d99,organic solvent,GC_5f9395c3b80a,entropy,1,1,0,2022,2022,P0063,10.1039/d1ta10508f,Solvent effect on the Seebeck coefficient of Fe2+/Fe3+ hydrogel thermogalvanic cells,It is found that the difference in entropy contributions from changing solvation shell sizes as a result of organic solvent addition is the origin of the observed dependency between the Seebeck coefficient and solvent DN.,organic solvent,entropy
TP_1ccb7898c2c5,TG,GC_028a986f2d99::GC_6cdb23f33c74,GC_028a986f2d99,organic solvent,GC_6cdb23f33c74,seebeck coefficient,1,1,0,2022,2022,P0063,10.1039/d1ta10508f,Solvent effect on the Seebeck coefficient of Fe2+/Fe3+ hydrogel thermogalvanic cells,It is found that the difference in entropy contributions from changing solvation shell sizes as a result of organic solvent addition is the origin of the observed dependency between the Seebeck coefficient and solvent DN.,organic solvent,Seebeck coefficient
TP_4b288d691a80,TG,GC_028a986f2d99::GC_7fd8c2696d32,GC_028a986f2d99,organic solvent,GC_7fd8c2696d32,solvation,1,1,0,2024,2024,P0270,10.1016/j.cej.2024.152806,Strong concentration gradient effect and weak solvation effect in thermopower enhancement in K 3 Fe(CN) 6 / K 4 Fe(CN) 6 aqueous electrolyte with ethanol addition,"Yet, the contribution of the solvation effects and the normalized concentration gradient in organic solvents remains a subject of debate.",organic solvents,solvation
TP_51fd6d1b1c02,TG,GC_028a986f2d99::GC_8ade4a63a909,GC_028a986f2d99,organic solvent,GC_8ade4a63a909,solvent assisted liquid state thermogalvanic cell,1,1,0,2025,2025,P0018,10.1016/j.nanoen.2024.110515,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,We report a solvent-assisted liquid-state thermogalvanic cell (SA-LTC) by incorporating organic solvents into the sodium ferrocyanidebased TGCs system.,organic solvents,solvent-assisted liquid-state thermogalvanic cell
TP_21401081234f,TG,GC_028a986f2d99::GC_92175115ea84,GC_028a986f2d99,organic solvent,GC_92175115ea84,electrochemical thermopower,1,1,0,2017,2017,P0192,10.1016/j.nanoen.2016.11.014,High thermopower of ferri/ferrocyanide redox couple in organic-water solutions,We report that the electrochemical thermopower can be more than doubled to 2.9 mV K-1 when an organic solvent with an appropriate solubility parameter is added to the aqueous electrolyte of ferri/ferrocyanide.,organic solvent,electrochemical thermopower
TP_a56e5d4081af,TG,GC_028a986f2d99::GC_9b75b319b0a5,GC_028a986f2d99,organic solvent,GC_9b75b319b0a5,fe2+/fe3+,1,1,0,2022,2022,P0063,10.1039/d1ta10508f,Solvent effect on the Seebeck coefficient of Fe2+/Fe3+ hydrogel thermogalvanic cells,"In this work, we investigate the solvent effect on the TG performance by introducing nine organic solvents with different Gutmann donor numbers (DNs) into an aqueous Fe2+/Fe3+ electrolyte.",organic solvents,Fe2+/Fe3+
TP_83a74663d865,TG,GC_028a986f2d99::GC_ecadb798d97e,GC_028a986f2d99,organic solvent,GC_ecadb798d97e,changing solvation,1,1,0,2022,2022,P0063,10.1039/d1ta10508f,Solvent effect on the Seebeck coefficient of Fe2+/Fe3+ hydrogel thermogalvanic cells,It is found that the difference in entropy contributions from changing solvation shell sizes as a result of organic solvent addition is the origin of the observed dependency between the Seebeck coefficient and solvent DN.,organic solvent,changing solvation
TP_1853e32b26c2,TG,GC_02c7fa838a39::GC_5335b3692eed,GC_02c7fa838a39,small temperature gradient,GC_5335b3692eed,thermo electric,1,1,0,2023,2023,P0048,10.1016/j.cej.2023.141274,Robust and flexible bacterial cellulose-based thermogalvanic cells for low-grade heat harvesting in extreme environments,"The thermo-electric performance of BC-TGCs was investigated thoroughly, which could generate steady electricity under a small temperature gradient in a wide working range of-50 to 50 degrees C.",small temperature gradient,thermo-electric
TP_80fe8369c0c6,TG,GC_02f9c7958495::GC_1ebccd90c2bc,GC_02f9c7958495,non graphitized,GC_1ebccd90c2bc,kbr,1,1,0,1998,1998,P0328,10.1016/s0378-7753(97)02676-1,Effect of non-graphitized carbon electrodes on the electrochemical characteristics of a thermocell with a Br2/Br- redox couple,Electrodes made from a non-graphitized carbon (Maxsorb) sheet with a large specific surface area greatly improved the electrochemical characteristics of thermocells with a bromine/bromide-ion redox couple and a KBr aqueous electrolyte saturated with Br2.,non-graphitized,KBr
TP_3708f07eff6c,TG,GC_02f9c7958495::GC_445c2b6655bc,GC_02f9c7958495,non graphitized,GC_445c2b6655bc,kbr aqueous electrolyte,1,1,0,1998,1998,P0328,10.1016/s0378-7753(97)02676-1,Effect of non-graphitized carbon electrodes on the electrochemical characteristics of a thermocell with a Br2/Br- redox couple,Electrodes made from a non-graphitized carbon (Maxsorb) sheet with a large specific surface area greatly improved the electrochemical characteristics of thermocells with a bromine/bromide-ion redox couple and a KBr aqueous electrolyte saturated with Br2.,non-graphitized,KBr aqueous electrolyte
