pair_evidence_id,pair_id,analysis_layer,pair_key,sentence_pair_id,relation_id,paper_id,source_record_ids,doi,title,abstract_sha256,sentence_id,evidence_sentence,left_global_concept_id,left_surface,left_char_start,left_char_end,right_global_concept_id,right_surface,right_char_start,right_char_end,relation_source_surface,relation_source_char_start,relation_source_char_end,predicate_surface,predicate_char_start,predicate_char_end,relation_target_surface,relation_target_char_start,relation_target_char_end,strict_syntax_eligible,graph_eligible,evidence_scope
PE_e6e4b417c8ea,TP_1423183dddfe,TG,GC_16b42e37ba7a::GC_234b2810632d,SP_36280db69ad8,,P0117,TG_0116,10.1007/s10854-015-4043-7,Flexible organic photo-thermogalvanic cell for low power applications,87c7d5f6aa96935da3f9854827190837f6894f9ae8840d87ca775672a00e4a7a,6,"It was found that at Delta T = 8 K, the open-circuit voltage (V-oc), short-circuit current (I-sc) and Seebeck coefficient were in the range of -(31-32) mV, -(2.6-2.7) mu A and -(3.8-3.9) mV/K, respectively.",GC_16b42e37ba7a,open-circuit,726,738,GC_234b2810632d,open-circuit voltage,726,746,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_38c600ff0b66,TP_1423183dddfe,TG,GC_16b42e37ba7a::GC_234b2810632d,SP_256dacbb16b9,,P0211,TG_0210,10.1149/1945-7111/acd4ed,Investigation of the Effective Voltage and Performance of Thermocells,d4f81d9ba2a847e8d9690db24cd8086c163d94e2eb33ea609267eb945af426ef,4,"However, it still remains an open question of what temperature difference determines the open-circuit voltage of thermocells.",GC_16b42e37ba7a,open-circuit,537,549,GC_234b2810632d,open-circuit voltage,537,557,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_0bc2f78b1b7e,TP_1423183dddfe,TG,GC_16b42e37ba7a::GC_234b2810632d,SP_f488df85412e,,P0211,TG_0210,10.1149/1945-7111/acd4ed,Investigation of the Effective Voltage and Performance of Thermocells,d4f81d9ba2a847e8d9690db24cd8086c163d94e2eb33ea609267eb945af426ef,7,We also verified the validity of normalized power density estimated from the open-circuit voltage.,GC_16b42e37ba7a,open-circuit,982,994,GC_234b2810632d,open-circuit voltage,982,1002,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_a69dd89c5110,TP_1423183dddfe,TG,GC_16b42e37ba7a::GC_234b2810632d,SP_338003081110,,P0328,TG_0327,10.1016/s0378-7753(97)02676-1,Effect of non-graphitized carbon electrodes on the electrochemical characteristics of a thermocell with a Br2/Br- redox couple,0a95a6ee3befef1d09a81308df25b80361c68dbf8564299271ddffae3fc34645,2,The Maxsorb electrodes provide a higher open-circuit voltage than graphite (Perma Foil) eletrodes and the maximum discharge current density is 2.4 mA/cm(2) until the voltage reaches 0 V.,GC_16b42e37ba7a,open-circuit,295,307,GC_234b2810632d,open-circuit voltage,295,315,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_eeb9fe3089b7,TP_1423183dddfe,TG,GC_16b42e37ba7a::GC_234b2810632d,SP_a8837827eb4c,,P1024,iTE1_0724,10.1002/cssc.201901566,Electrochemical Thermoelectric Conversion with Polysulfide as Redox Species,11bf83cd9a468caeb3c371cf037e4dd9a1f168c71cb915136027ae7508375efb,5,Operando UV/Vis spectroscopy and open-circuit voltage analysis revealed that this effect was attributed to the change in the dominating redox reactions by the addition of sulfur.,GC_16b42e37ba7a,open-circuit,610,622,GC_234b2810632d,open-circuit voltage,610,630,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_c48b2653483e,TP_143413ea39ad,TG,GC_22dfaa7132b8::GC_6cdb23f33c74,SP_8e8f9ec7aa18,,P0099,TG_0098,10.1016/j.tsep.2022.101448,Stimulating green energy potential in Sub-Saharan Africa: An analysis of copper-copper sulphate thermogalvanic cell architecture,6a22dd84f77094fd3e7c0f035701461b94925de05bd43b93dbd2936f8996b1a8,5,The effect of temperature and H2SO4 background electrolyte on the Seebeck coefficient and power output of Cu/CuSO4 thermogalvanic cells were investigated.,GC_22dfaa7132b8,H2SO4,551,556,GC_6cdb23f33c74,Seebeck coefficient,587,606,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_6dd47871718a,TP_143413ea39ad,TG,GC_22dfaa7132b8::GC_6cdb23f33c74,SP_da58ca879cc2,,P0099,TG_0098,10.1016/j.tsep.2022.101448,Stimulating green energy potential in Sub-Saharan Africa: An analysis of copper-copper sulphate thermogalvanic cell architecture,6a22dd84f77094fd3e7c0f035701461b94925de05bd43b93dbd2936f8996b1a8,7,The highest Seebeck coefficient (0.985 mV/K) was obtained at 0.7 M CuSO4 + 0.2 M H2SO4 electrolyte.,GC_22dfaa7132b8,H2SO4,857,862,GC_6cdb23f33c74,Seebeck coefficient,788,807,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_41d4db1a9bd0,TP_144a633f26bd,TG,GC_118af0040619::GC_f8594c410875,SP_cfde058ab41c,,P0282,TG_0281,10.1016/j.mtener.2022.101032,"Thermocells-enabled low-grade heat harvesting: challenge, progress, and prospects",794b88df9e031b8a29a2002305a2367110a61c2936fafe3821ab7fc8183126c8,6,"Although the state-of-the-art p-type (Fe(CN)(6)(4-/3-)) TECs possess a commercializable cost-performance metric, the performance of n-type TECs, such as thermopower and power density, lags significantly, hindering the potential of integrated p-n TECs in heat recovery.",GC_118af0040619,thermopower,938,949,GC_f8594c410875,power density,954,967,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_f747cef9a547,TP_147588a9a421,TG,GC_4a92e5f4fe38::GC_5ef8766de935,SP_e77b34c62bfb,,P0252,TG_0251,10.1021/acsaem.5c00167,"A Room-Temperature Excessively Concentrated Polyanionic Polymer Hydrogel Thermocell with High Absorbency, Retainability and Extensibility",4f2c6d8aa3db3e4a2c82218af1af1921117bdd6d99a73be516d38d9fd8a8a6f6,4,"Sodium polyacrylate (PANa) hydrogels, with their abundant carboxylate groups, reduce mass transfer resistance for [Fe(CN)6]3-/K4[Fe(CN)6]4- redox couples, while also outperforming widely studied polyacrylamide-based hydrogels in terms of absorption capacity and moisture retention.",GC_4a92e5f4fe38,hydrogels,497,506,GC_5ef8766de935,K4,596,598,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_23833c95979e,TP_14b52a4c4664,TG,GC_5f17e1399bbd::GC_69bdf9c4f2cd,SP_f5b95cae5808,,P1614,iTE2_0340,10.1002/smll.73890,Highly Stable Quasi-Solid Thermocells for Continuous Power Generation Across a Broad Humidity Range,f66ba5d3eee41e912d7237e7dabf15ff9d7e61bbe3d466567705e1e0d985d380,3,This design ensures operational stability across a wide relative humidity (RH) by synergistically combining hydrophilic & horbar;SO3 - groups and hygroscopic electrolytes for high water retention at low humidity and hydrophobic phenyl moieties that form physical crosslinks to suppress swelling at high humidity.,GC_5f17e1399bbd,hygroscopic electrolytes,562,586,GC_69bdf9c4f2cd,SO3,545,548,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_ab1220870001,TP_14b57ed5ce40,TG,GC_3ea8786de366::GC_4391f07fc8c7,SP_4d19ed0f1a0f,,P0018,TG_0017,10.1016/j.nanoen.2024.110515,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,c3a285770992fab6b579b9db18f1cd012180f02de6a27c2856fe98732f3a947b,1,"In the pursuit of sustainable energy harvesting from low-grade heat, thermogalvanic cells (TGCs) have received considerable attention, but still confront profound challenges in efficiency and cost-effectiveness, limiting their real-world applications.",GC_3ea8786de366,thermogalvanic cells,69,89,GC_4391f07fc8c7,cost-effectiveness,192,210,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_8c77db1eb83c,TP_14ca55051183,TG,GC_5ef8766de935::GC_dd8bf578288d,SP_f40cdf76a08f,,P0041,TG_0040,10.1039/d3sc06766a,Self-assembled monolayers for electrostatic electrocatalysis and enhanced electrode stability in thermogalvanic cells,250e9a3a501c0f53d0492e2f956e78bef447ed16932e3f0d87a067cd4299cd3b,5,"Both electrostatic electrocatalysis and improved electrode stability were observed; in an aqueous K3[Fe(CN)6]/K4[Fe(CN)6]-based cell, modification with (3-trimethylammonium bromide)thiopropane resulted in higher electrical power, and protection against [Fe(CN)6]3-/4--induced gold passivation, relative to bare gold.",GC_5ef8766de935,K4,765,767,GC_dd8bf578288d,electrical power,867,883,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_1f8b53c683c7,TP_14caa43303e4,TG,GC_3cb102b9bb3d::GC_4a92e5f4fe38,SP_d8da95dedf6a,,P0031,TG_0030,10.1016/j.colsurfa.2025.137971,Hydrogel incorporated with graphene oxide featuring enhanced thermosensitive crystallization for thermogalvanic cell,1e560dc0b5b6e10462235cd64ec4a1d1b3a3b7c64619f4e0980994c2f7892ff4,5,"As a result, the TGC using this hydrogel achieves a normalized power density of 700 mu W & sdot;m-2 & sdot;K-2 (Pmax@Delta T = 10 K) and a high thermopower of 3.2 mV & sdot;K-1.",GC_3cb102b9bb3d,normalized power density,618,642,GC_4a92e5f4fe38,hydrogel,598,606,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_b6b6b5c1043b,TP_14caa43303e4,TG,GC_3cb102b9bb3d::GC_4a92e5f4fe38,SP_471294db746c,,P0252,TG_0251,10.1021/acsaem.5c00167,"A Room-Temperature Excessively Concentrated Polyanionic Polymer Hydrogel Thermocell with High Absorbency, Retainability and Extensibility",4f2c6d8aa3db3e4a2c82218af1af1921117bdd6d99a73be516d38d9fd8a8a6f6,6,"Furthermore, the PANa-SA hydrogel thermocell exhibits a 35.9% higher normalized power density P max/Delta T 2 compared to that of conventional polyacrylamide-based hydrogel thermocells.",GC_3cb102b9bb3d,normalized power density,1144,1168,GC_4a92e5f4fe38,hydrogel,1239,1247,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_42d11d584642,TP_14cb2810f946,TG,GC_4a92e5f4fe38::GC_faa270044b11,SP_b5ba528ff077,,P0031,TG_0030,10.1016/j.colsurfa.2025.137971,Hydrogel incorporated with graphene oxide featuring enhanced thermosensitive crystallization for thermogalvanic cell,1e560dc0b5b6e10462235cd64ec4a1d1b3a3b7c64619f4e0980994c2f7892ff4,5,"As a result, the TGC using this hydrogel achieves a normalized power density of 700 mu W & sdot;m-2 & sdot;K-2 (Pmax@Delta T = 10 K) and a high thermopower of 3.2 mV & sdot;K-1.",GC_4a92e5f4fe38,hydrogel,598,606,GC_faa270044b11,normalized power,618,634,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_44e928a32762,TP_14cb2810f946,TG,GC_4a92e5f4fe38::GC_faa270044b11,SP_f76a90f21e9c,,P0252,TG_0251,10.1021/acsaem.5c00167,"A Room-Temperature Excessively Concentrated Polyanionic Polymer Hydrogel Thermocell with High Absorbency, Retainability and Extensibility",4f2c6d8aa3db3e4a2c82218af1af1921117bdd6d99a73be516d38d9fd8a8a6f6,6,"Furthermore, the PANa-SA hydrogel thermocell exhibits a 35.9% higher normalized power density P max/Delta T 2 compared to that of conventional polyacrylamide-based hydrogel thermocells.",GC_4a92e5f4fe38,hydrogel,1239,1247,GC_faa270044b11,normalized power,1144,1160,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_4a7ca3edf35f,TP_14cf49f3cc1d,TG,GC_6f0f083fb15f::GC_a490b74f6879,SP_b1ff4af90fa6,,P0081,TG_0080,10.1039/d5ta09239f,Thermally-driven chemical heterogeneity produces large thermopower and multiday operability in a thermogalvanic cell,45a2df599844f57cdccaf5aaa975bf2369a1d072f32b2e22cbfac20b46839c55,3,"We add weakly coordinating anions to stabilize the oxidized species, increase redox entropy change, and balance electrical and thermal transport, and the optimized cell delivers a Seebeck coefficient of 6.44 mV K-1; a maximum power density similar to 8 W m(-2); and similar to 0.5 V (open circuit) at a 75 K gradient.",GC_6f0f083fb15f,maximum power density,669,690,GC_a490b74f6879,add weakly coordinating anions,454,484,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_209bb89738e2,TP_14e1585f93cc,TG,GC_b532a5440dd8::GC_e89d14e00520,SP_787ae3afdaf7,,P0252,TG_0251,10.1021/acsaem.5c00167,"A Room-Temperature Excessively Concentrated Polyanionic Polymer Hydrogel Thermocell with High Absorbency, Retainability and Extensibility",4f2c6d8aa3db3e4a2c82218af1af1921117bdd6d99a73be516d38d9fd8a8a6f6,5,"In light of this, we developed a polyanionic polymer hydrogel thermocell composed of sodium polyacrylate cross-linked with sodium alginate (PANa-SA), which demonstrates an extensibility of 314%, a swelling rate of 571% in 0.4 M equimolar K3[Fe(CN)6]/K4[Fe(CN)6] solutions, and a moisture retainability of 94% over 4 weeks.",GC_b532a5440dd8,K3,990,992,GC_e89d14e00520,cross-linked,857,869,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_7189fc4c9569,TP_14f2b5dc74f7,TG,GC_3e2f500dc35e::GC_41374fb28f21,SP_ab137a1bac04,,P0009,TG_0008,10.1126/science.adg0164,In situ photocatalytically enhanced thermogalvanic cells for electricity and hydrogen production,f31fb7deff199c7537af8f5635c9015102b53cee0240a147cd6bda9075899adb,2,We report an in situ photocatalytically enhanced redox reaction that generates hydrogen and oxygen to realize a continuous concentration gradient of redox ions in thermogalvanic devices.,GC_3e2f500dc35e,continuous concentration gradient,299,332,GC_41374fb28f21,redox ions,336,346,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_38cb2bde40df,TP_152e498a15ee,TG,GC_8dd213ee5b7f::GC_c14f8bf81f41,SP_69b289f7478d,,P0083,TG_0082,10.1002/smll.202514359,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,090f201bb9e4687e8f16bd24594d4634d58b41f0ea66e26fa0ecebe2d4a1eded,3,"To address this problem, an effective strategy is developed herein by hydrothermally integrating transition metal oxide nanoparticles (TiO2, WO3, ZnO) onto carbon cloth (CC) electrodes, and combining this with a double-network poly(vinyl alcohol) (PVA)/gelatin hydrogel containing the ferro-/ferricyanide (Fe(CN)6 3-/4-) redox couple.",GC_8dd213ee5b7f,gelatin hydrogel,550,566,GC_c14f8bf81f41,WO3,438,441,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_c64d8c73e61a,TP_1564dd38be55,TG,GC_5fecb4c8cca5::GC_a137c98bcf93,SP_b828c7319ce6,,P0200,TG_0199,10.1021/acs.nanolett.3c02870,Stretchable and Durable Bacterial Cellulose-Based Thermocell with Improved Thermopower Density for Low-Grade Heat Harvesting,dc1bde5831352e4ec96c7070fbf9ad29033d261c4ec00e245e267ab07a0ae1a3,3,"Here, we designed a bacterial cellulose (BC) nanofiber-macromolecular entanglement network to balance the GTC's thermopower and mechanical properties.",GC_5fecb4c8cca5,mechanical properties,425,446,GC_a137c98bcf93,nanofiber-macromolecular entanglement network,342,387,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_2a073dc42552,TP_1571bcaaa6c3,TG,GC_82f863b160b5::GC_b6eb3d8cea98,SP_d44b910d2c3f,,P0053,TG_0052,10.1002/aenm.202303358,Boosting Thermoelectric Performance of Thermogalvanic Hydrogels by Structure Engineering Induced by Liquid Nitrogen Quenching,b088dc9ac79980cdc18210ab57492904beff0dab597fd578f394ca2b8c744bec,8,"Ultrafast cooling can greatly reduce ion diffusion and increase crystallization nucleation rates, inhibit the growth and precipitation of the produced thermosensitive crystals, increase their utilization rates, promote redox reactions, and further improve thermoelectric properties.image",GC_82f863b160b5,thermoelectric properties,1445,1470,GC_b6eb3d8cea98,Ultrafast cooling,1189,1206,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_b1ef1c4acd3d,TP_159ba8a2d249,TG,GC_c2d00d7f1242::GC_d3aef9f1ae1f,SP_727b727cb937,,P0172,TG_0171,10.1039/d6sc03942a,Engineering asymmetric solvation structures for synergistically boosted quasi-solid thermocells,11de2e0c4fcd636a3f57dbb3daf97cd94461a54708f2830485ee9d486491fe71,2,"Introducing a single solvent into hydrogel electrolytes, a common strategy to enhance thermopower, often yields a marginal solvation entropy difference between redox ions and provides limited gains in ion transport.",GC_c2d00d7f1242,ion transport,364,377,GC_d3aef9f1ae1f,marginal solvation entropy,277,303,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_943042ef752b,TP_15af8064f8eb,TG,GC_1194ca42a9b1::GC_65c5724364f2,SP_54e73f0b2d86,,P0056,TG_0055,10.1002/aenm.202302011,Self-Assembled Asymmetric Electrodes for High-Efficiency Thermogalvanic Cells,1f2cbbbff0f25b83408aba5e7d6e7cadbe862cd90ea515853a01113435b93e65,8,Self-assembled asymmetric catalysis electrodes composed of CoO and Co2Fe(CN)6 arrays are synthesized by taking advantage of the temperature-dependent reaction activity between CoO and [Fe(CN)6]4- to achieve specific catalytic properties.,GC_1194ca42a9b1,temperature-dependent reaction,1402,1432,GC_65c5724364f2,CoO,1333,1336,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_5dbc0978418e,TP_15bc8eb3ce9c,TG,GC_d7e4ea27d643::GC_f8594c410875,SP_cf79afc90a8e,,P0185,TG_0184,10.1002/adfm.202201021,Anti-Fatigue and Highly Conductive Thermocells for Continuous Electricity Generation,187b19d262fae95580e187ffdf6952cca629191046fb44b0e6b221f545ec3377,7,"The stretchability can accommodate the human body's deformation, and the power density is comparable to that of state-of-the-art quasi-solid thermocells.",GC_d7e4ea27d643,quasi-solid,1190,1201,GC_f8594c410875,power density,1134,1147,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_607400776c4f,TP_160be68d250c,TG,GC_2eb0712b2453::GC_60f7465c74a0,SP_114ee867483d,,P0132,TG_0131,10.1149/1.1580818,Thermoelectric power of M-H systems in molten salts and application to M-H thermogalvanic cell,f51e80e7f7ddd2de717e2656588043f351dc173c8e9b25ab41267c5f49a38e7a,1,"The thermoelectric power of ZrH(0.8) in the (alpha + delta) coexisting phase state and TiH(0.2) in the (alpha + beta) coexisting phase state was estimated as 0.39 and 0.20 mV K(-1), respectively, in a LiCl-KCl eutectic melt containing 1.0 mol % hydride ion (H(-)) at 673-773 K.",GC_2eb0712b2453,ZrH,28,31,GC_60f7465c74a0,hydride ion,245,256,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_a729a1bd04fe,TP_162a61e71327,TG,GC_2cf15d385622::GC_d30b07ed8945,SP_396fc4e4d3e1,,P0011,TG_0010,10.1021/acsaem.4c02835,Enhancing Thermogalvanic Efficiency through Electrostatic Interaction in Cationic Hydrogels,3c8ed1e76024fd060e08a59c10d45e691f5533698db7d994996287a0a40a9659,4,"Here, we analyze the influence of the functional groups and the redox pair concentration over the voltage and current density in two different hydrogels.",GC_2cf15d385622,different hydrogels,647,666,GC_d30b07ed8945,current density,624,639,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_4ec5a701e55b,TP_1633f836a6cf,TG,GC_8335aa66a8d7::GC_c2d00d7f1242,SP_47be0439a012,,P0172,TG_0171,10.1039/d6sc03942a,Engineering asymmetric solvation structures for synergistically boosted quasi-solid thermocells,11de2e0c4fcd636a3f57dbb3daf97cd94461a54708f2830485ee9d486491fe71,2,"Introducing a single solvent into hydrogel electrolytes, a common strategy to enhance thermopower, often yields a marginal solvation entropy difference between redox ions and provides limited gains in ion transport.",GC_8335aa66a8d7,single solvent,177,191,GC_c2d00d7f1242,ion transport,364,377,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_6417b4658cb7,TP_1637a181f72d,TG,GC_21272088b98f::GC_7ca4d45a305d,SP_e1acee69472d,,P0056,TG_0055,10.1002/aenm.202302011,Self-Assembled Asymmetric Electrodes for High-Efficiency Thermogalvanic Cells,1f2cbbbff0f25b83408aba5e7d6e7cadbe862cd90ea515853a01113435b93e65,6,"It is demonstrated that the electrodes have high catalytic activity and high specific surface area, enabling the construction of a high-efficiency TGC with a Carnot-relative efficiency (& eta;r) of 14.8% and a maximum output power density (Pmax) of 24.5 W m-2.",GC_21272088b98f,maximum output power,1124,1144,GC_7ca4d45a305d,maximum output power density,1124,1152,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_a111dd986ca8,TP_164423775c19,TG,GC_52a7537e37f7::GC_6cdb23f33c74,SP_a0928ea70842,,P0027,TG_0026,10.1016/j.mtener.2024.101546,Extremely large Seebeck coef fi cient of gelatin methacryloyl (GelMA) based thermogalvanic cells by the dual effect of ioninduced crystallization and nanochannel control-,ef252828ef0e1d76754678526b4e0f30bef02a514a936f1c24cfc3f5bbb82a36,4,"Moreover, guanidium chloride (GdmCl) salts are directly introduced into the TGCs to enhance the Seebeck coefficient via ioninduced crystallization in the p-type FeCN 6 3 - /FeCN 6 4 - redox system.",GC_52a7537e37f7,ioninduced crystallization,516,542,GC_6cdb23f33c74,Seebeck coefficient,492,511,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_d947ad10455a,TP_164a066806cb,TG,GC_3570b0c90433::GC_9642d16dca71,SP_a18edf2a4054,,P0031,TG_0030,10.1016/j.colsurfa.2025.137971,Hydrogel incorporated with graphene oxide featuring enhanced thermosensitive crystallization for thermogalvanic cell,1e560dc0b5b6e10462235cd64ec4a1d1b3a3b7c64619f4e0980994c2f7892ff4,3,"In this study, we present a graphene oxide (GO)-enhanced thermogalvanic hydrogel with [Fe(CN)6]4-/3-redox couple and guanidine hydrochloride (GdmCl).",GC_3570b0c90433,thermogalvanic hydrogel,315,338,GC_9642d16dca71,graphene oxide,286,300,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_85d9777c7c08,TP_16621238187c,TG,GC_3570b0c90433::GC_6cdb23f33c74,SP_6dec382a9698,,P0052,TG_0051,10.1021/acs.nanolett.3c03818,Highly Antifreezing Thermogalvanic Hydrogels for Human Heat Harvesting in Ultralow Temperature Environments,240bdb0bf1decb6dfe1dfb9fb0b70918e80ac3914250bd49160799a2ce8dd10c,5,"Even after 500 cyclic tensile strains, the thermogalvanic hydrogels can still maintain excellent mechanical stability, and the Seebeck coefficient is as high as 1.43 mV/K, corresponding to a large retention rate of similar to 95%.",GC_3570b0c90433,thermogalvanic hydrogels,600,624,GC_6cdb23f33c74,Seebeck coefficient,684,703,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_3217c2a10745,TP_16657bf85615,TG,GC_03901f4cb195::GC_e89d14e00520,SP_a9628001808b,,P0057,TG_0056,10.1016/j.nanoen.2022.107449,Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy,d58ba422e22725aa8b0f185aee66cd1550dbdc6b904cd1a47ee4d5f355583962,3,"Here, we demonstrate a highly transparent, flexible and stretchable gel with the cross-linked PVA/gelation double network frame by introducing DMSO/water binary solvent to suppress the formation of hydrogen bonds along the three dimensional directions, forming numerous microcrystalline regions.",GC_03901f4cb195,cross-linked PVA/gelation double network,428,468,GC_e89d14e00520,cross-linked,428,440,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_b4b1493e0420,TP_166b57f84f15,TG,GC_7eec0d853fa0::GC_c6f96235805f,SP_02d33f68f211,,P0187,TG_0186,10.1016/j.elecom.2024.107683,Nanostructured and porous antimony-doped tin oxide as electrode material for the heat-to-electricity energy conversion in thermo-electrochemical cells,71ca896970a057a879c33f78d30f31d763a0a7c92fdc006d1f8dd4ba08871b6a,10,These results open the possibility to use Sb: SnO2 as a suitable electrode in TECs at low cost.,GC_7eec0d853fa0,suitable electrode,1454,1472,GC_c6f96235805f,TECs,1476,1480,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_2897f6f539a8,TP_1670e4e04ea7,TG,GC_14298daab4bf::GC_66a3d568c912,SP_e80ccbdefd89,,P0128,TG_0127,10.1149/1.2048394,THE POWER CONVERSION EFFICIENCIES OF A THERMOGALVANIC CELL OPERATED IN 3 DIFFERENT ORIENTATIONS,74cbc3b1d77da6a360c7a1527affa00518235c44934e9641e97232de65df5b91,1,Power conversion efficiency (PCE) measurements were carried on a thermogalvanic cell containing the ferricyanide/ ferrocyanide couple in an aqueous background electrolyte of KCl and using two planar platinum electrodes.,GC_14298daab4bf,KCl,174,177,GC_66a3d568c912,planar platinum electrodes,192,218,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_d8c7da1776b5,TP_16a380059388,TG,GC_43b26f832b52::GC_d3a504edb0cc,SP_673044f851d7,,P0081,TG_0080,10.1039/d5ta09239f,Thermally-driven chemical heterogeneity produces large thermopower and multiday operability in a thermogalvanic cell,45a2df599844f57cdccaf5aaa975bf2369a1d072f32b2e22cbfac20b46839c55,2,"Here, we introduce a redox-split thermogalvanic cell in which a temperature gradient drives localized oxidation of a nickel-bipyridine complex at the hot electrode only, creating chemical heterogeneity that augments thermopower via additional concentration gradient effects.",GC_43b26f832b52,redox-split thermogalvanic cell,197,228,GC_d3a504edb0cc,additional concentration gradient,408,441,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_26ea07886efc,TP_16c148aa2e6c,TG,GC_5968451318f0::GC_753211f34d40,SP_8198f7a1a3f1,,P0067,TG_0066,10.1021/acsami.1c12443,Wearable Electronics Based on the Gel Thermogalvanic Electrolyte for Self-Powered Human Health Monitoring,6c4f4ce9ffcbe27666432edc290cb1cf179874de4bca1c070cff76187a4be3f0,3,"To avoid the frangibility and complex preparation of traditional thermoelectric materials, we fabricated a gel electrolyte-based thermogalvanic generator with Fe3+/Fe2+ as a redox pair, which presents not only moderate thermoelectric performance but also excellent flexibility.",GC_5968451318f0,Fe3+/Fe2+,451,460,GC_753211f34d40,redox pair,466,476,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_8fe3874e2116,TP_16cbdbb98a70,TG,GC_0a0082804cff::GC_36191dc15abc,SP_34a086f0375b,,P0324,TG_0323,10.1007/s10800-016-1010-9,Sub-zero temperature thermo-electrochemical energy harvesting system using a self-heating negative temperature coefficient CNT-vanadium oxide cathode,92d8bf5224af2b7f913e636e75f9993746a3407a8299a839b7c0f298113b3b8f,3,The electrical energy was obtained by creating in situ temperature difference between the electrodes (Delta T) and with subsequent redox reactions.,GC_0a0082804cff,subsequent redox reactions,487,513,GC_36191dc15abc,situ temperature difference,417,444,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_4444f5dc0d8b,TP_16d41b3fd5f9,TG,GC_4a92e5f4fe38::GC_f897314014d6,SP_1f72dc843b44,,P0013,TG_0012,10.1039/d5ta00253b,Deep-learning-enabled breathable thermogalvanic hydrogel array for self-powered mental monitoring,b2ee6ed8ee68c87ad8439ca6a836d42428f50e3de6f0255697301acebe40940d,6,"Due to the multiple hydrogen bonds among phytic acid, glycerol, and water, the hydrogel maintains over 80% of its original electrical performance after 10 days, demonstrating its excellent environmental stability.",GC_4a92e5f4fe38,hydrogel,831,839,GC_f897314014d6,excellent environmental stability,931,964,,,,,,,,,,False,False,same_sentence_cooccurrence_only
PE_732ee780728b,TP_16e70781663b,TG,GC_118af0040619::GC_f22b98b878db,SP_60d3e972488a,,P0044,TG_0043,10.1039/d4ee01642d,Boosted thermogalvanic thermopower upon solid-to-liquid phase transition,2ed630cddfdabe4489d21209d0491c5ad94a10d20744a81a9633767b1592ffd1,2,"However, the use of single-phase electrodes thermodynamically curbs the entropy difference, limiting the thermopower enhancement.",GC_118af0040619,thermopower,267,278,GC_f22b98b878db,entropy difference,234,252,,,,,,,,,,False,False,same_sentence_cooccurrence_only
