group_id,left_unit_id,right_unit_id,left_eligible_members,right_eligible_members,candidate_channels,legacy_candidate_ids,explicit_candidate_pairs,possible_member_pairs,all_member_pairs_listed,group_status
group:8cbbc929fca8f2f85295,iTE:retrieval:11ed0d8d291ffa,iTE:retrieval:8e0db12b9658e9,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:7f9be19f0170ade9c2a6,iTE:retrieval:11ed0d8d291ffa,iTE:retrieval:9b90fa7f6a8a28,1,2,semantic_top10,,1,2,False,retrieval_group_only_no_judgment_propagation
group:10ebfe1f2c48dc412cb1,iTE:retrieval:11ed0d8d291ffa,iTE:retrieval:c278a24343d78f,1,21,semantic_top10,,2,21,False,retrieval_group_only_no_judgment_propagation
group:033bb1b818d2f54d7658,iTE:retrieval:11ed0d8d291ffa,iTE:retrieval:fce7ff71efe2a7,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:281573a64c741339711b,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:1834d3840098fc,1,1,char_ngram_tfidf,pair:281573a64c741339,1,1,True,retrieval_group_only_no_judgment_propagation
group:110970d8973ea25fd2b9,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:3ca65ab2ad7ece,1,41,semantic_top10,,1,41,False,retrieval_group_only_no_judgment_propagation
group:78d580e0db1add6ce298,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:4306f790b68fbd,1,1,char_ngram_tfidf,pair:78d580e0db1add6c,1,1,True,retrieval_group_only_no_judgment_propagation
group:976473af3e84de98800c,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:534ff1d083ce1b,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:2046d0ef68a31a22dd89,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:6233556d6e0314,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:fe9724c0b3ed7c54aedd,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:63479ad69a090b,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:8898ba787b62c4fb3aa8,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:64d767f4e4817c,1,1,char_ngram_tfidf,pair:8898ba787b62c4fb,1,1,True,retrieval_group_only_no_judgment_propagation
group:602969a2b738dc2cf19d,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:652f82ea1d115d,1,1,char_ngram_tfidf,pair:602969a2b738dc2c,1,1,True,retrieval_group_only_no_judgment_propagation
group:000f9a1774e3a1556dfb,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:76c4de7e8f4d49,1,9,semantic_top10,,1,9,False,retrieval_group_only_no_judgment_propagation
group:904db81879b4dfa7b358,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:92a039aec91299,1,3,char_ngram_tfidf,pair:904db81879b4dfa7,1,3,False,retrieval_group_only_no_judgment_propagation
group:34a29a8f02aff649a111,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:a322dc937daf71,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:cc3273d382f404d50089,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:b37490cc177430,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:1cb0417333fcf6489b6c,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:bf43df37c8624b,1,3,char_ngram_tfidf,pair:1cb0417333fcf648,1,3,False,retrieval_group_only_no_judgment_propagation
group:aef9d5c192a70b6a1e73,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:df194b96e451cf,1,1,char_ngram_tfidf,pair:aef9d5c192a70b6a,1,1,True,retrieval_group_only_no_judgment_propagation
group:721c00d3282b129f6cb0,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:e190f9cc4e057a,1,1,char_ngram_tfidf,pair:721c00d3282b129f,1,1,True,retrieval_group_only_no_judgment_propagation
group:b30ef356fbd2d2df28f7,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:f4ad3bfafd37c5,1,23,char_ngram_tfidf;semantic_top10,pair:b30ef356fbd2d2df,3,23,False,retrieval_group_only_no_judgment_propagation
group:44544320fe5d24473d5e,iTE:retrieval:11ee40daa5c72c,iTE:retrieval:f8112e9e9f70bb,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:6aa5eb69e3f0fe8151cb,iTE:retrieval:1211e241540a7b,iTE:retrieval:43e279218956cc,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:43f616d9672d1b00736b,iTE:retrieval:1211e241540a7b,iTE:retrieval:4f11815793611a,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:973c93ec0fd0bf6711bf,iTE:retrieval:1211e241540a7b,iTE:retrieval:6b11a7377a5ba3,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:11ceb8f6f9fed1db5439,iTE:retrieval:1211e241540a7b,iTE:retrieval:8d624cf3629839,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:ae68bbf9bb216b99a7c8,iTE:retrieval:1211e241540a7b,iTE:retrieval:92a338fd0eb7f2,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:d0d2ae19e615589da405,iTE:retrieval:1211e241540a7b,iTE:retrieval:980e6d9714bafc,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:9948794cdd729832b4a3,iTE:retrieval:1211e241540a7b,iTE:retrieval:c8519043b052a1,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:0ad42bd08cfc57949e72,iTE:retrieval:12279c72dbe9ad,iTE:retrieval:24d7768711d305,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:ebd82abba08114bd6430,iTE:retrieval:12279c72dbe9ad,iTE:retrieval:2a2ed16ff31395,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:67d806de0dcea15dde0d,iTE:retrieval:12279c72dbe9ad,iTE:retrieval:42a4535d7d9498,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:64dc8126a0d66018e9ab,iTE:retrieval:12279c72dbe9ad,iTE:retrieval:59b0116321cbda,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:1512efbb5b450bfd880b,iTE:retrieval:12279c72dbe9ad,iTE:retrieval:5c264d920e5de8,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:61e18472df0759bb853d,iTE:retrieval:12279c72dbe9ad,iTE:retrieval:794ffd5323689e,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:09e59dc2d073639bb555,iTE:retrieval:12279c72dbe9ad,iTE:retrieval:833aaed9a71354,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:09cfee72f03c3d3b6873,iTE:retrieval:12279c72dbe9ad,iTE:retrieval:a1da4e734503b9,1,5,semantic_top10,,1,5,False,retrieval_group_only_no_judgment_propagation
group:014702eeb47e174f4c76,iTE:retrieval:12279c72dbe9ad,iTE:retrieval:ae3102d8dcccb4,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:2b5881c2af475c435278,iTE:retrieval:12279c72dbe9ad,iTE:retrieval:bf61dd5d6bc130,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:a64bae13e145628589c3,iTE:retrieval:12279c72dbe9ad,iTE:retrieval:df90156dcef020,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:b2402b07f0b1617f3a30,iTE:retrieval:12279c72dbe9ad,iTE:retrieval:f4506ebecea49e,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:9b35895d60841569c7c6,iTE:retrieval:12293c5fd8febd,iTE:retrieval:12d9d89260b8da,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:8be802cd7a8f0587baef,iTE:retrieval:12293c5fd8febd,iTE:retrieval:1d034b3836f609,1,1,char_ngram_tfidf,pair:8be802cd7a8f0587,1,1,True,retrieval_group_only_no_judgment_propagation
group:5ddaa9990737018e77c8,iTE:retrieval:12293c5fd8febd,iTE:retrieval:1d8bee3a84edf4,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:12de77321e258c15ee7b,iTE:retrieval:12293c5fd8febd,iTE:retrieval:267f42379a818b,1,1,char_ngram_tfidf,pair:12de77321e258c15,1,1,True,retrieval_group_only_no_judgment_propagation
group:010ccae5dcc4cace9b64,iTE:retrieval:12293c5fd8febd,iTE:retrieval:5c6ae48baf3e05,1,1,char_ngram_tfidf,pair:010ccae5dcc4cace,1,1,True,retrieval_group_only_no_judgment_propagation
group:4b2091d59c5404422329,iTE:retrieval:12293c5fd8febd,iTE:retrieval:5cebc7553a3cf1,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:c95d6d030bf5947b1268,iTE:retrieval:12293c5fd8febd,iTE:retrieval:72cbda4116780c,1,1,char_ngram_tfidf,pair:c95d6d030bf5947b,1,1,True,retrieval_group_only_no_judgment_propagation
group:e506159196147957fe01,iTE:retrieval:12293c5fd8febd,iTE:retrieval:73e3f03e0b36de,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:5ce087d383cce1185fb5,iTE:retrieval:12293c5fd8febd,iTE:retrieval:7851c903cb27b4,1,1,char_ngram_tfidf,pair:5ce087d383cce118,1,1,True,retrieval_group_only_no_judgment_propagation
group:b5c75b9b5dba6bb0525d,iTE:retrieval:12293c5fd8febd,iTE:retrieval:91981c1b329691,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:ec4f36f2e22cab44080f,iTE:retrieval:12293c5fd8febd,iTE:retrieval:99a617967ad3af,1,2,semantic_top10,,1,2,False,retrieval_group_only_no_judgment_propagation
group:e5a8514dcf1629cc7430,iTE:retrieval:12293c5fd8febd,iTE:retrieval:b68e140c8d7244,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:ef35788ccc9a61315471,iTE:retrieval:12293c5fd8febd,iTE:retrieval:c59b7e2dbfc698,1,2,semantic_top10,,1,2,False,retrieval_group_only_no_judgment_propagation
group:58d2d765cac32eaafc16,iTE:retrieval:12293c5fd8febd,iTE:retrieval:e11882d4e16ae2,1,1,char_ngram_tfidf,pair:58d2d765cac32eaa,1,1,True,retrieval_group_only_no_judgment_propagation
group:72648180d72b1f017448,iTE:retrieval:12293c5fd8febd,iTE:retrieval:faac448f418f36,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:b47435cb7521dce72f27,iTE:retrieval:122ff653013453,iTE:retrieval:2d3380f291a966,1,1,char_ngram_tfidf,pair:b47435cb7521dce7,1,1,True,retrieval_group_only_no_judgment_propagation
group:d6e39e8a838d3ff8028a,iTE:retrieval:122ff653013453,iTE:retrieval:574cdf157a3144,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:439a1695ff89d1f563b0,iTE:retrieval:122ff653013453,iTE:retrieval:59977aebb1a2b5,1,1,char_ngram_tfidf,pair:439a1695ff89d1f5,1,1,True,retrieval_group_only_no_judgment_propagation
group:201d5f5ee18e1a28472d,iTE:retrieval:122ff653013453,iTE:retrieval:717704126a5464,1,1,char_ngram_tfidf,pair:201d5f5ee18e1a28,1,1,True,retrieval_group_only_no_judgment_propagation
group:37e43cebc5c026c3b320,iTE:retrieval:122ff653013453,iTE:retrieval:730d725c8a59d3,1,1,char_ngram_tfidf,pair:37e43cebc5c026c3,1,1,True,retrieval_group_only_no_judgment_propagation
group:6d24a0416221c86d9594,iTE:retrieval:122ff653013453,iTE:retrieval:95a4c84b1c0e3c,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:ddfc0670272d2fb47360,iTE:retrieval:122ff653013453,iTE:retrieval:9ead2de1f2a87d,1,1,char_ngram_tfidf,pair:ddfc0670272d2fb4,1,1,True,retrieval_group_only_no_judgment_propagation
group:aeab87aa26dabaf5f930,iTE:retrieval:122ff653013453,iTE:retrieval:a297eda6c3c4ed,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:6864caa10bba495bf8bf,iTE:retrieval:122ff653013453,iTE:retrieval:a703f8cd5f6315,1,1,char_ngram_tfidf,pair:6864caa10bba495b,1,1,True,retrieval_group_only_no_judgment_propagation
group:4c187c76029269092672,iTE:retrieval:122ff653013453,iTE:retrieval:b46716fd19757a,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:46ff97c50b29de540b56,iTE:retrieval:122ff653013453,iTE:retrieval:bed26d178c938d,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:29becc476881a6d4cf76,iTE:retrieval:122ff653013453,iTE:retrieval:bf61dd5d6bc130,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:b7fc6fa8cd8ae64d7c16,iTE:retrieval:122ff653013453,iTE:retrieval:c4ee0b1e5b0429,1,2,semantic_top10,,1,2,False,retrieval_group_only_no_judgment_propagation
group:caea853600998d890dc3,iTE:retrieval:122ff653013453,iTE:retrieval:c946f9aa97f284,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:0332cb5c4a561fc29271,iTE:retrieval:122ff653013453,iTE:retrieval:ccfc6872a8c8c4,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:18f571551ec9507eff3b,iTE:retrieval:122ff653013453,iTE:retrieval:cd15a21b66e3a5,1,1,char_ngram_tfidf,pair:18f571551ec9507e,1,1,True,retrieval_group_only_no_judgment_propagation
group:4900b31060a3fa10b889,iTE:retrieval:122ff653013453,iTE:retrieval:ea722a72f0f952,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:3e4f94e1ece80e43f7c2,iTE:retrieval:122ff653013453,iTE:retrieval:f3f0f01a3aa10e,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:a75ad032515b229c6acf,iTE:retrieval:123e442ab3c033,iTE:retrieval:136d59371e94b8,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:09bd94c1079cd5169cee,iTE:retrieval:123e442ab3c033,iTE:retrieval:1e90b81389c0b0,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:5522d82356ef0a796e11,iTE:retrieval:123e442ab3c033,iTE:retrieval:27d7b315519c4a,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:6241b0aa6b7e8df775b2,iTE:retrieval:123e442ab3c033,iTE:retrieval:345c0102794ee2,1,1,char_ngram_tfidf,pair:6241b0aa6b7e8df7,1,1,True,retrieval_group_only_no_judgment_propagation
group:4e8ee9db84e4a40c86da,iTE:retrieval:123e442ab3c033,iTE:retrieval:3c506b37fabb60,1,1,char_ngram_tfidf,pair:4e8ee9db84e4a40c,1,1,True,retrieval_group_only_no_judgment_propagation
group:c2f547fdb905ae218ce0,iTE:retrieval:123e442ab3c033,iTE:retrieval:44789a674ea0e1,1,2,semantic_top10,,1,2,False,retrieval_group_only_no_judgment_propagation
group:d7316c0f5e390c3148bd,iTE:retrieval:123e442ab3c033,iTE:retrieval:48fcfc51597920,1,1,char_ngram_tfidf,pair:d7316c0f5e390c31,1,1,True,retrieval_group_only_no_judgment_propagation
group:cbe000e86cab5b76adbf,iTE:retrieval:123e442ab3c033,iTE:retrieval:499dbca085cfc1,1,1,char_ngram_tfidf,pair:cbe000e86cab5b76,1,1,True,retrieval_group_only_no_judgment_propagation
group:91ea35802183431bc7b5,iTE:retrieval:123e442ab3c033,iTE:retrieval:5c13c36cfab17b,1,1,char_ngram_tfidf;semantic_top10,pair:91ea35802183431b,1,1,True,retrieval_group_only_no_judgment_propagation
group:9e754336a7527fbcd8e9,iTE:retrieval:123e442ab3c033,iTE:retrieval:6ccc961b9685fe,1,1,char_ngram_tfidf,pair:9e754336a7527fbc,1,1,True,retrieval_group_only_no_judgment_propagation
group:ef1c504aa49305e4b76c,iTE:retrieval:123e442ab3c033,iTE:retrieval:8b8095901db5e3,1,1,char_ngram_tfidf,pair:ef1c504aa49305e4,1,1,True,retrieval_group_only_no_judgment_propagation
group:4822e0c603430470a035,iTE:retrieval:123e442ab3c033,iTE:retrieval:8e8e2a4ad5567d,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:8404056f6b179a6392ae,iTE:retrieval:123e442ab3c033,iTE:retrieval:8f309fbc67ff42,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:6f57de541adf3c3572f9,iTE:retrieval:123e442ab3c033,iTE:retrieval:9681d473e1717e,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:251dc2bbfb79ab7607ad,iTE:retrieval:123e442ab3c033,iTE:retrieval:9b5675df8038a6,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:c36a6eaf6f3bc5a60b7f,iTE:retrieval:123e442ab3c033,iTE:retrieval:a400a9f5286a49,1,2,semantic_top10,,2,2,True,retrieval_group_only_no_judgment_propagation
group:5aeb75853569f7937eff,iTE:retrieval:123e442ab3c033,iTE:retrieval:a50adaed965013,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:8217c8f060d4a9f170b8,iTE:retrieval:123e442ab3c033,iTE:retrieval:ac6381a8911d87,1,2,char_ngram_tfidf;historical_comparison;semantic_top10,pair:8217c8f060d4a9f1,2,2,True,retrieval_group_only_no_judgment_propagation
group:cfbb4a15d26ab2333a27,iTE:retrieval:123e442ab3c033,iTE:retrieval:bd84d2df9172f4,1,1,char_ngram_tfidf,pair:cfbb4a15d26ab233,1,1,True,retrieval_group_only_no_judgment_propagation
group:378d7eb83e793f7f7c22,iTE:retrieval:123e442ab3c033,iTE:retrieval:cd41e33cd5d3f8,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:2b1719e4f39278d15e9e,iTE:retrieval:123e442ab3c033,iTE:retrieval:dbd034299d53a5,1,1,char_ngram_tfidf,pair:2b1719e4f39278d1,1,1,True,retrieval_group_only_no_judgment_propagation
group:aca004f15db8d0d221d5,iTE:retrieval:124c13b3a31d15,iTE:retrieval:198f7df6203dda,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:aee74abc586cf70daceb,iTE:retrieval:124c13b3a31d15,iTE:retrieval:1a5aa634abc622,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:d9e29131986994b9491f,iTE:retrieval:124c13b3a31d15,iTE:retrieval:1b16b1df538ba1,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:07d84a963786e20d6e6b,iTE:retrieval:124c13b3a31d15,iTE:retrieval:1d6f08c120eab6,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:ff71735a4a615455ed75,iTE:retrieval:124c13b3a31d15,iTE:retrieval:2623d70800aea5,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:884a786a41093d7e5dc4,iTE:retrieval:124c13b3a31d15,iTE:retrieval:30ec0bb15b1db4,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:feb1943bd98e28ba04b3,iTE:retrieval:124c13b3a31d15,iTE:retrieval:39d17bfa44b1c8,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:1952c928dc3b43a738c1,iTE:retrieval:124c13b3a31d15,iTE:retrieval:46983ac7664ce6,1,1,char_ngram_tfidf;semantic_top10,pair:1952c928dc3b43a7,1,1,True,retrieval_group_only_no_judgment_propagation
group:00dff2f499d1964efbd2,iTE:retrieval:124c13b3a31d15,iTE:retrieval:48ecf338ae3c34,1,1,char_ngram_tfidf,pair:00dff2f499d1964e,1,1,True,retrieval_group_only_no_judgment_propagation
group:3ac68449065a1f7ecf5a,iTE:retrieval:124c13b3a31d15,iTE:retrieval:4cccbc287ecc5f,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:d3560be95160ddda339c,iTE:retrieval:124c13b3a31d15,iTE:retrieval:514af53bccd364,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:3301e2df0bae0b71bb45,iTE:retrieval:124c13b3a31d15,iTE:retrieval:574cdf157a3144,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:1b7b3125989a182eb65c,iTE:retrieval:124c13b3a31d15,iTE:retrieval:59b0116321cbda,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:544d2e7b49c977ae2459,iTE:retrieval:124c13b3a31d15,iTE:retrieval:679aef803c2606,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:eb1460644a6e51e55305,iTE:retrieval:124c13b3a31d15,iTE:retrieval:68cfc578740e8a,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:aee2a634904dc561edf7,iTE:retrieval:124c13b3a31d15,iTE:retrieval:833aaed9a71354,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:2b0543dc4e70cc36ae99,iTE:retrieval:124c13b3a31d15,iTE:retrieval:8de0b3c47f112c,1,2,semantic_top10,,1,2,False,retrieval_group_only_no_judgment_propagation
group:bc7e7802671469745bdd,iTE:retrieval:124c13b3a31d15,iTE:retrieval:92da586a672376,1,1,char_ngram_tfidf;semantic_top10,pair:bc7e780267146974,1,1,True,retrieval_group_only_no_judgment_propagation
group:272be0405062b385024e,iTE:retrieval:124c13b3a31d15,iTE:retrieval:9f374e43d6fb2e,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:0cb2d400b2575d9e73f1,iTE:retrieval:124c13b3a31d15,iTE:retrieval:af04fd4f091722,1,1,char_ngram_tfidf,pair:0cb2d400b2575d9e,1,1,True,retrieval_group_only_no_judgment_propagation
group:d1647ca8102aea48be36,iTE:retrieval:124c13b3a31d15,iTE:retrieval:b7a046b7879b44,1,1,char_ngram_tfidf;semantic_top10,pair:d1647ca8102aea48,1,1,True,retrieval_group_only_no_judgment_propagation
group:1fe53c6791de7858716c,iTE:retrieval:124c13b3a31d15,iTE:retrieval:bf61dd5d6bc130,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:62d8f4f3637d96c00c37,iTE:retrieval:124c13b3a31d15,iTE:retrieval:c946f9aa97f284,1,1,char_ngram_tfidf;semantic_top10,pair:62d8f4f3637d96c0,1,1,True,retrieval_group_only_no_judgment_propagation
group:f88f0d804d0137a1cb13,iTE:retrieval:124c13b3a31d15,iTE:retrieval:ce61753183f417,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:7d617909ca5ba5118317,iTE:retrieval:124c13b3a31d15,iTE:retrieval:e4445155228d24,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:d16bfefb51cce4ad3394,iTE:retrieval:124c13b3a31d15,iTE:retrieval:e6713c46a65f30,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:f13152d45057494fbaee,iTE:retrieval:124c13b3a31d15,iTE:retrieval:e99e818ef8ae2a,1,2,char_ngram_tfidf;semantic_top10,pair:f13152d45057494f,1,2,False,retrieval_group_only_no_judgment_propagation
group:f5c4646306cecd8cad84,iTE:retrieval:124c13b3a31d15,iTE:retrieval:f4554ac817f33c,1,1,char_ngram_tfidf,pair:f5c4646306cecd8c,1,1,True,retrieval_group_only_no_judgment_propagation
group:b0e1e5dff27ccd0c5773,iTE:retrieval:12648c32feb349,iTE:retrieval:142a90ce78c591,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:68f45a8817b1a1c5de8e,iTE:retrieval:12648c32feb349,iTE:retrieval:2e8aeeac7c33c0,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:0a0d7a4c269981e23b64,iTE:retrieval:12648c32feb349,iTE:retrieval:48a3c92e2855f6,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:dc8698e50f6ad91f4c6d,iTE:retrieval:12648c32feb349,iTE:retrieval:5eabf8765e6842,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:c99a41295f3b4454a400,iTE:retrieval:12648c32feb349,iTE:retrieval:61fc9fd7544f3e,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:4e61bed71cf9cb9a7454,iTE:retrieval:12648c32feb349,iTE:retrieval:7971a18bab4a92,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:a29345702c504c5a9de5,iTE:retrieval:12648c32feb349,iTE:retrieval:86807e23c06ce3,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:276b0bd0e03eaeae9840,iTE:retrieval:12648c32feb349,iTE:retrieval:9148dfc497a070,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:1820f9d8d2bbc543f084,iTE:retrieval:12648c32feb349,iTE:retrieval:998dd39f713a58,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:716f3e4a23b3c7dcc8a0,iTE:retrieval:12648c32feb349,iTE:retrieval:aa9de8a3f8de62,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:b7621bfad0321856e90f,iTE:retrieval:12648c32feb349,iTE:retrieval:cddab68fcb4720,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:a321bf1ecafb1e10ff8c,iTE:retrieval:12648c32feb349,iTE:retrieval:d0073d658a0495,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:ba31871ecb02b464273f,iTE:retrieval:12648c32feb349,iTE:retrieval:de56e13eff0690,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:7af58b9242f9ece635ae,iTE:retrieval:12648c32feb349,iTE:retrieval:ef3f7b1e7a4aa2,1,3,semantic_top10,,1,3,False,retrieval_group_only_no_judgment_propagation
group:06aeb7b01e74d98b5ae0,iTE:retrieval:12648c32feb349,iTE:retrieval:faede438c2c369,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:6f96fafe5d13b148589f,iTE:retrieval:1264a899a6dd20,iTE:retrieval:27893138d19442,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:046ac5276d47878b48ac,iTE:retrieval:1264a899a6dd20,iTE:retrieval:2d67839afe345f,1,2,semantic_top10,,1,2,False,retrieval_group_only_no_judgment_propagation
group:40345d50ea15861339fb,iTE:retrieval:1264a899a6dd20,iTE:retrieval:53011ab7b68d92,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:6595f55add59b3ac6d58,iTE:retrieval:1264a899a6dd20,iTE:retrieval:85f22d017601de,1,2,semantic_top10,,2,2,True,retrieval_group_only_no_judgment_propagation
group:8acc4f8f441c67ea790e,iTE:retrieval:1264a899a6dd20,iTE:retrieval:960a7e3e380adb,1,1,semantic_top10,,1,1,True,retrieval_group_only_no_judgment_propagation
group:263256335e6f7f19ce2c,iTE:retrieval:1264a899a6dd20,iTE:retrieval:96db7703655a7d,1,1,char_ngram_tfidf,pair:263256335e6f7f19,1,1,True,retrieval_group_only_no_judgment_propagation
group:2151dea4a1ea4c097a33,iTE:retrieval:1264a899a6dd20,iTE:retrieval:9f374e43d6fb2e,1,1,char_ngram_tfidf,pair:2151dea4a1ea4c09,1,1,True,retrieval_group_only_no_judgment_propagation
