candidate_id,domain,left_concept_id,right_concept_id,left_mention_id,right_mention_id,left_label,right_label,left_role,right_role,group_id,candidate_channels,cosine_similarity,left_to_right_rank,right_to_left_rank,legacy_candidate_ids,historical_comparison_id,historical_original_left,historical_original_right,historical_original_relation,historical_relation_aligned,historical_original_reason,historical_evidence_scope,review_status,human_decision,human_reason,merge_applied
candidate:cb063633567c8c19adf4,iTE,iTE:P0403:initial_n3,iTE:P1334:initial_n1,iTE:P0403:n3,iTE:P1334:n1,ionic conductivity,anion and the cation,quantity,material_entity,group:a323e6c13f667d5e8117,semantic_top10,0.8350266218185425,,8,,,,,,,,,needs_review_new_candidate,,,False
candidate:f68f4bd0b6548308a785,iTE,iTE:P0403:initial_n3,iTE:P1334:initial_n2,iTE:P0403:n3,iTE:P1334:n2,ionic conductivity,morphology and microstructure,quantity,state_structure,group:65909e8094f620aa5175,semantic_top10,0.8304404616355896,,8,,,,,,,,,needs_review_new_candidate,,,False
candidate:08c674143a7ba3093de6,iTE,iTE:P0403:initial_n3,iTE:P1351:initial_n1,iTE:P0403:n3,iTE:P1351:n1,ionic conductivity,oxidation of Ge-9(4-) Zintl anions,quantity,design_strategy,group:826ff85112cae606a228,semantic_top10,0.777716875076294,,8,,,,,,,,,needs_review_new_candidate,,,False
candidate:4f0a5adb393b6954f442,iTE,iTE:P0403:initial_n3,iTE:P1351:initial_n2,iTE:P0403:n3,iTE:P1351:n2,ionic conductivity,germanium with the empty clathrate-II structure,quantity,material_entity,group:3ba72e933d03bb9507b6,semantic_top10,0.7779558897018433,,5,,,,,,,,,needs_review_new_candidate,,,False
candidate:aa6d9ed6077717ece283,iTE,iTE:P0404:initial_n1,iTE:P0404:initial_n2,iTE:P0404:n1,iTE:P0404:n2,cation-enriched surface of hydrogel,induction charges,state_structure,quantity,group:bf45f17924d2f710447c,semantic_top10,0.9743265509605408,1,2,,,,,,,,,needs_review_new_candidate,,,False
candidate:eff3a5847e669265105f,iTE,iTE:P0404:initial_n1,iTE:P0404:initial_n3,iTE:P0404:n1,iTE:P0404:n3,cation-enriched surface of hydrogel,output of the TENG,state_structure,performance_function,group:bbda780cb0863fcf85ea,semantic_top10,0.9674997329711914,2,2,,,,,,,,,needs_review_new_candidate,,,False
candidate:158852500f344cf24cbf,iTE,iTE:P0404:initial_n1,iTE:P0422:initial_n2,iTE:P0404:n1,iTE:P0422:n2,cation-enriched surface of hydrogel,ionic hydrogel,state_structure,material_entity,group:e2aed1e7f45c200c6cb4,char_ngram_tfidf,0.8386039137840271,,,pair:e2aed1e7f45c200c,,,,,,,,needs_review_new_candidate,,,False
candidate:7b421c126dab90dfd64f,iTE,iTE:P0404:initial_n1,iTE:P0528:initial_n1,iTE:P0404:n1,iTE:P0528:n1,cation-enriched surface of hydrogel,fixed surface charge density,state_structure,quantity,group:64a619264ef86278aa65,char_ngram_tfidf,0.8213404417037964,,,pair:64a619264ef86278,,,,,,,,needs_review_new_candidate,,,False
candidate:0c677554868cf3e886be,iTE,iTE:P0404:initial_n1,iTE:P0629:initial_n2,iTE:P0404:n1,iTE:P0629:n2,cation-enriched surface of hydrogel,thermovoltage,state_structure,performance_function,group:e675933b9d1a21c4fcc7,semantic_top10,0.8520370721817017,10,,,,,,,,,,needs_review_new_candidate,,,False
candidate:c53581310e45ca6abcaa,iTE,iTE:P0404:initial_n1,iTE:P0697:initial_n3,iTE:P0404:n1,iTE:P0697:n3,cation-enriched surface of hydrogel,thermally generated voltage,state_structure,performance_function,group:ebd9dae35e8519956747,semantic_top10,0.8539133071899414,9,,,,,,,,,,needs_review_new_candidate,,,False
candidate:9d15bee1d3d58925c9e1,iTE,iTE:P0404:initial_n1,iTE:P1202:initial_n1,iTE:P0404:n1,iTE:P1202:n1,cation-enriched surface of hydrogel,CALSG hydrogel,state_structure,material_entity,group:5d677c1f3194bae3cf06,char_ngram_tfidf,0.7420381307601929,,,pair:5d677c1f3194bae3,,,,,,,,needs_review_new_candidate,,,False
candidate:5e4216c187b2597ab7cd,iTE,iTE:P0404:initial_n1,iTE:P1641:initial_n1,iTE:P0404:n1,iTE:P1641:n1,cation-enriched surface of hydrogel,electrostatic repulsion,state_structure,interaction,group:9b7717a06beaf8341db0,semantic_top10,0.845707893371582,,5,,,,,,,,,needs_review_new_candidate,,,False
candidate:335ef75f1c2d73007501,iTE,iTE:P0404:initial_n1,iTE:P1641:initial_n3,iTE:P0404:n1,iTE:P1641:n3,cation-enriched surface of hydrogel,uniform deposition,state_structure,mechanism_process,group:3f7e590df3083656066f,semantic_top10,0.8392207622528076,,8,,,,,,,,,needs_review_new_candidate,,,False
candidate:acbed35899f538c62803,iTE,iTE:P0404:initial_n2,iTE:P0404:initial_n3,iTE:P0404:n2,iTE:P0404:n3,induction charges,output of the TENG,quantity,performance_function,group:8d974eba9a85debac6ab,semantic_top10,0.9754998683929443,1,1,,,,,,,,,needs_review_new_candidate,,,False
candidate:fdc128fd75aceda70320,iTE,iTE:P0404:initial_n2,iTE:P0550:initial_n2,iTE:P0404:n2,iTE:P0550:n2,induction charges,generation of charge carriers,quantity,mechanism_process,group:267816a169c5950a5521,semantic_top10,0.838982105255127,8,,,,,,,,,,needs_review_new_candidate,,,False
candidate:61a92757f081e2302e1b,iTE,iTE:P0404:initial_n2,iTE:P0681:initial_n4,iTE:P0404:n2,iTE:P0681:n4,induction charges,ion conduction channels,quantity,state_structure,group:0b5275cfc5e8c6dc81d2,char_ngram_tfidf,0.7901513576507568,,,pair:0b5275cfc5e8c6dc,,,,,,,,needs_review_new_candidate,,,False
candidate:c42122a6a0942249f664,iTE,iTE:P0404:initial_n2,iTE:P0697:initial_n3,iTE:P0404:n2,iTE:P0697:n3,induction charges,thermally generated voltage,quantity,performance_function,group:9f2741efcbc3c539af92,semantic_top10,0.8473837375640869,5,,,,,,,,,,needs_review_new_candidate,,,False
candidate:43e37df3b65368d1adaa,iTE,iTE:P0404:initial_n2,iTE:P0850:initial_n4,iTE:P0404:n2,iTE:P0850:n4,induction charges,conduction,quantity,mechanism_process,group:001fc01297ab62865354,char_ngram_tfidf,0.7863303422927856,,,pair:001fc01297ab6286,,,,,,,,needs_review_new_candidate,,,False
candidate:3dd4285e8131bd4c2d3d,iTE,iTE:P0404:initial_n2,iTE:P0924:initial_n1,iTE:P0404:n2,iTE:P0924:n1,induction charges,electrodes,quantity,material_entity,group:3b73191ca3195cce4d4e,semantic_top10,0.8362395763397217,10,,,,,,,,,,needs_review_new_candidate,,,False
candidate:03236fa08a7e1e74eccb,iTE,iTE:P0404:initial_n2,iTE:P0932:initial_n4,iTE:P0404:n2,iTE:P0932:n4,induction charges,reduction of charge carriers,quantity,quantity,group:902257cbb7b4d4d4071d,char_ngram_tfidf,0.7660765647888184,,,pair:902257cbb7b4d4d4,,,,,,,,needs_review_new_candidate,,,False
candidate:817d6cd9f5353f05fcc4,iTE,iTE:P0404:initial_n2,iTE:P1221:initial_n2,iTE:P0404:n2,iTE:P1221:n2,induction charges,electron conduction,quantity,mechanism_process,group:74c5d32f7ba8e2cb7eaf,char_ngram_tfidf,0.7524079084396362,,,pair:74c5d32f7ba8e2cb,,,,,,,,needs_review_new_candidate,,,False
candidate:e1c511f6aef78e90e429,iTE,iTE:P0404:initial_n2,iTE:P1504:initial_n2,iTE:P0404:n2,iTE:P1504:n2,induction charges,Born effective charges,quantity,quantity,group:a70da203a7b44c67ea62,char_ngram_tfidf,0.7892859578132629,,,pair:a70da203a7b44c67,,,,,,,,needs_review_new_candidate,,,False
candidate:539eaa830918bb89b983,iTE,iTE:P0404:initial_n2,iTE:P1560:initial_n2,iTE:P0404:n2,iTE:P1560:n2,induction charges,inseparable electrical signals,quantity,performance_function,group:a030b82c702c7e8ffc52,semantic_top10,0.8378495573997498,9,,,,,,,,,,needs_review_new_candidate,,,False
candidate:84c48f75c3dd13ffef7c,iTE,iTE:P0404:initial_n2,iTE:P1810:initial_n1,iTE:P0404:n2,iTE:P1810:n1,induction charges,topological charges,quantity,material_entity,group:c1473721706e59d53fdf,char_ngram_tfidf,0.7643229365348816,,,pair:c1473721706e59d5,,,,,,,,needs_review_new_candidate,,,False
candidate:4f5913bc0487a0199830,iTE,iTE:P0404:initial_n3,iTE:P0442:initial_n5,iTE:P0404:n3,iTE:P0442:n5,output of the TENG,thermopower and output power,performance_function,performance_function,group:a8fb51c11abc3a3996fe,char_ngram_tfidf,0.7905144691467285,,,pair:a8fb51c11abc3a39,,,,,,,,needs_review_new_candidate,,,False
candidate:727da5ce56ad9f654a29,iTE,iTE:P0404:initial_n3,iTE:P0448:initial_n3,iTE:P0404:n3,iTE:P0448:n3,output of the TENG,power output,performance_function,performance_function,group:25ba7f7b801a5103ab0a,char_ngram_tfidf,0.7828536033630371,,,pair:25ba7f7b801a5103,,,,,,,,needs_review_new_candidate,,,False
candidate:685d3df1443020426504,iTE,iTE:P0404:initial_n3,iTE:P0506:initial_n1,iTE:P0404:n3,iTE:P0506:n1,output of the TENG,CPG-L2 hydrogel,performance_function,material_entity,group:11254a73989b62b5f3ce,semantic_top10,0.8298892378807068,9,,,,,,,,,,needs_review_new_candidate,,,False
candidate:5c24a42383f2e83c4ddb,iTE,iTE:P0404:initial_n3,iTE:P0507:initial_n2,iTE:P0404:n3,iTE:P0507:n2,output of the TENG,power output of the generator,performance_function,performance_function,group:fd6a5753275b2fbbf186,char_ngram_tfidf,0.7966029644012451,,,pair:fd6a5753275b2fbb,,,,,,,,needs_review_new_candidate,,,False
candidate:a3e3369f171855ed8c94,iTE,iTE:P0404:initial_n3,iTE:P0642:initial_n2,iTE:P0404:n3,iTE:P0642:n2,output of the TENG,output power,performance_function,performance_function,group:1aad8e53d947b29775c6,char_ngram_tfidf,0.7659522294998169,,,pair:1aad8e53d947b297,,,,,,,,needs_review_new_candidate,,,False
candidate:47b7240dad6812fe8d1b,iTE,iTE:P0404:initial_n3,iTE:P0682:initial_n4,iTE:P0404:n3,iTE:P0682:n4,output of the TENG,output voltage,performance_function,performance_function,group:f7a59dede2425aaf5e4c,char_ngram_tfidf,0.7915733456611633,,,pair:f7a59dede2425aaf,,,,,,,,needs_review_new_candidate,,,False
candidate:9cf849a877ed41b67164,iTE,iTE:P0404:initial_n3,iTE:P0697:initial_n3,iTE:P0404:n3,iTE:P0697:n3,output of the TENG,thermally generated voltage,performance_function,performance_function,group:81f757f3ebe9791a651d,semantic_top10,0.8336367011070251,5,,,,,,,,,,needs_review_new_candidate,,,False
candidate:46a15ff66336edb76957,iTE,iTE:P0404:initial_n3,iTE:P1151:initial_n2,iTE:P0404:n3,iTE:P1151:n2,output of the TENG,output TE characteristics,performance_function,performance_function,group:a98527f864baee377fbe,char_ngram_tfidf,0.7716771364212036,,,pair:a98527f864baee37,,,,,,,,needs_review_new_candidate,,,False
candidate:4da5ded8b683f1069bfe,iTE,iTE:P0404:initial_n3,iTE:P1162:initial_n2,iTE:P0404:n3,iTE:P1162:n2,output of the TENG,functioning as the TENG,performance_function,performance_function,group:24f2767d255efdafab48,char_ngram_tfidf;semantic_top10,0.8310301899909973,7,6,pair:24f2767d255efdaf,,,,,,,,needs_review_new_candidate,,,False
candidate:1ac07ec61bba0e7923d0,iTE,iTE:P0404:initial_n3,iTE:P1368:initial_n2,iTE:P0404:n3,iTE:P1368:n2,output of the TENG,increase in the output voltage,performance_function,performance_function,group:24ba8acdd1da5526a49a,char_ngram_tfidf,0.7842458486557007,,,pair:24ba8acdd1da5526,,,,,,,,needs_review_new_candidate,,,False
candidate:87bd55bcd707eba276c2,iTE,iTE:P0404:initial_n3,iTE:P1547:initial_n3,iTE:P0404:n3,iTE:P1547:n3,output of the TENG,output stability,performance_function,performance_function,group:7b99a29105a7fb804ab5,char_ngram_tfidf,0.7495068311691284,,,pair:7b99a29105a7fb80,,,,,,,,needs_review_new_candidate,,,False
candidate:e6cdb723d42d66a5b8b8,iTE,iTE:P0404:initial_n3,iTE:P1560:initial_n2,iTE:P0404:n3,iTE:P1560:n2,output of the TENG,inseparable electrical signals,performance_function,performance_function,group:f2b2ddc09167b6c98b48,semantic_top10,0.831344485282898,6,,,,,,,,,,needs_review_new_candidate,,,False
candidate:7306c90053608624b872,iTE,iTE:P0405:initial_n2,iTE:P0410:initial_n2,iTE:P0405:n2,iTE:P0410:n2,Seebeck coefficient and figure of merit,figure of merit ZT(i),performance_function,performance_function,group:4da8bf346d0b34069ccc,char_ngram_tfidf,0.8272215127944946,,,pair:4da8bf346d0b3406,,,,,,,,needs_review_new_candidate,,,False
candidate:d8801ca0e29f3918defb,iTE,iTE:P0405:initial_n2,iTE:P0454:initial_n2,iTE:P0405:n2,iTE:P0454:n2,Seebeck coefficient and figure of merit,PEDOT doping level,performance_function,quantity,group:47ccc0f4aa6f32565c0a,semantic_top10,0.8978540897369385,6,10,,,,,,,,,needs_review_new_candidate,,,False
candidate:40cadd18b4ce5a913cc2,iTE,iTE:P0405:initial_n2,iTE:P0459:initial_n2,iTE:P0405:n2,iTE:P0459:n2,Seebeck coefficient and figure of merit,doping states of the PTh film,performance_function,state_structure,group:1d648227ffda874e0cd0,semantic_top10,0.8146608471870422,,8,,,,,,,,,needs_review_new_candidate,,,False
candidate:43fb6fa7d48aa0b76b47,iTE,iTE:P0405:initial_n2,iTE:P0462:initial_n3,iTE:P0405:n2,iTE:P0462:n3,Seebeck coefficient and figure of merit,Seebeck coefficient,performance_function,performance_function,group:829e74c7c8df5738956b,semantic_top10,0.9021412134170532,5,10,,,,,,,,,needs_review_new_candidate,,,False
candidate:3ba2853c94552aea7a31,iTE,iTE:P0405:initial_n2,iTE:P0479:initial_n1,iTE:P0405:n2,iTE:P0479:n1,Seebeck coefficient and figure of merit,IL-induced dedoping,performance_function,mechanism_process,group:008c3a4be7d25ec3c3bf,semantic_top10,0.8306041359901428,,8,,,,,,,,,needs_review_new_candidate,,,False
candidate:fd8b32e4c0cb36b6aeb1,iTE,iTE:P0405:initial_n2,iTE:P0479:initial_n2,iTE:P0405:n2,iTE:P0479:n2,Seebeck coefficient and figure of merit,Soret effect,performance_function,mechanism_process,group:ef99f8d8eb34a1e4a1fd,semantic_top10,0.8369743824005127,,10,,,,,,,,,needs_review_new_candidate,,,False
candidate:add7544f356dd1211b33,iTE,iTE:P0405:initial_n2,iTE:P0479:initial_n3,iTE:P0405:n2,iTE:P0479:n3,Seebeck coefficient and figure of merit,Seebeck coefficient enhancement,performance_function,performance_function,group:1e69a2b15f2325f36185,semantic_top10,0.8654005527496338,,5,,,,,,,,,needs_review_new_candidate,,,False
candidate:0e31768f81e039a23584,iTE,iTE:P0405:initial_n2,iTE:P0511:initial_n3,iTE:P0405:n2,iTE:P0511:n3,Seebeck coefficient and figure of merit,ionic figure-of-merit,performance_function,performance_function,group:c6ed03534b1467965015,char_ngram_tfidf,0.802126944065094,,,pair:c6ed03534b146796,,,,,,,,needs_review_new_candidate,,,False
candidate:c1390f7a05e6521323e6,iTE,iTE:P0405:initial_n2,iTE:P0531:initial_n2,iTE:P0405:n2,iTE:P0531:n2,Seebeck coefficient and figure of merit,figure of merit (ZT) and Seebeck coefficients,performance_function,performance_function,group:01c917f8c94c6516868c,char_ngram_tfidf;historical_comparison,0.8286218643188477,,,pair:01c917f8c94c6516,N1545,iTE:P0405:n2,iTE:P0531:n2,equivalent_to,equivalent_to,两侧均并列 Seebeck 系数与热电优值 zT，成员相同且只有排列顺序、单复数不同；在该复合指标类别层面同义。保留各材料体系和数值/变化断言，不能把成员次序视为不同组合对象。,full_original_quotes_rechecked,reuse_model_proposal_pending_human,,,False
candidate:dcc6725c7c4c73c9e346,iTE,iTE:P0405:initial_n2,iTE:P0618:initial_n2,iTE:P0405:n2,iTE:P0618:n2,Seebeck coefficient and figure of merit,Seebeck coefficient,performance_function,performance_function,group:829e74c7c8df5738956b,semantic_top10,0.912879228591919,2,5,,,,,,,,,needs_review_new_candidate,,,False
candidate:ab35f492f160cc97fb75,iTE,iTE:P0405:initial_n2,iTE:P0665:initial_n3,iTE:P0405:n2,iTE:P0665:n3,Seebeck coefficient and figure of merit,figure of merit (ZT),performance_function,performance_function,group:dc0cf320c60964cc623c,char_ngram_tfidf,0.7749254703521729,,,pair:dc0cf320c60964cc,,,,,,,,needs_review_new_candidate,,,False
candidate:a8a0057af5d555e67040,iTE,iTE:P0405:initial_n2,iTE:P0677:initial_n2,iTE:P0405:n2,iTE:P0677:n2,Seebeck coefficient and figure of merit,ionic Seebeck coefficient (Si),performance_function,performance_function,group:d183323c0120581d3b09,semantic_top10,0.8879315853118896,10,,,,,,,,,,needs_review_new_candidate,,,False
candidate:659b42190942098fe2e8,iTE,iTE:P0405:initial_n2,iTE:P0716:initial_n3,iTE:P0405:n2,iTE:P0716:n3,Seebeck coefficient and figure of merit,thermoelectric figure of merit,performance_function,performance_function,group:5c05e4d28b74ad10a84b,char_ngram_tfidf,0.779684841632843,,,pair:5c05e4d28b74ad10,,,,,,,,needs_review_new_candidate,,,False
candidate:b11412baf122b14ba00e,iTE,iTE:P0405:initial_n2,iTE:P0764:initial_n4,iTE:P0405:n2,iTE:P0764:n4,Seebeck coefficient and figure of merit,ionic Seebeck component,performance_function,performance_function,group:ee74678f3cc1ae71614c,semantic_top10,0.8905390501022339,8,,,,,,,,,,needs_review_new_candidate,,,False
candidate:3ef97a8c771f5a1f7cb4,iTE,iTE:P0405:initial_n2,iTE:P0774:initial_n2,iTE:P0405:n2,iTE:P0774:n2,Seebeck coefficient and figure of merit,figure of merit,performance_function,performance_function,group:6a4d20728d92c0cd185f,char_ngram_tfidf,0.8170779347419739,,,pair:6a4d20728d92c0cd,,,,,,,,needs_review_new_candidate,,,False
candidate:3176aa07519c0df23db0,iTE,iTE:P0405:initial_n2,iTE:P0788:initial_n3,iTE:P0405:n2,iTE:P0788:n3,Seebeck coefficient and figure of merit,Seebeck coefficient and the figure of merit,performance_function,performance_function,group:2911d7c3ce050f0a0273,char_ngram_tfidf;historical_comparison,0.7960142493247986,,,pair:2911d7c3ce050f0a,N0612,iTE:P0405:n2,iTE:P0788:n3,uncertain,uncertain,虽为相同并列指标名，聚合物处理与 Anderson 局域化理论的优值边界未核齐，暂不合并复合节点。,node_containing_sentences_from_original_quote,needs_review_existing_uncertain,,,False
candidate:32d8ef620ef237ef30e2,iTE,iTE:P0405:initial_n2,iTE:P0833:initial_n2,iTE:P0405:n2,iTE:P0833:n2,Seebeck coefficient and figure of merit,Seebeck coefficient S,performance_function,performance_function,group:ace183c082688f7609b2,char_ngram_tfidf,0.7942312359809875,,,pair:ace183c082688f76,,,,,,,,needs_review_new_candidate,,,False
candidate:32f4213217dbdcb14214,iTE,iTE:P0405:initial_n2,iTE:P0897:initial_n2,iTE:P0405:n2,iTE:P0897:n2,Seebeck coefficient and figure of merit,figure of merit close to unity,performance_function,performance_function,group:0481aaec2f2948c75f17,char_ngram_tfidf,0.8587690591812134,,,pair:0481aaec2f2948c7,,,,,,,,needs_review_new_candidate,,,False
candidate:eb040ec2a3620ab33ca7,iTE,iTE:P0405:initial_n2,iTE:P0906:initial_n3,iTE:P0405:n2,iTE:P0906:n3,Seebeck coefficient and figure of merit,figure of merit (ZT),performance_function,performance_function,group:dc0cf320c60964cc623c,semantic_top10,0.8691993355751038,,5,,,,,,,,,needs_review_new_candidate,,,False
candidate:34123ffd2a0d90b96823,iTE,iTE:P0405:initial_n2,iTE:P0994:initial_n3,iTE:P0405:n2,iTE:P0994:n3,Seebeck coefficient and figure of merit,high figure of merit,performance_function,performance_function,group:72afbf3d24d60a75aba5,char_ngram_tfidf,0.8378702998161316,,,pair:72afbf3d24d60a75,,,,,,,,needs_review_new_candidate,,,False
candidate:e7077189a4069f93906a,iTE,iTE:P0405:initial_n2,iTE:P1007:initial_n1,iTE:P0405:n2,iTE:P1007:n1,Seebeck coefficient and figure of merit,"amount of H,PO 4",performance_function,quantity,group:1a6e528de0126a302221,semantic_top10,0.847585916519165,,10,,,,,,,,,needs_review_new_candidate,,,False
candidate:6466fc19bb0347019021,iTE,iTE:P0405:initial_n2,iTE:P1010:initial_n2,iTE:P0405:n2,iTE:P1010:n2,Seebeck coefficient and figure of merit,dimensionless thermoelectric figure of merit,performance_function,performance_function,group:b431ccb9d6d56c20e8fe,char_ngram_tfidf,0.7723960876464844,,,pair:b431ccb9d6d56c20,,,,,,,,needs_review_new_candidate,,,False
candidate:942dee6599368bae9d51,iTE,iTE:P0405:initial_n2,iTE:P1109:initial_n2,iTE:P0405:n2,iTE:P1109:n2,Seebeck coefficient and figure of merit,giant negative Seebeck coefficient,performance_function,performance_function,group:50f1cf6908a739e5a08a,semantic_top10,0.8894599676132202,9,5,,,,,,,,,needs_review_new_candidate,,,False
candidate:27056af705f646d3d1e3,iTE,iTE:P0405:initial_n2,iTE:P1121:initial_n2,iTE:P0405:n2,iTE:P1121:n2,Seebeck coefficient and figure of merit,Seebeck coefficient,performance_function,performance_function,group:829e74c7c8df5738956b,semantic_top10,0.9150536060333252,1,1,,,,,,,,,needs_review_new_candidate,,,False
candidate:46e36200f2ed6ed519c7,iTE,iTE:P0405:initial_n2,iTE:P1347:initial_n1,iTE:P0405:n2,iTE:P1347:n1,Seebeck coefficient and figure of merit,electronic transport,performance_function,mechanism_process,group:c453eeaa8308b1dd3d48,semantic_top10,0.8429459929466248,,9,,,,,,,,,needs_review_new_candidate,,,False
candidate:1be0dc8c0351a48f1265,iTE,iTE:P0405:initial_n2,iTE:P1347:initial_n2,iTE:P0405:n2,iTE:P1347:n2,Seebeck coefficient and figure of merit,Seebeck coefficient,performance_function,performance_function,group:829e74c7c8df5738956b,semantic_top10,0.9061906337738037,3,2,,,,,,,,,needs_review_new_candidate,,,False
candidate:6e1d103031839af3d070,iTE,iTE:P0405:initial_n2,iTE:P1481:initial_n3,iTE:P0405:n2,iTE:P1481:n3,Seebeck coefficient and figure of merit,figure-of-merit,performance_function,performance_function,group:044c0645423e3525f304,char_ngram_tfidf,0.8018161058425903,,,pair:044c0645423e3525,,,,,,,,needs_review_new_candidate,,,False
candidate:ca3a4f60151198fdb1a0,iTE,iTE:P0405:initial_n2,iTE:P1482:initial_n3,iTE:P0405:n2,iTE:P1482:n3,Seebeck coefficient and figure of merit,Seebeck coefficient,performance_function,performance_function,group:829e74c7c8df5738956b,semantic_top10,0.9030342102050781,4,4,,,,,,,,,needs_review_new_candidate,,,False
candidate:3ca75f24a972dc7c51bd,iTE,iTE:P0405:initial_n2,iTE:P1863:initial_n2,iTE:P0405:n2,iTE:P1863:n2,Seebeck coefficient and figure of merit,high figure of merit of 0.86 at 550 K,performance_function,performance_function,group:989cb115fabe01e06b59,char_ngram_tfidf,0.8131508827209473,,,pair:989cb115fabe01e0,,,,,,,,needs_review_new_candidate,,,False
candidate:933fb023fad9eba60673,iTE,iTE:P0406:initial_n1,iTE:P0406:initial_n2,iTE:P0406:n1,iTE:P0406:n2,ion/polymer interaction,mobility of the ions,interaction,quantity,group:c761dbd741e544d8d765,semantic_top10,0.983788251876831,1,1,,,,,,,,,needs_review_new_candidate,,,False
candidate:21148ddf91957be90519,iTE,iTE:P0406:initial_n1,iTE:P0406:initial_n3,iTE:P0406:n1,iTE:P0406:n3,ion/polymer interaction,Seebeck coefficient,interaction,performance_function,group:5c2c0a5de71f15437ed2,semantic_top10,0.8901839256286621,6,,,,,,,,,,needs_review_new_candidate,,,False
candidate:7157973d15f3fa943416,iTE,iTE:P0406:initial_n1,iTE:P0408:initial_n1,iTE:P0406:n1,iTE:P0408:n1,ion/polymer interaction,covalent cross-linked polymer network,interaction,state_structure,group:36f81f9bf6fce54dba50,semantic_top10,0.8858603239059448,,5,,,,,,,,,needs_review_new_candidate,,,False
candidate:bfb3d145aee418919dc7,iTE,iTE:P0406:initial_n1,iTE:P0408:initial_n3,iTE:P0406:n1,iTE:P0408:n3,ion/polymer interaction,rapid transport of the cations,interaction,mechanism_process,group:1472c48bc8ba49612434,semantic_top10,0.8951887488365173,4,9,,,,,,,,,needs_review_new_candidate,,,False
candidate:0596f36dc6ab26354307,iTE,iTE:P0406:initial_n1,iTE:P0408:initial_n4,iTE:P0406:n1,iTE:P0408:n4,ion/polymer interaction,ion concentration difference,interaction,quantity,group:60174849b35af40025d5,semantic_top10,0.8909969329833984,5,7,,,,,,,,,needs_review_new_candidate,,,False
candidate:b9ddbc102fe282c773af,iTE,iTE:P0406:initial_n1,iTE:P0408:initial_n5,iTE:P0406:n1,iTE:P0408:n5,ion/polymer interaction,ionic Seebeck coefficient,interaction,performance_function,group:e3da17ca30e0edf053ae,semantic_top10,0.9085725545883179,2,,,,,,,,,,needs_review_new_candidate,,,False
candidate:2ce7cbe327d10362e1b5,iTE,iTE:P0406:initial_n1,iTE:P0548:initial_n1,iTE:P0406:n1,iTE:P0548:n1,ion/polymer interaction,interaction between the ionic liquid and polymer chains,interaction,interaction,group:5a2b2bb0c370936d52f8,char_ngram_tfidf,0.8248499631881714,,,pair:5a2b2bb0c370936d,,,,,,,,needs_review_new_candidate,,,False
candidate:c0a9af538d726134506a,iTE,iTE:P0406:initial_n1,iTE:P0587:initial_n2,iTE:P0406:n1,iTE:P0587:n2,ion/polymer interaction,ion-ion interaction,interaction,interaction,group:dc27f00abfd26479a477,char_ngram_tfidf,0.8627618551254272,,,pair:dc27f00abfd26479,,,,,,,,needs_review_new_candidate,,,False
candidate:71302f46f6e6209fbfcf,iTE,iTE:P0406:initial_n1,iTE:P0600:initial_n1,iTE:P0406:n1,iTE:P0600:n1,ion/polymer interaction,ion-polymer matrix interaction,interaction,interaction,group:ce3ba7e6c9835e3667cc,char_ngram_tfidf;semantic_top10,0.9053462743759155,3,3,pair:ce3ba7e6c9835e36,,,,,,,,needs_review_new_candidate,,,False
candidate:b28f5f1934be9e6abedf,iTE,iTE:P0406:initial_n1,iTE:P0600:initial_n2,iTE:P0406:n1,iTE:P0600:n2,ion/polymer interaction,sign and magnitude of the ionic Seebeck coefficient,interaction,performance_function,group:d5905c94aaaa6b98e505,semantic_top10,0.8881193399429321,7,6,,,,,,,,,needs_review_new_candidate,,,False
candidate:f11b53dd590b35d27eba,iTE,iTE:P0406:initial_n1,iTE:P0618:initial_n2,iTE:P0406:n1,iTE:P0618:n2,ion/polymer interaction,Seebeck coefficient,interaction,performance_function,group:5c2c0a5de71f15437ed2,semantic_top10,0.8874761462211609,8,,,,,,,,,,needs_review_new_candidate,,,False
candidate:07ecc1594aabd5e61d10,iTE,iTE:P0406:initial_n1,iTE:P0657:initial_n1,iTE:P0406:n1,iTE:P0657:n1,ion/polymer interaction,interaction between anion clusters and gold electrodes,interaction,interaction,group:6336bc2cf0309dcc79f2,semantic_top10,0.8679077625274658,,9,,,,,,,,,needs_review_new_candidate,,,False
candidate:da5c0b9fea3b4c121da6,iTE,iTE:P0406:initial_n1,iTE:P0684:initial_n2,iTE:P0406:n1,iTE:P0684:n2,ion/polymer interaction,intermolecular interaction,interaction,interaction,group:31568acb54db61124f33,char_ngram_tfidf,0.803647518157959,,,pair:31568acb54db6112,,,,,,,,needs_review_new_candidate,,,False
candidate:bc262c2b5f8e7146350f,iTE,iTE:P0406:initial_n1,iTE:P0764:initial_n4,iTE:P0406:n1,iTE:P0764:n4,ion/polymer interaction,ionic Seebeck component,interaction,performance_function,group:5a128ff093461429c124,semantic_top10,0.8860399723052979,10,,,,,,,,,,needs_review_new_candidate,,,False
candidate:76b1ab02f83a78a8ef33,iTE,iTE:P0406:initial_n1,iTE:P0772:initial_n3,iTE:P0406:n1,iTE:P0772:n3,ion/polymer interaction,ion-dipole interaction,interaction,interaction,group:a08f12e9a768d266dcf9,char_ngram_tfidf,0.8204301595687866,,,pair:a08f12e9a768d266,,,,,,,,needs_review_new_candidate,,,False
