candidate_id,domain,left_unit_id,right_unit_id,left_label,right_label,left_paper_support,right_paper_support,candidate_channels,char_ngram_cosine,structural_jaccard,literal_key_equal,decision_status,concept_relation,human_reason,defer_reason
pair:77b3074255b2fc8a,iTE,iTE:retrieval:b3b8ab66b02ea5,iTE:retrieval:fd6e818a2e03c1,efficiency,redox reaction efficiency,1,1,char_ngram_tfidf,0.526392,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:b415712e23cc4051,iTE,iTE:retrieval:3fe6fcca82d666,iTE:retrieval:e4a88e29a51ea1,conductivity,stability and conductivity,10,1,char_ngram_tfidf,0.526172,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:823769148d2703a6,iTE,iTE:retrieval:612136aec2c734,iTE:retrieval:ab75942445ef55,high electrical conductivity and low Seebeck coefficient,large Seebeck coefficient,1,2,char_ngram_tfidf,0.52572,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:7fc65d391dee7963,iTE,iTE:retrieval:064eca1373ac82,iTE:retrieval:1986997c7afc72,diffusion difference,ion diffusion rate,1,1,char_ngram_tfidf,0.525195,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:f33afaddb1ce7a80,iTE,iTE:retrieval:682ff02649af06,iTE:retrieval:7634dbafd0d71e,thermal diffusion coefficients,thermal diffusion measurements,1,1,char_ngram_tfidf,0.524009,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:65c00f6f573004cb,iTE,iTE:retrieval:d3363183ed82e8,iTE:retrieval:e59162163e1dae,thermoelectric coefficient,efficient thermoelectric generator,1,1,char_ngram_tfidf,0.52374,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:ec597fac047edcf4,iTE,iTE:retrieval:2402641b8c8836,iTE:retrieval:33606936fb7276,sign of the thermoelectric power,thermoelectric power of the SWCNTs,1,1,char_ngram_tfidf,0.52349,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:7e38e1acefce67ac,iTE,iTE:retrieval:d2b49b56bea46d,iTE:retrieval:e59162163e1dae,electricity generator,efficient thermoelectric generator,1,1,char_ngram_tfidf,0.522616,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:47b56342d75857b9,iTE,iTE:retrieval:60d4d5b6d32241,iTE:retrieval:ab75942445ef55,variation of Seebeck coefficient and resistivity,large Seebeck coefficient,1,2,char_ngram_tfidf,0.522088,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:ee4c1391faf75ee0,iTE,iTE:retrieval:612136aec2c734,iTE:retrieval:b99fead199ac03,high electrical conductivity and low Seebeck coefficient,Seebeck coefficients,1,8,char_ngram_tfidf,0.522075,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:df15e4a6ef1e0d94,iTE,iTE:retrieval:80b1fc0098f080,iTE:retrieval:f1c96a08a78093,ionic thermoelectric effect,optical absorption and thermoelectric effect,2,1,char_ngram_tfidf,0.520941,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:b83b229e78f713ce,iTE,iTE:retrieval:33606936fb7276,iTE:retrieval:d92448da5643fe,thermoelectric power of the SWCNTs,thermoelectric power factor,1,3,char_ngram_tfidf,0.517056,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:036fc18b91b67dd1,iTE,iTE:retrieval:113ee0f74fb18c,iTE:retrieval:65aa6928f9c2bf,electronic thermoelectric power,ionic thermoelectric gating,1,1,char_ngram_tfidf,0.516206,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:e9ef76482af6e100,iTE,iTE:retrieval:15c0bd9c6f7a98,iTE:retrieval:a3a949c443f770,electrical conductivity and Seebeck coefficient,large values of the Seebeck coefficient and low electrical resistivity,1,1,char_ngram_tfidf,0.514314,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:38abe6383381f765,iTE,iTE:retrieval:7f08bbfc91df58,iTE:retrieval:9f670d6feacf26,ITE,ITEG,1,1,char_ngram_tfidf,0.510982,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:3c8dbebb63eb4c3f,iTE,iTE:retrieval:7f08bbfc91df58,iTE:retrieval:98a76f51a6ab38,ITE,iTEG,1,1,char_ngram_tfidf,0.510982,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:07a999a09ff88e37,iTE,iTE:retrieval:15c0bd9c6f7a98,iTE:retrieval:60d4d5b6d32241,electrical conductivity and Seebeck coefficient,variation of Seebeck coefficient and resistivity,1,1,char_ngram_tfidf,0.509504,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:6bdf10a058261949,iTE,iTE:retrieval:8b73bbfdedec67,iTE:retrieval:f524d4b7ce05c4,amount of ionic liquid,kinetics of ionic liquid,1,1,char_ngram_tfidf,0.509391,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:431794aa61af46e3,iTE,iTE:retrieval:8af06e952b5596,iTE:retrieval:bbfda222f52669,Activation energy and thermoelectric coefficient values,activation energy,1,2,char_ngram_tfidf,0.509017,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:c46152c5a9caa01c,iTE,iTE:retrieval:113ee0f74fb18c,iTE:retrieval:4c6176a4160039,electronic thermoelectric power,Thermoelectric power (TEP),1,1,char_ngram_tfidf,0.508883,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:e2d311b8e84a8a2b,iTE,iTE:retrieval:55266623a8627f,iTE:retrieval:603185ba98ba5b,carrier mobility,ordered conductive domains and carrier mobility,4,1,char_ngram_tfidf,0.508713,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:fdf5234e3fbbc933,iTE,iTE:retrieval:509a16f5eab3b7,iTE:retrieval:c7f2d049f3206e,photothermoelectric effect,coupled thermoelectric effects,1,1,char_ngram_tfidf,0.508179,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:b4dadbb93092705b,iTE,iTE:retrieval:4dbaa586691a70,iTE:retrieval:8b45ef5352aa70,disorder,anharmonicity and disorder,2,1,char_ngram_tfidf,0.507979,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:695c57ae57bb3748,iTE,iTE:retrieval:60ed880ac621c9,iTE:retrieval:bc81ca1e364b21,electrochemical Seebeck effect,enhanced ionic Seebeck effect,1,1,char_ngram_tfidf,0.506107,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:240995cf42f1b887,iTE,iTE:retrieval:8bb88b6d425e76,iTE:retrieval:c6d38e57557327,Thermoelectric power of high-temperature region,thermoelectric power,1,5,char_ngram_tfidf,0.505539,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:648cc789dab7abd9,iTE,iTE:retrieval:b979b1711e1f58,iTE:retrieval:f16eb52f893344,diffusion difference between cations and anions,thermal diffusion entropy difference between charge carriers,1,1,char_ngram_tfidf,0.504316,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:d033e3340967446a,iTE,iTE:retrieval:33606936fb7276,iTE:retrieval:3a35dbaea5ea58,thermoelectric power of the SWCNTs,larger thermoelectric power,1,1,char_ngram_tfidf,0.50287,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:8a7642e260bb15c3,iTE,iTE:retrieval:2a2bd10b94e93a,iTE:retrieval:c6d38e57557327,thermoelectric chip,thermoelectric power,1,5,char_ngram_tfidf,0.502669,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:ac5d9699aee5cf1f,iTE,iTE:retrieval:8b45ef5352aa70,iTE:retrieval:9f7cd77b6e2bc6,anharmonicity and disorder,strong anharmonicity,1,2,char_ngram_tfidf,0.501817,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:61ead2b4ec3fb839,iTE,iTE:retrieval:3ab70ec87319a6,iTE:retrieval:4b11243c7dd40e,efficient charge transport,effect of disorder on charge transport,1,1,char_ngram_tfidf,0.501611,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:b280883405d55d85,iTE,iTE:retrieval:33606936fb7276,iTE:retrieval:8414bbceb44c4a,thermoelectric power of the SWCNTs,thermoelectric power factors,1,1,char_ngram_tfidf,0.501347,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:c8b65ab97bf91498,iTE,iTE:retrieval:6acc48de44bcc7,iTE:retrieval:8b45ef5352aa70,phonon anharmonicity,anharmonicity and disorder,1,1,char_ngram_tfidf,0.500362,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:8c647d47aa7f8736,iTE,iTE:retrieval:2a2bd10b94e93a,iTE:retrieval:d67013377c6ffb,thermoelectric chip,thermoelectric coupling,1,1,char_ngram_tfidf,0.499931,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:25f108fd9415d63d,iTE,iTE:retrieval:2a2bd10b94e93a,iTE:retrieval:61aa736ef45d5a,thermoelectric chip,thermoelectric effect,1,1,char_ngram_tfidf,0.499764,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:ce565d5d5da69906,iTE,iTE:retrieval:00946455623a0c,iTE:retrieval:8b45ef5352aa70,high anharmonicity,anharmonicity and disorder,1,1,char_ngram_tfidf,0.499475,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:704a109bc5aef5d5,iTE,iTE:retrieval:113ee0f74fb18c,iTE:retrieval:5b4181883ab42c,electronic thermoelectric power,absolute value of thermoelectric power,1,1,char_ngram_tfidf,0.498185,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:97a7a7d6ee456d60,iTE,iTE:retrieval:4e1443539e142d,iTE:retrieval:fd6e818a2e03c1,conversion efficiency,redox reaction efficiency,1,1,char_ngram_tfidf,0.497825,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:9b78da86874d2298,iTE,iTE:retrieval:1c0c08b35e88dc,iTE:retrieval:e2973683e87e6a,thermodynamic and transport properties of the electrolyte,properties of the hydrogel electrolyte,1,1,char_ngram_tfidf,0.497692,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:b0aeb60eed3f5fc1,iTE,iTE:retrieval:80b1fc0098f080,iTE:retrieval:9330e8627314e7,ionic thermoelectric effect,ion steric effect,2,1,char_ngram_tfidf,0.497638,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:6816aa84ab83d8eb,iTE,iTE:retrieval:113ee0f74fb18c,iTE:retrieval:b77dfe17f18a08,electronic thermoelectric power,temperature dependence of thermoelectric power,1,2,char_ngram_tfidf,0.496746,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:3e7b4179c1e7e6a2,iTE,iTE:retrieval:063f80a8b11f48,iTE:retrieval:06cf8ae0b1c560,transport process at the low temperatures,transport properties at low T,1,1,char_ngram_tfidf,0.496516,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:b6d355e9c774e029,iTE,iTE:retrieval:73e6361316087d,iTE:retrieval:e59162163e1dae,ionic thermoelectric coefficient,efficient thermoelectric generator,1,1,char_ngram_tfidf,0.49634,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:1715b5772eee7268,iTE,iTE:retrieval:0cb71f6c6d6bad,iTE:retrieval:e1ecf6b84e327b,extreme phonon anharmonicity and weak bonding,strong phonon anharmonicity,1,2,char_ngram_tfidf,0.495276,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:e0333cfe79676d9b,iTE,iTE:retrieval:064eca1373ac82,iTE:retrieval:7c3394f61a21e1,diffusion difference,temperature difference,1,2,char_ngram_tfidf,0.494828,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:c3c84a0023d2c6a5,iTE,iTE:retrieval:4df602c862de87,iTE:retrieval:b979b1711e1f58,concentration gradient between cations and anions,diffusion difference between cations and anions,1,1,char_ngram_tfidf,0.494056,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:4927aa41f4ca4540,iTE,iTE:retrieval:5c0a83f04d7203,iTE:retrieval:fc1fe2b7c4a48b,phonon and electron scattering,phonon scattering processes and scattering rate,1,1,char_ngram_tfidf,0.48978,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:84589084d93349a1,iTE,iTE:retrieval:2a2bd10b94e93a,iTE:retrieval:d3363183ed82e8,thermoelectric chip,thermoelectric coefficient,1,1,char_ngram_tfidf,0.489266,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:a0dd13312b6dc4e2,iTE,iTE:retrieval:1f77c42f14d663,iTE:retrieval:feaa3cc5e20504,carrier transport characteristics,output TE characteristics,1,1,char_ngram_tfidf,0.489171,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:e55e66e2069b4a5c,iTE,iTE:retrieval:509a16f5eab3b7,iTE:retrieval:ed500ead9db2dc,photothermoelectric effect,thermoelectric efficiency,1,3,char_ngram_tfidf,0.488329,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:543895d53a9f77da,iTE,iTE:retrieval:8b9c96d213c335,iTE:retrieval:a3a949c443f770,electrical resistivity,large values of the Seebeck coefficient and low electrical resistivity,2,1,char_ngram_tfidf,0.487864,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:4f7ac93217f8a3de,iTE,iTE:retrieval:3f65a2d6fb72a6,iTE:retrieval:fc1fe2b7c4a48b,strong phonon scattering,phonon scattering processes and scattering rate,1,1,char_ngram_tfidf,0.487579,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:99bd2deafb4e50f2,iTE,iTE:retrieval:c1d2ccf6d59cc6,iTE:retrieval:e4a88e29a51ea1,electrical conductivity and thermal conductivity,stability and conductivity,2,1,char_ngram_tfidf,0.487579,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:056b6825f48ece57,iTE,iTE:retrieval:1815c3e6aaa900,iTE:retrieval:2a2bd10b94e93a,thermoelectric current,thermoelectric chip,1,1,char_ngram_tfidf,0.486016,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:719d2241749c5c9d,iTE,iTE:retrieval:08076812d1e0bd,iTE:retrieval:92d4be426a5a3c,ionic scattering and carrier relaxation time,relaxation time of the ions,1,1,char_ngram_tfidf,0.485946,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:28113d18ed348248,iTE,iTE:retrieval:8d21aad25b4f12,iTE:retrieval:c4dece9a0ff036,thermophoretic mobility difference between the cations and anions,thermophoretic difference between chloride anions (from both CuCl2 and PMNT) and cations,1,1,char_ngram_tfidf,0.485658,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:7c32de349e68240d,iTE,iTE:retrieval:707c1a6d6dc777,iTE:retrieval:8b45ef5352aa70,anion disorder,anharmonicity and disorder,1,1,char_ngram_tfidf,0.485211,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:48314678bdbd7cc3,iTE,iTE:retrieval:7a1bdfd9ec3502,iTE:retrieval:fc1fe2b7c4a48b,phonon-phonon scattering,phonon scattering processes and scattering rate,1,1,char_ngram_tfidf,0.484101,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:dd2a9c9b4bc48e0c,iTE,iTE:retrieval:39d17bfa44b1c8,iTE:retrieval:603185ba98ba5b,enhanced carrier mobility,ordered conductive domains and carrier mobility,1,1,char_ngram_tfidf,0.483821,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:56da5c76bf310697,iTE,iTE:retrieval:064eca1373ac82,iTE:retrieval:f7bbde95d613a6,diffusion difference,ion entropy difference,1,1,char_ngram_tfidf,0.482349,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:6b2347517b851b82,iTE,iTE:retrieval:8b45ef5352aa70,iTE:retrieval:ed538ee1a48aa8,anharmonicity and disorder,higher-order anharmonicity,1,1,char_ngram_tfidf,0.481765,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:15739c0f67e94487,iTE,iTE:retrieval:18358bd99c3cc9,iTE:retrieval:8b45ef5352aa70,enhance anharmonicity,anharmonicity and disorder,1,1,char_ngram_tfidf,0.480945,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:b2d7ea5ca71be96d,iTE,iTE:retrieval:80b1fc0098f080,iTE:retrieval:e24aff8d6ce928,ionic thermoelectric effect,superposition of the ionic thermoelectric and piezoionic effects,2,1,char_ngram_tfidf,0.480589,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:bb101936bab49880,iTE,iTE:retrieval:8b45ef5352aa70,iTE:retrieval:f39b420b73533f,anharmonicity and disorder,lattice anharmonicity,1,1,char_ngram_tfidf,0.48,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:f909078aa5ec1b3b,iTE,iTE:retrieval:e59162163e1dae,iTE:retrieval:ed500ead9db2dc,efficient thermoelectric generator,thermoelectric efficiency,1,3,char_ngram_tfidf,0.479993,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:1e4fc9abd85ba887,iTE,iTE:retrieval:c4f6aa1088da41,iTE:retrieval:d69c6dd745f2f2,small polaron hopping model,activation of the small polaron hopping and variable range hopping mechanisms,1,1,char_ngram_tfidf,0.479744,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:5cee731d8a90be43,iTE,iTE:retrieval:1c78a3ae57bc27,iTE:retrieval:f4ad3bfafd37c5,high ionic conductivity and chemical stability,ionic conductivity,1,23,char_ngram_tfidf,0.477371,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:b8931c77ff18dd7b,iTE,iTE:retrieval:2fcd26e3dcd07c,iTE:retrieval:e8ffd932883291,phonon group velocity,low acoustic mode group velocity and strong three-phonon scattering,1,1,char_ngram_tfidf,0.472537,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:f95d8bba9bb0458e,iTE,iTE:retrieval:4612a29a08eaa9,iTE:retrieval:4925ab28031db1,ionic wind generator,ionic wind streams,1,1,char_ngram_tfidf,0.472505,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:a8636a519782d520,iTE,iTE:retrieval:60ed880ac621c9,iTE:retrieval:e7b0a0a8a6726c,electrochemical Seebeck effect,electrochemical potential,1,1,char_ngram_tfidf,0.471616,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:b2af038263a7c613,iTE,iTE:retrieval:509a16f5eab3b7,iTE:retrieval:b38c11cd557a35,photothermoelectric effect,photothermal layer,1,1,char_ngram_tfidf,0.47061,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:997f41fa10920612,iTE,iTE:retrieval:e4a88e29a51ea1,iTE:retrieval:f4ad3bfafd37c5,stability and conductivity,ionic conductivity,1,23,char_ngram_tfidf,0.470189,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:155f5ce40192c762,iTE,iTE:retrieval:1f77c42f14d663,iTE:retrieval:a9d6c8c5226a01,carrier transport characteristics,self-healing characteristics,1,1,char_ngram_tfidf,0.470146,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:d73868c90f8cae51,iTE,iTE:retrieval:265748c2b85ea1,iTE:retrieval:7205b2d1ccd6ae,ion-electronic friction,hydrodynamic friction,1,1,char_ngram_tfidf,0.469372,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:0c074b3e60dff4dc,iTE,iTE:retrieval:0e5812fea1e1d3,iTE:retrieval:f7b500bbdc3141,Electrical conductivity,"Electrical conductivity, thermoelectric power, and chemical diffusivity",2,1,char_ngram_tfidf,0.469244,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:66e90bacc8bb195c,iTE,iTE:retrieval:3ca65ab2ad7ece,iTE:retrieval:f7b500bbdc3141,electrical conductivity,"Electrical conductivity, thermoelectric power, and chemical diffusivity",41,1,char_ngram_tfidf,0.469244,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:b9d1e7a3fc98ac1e,iTE,iTE:retrieval:3fddb84d02ff31,iTE:retrieval:60ed880ac621c9,electrochemical performance,electrochemical Seebeck effect,1,1,char_ngram_tfidf,0.469136,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:aea9f015c6e04d0f,iTE,iTE:retrieval:1c838bad62ba62,iTE:retrieval:60d4d5b6d32241,non-monotonic temperature variation of the Seebeck coefficient,variation of Seebeck coefficient and resistivity,1,1,char_ngram_tfidf,0.467021,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:c81ec4020e2fa0da,iTE,iTE:retrieval:65f9054e2a5168,iTE:retrieval:f849e5c39b53a2,strong lattice anharmonicity and dynamic disorder,strong bond anharmonicity,1,1,char_ngram_tfidf,0.466256,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:e1598efa2fa6e57a,iTE,iTE:retrieval:74ce4f53b28791,iTE:retrieval:dffc89702d14cf,oxidation level and nanostructure,confined nanostructure,1,1,char_ngram_tfidf,0.465799,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:24c0ed165022b0fc,iTE,iTE:retrieval:96dc05e4c31836,iTE:retrieval:ec908cce904f42,unusual covalent bonds,unusual Cu doping effect,1,1,char_ngram_tfidf,0.465707,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:fe85a34867cdf590,iTE,iTE:retrieval:a547861c6a8b6b,iTE:retrieval:e53e53881125fd,hydrogen bonding,extensive hydrogen bonding and charge stabilization,2,1,char_ngram_tfidf,0.465301,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:d08aafe85acc1ea1,iTE,iTE:retrieval:0d31299f3ba4e7,iTE:retrieval:4cad17910bd7c5,conduction band activity,conduction,1,1,char_ngram_tfidf,0.462621,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:2154791488c60135,iTE,iTE:retrieval:0d31299f3ba4e7,iTE:retrieval:f4ad3bfafd37c5,conduction band activity,ionic conductivity,1,23,char_ngram_tfidf,0.462437,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:21363a127bf9ad22,iTE,iTE:retrieval:80b1fc0098f080,iTE:retrieval:e74ec423ca3269,ionic thermoelectric effect,cooperation between the two thermoelectric effects,2,1,char_ngram_tfidf,0.46234,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:35a7567cc7e5a8fe,iTE,iTE:retrieval:26e66a8d8eee09,iTE:retrieval:2a2bd10b94e93a,thermoelectric field,thermoelectric chip,1,1,char_ngram_tfidf,0.462031,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:fc052d5555b9a8cd,iTE,iTE:retrieval:09fd1f02ad5e1d,iTE:retrieval:a3a949c443f770,Seebeck coefficient,large values of the Seebeck coefficient and low electrical resistivity,58,1,char_ngram_tfidf,0.461884,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:3d692e3eb1e4beaa,iTE,iTE:retrieval:113ee0f74fb18c,iTE:retrieval:9dd6f9a44acf2b,electronic thermoelectric power,radial thermoelectric power in the liquid,1,1,char_ngram_tfidf,0.461731,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:a75e4c622b6fad18,iTE,iTE:retrieval:4298c018e3a20c,iTE:retrieval:f7b500bbdc3141,ionic conductivity and thermal diffusivity,"Electrical conductivity, thermoelectric power, and chemical diffusivity",1,1,char_ngram_tfidf,0.461371,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:d8e1047253ded261,iTE,iTE:retrieval:229791fcc29160,iTE:retrieval:65f9054e2a5168,strong lattice anharmonicity and low acoustic-phonon group velocity,strong lattice anharmonicity and dynamic disorder,1,1,char_ngram_tfidf,0.461319,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:2833bea49d966d51,iTE,iTE:retrieval:80b1fc0098f080,iTE:retrieval:f3c0e9f6955966,ionic thermoelectric effect,ionic electrokinetic effect,2,1,char_ngram_tfidf,0.460388,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:4ad2fde4a9e0e928,iTE,iTE:retrieval:33606936fb7276,iTE:retrieval:4c6176a4160039,thermoelectric power of the SWCNTs,Thermoelectric power (TEP),1,1,char_ngram_tfidf,0.460236,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:d31eab61994d3399,iTE,iTE:retrieval:33606936fb7276,iTE:retrieval:dc10ab1b41d782,thermoelectric power of the SWCNTs,thermoelectric power of Na-K mixture,1,1,char_ngram_tfidf,0.458964,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:21758ce686cc927d,iTE,iTE:retrieval:a50c75a90d43be,iTE:retrieval:c0d5ac762c2a1d,weakened interlayer interaction and phonon confinement effect,nanoconfinement effect,1,1,char_ngram_tfidf,0.458722,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:329bf4a23dd6a36c,iTE,iTE:retrieval:603185ba98ba5b,iTE:retrieval:f37388f6e2e61c,ordered conductive domains and carrier mobility,high carrier mobility,1,1,char_ngram_tfidf,0.458101,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:08eb206720299b75,iTE,iTE:retrieval:113ee0f74fb18c,iTE:retrieval:ae24fce817ae56,electronic thermoelectric power,thermoelectric power factor (PF),1,1,char_ngram_tfidf,0.457473,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:048200842f80390a,iTE,iTE:retrieval:603185ba98ba5b,iTE:retrieval:8b300c6371647c,ordered conductive domains and carrier mobility,charge carrier mobility,1,1,char_ngram_tfidf,0.457184,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:91c70ed8d90948c2,iTE,iTE:retrieval:3a35dbaea5ea58,iTE:retrieval:44ca1aa51771df,larger thermoelectric power,thermoelectric power and the charge separation effects,1,1,char_ngram_tfidf,0.455869,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:47f71ef029ac2cd7,iTE,iTE:retrieval:064eca1373ac82,iTE:retrieval:167e6819f4bff7,diffusion difference,ions' diffusion distance,1,1,char_ngram_tfidf,0.455738,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
pair:442953da50bec201,iTE,iTE:retrieval:8bb88b6d425e76,iTE:retrieval:b77dfe17f18a08,Thermoelectric power of high-temperature region,temperature dependence of thermoelectric power,1,2,char_ngram_tfidf,0.455611,0.0,False,unreviewed_candidate,,,no_role_eligible_member_on_at_least_one_side
