pair_id,domain_layer,pair_key,source_node_id,source_role,node_a_label,target_node_id,target_role,node_b_label,pair_type,paper_count,exclusive_layer_paper_count,shared_corpus_paper_count,first_year,last_year,supporting_paper_ids,supporting_dois,supporting_titles,node_a_domain_df,node_b_domain_df,historical_graph_eligible,pair_evidence_strength
TP_53edc02d9e80,iTE|TG,TC_577742254212::TC_d51141fbc0ae,TC_577742254212,material_system,platinum electrode,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,material_system__mechanism,1,1,1,2017,2017,P0113,10.1039/c7ta04891b,"Poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) electrodes in thermogalvanic cells",2,14,True,0.3869
TP_08bc8b4ff92d,iTE|TG,TC_ee0a98d9cc93::TC_38b23ede2d79,TC_ee0a98d9cc93,material_system,PEDOT,TC_38b23ede2d79,mechanism,redox-kinetics enhancement,material_system__mechanism,1,1,1,2017,2017,P0113,10.1039/c7ta04891b,"Poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) electrodes in thermogalvanic cells",3,2,True,0.3869
TP_cd8b2eedfdcd,iTE|TG,TC_ee0a98d9cc93::TC_3cf38e4b2576,TC_ee0a98d9cc93,material_system,PEDOT,TC_3cf38e4b2576,mechanism,charge-transfer resistance engineering,material_system__mechanism,1,1,1,2017,2017,P0113,10.1039/c7ta04891b,"Poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) electrodes in thermogalvanic cells",3,5,True,0.3869
TP_86d723264d76,iTE|TG,TC_ee0a98d9cc93::TC_af6bbcaf729f,TC_ee0a98d9cc93,material_system,PEDOT,TC_af6bbcaf729f,mechanism,Fe2+/Fe3+ solvation redox chemistry,material_system__mechanism,1,1,1,2017,2017,P0113,10.1039/c7ta04891b,"Poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) electrodes in thermogalvanic cells",3,10,True,0.3869
TP_771c6302d96b,iTE|TG,TC_ee0a98d9cc93::TC_d51141fbc0ae,TC_ee0a98d9cc93,material_system,PEDOT,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,material_system__mechanism,1,1,1,2017,2017,P0113,10.1039/c7ta04891b,"Poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) electrodes in thermogalvanic cells",3,14,True,0.3869
TP_b26a01f40847,iTE|TG,TC_34fe8a88a4a6::TC_5bcfefdb9413,TC_34fe8a88a4a6,material_system,urea,TC_5bcfefdb9413,mechanism,redox reaction entropy,material_system__mechanism,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,1,9,False,0.3869
TP_98897df97b43,iTE|TG,TC_34fe8a88a4a6::TC_d51141fbc0ae,TC_34fe8a88a4a6,material_system,urea,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,material_system__mechanism,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,1,14,False,0.3869
TP_50258cced3ac,iTE|TG,TC_470f49a68893::TC_5bcfefdb9413,TC_470f49a68893,material_system,guanidinium chloride (GdmCl),TC_5bcfefdb9413,mechanism,redox reaction entropy,material_system__mechanism,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,3,9,True,0.3869
TP_c35365cdddcb,iTE|TG,TC_4e48f8b4f7b8::TC_5bcfefdb9413,TC_4e48f8b4f7b8,material_system,urea amide derivatives synergistically enlarge redox entropy difference,TC_5bcfefdb9413,mechanism,redox reaction entropy,material_system__mechanism,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,1,9,False,0.3869
TP_bf8ad54a7eea,iTE|TG,TC_4e48f8b4f7b8::TC_d51141fbc0ae,TC_4e48f8b4f7b8,material_system,urea amide derivatives synergistically enlarge redox entropy difference,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,material_system__mechanism,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,1,14,False,0.3869
TP_5c9f4f28e7cc,iTE|TG,TC_65454db31024::TC_125db93329fb,TC_65454db31024,material_system,colloidal particles in liquid media. thermogalvanic redox entropy,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,1,1,1,2018,2018,P0224,10.3390/e20060405,Thermoelectricity and Thermodiffusion in Magnetic Nanofluids: Entropic Analysis,1,30,False,0.3869
TP_4808bbd874a6,iTE|TG,TC_65454db31024::TC_4396cd712502,TC_65454db31024,material_system,colloidal particles in liquid media. thermogalvanic redox entropy,TC_4396cd712502,mechanism,Eastman entropy of transfer,material_system__mechanism,1,1,1,2018,2018,P0224,10.3390/e20060405,Thermoelectricity and Thermodiffusion in Magnetic Nanofluids: Entropic Analysis,1,2,False,0.3869
TP_c0a47b99fb3c,iTE|TG,TC_65454db31024::TC_575b8475e747,TC_65454db31024,material_system,colloidal particles in liquid media. thermogalvanic redox entropy,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,1,1,1,2018,2018,P0224,10.3390/e20060405,Thermoelectricity and Thermodiffusion in Magnetic Nanofluids: Entropic Analysis,1,21,False,0.3869
TP_a2d74161fdc7,iTE|TG,TC_65454db31024::TC_5bcfefdb9413,TC_65454db31024,material_system,colloidal particles in liquid media. thermogalvanic redox entropy,TC_5bcfefdb9413,mechanism,redox reaction entropy,material_system__mechanism,1,1,1,2018,2018,P0224,10.3390/e20060405,Thermoelectricity and Thermodiffusion in Magnetic Nanofluids: Entropic Analysis,1,9,False,0.3869
TP_5f88fa1b5842,iTE|TG,TC_866b793103e4::TC_125db93329fb,TC_866b793103e4,material_system,LiCoO2,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,1,1,1,2018,2018,P0115,10.1016/j.jpowsour.2018.07.080,Multi-cell thermogalvanic systems for harvesting energy from cyclic temperature changes,1,30,False,0.3869
TP_0222a3b64081,iTE|TG,TC_866b793103e4::TC_a65746235f21,TC_866b793103e4,material_system,LiCoO2,TC_a65746235f21,mechanism,thermally regenerative electrochemical cycle,material_system__mechanism,1,1,1,2018,2018,P0115,10.1016/j.jpowsour.2018.07.080,Multi-cell thermogalvanic systems for harvesting energy from cyclic temperature changes,1,1,False,0.3869
TP_58ddcdeec47e,iTE|TG,TC_34fe8a88a4a6::TC_077323f7819d,TC_34fe8a88a4a6,material_system,urea,TC_077323f7819d,structure_state,Hofmeister/chaotropic effect,material_system__structure_state,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,1,3,False,0.3869
TP_65f5dee67bd3,iTE|TG,TC_34fe8a88a4a6::TC_235ae3c5bd96,TC_34fe8a88a4a6,material_system,urea,TC_235ae3c5bd96,structure_state,urea additives. guanidinium chaotropic cations,material_system__structure_state,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,1,1,False,0.3869
TP_937e63dc3c5b,iTE|TG,TC_34fe8a88a4a6::TC_a9af609cf89a,TC_34fe8a88a4a6,material_system,urea,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,material_system__structure_state,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,1,4,False,0.3869
TP_ad115ae264ea,iTE|TG,TC_470f49a68893::TC_077323f7819d,TC_470f49a68893,material_system,guanidinium chloride (GdmCl),TC_077323f7819d,structure_state,Hofmeister/chaotropic effect,material_system__structure_state,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,3,3,True,0.3869
TP_509af665edd1,iTE|TG,TC_470f49a68893::TC_235ae3c5bd96,TC_470f49a68893,material_system,guanidinium chloride (GdmCl),TC_235ae3c5bd96,structure_state,urea additives. guanidinium chaotropic cations,material_system__structure_state,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,3,1,False,0.3869
TP_74d531f689d6,iTE|TG,TC_470f49a68893::TC_a9af609cf89a,TC_470f49a68893,material_system,guanidinium chloride (GdmCl),TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,material_system__structure_state,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,3,4,True,0.3869
TP_3858652ec446,iTE|TG,TC_4e48f8b4f7b8::TC_077323f7819d,TC_4e48f8b4f7b8,material_system,urea amide derivatives synergistically enlarge redox entropy difference,TC_077323f7819d,structure_state,Hofmeister/chaotropic effect,material_system__structure_state,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,1,3,False,0.3869
TP_727abd9f9d47,iTE|TG,TC_4e48f8b4f7b8::TC_235ae3c5bd96,TC_4e48f8b4f7b8,material_system,urea amide derivatives synergistically enlarge redox entropy difference,TC_235ae3c5bd96,structure_state,urea additives. guanidinium chaotropic cations,material_system__structure_state,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,1,1,False,0.3869
TP_cb4a34901d7e,iTE|TG,TC_4e48f8b4f7b8::TC_a9af609cf89a,TC_4e48f8b4f7b8,material_system,urea amide derivatives synergistically enlarge redox entropy difference,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,material_system__structure_state,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,1,4,False,0.3869
TP_5c0b10a2b556,iTE|TG,TC_b713a196469a::TC_235ae3c5bd96,TC_b713a196469a,material_system,ferri/ferrocyanide,TC_235ae3c5bd96,structure_state,urea additives. guanidinium chaotropic cations,material_system__structure_state,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,12,1,False,0.3869
TP_b97d6dd0fe22,iTE|TG,TC_077323f7819d::TC_5bcfefdb9413,TC_077323f7819d,structure_state,Hofmeister/chaotropic effect,TC_5bcfefdb9413,mechanism,redox reaction entropy,structure_state__mechanism,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,3,9,True,0.3869
TP_934cac202bc9,iTE|TG,TC_077323f7819d::TC_d51141fbc0ae,TC_077323f7819d,structure_state,Hofmeister/chaotropic effect,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,structure_state__mechanism,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,3,14,True,0.3869
TP_f5c472e1e450,iTE|TG,TC_235ae3c5bd96::TC_5bcfefdb9413,TC_235ae3c5bd96,structure_state,urea additives. guanidinium chaotropic cations,TC_5bcfefdb9413,mechanism,redox reaction entropy,structure_state__mechanism,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,1,9,False,0.3869
TP_30ac91edd75d,iTE|TG,TC_235ae3c5bd96::TC_d51141fbc0ae,TC_235ae3c5bd96,structure_state,urea additives. guanidinium chaotropic cations,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,structure_state__mechanism,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,1,14,False,0.3869
TP_ca639f41f451,iTE|TG,TC_a9af609cf89a::TC_5bcfefdb9413,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,TC_5bcfefdb9413,mechanism,redox reaction entropy,structure_state__mechanism,1,1,1,2018,2018,P0090,10.1038/s41467-018-07625-9,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,4,9,True,0.3869
TP_a9c844e4307c,iTE|TG,TC_31600703982e::TC_a8636e79604c,TC_31600703982e,material_system,[Fe(CN)6]4-/3-,TC_a8636e79604c,mechanism,4-/3-. synergistic thermodiffusion of salt ions,material_system__mechanism,1,1,1,2020,2020,P0145,10.1126/science.aaz5045,Giant thermopower of ionic gelatin near room temperature,2,1,False,0.3869
TP_d55dfb569f9e,iTE|TG,TC_4375e93ee719::TC_125db93329fb,TC_4375e93ee719,material_system,KNO3,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,1,1,1,2020,2020,P0145,10.1126/science.aaz5045,Giant thermopower of ionic gelatin near room temperature,1,30,False,0.3869
TP_0645528f490a,iTE|TG,TC_4375e93ee719::TC_575b8475e747,TC_4375e93ee719,material_system,KNO3,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,1,1,1,2020,2020,P0145,10.1126/science.aaz5045,Giant thermopower of ionic gelatin near room temperature,1,21,False,0.3869
TP_c5a13bbbf635,iTE|TG,TC_4375e93ee719::TC_a8636e79604c,TC_4375e93ee719,material_system,KNO3,TC_a8636e79604c,mechanism,4-/3-. synergistic thermodiffusion of salt ions,material_system__mechanism,1,1,1,2020,2020,P0145,10.1126/science.aaz5045,Giant thermopower of ionic gelatin near room temperature,1,1,False,0.3869
TP_3ac38009b674,iTE|TG,TC_4375e93ee719::TC_d51141fbc0ae,TC_4375e93ee719,material_system,KNO3,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,material_system__mechanism,1,1,1,2020,2020,P0145,10.1126/science.aaz5045,Giant thermopower of ionic gelatin near room temperature,1,14,False,0.3869
TP_6a196293c5d1,iTE|TG,TC_7fa10a6f5ac8::TC_a8636e79604c,TC_7fa10a6f5ac8,material_system,gelatin,TC_a8636e79604c,mechanism,4-/3-. synergistic thermodiffusion of salt ions,material_system__mechanism,1,1,1,2020,2020,P0145,10.1126/science.aaz5045,Giant thermopower of ionic gelatin near room temperature,6,1,False,0.3869
TP_dcb51b8756e6,iTE|TG,TC_7fa10a6f5ac8::TC_d51141fbc0ae,TC_7fa10a6f5ac8,material_system,gelatin,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,material_system__mechanism,1,1,1,2020,2020,P0145,10.1126/science.aaz5045,Giant thermopower of ionic gelatin near room temperature,6,14,True,0.3869
TP_1b55d8aa1bc2,iTE|TG,TC_b713a196469a::TC_a8636e79604c,TC_b713a196469a,material_system,ferri/ferrocyanide,TC_a8636e79604c,mechanism,4-/3-. synergistic thermodiffusion of salt ions,material_system__mechanism,1,1,1,2020,2020,P0145,10.1126/science.aaz5045,Giant thermopower of ionic gelatin near room temperature,12,1,False,0.3869
TP_982049e55e09,iTE|TG,TC_3886737fc815::TC_0bff7d51cbea,TC_3886737fc815,material_system,NiV14,TC_0bff7d51cbea,mechanism,photothermal-thermoelectric coupling,material_system__mechanism,1,1,1,2021,2021,P0225,10.1002/cssc.202101532,Efficient Photo-Thermo-Electric Conversion Using Polyoxovanadate in Ionic Liquid for Low-Grade Heat Utilization,1,2,False,0.3869
TP_8764d251729b,iTE|TG,TC_3886737fc815::TC_125db93329fb,TC_3886737fc815,material_system,NiV14,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,1,1,1,2021,2021,P0225,10.1002/cssc.202101532,Efficient Photo-Thermo-Electric Conversion Using Polyoxovanadate in Ionic Liquid for Low-Grade Heat Utilization,1,30,False,0.3869
TP_a767d461c3fb,iTE|TG,TC_c0591a33971d::TC_0bff7d51cbea,TC_c0591a33971d,material_system,ionic liquid,TC_0bff7d51cbea,mechanism,photothermal-thermoelectric coupling,material_system__mechanism,1,1,1,2021,2021,P0225,10.1002/cssc.202101532,Efficient Photo-Thermo-Electric Conversion Using Polyoxovanadate in Ionic Liquid for Low-Grade Heat Utilization,8,2,True,0.3869
TP_dca9ce126933,iTE|TG,TC_c45d20184f79::TC_0bff7d51cbea,TC_c45d20184f79,material_system,imidazolium ionic-liquid phase transition electrolyte,TC_0bff7d51cbea,mechanism,photothermal-thermoelectric coupling,material_system__mechanism,1,1,1,2021,2021,P0225,10.1002/cssc.202101532,Efficient Photo-Thermo-Electric Conversion Using Polyoxovanadate in Ionic Liquid for Low-Grade Heat Utilization,7,2,True,0.3869
TP_70dd393a7b2e,iTE|TG,TC_c954f44d72e5::TC_902956facbd0,TC_c954f44d72e5,material_system,entropy difference of thermogalvanic ions at subzero temperatures,TC_902956facbd0,mechanism,hydrogen bonding,material_system__mechanism,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,3,False,0.3869
TP_345161e90e47,iTE|TG,TC_c954f44d72e5::TC_c889e0f92f27,TC_c954f44d72e5,material_system,entropy difference of thermogalvanic ions at subzero temperatures,TC_c889e0f92f27,mechanism,selective solvation,material_system__mechanism,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,6,False,0.3869
TP_0d5d516842cb,iTE|TG,TC_ff7f68b75343::TC_902956facbd0,TC_ff7f68b75343,material_system,organohydrogel,TC_902956facbd0,mechanism,hydrogen bonding,material_system__mechanism,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,3,False,0.3869
TP_89d6c8829c3e,iTE|TG,TC_ff7f68b75343::TC_c889e0f92f27,TC_ff7f68b75343,material_system,organohydrogel,TC_c889e0f92f27,mechanism,selective solvation,material_system__mechanism,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,6,False,0.3869
TP_5bb63783d159,iTE|TG,TC_c954f44d72e5::TC_077323f7819d,TC_c954f44d72e5,material_system,entropy difference of thermogalvanic ions at subzero temperatures,TC_077323f7819d,structure_state,Hofmeister/chaotropic effect,material_system__structure_state,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,3,False,0.3869
TP_3fd8c93fca80,iTE|TG,TC_c954f44d72e5::TC_2ccb3cf876de,TC_c954f44d72e5,material_system,entropy difference of thermogalvanic ions at subzero temperatures,TC_2ccb3cf876de,structure_state,chaotropic comonomer,material_system__structure_state,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,1,False,0.3869
TP_fe4da0e5ea8d,iTE|TG,TC_c954f44d72e5::TC_8b11eb4d3773,TC_c954f44d72e5,material_system,entropy difference of thermogalvanic ions at subzero temperatures,TC_8b11eb4d3773,structure_state,organohydrogel thermocell,material_system__structure_state,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,1,False,0.3869
TP_2c25902865af,iTE|TG,TC_c954f44d72e5::TC_a978a9fd346d,TC_c954f44d72e5,material_system,entropy difference of thermogalvanic ions at subzero temperatures,TC_a978a9fd346d,structure_state,chaotropic cosolvent. chaotropic effect disrupts hydrogen bonding,material_system__structure_state,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,1,False,0.3869
TP_b676fc9a9f2f,iTE|TG,TC_c954f44d72e5::TC_a9af609cf89a,TC_c954f44d72e5,material_system,entropy difference of thermogalvanic ions at subzero temperatures,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,material_system__structure_state,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,4,False,0.3869
TP_76e3d4eb3e47,iTE|TG,TC_c954f44d72e5::TC_bc3c262c803f,TC_c954f44d72e5,material_system,entropy difference of thermogalvanic ions at subzero temperatures,TC_bc3c262c803f,structure_state,increases polymer entropy elasticity,material_system__structure_state,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,1,False,0.3869
TP_efd4805dece5,iTE|TG,TC_c954f44d72e5::TC_f104995fe14f,TC_c954f44d72e5,material_system,entropy difference of thermogalvanic ions at subzero temperatures,TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,material_system__structure_state,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,5,False,0.3869
TP_fdaab62130c9,iTE|TG,TC_ff7f68b75343::TC_077323f7819d,TC_ff7f68b75343,material_system,organohydrogel,TC_077323f7819d,structure_state,Hofmeister/chaotropic effect,material_system__structure_state,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,3,False,0.3869
TP_7118b5d2c0ff,iTE|TG,TC_ff7f68b75343::TC_2ccb3cf876de,TC_ff7f68b75343,material_system,organohydrogel,TC_2ccb3cf876de,structure_state,chaotropic comonomer,material_system__structure_state,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,1,False,0.3869
TP_a710131e6e78,iTE|TG,TC_ff7f68b75343::TC_8b11eb4d3773,TC_ff7f68b75343,material_system,organohydrogel,TC_8b11eb4d3773,structure_state,organohydrogel thermocell,material_system__structure_state,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,1,False,0.3869
TP_14e5144604dc,iTE|TG,TC_ff7f68b75343::TC_a978a9fd346d,TC_ff7f68b75343,material_system,organohydrogel,TC_a978a9fd346d,structure_state,chaotropic cosolvent. chaotropic effect disrupts hydrogen bonding,material_system__structure_state,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,1,False,0.3869
TP_a93107eee78a,iTE|TG,TC_ff7f68b75343::TC_a9af609cf89a,TC_ff7f68b75343,material_system,organohydrogel,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,material_system__structure_state,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,4,False,0.3869
TP_7d41e07d385b,iTE|TG,TC_ff7f68b75343::TC_bc3c262c803f,TC_ff7f68b75343,material_system,organohydrogel,TC_bc3c262c803f,structure_state,increases polymer entropy elasticity,material_system__structure_state,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,1,False,0.3869
TP_44301f22f05b,iTE|TG,TC_ff7f68b75343::TC_f104995fe14f,TC_ff7f68b75343,material_system,organohydrogel,TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,material_system__structure_state,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,5,False,0.3869
TP_3d5556ef63cf,iTE|TG,TC_077323f7819d::TC_c889e0f92f27,TC_077323f7819d,structure_state,Hofmeister/chaotropic effect,TC_c889e0f92f27,mechanism,selective solvation,structure_state__mechanism,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,3,6,True,0.3869
TP_d7ecc64ce181,iTE|TG,TC_2ccb3cf876de::TC_902956facbd0,TC_2ccb3cf876de,structure_state,chaotropic comonomer,TC_902956facbd0,mechanism,hydrogen bonding,structure_state__mechanism,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,3,False,0.3869
TP_692363baa892,iTE|TG,TC_2ccb3cf876de::TC_c889e0f92f27,TC_2ccb3cf876de,structure_state,chaotropic comonomer,TC_c889e0f92f27,mechanism,selective solvation,structure_state__mechanism,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,6,False,0.3869
TP_a9c01079bac9,iTE|TG,TC_8b11eb4d3773::TC_902956facbd0,TC_8b11eb4d3773,structure_state,organohydrogel thermocell,TC_902956facbd0,mechanism,hydrogen bonding,structure_state__mechanism,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,3,False,0.3869
TP_ba8da69f18c8,iTE|TG,TC_8b11eb4d3773::TC_c889e0f92f27,TC_8b11eb4d3773,structure_state,organohydrogel thermocell,TC_c889e0f92f27,mechanism,selective solvation,structure_state__mechanism,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,6,False,0.3869
TP_13763080e2bd,iTE|TG,TC_a978a9fd346d::TC_902956facbd0,TC_a978a9fd346d,structure_state,chaotropic cosolvent. chaotropic effect disrupts hydrogen bonding,TC_902956facbd0,mechanism,hydrogen bonding,structure_state__mechanism,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,3,False,0.3869
TP_945b6f922b65,iTE|TG,TC_a978a9fd346d::TC_c889e0f92f27,TC_a978a9fd346d,structure_state,chaotropic cosolvent. chaotropic effect disrupts hydrogen bonding,TC_c889e0f92f27,mechanism,selective solvation,structure_state__mechanism,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,6,False,0.3869
TP_d36f93ef4196,iTE|TG,TC_bc3c262c803f::TC_902956facbd0,TC_bc3c262c803f,structure_state,increases polymer entropy elasticity,TC_902956facbd0,mechanism,hydrogen bonding,structure_state__mechanism,1,1,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,3,False,0.3869
