pair_id,domain_layer,pair_key,source_node_id,source_role,node_a_label,target_node_id,target_role,node_b_label,pair_type,paper_count,exclusive_layer_paper_count,shared_corpus_paper_count,first_year,last_year,supporting_paper_ids,supporting_dois,supporting_titles,node_a_domain_df,node_b_domain_df,historical_graph_eligible,pair_evidence_strength
TP_bafdc2f90ad9,TG,TC_bc3c262c803f::TC_c889e0f92f27,TC_bc3c262c803f,structure_state,increases polymer entropy elasticity,TC_c889e0f92f27,mechanism,selective solvation,structure_state__mechanism,1,0,1,2021,2021,P0182,10.1002/adfm.202104071,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,1,18,False,0.3869
TP_72fa7857717c,TG,TC_0236b13298dd::TC_3cf38e4b2576,TC_0236b13298dd,material_system,FeCN4-,TC_3cf38e4b2576,mechanism,charge-transfer resistance engineering,material_system__mechanism,1,0,1,2022,2022,P0169,10.1002/aenm.202103666,3D Hierarchical Electrodes Boosting Ultrahigh Power Output for Gelatin-KCl-FeCN4-/3- Ionic Thermoelectric Cells,2,19,True,0.3869
TP_61ec782bdf4a,TG,TC_0236b13298dd::TC_5602130a9488,TC_0236b13298dd,material_system,FeCN4-,TC_5602130a9488,mechanism,porous-electrode area enhancement,material_system__mechanism,1,0,1,2022,2022,P0169,10.1002/aenm.202103666,3D Hierarchical Electrodes Boosting Ultrahigh Power Output for Gelatin-KCl-FeCN4-/3- Ionic Thermoelectric Cells,2,9,True,0.3869
TP_71e03006d92e,TG,TC_0236b13298dd::TC_75a3132af38d,TC_0236b13298dd,material_system,FeCN4-,TC_75a3132af38d,mechanism,reduce charge-transfer resistance for high body-heat power output,material_system__mechanism,1,0,1,2022,2022,P0169,10.1002/aenm.202103666,3D Hierarchical Electrodes Boosting Ultrahigh Power Output for Gelatin-KCl-FeCN4-/3- Ionic Thermoelectric Cells,2,1,False,0.3869
TP_e6e03adfb0ec,TG,TC_0236b13298dd::TC_9e6cc03c1f1f,TC_0236b13298dd,material_system,FeCN4-,TC_9e6cc03c1f1f,mechanism,charge-transfer resistance reduction,material_system__mechanism,1,0,1,2022,2022,P0169,10.1002/aenm.202103666,3D Hierarchical Electrodes Boosting Ultrahigh Power Output for Gelatin-KCl-FeCN4-/3- Ionic Thermoelectric Cells,2,1,False,0.3869
TP_46b713b9eb2d,TG,TC_0236b13298dd::TC_cef3a97d1e69,TC_0236b13298dd,material_system,FeCN4-,TC_cef3a97d1e69,mechanism,hierarchical porous electrode interface,material_system__mechanism,1,0,1,2022,2022,P0169,10.1002/aenm.202103666,3D Hierarchical Electrodes Boosting Ultrahigh Power Output for Gelatin-KCl-FeCN4-/3- Ionic Thermoelectric Cells,2,4,True,0.3869
TP_e0c2aa0aa6ad,TG,TC_0236b13298dd::TC_ebbe1e10d667,TC_0236b13298dd,material_system,FeCN4-,TC_ebbe1e10d667,mechanism,interfacial charge transfer,material_system__mechanism,1,0,1,2022,2022,P0169,10.1002/aenm.202103666,3D Hierarchical Electrodes Boosting Ultrahigh Power Output for Gelatin-KCl-FeCN4-/3- Ionic Thermoelectric Cells,2,11,True,0.3869
TP_70d6fb070d79,TG,TC_04ab71eea966::TC_8b10aeaf0f23,TC_04ab71eea966,material_system,graphene oxide,TC_8b10aeaf0f23,mechanism,carbon-electrode redox interface,material_system__mechanism,1,1,0,2022,2022,P0219,10.1021/acsanm.1c03273,Nanostructuring Electrode Surfaces and Hydrogels for Enhanced Thermocapacitance,7,14,True,0.3869
TP_66d516f464e1,TG,TC_0b17f7e2fe9f::TC_d51141fbc0ae,TC_0b17f7e2fe9f,material_system,H2O,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,material_system__mechanism,1,1,0,2022,2022,P0061,10.1021/acsami.2c14239,Self-Powered Respiratory Monitoring Strategy Based on Adaptive Dual-Network Thermogalvanic Hydrogels,6,71,True,0.3869
TP_92eb17246353,TG,TC_2a3123502c29::TC_402d7ec84669,TC_2a3123502c29,material_system,kcl complexation enhance redox entropy/concentration difference,TC_402d7ec84669,mechanism,ion-pairing and complexation,material_system__mechanism,1,1,0,2022,2022,P0179,10.1126/sciadv.abl5318,High-thermopower polarized electrolytes enabled by methylcellulose for low-grade heat harvesting,1,17,False,0.3869
TP_1115a746d6c0,TG,TC_2a3123502c29::TC_5bcfefdb9413,TC_2a3123502c29,material_system,kcl complexation enhance redox entropy/concentration difference,TC_5bcfefdb9413,mechanism,redox reaction entropy,material_system__mechanism,1,1,0,2022,2022,P0179,10.1126/sciadv.abl5318,High-thermopower polarized electrolytes enabled by methylcellulose for low-grade heat harvesting,1,31,False,0.3869
TP_1a2494c7e74d,TG,TC_2a3123502c29::TC_d2014d12e766,TC_2a3123502c29,material_system,kcl complexation enhance redox entropy/concentration difference,TC_d2014d12e766,mechanism,iodide/triiodide redox chemistry,material_system__mechanism,1,1,0,2022,2022,P0179,10.1126/sciadv.abl5318,High-thermopower polarized electrolytes enabled by methylcellulose for low-grade heat harvesting,1,12,False,0.3869
TP_79153b499cbe,TG,TC_2e0bab4f91c8::TC_8b10aeaf0f23,TC_2e0bab4f91c8,material_system,[Fe(CN)6]3-/4-,TC_8b10aeaf0f23,mechanism,carbon-electrode redox interface,material_system__mechanism,1,1,0,2022,2022,P0219,10.1021/acsanm.1c03273,Nanostructuring Electrode Surfaces and Hydrogels for Enhanced Thermocapacitance,13,14,True,0.3869
TP_b61b3ef44904,TG,TC_31600703982e::TC_7cd71e740c61,TC_31600703982e,material_system,[Fe(CN)6]4-/3-,TC_7cd71e740c61,mechanism,thermal-gradient heat-transfer control,material_system__mechanism,1,1,0,2022,2022,P0039,10.1039/d2ee00738j,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,5,17,True,0.3869
TP_dc1ae51a308b,TG,TC_31600703982e::TC_89bcdc96c0b9,TC_31600703982e,material_system,[Fe(CN)6]4-/3-,TC_89bcdc96c0b9,mechanism,4-/3-. guanidine-induced ferrocyanide crystallization raises thermopower,material_system__mechanism,1,1,0,2022,2022,P0039,10.1039/d2ee00738j,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,5,1,False,0.3869
TP_03d32f884a7f,TG,TC_31600703982e::TC_ab50e5e91588,TC_31600703982e,material_system,[Fe(CN)6]4-/3-,TC_ab50e5e91588,mechanism,GelMA ion-induced crystallization,material_system__mechanism,1,1,0,2022,2022,P0039,10.1039/d2ee00738j,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,5,2,True,0.3869
TP_0bb1546a9175,TG,TC_385ec1869ee3::TC_07625ce4eadd,TC_385ec1869ee3,material_system,graphene,TC_07625ce4eadd,mechanism,Cu-ethylenediamine chelation entropy,material_system__mechanism,1,1,0,2022,2022,P0210,10.1002/batt.202200036,Thermally Chargeable Ammonium-Ion Capacitor for Energy Storage and Low-Grade Heat Harvesting,9,2,True,0.3869
TP_56c1f64bb044,TG,TC_385ec1869ee3::TC_8b10aeaf0f23,TC_385ec1869ee3,material_system,graphene,TC_8b10aeaf0f23,mechanism,carbon-electrode redox interface,material_system__mechanism,1,1,0,2022,2022,P0219,10.1021/acsanm.1c03273,Nanostructuring Electrode Surfaces and Hydrogels for Enhanced Thermocapacitance,9,14,True,0.3869
TP_35ec0019d264,TG,TC_385ec1869ee3::TC_e500f03a6717,TC_385ec1869ee3,material_system,graphene,TC_e500f03a6717,mechanism,paam/paa gel electrolyte. electrolyte thermodiffusion,material_system__mechanism,1,1,0,2022,2022,P0210,10.1002/batt.202200036,Thermally Chargeable Ammonium-Ion Capacitor for Energy Storage and Low-Grade Heat Harvesting,9,1,False,0.3869
TP_4105028f7816,TG,TC_3ce573fb618e::TC_125db93329fb,TC_3ce573fb618e,material_system,H2SO4,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,1,1,0,2022,2022,P0099,10.1016/j.tsep.2022.101448,Stimulating green energy potential in Sub-Saharan Africa: An analysis of copper-copper sulphate thermogalvanic cell architecture,3,90,True,0.3869
TP_ed2d416cfa54,TG,TC_6d3814acb95f::TC_89bcdc96c0b9,TC_6d3814acb95f,material_system,hydrogel,TC_89bcdc96c0b9,mechanism,4-/3-. guanidine-induced ferrocyanide crystallization raises thermopower,material_system__mechanism,1,1,0,2022,2022,P0039,10.1039/d2ee00738j,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,79,1,False,0.3869
TP_951319a6f46b,TG,TC_6d3814acb95f::TC_ec588bb51fa9,TC_6d3814acb95f,material_system,hydrogel,TC_ec588bb51fa9,mechanism,Gutmann-donor ionic-cluster thermodiffusion,material_system__mechanism,1,1,0,2022,2022,P0063,10.1039/d1ta10508f,Solvent effect on the Seebeck coefficient of Fe2+/Fe3+ hydrogel thermogalvanic cells,79,2,True,0.3869
TP_be493d48dde4,TG,TC_7fa10a6f5ac8::TC_0bff7d51cbea,TC_7fa10a6f5ac8,material_system,gelatin,TC_0bff7d51cbea,mechanism,photothermal-thermoelectric coupling,material_system__mechanism,1,1,0,2022,2022,P0057,10.1016/j.nanoen.2022.107449,Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy,14,14,True,0.3869
TP_9e63e2ed914a,TG,TC_7fa10a6f5ac8::TC_5602130a9488,TC_7fa10a6f5ac8,material_system,gelatin,TC_5602130a9488,mechanism,porous-electrode area enhancement,material_system__mechanism,1,0,1,2022,2022,P0169,10.1002/aenm.202103666,3D Hierarchical Electrodes Boosting Ultrahigh Power Output for Gelatin-KCl-FeCN4-/3- Ionic Thermoelectric Cells,14,9,True,0.3869
TP_9546bf9d5ef4,TG,TC_7fa10a6f5ac8::TC_75a3132af38d,TC_7fa10a6f5ac8,material_system,gelatin,TC_75a3132af38d,mechanism,reduce charge-transfer resistance for high body-heat power output,material_system__mechanism,1,0,1,2022,2022,P0169,10.1002/aenm.202103666,3D Hierarchical Electrodes Boosting Ultrahigh Power Output for Gelatin-KCl-FeCN4-/3- Ionic Thermoelectric Cells,14,1,False,0.3869
TP_27b3285ff869,TG,TC_7fa10a6f5ac8::TC_9e6cc03c1f1f,TC_7fa10a6f5ac8,material_system,gelatin,TC_9e6cc03c1f1f,mechanism,charge-transfer resistance reduction,material_system__mechanism,1,0,1,2022,2022,P0169,10.1002/aenm.202103666,3D Hierarchical Electrodes Boosting Ultrahigh Power Output for Gelatin-KCl-FeCN4-/3- Ionic Thermoelectric Cells,14,1,False,0.3869
TP_3ab70e315d07,TG,TC_7fa10a6f5ac8::TC_cef3a97d1e69,TC_7fa10a6f5ac8,material_system,gelatin,TC_cef3a97d1e69,mechanism,hierarchical porous electrode interface,material_system__mechanism,1,0,1,2022,2022,P0169,10.1002/aenm.202103666,3D Hierarchical Electrodes Boosting Ultrahigh Power Output for Gelatin-KCl-FeCN4-/3- Ionic Thermoelectric Cells,14,4,True,0.3869
TP_15a2677b84dd,TG,TC_8630a7a80369::TC_07625ce4eadd,TC_8630a7a80369,material_system,polyacrylamide (PAM),TC_07625ce4eadd,mechanism,Cu-ethylenediamine chelation entropy,material_system__mechanism,1,1,0,2022,2022,P0210,10.1002/batt.202200036,Thermally Chargeable Ammonium-Ion Capacitor for Energy Storage and Low-Grade Heat Harvesting,12,2,True,0.3869
TP_3b3e68f89442,TG,TC_8630a7a80369::TC_e500f03a6717,TC_8630a7a80369,material_system,polyacrylamide (PAM),TC_e500f03a6717,mechanism,paam/paa gel electrolyte. electrolyte thermodiffusion,material_system__mechanism,1,1,0,2022,2022,P0210,10.1002/batt.202200036,Thermally Chargeable Ammonium-Ion Capacitor for Energy Storage and Low-Grade Heat Harvesting,12,1,False,0.3869
TP_72afbf05d7e5,TG,TC_90ff89e1ab95::TC_125db93329fb,TC_90ff89e1ab95,material_system,TiO2,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,1,1,0,2022,2022,P0100,10.1021/acs.chemmater.2c00904,Development of a Method for Thermogalvanic Characterization of Li-Ion Electrodes: A Case Study in Thin-Film Anatase TiO2,4,90,True,0.3869
TP_d8f18c567323,TG,TC_96ff8a3db67b::TC_8b10aeaf0f23,TC_96ff8a3db67b,material_system,carbon nanotube,TC_8b10aeaf0f23,mechanism,carbon-electrode redox interface,material_system__mechanism,1,1,0,2022,2022,P0219,10.1021/acsanm.1c03273,Nanostructuring Electrode Surfaces and Hydrogels for Enhanced Thermocapacitance,16,14,True,0.3869
TP_2d3c2d828029,TG,TC_b713a196469a::TC_89bcdc96c0b9,TC_b713a196469a,material_system,ferri/ferrocyanide,TC_89bcdc96c0b9,mechanism,4-/3-. guanidine-induced ferrocyanide crystallization raises thermopower,material_system__mechanism,1,1,0,2022,2022,P0039,10.1039/d2ee00738j,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,47,1,False,0.3869
TP_cb9e2737b916,TG,TC_b713a196469a::TC_ab50e5e91588,TC_b713a196469a,material_system,ferri/ferrocyanide,TC_ab50e5e91588,mechanism,GelMA ion-induced crystallization,material_system__mechanism,1,1,0,2022,2022,P0039,10.1039/d2ee00738j,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,47,2,True,0.3869
TP_fac81af39e38,TG,TC_c0591a33971d::TC_575b8475e747,TC_c0591a33971d,material_system,ionic liquid,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,1,0,1,2022,2022,P0220,10.1016/j.electacta.2021.139640,Exploiting low-grade waste heat to produce electricity through supercapacitor containing carbon electrodes and ionic liquid electrolytes,15,38,True,0.3869
TP_263bf3151cf9,TG,TC_c45d20184f79::TC_575b8475e747,TC_c45d20184f79,material_system,imidazolium ionic-liquid phase transition electrolyte,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,1,0,1,2022,2022,P0220,10.1016/j.electacta.2021.139640,Exploiting low-grade waste heat to produce electricity through supercapacitor containing carbon electrodes and ionic liquid electrolytes,9,38,True,0.3869
TP_34f5ddf6fd4f,TG,TC_e2031615fda6::TC_07625ce4eadd,TC_e2031615fda6,material_system,poly(acrylic acid) (PAA),TC_07625ce4eadd,mechanism,Cu-ethylenediamine chelation entropy,material_system__mechanism,1,1,0,2022,2022,P0210,10.1002/batt.202200036,Thermally Chargeable Ammonium-Ion Capacitor for Energy Storage and Low-Grade Heat Harvesting,3,2,True,0.3869
TP_af30e6a9c8e9,TG,TC_e2031615fda6::TC_3cc3f4ae2196,TC_e2031615fda6,material_system,poly(acrylic acid) (PAA),TC_3cc3f4ae2196,mechanism,cation-anion thermodiffusion asymmetry,material_system__mechanism,1,1,0,2022,2022,P0210,10.1002/batt.202200036,Thermally Chargeable Ammonium-Ion Capacitor for Energy Storage and Low-Grade Heat Harvesting,3,16,True,0.3869
TP_9b1c298aa2b4,TG,TC_e2031615fda6::TC_575b8475e747,TC_e2031615fda6,material_system,poly(acrylic acid) (PAA),TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,1,1,0,2022,2022,P0210,10.1002/batt.202200036,Thermally Chargeable Ammonium-Ion Capacitor for Energy Storage and Low-Grade Heat Harvesting,3,38,True,0.3869
TP_54fcfdedfab5,TG,TC_e2031615fda6::TC_e500f03a6717,TC_e2031615fda6,material_system,poly(acrylic acid) (PAA),TC_e500f03a6717,mechanism,paam/paa gel electrolyte. electrolyte thermodiffusion,material_system__mechanism,1,1,0,2022,2022,P0210,10.1002/batt.202200036,Thermally Chargeable Ammonium-Ion Capacitor for Energy Storage and Low-Grade Heat Harvesting,3,1,False,0.3869
TP_f1759bdf4808,TG,TC_e650dea66884::TC_07625ce4eadd,TC_e650dea66884,material_system,reduced graphene oxide,TC_07625ce4eadd,mechanism,Cu-ethylenediamine chelation entropy,material_system__mechanism,1,1,0,2022,2022,P0210,10.1002/batt.202200036,Thermally Chargeable Ammonium-Ion Capacitor for Energy Storage and Low-Grade Heat Harvesting,4,2,True,0.3869
TP_266249992d47,TG,TC_e650dea66884::TC_125db93329fb,TC_e650dea66884,material_system,reduced graphene oxide,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,1,1,0,2022,2022,P0210,10.1002/batt.202200036,Thermally Chargeable Ammonium-Ion Capacitor for Energy Storage and Low-Grade Heat Harvesting,4,90,True,0.3869
TP_855c6b27e3ea,TG,TC_e650dea66884::TC_3cc3f4ae2196,TC_e650dea66884,material_system,reduced graphene oxide,TC_3cc3f4ae2196,mechanism,cation-anion thermodiffusion asymmetry,material_system__mechanism,1,1,0,2022,2022,P0210,10.1002/batt.202200036,Thermally Chargeable Ammonium-Ion Capacitor for Energy Storage and Low-Grade Heat Harvesting,4,16,True,0.3869
TP_cc21f39f6931,TG,TC_e650dea66884::TC_575b8475e747,TC_e650dea66884,material_system,reduced graphene oxide,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,1,1,0,2022,2022,P0210,10.1002/batt.202200036,Thermally Chargeable Ammonium-Ion Capacitor for Energy Storage and Low-Grade Heat Harvesting,4,38,True,0.3869
TP_0a65ad7db20b,TG,TC_e650dea66884::TC_e500f03a6717,TC_e650dea66884,material_system,reduced graphene oxide,TC_e500f03a6717,mechanism,paam/paa gel electrolyte. electrolyte thermodiffusion,material_system__mechanism,1,1,0,2022,2022,P0210,10.1002/batt.202200036,Thermally Chargeable Ammonium-Ion Capacitor for Energy Storage and Low-Grade Heat Harvesting,4,1,False,0.3869
TP_b8c2a136bb3e,TG,TC_fc263f2aab31::TC_902956facbd0,TC_fc263f2aab31,material_system,iodide/triiodide,TC_902956facbd0,mechanism,hydrogen bonding,material_system__mechanism,1,1,0,2022,2022,P0066,10.1039/d2tc00889k,Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments,11,15,True,0.3869
TP_45c4ac4b969a,TG,TC_0b17f7e2fe9f::TC_a9af609cf89a,TC_0b17f7e2fe9f,material_system,H2O,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,material_system__structure_state,1,1,0,2022,2022,P0061,10.1021/acsami.2c14239,Self-Powered Respiratory Monitoring Strategy Based on Adaptive Dual-Network Thermogalvanic Hydrogels,6,13,True,0.3869
TP_f5850b63d327,TG,TC_2a3123502c29::TC_2c5557073ad9,TC_2a3123502c29,material_system,kcl complexation enhance redox entropy/concentration difference,TC_2c5557073ad9,structure_state,cellulose nanofiber scaffold,material_system__structure_state,1,1,0,2022,2022,P0179,10.1126/sciadv.abl5318,High-thermopower polarized electrolytes enabled by methylcellulose for low-grade heat harvesting,1,11,False,0.3869
TP_a8dd79dce18a,TG,TC_7fa10a6f5ac8::TC_a9af609cf89a,TC_7fa10a6f5ac8,material_system,gelatin,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,material_system__structure_state,1,1,0,2022,2022,P0061,10.1021/acsami.2c14239,Self-Powered Respiratory Monitoring Strategy Based on Adaptive Dual-Network Thermogalvanic Hydrogels,14,13,True,0.3869
TP_986347a79b24,TG,TC_fc263f2aab31::TC_2c5557073ad9,TC_fc263f2aab31,material_system,iodide/triiodide,TC_2c5557073ad9,structure_state,cellulose nanofiber scaffold,material_system__structure_state,1,1,0,2022,2022,P0179,10.1126/sciadv.abl5318,High-thermopower polarized electrolytes enabled by methylcellulose for low-grade heat harvesting,11,11,True,0.3869
TP_49725d7b03c0,TG,TC_fc263f2aab31::TC_a9af609cf89a,TC_fc263f2aab31,material_system,iodide/triiodide,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,material_system__structure_state,1,1,0,2022,2022,P0066,10.1039/d2tc00889k,Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments,11,13,True,0.3869
TP_dc075c8e58a4,TG,TC_fee7213e37fa::TC_07500f5feb43,TC_fee7213e37fa,material_system,dimethyl sulfoxide (DMSO),TC_07500f5feb43,structure_state,dynamic crosslinked gel network,material_system__structure_state,1,1,0,2022,2022,P0057,10.1016/j.nanoen.2022.107449,Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy,6,11,True,0.3869
TP_1ace960bb706,TG,TC_fee7213e37fa::TC_d6b4f02a544c,TC_fee7213e37fa,material_system,dimethyl sulfoxide (DMSO),TC_d6b4f02a544c,structure_state,double/interpenetrating network,material_system__structure_state,1,1,0,2022,2022,P0057,10.1016/j.nanoen.2022.107449,Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy,6,9,True,0.3869
TP_3f74725d1d2b,TG,TC_07500f5feb43::TC_0bff7d51cbea,TC_07500f5feb43,structure_state,dynamic crosslinked gel network,TC_0bff7d51cbea,mechanism,photothermal-thermoelectric coupling,structure_state__mechanism,1,1,0,2022,2022,P0057,10.1016/j.nanoen.2022.107449,Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy,11,14,True,0.3869
TP_5bfa7c84b8b5,TG,TC_07500f5feb43::TC_902956facbd0,TC_07500f5feb43,structure_state,dynamic crosslinked gel network,TC_902956facbd0,mechanism,hydrogen bonding,structure_state__mechanism,1,1,0,2022,2022,P0057,10.1016/j.nanoen.2022.107449,Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy,11,15,True,0.3869
TP_31540d2a0f16,TG,TC_2c5557073ad9::TC_5bcfefdb9413,TC_2c5557073ad9,structure_state,cellulose nanofiber scaffold,TC_5bcfefdb9413,mechanism,redox reaction entropy,structure_state__mechanism,1,1,0,2022,2022,P0179,10.1126/sciadv.abl5318,High-thermopower polarized electrolytes enabled by methylcellulose for low-grade heat harvesting,11,31,True,0.3869
TP_be648be4d541,TG,TC_2c5557073ad9::TC_d2014d12e766,TC_2c5557073ad9,structure_state,cellulose nanofiber scaffold,TC_d2014d12e766,mechanism,iodide/triiodide redox chemistry,structure_state__mechanism,1,1,0,2022,2022,P0179,10.1126/sciadv.abl5318,High-thermopower polarized electrolytes enabled by methylcellulose for low-grade heat harvesting,11,12,True,0.3869
TP_dec02e50f750,TG,TC_a9af609cf89a::TC_575b8475e747,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),structure_state__mechanism,1,1,0,2022,2022,P0310,10.1021/acsomega.2c05301,Polymer Gel with Tunable Conductive Properties: A Material for Thermal Energy Harvesting,13,38,True,0.3869
TP_dd550b26563f,TG,TC_a9af609cf89a::TC_d2014d12e766,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,TC_d2014d12e766,mechanism,iodide/triiodide redox chemistry,structure_state__mechanism,1,1,0,2022,2022,P0066,10.1039/d2tc00889k,Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments,13,12,True,0.3869
TP_842b66cfd6b5,TG,TC_d6b4f02a544c::TC_0bff7d51cbea,TC_d6b4f02a544c,structure_state,double/interpenetrating network,TC_0bff7d51cbea,mechanism,photothermal-thermoelectric coupling,structure_state__mechanism,1,1,0,2022,2022,P0057,10.1016/j.nanoen.2022.107449,Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy,9,14,True,0.3869
TP_bc0cde70cf8d,TG,TC_f104995fe14f::TC_89bcdc96c0b9,TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,TC_89bcdc96c0b9,mechanism,4-/3-. guanidine-induced ferrocyanide crystallization raises thermopower,structure_state__mechanism,1,1,0,2022,2022,P0039,10.1039/d2ee00738j,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,25,1,False,0.3869
TP_cc88cc82d2fa,TG,TC_f104995fe14f::TC_ab50e5e91588,TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,TC_ab50e5e91588,mechanism,GelMA ion-induced crystallization,structure_state__mechanism,1,1,0,2022,2022,P0039,10.1039/d2ee00738j,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,25,2,True,0.3869
TP_f65e06280ddf,TG,TC_f104995fe14f::TC_eba98035cc46,TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,TC_eba98035cc46,mechanism,ion-induced crystallization,structure_state__mechanism,1,1,0,2022,2022,P0039,10.1039/d2ee00738j,Stretchable thermogalvanic hydrogel thermocell with record-high specific output power density enabled by ion-induced crystallization,25,3,True,0.3869
TP_c41d2295bb2b,TG,TC_04ab71eea966::TC_7cd71e740c61,TC_04ab71eea966,material_system,graphene oxide,TC_7cd71e740c61,mechanism,thermal-gradient heat-transfer control,material_system__mechanism,1,1,0,2023,2023,P0076,10.1002/eom2.12302,Regenerable aerogel-based thermogalvanic cells for efficient low-grade heat harvesting from solar radiation and interfacial solar evaporation systems,7,17,True,0.3869
TP_bb305caa0b01,TG,TC_0b17f7e2fe9f::TC_5931ff52db8a,TC_0b17f7e2fe9f,material_system,H2O,TC_5931ff52db8a,mechanism,PEM proton-coupled thermoelectrochemical converter,material_system__mechanism,1,1,0,2023,2023,P0292,10.3390/en16145434,Experimental Investigation of Coupled Transport Mechanisms in a PEM Based Thermoelectric Energy Converter,6,1,False,0.3869
TP_9b1a7ab006cb,TG,TC_0b17f7e2fe9f::TC_b93fc7829d13,TC_0b17f7e2fe9f,material_system,H2O,TC_b93fc7829d13,mechanism,ion-selectivity membrane transport,material_system__mechanism,1,1,0,2023,2023,P0292,10.3390/en16145434,Experimental Investigation of Coupled Transport Mechanisms in a PEM Based Thermoelectric Energy Converter,6,18,True,0.3869
TP_8494f42b405b,TG,TC_1448dc8e50ea::TC_38b23ede2d79,TC_1448dc8e50ea,material_system,LiFePO4,TC_38b23ede2d79,mechanism,redox-kinetics enhancement,material_system__mechanism,1,1,0,2023,2023,P0089,10.1021/acs.chemmater.3c01129,Rational Material Selection for Li-Ion-Based Thermogalvanic Harvesting Devices,3,11,True,0.3869
TP_edafc8503d15,TG,TC_1448dc8e50ea::TC_3cf38e4b2576,TC_1448dc8e50ea,material_system,LiFePO4,TC_3cf38e4b2576,mechanism,charge-transfer resistance engineering,material_system__mechanism,1,1,0,2023,2023,P0089,10.1021/acs.chemmater.3c01129,Rational Material Selection for Li-Ion-Based Thermogalvanic Harvesting Devices,3,19,True,0.3869
TP_023580ed4b49,TG,TC_1448dc8e50ea::TC_7114c80249db,TC_1448dc8e50ea,material_system,LiFePO4,TC_7114c80249db,mechanism,Li-ion TREC electrode-selection thermodynamics,material_system__mechanism,1,1,0,2023,2023,P0089,10.1021/acs.chemmater.3c01129,Rational Material Selection for Li-Ion-Based Thermogalvanic Harvesting Devices,3,1,False,0.3869
TP_20669fd00ba3,TG,TC_1448dc8e50ea::TC_844ce408aa9c,TC_1448dc8e50ea,material_system,LiFePO4,TC_844ce408aa9c,mechanism,temperature-dependent electrode potential,material_system__mechanism,1,1,0,2023,2023,P0089,10.1021/acs.chemmater.3c01129,Rational Material Selection for Li-Ion-Based Thermogalvanic Harvesting Devices,3,3,True,0.3869
TP_a928f007fa84,TG,TC_1448dc8e50ea::TC_a65746235f21,TC_1448dc8e50ea,material_system,LiFePO4,TC_a65746235f21,mechanism,thermally regenerative electrochemical cycle,material_system__mechanism,1,1,0,2023,2023,P0089,10.1021/acs.chemmater.3c01129,Rational Material Selection for Li-Ion-Based Thermogalvanic Harvesting Devices,3,14,True,0.3869
