link_id,tg_pair_id,ite_pair_id,link_type,bridge_score,shared_or_family_tg_node_id,shared_or_family_tg_label,shared_or_family_ite_node_id,shared_or_family_ite_label,bridge_role,shared_endpoint_tg_df,endpoint_match,endpoint_string_similarity,ite_other_node_id,ite_other_label,ite_other_role,tg_other_node_id,tg_other_label,tg_other_role,ite_pair_type,tg_pair_type,ite_pair_paper_count,tg_pair_paper_count,ite_supporting_paper_ids,tg_supporting_paper_ids,program_id,program_title_cn,program_candidate_status,target_redox_family,program_source_paper_ids,ite_aligned_supporting_paper_ids,ite_source_alignment,evidence_scope,ite_node_a_label,ite_node_a_role,ite_node_b_label,ite_node_b_role,ite_first_year,ite_supporting_titles,tg_node_a_label,tg_node_a_role,tg_node_b_label,tg_node_b_role,tg_first_year,tg_supporting_titles,ite_pair_label,tg_pair_label,proposed_closure_source_label,proposed_closure_source_role,proposed_closure_target_label,proposed_closure_target_role,temporal_alignment,C1_anchor,C2_directional_rule,C3_role_logic,C4_ite_evidence,C5_tg_grounding,C6_independent_support,hub_penalty,transfer_score,score_cap_reason,inference_status,novelty_status,rank_within_tg_pair,global_rank
XL_978d32d0edca,TP_2183019197f8,IP_a8ae1fac486e,shared_mechanism_completion,0.8808,TC_902956facbd0,hydrogen bonding,TC_902956facbd0,hydrogen bonding,mechanism,15,exact,1.0,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,TC_5cf65f018dc3,antifreezing ability mxene reinforces gelation,material_system,structure_state__mechanism,material_system__mechanism,18,1,P0341; P0365; P0368; P0379; P0420; P0422; P0423; P0435; P0436; P0441; P0535; P0540; P0578; P0579; P0611; P1145; P1263; P1345,P0166,,,,,,,not_applicable,retrieval_bridge_requires_mechanistic_review,chaotropic polymer-water disruption,structure_state,hydrogen bonding,mechanism,2022,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels",antifreezing ability mxene reinforces gelation,material_system,hydrogen bonding,mechanism,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,chaotropic polymer-water disruption  +  hydrogen bonding,antifreezing ability mxene reinforces gelation  +  hydrogen bonding,chaotropic polymer-water disruption,structure_state,antifreezing ability mxene reinforces gelation,material_system,iTE_precedes_or_same_year,30,0,15,7,4,5,0,59,topological_hinge_without_directional_rule,topological_retrieval_only,not_assessed,1,224
XL_15cbdf4f2c11,TP_2f64221c45a2,IP_a8ae1fac486e,shared_mechanism_completion,0.8808,TC_902956facbd0,hydrogen bonding,TC_902956facbd0,hydrogen bonding,mechanism,15,exact,1.0,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,TC_523e031eaf4f,Ti3C2Tx,material_system,structure_state__mechanism,material_system__mechanism,18,1,P0341; P0365; P0368; P0379; P0420; P0422; P0423; P0435; P0436; P0441; P0535; P0540; P0578; P0579; P0611; P1145; P1263; P1345,P0166,,,,,,,not_applicable,retrieval_bridge_requires_mechanistic_review,chaotropic polymer-water disruption,structure_state,hydrogen bonding,mechanism,2022,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels",Ti3C2Tx,material_system,hydrogen bonding,mechanism,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,chaotropic polymer-water disruption  +  hydrogen bonding,Ti3C2Tx  +  hydrogen bonding,chaotropic polymer-water disruption,structure_state,Ti3C2Tx,material_system,iTE_precedes_or_same_year,30,0,15,7,4,5,0,59,topological_hinge_without_directional_rule,topological_retrieval_only,not_assessed,1,225
XL_7544d9d57a84,TP_551a223f9f62,IP_a8ae1fac486e,shared_mechanism_completion,0.8808,TC_902956facbd0,hydrogen bonding,TC_902956facbd0,hydrogen bonding,mechanism,15,exact,1.0,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,TC_941007e6dc4e,polyethylene glycol (PEG),material_system,structure_state__mechanism,material_system__mechanism,18,1,P0341; P0365; P0368; P0379; P0420; P0422; P0423; P0435; P0436; P0441; P0535; P0540; P0578; P0579; P0611; P1145; P1263; P1345,P0033,,,,,,,not_applicable,retrieval_bridge_requires_mechanistic_review,chaotropic polymer-water disruption,structure_state,hydrogen bonding,mechanism,2022,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels",polyethylene glycol (PEG),material_system,hydrogen bonding,mechanism,2025,A rapidly moldable thermogalvanic organohydrogel for self-powered water temperature and level monitoring,chaotropic polymer-water disruption  +  hydrogen bonding,polyethylene glycol (PEG)  +  hydrogen bonding,chaotropic polymer-water disruption,structure_state,polyethylene glycol (PEG),material_system,iTE_precedes_or_same_year,30,0,15,7,4,5,0,59,topological_hinge_without_directional_rule,topological_retrieval_only,not_assessed,1,226
XL_b1caf9e57789,TP_5bfa7c84b8b5,IP_a8ae1fac486e,shared_mechanism_completion,0.8808,TC_902956facbd0,hydrogen bonding,TC_902956facbd0,hydrogen bonding,mechanism,15,exact,1.0,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,TC_07500f5feb43,dynamic crosslinked gel network,structure_state,structure_state__mechanism,structure_state__mechanism,18,1,P0341; P0365; P0368; P0379; P0420; P0422; P0423; P0435; P0436; P0441; P0535; P0540; P0578; P0579; P0611; P1145; P1263; P1345,P0057,,,,,,,not_applicable,retrieval_bridge_requires_mechanistic_review,chaotropic polymer-water disruption,structure_state,hydrogen bonding,mechanism,2022,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels",dynamic crosslinked gel network,structure_state,hydrogen bonding,mechanism,2022,Transparent stretchable thermogalvanic PVA/gelation hydrogel electrolyte for harnessing solar energy enabled by a binary solvent strategy,chaotropic polymer-water disruption  +  hydrogen bonding,dynamic crosslinked gel network  +  hydrogen bonding,chaotropic polymer-water disruption,structure_state,dynamic crosslinked gel network,structure_state,iTE_precedes_or_same_year,30,0,15,7,4,5,0,59,topological_hinge_without_directional_rule,topological_retrieval_only,not_assessed,1,227
XL_d26edc8ef852,TP_67fb71799fcd,IP_a8ae1fac486e,shared_mechanism_completion,0.8808,TC_902956facbd0,hydrogen bonding,TC_902956facbd0,hydrogen bonding,mechanism,15,exact,1.0,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,TC_14babec53792,dmso/water thermogalvanic organohydrogel electrolyte,structure_state,structure_state__mechanism,structure_state__mechanism,18,1,P0341; P0365; P0368; P0379; P0420; P0422; P0423; P0435; P0436; P0441; P0535; P0540; P0578; P0579; P0611; P1145; P1263; P1345,P0054,,,,,,,not_applicable,retrieval_bridge_requires_mechanistic_review,chaotropic polymer-water disruption,structure_state,hydrogen bonding,mechanism,2022,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels",dmso/water thermogalvanic organohydrogel electrolyte,structure_state,hydrogen bonding,mechanism,2023,A self-powered thermogalvanic organohydrogel-based touch-to-speech Braille transmission interface with temperature resistance and stretchability,chaotropic polymer-water disruption  +  hydrogen bonding,dmso/water thermogalvanic organohydrogel electrolyte  +  hydrogen bonding,chaotropic polymer-water disruption,structure_state,dmso/water thermogalvanic organohydrogel electrolyte,structure_state,iTE_precedes_or_same_year,30,0,15,7,4,5,0,59,topological_hinge_without_directional_rule,topological_retrieval_only,not_assessed,1,228
XL_601252a69e53,TP_70dd393a7b2e,IP_a8ae1fac486e,shared_mechanism_completion,0.8808,TC_902956facbd0,hydrogen bonding,TC_902956facbd0,hydrogen bonding,mechanism,15,exact,1.0,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,TC_c954f44d72e5,entropy difference of thermogalvanic ions at subzero temperatures,material_system,structure_state__mechanism,material_system__mechanism,18,1,P0341; P0365; P0368; P0379; P0420; P0422; P0423; P0435; P0436; P0441; P0535; P0540; P0578; P0579; P0611; P1145; P1263; P1345,P0182,,,,,,,not_applicable,retrieval_bridge_requires_mechanistic_review,chaotropic polymer-water disruption,structure_state,hydrogen bonding,mechanism,2022,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels",entropy difference of thermogalvanic ions at subzero temperatures,material_system,hydrogen bonding,mechanism,2021,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,chaotropic polymer-water disruption  +  hydrogen bonding,entropy difference of thermogalvanic ions at subzero temperatures  +  hydrogen bonding,chaotropic polymer-water disruption,structure_state,entropy difference of thermogalvanic ions at subzero temperatures,material_system,iTE_observed_after_TG_pair,30,0,15,7,4,5,0,59,topological_hinge_without_directional_rule,topological_retrieval_only,not_assessed,1,229
XL_21d2e36e0082,TP_83512780b279,IP_a8ae1fac486e,shared_mechanism_completion,0.8808,TC_902956facbd0,hydrogen bonding,TC_902956facbd0,hydrogen bonding,mechanism,15,exact,1.0,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,TC_8d144801941b,glycerol,material_system,structure_state__mechanism,material_system__mechanism,18,1,P0341; P0365; P0368; P0379; P0420; P0422; P0423; P0435; P0436; P0441; P0535; P0540; P0578; P0579; P0611; P1145; P1263; P1345,P0013,,,,,,,not_applicable,retrieval_bridge_requires_mechanistic_review,chaotropic polymer-water disruption,structure_state,hydrogen bonding,mechanism,2022,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels",glycerol,material_system,hydrogen bonding,mechanism,2025,Deep-learning-enabled breathable thermogalvanic hydrogel array for self-powered mental monitoring,chaotropic polymer-water disruption  +  hydrogen bonding,glycerol  +  hydrogen bonding,chaotropic polymer-water disruption,structure_state,glycerol,material_system,iTE_precedes_or_same_year,30,0,15,7,4,5,0,59,topological_hinge_without_directional_rule,topological_retrieval_only,not_assessed,1,230
XL_6f2542f86414,TP_a2eb2e90b325,IP_a8ae1fac486e,shared_mechanism_completion,0.8808,TC_902956facbd0,hydrogen bonding,TC_902956facbd0,hydrogen bonding,mechanism,15,exact,1.0,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,TC_ab08cdd1f9be,Ti3C2Tx MXene,material_system,structure_state__mechanism,material_system__mechanism,18,1,P0341; P0365; P0368; P0379; P0420; P0422; P0423; P0435; P0436; P0441; P0535; P0540; P0578; P0579; P0611; P1145; P1263; P1345,P0166,,,,,,,not_applicable,retrieval_bridge_requires_mechanistic_review,chaotropic polymer-water disruption,structure_state,hydrogen bonding,mechanism,2022,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels",Ti3C2Tx MXene,material_system,hydrogen bonding,mechanism,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,chaotropic polymer-water disruption  +  hydrogen bonding,Ti3C2Tx MXene  +  hydrogen bonding,chaotropic polymer-water disruption,structure_state,Ti3C2Tx MXene,material_system,iTE_precedes_or_same_year,30,0,15,7,4,5,0,59,topological_hinge_without_directional_rule,topological_retrieval_only,not_assessed,1,231
XL_05d29b49c0da,TP_a56923db90b8,IP_a8ae1fac486e,shared_mechanism_completion,0.8808,TC_902956facbd0,hydrogen bonding,TC_902956facbd0,hydrogen bonding,mechanism,15,exact,1.0,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,TC_d528eeb45c4d,deep-eutectic eutogel electrolyte,material_system,structure_state__mechanism,material_system__mechanism,18,1,P0341; P0365; P0368; P0379; P0420; P0422; P0423; P0435; P0436; P0441; P0535; P0540; P0578; P0579; P0611; P1145; P1263; P1345,P0264,,,,,,,not_applicable,retrieval_bridge_requires_mechanistic_review,chaotropic polymer-water disruption,structure_state,hydrogen bonding,mechanism,2022,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels",deep-eutectic eutogel electrolyte,material_system,hydrogen bonding,mechanism,2026,Robust thermocells based on deep eutectic solvent-tailored gel electrolytes for low-grade heat harvesting,chaotropic polymer-water disruption  +  hydrogen bonding,deep-eutectic eutogel electrolyte  +  hydrogen bonding,chaotropic polymer-water disruption,structure_state,deep-eutectic eutogel electrolyte,material_system,iTE_precedes_or_same_year,30,0,15,7,4,5,0,59,topological_hinge_without_directional_rule,topological_retrieval_only,not_assessed,1,232
XL_b50bf4511414,TP_a89f89942d5a,IP_a8ae1fac486e,shared_mechanism_completion,0.8808,TC_902956facbd0,hydrogen bonding,TC_902956facbd0,hydrogen bonding,mechanism,15,exact,1.0,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,TC_4bd38733ebee,deep eutectic solvent,material_system,structure_state__mechanism,material_system__mechanism,18,1,P0341; P0365; P0368; P0379; P0420; P0422; P0423; P0435; P0436; P0441; P0535; P0540; P0578; P0579; P0611; P1145; P1263; P1345,P0264,,,,,,,not_applicable,retrieval_bridge_requires_mechanistic_review,chaotropic polymer-water disruption,structure_state,hydrogen bonding,mechanism,2022,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels",deep eutectic solvent,material_system,hydrogen bonding,mechanism,2026,Robust thermocells based on deep eutectic solvent-tailored gel electrolytes for low-grade heat harvesting,chaotropic polymer-water disruption  +  hydrogen bonding,deep eutectic solvent  +  hydrogen bonding,chaotropic polymer-water disruption,structure_state,deep eutectic solvent,material_system,iTE_precedes_or_same_year,30,0,15,7,4,5,0,59,topological_hinge_without_directional_rule,topological_retrieval_only,not_assessed,1,233
XL_610fb9e0bdfc,TP_a9c01079bac9,IP_a8ae1fac486e,shared_mechanism_completion,0.8808,TC_902956facbd0,hydrogen bonding,TC_902956facbd0,hydrogen bonding,mechanism,15,exact,1.0,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,TC_8b11eb4d3773,organohydrogel thermocell,structure_state,structure_state__mechanism,structure_state__mechanism,18,1,P0341; P0365; P0368; P0379; P0420; P0422; P0423; P0435; P0436; P0441; P0535; P0540; P0578; P0579; P0611; P1145; P1263; P1345,P0182,,,,,,,not_applicable,retrieval_bridge_requires_mechanistic_review,chaotropic polymer-water disruption,structure_state,hydrogen bonding,mechanism,2022,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels",organohydrogel thermocell,structure_state,hydrogen bonding,mechanism,2021,Stretchable and Freeze-Tolerant Organohydrogel Thermocells with Enhanced Thermoelectric Performance Continually Working at Subzero Temperatures,chaotropic polymer-water disruption  +  hydrogen bonding,organohydrogel thermocell  +  hydrogen bonding,chaotropic polymer-water disruption,structure_state,organohydrogel thermocell,structure_state,iTE_observed_after_TG_pair,30,0,15,7,4,5,0,59,topological_hinge_without_directional_rule,topological_retrieval_only,not_assessed,1,234
XL_72cb2cd55b03,TP_aba2d3dd77aa,IP_a8ae1fac486e,shared_mechanism_completion,0.8808,TC_902956facbd0,hydrogen bonding,TC_902956facbd0,hydrogen bonding,mechanism,15,exact,1.0,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,TC_854f69487596,chaotropic salts,structure_state,structure_state__mechanism,structure_state__mechanism,18,1,P0341; P0365; P0368; P0379; P0420; P0422; P0423; P0435; P0436; P0441; P0535; P0540; P0578; P0579; P0611; P1145; P1263; P1345,P0139,,,,,,,not_applicable,retrieval_bridge_requires_mechanistic_review,chaotropic polymer-water disruption,structure_state,hydrogen bonding,mechanism,2022,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels",chaotropic salts,structure_state,hydrogen bonding,mechanism,2025,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,chaotropic polymer-water disruption  +  hydrogen bonding,chaotropic salts  +  hydrogen bonding,chaotropic polymer-water disruption,structure_state,chaotropic salts,structure_state,iTE_precedes_or_same_year,30,0,15,7,4,5,0,59,topological_hinge_without_directional_rule,topological_retrieval_only,not_assessed,1,235
XL_a417e3d930f6,TP_b8c2a136bb3e,IP_a8ae1fac486e,shared_mechanism_completion,0.8808,TC_902956facbd0,hydrogen bonding,TC_902956facbd0,hydrogen bonding,mechanism,15,exact,1.0,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,TC_fc263f2aab31,iodide/triiodide,material_system,structure_state__mechanism,material_system__mechanism,18,1,P0341; P0365; P0368; P0379; P0420; P0422; P0423; P0435; P0436; P0441; P0535; P0540; P0578; P0579; P0611; P1145; P1263; P1345,P0066,,,,,,,not_applicable,retrieval_bridge_requires_mechanistic_review,chaotropic polymer-water disruption,structure_state,hydrogen bonding,mechanism,2022,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels",iodide/triiodide,material_system,hydrogen bonding,mechanism,2022,Thermogalvanic hydrogels for self-powered temperature monitoring in extreme environments,chaotropic polymer-water disruption  +  hydrogen bonding,iodide/triiodide  +  hydrogen bonding,chaotropic polymer-water disruption,structure_state,iodide/triiodide,material_system,iTE_precedes_or_same_year,30,0,15,7,4,5,0,59,topological_hinge_without_directional_rule,topological_retrieval_only,not_assessed,1,236
XL_bee50862bf40,TP_c11ae6e1e621,IP_a8ae1fac486e,shared_mechanism_completion,0.8808,TC_902956facbd0,hydrogen bonding,TC_902956facbd0,hydrogen bonding,mechanism,15,exact,1.0,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,TC_8b05ca0d07fa,dmso-water hydrogen bonding gives anti-freezing,material_system,structure_state__mechanism,material_system__mechanism,18,1,P0341; P0365; P0368; P0379; P0420; P0422; P0423; P0435; P0436; P0441; P0535; P0540; P0578; P0579; P0611; P1145; P1263; P1345,P0054,,,,,,,not_applicable,retrieval_bridge_requires_mechanistic_review,chaotropic polymer-water disruption,structure_state,hydrogen bonding,mechanism,2022,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels",dmso-water hydrogen bonding gives anti-freezing,material_system,hydrogen bonding,mechanism,2023,A self-powered thermogalvanic organohydrogel-based touch-to-speech Braille transmission interface with temperature resistance and stretchability,chaotropic polymer-water disruption  +  hydrogen bonding,dmso-water hydrogen bonding gives anti-freezing  +  hydrogen bonding,chaotropic polymer-water disruption,structure_state,dmso-water hydrogen bonding gives anti-freezing,material_system,iTE_precedes_or_same_year,30,0,15,7,4,5,0,59,topological_hinge_without_directional_rule,topological_retrieval_only,not_assessed,1,237
XL_37608722f048,TP_c16b4f7ce79b,IP_a8ae1fac486e,shared_mechanism_completion,0.8808,TC_902956facbd0,hydrogen bonding,TC_902956facbd0,hydrogen bonding,mechanism,15,exact,1.0,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,TC_627ec3e82d39,MXene,material_system,structure_state__mechanism,material_system__mechanism,18,1,P0341; P0365; P0368; P0379; P0420; P0422; P0423; P0435; P0436; P0441; P0535; P0540; P0578; P0579; P0611; P1145; P1263; P1345,P0166,,,,,,,not_applicable,retrieval_bridge_requires_mechanistic_review,chaotropic polymer-water disruption,structure_state,hydrogen bonding,mechanism,2022,"Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties; Highly stretchable, low-hysteresis, and antifreeze hydrogel for low-grade thermal energy harvesting in ionic thermoelectric Supercapacitors; Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device; Super-stretching and high-performance ionic thermoelectric hydrogels based on carboxylated bacterial cellulose coordination for self-powered sensors; Synergistic dual supramolecular interactions enhance ionic thermoelectric performance in dilute-electrolyte hydrogels",MXene,material_system,hydrogen bonding,mechanism,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,chaotropic polymer-water disruption  +  hydrogen bonding,MXene  +  hydrogen bonding,chaotropic polymer-water disruption,structure_state,MXene,material_system,iTE_precedes_or_same_year,30,0,15,7,4,5,0,59,topological_hinge_without_directional_rule,topological_retrieval_only,not_assessed,1,238
