pair_id,edge_id,edge_type,analysis_layer,pair_key,left_global_concept_id,left_label,left_layer_node_id,right_global_concept_id,right_label,right_layer_node_id,source_node_id,target_node_id,directed,paper_count,sentence_count,strict_syntax_relation_paper_count,first_year,last_year,atomic_evidence_record_count,unique_sentence_support_count,authoritative_provenance_fk,relation_candidate_ids,strict_relation_candidate_ids,semantic_accepted_relation_ids,semantic_rejected_relation_ids,semantic_pending_relation_ids,production_relation_ids,pair_evidence_status,is_direct_exact_pair_overlap,direct_pair_overlap_id,cross_layer_partner_pair_id,observed_evidence,causal_claim,graph_edge_status
TP_9ec7dacf060c,TP_9ec7dacf060c,same_sentence_pair,TG,GC_239039e782ec::GC_bd19fbf55956,GC_239039e782ec,electrode cell,LN_7748401d2162,GC_bd19fbf55956,considerable difference,LN_0ac0990d5f71,LN_7748401d2162,LN_0ac0990d5f71,False,1,1,0,2018,2018,1,1,TP_9ec7dacf060c,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_9ede31a9724d,TP_9ede31a9724d,same_sentence_pair,TG,GC_24abe3ce9618::GC_faa270044b11,GC_24abe3ce9618,pana sa hydrogel,LN_55314c91450f,GC_faa270044b11,normalized power,LN_b563f2bf97ef,LN_55314c91450f,LN_b563f2bf97ef,False,1,1,0,2025,2025,1,1,TP_9ede31a9724d,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_9f219d100109,TP_9f219d100109,same_sentence_pair,TG,GC_030e2d8d54dd::GC_c71da9c436c3,GC_030e2d8d54dd,double network,LN_2cd2c5c698ba,GC_c71da9c436c3,transition metal oxide nanoparticle,LN_065a9edca3d7,LN_2cd2c5c698ba,LN_065a9edca3d7,False,1,1,0,2026,2026,1,1,TP_9f219d100109,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_9f23aa2ea2e7,TP_9f23aa2ea2e7,same_sentence_pair,TG,GC_6a5437dd92b8::GC_da234a942ae6,GC_6a5437dd92b8,am1,LN_e00b4e0b28b0,GC_da234a942ae6,thermo electric coupling,LN_11e441f62bf8,LN_e00b4e0b28b0,LN_11e441f62bf8,False,1,1,0,2026,2026,1,1,TP_9f23aa2ea2e7,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_9f32ef0609e8,TP_9f32ef0609e8,same_sentence_pair,TG,GC_d1147125308c::GC_daadfd6b705e,GC_d1147125308c,licl kcl,LN_e5cb71154978,GC_daadfd6b705e,thermoelectric power,LN_dc2fcf94b123,LN_e5cb71154978,LN_dc2fcf94b123,False,1,1,0,2003,2003,1,1,TP_9f32ef0609e8,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_9f4f455674d2,TP_9f4f455674d2,same_sentence_pair,TG,GC_0bb45bee94db::GC_a51be089433c,GC_0bb45bee94db,graphite electrode,LN_414920e15700,GC_a51be089433c,maxsorb electrode,LN_4cf61ff0abe3,LN_414920e15700,LN_4cf61ff0abe3,False,1,1,0,1998,1998,1,1,TP_9f4f455674d2,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_9f570a8d35e1,TP_9f570a8d35e1,same_sentence_pair,TG,GC_999d66f28479::GC_aeb7f6435b60,GC_999d66f28479,kinetic property,LN_0d67a6169ce3,GC_aeb7f6435b60,fe2+/3+,LN_ab5b90be788c,LN_0d67a6169ce3,LN_ab5b90be788c,False,1,1,0,2021,2021,1,1,TP_9f570a8d35e1,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_9f5b5096212f,TP_9f5b5096212f,same_sentence_pair,TG,GC_2e07b40fb326::GC_611b1137450c,GC_2e07b40fb326,flexible stretchable property,LN_a88733a4dbf1,GC_611b1137450c,non toxic,LN_52f5548bcc07,LN_a88733a4dbf1,LN_52f5548bcc07,False,1,1,0,2023,2023,1,1,TP_9f5b5096212f,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_9f7ee6231b7e,TP_9f7ee6231b7e,same_sentence_pair,TG,GC_05ff932ccf02::GC_6624fb8cc64b,GC_05ff932ccf02,temperature dependent,LN_c2f76a9bda67,GC_6624fb8cc64b,temperature dependent host guest interaction,LN_a242c5999247,LN_c2f76a9bda67,LN_a242c5999247,False,1,1,0,2016,2016,1,1,TP_9f7ee6231b7e,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_9f8d43ca1f04,TP_9f8d43ca1f04,same_sentence_pair,TG,GC_33fe6970dfc4::GC_44f79da9c162,GC_33fe6970dfc4,decreased heat capacity,LN_de13a1108cbf,GC_44f79da9c162,fe2+/3+ ion,LN_0b7469ab6547,LN_de13a1108cbf,LN_0b7469ab6547,False,1,1,0,2025,2025,1,1,TP_9f8d43ca1f04,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_9f964665aea2,TP_9f964665aea2,same_sentence_pair,TG,GC_b64a41860777::GC_f212040236dd,GC_b64a41860777,construct hydrogel,LN_a29e7039dd18,GC_f212040236dd,highly dense interwoven network,LN_9136c4b763dc,LN_a29e7039dd18,LN_9136c4b763dc,False,1,1,0,2024,2024,1,1,TP_9f964665aea2,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_9fa3f9b2759a,TP_9fa3f9b2759a,same_sentence_pair,TG,GC_69bdf9c4f2cd::GC_99cc5cc07851,GC_69bdf9c4f2cd,so3,LN_e907a5ce864f,GC_99cc5cc07851,swelling,LN_eb21b8cf5c4c,LN_e907a5ce864f,LN_eb21b8cf5c4c,False,1,1,0,2026,2026,1,1,TP_9fa3f9b2759a,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_9fb075e78cb4,TP_9fb075e78cb4,same_sentence_pair,TG,GC_41374fb28f21::GC_6cdb23f33c74,GC_41374fb28f21,redox ion,LN_235359c120ea,GC_6cdb23f33c74,seebeck coefficient,LN_ccd3eb53d5e7,LN_235359c120ea,LN_ccd3eb53d5e7,False,1,1,0,2021,2021,1,1,TP_9fb075e78cb4,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_9fdf9db15acc,TP_9fdf9db15acc,same_sentence_pair,TG,GC_028a986f2d99::GC_5f9395c3b80a,GC_028a986f2d99,organic solvent,LN_217b7c1501dd,GC_5f9395c3b80a,entropy,LN_b26f52a5bd6b,LN_217b7c1501dd,LN_b26f52a5bd6b,False,1,1,0,2022,2022,1,1,TP_9fdf9db15acc,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a01e1ad52e57,TP_a01e1ad52e57,same_sentence_pair,TG,GC_a490b74f6879::GC_fa33573849df,GC_a490b74f6879,add weakly coordinating anion,LN_5a4f83f3f0a7,GC_fa33573849df,redox entropy,LN_95c46050b32b,LN_5a4f83f3f0a7,LN_95c46050b32b,False,1,1,0,2026,2026,1,1,TP_a01e1ad52e57,AR_64b15bc3ffa4,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a035c2d7197d,TP_a035c2d7197d,same_sentence_pair,TG,GC_34a9543f05f6::GC_5a963dd1905c,GC_34a9543f05f6,doped cnt electrode,LN_44574599ad59,GC_5a963dd1905c,potassium ion,LN_0444cef4bc6f,LN_44574599ad59,LN_0444cef4bc6f,False,1,2,0,2012,2012,2,2,TP_a035c2d7197d,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a0398f685f92,TP_a0398f685f92,same_sentence_pair,TG,GC_3ea8786de366::GC_f50bbe3cdc5d,GC_3ea8786de366,thermogalvanic cell,LN_e5b6c67a0e2e,GC_f50bbe3cdc5d,temperature gradient,LN_4e04cb640a89,LN_e5b6c67a0e2e,LN_4e04cb640a89,False,3,3,0,2016,2023,3,3,TP_a0398f685f92,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a0484c815236,TP_a0484c815236,same_sentence_pair,TG,GC_86fd9368247a::GC_cce53c102e7d,GC_86fd9368247a,impedance spectroscopy,LN_702081ea70a7,GC_cce53c102e7d,excellent kinetics,LN_21234980cc99,LN_702081ea70a7,LN_21234980cc99,False,1,1,0,2024,2024,1,1,TP_a0484c815236,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a056077f7835,TP_a056077f7835,same_sentence_pair,TG,GC_27a94b7ab574::GC_b87d8d14fdf2,GC_27a94b7ab574,gas containing electrolyte,LN_11b0962d253c,GC_b87d8d14fdf2,gas containing,LN_b946a9738d43,LN_11b0962d253c,LN_b946a9738d43,False,1,1,0,2019,2019,1,1,TP_a056077f7835,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a08c7f9dcc26,TP_a08c7f9dcc26,same_sentence_pair,TG,GC_5f9395c3b80a::GC_cfc79e26d8d5,GC_5f9395c3b80a,entropy,LN_b26f52a5bd6b,GC_cfc79e26d8d5,electrochemical refrigeration,LN_caf57c8cbe8e,LN_b26f52a5bd6b,LN_caf57c8cbe8e,False,1,1,0,2025,2025,1,1,TP_a08c7f9dcc26,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a090778197fe,TP_a090778197fe,same_sentence_pair,TG,GC_9f1b398c45ad::GC_a97795bf660d,GC_9f1b398c45ad,cold electrode,LN_3d9154354103,GC_a97795bf660d,different electrode,LN_5b1121b8790f,LN_3d9154354103,LN_5b1121b8790f,False,1,1,0,1995,1995,1,1,TP_a090778197fe,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a0971ca3c24c,TP_a0971ca3c24c,same_sentence_pair,TG,GC_686e53163972::GC_815db988f258,GC_686e53163972,stretchable hydrogel,LN_73a86c278128,GC_815db988f258,heat source,LN_f3dd6f677207,LN_73a86c278128,LN_f3dd6f677207,False,1,1,0,2026,2026,1,1,TP_a0971ca3c24c,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a09e159002f6,TP_a09e159002f6,same_sentence_pair,TG,GC_1060ebefd2cb::GC_e49423da4792,GC_1060ebefd2cb,maximum temperature difference,LN_d3e0fb85e9b2,GC_e49423da4792,short circuit current,LN_d9788bf895da,LN_d3e0fb85e9b2,LN_d9788bf895da,False,1,1,0,2022,2022,1,1,TP_a09e159002f6,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a10eac57053f,TP_a10eac57053f,same_sentence_pair,TG,GC_843294ffb6b0::GC_a96e785527e1,GC_843294ffb6b0,charge transfer,LN_2484d7286ccd,GC_a96e785527e1,electrical energy conversion,LN_adb53f8ad75e,LN_2484d7286ccd,LN_adb53f8ad75e,False,1,1,0,2017,2017,1,1,TP_a10eac57053f,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a113419bc98d,TP_a113419bc98d,same_sentence_pair,TG,GC_3ea8786de366::GC_4a92e5f4fe38,GC_3ea8786de366,thermogalvanic cell,LN_e5b6c67a0e2e,GC_4a92e5f4fe38,hydrogel,LN_ce78e7c63303,LN_e5b6c67a0e2e,LN_ce78e7c63303,False,1,1,0,2025,2025,1,1,TP_a113419bc98d,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a123c893bb29,TP_a123c893bb29,same_sentence_pair,TG,GC_310802a237e8::GC_fb6c58297b4d,GC_310802a237e8,background electrolyte,LN_c18f53c1851c,GC_fb6c58297b4d,horizontal cell,LN_c2b3f9f63fb4,LN_c18f53c1851c,LN_c2b3f9f63fb4,False,1,1,0,2014,2014,1,1,TP_a123c893bb29,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a135e7c41b07,TP_a135e7c41b07,same_sentence_pair,TG,GC_648654ac5368::GC_d0a010ad38f2,GC_648654ac5368,nanotube vanadium,LN_9909831f9fd7,GC_d0a010ad38f2,self heating,LN_3dd07ed3e148,LN_9909831f9fd7,LN_3dd07ed3e148,False,1,1,0,2017,2017,1,1,TP_a135e7c41b07,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a13b3deb8d25,TP_a13b3deb8d25,same_sentence_pair,TG,GC_06d2021f6ae3::GC_37ed05d8d43e,GC_06d2021f6ae3,fundamental electrolyte,LN_4cf2010ba68b,GC_37ed05d8d43e,cooling,LN_a71320e3bce0,LN_4cf2010ba68b,LN_a71320e3bce0,False,1,1,0,2025,2025,1,1,TP_a13b3deb8d25,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a164069f3293,TP_a164069f3293,same_sentence_pair,TG,GC_73491a1bc7d5::GC_b8349b29d5d1,GC_73491a1bc7d5,best ionic liquid electrolyte,LN_3b9b38f95bda,GC_b8349b29d5d1,thinner electrolyte,LN_917017eafcb2,LN_3b9b38f95bda,LN_917017eafcb2,False,1,1,0,2018,2018,1,1,TP_a164069f3293,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a197a1bc591c,TP_a197a1bc591c,same_sentence_pair,TG,GC_21faa67da1fd::GC_2e8e201aef30,GC_21faa67da1fd,conversion,LN_42f3c16c1ea5,GC_2e8e201aef30,liquid state,LN_0c2507f1c05b,LN_42f3c16c1ea5,LN_0c2507f1c05b,False,1,1,0,2021,2021,1,1,TP_a197a1bc591c,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a1b37a296ee6,TP_a1b37a296ee6,same_sentence_pair,TG,GC_118af0040619::GC_76614e503650,GC_118af0040619,thermopower,LN_f53e94117152,GC_76614e503650,concentration ratio difference,LN_8c3023fdef6b,LN_f53e94117152,LN_8c3023fdef6b,False,1,1,0,2024,2024,1,1,TP_a1b37a296ee6,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a1d078e8b620,TP_a1d078e8b620,same_sentence_pair,TG,GC_1ab705ba32f6::GC_7abe572670fb,GC_1ab705ba32f6,aligned ion,LN_a12af7625b1c,GC_7abe572670fb,output power,LN_6dbfbf8b965d,LN_a12af7625b1c,LN_6dbfbf8b965d,False,1,1,0,2024,2024,1,1,TP_a1d078e8b620,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a1f4e2a1a7ef,TP_a1f4e2a1a7ef,same_sentence_pair,TG,GC_3ea8786de366::GC_587782912cac,GC_3ea8786de366,thermogalvanic cell,LN_e5b6c67a0e2e,GC_587782912cac,near infrared,LN_bec8e4c551e1,LN_e5b6c67a0e2e,LN_bec8e4c551e1,False,1,1,0,2024,2024,1,1,TP_a1f4e2a1a7ef,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a205692e6bb1,TP_a205692e6bb1,same_sentence_pair,TG,GC_07bce4296985::GC_d7e4ea27d643,GC_07bce4296985,non volatile,LN_ca44e1804c1e,GC_d7e4ea27d643,quasi solid,LN_207c88440220,LN_ca44e1804c1e,LN_207c88440220,False,1,1,0,2018,2018,1,1,TP_a205692e6bb1,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a21b110ee4cf,TP_a21b110ee4cf,same_sentence_pair,TG,GC_bfa67b12b5ea::GC_eb4353188199,GC_bfa67b12b5ea,cost effective,LN_37f623759849,GC_eb4353188199,solar heating,LN_b9fb87721913,LN_37f623759849,LN_b9fb87721913,False,1,1,0,2021,2021,1,1,TP_a21b110ee4cf,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a2208d55732d,TP_a2208d55732d,same_sentence_pair,TG,GC_09c84fb5d355::GC_16b42e37ba7a,GC_09c84fb5d355,maximum power,LN_6253a6eed55f,GC_16b42e37ba7a,open circuit,LN_0fc20b25b434,LN_6253a6eed55f,LN_0fc20b25b434,False,2,2,0,2022,2024,2,2,TP_a2208d55732d,,,,,,,same_sentence_cooccurrence_only,True,XO_a2208d55732d,IP_a2208d55732d,True,False,observed_pair_topology_noncausal
TP_a248f7a29467,TP_a248f7a29467,same_sentence_pair,TG,GC_0104c59ddc4e::GC_a1699d56d371,GC_0104c59ddc4e,effective thermal conductivity,LN_54ec3d76c5ad,GC_a1699d56d371,mass transport,LN_52dd9b2911b7,LN_54ec3d76c5ad,LN_52dd9b2911b7,False,1,1,0,2026,2026,3,1,TP_a248f7a29467,AR_16ad64b4c75a; AR_4042ef5fd803; AR_c99274d649c1,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a278c3271429,TP_a278c3271429,same_sentence_pair,TG,GC_1b217e7e3806::GC_65f3cb65f249,GC_1b217e7e3806,innovative cell,LN_f731ffc651be,GC_65f3cb65f249,integrating simultaneous energy conversion,LN_7a42fbd1c347,LN_f731ffc651be,LN_7a42fbd1c347,False,1,1,0,2019,2019,1,1,TP_a278c3271429,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a282ef89df2b,TP_a282ef89df2b,same_sentence_pair,TG,GC_27044e853ff0::GC_c2d00d7f1242,GC_27044e853ff0,hierarchical electrode,LN_845491442b8b,GC_c2d00d7f1242,ion transport,LN_e02b203feff5,LN_845491442b8b,LN_e02b203feff5,False,1,1,0,2024,2024,1,1,TP_a282ef89df2b,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a285dfc17b24,TP_a285dfc17b24,same_sentence_pair,TG,GC_5a6c96e5f138::GC_94418e5e3f04,GC_5a6c96e5f138,excellent sensing property,LN_a862fb54f268,GC_94418e5e3f04,droplet sensor,LN_54b382a59dd8,LN_a862fb54f268,LN_54b382a59dd8,False,1,1,0,2016,2016,1,1,TP_a285dfc17b24,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a2cd04e07445,TP_a2cd04e07445,same_sentence_pair,TG,GC_935c8a2c0bed::GC_fa066f533563,GC_935c8a2c0bed,ternary composite,LN_9a59ea0260a6,GC_fa066f533563,flexible film,LN_32ec10eb50ed,LN_9a59ea0260a6,LN_32ec10eb50ed,False,1,1,0,2023,2023,1,1,TP_a2cd04e07445,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a2e37fd67234,TP_a2e37fd67234,same_sentence_pair,TG,GC_b0baa36e009a::GC_dc60b27f6e41,GC_b0baa36e009a,n hydration,LN_377b503b2abf,GC_dc60b27f6e41,non drying,LN_838ed806d0d6,LN_377b503b2abf,LN_838ed806d0d6,False,1,1,0,2024,2024,1,1,TP_a2e37fd67234,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a2f3b8618ead,TP_a2f3b8618ead,same_sentence_pair,TG,GC_9f138d3cd94d::GC_c5590b164e57,GC_9f138d3cd94d,diffusion,LN_f9483b4847c0,GC_c5590b164e57,migration,LN_d72be9de1b4f,LN_f9483b4847c0,LN_d72be9de1b4f,False,1,1,0,2025,2025,1,1,TP_a2f3b8618ead,,,,,,,same_sentence_cooccurrence_only,True,XO_a2f3b8618ead,IP_a2f3b8618ead,True,False,observed_pair_topology_noncausal
TP_a300de0d94ff,TP_a300de0d94ff,same_sentence_pair,TG,GC_5f9395c3b80a::GC_69bdf9c4f2cd,GC_5f9395c3b80a,entropy,LN_b26f52a5bd6b,GC_69bdf9c4f2cd,so3,LN_e907a5ce864f,LN_b26f52a5bd6b,LN_e907a5ce864f,False,1,1,0,2026,2026,1,1,TP_a300de0d94ff,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a30905caabbe,TP_a30905caabbe,same_sentence_pair,TG,GC_1194ca42a9b1::GC_581494e21d04,GC_1194ca42a9b1,temperature dependent reaction,LN_67082ff9e5de,GC_581494e21d04,self assembled,LN_258d4230d6e3,LN_67082ff9e5de,LN_258d4230d6e3,False,1,1,0,2023,2023,1,1,TP_a30905caabbe,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a309dae2d8e2,TP_a309dae2d8e2,same_sentence_pair,TG,GC_e89d14e00520::GC_f238311b0c63,GC_e89d14e00520,cross linked,LN_be6b7f3fc957,GC_f238311b0c63,introducing dmso/water binary solvent,LN_2354225a2f20,LN_be6b7f3fc957,LN_2354225a2f20,False,1,1,0,2022,2022,1,1,TP_a309dae2d8e2,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a327c0d84888,TP_a327c0d84888,same_sentence_pair,TG,GC_3ea8786de366::GC_dad97d797387,GC_3ea8786de366,thermogalvanic cell,LN_e5b6c67a0e2e,GC_dad97d797387,redox reaction,LN_13114a75157e,LN_e5b6c67a0e2e,LN_13114a75157e,False,2,2,0,2021,2022,2,2,TP_a327c0d84888,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a332094625e0,TP_a332094625e0,same_sentence_pair,TG,GC_9f1b398c45ad::GC_ff8840442aae,GC_9f1b398c45ad,cold electrode,LN_3d9154354103,GC_ff8840442aae,spontaneous reaction,LN_8b0ff563d59c,LN_3d9154354103,LN_8b0ff563d59c,False,1,1,0,2024,2024,1,1,TP_a332094625e0,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a33dfcaa0056,TP_a33dfcaa0056,same_sentence_pair,TG,GC_61a323841d4d::GC_cb78d4cce0bb,GC_61a323841d4d,electrode electrolyte,LN_1273f6810fcf,GC_cb78d4cce0bb,large peltier coefficient,LN_4dc6e245b4dd,LN_1273f6810fcf,LN_4dc6e245b4dd,False,1,1,0,2020,2020,1,1,TP_a33dfcaa0056,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a34f659aa2c3,TP_a34f659aa2c3,same_sentence_pair,TG,GC_6386c58b01fc::GC_faa270044b11,GC_6386c58b01fc,so4,LN_63074b55655a,GC_faa270044b11,normalized power,LN_b563f2bf97ef,LN_63074b55655a,LN_b563f2bf97ef,False,1,1,0,2025,2025,1,1,TP_a34f659aa2c3,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a36c60f4b150,TP_a36c60f4b150,same_sentence_pair,TG,GC_d18c91f9affa::GC_daadfd6b705e,GC_d18c91f9affa,temperature difference,LN_0f6d9cc28a72,GC_daadfd6b705e,thermoelectric power,LN_dc2fcf94b123,LN_0f6d9cc28a72,LN_dc2fcf94b123,False,1,1,0,1998,1998,1,1,TP_a36c60f4b150,,,,,,,same_sentence_cooccurrence_only,True,XO_a36c60f4b150,IP_a36c60f4b150,True,False,observed_pair_topology_noncausal
TP_a37ca26480a1,TP_a37ca26480a1,same_sentence_pair,TG,GC_3de6bbd46484::GC_bc40ec661b17,GC_3de6bbd46484,k4fe,LN_5d75d0e2fe57,GC_bc40ec661b17,k3fe,LN_3c0d5ebfe078,LN_5d75d0e2fe57,LN_3c0d5ebfe078,False,1,3,0,2012,2012,3,3,TP_a37ca26480a1,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a38062ccb821,TP_a38062ccb821,same_sentence_pair,TG,GC_138545480ba1::GC_c7b00a00356b,GC_138545480ba1,thermo electrochemical,LN_4290ff798dad,GC_c7b00a00356b,various organic solvent,LN_88efa575add5,LN_4290ff798dad,LN_88efa575add5,False,1,1,0,2022,2022,1,1,TP_a38062ccb821,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a3857709f217,TP_a3857709f217,same_sentence_pair,TG,GC_3ea8786de366::GC_c33e719ba22e,GC_3ea8786de366,thermogalvanic cell,LN_e5b6c67a0e2e,GC_c33e719ba22e,eco friendly,LN_35980dd2bd2c,LN_e5b6c67a0e2e,LN_35980dd2bd2c,False,1,1,0,2016,2016,1,1,TP_a3857709f217,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a38953d096fe,TP_a38953d096fe,same_sentence_pair,TG,GC_55498f313236::GC_cb813afe06b3,GC_55498f313236,limited reaction,LN_2cfbab27c116,GC_cb813afe06b3,limited reaction rate,LN_a6621b121694,LN_2cfbab27c116,LN_a6621b121694,False,1,1,0,2025,2025,1,1,TP_a38953d096fe,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a391b1611d2d,TP_a391b1611d2d,same_sentence_pair,TG,GC_aa958d35bcb1::GC_b9e0f7aed71f,GC_aa958d35bcb1,tension strength,LN_c9efa2b097e6,GC_b9e0f7aed71f,mpa,LN_237feee0749b,LN_c9efa2b097e6,LN_237feee0749b,False,1,1,0,2023,2023,1,1,TP_a391b1611d2d,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a395f6410316,TP_a395f6410316,same_sentence_pair,TG,GC_bfa67b12b5ea::GC_d6ddcf44d98d,GC_bfa67b12b5ea,cost effective,LN_37f623759849,GC_d6ddcf44d98d,inner sphere,LN_fcfd346c7edf,LN_37f623759849,LN_fcfd346c7edf,False,1,1,0,2023,2023,1,1,TP_a395f6410316,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a3a41f785ca9,TP_a3a41f785ca9,same_sentence_pair,TG,GC_3475e9930dce::GC_52a4494c3524,GC_3475e9930dce,cross verification,LN_61a88573dbb7,GC_52a4494c3524,open loop,LN_4443b357e494,LN_61a88573dbb7,LN_4443b357e494,False,1,1,0,2026,2026,1,1,TP_a3a41f785ca9,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a3fa3d7fd3ea,TP_a3fa3d7fd3ea,same_sentence_pair,TG,GC_118af0040619::GC_21faa67da1fd,GC_118af0040619,thermopower,LN_f53e94117152,GC_21faa67da1fd,conversion,LN_42f3c16c1ea5,LN_f53e94117152,LN_42f3c16c1ea5,False,1,1,0,2025,2025,1,1,TP_a3fa3d7fd3ea,,,,,,,same_sentence_cooccurrence_only,True,XO_a3fa3d7fd3ea,IP_a3fa3d7fd3ea,True,False,observed_pair_topology_noncausal
TP_a43d0774101c,TP_a43d0774101c,same_sentence_pair,TG,GC_24abe3ce9618::GC_4a92e5f4fe38,GC_24abe3ce9618,pana sa hydrogel,LN_55314c91450f,GC_4a92e5f4fe38,hydrogel,LN_ce78e7c63303,LN_55314c91450f,LN_ce78e7c63303,False,1,1,0,2025,2025,1,1,TP_a43d0774101c,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a45a6130636b,TP_a45a6130636b,same_sentence_pair,TG,GC_587782912cac::GC_d5885f77f359,GC_587782912cac,near infrared,LN_bec8e4c551e1,GC_d5885f77f359,cs0,LN_6f9ead655bd1,LN_bec8e4c551e1,LN_6f9ead655bd1,False,1,1,0,2024,2024,1,1,TP_a45a6130636b,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
TP_a460bdb7f1f9,TP_a460bdb7f1f9,same_sentence_pair,TG,GC_c33e719ba22e::GC_d7e4ea27d643,GC_c33e719ba22e,eco friendly,LN_35980dd2bd2c,GC_d7e4ea27d643,quasi solid,LN_207c88440220,LN_35980dd2bd2c,LN_207c88440220,False,1,1,0,2023,2023,1,1,TP_a460bdb7f1f9,,,,,,,same_sentence_cooccurrence_only,False,,,True,False,observed_pair_topology_noncausal
