entry_id,paper_id,source,year,title,doi,role,text,label,x,y
TG_0078_material,TG_0078,TG,2026,Thermogalvanic Sensor Array for Heat Flux Mapping and Radiative Sensing,10.1021/acsaem.6c01130,material,ferri/ferrocyanide thermogalvanic gel heat-flux sensor array,ferri/ferrocyanide thermogalvanic gel hea...,18.112452,-0.35723838
TG_0078_mechanism,TG_0078,TG,2026,Thermogalvanic Sensor Array for Heat Flux Mapping and Radiative Sensing,10.1021/acsaem.6c01130,mechanism,high Seebeck ferri/ferrocyanide gel transduces heat flux/radiative thermal input into voltage maps for spatial sensing,high Seebeck ferri/ferrocyanide gel trans...,18.058758,-0.42271385
TG_0079_material,TG_0079,TG,2026,Synergy of thermodiffusion and thermogalvanic effect in n-type ionic hydrogel: self-signaled fire warning and enhanced heat harvesting,10.1016/j.cej.2026.175294,material,flame-retardant BmimH2PO4/water ionic hydrogel impregnated with FeCl3/FeCl2,flame-retardant BmimH2PO4/water ionic hyd...,17.580338,3.012207
TG_0079_mechanism,TG_0079,TG,2026,Synergy of thermodiffusion and thermogalvanic effect in n-type ionic hydrogel: self-signaled fire warning and enhanced heat harvesting,10.1016/j.cej.2026.175294,mechanism,Bmim+/H2PO4- thermodiffusion and Fe2+/Fe3+ thermogalvanic effect synergistically produce n-type voltage; phosphorus-iron char formation gives fire warning/flame retardancy,Bmim+/H2PO4- thermodiffusion and Fe2+/Fe3...,16.939613,0.5880191
TG_0080_material,TG_0080,TG,2026,Thermally-driven chemical heterogeneity produces large thermopower and multiday operability in a thermogalvanic cell,10.1039/d5ta09239f,material,redox-split thermogalvanic cell with nickel-bipyridine complex and weakly coordinating anions,redox-split thermogalvanic cell with nick...,17.994888,1.9550623
TG_0080_mechanism,TG_0080,TG,2026,Thermally-driven chemical heterogeneity produces large thermopower and multiday operability in a thermogalvanic cell,10.1039/d5ta09239f,mechanism,temperature-gradient-driven localized hot-side oxidation creates chemical heterogeneity and concentration-gradient effects that augment thermopower,temperature-gradient-driven localized hot...,15.268957,-0.40924412
TG_0081_material,TG_0081,TG,2026,Ultra-sensitive self-powered thermogalvanic hydrogel wristband enabled by resistance-gated strategy,10.1016/j.cej.2026.178230,material,dual-layer self-powered thermogalvanic hydrogel wristband patches,dual-layer self-powered thermogalvanic hy...,17.553953,-1.9937894
TG_0081_mechanism,TG_0081,TG,2026,Ultra-sensitive self-powered thermogalvanic hydrogel wristband enabled by resistance-gated strategy,10.1016/j.cej.2026.178230,mechanism,body-ambient thermogalvanic harvesting couples with deformation-reduced interfacial resistance gating to amplify mechanical sensing current,body-ambient thermogalvanic harvesting co...,16.767286,-1.6649649
TG_0082_material,TG_0082,TG,2026,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,material,"PVA/gelatin double-network hydrogel with Fe(CN)6 3-/4- and TiO2, WO3, ZnO modified carbon-cloth electrodes",PVA/gelatin double-network hydrogel with...,18.676928,3.8280385
TG_0082_mechanism,TG_0082,TG,2026,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,mechanism,metal oxide nanostructures enlarge electroactive area and oxygen vacancies; TiO2-ferrocyanide coordination facilitates interfacial charge transfer,metal oxide nanostructures enlarge electr...,15.666199,-2.0937526
TG_0083_material,TG_0083,TG,2026,Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics,10.1016/j.nanoen.2026.111909,material,ZnAl-LDH cross-linked P(AM-ANA)/CMCS thermogalvanic hydrogel with Fe(CN)6 3-/4- in water-methanol,ZnAl-LDH cross-linked P(AM-ANA)/CMCS ther...,18.438997,3.5623317
TG_0083_mechanism,TG_0083,TG,2026,Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics,10.1016/j.nanoen.2026.111909,mechanism,"ZnAl-LDH selectively binds ferrocyanide, increases redox entropy difference, and creates anion transport pathways while reinforcing hydrogel",ZnAl-LDH selectively binds ferrocyanide...,14.699505,-1.8905036
TG_0084_material,TG_0084,TG,2026,Polymer-Redox Interactions Enhance Ferro/Ferricyanide Thermogalvanic Cells,10.1002/adfm.76685,material,aqueous ferro/ferricyanide thermogalvanic electrolyte with potassium polyacrylate,aqueous ferro/ferricyanide thermogalvanic...,19.24356,0.2934741
TG_0084_mechanism,TG_0084,TG,2026,Polymer-Redox Interactions Enhance Ferro/Ferricyanide Thermogalvanic Cells,10.1002/adfm.76685,mechanism,PAA-/K+ polyelectrolyte-redox interactions modify hydration shells and increase redox entropy difference despite higher viscosity,PAA-/K+ polyelectrolyte-redox interaction...,14.689127,-1.8903507
TG_0085_material,TG_0085,TG,2026,Enhanced long-term discharge stability of aqueous thermogalvanic cells through thermal resistance network,10.1016/j.applthermaleng.2026.130371,material,liquid thermogalvanic cells modeled with thermal resistance network,liquid thermogalvanic cells modeled with...,16.438377,-1.8443397
TG_0085_mechanism,TG_0085,TG,2026,Enhanced long-term discharge stability of aqueous thermogalvanic cells through thermal resistance network,10.1016/j.applthermaleng.2026.130371,mechanism,"internal thermal resistance regulates electrode temperature changes and concentration overpotential, balancing heat transfer and mass transport for stable discharge",internal thermal resistance regulates ele...,16.003716,-1.6906068
TG_0086_material,TG_0086,TG,2026,A Thermogalvanic Cell Microneedle Patch for Integrated Diagnosis and Treatment of UV-Induced Early Skin Cancer,10.1021/acs.analchem.5c08278,material,"thermogalvanic microneedle patch with LFIA, PtPB@PEG@hairpin aptamer nanoparticles, quercetin phase-transition microneedles",thermogalvanic microneedle patch with LFI...,18.542562,2.5204635
TG_0086_mechanism,TG_0086,TG,2026,A Thermogalvanic Cell Microneedle Patch for Integrated Diagnosis and Treatment of UV-Induced Early Skin Cancer,10.1021/acs.analchem.5c08278,mechanism,"photothermal-thermoelectric coupling powers transdermal 8-OH-dG extraction; aptamer/nanozyme and SERS enable detection, NIR photothermal release enables therapy",photothermal-thermoelectric coupling powe...,18.668129,2.9980445
TG_0087_material,TG_0087,TG,2023,Experimental and simulated thermal resistance of thermogalvanic cells with triply periodic minimal surface structures,10.1016/j.ijthermalsci.2023.108430,material,"thermogalvanic cells with Split P, Schwarz P, Gyroid, and IWP triply periodic minimal surface structures","thermogalvanic cells with Split P,...",16.205029,2.8662992
TG_0087_mechanism,TG_0087,TG,2023,Experimental and simulated thermal resistance of thermogalvanic cells with triply periodic minimal surface structures,10.1016/j.ijthermalsci.2023.108430,mechanism,"TPMS geometries alter thermal resistance and natural convection, controlling temperature difference across thermogalvanic cells",TPMS geometries alter thermal resistance...,16.40261,-1.661355
TG_0088_material,TG_0088,TG,2023,Rational Material Selection for Li-Ion-Based Thermogalvanic Harvesting Devices,10.1021/acs.chemmater.3c01129,material,"thin-film Li-ion TREC electrode materials LiMn2O4, Li4Ti5O12, LiFePO4, anatase TiO2, Cl-doped amorphous TiO2",thin-film Li-ion TREC electrode materials...,15.785247,3.2354887
TG_0088_mechanism,TG_0088,TG,2023,Rational Material Selection for Li-Ion-Based Thermogalvanic Harvesting Devices,10.1021/acs.chemmater.3c01129,mechanism,"thermogalvanic characterization links electrode thermogalvanic coefficient, lithiation-state dependence, and kinetics to TREC material selection",thermogalvanic characterization links ele...,15.431829,0.7122894
TG_0089_material,TG_0089,TG,2018,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,10.1038/s41467-018-07625-9,material,aqueous ferri/ferrocyanide electrolyte with guanidinium and urea additives,aqueous ferri/ferrocyanide electrolyte wi...,18.751383,0.07693671
TG_0089_mechanism,TG_0089,TG,2018,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,10.1038/s41467-018-07625-9,mechanism,guanidinium chaotropic cations and urea amide derivatives synergistically enlarge redox entropy difference and boost Seebeck coefficient,guanidinium chaotropic cations and urea...,14.692162,-1.5717545
TG_0090_material,TG_0090,TG,2024,Tracking Decomposition Layer Formation in Thin-Film Si Electrodes via Thermogalvanic Profiles,10.1002/smtd.202300857,material,thin-film Si Li-ion electrodes with LiPON coating,thin-film Si Li-ion electrodes with...,15.874525,3.3194144
TG_0090_mechanism,TG_0090,TG,2024,Tracking Decomposition Layer Formation in Thin-Film Si Electrodes via Thermogalvanic Profiles,10.1002/smtd.202300857,mechanism,"thermogalvanic profiles reveal formation, passivation, and later degradation of electrolyte decomposition layers on Si electrodes",thermogalvanic profiles reveal formation...,16.420086,1.4648038
TG_0091_material,TG_0091,TG,2022,Direct measurement of the genuine efficiency of thermogalvanic heat-to-electricity conversion in thermocells,10.1039/d1sc06340e,material,thermocells with gelled/partially gelled electrolytes and heat-flux sensor measurement,thermocells with gelled/partially gelled...,16.675413,1.3309369
TG_0091_mechanism,TG_0091,TG,2022,Direct measurement of the genuine efficiency of thermogalvanic heat-to-electricity conversion in thermocells,10.1039/d1sc06340e,mechanism,direct heat-flux measurement separates electrical output from actual heat flow; gelation suppresses convection/radiation losses and improves true efficiency,direct heat-flux measurement separates el...,16.1803,-1.0664304
TG_0092_material,TG_0092,TG,2019,P-N conversion in thermogalvanic cells induced by thermo-sensitive nanogels for body heat harvesting,10.1016/j.nanoen.2018.12.073,material,I-/I3- thermogalvanic cell with PNIPAM thermosensitive nanogels,I-/I3- thermogalvanic cell with PNIPAM...,17.963528,2.153493
TG_0092_mechanism,TG_0092,TG,2019,P-N conversion in thermogalvanic cells induced by thermo-sensitive nanogels for body heat harvesting,10.1016/j.nanoen.2018.12.073,mechanism,"PNIPAM nanogels selectively capture I3- at hot side and release at cold side, creating free-I3- concentration gradient and p-n Seebeck inversion",PNIPAM nanogels selectively capture I3-...,14.992508,-0.5287735
TG_0093_material,TG_0093,TG,2020,"A fundamental study of the thermoelectrochemistry of ferricyanide/ferrocyanide: cation, concentration, ratio, and heterogeneous and homogeneous electrocatalysis effects in thermogalvanic cells",10.1039/d0se00440e,material,K3[Fe(CN)6]/K4[Fe(CN)6] thermocells with alkali chloride/sulfate homogeneous electrocatalysts and Pt/graphite electrodes,K3[Fe(CN)6]/K4[Fe(CN)6] thermocells with...,18.74228,4.5286236
TG_0093_mechanism,TG_0093,TG,2020,"A fundamental study of the thermoelectrochemistry of ferricyanide/ferrocyanide: cation, concentration, ratio, and heterogeneous and homogeneous electrocatalysis effects in thermogalvanic cells",10.1039/d0se00440e,mechanism,redox ratio/concentration follow Nernst and Butler-Volmer behavior; CsCl alters solvation and electrocatalyzes electron transfer to raise power,redox ratio/concentration follow Nernst a...,15.618241,-1.680611
TG_0094_material,TG_0094,TG,2021,Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting,10.1021/acsaem.1c02060,material,superabsorbent polymer hydrogel matrices hosting [Fe(CN)6]3-/4- and Fe2+/3+ redox ions,superabsorbent polymer hydrogel matrices...,18.678375,3.4707692
TG_0094_mechanism,TG_0094,TG,2021,Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting,10.1021/acsaem.1c02060,mechanism,"highly charged monolithic hydrogels host concentrated redox ions, reducing leakage and supporting both thermogalvanic conversion and thermocapacitive storage",highly charged monolithic hydrogels host...,16.813435,0.056779448
TG_0095_material,TG_0095,TG,2022,Quasi-solid n-type thermogalvanic thermocells with enhanced ionic conductivity for continuous low-grade heat harvesting,10.1063/5.0120728,material,n-type quasi-solid thermocells with hierarchically anisotropic networks from directional freeze-thawing,n-type quasi-solid thermocells with hiera...,16.988985,4.221889
TG_0095_mechanism,TG_0095,TG,2022,Quasi-solid n-type thermogalvanic thermocells with enhanced ionic conductivity for continuous low-grade heat harvesting,10.1063/5.0120728,mechanism,"aligned crystalline network decouples n-type thermopower and ionic conductivity, improving power while maintaining mechanical stability",aligned crystalline network decouples n-t...,16.941767,-0.064426765
TG_0096_material,TG_0096,TG,2021,Developing iron-based anionic redox couples for thermogalvanic cells: towards the replacement of the ferricyanide/ferrocyanide redox couple,10.1039/d1gc02989d,material,iron chloride complexes with anionic polycarboxylate/polyaminocarboxylate ligands including NTA and DTPA/DEPTA,iron chloride complexes with anionic...,18.169271,1.9048551
TG_0096_mechanism,TG_0096,TG,2021,Developing iron-based anionic redox couples for thermogalvanic cells: towards the replacement of the ferricyanide/ferrocyanide redox couple,10.1039/d1gc02989d,mechanism,safer iron-ligand anionic redox couples tune thermodynamics and kinetics to replace ferri/ferrocyanide in thermogalvanic cells,safer iron-ligand anionic redox couples...,18.204706,-0.42052227
TG_0097_material,TG_0097,TG,2021,Thermogalvanic cells demonstrate inherent physiochemical limitations in redox-active electrolytes at water-in-salt concentrations,10.1016/j.xcrp.2021.100510,material,concentrated aqueous ferricyanide/ferrocyanide water-in-salt electrolytes with Na+/K+ counterions,concentrated aqueous ferricyanide/ferrocy...,18.94924,0.35853854
TG_0097_mechanism,TG_0097,TG,2021,Thermogalvanic cells demonstrate inherent physiochemical limitations in redox-active electrolytes at water-in-salt concentrations,10.1016/j.xcrp.2021.100510,mechanism,Na+/K+ synergy increases redox concentration but water-in-salt physicochemical limits impede proportional power gains,Na+/K+ synergy increases redox concentrat...,15.236964,2.748942
TG_0098_material,TG_0098,TG,2022,Stimulating green energy potential in Sub-Saharan Africa: An analysis of copper-copper sulphate thermogalvanic cell architecture,10.1016/j.tsep.2022.101448,material,Cu/CuSO4 thermogalvanic cells with H2SO4 background electrolyte,Cu/CuSO4 thermogalvanic cells with H2SO4...,17.146997,3.6593814
TG_0098_mechanism,TG_0098,TG,2022,Stimulating green energy potential in Sub-Saharan Africa: An analysis of copper-copper sulphate thermogalvanic cell architecture,10.1016/j.tsep.2022.101448,mechanism,Cu/Cu2+ thermogalvanic redox under solar-attic temperature gradients converts low-grade heat to charge a battery,Cu/Cu2+ thermogalvanic redox under solar...,14.68936,0.9516463
TG_0099_material,TG_0099,TG,2022,Development of a Method for Thermogalvanic Characterization of Li-Ion Electrodes: A Case Study in Thin-Film Anatase TiO2,10.1021/acs.chemmater.2c00904,material,thin-film anatase TiO2 Li-ion thermogalvanic electrode cell,thin-film anatase TiO2 Li-ion thermogalva...,15.819763,3.3067024
TG_0099_mechanism,TG_0099,TG,2022,Development of a Method for Thermogalvanic Characterization of Li-Ion Electrodes: A Case Study in Thin-Film Anatase TiO2,10.1021/acs.chemmater.2c00904,mechanism,iterative lithiation-state-controlled thermogalvanic profiling measures temperature-dependent equilibrium potential and nanoscale phase behavior for TREC design,iterative lithiation-state-controlled the...,14.445907,0.094744116
TG_0100_material,TG_0100,TG,2021,Thermogalvanic energy harvesting from forced convection cooling of 100-200 °C surfaces generating high power density,10.1039/d1se01264a,material,gamma-butyrolactone-based high-density thermogalvanic electrolyte in microchannel forced-convection cooling cell,gamma-butyrolactone-based high-density th...,16.062147,-0.8983685
TG_0100_mechanism,TG_0100,TG,2021,Thermogalvanic energy harvesting from forced convection cooling of 100-200 °C surfaces generating high power density,10.1039/d1se01264a,mechanism,"microchannel flow forms thin thermal boundary layer on hot surface, maintaining large interelectrode temperature difference for redox thermogalvanic power during cooling",microchannel flow forms thin thermal...,15.613773,-0.88802725
TG_0101_material,TG_0101,TG,2018,Hybrid Photothermal Pyroelectric and Thermogalvanic Generator for Multisituation Low Grade Heat Harvesting,10.1002/aenm.201802397,material,carbon nanotube/cellulose nanocrystal photothermal nanocomposite with sponge-confined electrolyte hybrid pyroelectric/thermogalvanic generator,carbon nanotube/cellulose nanocrystal pho...,16.359566,2.9653003
TG_0101_mechanism,TG_0101,TG,2018,Hybrid Photothermal Pyroelectric and Thermogalvanic Generator for Multisituation Low Grade Heat Harvesting,10.1002/aenm.201802397,mechanism,CNT/CNC photothermal/electrical conductivity and sponge heat localization enable simultaneous thermogalvanic and pyroelectric conversion across day/night conditions,CNT/CNC photothermal/electrical conductiv...,17.110132,-0.22433193
TG_0102_material,TG_0102,TG,2020,Thermogalvanic cells: A side-by-side comparison of measurement methods,10.1016/j.jelechem.2020.114280,material,"thermogalvanic cells/electrolytes measured by load, current, potential, chronoamperometry, and LSV methods",thermogalvanic cells/electrolytes measure...,16.247978,1.0412685
TG_0102_mechanism,TG_0102,TG,2020,Thermogalvanic cells: A side-by-side comparison of measurement methods,10.1016/j.jelechem.2020.114280,mechanism,"measurement protocol, timescale, and electrode configuration strongly affect apparent current and power; normalized power by temperature difference is unreliable","measurement protocol, timescale, and elec...",15.549931,-1.0451747
TG_0103_material,TG_0103,TG,2018,The thermoelectrochemistry of the aqueous iron(ii)/iron(iii) redox couple: significance of the anion and pH in thermogalvanic thermal-to-electrical energy conversion,10.1039/c8se00416a,material,"aqueous Fe(ii)/Fe(iii) salts: ammonium iron sulfate, iron sulfate, iron triflate, iron nitrate",aqueous Fe(ii)/Fe(iii) salts: ammonium ir...,19.394144,1.107153
TG_0103_mechanism,TG_0103,TG,2018,The thermoelectrochemistry of the aqueous iron(ii)/iron(iii) redox couple: significance of the anion and pH in thermogalvanic thermal-to-electrical energy conversion,10.1039/c8se00416a,mechanism,"anion identity and pH control Fe(ii/iii) speciation/equilibria, changing Seebeck coefficient, current, and power output",anion identity and pH control...,14.892206,-1.0690134
TG_0104_material,TG_0104,TG,2020,Using iron sulphate to form both n-type and p-typepseudo-thermoelectrics: non-hazardous and 'second life' thermogalvanic cells,10.1039/d0gc01878c,material,aqueous iron(ii/iii) sulfate with sodium sulfate or sodium hydrogen sulfate,aqueous iron(ii/iii) sulfate with sodium...,19.418758,1.1550466
TG_0104_mechanism,TG_0104,TG,2020,Using iron sulphate to form both n-type and p-typepseudo-thermoelectrics: non-hazardous and 'second life' thermogalvanic cells,10.1039/d0gc01878c,mechanism,sulfate/bisulfate speciation forms n-type [Fe(SO4)2]-/2- or p-type [FeSO4]0/+ and [Fe(HSO4)]+/2+ thermocells safely,sulfate/bisulfate speciation forms n-type...,18.915974,1.3681345
TG_0105_material,TG_0105,TG,2019,All-Day Thermogalvanic Cells for Environmental Thermal Energy Harvesting,10.34133/2019/2460953,material,"PPy broadband absorber/radiator, thermogalvanic cell, and Cu foam/PEG1000 thermal storage material","PPy broadband absorber/radiator, thermoga...",16.32306,1.3570261
TG_0105_mechanism,TG_0105,TG,2019,All-Day Thermogalvanic Cells for Environmental Thermal Energy Harvesting,10.34133/2019/2460953,mechanism,"integrated heating, radiative cooling, and thermal storage maintain day/night temperature differences for continuous thermogalvanic output","integrated heating, radiative cooling, an...",15.671241,-0.794026
TG_0106_material,TG_0106,TG,2019,Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells,10.1016/j.elecom.2019.03.007,material,gelled ferri/ferrocyanide thermogalvanic cells with gold nanoparticles at gel/electrode interface or throughout gel,gelled ferri/ferrocyanide thermogalvanic...,18.36962,-0.35286534
TG_0106_mechanism,TG_0106,TG,2019,Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells,10.1016/j.elecom.2019.03.007,mechanism,Au nanoparticles lower electron-transfer resistance initially but dissolve to passivating Prussian-blue analogues under ferri/ferrocyanide thermogalvanic conditions,Au nanoparticles lower electron-transfer...,18.246738,-0.561898
TG_0107_material,TG_0107,TG,2020,Electrochemical Impedance Analysis of Thermogalvanic Cells,10.1007/s40242-020-0126-y,material,thermogalvanic cells with three electrode materials analyzed by electrochemical impedance,thermogalvanic cells with three electrode...,14.943575,2.6025288
TG_0107_mechanism,TG_0107,TG,2020,Electrochemical Impedance Analysis of Thermogalvanic Cells,10.1007/s40242-020-0126-y,mechanism,impedance model extracts kinetic rate constants and ion diffusion coefficients to diagnose electron-transfer and mass-transport limits,impedance model extracts kinetic rate...,15.855155,-1.529217
TG_0108_material,TG_0108,TG,2019,Powerful Thermogalvanic Cells Based on a Reversible Hydrogen Electrode and Gas-Containing Electrolytes,10.1021/acsenergylett.9b00944,material,H2/H+ reversible hydrogen thermogalvanic cell with gas-containing electrolyte and 3D-printed H2/electrolyte microchannels,H2/H+ reversible hydrogen thermogalvanic...,17.294052,3.3865287
TG_0108_mechanism,TG_0108,TG,2019,Powerful Thermogalvanic Cells Based on a Reversible Hydrogen Electrode and Gas-Containing Electrolytes,10.1021/acsenergylett.9b00944,mechanism,internal gas/liquid transport and water-vapor entropy reduce heat convection and accelerate H2/H+ redox conversion,internal gas/liquid transport and water-v...,16.332727,-1.4648377
TG_0109_material,TG_0109,TG,2020,Sensitive and fast measurement of surface temperature with a thermogalvanic cell,10.1063/5.0002003,material,Au sheet in alkaline ferri-/ferrocyanide solution thermogalvanic temperature sensor,Au sheet in alkaline ferri-/ferrocyanide...,18.003828,-0.37438294
TG_0109_mechanism,TG_0109,TG,2020,Sensitive and fast measurement of surface temperature with a thermogalvanic cell,10.1063/5.0002003,mechanism,large Peltier coefficient at electrode-electrolyte junction enables microkelvin surface-temperature sensing limited by electrochemical thermal noise,large Peltier coefficient at electrode-el...,15.309371,0.80742747
TG_0110_material,TG_0110,TG,2020,Thermogalvanic and local field effects in SiO2 structure,10.1007/s13204-020-01447-2,material,samarium(III) chloride inserted into mesoporous SiO2 hybrid structure,samarium(III) chloride inserted into meso...,15.785013,2.4375243
TG_0110_mechanism,TG_0110,TG,2020,Thermogalvanic and local field effects in SiO2 structure,10.1007/s13204-020-01447-2,mechanism,"thermostimulated depolarization shows thermogalvanic effect linked to dielectric permittivity, illumination, and magnetic-field-dependent local fields",thermostimulated depolarization shows the...,15.222518,0.4258019
TG_0111_material,TG_0111,TG,2018,Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,10.1016/j.electacta.2018.05.164,material,potassium ferrocyanide/ferricyanide gel electrolyte film with carbon cloth electrodes thermally chargeable supercapacitor,potassium ferrocyanide/ferricyanide gel e...,19.158398,0.24335666
TG_0111_mechanism,TG_0111,TG,2018,Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,10.1016/j.electacta.2018.05.164,mechanism,ferri/ferrocyanide thermogalvanic Seebeck effect thermally charges redox pseudocapacitance for simultaneous energy conversion and storage,ferri/ferrocyanide thermogalvanic Seebeck...,17.687551,-0.20399375
TG_0112_material,TG_0112,TG,2017,"Poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) electrodes in thermogalvanic cells",10.1039/c7ta04891b,material,PEDOT-Tos conducting polymer electrodes with ferro/ferricyanide redox electrolyte,PEDOT-Tos conducting polymer electrodes w...,19.159397,0.5592468
TG_0112_mechanism,TG_0112,TG,2017,"Poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) electrodes in thermogalvanic cells",10.1039/c7ta04891b,mechanism,increased PEDOT-Tos thickness/multilayers improve electrode kinetics and approach platinum-like thermogalvanic power output,increased PEDOT-Tos thickness/multilayers...,15.42298,-1.5537636
TG_0113_material,TG_0113,TG,2017,A solid state thermogalvanic cell harvesting low-grade thermal energy,10.1016/j.ijhydene.2017.08.111,material,proton-exchange-membrane hydrogen thermogalvanic cell with H2 in anode/cathode chambers,proton-exchange-membrane hydrogen thermog...,18.09177,3.3696697
TG_0113_mechanism,TG_0113,TG,2017,A solid state thermogalvanic cell harvesting low-grade thermal energy,10.1016/j.ijhydene.2017.08.111,mechanism,"temperature gradient consumes H2 at cold side and regenerates it at hot side, circulating hydrogen for solid-state thermogalvanic conversion",temperature gradient consumes H2 at...,15.0805855,-0.42225477
TG_0114_material,TG_0114,TG,2018,Multi-cell thermogalvanic systems for harvesting energy from cyclic temperature changes,10.1016/j.jpowsour.2018.07.080,material,LiCoO2/Li battery stacks in dual-temperature and single-temperature thermogalvanic systems,LiCoO2/Li battery stacks in dual-temperat...,14.479403,0.47785085
TG_0114_mechanism,TG_0114,TG,2018,Multi-cell thermogalvanic systems for harvesting energy from cyclic temperature changes,10.1016/j.jpowsour.2018.07.080,mechanism,cyclic temperature changes charge/discharge lithium electrochemical stacks through temperature-dependent equilibrium potentials,cyclic temperature changes charge/dischar...,14.500129,0.17719822
TG_0115_material,TG_0115,TG,2017,A hybrid of thermogalvanic and concentration galvanic cells as an effective device for converting low-potential heat energy into electricity,10.1016/j.ijheatmasstransfer.2017.01.069,material,"hybrid thermogalvanic/concentration galvanic cell with NaOH solutions, Ag/Ag2O or Fe/Fe(OH)2 electrodes, water-vapor chamber",hybrid thermogalvanic/concentration galva...,15.868032,2.6358662
TG_0115_mechanism,TG_0115,TG,2017,A hybrid of thermogalvanic and concentration galvanic cells as an effective device for converting low-potential heat energy into electricity,10.1016/j.ijheatmasstransfer.2017.01.069,mechanism,temperature-gradient distillation and NaOH hydrate solubility sustain concentration differences that add galvanic voltage to thermogalvanic conversion,temperature-gradient distillation and NaO...,15.550404,-0.24840476
TG_0116_material,TG_0116,TG,2016,Flexible organic photo-thermogalvanic cell for low power applications,10.1007/s10854-015-4043-7,material,flexible carbon/orange dye aqueous organic semiconductor/carbon thermogalvanic cell,flexible carbon/orange dye aqueous organi...,16.893427,3.4925635
TG_0116_mechanism,TG_0116,TG,2016,Flexible organic photo-thermogalvanic cell for low power applications,10.1007/s10854-015-4043-7,mechanism,organic orange dye redox/semiconductor solution under heat or illumination temperature gradients produces negative thermogalvanic voltage,organic orange dye redox/semiconductor so...,15.339065,-0.08857495
TG_0117_material,TG_0117,TG,2016,Thermogalvanic Currents in Steel Reinforced Concrete,10.1016/j.electacta.2015.11.138,material,steel-reinforced concrete and carbon steel/stainless steel couples in NaOH or chloride Ca(OH)2 solutions,steel-reinforced concrete and carbon stee...,13.748878,1.8760359
TG_0117_mechanism,TG_0117,TG,2016,Thermogalvanic Currents in Steel Reinforced Concrete,10.1016/j.electacta.2015.11.138,mechanism,temperature gradients reverse anodic/cathodic behavior near a 30 C critical point and drive thermogalvanic corrosion currents,temperature gradients reverse anodic/cath...,13.669171,0.47833684
TG_0118_material,TG_0118,TG,2015,Combining thermogalvanic corrosion and thermogalvanic redox couples for improved electrochemical waste heat harvesting,10.1016/j.elecom.2015.06.007,material,ferri/ferrocyanide and iodide/triiodide redox couples at platinum and stainless-steel electrodes,ferri/ferrocyanide and iodide/triiodide r...,14.067094,2.0791328
TG_0118_mechanism,TG_0118,TG,2015,Combining thermogalvanic corrosion and thermogalvanic redox couples for improved electrochemical waste heat harvesting,10.1016/j.elecom.2015.06.007,mechanism,iodide/triiodide thermogalvanic redox combines with iodine-induced stainless-steel thermogalvanic corrosion to greatly increase apparent Seebeck coefficient,iodide/triiodide thermogalvanic redox com...,14.045595,2.0331197
TG_0119_material,TG_0119,TG,2016,High-Performance Thermogalvanic Cell Based on Organic Nanofluids,10.3866/PKU.WHXB201606281,material,CNT with glycerol/glycerin aqueous NaCl nanofluid and nanoporous carbon NaCl/glycerol mixtures,CNT with glycerol/glycerin aqueous NaCl...,18.085752,3.066176
TG_0119_mechanism,TG_0119,TG,2016,High-Performance Thermogalvanic Cell Based on Organic Nanofluids,10.3866/PKU.WHXB201606281,mechanism,temperature-dependent ion/molecule distribution and electric potential in confined nanofluid produce enhanced thermoelectric conversion,temperature-dependent ion/molecule distri...,14.588515,-0.013673247
TG_0120_material,TG_0120,TG,2014,The amplifying effect of natural convection on power generation of thermogalvanic cells,10.1016/j.ijheatmasstransfer.2014.07.007,material,Cu/CuSO4 aqueous thermogalvanic cell with H2SO4 background electrolyte,Cu/CuSO4 aqueous thermogalvanic cell with...,17.222103,3.7797701
TG_0120_mechanism,TG_0120,TG,2014,The amplifying effect of natural convection on power generation of thermogalvanic cells,10.1016/j.ijheatmasstransfer.2014.07.007,mechanism,natural convection governed by orientation and electrode spacing enhances Cu/Cu2+ mass transfer and power generation,natural convection governed by orientatio...,16.130898,-1.5621376
