paper_id,source_membership,year,title,doi,node_id,node_label,node_role,node_subtype,source_concept_type,provenance,evidence_text,evidence_status,confidence,observed_in_source,document_frequency,historical_graph_eligible,recommendation_target_eligible
P0428,iTE,2025,Impact of halide anions on ionic transport and thermoelectric properties of polyvinyl alcohol-based eutectogel,10.1016/j.mtener.2025.102105,TC_dd4634fe263f,Seebeck coefficient/thermopower,outcome_property,claim_outcome_concept,claim_outcome_concept,claim_outcome_concept,"Unlike most previous studies that exclusively employed choline chloride (ChCl) as the hydrogen bond acceptor (HBA), this work systematically investigates three different HBAs, namely choline chloride (ChCl), choline bromide (ChBr), and choline iodide (ChI), whose anions possess distinct chaotropic properties. || Of the three, the Br- -based ETG achieves the highest ionic conductivity (63.33 mS cm- 1), thermopower (5.70 mV K- 1), and ionic figure of merit (0.14), owing to its optimal balance of moderate halide-polymer interactions, low viscosity, and small ionic radius.",C_adjacent_enabling_evidence,10.0,True,822,True,False
P0428,iTE,2025,Impact of halide anions on ionic transport and thermoelectric properties of polyvinyl alcohol-based eutectogel,10.1016/j.mtener.2025.102105,TC_e8a62e45a2c3,chaotropic polymer-water disruption,mechanism,claim_mechanism_concept,claim_mechanism_concept,claim_mechanism_concept,"Unlike most previous studies that exclusively employed choline chloride (ChCl) as the hydrogen bond acceptor (HBA), this work systematically investigates three different HBAs, namely choline chloride (ChCl), choline bromide (ChBr), and choline iodide (ChI), whose anions possess distinct chaotropic properties. || Of the three, the Br- -based ETG achieves the highest ionic conductivity (63.33 mS cm- 1), thermopower (5.70 mV K- 1), and ionic figure of merit (0.14), owing to its optimal balance of moderate halide-polymer interactions, low viscosity, and small ionic radius.",C_adjacent_enabling_evidence,10.0,True,19,True,True
P0428,iTE,2025,Impact of halide anions on ionic transport and thermoelectric properties of polyvinyl alcohol-based eutectogel,10.1016/j.mtener.2025.102105,TC_f104995fe14f,anti-freezing organohydrogel design,structure_state,soft-material mechanism,gel_microstructure,audited_paper_concept_map,"PVA/glycerol deep eutectic solvent eutectogels using ChCl, ChBr, or ChI | halide anion chaotropicity, DES viscosity, ion-polymer binding energy, and ion-size steric effects regulate ionic transport and thermopower",domain_curated_rule,0.97,True,78,True,True
P0429,iTE,2026,GGBF slag-based geopolymer for ionic thermoelectric energy harvesting,10.1016/j.dibe.2026.100890,TC_9f58ed907e7b,electrical conductivity,outcome_property,transport property,property_metric,audited_paper_concept_map,electrical conductivity,controlled_rule,0.94,True,320,True,False
P0429,iTE,2026,GGBF slag-based geopolymer for ionic thermoelectric energy harvesting,10.1016/j.dibe.2026.100890,TC_cf760330a95c,X-ray diffraction,evidence_method,structure characterization,characterization_method,audited_paper_concept_map,X-ray diffraction,controlled_rule,0.94,True,150,True,False
P0429,iTE,2026,GGBF slag-based geopolymer for ionic thermoelectric energy harvesting,10.1016/j.dibe.2026.100890,TC_dd4634fe263f,Seebeck coefficient/thermopower,outcome_property,thermoelectric metric,property_metric,audited_paper_concept_map,Seebeck coefficient,controlled_rule,0.94,True,822,True,False
P0429,iTE,2026,GGBF slag-based geopolymer for ionic thermoelectric energy harvesting,10.1016/j.dibe.2026.100890,TC_fababc7795c1,seebeck coefficient,outcome_property,property/metric,property_metric,audited_paper_concept_map,seebeck coefficient,cleaned_open_concept,0.78,True,593,True,False
P0430,iTE,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,TC_0f9939af2759,n-type thermopower,outcome_property,property/metric,property_metric,audited_paper_concept_map,n-type thermopower,cleaned_open_concept,0.78,True,15,True,False
P0430,iTE,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,TC_16f719d4071d,photothermal thermogalvanic integration,device_context,device function,device_function,audited_paper_concept_map,"PSSH/MXene solid-state n-type ionic thermoelectric film | MXene regulates water state in hydrated PSSH, promoting proton dissociation and cold-to-hot water/hydronium flow to yield n-type thermopower",domain_curated_rule,0.97,True,310,True,False
P0430,iTE,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,TC_23334b19ab09,MXene-reinforced thermogalvanic gel,material_system,material/system,material_system,audited_paper_concept_map,"PSSH/MXene solid-state n-type ionic thermoelectric film | MXene regulates water state in hydrated PSSH, promoting proton dissociation and cold-to-hot water/hydronium flow to yield n-type thermopower",domain_curated_rule,0.97,True,14,True,True
P0430,iTE,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,TC_3be3c4b11586,ionic conductivity,outcome_property,transport property,property_metric,audited_paper_concept_map,ionic conductivity,controlled_rule,0.94,True,194,True,False
P0430,iTE,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,TC_5042027d8df0,high ionic conductivity,outcome_property,property/metric,property_metric,audited_paper_concept_map,high ionic conductivity,cleaned_open_concept,0.78,True,50,True,False
P0430,iTE,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,TC_5672376ea981,high ionic thermopower,outcome_property,property/metric,property_metric,audited_paper_concept_map,high ionic thermopower,cleaned_open_concept,0.78,True,11,True,False
P0430,iTE,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,TC_575b8475e747,ionic thermodiffusion (Soret effect),mechanism,thermodiffusion,transport_mechanism,audited_paper_concept_map,thermophoretic,controlled_rule,0.94,True,153,True,True
P0430,iTE,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,TC_627ec3e82d39,MXene,material_system,two-dimensional material,material_entity,audited_paper_concept_map,MXene,controlled_rule,0.94,True,14,True,True
P0430,iTE,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,TC_6ad019f01271,water-state regulated MXene hydrogel,structure_state,soft-material mechanism,gel_microstructure,audited_paper_concept_map,"PSSH/MXene solid-state n-type ionic thermoelectric film | MXene regulates water state in hydrated PSSH, promoting proton dissociation and cold-to-hot water/hydronium flow to yield n-type thermopower",domain_curated_rule,0.97,True,2,True,True
P0430,iTE,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,TC_76960d9c4db3,ionic thermopower,outcome_property,property/metric,property_metric,audited_paper_concept_map,ionic thermopower,cleaned_open_concept,0.78,True,51,True,False
P0430,iTE,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,TC_94ded4355708,power factor,outcome_property,thermoelectric metric,property_metric,audited_paper_concept_map,power factor,controlled_rule,0.94,True,270,True,False
P0430,iTE,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,TC_a1b3b82d80d4,p/n thermogalvanic series design,device_context,device function,device_function,audited_paper_concept_map,"PSSH/MXene solid-state n-type ionic thermoelectric film | MXene regulates water state in hydrated PSSH, promoting proton dissociation and cold-to-hot water/hydronium flow to yield n-type thermopower",domain_curated_rule,0.97,True,273,True,False
P0430,iTE,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,TC_a29d0439c990,polymer-water interaction,structure_state,polymer-solvent interaction,gel_microstructure,audited_paper_concept_map,water state,controlled_rule,0.94,True,2,True,True
P0430,iTE,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,TC_be57b88ac710,moisture-gradient ion transport,mechanism,transport mechanism,transport_mechanism,audited_paper_concept_map,"PSSH/MXene solid-state n-type ionic thermoelectric film | MXene regulates water state in hydrated PSSH, promoting proton dissociation and cold-to-hot water/hydronium flow to yield n-type thermopower",domain_curated_rule,0.97,True,94,True,True
P0430,iTE,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,TC_dd4634fe263f,Seebeck coefficient/thermopower,outcome_property,thermoelectric metric,property_metric,audited_paper_concept_map,thermopower,controlled_rule,0.94,True,822,True,False
P0430,iTE,2026,Solid-State N-Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,10.1002/adma.202517406,TC_f36b0ea02be0,large thermopower,outcome_property,property/metric,property_metric,audited_paper_concept_map,large thermopower,cleaned_open_concept,0.78,True,11,True,False
P0431,iTE,2026,Low-power biomimetic ionic thermoelectric device for multi-gas olfaction,10.1093/nsr/nwag320,TC_29e6f835676f,thermal conductivity,outcome_property,transport property,property_metric,audited_paper_concept_map,thermal conductivity,controlled_rule,0.94,True,421,True,False
P0431,iTE,2026,Low-power biomimetic ionic thermoelectric device for multi-gas olfaction,10.1093/nsr/nwag320,TC_6744f4231280,low thermopower,outcome_property,property/metric,property_metric,audited_paper_concept_map,low thermopower,cleaned_open_concept,0.78,True,7,True,False
P0431,iTE,2026,Low-power biomimetic ionic thermoelectric device for multi-gas olfaction,10.1093/nsr/nwag320,TC_dd4634fe263f,Seebeck coefficient/thermopower,outcome_property,thermoelectric metric,property_metric,audited_paper_concept_map,thermopower,controlled_rule,0.94,True,822,True,False
P0432,iTE,2026,Dynamic Hydrogen-Bond Networks Enable Long-Lived Ionic Thermoelectric Materials With High Power Density,10.1002/adfm.75601,TC_1a94683b188e,operational stability,outcome_property,property/metric,property_metric,audited_paper_concept_map,operational stability,cleaned_open_concept,0.78,True,8,True,False
P0432,iTE,2026,Dynamic Hydrogen-Bond Networks Enable Long-Lived Ionic Thermoelectric Materials With High Power Density,10.1002/adfm.75601,TC_525f6618560b,porous carbon,material_system,electrode material,material_entity,audited_paper_concept_map,porous carbon,controlled_rule,0.94,True,5,True,True
P0432,iTE,2026,Dynamic Hydrogen-Bond Networks Enable Long-Lived Ionic Thermoelectric Materials With High Power Density,10.1002/adfm.75601,TC_a6ad80f6088e,power density,outcome_property,device metric,property_metric,audited_paper_concept_map,power density,controlled_rule,0.94,True,146,True,False
P0432,iTE,2026,Dynamic Hydrogen-Bond Networks Enable Long-Lived Ionic Thermoelectric Materials With High Power Density,10.1002/adfm.75601,TC_b3e2c786a6b7,high thermopower,outcome_property,property/metric,property_metric,audited_paper_concept_map,high thermopower,cleaned_open_concept,0.78,True,70,True,False
P0432,iTE,2026,Dynamic Hydrogen-Bond Networks Enable Long-Lived Ionic Thermoelectric Materials With High Power Density,10.1002/adfm.75601,TC_c0591a33971d,ionic liquid,material_system,electrolyte and solvent,material_system,audited_paper_concept_map,ionic liquid,controlled_rule,0.94,True,253,True,True
P0432,iTE,2026,Dynamic Hydrogen-Bond Networks Enable Long-Lived Ionic Thermoelectric Materials With High Power Density,10.1002/adfm.75601,TC_c56e71f05aa0,thermal charging redox storage,device_context,device function,device_function,audited_paper_concept_map,HOEtMIM:Cl ionic liquid impregnated in porous carbon scaffold | dynamic hydrogen-bond network orders cation migration through carbon channels and traps water to improve stability and power density,domain_curated_rule,0.97,True,103,True,False
P0432,iTE,2026,Dynamic Hydrogen-Bond Networks Enable Long-Lived Ionic Thermoelectric Materials With High Power Density,10.1002/adfm.75601,TC_dd4634fe263f,Seebeck coefficient/thermopower,outcome_property,thermoelectric metric,property_metric,audited_paper_concept_map,thermopower,controlled_rule,0.94,True,822,True,False
P0432,iTE,2026,Dynamic Hydrogen-Bond Networks Enable Long-Lived Ionic Thermoelectric Materials With High Power Density,10.1002/adfm.75601,TC_fb7c1ddc034b,high power density,outcome_property,property/metric,property_metric,audited_paper_concept_map,high power density,cleaned_open_concept,0.78,True,12,True,False
P0433,iTE,2026,Nanofluidic ionic thermoelectric energy conversion through the thermal management of electronic devices using composite phase-change material,10.1088/1361-6463/ae5c15,TC_45d7184bddc3,output power density,outcome_property,property/metric,property_metric,audited_paper_concept_map,output power density,cleaned_open_concept,0.78,True,42,True,False
P0433,iTE,2026,Nanofluidic ionic thermoelectric energy conversion through the thermal management of electronic devices using composite phase-change material,10.1088/1361-6463/ae5c15,TC_525335db36fb,nanochannel-confined ion transport,mechanism,ionic transport,transport_mechanism,audited_paper_concept_map,ionic thermoelectric module integrated with composite phase-change material and alkaline electrolyte | phase-change material buffers device temperature fluctuations; pH-enhanced electrolyte conditions improve ionic thermoelectric power density,domain_curated_rule,0.97,True,27,True,True
P0433,iTE,2026,Nanofluidic ionic thermoelectric energy conversion through the thermal management of electronic devices using composite phase-change material,10.1088/1361-6463/ae5c15,TC_7cd71e740c61,thermal-gradient heat-transfer control,mechanism,thermal management,device_mechanism,audited_paper_concept_map,thermal management,controlled_rule,0.94,True,45,True,True
P0433,iTE,2026,Nanofluidic ionic thermoelectric energy conversion through the thermal management of electronic devices using composite phase-change material,10.1088/1361-6463/ae5c15,TC_a2d89f87d6bd,maximum output power density,outcome_property,property/metric,property_metric,audited_paper_concept_map,maximum output power density,cleaned_open_concept,0.78,True,9,True,False
P0433,iTE,2026,Nanofluidic ionic thermoelectric energy conversion through the thermal management of electronic devices using composite phase-change material,10.1088/1361-6463/ae5c15,TC_a6ad80f6088e,power density,outcome_property,device metric,property_metric,audited_paper_concept_map,power density,controlled_rule,0.94,True,146,True,False
P0433,iTE,2026,Nanofluidic ionic thermoelectric energy conversion through the thermal management of electronic devices using composite phase-change material,10.1088/1361-6463/ae5c15,TC_d0a37a92a174,phase transition,mechanism,phase/species transition,phase_or_species_transition,audited_paper_concept_map,ionic thermoelectric module integrated with composite phase-change material and alkaline electrolyte | phase-change material buffers device temperature fluctuations; pH-enhanced electrolyte conditions improve ionic thermoelectric power density,domain_curated_rule,0.97,True,107,True,True
P0434,iTE,2026,Cationic Comonomer Induced n-Type PNIPAAM-Based Ionic Thermoelectric Hydrogels with Enhanced Thermopower,10.1021/acs.iecr.5c05062,TC_2e0bab4f91c8,[Fe(CN)6]3-/4-,material_system,chemical formula,material_entity,audited_paper_concept_map,[Fe(CN)6]3-/4-,chemical_formula_parser,0.9,True,15,True,True
P0434,iTE,2026,Cationic Comonomer Induced n-Type PNIPAAM-Based Ionic Thermoelectric Hydrogels with Enhanced Thermopower,10.1021/acs.iecr.5c05062,TC_4b2db7e72622,gel-confined redox transport,structure_state,soft-material mechanism,gel_microstructure,audited_paper_concept_map,"p(NIPAAm-co-DMC)/[Fe(CN)6]3-/4- n-type ionic thermoelectric hydrogel | above LCST, PNIPAAm copolymer contraction aggregates cationic chains and regulates ferri/ferrocyanide diffusion, reversing redox reaction and Seebeck polarity",domain_curated_rule,0.97,True,94,True,True
P0434,iTE,2026,Cationic Comonomer Induced n-Type PNIPAAM-Based Ionic Thermoelectric Hydrogels with Enhanced Thermopower,10.1021/acs.iecr.5c05062,TC_6d3814acb95f,hydrogel,material_system,soft material platform,material_system,audited_paper_concept_map,hydrogel,controlled_rule,0.94,True,202,True,True
P0434,iTE,2026,Cationic Comonomer Induced n-Type PNIPAAM-Based Ionic Thermoelectric Hydrogels with Enhanced Thermopower,10.1021/acs.iecr.5c05062,TC_a1b3b82d80d4,p/n thermogalvanic series design,device_context,device function,device_function,audited_paper_concept_map,"p(NIPAAm-co-DMC)/[Fe(CN)6]3-/4- n-type ionic thermoelectric hydrogel | above LCST, PNIPAAm copolymer contraction aggregates cationic chains and regulates ferri/ferrocyanide diffusion, reversing redox reaction and Seebeck polarity",domain_curated_rule,0.97,True,273,True,False
P0434,iTE,2026,Cationic Comonomer Induced n-Type PNIPAAM-Based Ionic Thermoelectric Hydrogels with Enhanced Thermopower,10.1021/acs.iecr.5c05062,TC_b3e2c786a6b7,high thermopower,outcome_property,property/metric,property_metric,audited_paper_concept_map,high thermopower,cleaned_open_concept,0.78,True,70,True,False
P0434,iTE,2026,Cationic Comonomer Induced n-Type PNIPAAM-Based Ionic Thermoelectric Hydrogels with Enhanced Thermopower,10.1021/acs.iecr.5c05062,TC_b713a196469a,ferri/ferrocyanide,material_system,redox couple,material_entity,audited_paper_concept_map,[Fe(CN)6]3-/,controlled_rule,0.94,True,56,True,True
P0434,iTE,2026,Cationic Comonomer Induced n-Type PNIPAAM-Based Ionic Thermoelectric Hydrogels with Enhanced Thermopower,10.1021/acs.iecr.5c05062,TC_d51141fbc0ae,ferri/ferrocyanide redox chemistry,mechanism,redox mechanism,redox_chemistry,audited_paper_concept_map,"p(NIPAAm-co-DMC)/[Fe(CN)6]3-/4- n-type ionic thermoelectric hydrogel | above LCST, PNIPAAm copolymer contraction aggregates cationic chains and regulates ferri/ferrocyanide diffusion, reversing redox reaction and Seebeck polarity",domain_curated_rule,0.97,True,105,True,True
P0434,iTE,2026,Cationic Comonomer Induced n-Type PNIPAAM-Based Ionic Thermoelectric Hydrogels with Enhanced Thermopower,10.1021/acs.iecr.5c05062,TC_dd4634fe263f,Seebeck coefficient/thermopower,outcome_property,thermoelectric metric,property_metric,audited_paper_concept_map,thermopower,controlled_rule,0.94,True,822,True,False
P0434,iTE,2026,Cationic Comonomer Induced n-Type PNIPAAM-Based Ionic Thermoelectric Hydrogels with Enhanced Thermopower,10.1021/acs.iecr.5c05062,TC_fababc7795c1,seebeck coefficient,outcome_property,property/metric,property_metric,audited_paper_concept_map,seebeck coefficient,cleaned_open_concept,0.78,True,593,True,False
P0435,iTE,2026,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,TC_07500f5feb43,dynamic crosslinked gel network,structure_state,soft-material mechanism,gel_microstructure,audited_paper_concept_map,kraft lignin or lignosulfonate/PVA hydrogel crosslinked by epichlorohydrin with KOH electrolyte | hydroxyl ions interact with PVA/lignin hydroxyl groups to support thermodiffusion; lignosulfonate sulfonic groups increase ionic conductivity,domain_curated_rule,0.97,True,42,True,True
P0435,iTE,2026,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,TC_3b2692690887,highest seebeck coefficient,outcome_property,property/metric,property_metric,audited_paper_concept_map,highest seebeck coefficient,cleaned_open_concept,0.78,True,10,True,False
P0435,iTE,2026,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,TC_3be3c4b11586,ionic conductivity,outcome_property,transport property,property_metric,audited_paper_concept_map,ionic conductivity,controlled_rule,0.94,True,194,True,False
P0435,iTE,2026,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,TC_3cc3f4ae2196,cation-anion thermodiffusion asymmetry,mechanism,thermodiffusion,transport_mechanism,audited_paper_concept_map,kraft lignin or lignosulfonate/PVA hydrogel crosslinked by epichlorohydrin with KOH electrolyte | hydroxyl ions interact with PVA/lignin hydroxyl groups to support thermodiffusion; lignosulfonate sulfonic groups increase ionic conductivity,domain_curated_rule,0.97,True,48,True,True
P0435,iTE,2026,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,TC_575b8475e747,ionic thermodiffusion (Soret effect),mechanism,thermodiffusion,transport_mechanism,audited_paper_concept_map,kraft lignin or lignosulfonate/PVA hydrogel crosslinked by epichlorohydrin with KOH electrolyte | hydroxyl ions interact with PVA/lignin hydroxyl groups to support thermodiffusion; lignosulfonate sulfonic groups increase ionic conductivity,domain_curated_rule,0.97,True,153,True,True
P0435,iTE,2026,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,TC_6d3814acb95f,hydrogel,material_system,soft material platform,material_system,audited_paper_concept_map,hydrogel,controlled_rule,0.94,True,202,True,True
P0435,iTE,2026,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,TC_902956facbd0,hydrogen bonding,mechanism,intermolecular interaction,solvation_entropy,audited_paper_concept_map,hydrogen bonding,controlled_rule,0.94,True,57,True,True
P0435,iTE,2026,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,soft-material mechanism,gel_microstructure,audited_paper_concept_map,kraft lignin or lignosulfonate/PVA hydrogel crosslinked by epichlorohydrin with KOH electrolyte | hydroxyl ions interact with PVA/lignin hydroxyl groups to support thermodiffusion; lignosulfonate sulfonic groups increase ionic conductivity,domain_curated_rule,0.97,True,43,True,True
P0435,iTE,2026,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,TC_bf225c253905,highest seebeck,outcome_property,property/metric,property_metric,audited_paper_concept_map,highest seebeck,cleaned_open_concept,0.78,True,12,True,False
P0435,iTE,2026,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,TC_c8efd3db5897,poly(vinyl alcohol) (PVA),material_system,polymer,material_entity,audited_paper_concept_map,PVA,controlled_rule,0.94,True,77,True,True
P0435,iTE,2026,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,TC_dd4634fe263f,Seebeck coefficient/thermopower,outcome_property,thermoelectric metric,property_metric,audited_paper_concept_map,Seebeck coefficient,controlled_rule,0.94,True,822,True,False
P0435,iTE,2026,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,TC_fababc7795c1,seebeck coefficient,outcome_property,property/metric,property_metric,audited_paper_concept_map,seebeck coefficient,cleaned_open_concept,0.78,True,593,True,False
P0435,iTE,2026,Epichlorohydrin-Crosslinked Lignin-Polyvinyl Alcohol Hydrogel for Ionic Thermoelectric Applications,10.1002/app.70303,TC_fcd5c444b6ec,seebeck effect,outcome_property,property/metric,property_metric,audited_paper_concept_map,seebeck effect,cleaned_open_concept,0.78,True,48,True,False
P0436,iTE,2026,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,10.1126/sciadv.aef5852,TC_14270f76a2c2,IP6,material_system,chemical formula,material_entity,audited_paper_concept_map,IP6,chemical_formula_parser,0.9,True,1,False,False
P0436,iTE,2026,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,10.1126/sciadv.aef5852,TC_24afb8a1aced,conversion efficiency,outcome_property,device metric,property_metric,audited_paper_concept_map,conversion efficiency,controlled_rule,0.94,True,77,True,False
P0436,iTE,2026,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,10.1126/sciadv.aef5852,TC_3be3c4b11586,ionic conductivity,outcome_property,transport property,property_metric,audited_paper_concept_map,ionic conductivity,controlled_rule,0.94,True,194,True,False
P0436,iTE,2026,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,10.1126/sciadv.aef5852,TC_5042027d8df0,high ionic conductivity,outcome_property,property/metric,property_metric,audited_paper_concept_map,high ionic conductivity,cleaned_open_concept,0.78,True,50,True,False
P0436,iTE,2026,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,10.1126/sciadv.aef5852,TC_76960d9c4db3,ionic thermopower,outcome_property,property/metric,property_metric,audited_paper_concept_map,ionic thermopower,cleaned_open_concept,0.78,True,51,True,False
P0436,iTE,2026,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,10.1126/sciadv.aef5852,TC_902956facbd0,hydrogen bonding,mechanism,intermolecular interaction,solvation_entropy,audited_paper_concept_map,hydrogen bonding,controlled_rule,0.94,True,57,True,True
P0436,iTE,2026,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,10.1126/sciadv.aef5852,TC_a9af609cf89a,chaotropic polymer-water disruption,structure_state,soft-material mechanism,gel_microstructure,audited_paper_concept_map,"PVA/IP6/ChCl supramolecular ionic thermoelectric gel elastomer | supramolecular hydrogen-bond network regulates proton ionization equilibrium by Le Chatelier principle, yielding high thermopower and self-healing/stretchability",domain_curated_rule,0.97,True,43,True,True
P0436,iTE,2026,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,10.1126/sciadv.aef5852,TC_b3e2c786a6b7,high thermopower,outcome_property,property/metric,property_metric,audited_paper_concept_map,high thermopower,cleaned_open_concept,0.78,True,70,True,False
P0436,iTE,2026,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,10.1126/sciadv.aef5852,TC_be57b88ac710,moisture-gradient ion transport,mechanism,transport mechanism,transport_mechanism,audited_paper_concept_map,"PVA/IP6/ChCl supramolecular ionic thermoelectric gel elastomer | supramolecular hydrogen-bond network regulates proton ionization equilibrium by Le Chatelier principle, yielding high thermopower and self-healing/stretchability",domain_curated_rule,0.97,True,94,True,True
P0436,iTE,2026,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,10.1126/sciadv.aef5852,TC_c8efd3db5897,poly(vinyl alcohol) (PVA),material_system,polymer,material_entity,audited_paper_concept_map,PVA,controlled_rule,0.94,True,77,True,True
P0436,iTE,2026,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,10.1126/sciadv.aef5852,TC_cd73158e8b1d,wearable biointerface thermocell,device_context,device function,device_function,audited_paper_concept_map,"PVA/IP6/ChCl supramolecular ionic thermoelectric gel elastomer | supramolecular hydrogen-bond network regulates proton ionization equilibrium by Le Chatelier principle, yielding high thermopower and self-healing/stretchability",domain_curated_rule,0.97,True,167,True,False
P0436,iTE,2026,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,10.1126/sciadv.aef5852,TC_d86f1bd465ef,ionogel,material_system,soft material platform,material_system,audited_paper_concept_map,ionogel,controlled_rule,0.94,True,79,True,True
P0436,iTE,2026,Multifunctional ionic thermoelectric elastomer enhanced by Le Chatlier principle in synergistic supramolecular hydrogen bonding system,10.1126/sciadv.aef5852,TC_dd4634fe263f,Seebeck coefficient/thermopower,outcome_property,thermoelectric metric,property_metric,audited_paper_concept_map,thermopower,controlled_rule,0.94,True,822,True,False
P0437,iTE,2026,An n-Type Ionic Thermoelectric Device Enabled by Synergistic Interactions Between Electrodes and PVA Hydrogel,10.3390/ma19102029,TC_3cc3f4ae2196,cation-anion thermodiffusion asymmetry,mechanism,thermodiffusion,transport_mechanism,audited_paper_concept_map,"PVA/DMSO/KCl ionic hydrogel with graphite paper or copper electrodes | graphite paper adsorbs K+ through cation-pi interactions, suppressing cation thermodiffusion and enabling Cl--dominated n-type response",domain_curated_rule,0.97,True,48,True,True
P0437,iTE,2026,An n-Type Ionic Thermoelectric Device Enabled by Synergistic Interactions Between Electrodes and PVA Hydrogel,10.3390/ma19102029,TC_575b8475e747,ionic thermodiffusion (Soret effect),mechanism,thermodiffusion,transport_mechanism,audited_paper_concept_map,"PVA/DMSO/KCl ionic hydrogel with graphite paper or copper electrodes | graphite paper adsorbs K+ through cation-pi interactions, suppressing cation thermodiffusion and enabling Cl--dominated n-type response",domain_curated_rule,0.97,True,153,True,True
