audit_type,left_node_id,left_role,left_label,left_document_frequency,right_node_id,right_role,right_label,right_document_frequency,string_similarity,recommended_action
near_duplicate_same_role,TC_6832055f8a79,material_system,Ag8Sn1,1,TC_c5b7061e6808,material_system,Ag8Sn,1,0.9091,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_683c12a09398,material_system,Ag8SnS6,2,TC_688680f1861d,material_system,Ag8SnSe6,3,0.9333,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_6a610572cf0d,material_system,Cs3Bi2Cl9,1,TC_8f2cdacae1b8,material_system,Cs3Sb2Cl9,1,0.8889,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_6ca3a0a31a8c,material_system,Ba8Ga16Ge30,2,TC_e60bd5150d82,material_system,Ba8Al16Ge30,1,0.9091,retain_both_until_semantic_role_review
nested_same_role,TC_6dc811e342b4,material_system,[Fe(CN)6]3-/,1,TC_b67db95f7040,material_system,[Fe(CN)6],14,0.8571,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_6dc811e342b4,material_system,[Fe(CN)6]3-/,1,TC_c66768a61472,material_system,[Fe(CN)6]4-/,3,0.9167,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_6dc811e342b4,material_system,[Fe(CN)6]3-/,1,TC_d6b8e757410f,material_system,[Fe(CN)6]3-,3,0.9565,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_6ded5a44a671,material_system,ClO4-,1,TC_ed6092b23b34,material_system,ClO4,7,0.8889,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_72116990cf9d,material_system,HfSe2,3,TC_78d96ad19db6,material_system,HfS2,3,0.8889,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_728c058ee356,material_system,Ag2Se,1,TC_99aa00df0c9f,material_system,Ag2S,5,0.8889,retain_both_until_semantic_role_review
nested_same_role,TC_75d6833ecb4f,material_system,CoSb3(001),1,TC_a985ce98eb39,material_system,CoSb3,8,0.6667,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_793951f529a0,material_system,EuLaCuSe3,1,TC_c95a676dec60,material_system,EuLnCuSe3,2,0.8889,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_7cdca3e11560,material_system,Ag2Te,5,TC_f3c024f747e0,material_system,Ag2Te1,1,0.9091,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_7d204cbb82cc,material_system,LaNi0,1,TC_b520c1c962ba,material_system,La2Ni0,1,0.9091,retain_both_until_semantic_role_review
nested_same_role,TC_7f2f401b5222,material_system,CO3,2,TC_9205bccd892c,material_system,NiCo(CO3)(OH)2,1,0.3529,retain_both_until_semantic_role_review
nested_same_role,TC_7f2f401b5222,material_system,CO3,2,TC_e880ebc82c0a,material_system,Ba3Co2O6(CO3)0,1,0.3529,retain_both_until_semantic_role_review
nested_same_role,TC_7f2f401b5222,material_system,CO3,2,TC_f65960e99aa4,material_system,Pb10O(OH)6(CO3)6,1,0.3158,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_7fd74adb4b4e,material_system,CrTi2Se6,1,TC_c67a00f39014,material_system,CuCrTi2Se6,1,0.8889,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_830a868da1d8,material_system,AgCrSe2,4,TC_ed964c79b409,material_system,AgCrS2,1,0.9231,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_8a67e43ac9ae,material_system,ZnCrS2,1,TC_ace7e328b9e5,material_system,ZnCrSe2,1,0.9231,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_94cfa138ce91,material_system,MCoSb3,1,TC_a985ce98eb39,material_system,CoSb3,8,0.9091,retain_both_until_semantic_role_review
nested_same_role,TC_960aa8748e0f,material_system,[Fe(CN)6]4-,1,TC_b67db95f7040,material_system,[Fe(CN)6],14,0.9,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_960aa8748e0f,material_system,[Fe(CN)6]4-,1,TC_c66768a61472,material_system,[Fe(CN)6]4-/,3,0.9565,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_960aa8748e0f,material_system,[Fe(CN)6]4-,1,TC_d6b8e757410f,material_system,[Fe(CN)6]3-,3,0.9091,retain_both_until_semantic_role_review
nested_same_role,TC_968b4ab03367,material_system,ti3c2tx mxene hollow microsphere nanocomposite electrodes,1,TC_ab08cdd1f9be,material_system,Ti3C2Tx MXene,8,0.3714,retain_both_until_semantic_role_review
nested_same_role,TC_968b4ab03367,material_system,ti3c2tx mxene hollow microsphere nanocomposite electrodes,1,TC_d916c56fbf92,material_system,nanocomposite,23,0.3714,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_976b22e62c1e,material_system,[M2(CH3COO)4(L)2],1,TC_cea24750a97a,material_system,[Fe2(CH3COO)4(L1)2],1,0.8889,retain_both_until_semantic_role_review
nested_same_role,TC_a3d6bb3e8d3e,material_system,cellulose,56,TC_ec3feb9c0ab9,material_system,bacterial cellulose,10,0.6429,retain_both_until_semantic_role_review
nested_same_role,TC_a8a3954c89e0,material_system,carboxylated chitosan redox additive,1,TC_e077079526c6,material_system,chitosan,13,0.3636,retain_both_until_semantic_role_review
nested_same_role,TC_aaf7d6c5031e,material_system,eutogel,1,TC_d528eeb45c4d,material_system,deep-eutectic eutogel electrolyte,26,0.35,retain_both_until_semantic_role_review
nested_same_role,TC_ab08cdd1f9be,material_system,Ti3C2Tx MXene,8,TC_d841b1c88fc2,material_system,binder-free ti3c2tx mxene ppy electrodes. acid,1,0.4407,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_ab9ca5bd184a,material_system,LiNO3,2,TC_e1b2d076568c,material_system,LaInO3,1,0.9091,retain_both_until_semantic_role_review
nested_same_role,TC_b67db95f7040,material_system,[Fe(CN)6],14,TC_c66768a61472,material_system,[Fe(CN)6]4-/,3,0.8571,retain_both_until_semantic_role_review
nested_same_role,TC_b67db95f7040,material_system,[Fe(CN)6],14,TC_d6b8e757410f,material_system,[Fe(CN)6]3-,3,0.9,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_b81c11d04bcc,material_system,LiCa2Ta3O10,1,TC_d797688691e8,material_system,LiCa2Ta3H10,1,0.9091,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_cfae895f09b6,material_system,Sb2O3,1,TC_fed65c5be4c3,material_system,B2O3,5,0.8889,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_cfed6eed07ca,material_system,Cu3N,1,TC_fba4b80a317e,material_system,Cu3Sn,1,0.8889,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_edca2da6fd40,material_system,Ag2O,7,TC_fc888c9b5b11,material_system,Ag2O-,1,0.8889,retain_both_until_semantic_role_review
nested_same_role,TC_f20559d40f1a,material_system,Cu3Sn(100),1,TC_fba4b80a317e,material_system,Cu3Sn,1,0.6667,retain_both_until_semantic_role_review
nested_same_role,TC_05500fafe171,outcome_property,electrochemical seebeck coefficient alpha,5,TC_17dead65b277,outcome_property,electrochemical seebeck coefficient,12,0.9211,retain_both_until_semantic_role_review
nested_same_role,TC_05500fafe171,outcome_property,electrochemical seebeck coefficient alpha,5,TC_41bbb1143cba,outcome_property,seebeck coefficient alpha,6,0.7576,retain_both_until_semantic_role_review
nested_same_role,TC_05500fafe171,outcome_property,electrochemical seebeck coefficient alpha,5,TC_932b77b8bf04,outcome_property,electrochemical seebeck,15,0.7188,retain_both_until_semantic_role_review
nested_same_role,TC_05500fafe171,outcome_property,electrochemical seebeck coefficient alpha,5,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.6333,retain_both_until_semantic_role_review
nested_same_role,TC_05f49ee331f7,outcome_property,total thermal conductivity,14,TC_29e6f835676f,outcome_property,thermal conductivity,421,0.8696,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_05f49ee331f7,outcome_property,total thermal conductivity,14,TC_6c693438881a,outcome_property,low thermal conductivity,111,0.88,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_0ad09eaf40c0,outcome_property,high seebeck coefficients,25,TC_20cff3f73892,outcome_property,higher seebeck coefficient,7,0.9412,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_0ad09eaf40c0,outcome_property,high seebeck coefficients,25,TC_3b2692690887,outcome_property,highest seebeck coefficient,10,0.9231,retain_both_until_semantic_role_review
nested_same_role,TC_0ad09eaf40c0,outcome_property,high seebeck coefficients,25,TC_621f048a7e27,outcome_property,high seebeck,102,0.6486,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_0ad09eaf40c0,outcome_property,high seebeck coefficients,25,TC_7d3a34d8db98,outcome_property,high seebeck coefficient,71,0.9796,retain_both_until_semantic_role_review
nested_same_role,TC_0ad09eaf40c0,outcome_property,high seebeck coefficients,25,TC_f3d47ac021e3,outcome_property,seebeck coefficients,118,0.8889,retain_both_until_semantic_role_review
nested_same_role,TC_0b69804fa86a,outcome_property,electronic thermal conductivity,12,TC_29e6f835676f,outcome_property,thermal conductivity,421,0.7843,retain_both_until_semantic_role_review
nested_same_role,TC_0b69804fa86a,outcome_property,electronic thermal conductivity,12,TC_d326178f3651,outcome_property,electronic conductivity,37,0.8519,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_0b6ddafd8f17,outcome_property,ultra-low lattice thermal conductivity,7,TC_1f0da7c35004,outcome_property,lower lattice thermal conductivity,10,0.8889,retain_both_until_semantic_role_review
nested_same_role,TC_0b6ddafd8f17,outcome_property,ultra-low lattice thermal conductivity,7,TC_29e6f835676f,outcome_property,thermal conductivity,421,0.6897,retain_both_until_semantic_role_review
nested_same_role,TC_0b6ddafd8f17,outcome_property,ultra-low lattice thermal conductivity,7,TC_753f72002a8f,outcome_property,lattice thermal conductivity,155,0.8485,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_0b6ddafd8f17,outcome_property,ultra-low lattice thermal conductivity,7,TC_d56dc4f98560,outcome_property,ultralow lattice thermal conductivity,25,0.9867,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_0b6ddafd8f17,outcome_property,ultra-low lattice thermal conductivity,7,TC_f4c58be6c82b,outcome_property,low lattice thermal conductivity,51,0.9143,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_0f9939af2759,outcome_property,n-type thermopower,15,TC_eb3071701a45,outcome_property,p-type thermopower,7,0.9444,retain_both_until_semantic_role_review
nested_same_role,TC_0fc9a72ffeae,outcome_property,n-type seebeck coefficient,6,TC_1ad93c2f4b66,outcome_property,n-type seebeck,9,0.7,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_0fc9a72ffeae,outcome_property,n-type seebeck coefficient,6,TC_d4eae4c54280,outcome_property,p-type seebeck coefficient,7,0.9615,retain_both_until_semantic_role_review
nested_same_role,TC_0fc9a72ffeae,outcome_property,n-type seebeck coefficient,6,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.8444,retain_both_until_semantic_role_review
nested_same_role,TC_1687aa989e8c,outcome_property,intrinsically low lattice thermal conductivity,7,TC_29e6f835676f,outcome_property,thermal conductivity,421,0.6061,retain_both_until_semantic_role_review
nested_same_role,TC_1687aa989e8c,outcome_property,intrinsically low lattice thermal conductivity,7,TC_6b6a93538ade,outcome_property,low conductivity,7,0.5161,retain_both_until_semantic_role_review
nested_same_role,TC_1687aa989e8c,outcome_property,intrinsically low lattice thermal conductivity,7,TC_6c693438881a,outcome_property,low thermal conductivity,111,0.6857,retain_both_until_semantic_role_review
nested_same_role,TC_1687aa989e8c,outcome_property,intrinsically low lattice thermal conductivity,7,TC_753f72002a8f,outcome_property,lattice thermal conductivity,155,0.7568,retain_both_until_semantic_role_review
nested_same_role,TC_1687aa989e8c,outcome_property,intrinsically low lattice thermal conductivity,7,TC_f4c58be6c82b,outcome_property,low lattice thermal conductivity,51,0.8205,retain_both_until_semantic_role_review
nested_same_role,TC_17dead65b277,outcome_property,electrochemical seebeck coefficient,12,TC_932b77b8bf04,outcome_property,electrochemical seebeck,15,0.7931,retain_both_until_semantic_role_review
nested_same_role,TC_17dead65b277,outcome_property,electrochemical seebeck coefficient,12,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.7037,retain_both_until_semantic_role_review
nested_same_role,TC_1815f7760bba,outcome_property,negative ionic seebeck,7,TC_3551de0250ed,outcome_property,ionic seebeck,94,0.7429,retain_both_until_semantic_role_review
nested_same_role,TC_1815f7760bba,outcome_property,negative ionic seebeck,7,TC_a5500e762b38,outcome_property,negative ionic seebeck coefficient,6,0.7857,retain_both_until_semantic_role_review
nested_same_role,TC_1815f7760bba,outcome_property,negative ionic seebeck,7,TC_a7a1c1916d24,outcome_property,negative seebeck,14,0.8421,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_1ad93c2f4b66,outcome_property,n-type seebeck,9,TC_8c562d80af5e,outcome_property,p-type seebeck,10,0.9286,retain_both_until_semantic_role_review
nested_same_role,TC_1c0fd710898d,outcome_property,high ionic seebeck,25,TC_3551de0250ed,outcome_property,ionic seebeck,94,0.8387,retain_both_until_semantic_role_review
nested_same_role,TC_1c0fd710898d,outcome_property,high ionic seebeck,25,TC_621f048a7e27,outcome_property,high seebeck,102,0.8,retain_both_until_semantic_role_review
nested_same_role,TC_1c0fd710898d,outcome_property,high ionic seebeck,25,TC_d371be910c4a,outcome_property,high ionic seebeck coefficient,20,0.75,retain_both_until_semantic_role_review
nested_same_role,TC_1d1e24e50639,outcome_property,positive seebeck,14,TC_2b1586da6220,outcome_property,positive seebeck coefficients,7,0.7111,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_1d595f73aba3,outcome_property,conductivity decreases,11,TC_3e3e99717e57,outcome_property,conductivity decreased,6,0.9545,retain_both_until_semantic_role_review
nested_same_role,TC_1d595f73aba3,outcome_property,conductivity decreases,11,TC_84e83ff8aedb,outcome_property,thermal conductivity decreases,9,0.8462,retain_both_until_semantic_role_review
nested_same_role,TC_1f0da7c35004,outcome_property,lower lattice thermal conductivity,10,TC_29e6f835676f,outcome_property,thermal conductivity,421,0.7407,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_1f0da7c35004,outcome_property,lower lattice thermal conductivity,10,TC_2a281a6ca6c8,outcome_property,low lattice thermal conductivity kappa,2,0.8889,retain_both_until_semantic_role_review
nested_same_role,TC_1f0da7c35004,outcome_property,lower lattice thermal conductivity,10,TC_364ad031e9d1,outcome_property,lower thermal conductivity,15,0.8667,retain_both_until_semantic_role_review
nested_same_role,TC_1f0da7c35004,outcome_property,lower lattice thermal conductivity,10,TC_753f72002a8f,outcome_property,lattice thermal conductivity,155,0.9032,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_1f0da7c35004,outcome_property,lower lattice thermal conductivity,10,TC_8bc0b47e1cb1,outcome_property,lowers lattice thermal conductivity,10,0.9855,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_1f0da7c35004,outcome_property,lower lattice thermal conductivity,10,TC_d56dc4f98560,outcome_property,ultralow lattice thermal conductivity,25,0.9014,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_1f0da7c35004,outcome_property,lower lattice thermal conductivity,10,TC_f4c58be6c82b,outcome_property,low lattice thermal conductivity,51,0.9697,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_20cff3f73892,outcome_property,higher seebeck coefficient,7,TC_3b2692690887,outcome_property,highest seebeck coefficient,10,0.9434,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_20cff3f73892,outcome_property,higher seebeck coefficient,7,TC_7d3a34d8db98,outcome_property,high seebeck coefficient,71,0.96,retain_both_until_semantic_role_review
nested_same_role,TC_20cff3f73892,outcome_property,higher seebeck coefficient,7,TC_99659f102a2d,outcome_property,higher seebeck,8,0.7,retain_both_until_semantic_role_review
nested_same_role,TC_20cff3f73892,outcome_property,higher seebeck coefficient,7,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.8444,retain_both_until_semantic_role_review
nested_same_role,TC_23b72c6d80af,outcome_property,electrical conductivity sigma,7,TC_3202992cc84e,outcome_property,conductivity sigma,17,0.766,retain_both_until_semantic_role_review
nested_same_role,TC_23b72c6d80af,outcome_property,electrical conductivity sigma,7,TC_9f58ed907e7b,outcome_property,electrical conductivity,320,0.8846,retain_both_until_semantic_role_review
nested_same_role,TC_24afb8a1aced,outcome_property,conversion efficiency,77,TC_5d85911c7499,outcome_property,energy conversion efficiency,23,0.8571,retain_both_until_semantic_role_review
nested_same_role,TC_24afb8a1aced,outcome_property,conversion efficiency,77,TC_a47c0c0d58d0,outcome_property,thermoelectric conversion efficiency,13,0.7368,retain_both_until_semantic_role_review
nested_same_role,TC_24afb8a1aced,outcome_property,conversion efficiency,77,TC_dd47b035eaf0,outcome_property,power conversion efficiency,8,0.875,retain_both_until_semantic_role_review
nested_same_role,TC_24bff47899c0,outcome_property,lattice thermal conductivity kappa,4,TC_29e6f835676f,outcome_property,thermal conductivity,421,0.7407,retain_both_until_semantic_role_review
nested_same_role,TC_24bff47899c0,outcome_property,lattice thermal conductivity kappa,4,TC_2a281a6ca6c8,outcome_property,low lattice thermal conductivity kappa,2,0.9444,retain_both_until_semantic_role_review
nested_same_role,TC_24bff47899c0,outcome_property,lattice thermal conductivity kappa,4,TC_753f72002a8f,outcome_property,lattice thermal conductivity,155,0.9032,retain_both_until_semantic_role_review
nested_same_role,TC_24bff47899c0,outcome_property,lattice thermal conductivity kappa,4,TC_96183bbe79fc,outcome_property,thermal conductivity kappa,13,0.8667,retain_both_until_semantic_role_review
nested_same_role,TC_24bff47899c0,outcome_property,lattice thermal conductivity kappa,4,TC_a617f8794240,outcome_property,conductivity kappa,13,0.6923,retain_both_until_semantic_role_review
nested_same_role,TC_29e6f835676f,outcome_property,thermal conductivity,421,TC_2a281a6ca6c8,outcome_property,low lattice thermal conductivity kappa,2,0.6897,retain_both_until_semantic_role_review
nested_same_role,TC_29e6f835676f,outcome_property,thermal conductivity,421,TC_364ad031e9d1,outcome_property,lower thermal conductivity,15,0.8696,retain_both_until_semantic_role_review
nested_same_role,TC_29e6f835676f,outcome_property,thermal conductivity,421,TC_45ad71e9b065,outcome_property,extremely low lattice thermal conductivity,5,0.6452,retain_both_until_semantic_role_review
nested_same_role,TC_29e6f835676f,outcome_property,thermal conductivity,421,TC_496621b9c307,outcome_property,lowers thermal conductivity,13,0.8511,retain_both_until_semantic_role_review
nested_same_role,TC_29e6f835676f,outcome_property,thermal conductivity,421,TC_6c693438881a,outcome_property,low thermal conductivity,111,0.9091,retain_both_until_semantic_role_review
nested_same_role,TC_29e6f835676f,outcome_property,thermal conductivity,421,TC_72a8e8ff9e38,outcome_property,suppress lattice thermal conductivity,6,0.7018,retain_both_until_semantic_role_review
nested_same_role,TC_29e6f835676f,outcome_property,thermal conductivity,421,TC_753f72002a8f,outcome_property,lattice thermal conductivity,155,0.8333,retain_both_until_semantic_role_review
nested_same_role,TC_29e6f835676f,outcome_property,thermal conductivity,421,TC_84e83ff8aedb,outcome_property,thermal conductivity decreases,9,0.8,retain_both_until_semantic_role_review
nested_same_role,TC_29e6f835676f,outcome_property,thermal conductivity,421,TC_8bc0b47e1cb1,outcome_property,lowers lattice thermal conductivity,10,0.7273,retain_both_until_semantic_role_review
nested_same_role,TC_29e6f835676f,outcome_property,thermal conductivity,421,TC_96183bbe79fc,outcome_property,thermal conductivity kappa,13,0.8696,retain_both_until_semantic_role_review
nested_same_role,TC_29e6f835676f,outcome_property,thermal conductivity,421,TC_b8cf7db31161,outcome_property,high thermal conductivity,8,0.8889,retain_both_until_semantic_role_review
nested_same_role,TC_29e6f835676f,outcome_property,thermal conductivity,421,TC_d56dc4f98560,outcome_property,ultralow lattice thermal conductivity,25,0.7018,retain_both_until_semantic_role_review
nested_same_role,TC_29e6f835676f,outcome_property,thermal conductivity,421,TC_dd9400f91d54,outcome_property,ultralow thermal conductivity,28,0.8163,retain_both_until_semantic_role_review
nested_same_role,TC_29e6f835676f,outcome_property,thermal conductivity,421,TC_f4c58be6c82b,outcome_property,low lattice thermal conductivity,51,0.7692,retain_both_until_semantic_role_review
nested_same_role,TC_2a281a6ca6c8,outcome_property,low lattice thermal conductivity kappa,2,TC_6b6a93538ade,outcome_property,low conductivity,7,0.5926,retain_both_until_semantic_role_review
nested_same_role,TC_2a281a6ca6c8,outcome_property,low lattice thermal conductivity kappa,2,TC_6c693438881a,outcome_property,low thermal conductivity,111,0.7742,retain_both_until_semantic_role_review
nested_same_role,TC_2a281a6ca6c8,outcome_property,low lattice thermal conductivity kappa,2,TC_753f72002a8f,outcome_property,lattice thermal conductivity,155,0.8485,retain_both_until_semantic_role_review
nested_same_role,TC_2a281a6ca6c8,outcome_property,low lattice thermal conductivity kappa,2,TC_96183bbe79fc,outcome_property,thermal conductivity kappa,13,0.8125,retain_both_until_semantic_role_review
nested_same_role,TC_2a281a6ca6c8,outcome_property,low lattice thermal conductivity kappa,2,TC_a617f8794240,outcome_property,conductivity kappa,13,0.6429,retain_both_until_semantic_role_review
nested_same_role,TC_2a281a6ca6c8,outcome_property,low lattice thermal conductivity kappa,2,TC_f4c58be6c82b,outcome_property,low lattice thermal conductivity,51,0.9143,retain_both_until_semantic_role_review
nested_same_role,TC_2b1586da6220,outcome_property,positive seebeck coefficients,7,TC_f3d47ac021e3,outcome_property,seebeck coefficients,118,0.8163,retain_both_until_semantic_role_review
nested_same_role,TC_3551de0250ed,outcome_property,ionic seebeck,94,TC_5c08e3fec4e7,outcome_property,ionic seebeck effect,10,0.7879,retain_both_until_semantic_role_review
nested_same_role,TC_3551de0250ed,outcome_property,ionic seebeck,94,TC_6a63fa461f80,outcome_property,ionic seebeck coefficient,69,0.6842,retain_both_until_semantic_role_review
nested_same_role,TC_3551de0250ed,outcome_property,ionic seebeck,94,TC_a5500e762b38,outcome_property,negative ionic seebeck coefficient,6,0.5532,retain_both_until_semantic_role_review
nested_same_role,TC_3551de0250ed,outcome_property,ionic seebeck,94,TC_d371be910c4a,outcome_property,high ionic seebeck coefficient,20,0.6047,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_364ad031e9d1,outcome_property,lower thermal conductivity,15,TC_496621b9c307,outcome_property,lowers thermal conductivity,13,0.9811,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_364ad031e9d1,outcome_property,lower thermal conductivity,15,TC_6c693438881a,outcome_property,low thermal conductivity,111,0.96,retain_both_until_semantic_role_review
nested_same_role,TC_37f1381da042,outcome_property,normalized maximum power density,7,TC_493b5b586992,outcome_property,normalized power density,15,0.8571,retain_both_until_semantic_role_review
nested_same_role,TC_37f1381da042,outcome_property,normalized maximum power density,7,TC_a6ad80f6088e,outcome_property,power density,146,0.5778,retain_both_until_semantic_role_review
nested_same_role,TC_37f1381da042,outcome_property,normalized maximum power density,7,TC_d2aa7fb72c0d,outcome_property,maximum power density,28,0.7925,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_3b2692690887,outcome_property,highest seebeck coefficient,10,TC_7d3a34d8db98,outcome_property,high seebeck coefficient,71,0.9412,retain_both_until_semantic_role_review
nested_same_role,TC_3b2692690887,outcome_property,highest seebeck coefficient,10,TC_bf225c253905,outcome_property,highest seebeck,12,0.7143,retain_both_until_semantic_role_review
nested_same_role,TC_3b2692690887,outcome_property,highest seebeck coefficient,10,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.8261,retain_both_until_semantic_role_review
nested_same_role,TC_3b5587f9065a,outcome_property,large seebeck,30,TC_d0e0c372ca44,outcome_property,large seebeck coefficient,22,0.6842,retain_both_until_semantic_role_review
nested_same_role,TC_3bccab98ff54,outcome_property,specific output power density,6,TC_45bdd7a5ac69,outcome_property,high specific output power density,5,0.9206,retain_both_until_semantic_role_review
nested_same_role,TC_3bccab98ff54,outcome_property,specific output power density,6,TC_45d7184bddc3,outcome_property,output power density,42,0.8163,retain_both_until_semantic_role_review
nested_same_role,TC_3bccab98ff54,outcome_property,specific output power density,6,TC_a6ad80f6088e,outcome_property,power density,146,0.619,retain_both_until_semantic_role_review
nested_same_role,TC_3be3c4b11586,outcome_property,ionic conductivity,194,TC_5042027d8df0,outcome_property,high ionic conductivity,50,0.878,retain_both_until_semantic_role_review
nested_same_role,TC_41bbb1143cba,outcome_property,seebeck coefficient alpha,6,TC_fababc7795c1,outcome_property,seebeck coefficient,593,0.8636,retain_both_until_semantic_role_review
nested_same_role,TC_45ad71e9b065,outcome_property,extremely low lattice thermal conductivity,5,TC_6b6a93538ade,outcome_property,low conductivity,7,0.5517,retain_both_until_semantic_role_review
nested_same_role,TC_45ad71e9b065,outcome_property,extremely low lattice thermal conductivity,5,TC_6c693438881a,outcome_property,low thermal conductivity,111,0.7273,retain_both_until_semantic_role_review
nested_same_role,TC_45ad71e9b065,outcome_property,extremely low lattice thermal conductivity,5,TC_753f72002a8f,outcome_property,lattice thermal conductivity,155,0.8,retain_both_until_semantic_role_review
nested_same_role,TC_45ad71e9b065,outcome_property,extremely low lattice thermal conductivity,5,TC_f4c58be6c82b,outcome_property,low lattice thermal conductivity,51,0.8649,retain_both_until_semantic_role_review
nested_same_role,TC_45bdd7a5ac69,outcome_property,high specific output power density,5,TC_45d7184bddc3,outcome_property,output power density,42,0.7407,retain_both_until_semantic_role_review
nested_same_role,TC_45bdd7a5ac69,outcome_property,high specific output power density,5,TC_a6ad80f6088e,outcome_property,power density,146,0.5532,retain_both_until_semantic_role_review
nested_same_role,TC_45bdd7a5ac69,outcome_property,high specific output power density,5,TC_fb7c1ddc034b,outcome_property,high power density,12,0.6923,retain_both_until_semantic_role_review
nested_same_role,TC_45d7184bddc3,outcome_property,output power density,42,TC_a2d89f87d6bd,outcome_property,maximum output power density,9,0.8333,retain_both_until_semantic_role_review
nested_same_role,TC_45d7184bddc3,outcome_property,output power density,42,TC_a6ad80f6088e,outcome_property,power density,146,0.7879,retain_both_until_semantic_role_review
nested_same_role,TC_493b5b586992,outcome_property,normalized power density,15,TC_a6ad80f6088e,outcome_property,power density,146,0.7027,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_496621b9c307,outcome_property,lowers thermal conductivity,13,TC_6c693438881a,outcome_property,low thermal conductivity,111,0.9412,retain_both_until_semantic_role_review
nested_same_role,TC_496621b9c307,outcome_property,lowers thermal conductivity,13,TC_8bc0b47e1cb1,outcome_property,lowers lattice thermal conductivity,10,0.871,retain_both_until_semantic_role_review
nested_same_role,TC_5042027d8df0,outcome_property,high ionic conductivity,50,TC_9efe72c79875,outcome_property,high conductivity,26,0.85,retain_both_until_semantic_role_review
nested_same_role,TC_5042027d8df0,outcome_property,high ionic conductivity,50,TC_d2485a38127b,outcome_property,conductivity ionic,3,0.5854,retain_both_until_semantic_role_review
nested_same_role,TC_5672376ea981,outcome_property,high ionic thermopower,11,TC_76960d9c4db3,outcome_property,ionic thermopower,51,0.8718,retain_both_until_semantic_role_review
nested_same_role,TC_5672376ea981,outcome_property,high ionic thermopower,11,TC_b3e2c786a6b7,outcome_property,high thermopower,70,0.8421,retain_both_until_semantic_role_review
nested_same_role,TC_5672376ea981,outcome_property,high ionic thermopower,11,TC_bbefb53d18ff,outcome_property,thermopower ionic,7,0.5641,retain_both_until_semantic_role_review
nested_same_role,TC_5c08e3fec4e7,outcome_property,ionic seebeck effect,10,TC_fcd5c444b6ec,outcome_property,seebeck effect,48,0.8235,retain_both_until_semantic_role_review
near_duplicate_same_role,TC_5c5c5d8b5dee,outcome_property,ac conductivity,7,TC_e0cbe27255df,outcome_property,dc conductivity,15,0.9333,retain_both_until_semantic_role_review
nested_same_role,TC_5f27b4c1b58c,outcome_property,ionic power factor,11,TC_94ded4355708,outcome_property,power factor,270,0.8,retain_both_until_semantic_role_review
nested_same_role,TC_621f048a7e27,outcome_property,high seebeck,102,TC_73d845ad955f,outcome_property,exhibits high seebeck coefficient,2,0.5333,retain_both_until_semantic_role_review
