relation_id,paper_id,year,source_node_id,source_role,relation_type,target_node_id,target_role,evidence_scope
TR_0b962a878e69,P0267,2025,TC_23334b19ab09,material_system,typed_co_reported_in_abstract,TC_7bafc88228a9,outcome_property,same_paper_not_causal
TR_2e1c4d0b8d36,P0267,2025,TC_23334b19ab09,material_system,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_430836556fe6,P0267,2025,TC_23334b19ab09,material_system,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_553456d1441a,P0267,2025,TC_25bed0df7690,material_system,typed_co_reported_in_abstract,TC_4b2db7e72622,structure_state,same_paper_not_causal
TR_3e4b50fd7f92,P0267,2025,TC_25bed0df7690,material_system,typed_co_reported_in_abstract,TC_575b8475e747,mechanism,same_paper_not_causal
TR_40c1088ab378,P0267,2025,TC_25bed0df7690,material_system,typed_co_reported_in_abstract,TC_b16fcb9ccb71,mechanism,same_paper_not_causal
TR_d57ab13afb59,P0267,2025,TC_25bed0df7690,material_system,typed_co_reported_in_abstract,TC_fcb70797c57c,mechanism,same_paper_not_causal
TR_c1b61b02ef3d,P0267,2025,TC_25bed0df7690,material_system,typed_co_reported_in_abstract,TC_7bafc88228a9,outcome_property,same_paper_not_causal
TR_831f1d0502ad,P0267,2025,TC_25bed0df7690,material_system,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_19db62cf3899,P0267,2025,TC_25bed0df7690,material_system,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_5aaec34dce65,P0267,2025,TC_627ec3e82d39,material_system,typed_co_reported_in_abstract,TC_4b2db7e72622,structure_state,same_paper_not_causal
TR_db9aac962596,P0267,2025,TC_627ec3e82d39,material_system,typed_co_reported_in_abstract,TC_575b8475e747,mechanism,same_paper_not_causal
TR_78fd09947ba7,P0267,2025,TC_627ec3e82d39,material_system,typed_co_reported_in_abstract,TC_b16fcb9ccb71,mechanism,same_paper_not_causal
TR_acbbaa61c134,P0267,2025,TC_627ec3e82d39,material_system,typed_co_reported_in_abstract,TC_fcb70797c57c,mechanism,same_paper_not_causal
TR_793401c638fe,P0267,2025,TC_627ec3e82d39,material_system,typed_co_reported_in_abstract,TC_7bafc88228a9,outcome_property,same_paper_not_causal
TR_ba8183ee0f6b,P0267,2025,TC_627ec3e82d39,material_system,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_9556deafc19e,P0267,2025,TC_627ec3e82d39,material_system,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_f261b50979ad,P0267,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_4b2db7e72622,structure_state,same_paper_not_causal
TR_695649d53eaf,P0267,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_575b8475e747,mechanism,same_paper_not_causal
TR_1220faef657b,P0267,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_b16fcb9ccb71,mechanism,same_paper_not_causal
TR_194d53fbcd6a,P0267,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_fcb70797c57c,mechanism,same_paper_not_causal
TR_e4a93d78cdd5,P0267,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_7bafc88228a9,outcome_property,same_paper_not_causal
TR_ea04d0f22bd5,P0267,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_bec9818e3f70,P0267,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_f4ca5bd588c7,P0267,2025,TC_8c13f1bad786,material_system,typed_co_reported_in_abstract,TC_4b2db7e72622,structure_state,same_paper_not_causal
TR_ff21086caaed,P0267,2025,TC_8c13f1bad786,material_system,typed_co_reported_in_abstract,TC_575b8475e747,mechanism,same_paper_not_causal
TR_cdb49e5208d7,P0267,2025,TC_8c13f1bad786,material_system,typed_co_reported_in_abstract,TC_b16fcb9ccb71,mechanism,same_paper_not_causal
TR_6e92228a2045,P0267,2025,TC_8c13f1bad786,material_system,typed_co_reported_in_abstract,TC_fcb70797c57c,mechanism,same_paper_not_causal
TR_520d7121b1d6,P0267,2025,TC_8c13f1bad786,material_system,typed_co_reported_in_abstract,TC_7bafc88228a9,outcome_property,same_paper_not_causal
TR_12a027249aaa,P0267,2025,TC_8c13f1bad786,material_system,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_55752f38c56c,P0267,2025,TC_8c13f1bad786,material_system,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_bc95d28c36eb,P0267,2025,TC_ab08cdd1f9be,material_system,typed_co_reported_in_abstract,TC_4b2db7e72622,structure_state,same_paper_not_causal
TR_57299ceb9a06,P0267,2025,TC_ab08cdd1f9be,material_system,typed_co_reported_in_abstract,TC_575b8475e747,mechanism,same_paper_not_causal
TR_4b27a0edeaf3,P0267,2025,TC_ab08cdd1f9be,material_system,typed_co_reported_in_abstract,TC_b16fcb9ccb71,mechanism,same_paper_not_causal
TR_e7df5188ebc1,P0267,2025,TC_ab08cdd1f9be,material_system,typed_co_reported_in_abstract,TC_fcb70797c57c,mechanism,same_paper_not_causal
TR_3ce8f0e3edf3,P0267,2025,TC_ab08cdd1f9be,material_system,typed_co_reported_in_abstract,TC_7bafc88228a9,outcome_property,same_paper_not_causal
TR_0211e14ede92,P0267,2025,TC_ab08cdd1f9be,material_system,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_9f2be8b66f6f,P0267,2025,TC_ab08cdd1f9be,material_system,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_a875460312ec,P0267,2025,TC_c8efd3db5897,material_system,typed_co_reported_in_abstract,TC_4b2db7e72622,structure_state,same_paper_not_causal
TR_de7ad7999ba9,P0267,2025,TC_c8efd3db5897,material_system,typed_co_reported_in_abstract,TC_575b8475e747,mechanism,same_paper_not_causal
TR_a232ccfd4fe3,P0267,2025,TC_c8efd3db5897,material_system,typed_co_reported_in_abstract,TC_b16fcb9ccb71,mechanism,same_paper_not_causal
TR_862095ae337a,P0267,2025,TC_c8efd3db5897,material_system,typed_co_reported_in_abstract,TC_fcb70797c57c,mechanism,same_paper_not_causal
TR_d918df12059c,P0267,2025,TC_c8efd3db5897,material_system,typed_co_reported_in_abstract,TC_7bafc88228a9,outcome_property,same_paper_not_causal
TR_c2a87e0f5431,P0267,2025,TC_c8efd3db5897,material_system,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_73c539c7931f,P0267,2025,TC_c8efd3db5897,material_system,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_2fed8a63c4bd,P0267,2025,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_575b8475e747,mechanism,same_paper_not_causal
TR_a7dbfab78122,P0267,2025,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_b16fcb9ccb71,mechanism,same_paper_not_causal
TR_c42e84957c6b,P0267,2025,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_fcb70797c57c,mechanism,same_paper_not_causal
TR_9ee8055d3b5b,P0267,2025,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_7bafc88228a9,outcome_property,same_paper_not_causal
TR_ed240590bdec,P0267,2025,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_05c91049be27,P0267,2025,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_7d44fd5ab1a6,P0267,2025,TC_575b8475e747,mechanism,typed_co_reported_in_abstract,TC_7bafc88228a9,outcome_property,same_paper_not_causal
TR_f371da505079,P0267,2025,TC_575b8475e747,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_21c736ef9823,P0267,2025,TC_575b8475e747,mechanism,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_ce66da7de0eb,P0267,2025,TC_b16fcb9ccb71,mechanism,typed_co_reported_in_abstract,TC_7bafc88228a9,outcome_property,same_paper_not_causal
TR_756b3f9e76aa,P0267,2025,TC_b16fcb9ccb71,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_6cb8c83bc7ab,P0267,2025,TC_b16fcb9ccb71,mechanism,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_9f27b5a3a774,P0267,2025,TC_fcb70797c57c,mechanism,typed_co_reported_in_abstract,TC_7bafc88228a9,outcome_property,same_paper_not_causal
TR_1d1675e2192b,P0267,2025,TC_fcb70797c57c,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_c3c0b8b1e9c4,P0267,2025,TC_fcb70797c57c,mechanism,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_9d0a5057b0e8,P0267,2025,TC_7bafc88228a9,outcome_property,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_259c68810cc7,P0267,2025,TC_dd4634fe263f,outcome_property,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_0612359a15b0,P0268,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_3cc3f4ae2196,mechanism,same_paper_not_causal
TR_d59b2d3d92e2,P0268,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_575b8475e747,mechanism,same_paper_not_causal
TR_924a127a80ea,P0268,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_d546bf1bdc39,mechanism,same_paper_not_causal
TR_42e6a0140154,P0268,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_94ded4355708,outcome_property,same_paper_not_causal
TR_50d836e66f44,P0268,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_df893c7d2d60,P0268,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_72c7465edb5b,P0268,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_16f719d4071d,device_context,same_paper_not_causal
TR_df096f262aed,P0268,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_c56e71f05aa0,device_context,same_paper_not_causal
TR_8f6abdc97b91,P0268,2024,TC_7fa10a6f5ac8,material_system,typed_co_reported_in_abstract,TC_3cc3f4ae2196,mechanism,same_paper_not_causal
TR_91ac8204a659,P0268,2024,TC_7fa10a6f5ac8,material_system,typed_co_reported_in_abstract,TC_575b8475e747,mechanism,same_paper_not_causal
TR_9c554ef52ea1,P0268,2024,TC_7fa10a6f5ac8,material_system,typed_co_reported_in_abstract,TC_d546bf1bdc39,mechanism,same_paper_not_causal
TR_f90927c9c640,P0268,2024,TC_7fa10a6f5ac8,material_system,typed_co_reported_in_abstract,TC_94ded4355708,outcome_property,same_paper_not_causal
TR_9fd1f28e1faa,P0268,2024,TC_7fa10a6f5ac8,material_system,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_d57da0baead0,P0268,2024,TC_7fa10a6f5ac8,material_system,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_9bad6d1f0de9,P0268,2024,TC_7fa10a6f5ac8,material_system,typed_co_reported_in_abstract,TC_16f719d4071d,device_context,same_paper_not_causal
TR_5120641f71b1,P0268,2024,TC_7fa10a6f5ac8,material_system,typed_co_reported_in_abstract,TC_c56e71f05aa0,device_context,same_paper_not_causal
TR_060bf88abf4e,P0268,2024,TC_3cc3f4ae2196,mechanism,typed_co_reported_in_abstract,TC_94ded4355708,outcome_property,same_paper_not_causal
TR_086a1e6173ce,P0268,2024,TC_3cc3f4ae2196,mechanism,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_2a517cadba8b,P0268,2024,TC_3cc3f4ae2196,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_ba2a993d16d7,P0268,2024,TC_3cc3f4ae2196,mechanism,typed_co_reported_in_abstract,TC_16f719d4071d,device_context,same_paper_not_causal
TR_aa05e208ba7f,P0268,2024,TC_3cc3f4ae2196,mechanism,typed_co_reported_in_abstract,TC_c56e71f05aa0,device_context,same_paper_not_causal
TR_58bbe2718a3a,P0268,2024,TC_575b8475e747,mechanism,typed_co_reported_in_abstract,TC_94ded4355708,outcome_property,same_paper_not_causal
TR_3af6246b538d,P0268,2024,TC_575b8475e747,mechanism,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_436105343032,P0268,2024,TC_575b8475e747,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_60c6f5a02250,P0268,2024,TC_575b8475e747,mechanism,typed_co_reported_in_abstract,TC_16f719d4071d,device_context,same_paper_not_causal
TR_80ac01cf39ec,P0268,2024,TC_575b8475e747,mechanism,typed_co_reported_in_abstract,TC_c56e71f05aa0,device_context,same_paper_not_causal
TR_d12427fd791c,P0268,2024,TC_d546bf1bdc39,mechanism,typed_co_reported_in_abstract,TC_94ded4355708,outcome_property,same_paper_not_causal
TR_6f4687689245,P0268,2024,TC_d546bf1bdc39,mechanism,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_7f6bbb033ded,P0268,2024,TC_d546bf1bdc39,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_a59767d02bdb,P0268,2024,TC_d546bf1bdc39,mechanism,typed_co_reported_in_abstract,TC_16f719d4071d,device_context,same_paper_not_causal
TR_78182c2df079,P0268,2024,TC_d546bf1bdc39,mechanism,typed_co_reported_in_abstract,TC_c56e71f05aa0,device_context,same_paper_not_causal
TR_fed42db8f057,P0268,2024,TC_94ded4355708,outcome_property,typed_co_reported_in_abstract,TC_16f719d4071d,device_context,same_paper_not_causal
TR_4192a5513e8f,P0268,2024,TC_94ded4355708,outcome_property,typed_co_reported_in_abstract,TC_c56e71f05aa0,device_context,same_paper_not_causal
TR_6f2e7579d0e3,P0268,2024,TC_a6ad80f6088e,outcome_property,typed_co_reported_in_abstract,TC_16f719d4071d,device_context,same_paper_not_causal
TR_262882dd8ec8,P0268,2024,TC_a6ad80f6088e,outcome_property,typed_co_reported_in_abstract,TC_c56e71f05aa0,device_context,same_paper_not_causal
TR_984cd88c6695,P0268,2024,TC_dd4634fe263f,outcome_property,typed_co_reported_in_abstract,TC_16f719d4071d,device_context,same_paper_not_causal
TR_595257c034fa,P0268,2024,TC_dd4634fe263f,outcome_property,typed_co_reported_in_abstract,TC_c56e71f05aa0,device_context,same_paper_not_causal
TR_e8df98f5abaf,P0269,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_4b2db7e72622,structure_state,same_paper_not_causal
TR_413ffa2c38d2,P0269,2024,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_536066ec4c0e,P0269,2024,TC_4b2db7e72622,structure_state,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_f2ac2cee1ce1,P0270,2024,TC_02b54434dcd0,material_system,typed_co_reported_in_abstract,TC_715c5c5117f2,mechanism,same_paper_not_causal
TR_227002f2f953,P0270,2024,TC_02b54434dcd0,material_system,typed_co_reported_in_abstract,TC_7fde3f018306,mechanism,same_paper_not_causal
TR_e844893429ec,P0270,2024,TC_02b54434dcd0,material_system,typed_co_reported_in_abstract,TC_d51141fbc0ae,mechanism,same_paper_not_causal
TR_0595626ed843,P0270,2024,TC_02b54434dcd0,material_system,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_1cee378e7a00,P0270,2024,TC_02b54434dcd0,material_system,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_8104a71f790b,P0270,2024,TC_02b54434dcd0,material_system,typed_co_reported_in_abstract,TC_fababc7795c1,outcome_property,same_paper_not_causal
TR_c4f689d089cf,P0270,2024,TC_02b54434dcd0,material_system,typed_co_reported_in_abstract,TC_fb7c1ddc034b,outcome_property,same_paper_not_causal
TR_bb1037d14908,P0270,2024,TC_664fbdd11084,material_system,typed_co_reported_in_abstract,TC_715c5c5117f2,mechanism,same_paper_not_causal
TR_98620b68a65f,P0270,2024,TC_664fbdd11084,material_system,typed_co_reported_in_abstract,TC_7fde3f018306,mechanism,same_paper_not_causal
TR_5a6f0d2d1796,P0270,2024,TC_664fbdd11084,material_system,typed_co_reported_in_abstract,TC_d51141fbc0ae,mechanism,same_paper_not_causal
TR_20487f1368c2,P0270,2024,TC_664fbdd11084,material_system,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_58af9821a64b,P0270,2024,TC_664fbdd11084,material_system,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_aa7a00d82fbe,P0270,2024,TC_664fbdd11084,material_system,typed_co_reported_in_abstract,TC_fababc7795c1,outcome_property,same_paper_not_causal
TR_9bf22fa32b0c,P0270,2024,TC_664fbdd11084,material_system,typed_co_reported_in_abstract,TC_fb7c1ddc034b,outcome_property,same_paper_not_causal
TR_866cea51366a,P0270,2024,TC_b713a196469a,material_system,typed_co_reported_in_abstract,TC_715c5c5117f2,mechanism,same_paper_not_causal
TR_ee9172acfa81,P0270,2024,TC_b713a196469a,material_system,typed_co_reported_in_abstract,TC_7fde3f018306,mechanism,same_paper_not_causal
TR_e1d7371f7ac6,P0270,2024,TC_b713a196469a,material_system,typed_co_reported_in_abstract,TC_d51141fbc0ae,mechanism,same_paper_not_causal
TR_a4d91b606f26,P0270,2024,TC_b713a196469a,material_system,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_f48c6656fc78,P0270,2024,TC_b713a196469a,material_system,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_b8d2e35e3a6e,P0270,2024,TC_b713a196469a,material_system,typed_co_reported_in_abstract,TC_fababc7795c1,outcome_property,same_paper_not_causal
TR_30c4b4335ca5,P0270,2024,TC_b713a196469a,material_system,typed_co_reported_in_abstract,TC_fb7c1ddc034b,outcome_property,same_paper_not_causal
TR_2527d269c66a,P0270,2024,TC_715c5c5117f2,mechanism,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_661357088f7d,P0270,2024,TC_715c5c5117f2,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_154cf65d01ff,P0270,2024,TC_715c5c5117f2,mechanism,typed_co_reported_in_abstract,TC_fababc7795c1,outcome_property,same_paper_not_causal
TR_3510f25707c3,P0270,2024,TC_715c5c5117f2,mechanism,typed_co_reported_in_abstract,TC_fb7c1ddc034b,outcome_property,same_paper_not_causal
TR_df85de5f25c9,P0270,2024,TC_7fde3f018306,mechanism,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_00aced1cde5a,P0270,2024,TC_7fde3f018306,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_244ab079aec9,P0270,2024,TC_7fde3f018306,mechanism,typed_co_reported_in_abstract,TC_fababc7795c1,outcome_property,same_paper_not_causal
TR_3fad130e3fa7,P0270,2024,TC_7fde3f018306,mechanism,typed_co_reported_in_abstract,TC_fb7c1ddc034b,outcome_property,same_paper_not_causal
TR_f48b923faf69,P0270,2024,TC_d51141fbc0ae,mechanism,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_34c74a349c7a,P0270,2024,TC_d51141fbc0ae,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_8c00c41500f0,P0270,2024,TC_d51141fbc0ae,mechanism,typed_co_reported_in_abstract,TC_fababc7795c1,outcome_property,same_paper_not_causal
TR_da0b6baac563,P0270,2024,TC_d51141fbc0ae,mechanism,typed_co_reported_in_abstract,TC_fb7c1ddc034b,outcome_property,same_paper_not_causal
TR_40e5e90c9432,P0271,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_f290376c2387,structure_state,same_paper_not_causal
TR_3f6b2c07ac92,P0271,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_716ca6e05d7e,mechanism,same_paper_not_causal
TR_2f1ecd14ec69,P0271,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_af6bbcaf729f,mechanism,same_paper_not_causal
TR_862a92c4e93e,P0271,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_1c0fd710898d,outcome_property,same_paper_not_causal
TR_366e4f04e483,P0271,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_3551de0250ed,outcome_property,same_paper_not_causal
TR_24e159bed409,P0271,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_6a63fa461f80,outcome_property,same_paper_not_causal
TR_60e95d4012bf,P0271,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_74422465edfe,P0271,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_d371be910c4a,outcome_property,same_paper_not_causal
TR_c5eef33bb673,P0271,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_92d45f7ce61b,P0271,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_fababc7795c1,outcome_property,same_paper_not_causal
TR_4b2d4b16d7d3,P0271,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_a1b3b82d80d4,device_context,same_paper_not_causal
TR_d9b95ebee841,P0271,2025,TC_6d3814acb95f,material_system,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_50f9d8bc9e02,P0271,2025,TC_ed6092b23b34,material_system,typed_co_reported_in_abstract,TC_f290376c2387,structure_state,same_paper_not_causal
TR_6e0c3d0459fb,P0271,2025,TC_ed6092b23b34,material_system,typed_co_reported_in_abstract,TC_716ca6e05d7e,mechanism,same_paper_not_causal
TR_6d598e86f1ff,P0271,2025,TC_ed6092b23b34,material_system,typed_co_reported_in_abstract,TC_af6bbcaf729f,mechanism,same_paper_not_causal
TR_15a8279db198,P0271,2025,TC_ed6092b23b34,material_system,typed_co_reported_in_abstract,TC_1c0fd710898d,outcome_property,same_paper_not_causal
TR_3718e9a1efc3,P0271,2025,TC_ed6092b23b34,material_system,typed_co_reported_in_abstract,TC_3551de0250ed,outcome_property,same_paper_not_causal
TR_b435e534c0d8,P0271,2025,TC_ed6092b23b34,material_system,typed_co_reported_in_abstract,TC_6a63fa461f80,outcome_property,same_paper_not_causal
TR_2dcf30595143,P0271,2025,TC_ed6092b23b34,material_system,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_f6cc7b3f30fc,P0271,2025,TC_ed6092b23b34,material_system,typed_co_reported_in_abstract,TC_d371be910c4a,outcome_property,same_paper_not_causal
TR_0d3e5f625408,P0271,2025,TC_ed6092b23b34,material_system,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_2a5c8ca82295,P0271,2025,TC_ed6092b23b34,material_system,typed_co_reported_in_abstract,TC_fababc7795c1,outcome_property,same_paper_not_causal
TR_4a17bffccbf9,P0271,2025,TC_ed6092b23b34,material_system,typed_co_reported_in_abstract,TC_a1b3b82d80d4,device_context,same_paper_not_causal
TR_ddd1f19955f7,P0271,2025,TC_ed6092b23b34,material_system,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_ea25918e1f1b,P0271,2025,TC_f290376c2387,structure_state,typed_co_reported_in_abstract,TC_716ca6e05d7e,mechanism,same_paper_not_causal
TR_c1ff7557d5e2,P0271,2025,TC_f290376c2387,structure_state,typed_co_reported_in_abstract,TC_af6bbcaf729f,mechanism,same_paper_not_causal
TR_02c12c90de1b,P0271,2025,TC_f290376c2387,structure_state,typed_co_reported_in_abstract,TC_1c0fd710898d,outcome_property,same_paper_not_causal
TR_b24723a7f08e,P0271,2025,TC_f290376c2387,structure_state,typed_co_reported_in_abstract,TC_3551de0250ed,outcome_property,same_paper_not_causal
TR_2b37e1fa215d,P0271,2025,TC_f290376c2387,structure_state,typed_co_reported_in_abstract,TC_6a63fa461f80,outcome_property,same_paper_not_causal
TR_ecb0fd7bf40c,P0271,2025,TC_f290376c2387,structure_state,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_912faa375a90,P0271,2025,TC_f290376c2387,structure_state,typed_co_reported_in_abstract,TC_d371be910c4a,outcome_property,same_paper_not_causal
TR_6641c0b8cb42,P0271,2025,TC_f290376c2387,structure_state,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_10eaa256ac5c,P0271,2025,TC_f290376c2387,structure_state,typed_co_reported_in_abstract,TC_fababc7795c1,outcome_property,same_paper_not_causal
TR_9c40b8451115,P0271,2025,TC_f290376c2387,structure_state,typed_co_reported_in_abstract,TC_a1b3b82d80d4,device_context,same_paper_not_causal
TR_f864f8811c5c,P0271,2025,TC_f290376c2387,structure_state,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_645d4020168f,P0271,2025,TC_716ca6e05d7e,mechanism,typed_co_reported_in_abstract,TC_1c0fd710898d,outcome_property,same_paper_not_causal
TR_78c66f80077d,P0271,2025,TC_716ca6e05d7e,mechanism,typed_co_reported_in_abstract,TC_3551de0250ed,outcome_property,same_paper_not_causal
TR_deb93d23597c,P0271,2025,TC_716ca6e05d7e,mechanism,typed_co_reported_in_abstract,TC_6a63fa461f80,outcome_property,same_paper_not_causal
TR_aeac2d5f81d4,P0271,2025,TC_716ca6e05d7e,mechanism,typed_co_reported_in_abstract,TC_a6ad80f6088e,outcome_property,same_paper_not_causal
TR_cf6261522d1c,P0271,2025,TC_716ca6e05d7e,mechanism,typed_co_reported_in_abstract,TC_d371be910c4a,outcome_property,same_paper_not_causal
TR_7d1d89182e09,P0271,2025,TC_716ca6e05d7e,mechanism,typed_co_reported_in_abstract,TC_dd4634fe263f,outcome_property,same_paper_not_causal
TR_c911d93d77c6,P0271,2025,TC_716ca6e05d7e,mechanism,typed_co_reported_in_abstract,TC_fababc7795c1,outcome_property,same_paper_not_causal
TR_696cbc94eacf,P0271,2025,TC_716ca6e05d7e,mechanism,typed_co_reported_in_abstract,TC_a1b3b82d80d4,device_context,same_paper_not_causal
TR_124591b112d4,P0271,2025,TC_716ca6e05d7e,mechanism,typed_co_reported_in_abstract,TC_cd73158e8b1d,device_context,same_paper_not_causal
TR_09f2c550e7c6,P0271,2025,TC_af6bbcaf729f,mechanism,typed_co_reported_in_abstract,TC_1c0fd710898d,outcome_property,same_paper_not_causal
TR_75765f41c728,P0271,2025,TC_af6bbcaf729f,mechanism,typed_co_reported_in_abstract,TC_3551de0250ed,outcome_property,same_paper_not_causal
