paper_id,concept_id,canonical_concept,concept_type,concept_subtype,evidence_field,evidence_text,extraction_method,confidence
P0387,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"lamellar beta-Ni(OH)2 membrane doped with anion- or cation-generating species including aminopropyl magnesium phyllosilicate, organic halide salts, and PSS | mobile anion-generating dopants produce negative Seebeck coefficients, while cation-generating PSS produces positive Seebeck coefficients in Ni(OH)2 nanofluidic membranes",domain_curated_rule,0.97
P0387,C3197A0656B,negative seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,negative seebeck coefficient,cleaned_open_concept,0.78
P0387,C413AEDFAA1,positive seebeck,property_metric,property/metric,abstract/material/mechanism,positive seebeck,cleaned_open_concept,0.78
P0387,C539540C36B,nanochannel-confined ion transport,transport_mechanism,ionic transport,material+mechanism+abstract,"lamellar beta-Ni(OH)2 membrane doped with anion- or cation-generating species including aminopropyl magnesium phyllosilicate, organic halide salts, and PSS | mobile anion-generating dopants produce negative Seebeck coefficients, while cation-generating PSS produces positive Seebeck coefficients in Ni(OH)2 nanofluidic membranes",domain_curated_rule,0.97
P0387,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0387,C6DC5DD518A,positive seebeck coefficients,property_metric,property/metric,abstract/material/mechanism,positive seebeck coefficients,cleaned_open_concept,0.78
P0387,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P0387,C9968B5FA4F,seebeck coefficients,property_metric,property/metric,abstract/material/mechanism,seebeck coefficients,cleaned_open_concept,0.78
P0387,CF48AC001D7,negative seebeck,property_metric,property/metric,abstract/material/mechanism,negative seebeck,cleaned_open_concept,0.78
P0387,CF613FF5F63,seebeck coefficient values,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient values,cleaned_open_concept,0.78
P0389,C00DD823894,organic redox molecular design,redox_chemistry,redox mechanism,material+mechanism+abstract,TEMPO-oxidized bacterial cellulose/[EMIm][DCA] carboxyl-functionalized bacterial-cellulose ionogel (CBCIG) | functionalized bacterial cellulose confines ionic liquid and improves ionic conductivity while retaining flexible biodegradable ionogel structure,domain_curated_rule,0.97
P0389,C25AE3AAFFE,maximum seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,maximum seebeck coefficient,cleaned_open_concept,0.78
P0389,C37031A3390,cellulose,material_entity,biopolymer,material_raw,cellulose,controlled_rule,0.94
P0389,C65E336E20C,TEMPO,material_entity,organic redox species,material_raw,TEMPO,controlled_rule,0.94
P0389,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0389,C77E2C49599,bacterial cellulose,material_entity,biopolymer,material_raw,bacterial cellulose,controlled_rule,0.94
P0389,C84C6A613D4,cellulose nanofiber scaffold,gel_microstructure,soft-material mechanism,material+mechanism+abstract,TEMPO-oxidized bacterial cellulose/[EMIm][DCA] carboxyl-functionalized bacterial-cellulose ionogel (CBCIG) | functionalized bacterial cellulose confines ionic liquid and improves ionic conductivity while retaining flexible biodegradable ionogel structure,domain_curated_rule,0.97
P0389,C8B9728C32C,maximum seebeck,property_metric,property/metric,abstract/material/mechanism,maximum seebeck,cleaned_open_concept,0.78
P0389,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P0389,CACF6FDAA21,high ionic conductivity,property_metric,property/metric,abstract/material/mechanism,high ionic conductivity,cleaned_open_concept,0.78
P0389,CBC536166F4,ionic conductivity,property_metric,transport property,mechanism_raw,ionic conductivity,controlled_rule,0.94
P0389,CC1DFFF3702,wearable biointerface thermocell,device_function,device function,material+mechanism+abstract,TEMPO-oxidized bacterial cellulose/[EMIm][DCA] carboxyl-functionalized bacterial-cellulose ionogel (CBCIG) | functionalized bacterial cellulose confines ionic liquid and improves ionic conductivity while retaining flexible biodegradable ionogel structure,domain_curated_rule,0.97
P0389,CCB7E33D0FE,ionic liquid,material_system,electrolyte and solvent,mechanism_raw,ionic liquid,controlled_rule,0.94
P0389,CE7888BA5E1,ionogel,material_system,soft material platform,material_raw,ionogel,controlled_rule,0.94
P0390,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,NaCl-PMSC thermoelectric ionogel electrolyte with polyacrylamide/sodium carboxymethyl cellulose hydrogel and hydrogel electrodes | cross-linked PMSC network provides cation selectivity; NaCl improves ionic thermoelectric properties for integrated energy conversion-storage,domain_curated_rule,0.97
P0390,C338491CE9C,thermal charging redox storage,device_function,device function,material+mechanism+abstract,NaCl-PMSC thermoelectric ionogel electrolyte with polyacrylamide/sodium carboxymethyl cellulose hydrogel and hydrogel electrodes | cross-linked PMSC network provides cation selectivity; NaCl improves ionic thermoelectric properties for integrated energy conversion-storage,domain_curated_rule,0.97
P0390,C37031A3390,cellulose,material_entity,biopolymer,material_raw,cellulose,controlled_rule,0.94
P0390,C4A92E5F4FE,hydrogel,material_system,soft material platform,material_raw,hydrogel,controlled_rule,0.94
P0390,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0390,C78B8F896F7,polyacrylamide (PAM),material_entity,polymer,material_raw,polyacrylamide,controlled_rule,0.94
P0390,C84C6A613D4,cellulose nanofiber scaffold,gel_microstructure,soft-material mechanism,material+mechanism+abstract,NaCl-PMSC thermoelectric ionogel electrolyte with polyacrylamide/sodium carboxymethyl cellulose hydrogel and hydrogel electrodes | cross-linked PMSC network provides cation selectivity; NaCl improves ionic thermoelectric properties for integrated energy conversion-storage,domain_curated_rule,0.97
P0390,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P0390,CBC536166F4,ionic conductivity,property_metric,transport property,abstract,ionic conductivity,controlled_rule,0.94
P0390,CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,network structure,material+mechanism+abstract,NaCl-PMSC thermoelectric ionogel electrolyte with polyacrylamide/sodium carboxymethyl cellulose hydrogel and hydrogel electrodes | cross-linked PMSC network provides cation selectivity; NaCl improves ionic thermoelectric properties for integrated energy conversion-storage,domain_curated_rule+prediction_family_collapse,0.97
P0390,CE7888BA5E1,ionogel,material_system,soft material platform,material_raw,ionogel,controlled_rule,0.94
P0391,C06AEB0783B,PF6-,material_entity,chemical formula,material_raw,PF6-,chemical_formula_parser,0.9
P0391,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"anion-exchanged PDADMAC and MADQUAT cationic polyelectrolytes with BF4- or PF6- | solution anion exchange replaces unstable Cl- with bulkier hydrophobic anions, improving air stability and humidity-dependent n-type ionic thermoelectric behavior",domain_curated_rule,0.97
P0391,C106397924D,p/n thermogalvanic series design,device_function,device function,material+mechanism+abstract,"anion-exchanged PDADMAC and MADQUAT cationic polyelectrolytes with BF4- or PF6- | solution anion exchange replaces unstable Cl- with bulkier hydrophobic anions, improving air stability and humidity-dependent n-type ionic thermoelectric behavior",domain_curated_rule,0.97
P0391,C338491CE9C,thermal charging redox storage,device_function,device function,material+mechanism+abstract,"anion-exchanged PDADMAC and MADQUAT cationic polyelectrolytes with BF4- or PF6- | solution anion exchange replaces unstable Cl- with bulkier hydrophobic anions, improving air stability and humidity-dependent n-type ionic thermoelectric behavior",domain_curated_rule,0.97
P0391,C42CB50C15C,BF4-,material_entity,chemical formula,material_raw,BF4-,chemical_formula_parser,0.9
P0391,C9968B5FA4F,seebeck coefficients,property_metric,property/metric,abstract/material/mechanism,seebeck coefficients,cleaned_open_concept,0.78
P0391,CBC536166F4,ionic conductivity,property_metric,transport property,abstract,ionic conductivity,controlled_rule,0.94
P0391,CBDA7CBD21E,high seebeck coefficients,property_metric,property/metric,abstract/material/mechanism,high seebeck coefficients,cleaned_open_concept,0.78
P0391,CC2754A6A87,high seebeck,property_metric,property/metric,abstract/material/mechanism,high seebeck,cleaned_open_concept,0.78
P0392,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"aligned graphene oxide embedded in polystyrene sulfonic acid (PSS-H) | water thermodiffusion boosts proton transport; aligned GO promotes proton/water diffusion along GO planes, increasing ionic thermopower and conductivity",domain_curated_rule,0.97
P0392,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"aligned graphene oxide embedded in polystyrene sulfonic acid (PSS-H) | water thermodiffusion boosts proton transport; aligned GO promotes proton/water diffusion along GO planes, increasing ionic thermopower and conductivity",domain_curated_rule,0.97
P0392,C6181968680,graphene,material_entity,carbon material,material_raw,graphene,controlled_rule,0.94
P0392,C8AD5B453CC,ion diffusion,transport_mechanism,ionic transport,abstract,diffusion of ions,controlled_rule,0.94
P0392,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,thermopower,controlled_rule,0.94
P0392,C9642D16DCA,graphene oxide,material_entity,carbon material,material_raw,graphene oxide,controlled_rule,0.94
P0392,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P0392,CB616185DB9,large thermopower,property_metric,property/metric,abstract/material/mechanism,large thermopower,cleaned_open_concept,0.78
P0392,CF0253D4799,ionic thermopower,property_metric,property/metric,abstract/material/mechanism,ionic thermopower,cleaned_open_concept,0.78
P0393,C1F3FEDB678,high seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,high seebeck coefficient,cleaned_open_concept,0.78
P0393,C4569C77DFF,cement-based ionic material,material_system,porous ionic material,mechanism_raw,cement-based,controlled_rule,0.94
P0393,C5C8C31EAB3,high electrical conductivity,property_metric,property/metric,abstract/material/mechanism,high electrical conductivity,cleaned_open_concept,0.78
P0393,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0393,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P0393,C9F13917B6F,temperature sensing,device_function,device function,abstract/material/mechanism,temperature sensing,cleaned_open_concept,0.78
P0393,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P0393,CC2754A6A87,high seebeck,property_metric,property/metric,abstract/material/mechanism,high seebeck,cleaned_open_concept,0.78
P0394,C00598208B6,ionic seebeck,property_metric,property/metric,abstract/material/mechanism,ionic seebeck,cleaned_open_concept,0.78
P0394,C338491CE9C,thermal charging redox storage,device_function,device function,material+mechanism+abstract,ionic thermoelectric materials; theoretical framework for ionic Seebeck coefficient and figure of merit | ionic Eastman entropy determines ionic Seebeck coefficient; diffusion coefficients affect voltage response speed rather than steady-state Seebeck coefficient,domain_curated_rule,0.97
P0394,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0394,C8AD5B453CC,ion diffusion,transport_mechanism,ionic transport,abstract,ionic diffusion,controlled_rule,0.94
P0394,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,material_raw,Seebeck coefficient,controlled_rule,0.94
P0394,C9968B5FA4F,seebeck coefficients,property_metric,property/metric,abstract/material/mechanism,seebeck coefficients,cleaned_open_concept,0.78
P0394,CC44C08236F,ionic seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,ionic seebeck coefficient,cleaned_open_concept,0.78
P0394,CF203EF8121,Eastman entropy of transfer,solvation_entropy,ionic thermodynamics,mechanism_raw,Eastman entropy,controlled_rule,0.94
P0395,C00598208B6,ionic seebeck,property_metric,property/metric,abstract/material/mechanism,ionic seebeck,cleaned_open_concept,0.78
P0395,C058C30AC53,thermal conductivity decreases,property_metric,property/metric,abstract/material/mechanism,thermal conductivity decreases,cleaned_open_concept,0.78
P0395,C8986EE9734,conductivity decreases,property_metric,property/metric,abstract/material/mechanism,conductivity decreases,cleaned_open_concept,0.78
P0395,C9968B5FA4F,seebeck coefficients,property_metric,property/metric,abstract/material/mechanism,seebeck coefficients,cleaned_open_concept,0.78
P0395,CC1DFFF3702,wearable biointerface thermocell,device_function,device function,material+mechanism+abstract,polymer-based all-solid-state ionic thermoelectric films | thermal conductivity decreases with temperature; interfacial thermal conductance with metal electrodes depends on spin-coating conditions and affects device performance,domain_curated_rule,0.97
P0395,CCF542D6217,thermal conductivity,property_metric,transport property,mechanism_raw,thermal conductivity,controlled_rule,0.94
P0396,C4A92E5F4FE,hydrogel,material_system,soft material platform,material_raw,hydrogel,controlled_rule,0.94
P0396,C7032A2F7AB,hexacyanoferrate redox electrode,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,"Prussian blue/graphite electrode with ion-conductive hydrogel thermoelectric device | Prussian blue redox electrode increases capacitance, instantaneous power density, and output energy density compared with graphite electrode",domain_curated_rule,0.97
P0396,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"Prussian blue/graphite electrode with ion-conductive hydrogel thermoelectric device | Prussian blue redox electrode increases capacitance, instantaneous power density, and output energy density compared with graphite electrode",domain_curated_rule,0.97
P0396,CF8594C4108,power density,property_metric,device metric,mechanism_raw,power density,controlled_rule,0.94
P0397,C106397924D,p/n thermogalvanic series design,device_function,device function,material+mechanism+abstract,"hydrated PVA-cellulosic membrane with copper-coordinated carboxylated cellulose and [CuCl4]2- complex | carboxylated cellulose coordinates Cu2+ and converts Cu2+/Cl- motion into higher-heat transport of [CuCl4]2- anions, producing giant n-type thermopower",domain_curated_rule,0.97
P0397,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"hydrated PVA-cellulosic membrane with copper-coordinated carboxylated cellulose and [CuCl4]2- complex | carboxylated cellulose coordinates Cu2+ and converts Cu2+/Cl- motion into higher-heat transport of [CuCl4]2- anions, producing giant n-type thermopower",domain_curated_rule,0.97
P0397,C37031A3390,cellulose,material_entity,biopolymer,material_raw,cellulose,controlled_rule,0.94
P0397,C5C526BBE37,[CuCl4]2-,material_entity,chemical formula,material_raw,[CuCl4]2-,chemical_formula_parser,0.9
P0397,C7B823B5BB0,poly(vinyl alcohol) (PVA),material_entity,polymer,material_raw,PVA,controlled_rule,0.94
P0397,C84C6A613D4,cellulose nanofiber scaffold,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"hydrated PVA-cellulosic membrane with copper-coordinated carboxylated cellulose and [CuCl4]2- complex | carboxylated cellulose coordinates Cu2+ and converts Cu2+/Cl- motion into higher-heat transport of [CuCl4]2- anions, producing giant n-type thermopower",domain_curated_rule,0.97
P0397,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,thermopower,controlled_rule,0.94
P0397,CE527D376EA,n-type thermopower,property_metric,property/metric,abstract/material/mechanism,n-type thermopower,cleaned_open_concept,0.78
P0398,C00598208B6,ionic seebeck,property_metric,property/metric,abstract/material/mechanism,ionic seebeck,cleaned_open_concept,0.78
P0398,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"SiO2 nanoparticle-reinforced PANI:PAAMPSA:PA organic-inorganic ionic thermoelectric composite | SiO2 nanoparticles interact with ternary polymer, increasing mobile proton concentration while providing self-healing and stretchability",domain_curated_rule,0.97
P0398,C1AAB990F48,SiO2,material_entity,chemical formula,material_raw,SiO2,chemical_formula_parser,0.9
P0398,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0398,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P0398,C95D66F92B2,carbon nanotube family,material_entity,carbon material family,abstract,carbon nanotube,controlled_rule+prediction_family_collapse,0.94
P0398,CBC536166F4,ionic conductivity,property_metric,transport property,abstract,ionic conductivity,controlled_rule,0.94
P0398,CC44C08236F,ionic seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,ionic seebeck coefficient,cleaned_open_concept,0.78
P0399,C00598208B6,ionic seebeck,property_metric,property/metric,abstract/material/mechanism,ionic seebeck,cleaned_open_concept,0.78
P0399,C4A92E5F4FE,hydrogel,material_system,soft material platform,material_raw,hydrogels,controlled_rule,0.94
P0399,C5EFC27B241,power factor,property_metric,thermoelectric metric,abstract,power factor,controlled_rule,0.94
P0399,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0399,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P0399,C9968B5FA4F,seebeck coefficients,property_metric,property/metric,abstract/material/mechanism,seebeck coefficients,cleaned_open_concept,0.78
P0399,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P0399,CC1DFFF3702,wearable biointerface thermocell,device_function,device function,material+mechanism+abstract,lignin-based ionic hydrogels | lignin hydrogel composition controls ionic Seebeck coefficient and conductivity for sustainable ionic thermoelectric systems,domain_curated_rule,0.97
P0399,CC44C08236F,ionic seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,ionic seebeck coefficient,cleaned_open_concept,0.78
P0399,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P0400,C0783369D77,PEDOT family,material_entity,conducting polymer family,material_raw,PEDOT:PSS,controlled_rule+prediction_family_collapse,0.94
P0400,C106397924D,p/n thermogalvanic series design,device_function,device function,material+mechanism+abstract,ionic gel with AuNW or PEDOT:PSS electrodes in all-polymer ITESCs | electrode/ion-gel interface controls effective thermopower; PEDOT:PSS polyanions cause Donnan exclusion and negative thermopower,domain_curated_rule,0.97
P0400,C338491CE9C,thermal charging redox storage,device_function,device function,material+mechanism+abstract,ionic gel with AuNW or PEDOT:PSS electrodes in all-polymer ITESCs | electrode/ion-gel interface controls effective thermopower; PEDOT:PSS polyanions cause Donnan exclusion and negative thermopower,domain_curated_rule,0.97
P0400,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,thermopower,controlled_rule,0.94
P0400,CC1DFFF3702,wearable biointerface thermocell,device_function,device function,material+mechanism+abstract,ionic gel with AuNW or PEDOT:PSS electrodes in all-polymer ITESCs | electrode/ion-gel interface controls effective thermopower; PEDOT:PSS polyanions cause Donnan exclusion and negative thermopower,domain_curated_rule,0.97
P0400,CDF793D9F68,negative thermopower,property_metric,property/metric,abstract/material/mechanism,negative thermopower,cleaned_open_concept,0.78
P0401,C0783369D77,PEDOT family,material_entity,conducting polymer family,material_raw,PEDOT:PSS,controlled_rule+prediction_family_collapse,0.94
P0401,C106397924D,p/n thermogalvanic series design,device_function,device function,material+mechanism+abstract,"PEDOT:PSS/PAAm ionic hydrogel with ammonium persulfate initiator | PEDOT:PSS acts as n-type dopant and induces counterion condensation, immobilizing cations and increasing ion thermal-migration disparity",domain_curated_rule,0.97
P0401,C2C6E45217A,high thermopower,property_metric,property/metric,abstract/material/mechanism,high thermopower,cleaned_open_concept,0.78
P0401,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"PEDOT:PSS/PAAm ionic hydrogel with ammonium persulfate initiator | PEDOT:PSS acts as n-type dopant and induces counterion condensation, immobilizing cations and increasing ion thermal-migration disparity",domain_curated_rule,0.97
P0401,C4A92E5F4FE,hydrogel,material_system,soft material platform,material_raw,hydrogel,controlled_rule,0.94
P0401,C5CE88E5AD7,thermal migration,transport_mechanism,transport mechanism,abstract/material/mechanism,thermal migration,cleaned_open_concept,0.78
P0401,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0401,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,thermopower,controlled_rule,0.94
P0401,CE10EBC642C,Manning counterion condensation,transport_mechanism,ionic transport,mechanism_raw,counterion condensation,controlled_rule,0.94
P0402,C0B0DE2212C,CO2,material_entity,chemical formula,material_raw,CO2,chemical_formula_parser,0.9
P0402,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"PEO/CO2-derived polycarbonate oligomer/ethylmethylimidazolium dicyanamide aligned nanofibrous ionogel membrane | ionic liquid facilitates aligned nanofiber formation; polycarbonate increases PEO amorphous regions and ion-polymer interactions, decoupling ionic conductivity from thermal conduction",domain_curated_rule,0.97
P0402,C2C6E45217A,high thermopower,property_metric,property/metric,abstract/material/mechanism,high thermopower,cleaned_open_concept,0.78
P0402,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,thermopower,controlled_rule,0.94
P0402,CBC536166F4,ionic conductivity,property_metric,transport property,mechanism_raw,ionic conductivity,controlled_rule,0.94
P0402,CCB7E33D0FE,ionic liquid,material_system,electrolyte and solvent,mechanism_raw,ionic liquid,controlled_rule,0.94
P0402,CE7888BA5E1,ionogel,material_system,soft material platform,material_raw,ionogel,controlled_rule,0.94
P0403,C00598208B6,ionic seebeck,property_metric,property/metric,abstract/material/mechanism,ionic seebeck,cleaned_open_concept,0.78
P0403,C04AD813469,high ionic seebeck,property_metric,property/metric,abstract/material/mechanism,high ionic seebeck,cleaned_open_concept,0.78
P0403,C1AAB990F48,SiO2,material_entity,chemical formula,material_raw,SiO2,chemical_formula_parser,0.9
P0403,C436B8B58E6,high ionic seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,high ionic seebeck coefficient,cleaned_open_concept,0.78
P0403,C4937AFB10B,conversion efficiency,property_metric,device metric,abstract,conversion efficiency,controlled_rule,0.94
P0403,C5EFC27B241,power factor,property_metric,thermoelectric metric,abstract,power factor,controlled_rule,0.94
P0403,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0403,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P0403,CBC536166F4,ionic conductivity,property_metric,transport property,abstract,ionic conductivity,controlled_rule,0.94
P0403,CC44C08236F,ionic seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,ionic seebeck coefficient,cleaned_open_concept,0.78
P0403,CCB7E33D0FE,ionic liquid,material_system,electrolyte and solvent,material_raw,ionic liquid,controlled_rule,0.94
P0403,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P0403,CE7888BA5E1,ionogel,material_system,soft material platform,material_raw,ionogel,controlled_rule,0.94
P0403,CF8E6CDA9AF,ionic power factor,property_metric,property/metric,abstract/material/mechanism,ionic power factor,cleaned_open_concept,0.78
P0404,C438FE53FF1,lithium chloride (LiCl),material_entity,salt,material_raw,LiCl,controlled_rule,0.94
P0404,C4A92E5F4FE,hydrogel,material_system,soft material platform,material_raw,hydrogel,controlled_rule,0.94
P0404,C708AECFA88,output power density,property_metric,property/metric,abstract/material/mechanism,output power density,cleaned_open_concept,0.78
P0404,C7CA4D45A30,maximum output power density,property_metric,property/metric,abstract/material/mechanism,maximum output power density,cleaned_open_concept,0.78
P0404,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,mechanism_raw,ion migration,controlled_rule,0.94
P0404,CF8594C4108,power density,property_metric,device metric,abstract,power density,controlled_rule,0.94
P0405,C0783369D77,PEDOT family,material_entity,conducting polymer family,material_raw,PEDOT:PSS,controlled_rule+prediction_family_collapse,0.94
P0405,C1F3FEDB678,high seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,high seebeck coefficient,cleaned_open_concept,0.78
P0405,C5EFC27B241,power factor,property_metric,thermoelectric metric,mechanism_raw,power factor,controlled_rule,0.94
P0405,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0405,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P0405,CC2754A6A87,high seebeck,property_metric,property/metric,abstract/material/mechanism,high seebeck,cleaned_open_concept,0.78
P0405,CCB7E33D0FE,ionic liquid,material_system,electrolyte and solvent,mechanism_raw,ionic-liquid,controlled_rule,0.94
P0405,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P0405,CEF8B8EB19E,energy filtering,solid_state_mechanism,electronic transport,mechanism_raw,energy filtering,controlled_rule,0.94
P0406,C06F57A9BCA,polymer electrolyte,material_system,electrolyte and solvent,material_raw,polymer electrolyte,controlled_rule,0.94
P0406,C0CE4592274,large seebeck,property_metric,property/metric,abstract/material/mechanism,large seebeck,cleaned_open_concept,0.78
P0406,C52ADDD84A2,large seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,large seebeck coefficient,cleaned_open_concept,0.78
P0406,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0406,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P0406,CAEB010ACF4,polyethylene glycol (PEG),material_entity,polymer,material_raw,PEG,controlled_rule,0.94
P0407,C106397924D,p/n thermogalvanic series design,device_function,device function,material+mechanism+abstract,PVA/PTA hydrophilic-hydrophobic dual-network n-type ionic hydrogel | PTA coordinates cations while PVA provides anion pathways; hydrophilic-hydrophobic dual network improves thermoelectric and mechanical properties,domain_curated_rule,0.97
P0407,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,PVA/PTA hydrophilic-hydrophobic dual-network n-type ionic hydrogel | PTA coordinates cations while PVA provides anion pathways; hydrophilic-hydrophobic dual network improves thermoelectric and mechanical properties,domain_curated_rule,0.97
P0407,C4A92E5F4FE,hydrogel,material_system,soft material platform,material_raw,hydrogel,controlled_rule,0.94
P0407,C7B823B5BB0,poly(vinyl alcohol) (PVA),material_entity,polymer,material_raw,PVA,controlled_rule,0.94
P0407,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,thermopower,controlled_rule,0.94
P0407,CBC536166F4,ionic conductivity,property_metric,transport property,abstract,ionic conductivity,controlled_rule,0.94
P0407,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P0407,CDF793D9F68,negative thermopower,property_metric,property/metric,abstract/material/mechanism,negative thermopower,cleaned_open_concept,0.78
P0407,CEE666A6625,low thermal conductivity,property_metric,property/metric,abstract/material/mechanism,low thermal conductivity,cleaned_open_concept,0.78
P0408,C00598208B6,ionic seebeck,property_metric,property/metric,abstract/material/mechanism,ionic seebeck,cleaned_open_concept,0.78
P0408,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"PAM/LiTFSI4 ionic hydrogel fiber | ion-size difference, covalently cross-linked PAM network, and electrode-dependent effects promote cation transport and ion concentration difference; LiTFSI improves conductivity and antifreezing/self-healing",domain_curated_rule,0.97
P0408,C4A92E5F4FE,hydrogel,material_system,soft material platform,material_raw,hydrogel,controlled_rule,0.94
P0408,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P0408,C78B8F896F7,polyacrylamide (PAM),material_entity,polymer,material_raw,PAM,controlled_rule,0.94
