pair_id,iTE_claim,TG_claim,iTE_paper,TG_paper,score,endpoint_similarity,relation_lexical_similarity
Xbfeafa965d03,iTE:P1503:r001,TG:P0192:r001,P1503,P0192,0.6045289635658264,0.8399128913879395,0.055299725383520126
Xf84792723336,iTE:P0989:r003,TG:P0333:r003,P0989,P0333,0.6045278906822205,0.8108723163604736,0.12305755913257599
X1f21e91db44e,iTE:P0878:r009,TG:P0014:r003,P0878,P0014,0.6045193672180176,0.845706045627594,0.04175037145614624
Xa850cadc0ca4,iTE:P0350:r005,TG:P0270:r006,P0350,P0270,0.6045191287994385,0.807614803314209,0.13062939047813416
X44f5f8c4a2ca,iTE:P1502:r006,TG:P0310:r005,P1502,P0310,0.6045154929161072,0.8265698552131653,0.08638857305049896
X98046a40a671,iTE:P0682:r005,TG:P0058:r006,P0682,P0058,0.6045130491256714,0.8540575504302979,0.022242629900574684
X0d78c8283923,iTE:P1510:r010,TG:P0018:r001,P1510,P0018,0.6045089364051819,0.8580232858657837,0.012975514866411686
X8fe055b77064,iTE:P1272:r009,TG:P0114:r006,P1272,P0114,0.6045024394989014,0.8440834283828735,0.045480214059352875
X3538f77e0f0e,iTE:P0439:r013,TG:P0272:r003,P0439,P0272,0.6044841408729553,0.8635488152503967,0.0
X14860a0d5e9d,iTE:P0439:r013,TG:P0272:r010,P0439,P0272,0.6044841408729553,0.8635488152503967,0.0
Xb168fdc8b8eb,iTE:P1029:r009,TG:P0293:r002,P1029,P0293,0.6044809818267822,0.8543919920921326,0.02135542780160904
X8eccb3188d61,iTE:P0491:r011,TG:P0178:r003,P0491,P0178,0.6044793128967285,0.8245352506637573,0.09101546555757523
X1d0e0ec5c12c,iTE:P1520:r002,TG:P0223:r003,P1520,P0223,0.6044787764549255,0.7864742279052734,0.17982278764247894
Xc27744e7a1e8,iTE:P1152:r011,TG:P0229:r003,P1152,P0229,0.6044747233390808,0.7855935096740723,0.18186438083648682
X4d78d532b49f,iTE:P1325:r012,TG:P0027:r006,P1325,P0027,0.6044676303863525,0.7953859567642212,0.15899159014225006
X7122c298dd6e,iTE:P0439:r006,TG:P0126:r002,P0439,P0126,0.6044629812240601,0.8635185360908508,0.0
X9253382c61e3,iTE:P1120:r003,TG:P0043:r003,P1120,P0043,0.6044608354568481,0.8635154962539673,0.0
X4761d96b5797,iTE:P0408:r023,TG:P0033:r001,P0408,P0033,0.6044595837593079,0.8305453062057495,0.07692629098892212
X1a2b0fdff245,iTE:P1297:r009,TG:P0311:r005,P1297,P0311,0.60445636510849,0.8286707401275635,0.08128960430622101
X4def6bc0c5e9,iTE:P0940:r002,TG:P0213:r001,P0940,P0213,0.6044535636901855,0.8411498665809631,0.05216212198138237
X3866901fea5f,iTE:P0579:r001,TG:P0057:r004,P0579,P0057,0.6044513583183289,0.8469585180282593,0.03860132396221161
X90c726878264,iTE:P0406:r006,TG:P0212:r011,P0406,P0212,0.6044464111328125,0.8235694766044617,0.0931592583656311
X7ec7031a85e0,iTE:P0943:r004,TG:P0053:r009,P0943,P0053,0.6044459342956543,0.8230375051498413,0.09439899027347565
Xc33ca8d433cb,iTE:P1173:r003,TG:P0104:r002,P1173,P0104,0.6044381260871887,0.8634830117225647,0.0
Xd2caa9d5a65e,iTE:P0366:r005,TG:P0109:r008,P0366,P0109,0.6044345498085022,0.8494014739990234,0.03284507989883423
X0ff2f9e5dddb,iTE:P0419:r001,TG:P0198:r003,P0419,P0198,0.6044343113899231,0.8044416904449463,0.1377505362033844
X567f9631f145,iTE:P0586:r001,TG:P0167:r001,P0586,P0167,0.6044275164604187,0.8183523416519165,0.10526948422193527
Xbf75509f45f8,iTE:P0533:r010,TG:P0014:r004,P0533,P0014,0.6044226884841919,0.8541378974914551,0.021753964945673943
X3a88033e31b6,iTE:P1394:r009,TG:P0067:r005,P1394,P0067,0.6044129729270935,0.80032879114151,0.14727617800235748
Xa31385c7cb54,iTE:P1390:r005,TG:P0208:r006,P1390,P0208,0.6044082045555115,0.8086777329444885,0.1277793049812317
X028d8357a089,iTE:P0590:r004,TG:P0043:r003,P0590,P0043,0.6044065356254578,0.846894383430481,0.038601476699113846
X76e9086988ec,iTE:P1404:r008,TG:P0271:r007,P1404,P0271,0.6043951511383057,0.8599480986595154,0.008105117827653885
X1c48e3d72440,iTE:P1520:r008,TG:P0072:r007,P1520,P0072,0.6043945550918579,0.8451342582702637,0.04266858473420143
Xedba7aceedc7,iTE:P0791:r003,TG:P0099:r003,P0791,P0099,0.6043891906738281,0.8500892519950867,0.031089069321751595
Xdceeef17e513,iTE:P1719:r008,TG:P0157:r001,P1719,P0157,0.6043846011161804,0.8296140432357788,0.07884922623634338
X68d3aa0a8344,iTE:P1432:r005,TG:P0293:r002,P1432,P0293,0.6043787598609924,0.8450536727905273,0.0428040474653244
X21c1c844ddfe,iTE:P1909:r012,TG:P0081:r006,P1909,P0081,0.6043785810470581,0.8498442769050598,0.03162514790892601
X763a4df3a84a,iTE:P1880:r001,TG:P0289:r004,P1880,P0289,0.6043744087219238,0.8376859426498413,0.05998089537024498
X14c4254b25ec,iTE:P1383:r012,TG:P0240:r006,P1383,P0240,0.6043680906295776,0.7877674698829651,0.17643621563911438
Xe3a7929b9fa8,iTE:P1221:r002,TG:P0178:r007,P1221,P0178,0.6043670773506165,0.8222052454948425,0.09607816487550735
Xb2202b09686b,iTE:P1083:r005,TG:P0229:r003,P1083,P0229,0.6043640971183777,0.835149884223938,0.06586387753486633
X23ddfae0ae42,iTE:P0855:r003,TG:P0295:r007,P0855,P0295,0.6043619513511658,0.8347266912460327,0.06684430688619614
X4a59da53d787,iTE:P0571:r004,TG:P0272:r004,P0571,P0272,0.604361891746521,0.8500083088874817,0.03118688054382801
Xe381ee6d87bb,iTE:P1453:r007,TG:P0191:r006,P1453,P0191,0.6043543219566345,0.8108055591583252,0.12263478338718414
Xcc4d93e471c1,iTE:P0384:r003,TG:P0311:r005,P0384,P0311,0.6043514609336853,0.8326153755187988,0.07173579186201096
Xd80cab7e8598,iTE:P0720:r001,TG:P0067:r001,P0720,P0067,0.6043505072593689,0.8633579015731812,0.0
X00ec76fec82c,iTE:P1525:r005,TG:P0315:r003,P1525,P0315,0.6043497323989868,0.7757379412651062,0.20444399118423462
X6b7a1d8b1f03,iTE:P0562:r006,TG:P0027:r007,P0562,P0027,0.6043485999107361,0.7963444590568542,0.1563582569360733
X77d8a66925c6,iTE:P0788:r012,TG:P0277:r006,P0788,P0277,0.6043482422828674,0.8229219913482666,0.0943429097533226
X47a71df6cc45,iTE:P0735:r010,TG:P0050:r001,P0735,P0050,0.6043456196784973,0.8633509278297424,0.0
Xdf969f85529d,iTE:P0696:r003,TG:P0273:r005,P0696,P0273,0.6043399572372437,0.8599733114242554,0.00786234624683857
Xd206fedd5ff5,iTE:P0615:r003,TG:P0179:r001,P0615,P0179,0.6043331623077393,0.8079037666320801,0.1293351948261261
Xe6c0ddc981ae,iTE:P0583:r007,TG:P0085:r009,P0583,P0085,0.6043245792388916,0.8295636177062988,0.07876688987016678
X82c6ef6b26ec,iTE:P0579:r016,TG:P0271:r007,P0579,P0271,0.6043214797973633,0.8372875452041626,0.06073405221104622
X0b6a485dc8f2,iTE:P0366:r005,TG:P0066:r003,P0366,P0066,0.6043067574501038,0.808368980884552,0.12816153466701508
Xd7502f90a11a,iTE:P1566:r011,TG:P0081:r008,P1566,P0081,0.6043047904968262,0.8632925748825073,0.0
Xc260866ff94c,iTE:P0972:r001,TG:P0129:r006,P0972,P0129,0.6042986512184143,0.8467572927474976,0.03856180980801582
Xc2b1e313362e,iTE:P0696:r010,TG:P0306:r004,P0696,P0306,0.6042969822883606,0.8377565145492554,0.059558190405368805
X2875c65c294e,iTE:P1348:r005,TG:P0328:r001,P1348,P0328,0.6042944192886353,0.8333083391189575,0.06992863118648529
X4c76582a895c,iTE:P0753:r010,TG:P0178:r007,P0753,P0178,0.6042819619178772,0.8262255191802979,0.08641369640827179
X887fc571b40b,iTE:P0788:r002,TG:P0005:r005,P0788,P0005,0.604279637336731,0.8435502052307129,0.04598156362771988
X3fa7d3ecd41c,iTE:P0470:r004,TG:P0288:r004,P0470,P0288,0.6042785048484802,0.8006273508071899,0.14613130688667297
Xa5023b64eff9,iTE:P0872:r010,TG:P0255:r005,P0872,P0255,0.6042775511741638,0.7820034027099609,0.1895838975906372
X96efe3baae7c,iTE:P0359:r001,TG:P0166:r011,P0359,P0166,0.6042766571044922,0.8451854586601257,0.042156197130680084
X337a41759b05,iTE:P1893:r001,TG:P0229:r003,P1893,P0229,0.6042742133140564,0.8449773788452148,0.042633648961782455
Xf285cd12c058,iTE:P1813:r002,TG:P0219:r004,P1813,P0219,0.6042678952217102,0.8156113624572754,0.11113323271274567
X60300c65f4a0,iTE:P0827:r007,TG:P0333:r013,P0827,P0333,0.6042657494544983,0.8129489421844482,0.11733820289373398
Xb61ec8eedabd,iTE:P1415:r009,TG:P0058:r002,P1415,P0058,0.6042612791061401,0.8414411544799805,0.050841592252254486
X036d0659e8d6,iTE:P0545:r004,TG:P0316:r005,P0545,P0316,0.6042612195014954,0.7926082611083984,0.16478481888771057
X63b21bf4c40d,iTE:P1670:r009,TG:P0306:r004,P1670,P0306,0.6042569279670715,0.8228996992111206,0.09409042447805405
X564be994389a,iTE:P0342:r003,TG:P0057:r003,P0342,P0057,0.6042478084564209,0.8375034332275391,0.05998481065034866
X760a597a0a6c,iTE:P0543:r001,TG:P0016:r005,P0543,P0016,0.6042385101318359,0.8416529893875122,0.05027143657207489
X9f1a97420ab5,iTE:P0337:r004,TG:P0299:r003,P0337,P0299,0.6042377352714539,0.8279271125793457,0.08229592442512512
X7ba89a9c7411,iTE:P1754:r011,TG:P0053:r005,P1754,P0053,0.6042301058769226,0.8368498086929321,0.061450839042663574
X80906d4f40a4,iTE:P1770:r001,TG:P0270:r005,P1770,P0270,0.6042218804359436,0.8219760656356812,0.09612882882356644
X1708a6c1487d,iTE:P1767:r004,TG:P0025:r005,P1767,P0025,0.6042198538780212,0.7865996360778809,0.1786671131849289
Xefa6e2d90d45,iTE:P0590:r005,TG:P0014:r003,P0590,P0014,0.6042056083679199,0.8353915214538574,0.06477182358503342
X1afcf95b26ac,iTE:P0502:r002,TG:P0005:r001,P0502,P0005,0.6042028069496155,0.8448549509048462,0.04268115758895874
X45cdac97eaa6,iTE:P0913:r012,TG:P0178:r008,P0913,P0178,0.6042011976242065,0.8200371265411377,0.10058409720659256
X5503355e0b97,iTE:P1491:r009,TG:P0094:r009,P1491,P0094,0.6041921377182007,0.8309681415557861,0.07504818588495255
X6b9aad74133a,iTE:P0641:r007,TG:P0027:r003,P0641,P0027,0.604171097278595,0.8341736793518066,0.06749841570854187
X6e47c9becd76,iTE:P0863:r004,TG:P0129:r006,P0863,P0129,0.6041692495346069,0.8487842082977295,0.03340114280581474
X67eb12aefdfa,iTE:P1576:r012,TG:P0286:r007,P1576,P0286,0.6041643619537354,0.8606969118118286,0.005588501691818237
Xfe144d63f0ec,iTE:P0532:r003,TG:P0072:r007,P0532,P0072,0.6041592955589294,0.8337571620941162,0.06843097507953644
Xc0356c6fd566,iTE:P0428:r003,TG:P0310:r006,P0428,P0310,0.6041568517684937,0.8092232942581177,0.1256685107946396
Xf4e75c29594d,iTE:P0708:r004,TG:P0043:r003,P0708,P0043,0.60415118932724,0.8465830087661743,0.03847694769501686
X164350bd53c1,iTE:P0635:r006,TG:P0292:r004,P0635,P0292,0.6041314005851746,0.832768440246582,0.07064501941204071
X4e29cbb7ef73,iTE:P1934:r006,TG:P0226:r001,P1934,P0226,0.6041284799575806,0.8630406856536865,0.0
Xd7563ccfd9c6,iTE:P0719:r003,TG:P0198:r003,P0719,P0198,0.6041271090507507,0.7947589159011841,0.15931962430477142
X853adc91d011,iTE:P1116:r004,TG:P0063:r003,P1116,P0063,0.6041237711906433,0.8519744277000427,0.0258056428283453
X26fdb8e4576b,iTE:P1707:r001,TG:P0040:r002,P1707,P0040,0.6041237115859985,0.8526832461357117,0.024151431396603584
Xcd5ef7e28f54,iTE:P1171:r014,TG:P0119:r001,P1171,P0119,0.6041234135627747,0.8208136558532715,0.09851301461458206
X28d5ac6439ff,iTE:P1143:r003,TG:P0034:r006,P1143,P0034,0.6041226387023926,0.8322758078575134,0.07176508009433746
X3794018f5f83,iTE:P1507:r001,TG:P0311:r005,P1507,P0311,0.6041147708892822,0.821223258972168,0.0975283607840538
Xe45a0bc45b7d,iTE:P0559:r007,TG:P0039:r001,P0559,P0039,0.6041145324707031,0.8592626452445984,0.008768993429839611
X2b7eed704b86,iTE:P1539:r006,TG:P0333:r015,P1539,P0333,0.6041093468666077,0.8109924793243408,0.12138205021619797
Xbe166d38d111,iTE:P0787:r009,TG:P0044:r002,P0787,P0044,0.6041052937507629,0.8234965801239014,0.09219231456518173
X3cf289a0e535,iTE:P1200:r011,TG:P0086:r003,P1200,P0086,0.6041034460067749,0.7984045147895813,0.15073443949222565
Xd889bcb2ba04,iTE:P0932:r005,TG:P0067:r005,P0932,P0067,0.6041016578674316,0.839934229850769,0.05382571369409561
Xb5cdedaae64a,iTE:P0679:r001,TG:P0027:r003,P0679,P0027,0.6040963530540466,0.8144762516021729,0.11320988088846207
X26814b994562,iTE:P0735:r010,TG:P0186:r003,P0735,P0186,0.6040941476821899,0.8452485799789429,0.041400570422410965
X97af0ff60c37,iTE:P1029:r010,TG:P0045:r003,P1029,P0045,0.6040884256362915,0.8548920154571533,0.018880216404795647
X687a8aa06d94,iTE:P0346:r004,TG:P0043:r001,P0346,P0043,0.6040775179862976,0.8208615779876709,0.098248191177845
Xf7c50ff19755,iTE:P0493:r007,TG:P0138:r003,P0493,P0138,0.6040641069412231,0.8000986576080322,0.14665022492408752
X80b328e8ebcf,iTE:P0753:r010,TG:P0178:r008,P0753,P0178,0.6040521860122681,0.8259506821632385,0.0862889438867569
X7f2c6fe2b14a,iTE:P1786:r001,TG:P0100:r006,P1786,P0100,0.604043185710907,0.8289847373962402,0.07917964458465576
X8cef6fecacb5,iTE:P0503:r004,TG:P0270:r002,P0503,P0270,0.6040388941764832,0.8359788656234741,0.06284565478563309
Xceb3b40e2479,iTE:P1308:r014,TG:P0132:r003,P1308,P0132,0.6040383577346802,0.8071935176849365,0.13000963628292084
X79159996c8c7,iTE:P1045:r003,TG:P0248:r001,P1045,P0248,0.6040360927581787,0.8525648713111877,0.024135759100317955
Xcbb8eecf6b80,iTE:P1188:r004,TG:P0184:r003,P1188,P0184,0.6040327548980713,0.8356344103813171,0.06362897157669067
X54ba875df8cd,iTE:P0541:r006,TG:P0129:r006,P0541,P0129,0.6040313243865967,0.8422166109085083,0.048265665769577026
X923d1b4c1485,iTE:P1547:r005,TG:P0013:r004,P1547,P0013,0.604026198387146,0.8581962585449219,0.0109625905752182
Xac31258b0404,iTE:P0782:r004,TG:P0223:r003,P0782,P0223,0.6040138602256775,0.8628769516944885,0.0
X5b2e608a9653,iTE:P1493:r004,TG:P0085:r008,P1493,P0085,0.6040132641792297,0.841998815536499,0.04871370270848274
Xfa06870f53ed,iTE:P1410:r001,TG:P0187:r004,P1410,P0187,0.6040093302726746,0.8278954029083252,0.08160849660634995
X47aaef83a570,iTE:P0714:r003,TG:P0053:r005,P0714,P0053,0.6039985418319702,0.8276220560073853,0.08221030235290527
Xa5f439dd7b07,iTE:P0841:r002,TG:P0208:r004,P0841,P0208,0.6039965152740479,0.858450174331665,0.010271264240145683
Xaf52fe6f85f1,iTE:P0361:r007,TG:P0165:r005,P0361,P0165,0.6039950847625732,0.856916069984436,0.013846206478774548
X6db467d6a6ff,iTE:P1902:r003,TG:P0292:r004,P1902,P0292,0.6039944291114807,0.8304057717323303,0.07570135593414307
X0e7a5715b441,iTE:P1959:r017,TG:P0042:r001,P1959,P0042,0.6039897203445435,0.8463023900985718,0.03859370946884155
X98ff6dafc8bb,iTE:P1665:r001,TG:P0065:r007,P1665,P0065,0.6039854288101196,0.8412956595420837,0.05026158690452576
X2c6cb0b1f3f7,iTE:P0430:r008,TG:P0114:r004,P0430,P0114,0.6039816737174988,0.7826582193374634,0.187069833278656
Xa72c07e92f3d,iTE:P0417:r002,TG:P0173:r001,P0417,P0173,0.603972315788269,0.8293536305427551,0.07808267325162888
X7aad5efa6e7a,iTE:P1574:r009,TG:P0277:r006,P1574,P0277,0.6039676070213318,0.7808105945587158,0.19133414328098297
Xe1740a199d5b,iTE:P0391:r006,TG:P0014:r003,P0391,P0014,0.6039639115333557,0.8416872620582581,0.049276117235422134
Xe93efb321861,iTE:P1650:r002,TG:P0306:r004,P1650,P0306,0.6039639115333557,0.8105025887489319,0.12204031646251678
X650afac303c0,iTE:P0833:r020,TG:P0114:r006,P0833,P0114,0.6039610505104065,0.8162209987640381,0.1086878553032875
X155267e6bfa8,iTE:P0719:r003,TG:P0311:r005,P0719,P0311,0.6039438843727112,0.8311487436294556,0.07379934191703796
X31edf2e1d303,iTE:P0374:r002,TG:P0116:r002,P0374,P0116,0.6039414405822754,0.7945060729980469,0.1592906415462494
X41d7821161fc,iTE:P0376:r003,TG:P0016:r002,P0376,P0016,0.6039342880249023,0.8347756862640381,0.06530452519655228
Xb7cdf1e7bc3d,iTE:P0339:r003,TG:P0248:r002,P0339,P0248,0.6039335131645203,0.856763482093811,0.013997014611959457
X0ee6b8d009e4,iTE:P1909:r004,TG:P0270:r008,P1909,P0270,0.6039311289787292,0.8266282081604004,0.08430460095405579
X89648fb4f07b,iTE:P0532:r005,TG:P0107:audit_v1_a002,P0532,P0107,0.603926420211792,0.8348024487495422,0.06521565467119217
X063dfbdd57c0,iTE:P1409:r010,TG:P0104:r007,P1409,P0104,0.6039198637008667,0.8627426624298096,0.0
Xb9125941526a,iTE:P1487:r014,TG:P0202:r009,P1487,P0202,0.6039184927940369,0.8176456689834595,0.10522186756134033
X8be7a8e44215,iTE:P0726:r005,TG:P0070:r004,P0726,P0070,0.6039153337478638,0.8422198295593262,0.04787150397896767
X6fd126372d50,iTE:P0911:r004,TG:P0186:r003,P0911,P0186,0.6039004325866699,0.8409451246261597,0.05079631879925728
Xe958b0095cc4,iTE:P0386:r004,TG:P0134:r005,P0386,P0134,0.6038918495178223,0.7951310276985168,0.15766729414463043
X100f7330e1e8,iTE:P1404:audit_v1_a001,TG:P0310:r013,P1404,P0310,0.6038836240768433,0.8283076286315918,0.08022759854793549
Xcb73b96264d7,iTE:P1453:r007,TG:P0214:r007,P1453,P0214,0.6038775444030762,0.7849606275558472,0.18135029077529907
Xc6da3cae712f,iTE:P0406:r001,TG:P0085:r003,P0406,P0085,0.6038712859153748,0.862673282623291,0.0
X86643511ec50,iTE:P0335:r003,TG:P0195:r011,P0335,P0195,0.6038669347763062,0.8500018119812012,0.02955218032002449
Xd328edd6ed33,iTE:P1225:r011,TG:P0119:r004,P1225,P0119,0.6038668751716614,0.8483594655990601,0.033384207636117935
Xd4980b8aaf51,iTE:P1132:r012,TG:P0218:r005,P1132,P0218,0.6038658022880554,0.8481601476669312,0.03384576737880707
X60ef94e235f2,iTE:P1574:r011,TG:P0216:r002,P1574,P0216,0.6038628220558167,0.8345159292221069,0.06567224860191345
Xd58b1dc30f35,iTE:P0644:r004,TG:P0311:r005,P0644,P0311,0.6038610339164734,0.8162777423858643,0.10822222381830215
X5f7342d065bf,iTE:P1259:r003,TG:P0311:r005,P1259,P0311,0.6038583517074585,0.8132460117340088,0.11528719216585159
Xe652f9b7d863,iTE:P0615:r004,TG:P0216:r002,P0615,P0216,0.6038525700569153,0.8460581302642822,0.03870625048875809
Xcdba97d91ead,iTE:P0518:r003,TG:P0189:r007,P0518,P0189,0.6038519740104675,0.8079323768615723,0.12766441702842712
Xbee2c8b38b94,iTE:P1613:r003,TG:P0072:r007,P1613,P0072,0.6038472652435303,0.8096956610679626,0.12353438138961792
X38691a590d1e,iTE:P0541:r007,TG:P0129:r006,P0541,P0129,0.60384601354599,0.8415078520774841,0.049301840364933014
X688e7ca30bb2,iTE:P0433:r002,TG:P0164:r001,P0433,P0164,0.6038444638252258,0.8339658975601196,0.06689448654651642
X0d0926d4016b,iTE:P0959:r002,TG:P0132:r003,P0959,P0132,0.6038429141044617,0.8145054578781128,0.11229686439037323
Xd227ad5b8f6d,iTE:P0711:r004,TG:P0132:r003,P0711,P0132,0.603840708732605,0.7917496562004089,0.16538669168949127
X714ab2dda011,iTE:P0625:r005,TG:P0245:r006,P0625,P0245,0.60383141040802,0.8191807270050049,0.10134966671466827
X568bf721f21c,iTE:P1707:r009,TG:P0027:r004,P1707,P0027,0.6038253903388977,0.8514766097068787,0.025972573086619377
X1be560595608,iTE:P0991:r005,TG:P0329:r002,P0991,P0329,0.6038197875022888,0.8538656234741211,0.020379705354571342
Xf29c4b0a449d,iTE:P1415:r006,TG:P0050:r001,P1415,P0050,0.6038187146186829,0.8276095390319824,0.08164011687040329
Xd403a0165a4f,iTE:P1553:r004,TG:P0014:r003,P1553,P0014,0.6037969589233398,0.8625670671463013,0.0
Xcb3a39a14f29,iTE:P1794:r005,TG:P0054:r003,P1794,P0054,0.6037911176681519,0.8490084409713745,0.03161749988794327
X5ba65d470bca,iTE:P0344:r008,TG:P0027:r003,P0344,P0027,0.6037890315055847,0.8468438386917114,0.03666119650006294
X08b67d40c8c1,iTE:P1008:r014,TG:P0277:r005,P1008,P0277,0.603787899017334,0.8412543535232544,0.049699559807777405
X7a60e730a6fd,iTE:P0339:r005,TG:P0212:r006,P0339,P0212,0.6037788391113281,0.8251147270202637,0.08732857555150986
X5f5493f0d5b2,iTE:P1475:r014,TG:P0070:r004,P1475,P0070,0.6037787199020386,0.8334938287734985,0.06777677685022354
X7564c3790981,iTE:P1003:r003,TG:P0105:audit_v1_a001,P1003,P0105,0.6037785410881042,0.8442218899726868,0.042744025588035583
Xbc4db97d82d4,iTE:P0590:r002,TG:P0278:r003,P0590,P0278,0.6037731766700745,0.8292007446289062,0.07777544856071472
Xba08b39b76e9,iTE:P1084:r011,TG:P0014:r002,P1084,P0014,0.6037701368331909,0.8437100648880005,0.0439104326069355
Xef70e581c2e3,iTE:P0533:r002,TG:P0014:r004,P0533,P0014,0.6037691235542297,0.8432691097259521,0.044936005026102066
X65f2a8d9a88e,iTE:P0408:r006,TG:P0013:r004,P0408,P0013,0.6037578582763672,0.8416422605514526,0.04869423806667328
X9ebcb3cf76b1,iTE:P0791:r005,TG:P0099:r003,P0791,P0099,0.6037495136260986,0.8490540981292725,0.031372055411338806
Xfa14681e8507,iTE:P1214:r010,TG:P0099:r003,P1214,P0099,0.6037405729293823,0.8459537029266357,0.03857669234275818
X2561e82f64d1,iTE:P0839:r003,TG:P0216:r001,P0839,P0216,0.6037148833274841,0.8356883525848389,0.062443383038043976
X90a478152eb9,iTE:P0412:r013,TG:P0016:r005,P0412,P0016,0.6037126183509827,0.7931638956069946,0.16165965795516968
X53056b613d34,iTE:P0584:r001,TG:P0013:r002,P0584,P0013,0.6037090420722961,0.8408457636833191,0.05038997530937195
X940f2e8a70e6,iTE:P1585:r008,TG:P0026:r007,P1585,P0026,0.603704571723938,0.8331854343414307,0.06824935972690582
X4fee7fd68691,iTE:P1119:r007,TG:P0288:r002,P1119,P0288,0.6037001013755798,0.8249269723892212,0.08750418573617935
Xe8fb0ffde466,iTE:P0378:r004,TG:P0310:r006,P0378,P0310,0.6036999225616455,0.812822163105011,0.11574802547693253
Xe3e21f2e7d39,iTE:P0543:r003,TG:P0016:r005,P0543,P0016,0.6036977767944336,0.8436619639396667,0.04378136992454529
X73edc8a5fbaf,iTE:P1432:r007,TG:P0014:r004,P1432,P0014,0.6036924719810486,0.8545897006988525,0.018265632912516594
X2c4eb7eb0a42,iTE:P0456:r004,TG:P0167:r009,P0456,P0167,0.6036911606788635,0.8160609006881714,0.10816177725791931
X11dc2b80458f,iTE:P0557:r003,TG:P0310:r013,P0557,P0310,0.6036787629127502,0.8220252990722656,0.09420356154441833
Xef8b245ca828,iTE:P0340:r003,TG:P0177:r005,P0340,P0177,0.6036786437034607,0.8477054238319397,0.03428282216191292
X4f269bb857c1,iTE:P0817:r001,TG:P0045:r001,P0817,P0045,0.6036753058433533,0.8539829254150391,0.01962427794933319
X78392592251b,iTE:P1283:r010,TG:P0277:r006,P1283,P0277,0.6036752462387085,0.8023436665534973,0.14011560380458832
X57180fe4b03b,iTE:P0683:r003,TG:P0045:r004,P0683,P0045,0.6036696434020996,0.8540805578231812,0.019377509132027626
Xb853ab8c7ae7,iTE:P1733:r010,TG:P0070:r004,P1733,P0070,0.6036678552627563,0.8076675534248352,0.1276685893535614
X44c244ec028a,iTE:P0545:r009,TG:P0013:r002,P0545,P0013,0.6036625504493713,0.8281340599060059,0.07989560067653656
Xdfdd4b93781c,iTE:P0435:r006,TG:P0272:r006,P0435,P0272,0.603659987449646,0.8424407243728638,0.04650501534342766
X64a625edb703,iTE:P1011:r010,TG:P0210:r007,P1011,P0210,0.6036579608917236,0.8148042559623718,0.11098333448171616
Xc1d0003c7f3b,iTE:P1181:r010,TG:P0104:r001,P1181,P0104,0.6036534309387207,0.8076498508453369,0.1276618093252182
X1e1949969424,iTE:P1122:r005,TG:P0124:r003,P1122,P0124,0.6036487221717834,0.8123912215232849,0.11658293753862381
X3fdc7df87a9b,iTE:P1008:r014,TG:P0207:r002,P1008,P0207,0.6036454439163208,0.8463459610939026,0.03734436258673668
Xeecbb1d35bfd,iTE:P0717:r003,TG:P0132:r003,P0717,P0132,0.6036451458930969,0.8228975534439087,0.09205619990825653
Xa2a6a7f3e8da,iTE:P0893:r004,TG:P0202:r009,P0893,P0202,0.6036450862884521,0.8236292600631714,0.09034865349531174
Xc93a4101d608,iTE:P0916:r005,TG:P0014:r001,P0916,P0014,0.6036357283592224,0.828419029712677,0.07914140820503235
Xfbfd793144cd,iTE:P1479:r009,TG:P0097:r005,P1479,P0097,0.6036333441734314,0.8202749490737915,0.09813623875379562
X3c6676fc8e27,iTE:P1283:r010,TG:P0299:r009,P1283,P0299,0.6036292910575867,0.8260232210159302,0.08471016585826874
Xf9a5f820e9ff,iTE:P1432:r006,TG:P0293:r002,P1432,P0293,0.6036253571510315,0.8446052670478821,0.04133902117609978
X498243609e07,iTE:P0995:r002,TG:P0132:r001,P0995,P0132,0.6036205291748047,0.7541337013244629,0.25242310762405396
Xf459cb9fbc0d,iTE:P0557:r003,TG:P0045:r004,P0557,P0045,0.6036204695701599,0.8576784133911133,0.010818729177117348
X772ea9e85999,iTE:P0357:r017,TG:P0039:r001,P0357,P0039,0.6036185026168823,0.8450074195861816,0.04037773236632347
X96ca5da7ab85,iTE:P0419:r001,TG:P0212:r007,P0419,P0212,0.6036152839660645,0.845209002494812,0.03989661484956741
X55ac9a856155,iTE:P0557:r003,TG:P0030:r004,P0557,P0030,0.6036147475242615,0.8269286155700684,0.0825490951538086
Xd12072a897b2,iTE:P0470:r005,TG:P0288:r002,P0470,P0288,0.6036143898963928,0.8541338443756104,0.019069040194153786
X5d2f67e1b4fa,iTE:P0911:r008,TG:P0214:r002,P0911,P0214,0.6036134362220764,0.7994416952133179,0.14668089151382446
X73b6d4d71261,iTE:P1292:r011,TG:P0293:r002,P1292,P0293,0.6036120653152466,0.8431055545806885,0.04479384794831276
X265283301cc2,iTE:P0472:r001,TG:P0014:r001,P0472,P0014,0.6036069393157959,0.8315521478652954,0.07173482328653336
X66efa5438a46,iTE:P0657:r001,TG:P0133:r002,P0657,P0133,0.6036068201065063,0.8552699089050293,0.016393156722187996
X727d736dca5d,iTE:P0855:r003,TG:P0314:r007,P0855,P0314,0.6036037802696228,0.8121210932731628,0.11706341058015823
X165ceb0d5f75,iTE:P0644:r004,TG:P0285:r007,P0644,P0285,0.6035937666893005,0.8217786550521851,0.09449582546949387
