literal_group_id,mention_id
iTE:literal:df19e3c36ee4d1,iTE:P1731:n3
iTE:literal:df19e3c36ee4d1,iTE:P1936:n2
iTE:literal:1573092f122373,iTE:P0387:n2
iTE:literal:1573092f122373,iTE:P0625:n3
iTE:literal:1573092f122373,iTE:P0884:n4
iTE:literal:49c6dc3cf74707,iTE:P1960:n2
iTE:literal:49c6dc3cf74707,iTE:P1961:n2
iTE:literal:4811c1dab58b4c,iTE:P0642:n2
iTE:literal:4811c1dab58b4c,iTE:P1472:n3
iTE:literal:99cd8f86129b8e,iTE:P0360:n3
iTE:literal:99cd8f86129b8e,iTE:P1730:n3
iTE:literal:070b6b3684e9e7,iTE:P0682:n4
iTE:literal:070b6b3684e9e7,iTE:P1707:n2
iTE:literal:b9fd8610e868b1,iTE:P1051:n1
iTE:literal:b9fd8610e868b1,iTE:P1495:n1
iTE:literal:3ec5b30a7ec804,iTE:P0852:n1
iTE:literal:3ec5b30a7ec804,iTE:P1725:n2
iTE:literal:c55964e10bfa9d,iTE:P0560:n2
iTE:literal:c55964e10bfa9d,iTE:P0657:n2
iTE:literal:25926237e16a88,iTE:P0724:n3
iTE:literal:25926237e16a88,iTE:P0896:n3
iTE:literal:2126d1d4cd2b11,iTE:P1279:n2
iTE:literal:2126d1d4cd2b11,iTE:P1795:n2
iTE:literal:5486a8a56ef5b2,iTE:P1034:n2
iTE:literal:5486a8a56ef5b2,iTE:P1757:n1
iTE:literal:88b3e13a98900e,iTE:P0677:n1
iTE:literal:88b3e13a98900e,iTE:P1665:n1
iTE:literal:85f22d017601de,iTE:P1371:n1
iTE:literal:85f22d017601de,iTE:P1440:n1
iTE:literal:4a1898716ef677,iTE:P0376:n4
iTE:literal:4a1898716ef677,iTE:P0545:n2
iTE:literal:4a1898716ef677,iTE:P0862:n2
iTE:literal:78aa37bc33b608,iTE:P1102:n2
iTE:literal:78aa37bc33b608,iTE:P1417:n2
iTE:literal:da82a0ca08313b,iTE:P0904:n3
iTE:literal:da82a0ca08313b,iTE:P0917:n2
iTE:literal:da82a0ca08313b,iTE:P0921:n2
iTE:literal:da82a0ca08313b,iTE:P1031:n3
iTE:literal:da82a0ca08313b,iTE:P1170:n2
iTE:literal:da82a0ca08313b,iTE:P1489:n3
iTE:literal:d3bfe72e4b47ae,iTE:P1152:n1
iTE:literal:d3bfe72e4b47ae,iTE:P1654:n2
iTE:literal:69520710bf01e8,iTE:P0387:n4
iTE:literal:69520710bf01e8,iTE:P0884:n2
iTE:literal:501774e7721289,iTE:P0378:n3
iTE:literal:501774e7721289,iTE:P0502:n2
iTE:literal:501774e7721289,iTE:P0562:n2
iTE:literal:501774e7721289,iTE:P0582:n3
iTE:literal:501774e7721289,iTE:P0738:n2
iTE:literal:501774e7721289,iTE:P0796:n2
iTE:literal:501774e7721289,iTE:P0864:n3
iTE:literal:501774e7721289,iTE:P1073:n2
iTE:literal:501774e7721289,iTE:P1369:n2
iTE:literal:501774e7721289,iTE:P1480:n2
iTE:literal:501774e7721289,iTE:P1568:n3
iTE:literal:501774e7721289,iTE:P1574:n2
iTE:literal:501774e7721289,iTE:P1752:n4
iTE:literal:c29d2218d7d77c,iTE:P0526:n1
iTE:literal:c29d2218d7d77c,iTE:P0554:n2
iTE:literal:59ee489044b109,iTE:P0711:n1
iTE:literal:59ee489044b109,iTE:P0714:n3
iTE:literal:e2e74ab0f2c355,iTE:P1253:n2
iTE:literal:e2e74ab0f2c355,iTE:P1394:n2
iTE:literal:c4ee0b1e5b0429,iTE:P1099:n2
iTE:literal:c4ee0b1e5b0429,iTE:P1632:n3
iTE:literal:92ae3a7243dcc8,iTE:P0457:n2
iTE:literal:92ae3a7243dcc8,iTE:P0477:n3
iTE:literal:08b7545a6f8366,iTE:P0356:n2
iTE:literal:08b7545a6f8366,iTE:P0396:n2
iTE:literal:008fbf7b8a0bdb,iTE:P0938:n4
iTE:literal:008fbf7b8a0bdb,iTE:P1750:n2
iTE:literal:94f4d28b214901,iTE:P0477:n2
iTE:literal:94f4d28b214901,iTE:P1432:n2
iTE:literal:94f4d28b214901,iTE:P1519:n4
iTE:literal:9f7cd77b6e2bc6,iTE:P1297:n1
iTE:literal:9f7cd77b6e2bc6,iTE:P1860:n1
iTE:literal:e1ecf6b84e327b,iTE:P1428:n1
iTE:literal:e1ecf6b84e327b,iTE:P1439:n2
iTE:literal:baafe561465414,iTE:P1597:n2
iTE:literal:baafe561465414,iTE:P1769:n2
iTE:literal:b49d419d1c8c1c,iTE:P1111:n2
iTE:literal:b49d419d1c8c1c,iTE:P1580:n2
iTE:literal:b314ae60cb741e,iTE:P0395:n1
iTE:literal:b314ae60cb741e,iTE:P0866:n1
iTE:literal:b314ae60cb741e,iTE:P0966:n1
iTE:literal:b314ae60cb741e,iTE:P1059:n1
iTE:literal:b314ae60cb741e,iTE:P1089:n1
iTE:literal:b314ae60cb741e,iTE:P1206:n1
iTE:literal:b77dfe17f18a08,iTE:P0819:n2
iTE:literal:b77dfe17f18a08,iTE:P0886:n2
iTE:literal:7c3394f61a21e1,iTE:P0386:n1
iTE:literal:7c3394f61a21e1,iTE:P1762:n1
iTE:literal:ca1a5589ef95e8,iTE:P0604:n2
iTE:literal:ca1a5589ef95e8,iTE:P0708:n1
iTE:literal:1325e329928b11,iTE:P0622:n2
iTE:literal:1325e329928b11,iTE:P0971:n1
iTE:literal:40e173170fd21a,iTE:P0839:n1
iTE:literal:40e173170fd21a,iTE:P1617:n3
iTE:literal:f022c75ef99553,iTE:P0601:n2
iTE:literal:f022c75ef99553,iTE:P1577:n2
iTE:literal:2d9b177d4604c6,iTE:P0674:n4
iTE:literal:2d9b177d4604c6,iTE:P0814:n2
iTE:literal:2d9b177d4604c6,iTE:P0829:n3
iTE:literal:527e149c85d24e,iTE:P0397:n3
iTE:literal:527e149c85d24e,iTE:P0697:n3
iTE:literal:4f207cc6aca2b4,iTE:P0535:n3
iTE:literal:4f207cc6aca2b4,iTE:P0645:n3
iTE:literal:ed500ead9db2dc,iTE:P1117:n2
iTE:literal:ed500ead9db2dc,iTE:P1172:n2
iTE:literal:ed500ead9db2dc,iTE:P1616:n2
iTE:literal:1cf67d3bf8c4f3,iTE:P0716:n3
iTE:literal:1cf67d3bf8c4f3,iTE:P0798:n2
iTE:literal:1cf67d3bf8c4f3,iTE:P1206:n2
iTE:literal:c6d38e57557327,iTE:P0729:n2
iTE:literal:c6d38e57557327,iTE:P0813:n2
iTE:literal:c6d38e57557327,iTE:P1035:n2
iTE:literal:c6d38e57557327,iTE:P1508:n3
iTE:literal:c6d38e57557327,iTE:P1748:n2
iTE:literal:d92448da5643fe,iTE:P0628:n4
iTE:literal:d92448da5643fe,iTE:P0690:n2
iTE:literal:d92448da5643fe,iTE:P1516:n2
iTE:literal:50c6297b967ffb,iTE:P0480:n2
iTE:literal:50c6297b967ffb,iTE:P0486:n3
iTE:literal:50c6297b967ffb,iTE:P0521:n2
iTE:literal:50c6297b967ffb,iTE:P0587:n3
iTE:literal:50c6297b967ffb,iTE:P0700:n2
iTE:literal:50c6297b967ffb,iTE:P0745:n2
iTE:literal:50c6297b967ffb,iTE:P0861:n2
iTE:literal:50c6297b967ffb,iTE:P1011:n2
iTE:literal:50c6297b967ffb,iTE:P1619:n3
iTE:literal:b557051a72985e,iTE:P0715:n3
iTE:literal:b557051a72985e,iTE:P1527:n3
iTE:literal:4b96feabbc52f6,iTE:P0527:n2
iTE:literal:4b96feabbc52f6,iTE:P0564:n3
iTE:literal:4b96feabbc52f6,iTE:P0571:n3
iTE:literal:99a617967ad3af,iTE:P0627:n2
iTE:literal:99a617967ad3af,iTE:P0901:n2
iTE:literal:69a60adb03910f,iTE:P0358:n3
iTE:literal:69a60adb03910f,iTE:P0369:n5
iTE:literal:69a60adb03910f,iTE:P0524:n2
iTE:literal:e9deb554bfa6c9,iTE:P1249:n2
iTE:literal:e9deb554bfa6c9,iTE:P1418:n2
iTE:literal:e9deb554bfa6c9,iTE:P1658:n3
iTE:literal:acc66444e35aa9,iTE:P0844:n2
iTE:literal:acc66444e35aa9,iTE:P0850:n2
iTE:literal:6e230d6e1f866f,iTE:P0593:n3
iTE:literal:6e230d6e1f866f,iTE:P0986:n2
iTE:literal:6e230d6e1f866f,iTE:P1135:n1
iTE:literal:6e230d6e1f866f,iTE:P1860:n2
iTE:literal:00a04267737c3a,iTE:P0929:n2
iTE:literal:00a04267737c3a,iTE:P1118:n2
iTE:literal:00a04267737c3a,iTE:P1628:n2
iTE:literal:544d7eda1c3efb,iTE:P1021:n2
iTE:literal:544d7eda1c3efb,iTE:P1116:n1
iTE:literal:6ee0916de758ed,iTE:P0750:n3
iTE:literal:6ee0916de758ed,iTE:P0975:n2
TG:literal:4c29a5815644ec,TG:P0086:n4
TG:literal:4c29a5815644ec,TG:P0202:n3
TG:literal:cd8fe087b4d436,TG:P0127:n5
TG:literal:cd8fe087b4d436,TG:P0086:n3
TG:literal:d8a1fc176f4911,TG:P0303:n1
TG:literal:d8a1fc176f4911,TG:P0086:n1
TG:literal:d8a1fc176f4911,TG:P0121:n1
TG:literal:d8a1fc176f4911,TG:P0189:n2
TG:literal:275abf1991ffd1,TG:P0254:n3
TG:literal:275abf1991ffd1,TG:P0253:n4
TG:literal:60b5f680405a7f,TG:P0254:n4
TG:literal:60b5f680405a7f,TG:P0253:n2
TG:literal:571b0e35550136,TG:P0254:n2
TG:literal:571b0e35550136,TG:P0253:n3
TG:literal:84722d009d9fb7,TG:P0247:n3
TG:literal:84722d009d9fb7,TG:P0080:n3
TG:literal:84722d009d9fb7,TG:P0079:n1
TG:literal:84722d009d9fb7,TG:P0225:n3
TG:literal:84722d009d9fb7,TG:P0005:n2
TG:literal:84722d009d9fb7,TG:P0027:n3
TG:literal:84722d009d9fb7,TG:P0029:n3
TG:literal:84722d009d9fb7,TG:P0063:n4
TG:literal:84722d009d9fb7,TG:P0067:n4
TG:literal:84722d009d9fb7,TG:P0085:n3
TG:literal:84722d009d9fb7,TG:P0094:n3
TG:literal:84722d009d9fb7,TG:P0099:n2
TG:literal:84722d009d9fb7,TG:P0117:n3
TG:literal:84722d009d9fb7,TG:P0206:n4
TG:literal:84722d009d9fb7,TG:P0218:n2
TG:literal:84722d009d9fb7,TG:P0223:n2
TG:literal:84722d009d9fb7,TG:P0315:n2
TG:literal:84722d009d9fb7,TG:P0248:n3
TG:literal:84722d009d9fb7,TG:P0270:n4
TG:literal:2dab25a3270cb8,TG:P0226:n3
TG:literal:2dab25a3270cb8,TG:P0272:n2
TG:literal:fe2b80d315da97,TG:P0090:n3
TG:literal:fe2b80d315da97,TG:P0060:n2
TG:literal:83799d7308fc95,TG:P0201:n4
TG:literal:83799d7308fc95,TG:P0060:n1
TG:literal:4ae99f9560b451,TG:P0004:n2
TG:literal:4ae99f9560b451,TG:P0054:n2
TG:literal:66144d36b9c1d6,TG:P0018:n2
TG:literal:66144d36b9c1d6,TG:P0172:n4
TG:literal:a3ff73758e290a,TG:P0170:n2
TG:literal:a3ff73758e290a,TG:P0301:n2
TG:literal:4e1443539e142d,TG:P0302:n2
TG:literal:4e1443539e142d,TG:P0303:n3
TG:literal:25cf535032e514,TG:P0326:n2
TG:literal:25cf535032e514,TG:P0327:n2
TG:literal:97b0560280ed60,TG:P0175:n3
TG:literal:97b0560280ed60,TG:P0094:n5
TG:literal:b3b8ab66b02ea5,TG:P0115:n3
TG:literal:b3b8ab66b02ea5,TG:P0133:n4
TG:literal:6124a674f6fa88,TG:P0041:n3
TG:literal:6124a674f6fa88,TG:P0133:n2
TG:literal:1c9eb916f49ed9,TG:P0177:n4
TG:literal:1c9eb916f49ed9,TG:P0276:n3
TG:literal:9451f9d97d7cd4,TG:P0169:n2
TG:literal:9451f9d97d7cd4,TG:P0219:n2
TG:literal:d4274184574503,TG:P0018:n1
TG:literal:d4274184574503,TG:P0270:n1
TG:literal:7557da1a7f647f,TG:P0092:n3
TG:literal:7557da1a7f647f,TG:P0208:n1
TG:literal:351cb771f3d9dd,TG:P0092:n2
TG:literal:351cb771f3d9dd,TG:P0114:n2
TG:literal:c79883d3f65393,TG:P0196:n3
TG:literal:c79883d3f65393,TG:P0047:n2
TG:literal:2cdcd7aaed4cb1,TG:P0046:n6
TG:literal:2cdcd7aaed4cb1,TG:P0053:n2
TG:literal:f4ad3bfafd37c5,TG:P0146:n4
TG:literal:f4ad3bfafd37c5,TG:P0150:n2
TG:literal:f4ad3bfafd37c5,TG:P0014:n4
TG:literal:f4ad3bfafd37c5,TG:P0285:n4
TG:literal:a1da4e734503b9,TG:P0042:n3
TG:literal:a1da4e734503b9,TG:P0076:n1
TG:literal:45192b9f3487e2,TG:P0127:n1
TG:literal:45192b9f3487e2,TG:P0229:n3
TG:literal:3435acf01e3fc5,TG:P0051:n4
TG:literal:3435acf01e3fc5,TG:P0117:n2
TG:literal:4811c1dab58b4c,TG:P0154:n3
TG:literal:4811c1dab58b4c,TG:P0155:n3
TG:literal:4811c1dab58b4c,TG:P0281:n2
TG:literal:070b6b3684e9e7,TG:P0173:n3
TG:literal:070b6b3684e9e7,TG:P0178:n2
TG:literal:070b6b3684e9e7,TG:P0210:n3
TG:literal:4a1898716ef677,TG:P0141:n2
TG:literal:4a1898716ef677,TG:P0159:n3
TG:literal:4a1898716ef677,TG:P0083:n3
TG:literal:4a1898716ef677,TG:P0265:n2
TG:literal:c01ccf23b5c860,TG:P0136:n2
TG:literal:c01ccf23b5c860,TG:P0051:n2
TG:literal:07d715edb696fb,TG:P0113:n2
TG:literal:07d715edb696fb,TG:P0098:n2
TG:literal:7b2c268e600f71,TG:P0077:n2
TG:literal:7b2c268e600f71,TG:P0189:n4
TG:literal:933a27575fdacf,TG:P0055:n3
TG:literal:933a27575fdacf,TG:P0208:n2
TG:literal:e62adce6cbe4c7,TG:P0046:n3
TG:literal:e62adce6cbe4c7,TG:P0053:n5
TG:literal:e62adce6cbe4c7,TG:P0134:n2
TG:literal:5c16250fd4bb69,TG:P0007:n2
TG:literal:5c16250fd4bb69,TG:P0110:n2
TG:literal:b314ae60cb741e,TG:P0120:n1
TG:literal:b314ae60cb741e,TG:P0123:n1
TG:literal:fd6d1cc66e16df,TG:P0140:n4
TG:literal:fd6d1cc66e16df,TG:P0280:n2
TG:literal:7c3394f61a21e1,TG:P0051:n3
TG:literal:7c3394f61a21e1,TG:P0104:n3
TG:literal:7c3394f61a21e1,TG:P0134:n1
TG:literal:40e173170fd21a,TG:P0136:n3
TG:literal:40e173170fd21a,TG:P0081:n1
TG:literal:40e173170fd21a,TG:P0233:n3
TG:literal:40e173170fd21a,TG:P0295:n1
TG:literal:825b01f83b9f82,TG:P0015:n3
TG:literal:825b01f83b9f82,TG:P0271:n3
TG:literal:c278a24343d78f,TG:P0067:n3
TG:literal:c278a24343d78f,TG:P0229:n2
TG:literal:9522827c849eef,TG:P0247:n2
TG:literal:9522827c849eef,TG:P0232:n1
TG:literal:4f207cc6aca2b4,TG:P0145:n1
TG:literal:4f207cc6aca2b4,TG:P0014:n3
TG:literal:4f207cc6aca2b4,TG:P0043:n2
TG:literal:055861b7663c07,TG:P0045:n4
TG:literal:055861b7663c07,TG:P0070:n2
TG:literal:055861b7663c07,TG:P0167:n3
TG:literal:c6d38e57557327,TG:P0227:n2
TG:literal:c6d38e57557327,TG:P0025:n7
TG:literal:6713c4647786e5,TG:P0019:n4
TG:literal:6713c4647786e5,TG:P0147:n1
TG:literal:87ccc8be0e0b76,TG:P0126:n3
TG:literal:87ccc8be0e0b76,TG:P0233:n4
TG:literal:9b6038c8746fbb,TG:P0201:n2
TG:literal:9b6038c8746fbb,TG:P0251:n7
TG:literal:9b6038c8746fbb,TG:P0162:n4
TG:literal:9b6038c8746fbb,TG:P0031:n4
TG:literal:9b6038c8746fbb,TG:P0039:n3
TG:literal:9b6038c8746fbb,TG:P0075:n1
TG:literal:9b6038c8746fbb,TG:P0111:n3
TG:literal:9b6038c8746fbb,TG:P0173:n1
TG:literal:9b6038c8746fbb,TG:P0194:n2
TG:literal:c63eb3b24487a0,TG:P0145:n2
TG:literal:c63eb3b24487a0,TG:P0153:n2
TG:literal:6191b5381aad91,TG:P0143:n2
TG:literal:6191b5381aad91,TG:P0145:n3
TG:literal:6191b5381aad91,TG:P0015:n4
TG:literal:6191b5381aad91,TG:P0020:n3
TG:literal:6191b5381aad91,TG:P0264:n4
TG:literal:6191b5381aad91,TG:P0009:n3
TG:literal:6191b5381aad91,TG:P0016:n3
TG:literal:6191b5381aad91,TG:P0026:n4
TG:literal:6191b5381aad91,TG:P0044:n3
TG:literal:6191b5381aad91,TG:P0081:n5
TG:literal:6191b5381aad91,TG:P0165:n4
TG:literal:6191b5381aad91,TG:P0166:n3
TG:literal:6191b5381aad91,TG:P0186:n2
TG:literal:6191b5381aad91,TG:P0255:n3
TG:literal:5b7fd3ea49d649,TG:P0023:n2
TG:literal:5b7fd3ea49d649,TG:P0206:n3
