paper_id,domain,title,journal,doi,year,source_membership,coverage_status,txt_record_present,txt_header_line,node_count,relation_count,claim_id,abstract,abstract_sha256,corpus_path,corpus_csv_row,source_record_ids,limitation_note,reconstruction_run_id,selection_basis
P0341,iTE,Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties,JOURNAL OF MATERIALS CHEMISTRY A,10.1039/d5ta00744e,2025,iTE,extracted_core_claim,True,140,3,2,iTE:P0341:claim_block,"Self-healing and stretchable thermoelectric (TE) materials are crucial for the advancement of self-powered flexible wearable devices. Despite recent progress in the field, there remains a gap in developing materials that effectively combine self-healing capabilities with superior thermoelectric performance. In this study, we present a novel water-assisted self-healing, stretchable tetrameric complex ionogel, which integrates polyvinyl alcohol (PVA), cellulose nanofibers (CNF), and polyvinyl pyrrolidone (PVP) to form a dynamic network structure. The innovative approach involves establishing reversible hydrogen bonds within the ionogel and utilizing PVA crystalline segments as nanofillers. We further incorporate the ionic liquid 1-ethyl-3-methylimidazolium dicyanamide salt (EMIM:DCA) into the network, resulting in PVA-CNF-PVP-IL thermoelectric ionogels. The prepared ionogels exhibit remarkable mechanical properties, achieving a tensile strength of 560 kPa and an elongation at break of 587.02%. They also demonstrate impressive thermoelectric characteristics, with an ionic Seebeck coefficient of 8.997 mV K-1 and a conductivity of 36.09 mS cm-1 at 80% relative humidity. Furthermore, the ionogels exhibit excellent elastic tensile and self-healing properties, even after multiple cut/heal and stretch/release cycles, due to abundant noncovalent interactions, including hydrogen bonding and ion-dipole interactions. Importantly, the ionogels hold potential for use in ionic thermoelectric capacitors (ITEC), advancing the development of high-performance, self-healing, and flexible TE devices tailored for wearable applications.",89e5043ac19f736356205342e2a4c0413f66abbc37f83652b18d90f5c010d1b1,cleaned_ite_tg/data/ite_clean.csv,9,iTE1_0008,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 氢键在这句支撑机械／自愈性能，不连到 Seebeck。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0342,iTE,Advanced N-Type Ionic Thermoelectric Cells Featuring Bidirectional Cationic Anchoring Strategy and REDOX Electrode,ADVANCED ENERGY MATERIALS,10.1002/aenm.202500584,2025,iTE,extracted_core_claim,True,153,3,2,iTE:P0342:claim_block,"The design of high-performance n-type ionic thermoelectric cells (i-TE cells) tailored for harvesting low-grade thermal energy presents significant challenges. In this study, an n-type i-TE cell exhibiting substantial negative thermopower and a high output energy density is developed by leveraging the synergistic interplay between thermal diffusion within an ionic hydrogel electrolyte and redox reactions at the electrode interface. Specifically, a gel network featuring dual positive groups is synthesized by cross-linking quaternized chitosan and guanidine molecules via glutaraldehyde, with thermal diffusion further enhanced by incorporating crown ether for complexation. Additionally, NiCo(CO3)(OH)(2), a material known for its high hydrophilicity, is utilized as the anode to facilitate rapid ion and electron transfer at the electrode interface. The integration of optimized thermal diffusion within polycationic electrolytes with electrode interface-enhanced ion/electron transport mechanisms significantly improves the sustained output performance and thermoelectric conversion efficiency of the i-TE cell. Notably, the thermopower (Seebeck coefficient) of this n-type i-TE cell achieves a value of -26.04 mV K-1, and its 2 h output energy density reached 1301.61 J m(-2) under a temperature difference (Delta T) of 15 K. These findings offer a novel design paradigm for high-performance n-type i-TE cell.",9d28f6a20e422100d82b3a582352e77ab5ace1687cb998daf4ceb275b9939bd1,cleaned_ite_tg/data/ite_clean.csv,10,iTE1_0009,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 摘要未在此指定冠醚络合对象；不按题名补成某个阳离子被固定。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0343,iTE,Insight into the ionic thermoelectric effect and electrochemical energy storage of Portland cement,CONSTRUCTION AND BUILDING MATERIALS,10.1016/j.conbuildmat.2025.144173,2025,iTE,extracted_core_claim,True,166,3,2,iTE:P0343:claim_block,"The porous structure of Portland cement enables free ion diffusion. This study thoroughly explores its ionic thermoelectric properties, electrochemical energy storage performance, and the underlying mechanisms. When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior. As ion leaching time increases, the material changes from n-type to p-type. Optimization of pore structure in cement-based composites significantly enhances their ionic thermoelectric performance, with the engineered material demonstrating a Seebeck coefficient of 1.57 mV K- 1 and a power factor of 0.525 mu W m-1 K-2, both of which are higher than those of previously reported cementitious materials. Moreover, the interconnected porous structure provides sufficient super-macropores and highways for ion storage and transportation. The solid-state symmetric cement-based supercapacitor shows high energy density of 32.9 mu Wh cm- 2 and areal capacitance of 237.5 mF cm- 2, which can realize stable energy supply for thermal hygrometer. Modifying the pore structure of cement leads to a dual enhancement in its ionic thermoelectric performance and electrochemical energy storage. This work overcomes the conventional limitation of single structural functionality in building materials, providing a universal blueprint for developing net-zero energy building systems.",ad21e8684ef5e91f24e0553df4ff6066c20abbc684607784e8aaae7e8d477d3a,cleaned_ite_tg/data/ite_clean.csv,11,iTE1_0010,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 保留 OH-、冷端和温度梯度；有条件的报道不作为普遍规律。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0344,iTE,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,10.1016/j.colsurfa.2025.138182,2025,iTE,extracted_core_claim,True,179,4,3,iTE:P0344:claim_block,"Ionic thermoelectric hydrogels (i-TEHs) hold great promise for low-grade thermal energy harvesting and self-powered sensing, but their applications are limited by the trade-off between ionic conductivity and the Seebeck coefficient. A method combining electrohydrodynamic (EHD) printing technology and cyclic freeze-thaw processes was proposed to fabricate a polyvinyl alcohol/sodium carboxymethyl cellulose/sodium bis(trifluoromethylsulfonyl) imide (PVA/CMC-Na/NaTFSI) i-TEH for self-powered wearable sensors. I-TEH was constructed with an interpenetrating network of PVA and CMC-Na, using NaTFSI as the mobile ions to promote thermal diffusion. Ions in i-TEHs were uniformly distributed by EHD printing process, resulting in an ionic conductivity of 34.27 mS cm(-1), which is a 53.5 % increase compared to the traditional methods. The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method. The i-TEH-based self-powered sensor exhibits a gauge factor of 2.09 within the strain range of 150-200 % and fast response/recovery time (102/129 ms). The i-THE-based self-powered flexible sensor can effectively monitor human movements and handwriting recognition. The synergistic effect of ordered ion arrangement induced by EHD printing and Manning counterion condensation effect provides a feasible strategy for improving the TE performance of i-TEHs, which opens up a new approach for the preparation of self-powered flexible wearable electronic devices based on human body thermal energy.",77435a5f0b3cc6ad7938e7d8a689dbc1e58c3f3119f908de9155c1446058c8eb,cleaned_ite_tg/data/ite_clean.csv,12,iTE1_0011,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 凝聚与选择性迁移是原因／后果，不能合并成同义词。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0345,iTE,Ionic thermoelectric performance of cement and its modifications,CASE STUDIES IN CONSTRUCTION MATERIALS,10.1016/j.cscm.2024.e04186,2025,iTE,extracted_core_claim,True,194,5,4,iTE:P0345:claim_block,"Ionic thermoelectric materials integrated into the concrete members of buildings have potential to generate electric energy utilizing thermal gradients. This paper investigates the effects of nickel foam (NF)-carbon nanotube (CNT) electrodes and the polyvinyl alcohol (PVA) hydrogel on the thermoelectric performance of hardened cement and evaluates the use of PVA as a charge carrier between the CNT electrodes and cement. The porosity of the cement samples was studied using micro-computed tomography. The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance. The increase of porosity observed to decrease the thermoelectric power. Pure cement samples without any modifications produced significant values up to 28 mV/K for the Seebeck coefficient, which can be explained by the diffusion of water inside the CNT nanochannels and its flow in cement microcracks and capillaries. These values pave the way for energy-efficient housing with increased grid independence.",14ec9417a3136c4ceb752f1af842584c900ba302515c4f4c56f5c487e563ff36,cleaned_ite_tg/data/ite_clean.csv,13,iTE1_0014,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 降低性能的结果也保留；未把 PVA 普遍标为增强策略。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0346,iTE,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",ADVANCED COMPOSITES AND HYBRID MATERIALS,10.1007/s42114-025-01239-8,2025,iTE,extracted_core_claim,True,211,3,2,iTE:P0346:claim_block,"The growing demand for biodegradable conductive composites is driven by the need to mitigate electronic waste and advance bioelectronics for healthcare applications. Self-assembled peptide composites, particularly diphenylalanine (FF) derivatives, represent a promising class of materials for such electronics due to their inherent biodegradability and ease of hybridization with functional materials. However, the integration of ionic species with these peptides is often limited by the disruption of non-covalent interactions between FF derivatives. In this study, we developed biodegradable, ionic thermoelectric composites by co-assembling Fmoc-FF with deep eutectic solvents (DESs) composed of choline chloride (ChCl) and ethylene glycol (EG). Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network. The Fmoc-FF eutectogels exhibited an ionic conductivity of up to 47.5 mS center dot cm-1 and a Seebeck coefficient of 7.39 mV center dot K-1, making them suitable for heat harvesting. Additionally, they were entirely degraded within 48 h under proteolytic conditions, confirming their biodegradability. The eutectogels also displayed self-healing and shear-thinning behaviors, highlighting compatibility with additive manufacturing techniques for device integration.",4c16f96bb76002b1b45d2d53f27bcd168f800d4c688a987642648af22e66608d,cleaned_ite_tg/data/ite_clean.csv,14,iTE1_0015,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 网络形成机制有证据，但不自动连到后一句 Seebeck 数值。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0347,iTE,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2025.165667,2025,iTE,extracted_core_claim,True,224,4,3,iTE:P0347:claim_block,"Efficient ionic thermoelectric (i-TE) conversion relies on maximizing the thermal diffusion asymmetry between cations and anions. However, sustainable strategies for directing cation-selective thermodiffusion through structural engineering remain largely underexplored. Here, we report an all-wood ionic gel (RW i-TE) that achieves superior thermopower enabled by a lignocellulose channel reconstruction strategy within the wood cell wall. Partial dissolution and regeneration of delignified wood, followed by reintroduction of sodium lignosulfonate (Na:lignin) under hydrogen bond-disrupting conditions (NaOH and urea), enables molecular-level integration between dissociated cellulose and Na:lignin, while simultaneously inhibiting microfibril reassembly. The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient. As a result, the optimized RW i-TE achieves a high thermopower (Si) of +39.1 mV K- 1 and an ionic figure of merit (zTi) of 1.68 at 50 % relative humidity, delivering an energy density of 68.75 J m- 2 over 2 h of discharging under a 5 K temperature gradient in generator mode. Moreover, this strategy is compatible with various woody and gramineous biomass sources, offering a renewable alternative to polymer-ionic liquid gels by enabling structureinduced ion confinement within regenerated lignocellulose matrices.",725b746abf45e68da7254fd6db23ff6a2bfe7ac6c6388701676b8e230c05d68f,cleaned_ite_tg/data/ite_clean.csv,15,iTE1_0016,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 不把选择性阳离子迁移与阴离子固定合并；固定阴离子是该通道的特征。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0348,iTE,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,GREEN CHEMISTRY,10.1039/d4gc06542e,2025,iTE,extracted_core_claim,True,239,2,1,iTE:P0348:claim_block,"Over the past decade, the escalating global energy crisis has necessitated innovative solutions for sustainable development. This study explores a novel approach to address this challenge by harnessing abundant and ubiquitous low-grade thermal energy for electricity generation. Here, we report an efficient method utilizing lignin, a byproduct of the paper and pulp industry, to develop high-performance ionic thermoelectric (i-TE) materials. This research demonstrates the transformation of lignin-based hydrogels from p-type to n-type materials through a green synthesis approach involving cross-linking and amine functionalization. The optimized functionalized lignin-based hydrogel when infiltrated with a 1 M KCl electrolyte, exhibits a negative ionic thermopower (-7.48 mV K-1) and high ionic conductivity (39.9 mS cm-1). These properties result in an exceptional power factor (223.52 mu W m-1 K-2) and a figure of merit (iZT) of (0.145), surpassing many existing state-of-the-art materials in sustainable n-type ionic thermoelectric performance. Our findings highlight the potential of functionalized hydrogels (n-type material) for low-grade waste energy harvesting. This work advances the performance of n-type i-TE materials and opens avenues for further practical applications in n-p type connected devices. These novel materials offer a promising pathway for self-powered flexible wearable electronics, marking a significant step towards sustainable energy solutions and energy storage devices for efficient utilization of low-grade thermal energy.",a69872fd8e4c7cd255937411cfabee962f00ae4f4b1b8fc0d781e02689c26fe1,cleaned_ite_tg/data/ite_clean.csv,16,iTE1_0017,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 摘要没有明确给出固定电荷／选择性传输微观解释，不补。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0349,iTE,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,NATURE COMMUNICATIONS,10.1038/s41467-024-45432-7,2024,iTE,extracted_core_claim,True,250,4,3,iTE:P0349:claim_block,"Ionic thermoelectric (i-TE) liquid cells offer an environmentally friendly, cost effective, and easy-operation route to low-grade heat recovery. However, the lowest temperature is limited by the freezing temperature of the aqueous electrolyte. Applying a eutectic solvent strategy, we fabricate a high-performance cryo-temperature i-TE liquid cell. Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C). After synergistic optimization of the electrode and cell structure, the as-fabricated liquid i-TE cell with cold (-35 degrees C) and hot (70 degrees C) ends achieve a high power density (17.5 W m-2) and a large two-hour energy density (27 kJ m-2). In a prototype 25-cell module, the open-circuit voltage and short-circuit current are 6.9 V and 68 mA, respectively, and the maximum power is 131 mW. The anti-freezing ability and high output performance of the as-fabricated i-TE liquid cell system are requisites for applications in frigid regions. The authors make an ionic thermoelectric cell with a eutectic solvent of formamide that can operate at temperatures as low as -35 degrees C by applying hydrophilic and gold coated treatments to the electrode and introducing a thermal separator.",b62a7f9d1d8b9e2903de8c894087b8606b7e9e52ce9cf2162756c49ad40e3753,cleaned_ite_tg/data/ite_clean.csv,17,iTE1_0018,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 氢键破坏与氢键增强不可在无方向信息时混为一种作用。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0350,iTE,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2024.149784,2024,iTE,extracted_core_claim,True,265,5,2,iTE:P0350:claim_block,"Wearable fiber-based thermoelectric generators (TEGs) with high thermoelectric (TE) performance, mechanical property and wearing comfort are urgently needed for low-grade human body heat harvesting. To get a high thermovoltage, a wearable ionogel fiber-based ionic thermoelectric device is designed and prepared in this study. To synergistically enhance the ionic conductivity and ionic Seebeck coefficient, ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI) are added into the poly (vinylidene fluoride-co-hexafluoropropylene)/1ethyl-3-methylimidazolium dicyanamide (PVDF-HFP/EMIM:DCA, PH/ED) ionogel to improve the ionic mobility and enhance the diffusion difference between cations and anions. The morphology, structure, transmittance, crystallization, rheological property, mechanical and thermoelectric performances are analyzed, and then a mechanism for the performance enhancement is proposed. After the modification, high ionic conductivity, ionic Seebeck coefficient and ionic power factor of 17.5 mS/cm, 22.9 mV/K, 870.26 mu W/mK2 are obtained for the PH/ED-ethanol-NaTFSI (PH/ED-E-NaTFSI) ionogel at RH 70 %, much higher than those of the pristine PH/ED ionogel. Meanwhile, the tensile stress of the ionogel fiber is significantly enhanced to 18.15 MPa from 0.19 MPa of PH/ED-E-NaTFSI ionogel film. Then, a wearable ionogel fiber-based wristband with synergistically improved TE performance, mechanical property and wearing comfort is prepared by a weaving process. When wearing the i-TE wristband (5-legs) at room temperature (Delta T = 2.7 K), an obviously high thermovoltage of 119.133 mV is generated, indicating its great potential as wearable energy supply devices.",b834a8e9e99bbf48c537f15bdabebf6d4a0d9ad145c953d66ccd497049204eee,cleaned_ite_tg/data/ite_clean.csv,18,iTE1_0019,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 保留原文目的性表述；未单独证明迁移率变化与热扩散差异的贡献。diffusion 不直接改为 thermodiffusion。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0351,iTE,Ultra-high performance of ionic thermoelectric-electrochemical gel cells for harvesting low grade heat,ENERGY & ENVIRONMENTAL SCIENCE,10.1039/d4ee01150c,2024,iTE,extracted_core_claim,True,280,2,1,iTE:P0351:claim_block,"Gel-based ionic thermoelectric (i-TE) conversion systems have attracted more attention to harvest energy from ambient waste heat to power sensors in IoT systems, due to their high ionic thermopower, cost-effectiveness, and environmental friendliness. However, their thermoelectric performance, particularly output power density, remains low, hindering their further application. To date, there is still a lack of an effective strategy to reverse this serious situation. Herein, we originally designed an ionic thermoelectric-electrochemical (i-TE-EC) cell by combining two asymmetric gels into a double sandwich structure, resulting in high thermoelectric performance. By tailoring gel compositions, including the concentration and ratio of redox couples as well as additive contents, a maximum output power density Pmax/(Delta T)2 of 10.0 mW m-2 K-2, a cell ionic thermopower of 5.2 mV K-1, and an energy density of 3.4 J m-2 K-2 in two hours were obtained at 313 K for the i-TE-EC cell Gp | G-m/n FeCN4-/3- | Gp | G-x/y I-/I3--z CF3SO3K | Gp (m/n = 0.175/0.025 M, x/y = 0.10/0.05 M, z = 0.4 M). Moreover, Pmax/(Delta T)2 increased to a higher value of 20.5 mW m-2 K-2 for the i-TE-EC cell using a CEM as a built-in electrode. A gel-device assembled by nine single i-TE-EC cells connected in series generated a voltage of 1.55 V and a high Pmax/(Delta T)2 of 5.2 mW m-2 K-2 at 313 K and Delta T = 5 K. This work provides a promising route for improving the gel-based thermoelectric performance, available for other energy conversion systems. An ionic thermoelectric-electrochemical (i-TE-EC) cell constructed using asymmetric gels shows ultra-high thermoelectric performance.",526754e0fd6144192a0c1df43e96233c8bf8382e71b01ec6b0879b1422a3a172,cleaned_ite_tg/data/ite_clean.csv,19,iTE1_0020,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 结构—性能直接陈述；不猜测其熵或界面机理。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0352,iTE,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,ADVANCED COMPOSITES AND HYBRID MATERIALS,10.1007/s42114-024-00863-0,2024,iTE,extracted_core_claim,True,291,3,2,iTE:P0352:claim_block,"The efficient and economical conversion of low-grade waste heat into electricity has promising potential to combat the greenhouse effect and expedite the shift towards sustainable development. This study presents an innovative and appealing approach through the utilization of lignin, an abundant waste product derived from the paper and pulp industry, to develop hydrogels as compelling and sustainable materials for application in ionic thermoelectricity. Various compositions were evaluated to examine the impacts of varying lignin concentrations, types of electrolytes, concentrations of crosslinkers, and electrolyte concentrations on the ionic thermoelectric performance of the hydrogels. The optimized lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte, demonstrates high ionic conductivity (226.5 mS/cm) and a superior Seebeck coefficient of 13 mV/K. This results in a remarkable power factor (3831 mu W/m center dot K2) that leads to an impressive Figure of merit (ZTi) (3.75), surpassing most of the existing state-of-the-art materials and making it the most efficient sustainable ionic thermoelectric material reported until now. These findings underscore the exceptional performance of lignin-based hydrogels in the realm of low-grade waste energy harvesting applications. The present study contributes to address the challenges posed by waste heat through effectively harnessing low-grade waste heat through the utilization of sustainable lignin-based hydrogels while reducing the reliance on fossil fuels and minimizing greenhouse gas emissions.",f7dbf3a0fa5833819b25003030cf1ab36f24492ed2d93ec7b6e8055ef18861cc,cleaned_ite_tg/data/ite_clean.csv,20,iTE1_0021,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 该摘要没有明确微观机制；不能把有性能数值当成有机制链。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
P0353,iTE,Conveyor mode enabling continuous ionic thermoelectric conversion,JOULE,10.1016/j.joule.2024.08.004,2024,iTE,extracted_core_claim,True,304,5,3,iTE:P0353:claim_block,"The huge thermopower observed in the thermodiffusion mechanism of ionic thermoelectric (i-TE) materials has led researchers to conceive of the upgrading of thermoelectric technology. However, the intermittent power generation in the capacitor mode has been a major hindrance to achieving optimal performance. This work proposes a conveyor mode for continuous i- TE conversion in mixed ion-electron- conducting i- TE material with an ionic circuit. In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation. Experiments demonstrate continuous power generation and significant improvements of power density in the conveyor mode. Theoretical analysis shows that the conveyor mode is competitive to not only the capacitor mode but also a general electronic thermoelectric conversion. Our study points out a direction for the development of i- TE technology.",d858f9b7068b1d119eb371e6a6d9c7124d8d8b1b865185f1e8067c2b8210cce4,cleaned_ite_tg/data/ite_clean.csv,21,iTE1_0023,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 离子—电子耦合机制单独保留，不强归入普通离子选择性传输。",txt_reconstruction_v1_19f1c2edac18,existing_focal_claim_pilot_not_random
