retrieval_unit_id,mention_id,paper_id,domain
iTE:retrieval:7911f6d1ba04ce,iTE:P1132:n1,P1132,iTE
iTE:retrieval:eadd7c51e741a3,iTE:P1113:n2,P1113,iTE
iTE:retrieval:ab6f3bf22956c9,iTE:P0881:n1,P0881,iTE
iTE:retrieval:155b60f620f254,iTE:P1821:n1,P1821,iTE
iTE:retrieval:add23941932d82,iTE:P1839:n1,P1839,iTE
iTE:retrieval:c93c24c2d91451,iTE:P0942:n1,P0942,iTE
iTE:retrieval:a3cfcf2644655e,iTE:P0854:n1,P0854,iTE
iTE:retrieval:f4554ac817f33c,iTE:P1300:n2,P1300,iTE
iTE:retrieval:c946f9aa97f284,iTE:P1680:n1,P1680,iTE
iTE:retrieval:af04fd4f091722,iTE:P1178:n2,P1178,iTE
iTE:retrieval:92da586a672376,iTE:P0565:n2,P0565,iTE
iTE:retrieval:124c13b3a31d15,iTE:P1168:n1,P1168,iTE
iTE:retrieval:46983ac7664ce6,iTE:P0853:n3,P0853,iTE
iTE:retrieval:48ecf338ae3c34,iTE:P1470:n1,P1470,iTE
iTE:retrieval:e99e818ef8ae2a,iTE:P0865:n2,P0865,iTE
iTE:retrieval:e99e818ef8ae2a,iTE:P1236:n2,P1236,iTE
iTE:retrieval:98f8b9d82ba8f8,iTE:P1015:n1,P1015,iTE
iTE:retrieval:cd41e33cd5d3f8,iTE:P0840:n1,P0840,iTE
iTE:retrieval:f3f0f01a3aa10e,iTE:P1544:n1,P1544,iTE
iTE:retrieval:e44eef60c57ce6,iTE:P0439:n2,P0439,iTE
iTE:retrieval:7e04eed38ad29f,iTE:P0878:n2,P0878,iTE
iTE:retrieval:63d1146e0a8bbe,iTE:P1655:n1,P1655,iTE
iTE:retrieval:ce61753183f417,iTE:P1624:n1,P1624,iTE
iTE:retrieval:0a6adec2c1de4c,iTE:P0792:n1,P0792,iTE
iTE:retrieval:4139f888ff3bca,iTE:P1376:n1,P1376,iTE
iTE:retrieval:679aef803c2606,iTE:P1876:n1,P1876,iTE
iTE:retrieval:46264668089503,iTE:P1553:n1,P1553,iTE
iTE:retrieval:dc50bdec0b6cdc,iTE:P1929:n1,P1929,iTE
iTE:retrieval:5109e6ecaae04f,iTE:P0833:n1,P0833,iTE
iTE:retrieval:f383d4ede5bbdf,iTE:P0383:n3,P0383,iTE
iTE:retrieval:ee1a9be83655c1,iTE:P0590:n1,P0590,iTE
iTE:retrieval:62b11fe934a850,iTE:P1964:n2,P1964,iTE
iTE:retrieval:ca36b942782852,iTE:P0556:n2,P0556,iTE
iTE:retrieval:f1038bd3bb2130,iTE:P0681:n2,P0681,iTE
iTE:retrieval:0926f23f910c6d,iTE:P0509:n1,P0509,iTE
iTE:retrieval:28f9d267751268,iTE:P0926:n1,P0926,iTE
iTE:retrieval:e89e26d50eca5e,iTE:P1374:n1,P1374,iTE
iTE:retrieval:c409254d2bf140,iTE:P1472:n1,P1472,iTE
iTE:retrieval:b24ae9e7c27415,iTE:P1409:n1,P1409,iTE
iTE:retrieval:5afc36997eb04b,iTE:P1719:n1,P1719,iTE
iTE:retrieval:ca0f371e7a3180,iTE:P1926:n1,P1926,iTE
iTE:retrieval:442a8eef643d3b,iTE:P0400:n1,P0400,iTE
iTE:retrieval:beefde6e0e2fe4,iTE:P0722:n1,P0722,iTE
iTE:retrieval:3574b201803b45,iTE:P1423:n1,P1423,iTE
iTE:retrieval:66a89c44c87c8e,iTE:P1223:n1,P1223,iTE
iTE:retrieval:62d25e32424711,iTE:P1369:n1,P1369,iTE
iTE:retrieval:b46017ef958a1b,iTE:P0768:n1,P0768,iTE
iTE:retrieval:8a49e6c2f9baa2,iTE:P0641:n1,P0641,iTE
iTE:retrieval:fc949f1f7dce93,iTE:P0595:n1,P0595,iTE
iTE:retrieval:4c8bc609cb7a2a,iTE:P0605:n1,P0605,iTE
iTE:retrieval:7b8f4d8d5e60bd,iTE:P1272:n1,P1272,iTE
iTE:retrieval:11ed0d8d291ffa,iTE:P0468:n1,P0468,iTE
iTE:retrieval:387a1f4390471e,iTE:P0375:n3,P0375,iTE
iTE:retrieval:d0408fdbbcd00f,iTE:P0438:n3,P0438,iTE
iTE:retrieval:51579a05e60c73,iTE:P0464:n4,P0464,iTE
iTE:retrieval:51579a05e60c73,iTE:P0537:n4,P0537,iTE
iTE:retrieval:f7380d3f997bb8,iTE:P0560:n1,P0560,iTE
iTE:retrieval:b3666436236869,iTE:P1565:n1,P1565,iTE
iTE:retrieval:eed3ffaa9bb0c5,iTE:P1875:n2,P1875,iTE
iTE:retrieval:8f6fb12978241a,iTE:P1805:n1,P1805,iTE
iTE:retrieval:0e5812fea1e1d3,iTE:P0636:n2,P0636,iTE
iTE:retrieval:0e5812fea1e1d3,iTE:P0718:n2,P0718,iTE
iTE:retrieval:f7b500bbdc3141,iTE:P1486:n2,P1486,iTE
iTE:retrieval:b7a0c2c14e56c1,iTE:P0380:n3,P0380,iTE
iTE:retrieval:c39932725c033c,iTE:P0545:n1,P0545,iTE
iTE:retrieval:94ce01c5a05cd2,iTE:P1176:n1,P1176,iTE
iTE:retrieval:036526608517c3,iTE:P1743:n1,P1743,iTE
iTE:retrieval:755a569a6dddba,iTE:P1320:n2,P1320,iTE
iTE:retrieval:06c9142246358b,iTE:P1178:n1,P1178,iTE
iTE:retrieval:13a61a168078d5,iTE:P1940:n1,P1940,iTE
iTE:retrieval:69f7dfbd9215de,iTE:P0368:n3,P0368,iTE
iTE:retrieval:30d6641dd187a6,iTE:P1841:n1,P1841,iTE
iTE:retrieval:d489760e34bac3,iTE:P0887:n2,P0887,iTE
iTE:retrieval:6e158416253997,iTE:P1442:n2,P1442,iTE
iTE:retrieval:65b634c4c953df,iTE:P0346:n1,P0346,iTE
iTE:retrieval:0fc07cf24d2600,iTE:P0349:n1,P0349,iTE
iTE:retrieval:5240cfc3d057eb,iTE:P1442:n1,P1442,iTE
iTE:retrieval:40bf5fec446895,iTE:P0687:n1,P0687,iTE
iTE:retrieval:7dbdecbd0e8133,iTE:P0850:n3,P0850,iTE
iTE:retrieval:7dbdecbd0e8133,iTE:P1429:n1,P1429,iTE
iTE:retrieval:364096859f81c9,iTE:P1491:n1,P1491,iTE
iTE:retrieval:5639952d551dbc,iTE:P1902:n1,P1902,iTE
iTE:retrieval:45285160324223,iTE:P1806:n1,P1806,iTE
iTE:retrieval:44b57dda2c2694,iTE:P1386:n1,P1386,iTE
iTE:retrieval:58b45e802d1777,iTE:P1032:n1,P1032,iTE
iTE:retrieval:65b21a8e6e29dd,iTE:P1814:n1,P1814,iTE
iTE:retrieval:91569a4ced9e8c,iTE:P1263:n1,P1263,iTE
iTE:retrieval:1b46159add7b34,iTE:P1466:n1,P1466,iTE
iTE:retrieval:e3616666a3d3af,iTE:P0648:n1,P0648,iTE
iTE:retrieval:a049785c45653d,iTE:P0737:n1,P0737,iTE
iTE:retrieval:9113f66a12246a,iTE:P1798:n1,P1798,iTE
iTE:retrieval:faac448f418f36,iTE:P0376:n1,P0376,iTE
iTE:retrieval:bc9950e3e57ce5,iTE:P1752:n3,P1752,iTE
iTE:retrieval:16212254e913f0,iTE:P0496:n1,P0496,iTE
iTE:retrieval:89779b92e0c8c0,iTE:P1599:n1,P1599,iTE
iTE:retrieval:03fe0b8824a3bd,iTE:P1613:n1,P1613,iTE
iTE:retrieval:c896931dcb1fae,iTE:P0817:n1,P0817,iTE
iTE:retrieval:c65081dff73cc1,iTE:P1708:n1,P1708,iTE
iTE:retrieval:f4431ab583a55b,iTE:P1339:n1,P1339,iTE
iTE:retrieval:42c63f981852de,iTE:P1218:n2,P1218,iTE
iTE:retrieval:0c39d2587db47a,iTE:P1894:n1,P1894,iTE
iTE:retrieval:db6e563e77bde0,iTE:P0874:n1,P0874,iTE
iTE:retrieval:91a28f4e50cabb,iTE:P0750:n1,P0750,iTE
iTE:retrieval:df211276790de4,iTE:P1933:n1,P1933,iTE
iTE:retrieval:2bfddda2808c3c,iTE:P0703:n2,P0703,iTE
iTE:retrieval:fe9026dde89722,iTE:P1198:n1,P1198,iTE
iTE:retrieval:9783882fa438e3,iTE:P0703:n1,P0703,iTE
iTE:retrieval:1f54ba0f3bd3d3,iTE:P1738:n1,P1738,iTE
iTE:retrieval:87f050d9f1e0c8,iTE:P0428:n1,P0428,iTE
iTE:retrieval:0e52d852c1d90e,iTE:P0834:n1,P0834,iTE
iTE:retrieval:9b90fa7f6a8a28,iTE:P0384:n1,P0384,iTE
iTE:retrieval:9b90fa7f6a8a28,iTE:P1666:n1,P1666,iTE
iTE:retrieval:d73255e27d37fb,iTE:P0858:n1,P0858,iTE
iTE:retrieval:94643fd2b5eb17,iTE:P1017:n2,P1017,iTE
iTE:retrieval:db45615d75686c,iTE:P0479:n1,P0479,iTE
iTE:retrieval:e55594f0091413,iTE:P0580:n2,P0580,iTE
iTE:retrieval:e197ba4ba0ad0d,iTE:P0409:n2,P0409,iTE
iTE:retrieval:e197ba4ba0ad0d,iTE:P0688:n1,P0688,iTE
iTE:retrieval:e197ba4ba0ad0d,iTE:P1482:n1,P1482,iTE
iTE:retrieval:1211e241540a7b,iTE:P0453:n1,P0453,iTE
iTE:retrieval:6e96ff060b7b53,iTE:P0554:n1,P0554,iTE
iTE:retrieval:7f08bbfc91df58,iTE:P0382:n1,P0382,iTE
iTE:retrieval:9f670d6feacf26,iTE:P0613:n1,P0613,iTE
iTE:retrieval:3b50bb38b2d203,iTE:P1795:n1,P1795,iTE
iTE:retrieval:91bd6a22ed233f,iTE:P0712:n1,P0712,iTE
iTE:retrieval:25641aa298052b,iTE:P0943:n1,P0943,iTE
iTE:retrieval:5b34e5b281fca2,iTE:P1328:n1,P1328,iTE
iTE:retrieval:93633e95672304,iTE:P0898:n2,P0898,iTE
iTE:retrieval:7b83b61065cf7c,iTE:P1808:n1,P1808,iTE
iTE:retrieval:784554d70dceba,iTE:P1712:n4,P1712,iTE
iTE:retrieval:eb8baff5e2158f,iTE:P0505:n1,P0505,iTE
iTE:retrieval:46932d58a149d4,iTE:P1480:n1,P1480,iTE
iTE:retrieval:d0073d658a0495,iTE:P1251:n1,P1251,iTE
iTE:retrieval:bed1d197a4f126,iTE:P1889:n2,P1889,iTE
iTE:retrieval:f0a735b2f62041,iTE:P0811:n1,P0811,iTE
iTE:retrieval:2ce93dbf4198a6,iTE:P0628:n1,P0628,iTE
iTE:retrieval:4827d635f12de0,iTE:P1898:n2,P1898,iTE
iTE:retrieval:d6920430e6adf4,iTE:P0582:n1,P0582,iTE
iTE:retrieval:b9d334e21a47b2,iTE:P1867:n2,P1867,iTE
iTE:retrieval:a49c352fd226a1,iTE:P1893:n1,P1893,iTE
iTE:retrieval:5f898fd1f0bbea,iTE:P0740:n1,P0740,iTE
iTE:retrieval:8a4a0537d31235,iTE:P0992:n1,P0992,iTE
iTE:retrieval:d6ce8e95e0ac27,iTE:P1887:n1,P1887,iTE
iTE:retrieval:5c3fec00e64284,iTE:P1415:n2,P1415,iTE
iTE:retrieval:84a3881bc13340,iTE:P0880:n1,P0880,iTE
iTE:retrieval:30c1279c0c3794,iTE:P0532:n1,P0532,iTE
iTE:retrieval:7c32beb52120b8,iTE:P0812:n1,P0812,iTE
iTE:retrieval:5710266b280c27,iTE:P1811:n1,P1811,iTE
iTE:retrieval:191e470fa339a7,iTE:P1872:n1,P1872,iTE
iTE:retrieval:c031a4ce0ffb5e,iTE:P0399:n1,P0399,iTE
iTE:retrieval:2b85bc735c4c61,iTE:P0846:n1,P0846,iTE
iTE:retrieval:97fbc3f9b26799,iTE:P0739:n1,P0739,iTE
iTE:retrieval:ac7ff73cc9d324,iTE:P1076:n1,P1076,iTE
iTE:retrieval:9396cba3541f60,iTE:P1508:n1,P1508,iTE
iTE:retrieval:46097b47d6e3f7,iTE:P0802:n2,P0802,iTE
iTE:retrieval:776c515f6d71d7,iTE:P0764:n1,P0764,iTE
iTE:retrieval:576cb93a6cee0f,iTE:P1749:n2,P1749,iTE
iTE:retrieval:bdb0a55934a00c,iTE:P1692:n1,P1692,iTE
iTE:retrieval:ab32badea419fc,iTE:P0704:n1,P0704,iTE
iTE:retrieval:42020b3f8f8074,iTE:P1030:n1,P1030,iTE
iTE:retrieval:3a08923e50031b,iTE:P0561:n3,P0561,iTE
iTE:retrieval:2afacb4cc90d39,iTE:P0430:n1,P0430,iTE
iTE:retrieval:cb85b08737013a,iTE:P1252:n2,P1252,iTE
iTE:retrieval:f7a977bf34b285,iTE:P0344:n2,P0344,iTE
iTE:retrieval:978da72ccc65cb,iTE:P0555:n1,P0555,iTE
iTE:retrieval:22cfff712db5d5,iTE:P1649:n1,P1649,iTE
iTE:retrieval:b8af39653e9dcc,iTE:P1182:n1,P1182,iTE
iTE:retrieval:49a8617017bc1f,iTE:P0465:n1,P0465,iTE
iTE:retrieval:3ddc56452bfb0e,iTE:P1358:n1,P1358,iTE
iTE:retrieval:11c583fc1714a1,iTE:P1536:n3,P1536,iTE
iTE:retrieval:571cc33daf692b,iTE:P1006:n1,P1006,iTE
iTE:retrieval:8800d53674dd7f,iTE:P0910:n1,P0910,iTE
iTE:retrieval:d60dc1667d2d3c,iTE:P0835:n1,P0835,iTE
iTE:retrieval:33ebcc49bbbc64,iTE:P1092:n1,P1092,iTE
iTE:retrieval:cba6100f788fd2,iTE:P1702:n1,P1702,iTE
iTE:retrieval:53a1adcfd76222,iTE:P1633:n1,P1633,iTE
iTE:retrieval:43ffdf429c826f,iTE:P0898:n3,P0898,iTE
iTE:retrieval:57f5f7902a472f,iTE:P1801:n1,P1801,iTE
iTE:retrieval:d0e454199607d2,iTE:P1868:n1,P1868,iTE
iTE:retrieval:bdb03759e376e4,iTE:P1874:n1,P1874,iTE
iTE:retrieval:289781f622d89d,iTE:P0583:n3,P0583,iTE
iTE:retrieval:a0fc040b9923e9,iTE:P1426:n1,P1426,iTE
iTE:retrieval:af328d40d74b5f,iTE:P1579:n1,P1579,iTE
iTE:retrieval:6f37f639796f75,iTE:P1271:n1,P1271,iTE
iTE:retrieval:a04944a36cb693,iTE:P0996:n1,P0996,iTE
iTE:retrieval:2b712032ac0086,iTE:P1942:n2,P1942,iTE
iTE:retrieval:edbe919d884b21,iTE:P0653:n2,P0653,iTE
iTE:retrieval:aeeb074af846d5,iTE:P1562:n1,P1562,iTE
iTE:retrieval:b59ecbd00d7e84,iTE:P1077:n1,P1077,iTE
iTE:retrieval:d0afa1ad88b042,iTE:P1903:n1,P1903,iTE
iTE:retrieval:671f1e3fc68e5c,iTE:P1470:n2,P1470,iTE
iTE:retrieval:1e38ce12b9109d,iTE:P1610:n1,P1610,iTE
iTE:retrieval:814cec859e00e8,iTE:P1200:n1,P1200,iTE
iTE:retrieval:dbcd6d34e827bc,iTE:P0390:n1,P0390,iTE
iTE:retrieval:29b1a7b9129a01,iTE:P1541:n1,P1541,iTE
iTE:retrieval:696322e6d0a49a,iTE:P1265:n1,P1265,iTE
iTE:retrieval:d21b3ae25de16f,iTE:P1119:n2,P1119,iTE
iTE:retrieval:3e0fef3cdf792a,iTE:P1688:n1,P1688,iTE
iTE:retrieval:ae63e22e4871aa,iTE:P1171:n1,P1171,iTE
iTE:retrieval:a017d0c9ff1a93,iTE:P1688:n2,P1688,iTE
iTE:retrieval:49991e0c147037,iTE:P1364:n1,P1364,iTE
iTE:retrieval:c07bb457a8b2a8,iTE:P1567:n1,P1567,iTE
iTE:retrieval:b545af5dfd5a08,iTE:P1651:n1,P1651,iTE
iTE:retrieval:171e1006b8318c,iTE:P1763:n2,P1763,iTE
iTE:retrieval:75020e2d319060,iTE:P1459:n1,P1459,iTE
iTE:retrieval:35c1f38e99e354,iTE:P1034:n1,P1034,iTE
iTE:retrieval:9e8e47cea6f73e,iTE:P1837:n1,P1837,iTE
iTE:retrieval:1f983757522237,iTE:P1187:n1,P1187,iTE
iTE:retrieval:5b6df257165bf0,iTE:P0544:n1,P0544,iTE
iTE:retrieval:9932bf4c22b647,iTE:P0491:n1,P0491,iTE
iTE:retrieval:f54e227ff78a48,iTE:P0673:n1,P0673,iTE
iTE:retrieval:5302f339f10e18,iTE:P1880:n1,P1880,iTE
iTE:retrieval:b1b530263d8e73,iTE:P1818:n1,P1818,iTE
iTE:retrieval:c30278a6a82836,iTE:P0931:n1,P0931,iTE
iTE:retrieval:1fe97fadca0cbd,iTE:P0857:n2,P0857,iTE
iTE:retrieval:37a7d6b57afe12,iTE:P1623:n1,P1623,iTE
iTE:retrieval:74e6560db37635,iTE:P0702:n1,P0702,iTE
iTE:retrieval:60ff102c0dec9b,iTE:P1747:n1,P1747,iTE
iTE:retrieval:86808d2ed625d9,iTE:P0633:n1,P0633,iTE
iTE:retrieval:933d1bd013438a,iTE:P0890:n1,P0890,iTE
iTE:retrieval:bb814e73da3b80,iTE:P0887:n1,P0887,iTE
iTE:retrieval:2b77962b2a4e34,iTE:P0381:n1,P0381,iTE
iTE:retrieval:96eee41d99d42c,iTE:P0396:n1,P0396,iTE
iTE:retrieval:faafd7eb7d8c5a,iTE:P1211:n1,P1211,iTE
iTE:retrieval:9c5a844cedd9cd,iTE:P0849:n3,P0849,iTE
iTE:retrieval:57c1bb7760d0ed,iTE:P1476:n1,P1476,iTE
iTE:retrieval:564257546d6ca1,iTE:P1028:n1,P1028,iTE
iTE:retrieval:4acbd15ed18690,iTE:P0577:n1,P0577,iTE
iTE:retrieval:87441be7b3c3e8,iTE:P0503:n1,P0503,iTE
iTE:retrieval:05d6bda88048fc,iTE:P1959:n2,P1959,iTE
iTE:retrieval:c544a67c3381a6,iTE:P0454:n2,P0454,iTE
iTE:retrieval:35f867d99ab060,iTE:P0932:n3,P0932,iTE
iTE:retrieval:8084fc0896bb43,iTE:P1900:n1,P1900,iTE
iTE:retrieval:bc38e4cd3af7b5,iTE:P0681:n1,P0681,iTE
iTE:retrieval:b3868fdc0e5aaa,iTE:P0471:n1,P0471,iTE
iTE:retrieval:82cedb1154a1ee,iTE:P0484:n3,P0484,iTE
iTE:retrieval:82cedb1154a1ee,iTE:P0976:n2,P0976,iTE
iTE:retrieval:de56e13eff0690,iTE:P0841:n1,P0841,iTE
iTE:retrieval:3de2b459611431,iTE:P1775:n1,P1775,iTE
iTE:retrieval:4106719389babd,iTE:P0928:n1,P0928,iTE
iTE:retrieval:fce7ff71efe2a7,iTE:P0539:n1,P0539,iTE
iTE:retrieval:67a19a082bbfd6,iTE:P1964:n1,P1964,iTE
iTE:retrieval:e63980bdc67132,iTE:P0738:n1,P0738,iTE
iTE:retrieval:455f791c54ccca,iTE:P0932:n1,P0932,iTE
iTE:retrieval:c564bd5fc275f0,iTE:P1160:n1,P1160,iTE
iTE:retrieval:e26ac0faad27bb,iTE:P0407:n1,P0407,iTE
iTE:retrieval:4a85eaf73b915d,iTE:P1046:n1,P1046,iTE
iTE:retrieval:fd522d4f11905b,iTE:P0599:n1,P0599,iTE
iTE:retrieval:3505637ded7fc0,iTE:P1368:n1,P1368,iTE
iTE:retrieval:aec042048435dc,iTE:P0407:n3,P0407,iTE
iTE:retrieval:51a87cc9afa4f4,iTE:P0850:n1,P0850,iTE
iTE:retrieval:a64b018098d1f5,iTE:P1685:n3,P1685,iTE
iTE:retrieval:f0a8769ea1297f,iTE:P1492:n1,P1492,iTE
iTE:retrieval:18ec4b9cf32373,iTE:P1729:n1,P1729,iTE
iTE:retrieval:1316c24dc417cc,iTE:P1113:n1,P1113,iTE
iTE:retrieval:c109b7e4d1ceff,iTE:P1264:n1,P1264,iTE
iTE:retrieval:0700a7f6600865,iTE:P1224:n2,P1224,iTE
iTE:retrieval:ea47f951c9572a,iTE:P1058:n1,P1058,iTE
iTE:retrieval:b70aac37882e7e,iTE:P0806:n2,P0806,iTE
iTE:retrieval:c8e1cf8bd5cc9c,iTE:P1419:n1,P1419,iTE
iTE:retrieval:563ec1ffc5b403,iTE:P0368:n2,P0368,iTE
iTE:retrieval:943693dd3d340f,iTE:P1458:n1,P1458,iTE
iTE:retrieval:943693dd3d340f,iTE:P1699:n1,P1699,iTE
iTE:retrieval:1f8407f9eeb112,iTE:P1587:n1,P1587,iTE
iTE:retrieval:d1bb4ea74112f4,iTE:P1676:n1,P1676,iTE
iTE:retrieval:b371cbcf98ab2e,iTE:P1220:n1,P1220,iTE
iTE:retrieval:c107ec78989b4d,iTE:P0897:n1,P0897,iTE
iTE:retrieval:4997f5acf514dd,iTE:P0778:n1,P0778,iTE
iTE:retrieval:7f6d520fd580ce,iTE:P0615:n1,P0615,iTE
iTE:retrieval:c40f77cb39fcd0,iTE:P1188:n2,P1188,iTE
iTE:retrieval:4ba9e6d804f5a5,iTE:P1190:n2,P1190,iTE
iTE:retrieval:bd9788187ee453,iTE:P1116:n2,P1116,iTE
iTE:retrieval:ebbc9034f2124d,iTE:P1475:n1,P1475,iTE
iTE:retrieval:2491c56cf2584b,iTE:P1308:n1,P1308,iTE
iTE:retrieval:4c47387d4e7058,iTE:P0531:n1,P0531,iTE
iTE:retrieval:ec3eda40bb66b3,iTE:P1018:n1,P1018,iTE
iTE:retrieval:ad3eeaf60c32ae,iTE:P1078:n1,P1078,iTE
iTE:retrieval:8de0b3c47f112c,iTE:P0921:n3,P0921,iTE
iTE:retrieval:8de0b3c47f112c,iTE:P1412:n2,P1412,iTE
iTE:retrieval:081e0610c84a65,iTE:P1194:n2,P1194,iTE
iTE:retrieval:483e67a0602e7a,iTE:P1770:n2,P1770,iTE
iTE:retrieval:03738f6ea10675,iTE:P1584:n2,P1584,iTE
iTE:retrieval:315fd251c675b5,iTE:P0660:n2,P0660,iTE
iTE:retrieval:49283fa5e0947d,iTE:P0796:n1,P0796,iTE
iTE:retrieval:360bf3a8254ab9,iTE:P0555:n2,P0555,iTE
iTE:retrieval:14275af1f6355b,iTE:P0523:n1,P0523,iTE
iTE:retrieval:0dd81c377695d0,iTE:P0756:n1,P0756,iTE
iTE:retrieval:072f005fc3f2a4,iTE:P0427:n1,P0427,iTE
iTE:retrieval:ef7ac10702fcf0,iTE:P0858:n4,P0858,iTE
iTE:retrieval:6f70594300e5a4,iTE:P1073:n1,P1073,iTE
iTE:retrieval:83b598dd20fb3a,iTE:P1324:n1,P1324,iTE
iTE:retrieval:37e19dee258df6,iTE:P1582:n2,P1582,iTE
iTE:retrieval:61ef69118898de,iTE:P1582:n1,P1582,iTE
iTE:retrieval:48548cd2f55beb,iTE:P1336:n1,P1336,iTE
iTE:retrieval:b204d9d0fede06,iTE:P1493:n3,P1493,iTE
iTE:retrieval:cba0113725aacd,iTE:P1101:n1,P1101,iTE
iTE:retrieval:0f624b84b796ac,iTE:P1606:n1,P1606,iTE
iTE:retrieval:79bd15c8fc31ef,iTE:P0623:n1,P0623,iTE
iTE:retrieval:648b955eb8bc2f,iTE:P1080:n1,P1080,iTE
iTE:retrieval:e1525be46af2fa,iTE:P1210:n2,P1210,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0344:n4,P0344,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0345:n3,P0345,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0352:n3,P0352,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0379:n3,P0379,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0385:n3,P0385,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0406:n3,P0406,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0414:n3,P0414,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0446:n2,P0446,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0454:n3,P0454,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0462:n3,P0462,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0498:n2,P0498,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0506:n2,P0506,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0509:n2,P0509,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0542:n2,P0542,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0547:n3,P0547,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0577:n2,P0577,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0581:n2,P0581,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0595:n4,P0595,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0617:n2,P0617,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0618:n2,P0618,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0630:n2,P0630,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0632:n3,P0632,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0636:n3,P0636,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0704:n2,P0704,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0718:n3,P0718,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0743:n2,P0743,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0782:n2,P0782,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0785:n2,P0785,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0804:n2,P0804,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0817:n2,P0817,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0824:n2,P0824,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0854:n2,P0854,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0932:n5,P0932,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0964:n2,P0964,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P0988:n2,P0988,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1004:n2,P1004,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1024:n2,P1024,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1031:n4,P1031,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1069:n2,P1069,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1072:n2,P1072,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1076:n2,P1076,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1081:n2,P1081,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1121:n2,P1121,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1164:n3,P1164,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1197:n2,P1197,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1254:n2,P1254,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1347:n2,P1347,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1362:n2,P1362,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1391:n2,P1391,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1457:n2,P1457,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1482:n3,P1482,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1490:n1,P1490,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1512:n2,P1512,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1517:n2,P1517,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1525:n3,P1525,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1539:n3,P1539,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1635:n2,P1635,iTE
iTE:retrieval:09fd1f02ad5e1d,iTE:P1670:n3,P1670,iTE
iTE:retrieval:7554abb77c260e,iTE:P0364:n4,P0364,iTE
iTE:retrieval:7554abb77c260e,iTE:P0913:n2,P0913,iTE
