retrieval_unit_id,domain,label,mention_count,paper_support,representative_mention_ids,unit_status
iTE:retrieval:ffa65c4a160b03,iTE,CMT-enhanced electrolyte and CMT@MnO2 hybrid electrode,1,1,iTE:P0356:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:6b11a7377a5ba3,iTE,CNT junctions intervened by PEDOT-Tos,1,1,iTE:P0872:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:f5f48e71ca4761,iTE,CO2-derived polycarbonate,1,1,iTE:P0402:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:ea429a9849ddad,iTE,CPG-L2 hydrogel,1,1,iTE:P0506:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:9ac5d89de40f1c,iTE,CRS characteristics,1,1,iTE:P1796:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:469d06d12a2934,iTE,CVD-grown Se-carbon films,1,1,iTE:P1859:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:d324ce7a31685a,iTE,Ca,1,1,iTE:P0715:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:33d7312e3deb39,iTE,Ca and Yb,1,1,iTE:P0710:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:0ea7652acc3bd5,iTE,Ca-d and Ge-p states,1,1,iTE:P1498:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:b4c6d6bcd7b857,iTE,Ca2+-mediated ionic cross-linking,1,1,iTE:P1721:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:a62602066ffbf6,iTE,Ca2CoO3-delta rock salt layers,1,1,iTE:P1709:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:9148dfc497a070,iTE,CaCl2,1,1,iTE:P0609:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:8a5b3ee840dbc7,iTE,CaCl2 and glycerol,1,1,iTE:P0423:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:6ef5af7159d10c,iTE,CaGeO3,1,1,iTE:P0513:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:d6ca7bee105394,iTE,CaZn2Si2,1,1,iTE:P1215:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:870fb166b8b659,iTE,Ce,1,1,iTE:P1904:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:46e8cfb5ae8d0a,iTE,Ce with its mixed-valence states (Ce3+/Ce4+),1,1,iTE:P1157:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:b5c4bacc5c7b77,iTE,Ce3AlC,1,1,iTE:P1684:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:e97bd512b021b3,iTE,Ce3Pb,1,1,iTE:P1923:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:d553a79448ee5c,iTE,Changes in the carrier concentration,1,1,iTE:P1000:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:62964a58ea84d4,iTE,Chemical dissimilarity among the II and I/IV atoms,1,1,iTE:P1891:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:43bc4b5ab60732,iTE,Cl to Br substitution,1,1,iTE:P1950:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:4e5af05335f8de,iTE,Cl- ion thermodiffusion toward the cold side,1,1,iTE:P0439:n4,retrieval_group_only_no_semantic_merge
iTE:retrieval:c186768622c966,iTE,Cl- ions,1,1,iTE:P0501:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:8911bc29c5fd12,iTE,Cl--dominated ion migration,1,1,iTE:P0437:n4,retrieval_group_only_no_semantic_merge
iTE:retrieval:eebb27895d85fc,iTE,Co sites were substituted with Fe,1,1,iTE:P0665:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:a3caa46b5834d3,iTE,Co substitution,1,1,iTE:P1158:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:2416afcac5895f,iTE,Co-substitution and Ce-filling contents,1,1,iTE:P1517:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:1bb7cd8d0fe16b,iTE,Co/Ni and B,1,1,iTE:P1764:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:3a439f16eeb868,iTE,CoNbMnSi,1,1,iTE:P0983:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:e74a3977b92e20,iTE,Conductivity enhancements,1,1,iTE:P1246:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:3db8b504a470d2,iTE,Copper slag sand,1,1,iTE:P0821:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:bec03f7dd88db3,iTE,Coulomb impurities,1,1,iTE:P1461:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:9bfe12d2eae18e,iTE,Coulomb interaction to BMIM+,1,1,iTE:P0552:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:b67b93f049843d,iTE,Coulomb interactions between host ions,1,1,iTE:P0442:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:7911f6d1ba04ce,iTE,Cr doping,2,2,iTE:P1004:n1;iTE:P1132:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:eadd7c51e741a3,iTE,Crystalline stoichiometric PbTe electrodeposits,1,1,iTE:P1113:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:ab6f3bf22956c9,iTE,Cs,1,1,iTE:P0881:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:155b60f620f254,iTE,Cs2KTlI6 and Cs2RbTlI6,1,1,iTE:P1821:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:add23941932d82,iTE,CsBaPS4 and RbBaPS4 compounds,1,1,iTE:P1839:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:c93c24c2d91451,iTE,"CsSnX3 (Cl, Br)",1,1,iTE:P0942:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:a3cfcf2644655e,iTE,Ct/NC/CuI textile,1,1,iTE:P0854:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:f4554ac817f33c,iTE,Cu diffusion,1,1,iTE:P1300:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:c946f9aa97f284,iTE,Cu ion conduction in addition to Ag ion conduction,1,1,iTE:P1680:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:af04fd4f091722,iTE,Cu ion diffusion,1,1,iTE:P1178:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:92da586a672376,iTE,Cu ion suppression,1,1,iTE:P0565:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:124c13b3a31d15,iTE,Cu ions,1,1,iTE:P1168:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:46983ac7664ce6,iTE,Cu ions from escaping from the lattice,1,1,iTE:P0853:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:48ecf338ae3c34,iTE,Cu is replaced by the Na atom,1,1,iTE:P1470:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:e99e818ef8ae2a,iTE,Cu migration,2,2,iTE:P0865:n2;iTE:P1236:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:98f8b9d82ba8f8,iTE,Cu vacancies,1,1,iTE:P1015:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:cd41e33cd5d3f8,iTE,Cu-O and TlO,1,1,iTE:P0840:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:f3f0f01a3aa10e,iTE,Cu-Se ionic bonding,1,1,iTE:P1544:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:e44eef60c57ce6,iTE,Cu2+ ions are preferentially confined,1,1,iTE:P0439:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:7e04eed38ad29f,iTE,Cu2+ is immobilized within the chitosan matrix,1,1,iTE:P0878:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:63d1146e0a8bbe,iTE,Cu2+/Cu1+ ionic concentration,1,1,iTE:P1655:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:ce61753183f417,iTE,Cu2S nanoparticles,1,1,iTE:P1624:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:0a6adec2c1de4c,iTE,Cu2Se,1,1,iTE:P0792:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:4139f888ff3bca,iTE,Cu3Sn <010>perpendicular to Cu (100) interface,1,1,iTE:P1376:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:679aef803c2606,iTE,Cu6Se2Te2,1,1,iTE:P1876:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:46264668089503,iTE,CuCl2,1,1,iTE:P1553:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:dc50bdec0b6cdc,iTE,CuCr0.985La0.015S2,1,1,iTE:P1929:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:5109e6ecaae04f,iTE,CuI/NC,1,1,iTE:P0833:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:f383d4ede5bbdf,iTE,DBS- micelles are almost immobile as compared with Na+,1,1,iTE:P0383:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:ee1a9be83655c1,iTE,DBS-anions anchor at the biphasic interface,1,1,iTE:P0590:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:62b11fe934a850,iTE,DC conductivities,1,1,iTE:P1964:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:ca36b942782852,iTE,DCA(-) transport,1,1,iTE:P0556:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:f1038bd3bb2130,iTE,DCA- anion transport,1,1,iTE:P0681:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:0926f23f910c6d,iTE,DES gel,1,1,iTE:P0509:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:28f9d267751268,iTE,"Debye, and melting temperatures",1,1,iTE:P0926:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:e89e26d50eca5e,iTE,Decreasing crystallite size,1,1,iTE:P1374:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:c409254d2bf140,iTE,Device-level integration into thermoelectric harvesters,1,1,iTE:P1472:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:b24ae9e7c27415,iTE,Differences in single-ion Soret and self-diffusion coefficients of anions and cations,1,1,iTE:P1409:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:5afc36997eb04b,iTE,Differential interactions between the polymeric network and infused ions,1,1,iTE:P1719:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:ca0f371e7a3180,iTE,Donnan exclusion,1,1,iTE:P1926:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:442a8eef643d3b,iTE,Donnan exclusive effect,1,1,iTE:P0400:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:beefde6e0e2fe4,iTE,Doping Cd or Ge on the Zn site,1,1,iTE:P0722:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:3574b201803b45,iTE,Doping with divalent ions at A-site,1,1,iTE:P1423:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:66a89c44c87c8e,iTE,Double substitution with Gd and W,1,1,iTE:P1223:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:62d25e32424711,iTE,Dy doping,1,1,iTE:P1369:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:b46017ef958a1b,iTE,Dynamic structural transformations,1,1,iTE:P0768:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:8a49e6c2f9baa2,iTE,EDL gating,1,1,iTE:P0641:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:fc949f1f7dce93,iTE,EMIM DCA,1,1,iTE:P0595:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:4c8bc609cb7a2a,iTE,EMIM:DCA,1,1,iTE:P0605:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:7b8f4d8d5e60bd,iTE,EMIM:TCM,1,1,iTE:P1272:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:11ed0d8d291ffa,iTE,EMImFeCl4,1,1,iTE:P0468:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:387a1f4390471e,iTE,Eastman entropy,1,1,iTE:P0375:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:d0408fdbbcd00f,iTE,Eastman entropy associated with cation transport,1,1,iTE:P0438:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:51579a05e60c73,iTE,Eastman entropy change,2,2,iTE:P0464:n4;iTE:P0537:n4,retrieval_group_only_no_semantic_merge
iTE:retrieval:f7380d3f997bb8,iTE,Eastman entropy changes,1,1,iTE:P0560:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:b3666436236869,iTE,Einstein temperatures of the distinct rattling fillers,1,1,iTE:P1565:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:eed3ffaa9bb0c5,iTE,Elastic stiffness constants,1,1,iTE:P1875:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:8f6fb12978241a,iTE,Electric field effects at the interface,1,1,iTE:P1805:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:0e5812fea1e1d3,iTE,Electrical conductivity,2,2,iTE:P0636:n2;iTE:P0718:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:f7b500bbdc3141,iTE,"Electrical conductivity, thermoelectric power, and chemical diffusivity",1,1,iTE:P1486:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:b7a0c2c14e56c1,iTE,Electrons/holes can drift,1,1,iTE:P0380:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:c39932725c033c,iTE,Embedded Ni-foam-CNT electrodes,1,1,iTE:P0545:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:94ce01c5a05cd2,iTE,Engineering the configurational entropy,1,1,iTE:P1176:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:036526608517c3,iTE,Eu3+ insertion,1,1,iTE:P1743:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:755a569a6dddba,iTE,Exclusion-diffusion potentials,1,1,iTE:P1320:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:06c9142246358b,iTE,Fe atoms,1,1,iTE:P1178:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:13a61a168078d5,iTE,Fe substitution,1,1,iTE:P1940:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:69f7dfbd9215de,iTE,FeCl3,1,1,iTE:P0368:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:30d6641dd187a6,iTE,FeSb2,1,1,iTE:P1841:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:d489760e34bac3,iTE,Fermi energy of CNT yarn,1,1,iTE:P0887:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:6e158416253997,iTE,Fermi level,1,1,iTE:P1442:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:65b634c4c953df,iTE,Fmoc-FF,1,1,iTE:P0346:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:0fc07cf24d2600,iTE,Formamide,1,1,iTE:P0349:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:5240cfc3d057eb,iTE,Formation of ionic bonds,1,1,iTE:P1442:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:40bf5fec446895,iTE,FractionCSP3 and molecular weight,1,1,iTE:P0687:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:7dbdecbd0e8133,iTE,Frenkel defect,2,2,iTE:P0850:n3;iTE:P1429:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:364096859f81c9,iTE,GNPs' content,1,1,iTE:P1491:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:5639952d551dbc,iTE,GO layer facing higher concentration electrolytes,1,1,iTE:P1902:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:45285160324223,iTE,GO/MA NCs,1,1,iTE:P1806:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:44b57dda2c2694,iTE,Ga atom is replaced by an In atom,1,1,iTE:P1386:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:58b45e802d1777,iTE,Ga-Sb link within the [GaSb2] block,1,1,iTE:P1032:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:65b21a8e6e29dd,iTE,Ga3+ ions is substituted on octahedral (B) sites,1,1,iTE:P1814:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:91569a4ced9e8c,iTE,GdmCl,1,1,iTE:P1263:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:1b46159add7b34,iTE,Ge doping,1,1,iTE:P1466:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:e3616666a3d3af,iTE,GeSe,1,1,iTE:P0648:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:a049785c45653d,iTE,Gly-GAPL,1,1,iTE:P0737:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:9113f66a12246a,iTE,Grain boundaries of TiO2,1,1,iTE:P1798:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:faac448f418f36,iTE,Graphene forming a structure like a bridge,1,1,iTE:P0376:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:bc9950e3e57ce5,iTE,Gruneisen parameter,1,1,iTE:P1752:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:16212254e913f0,iTE,H+ and alkali metal cations interact with the hydroxyl on PVA chains,1,1,iTE:P0496:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:89779b92e0c8c0,iTE,H-2/H2O gas mixtures,1,1,iTE:P1599:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:03fe0b8824a3bd,iTE,H2SO4 and EMIM-DCA,1,1,iTE:P1613:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:c896931dcb1fae,iTE,HCA,1,1,iTE:P0817:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:c65081dff73cc1,iTE,HE-NSEs,1,1,iTE:P1708:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:f4431ab583a55b,iTE,HTIG,1,1,iTE:P1339:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:42c63f981852de,iTE,Haeffner effect,1,1,iTE:P1218:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:0c39d2587db47a,iTE,Heikes model,1,1,iTE:P1894:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:db6e563e77bde0,iTE,Heterogeneous interfaces and disordered Cu2Se amorphous phases,1,1,iTE:P0874:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:91a28f4e50cabb,iTE,High levels of doping,1,1,iTE:P0750:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:df211276790de4,iTE,High reflectivity over a wide spectral range,1,1,iTE:P1933:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:2bfddda2808c3c,iTE,High temperature thermoelectric figure-of-merit,1,1,iTE:P0703:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:fe9026dde89722,iTE,Highly distorted O-Ba-6 octahedral framework with weak ionic bonds,1,1,iTE:P1198:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:9783882fa438e3,iTE,Ho3+,1,1,iTE:P0703:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:1f54ba0f3bd3d3,iTE,Hydrogen,1,1,iTE:P1738:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:87f050d9f1e0c8,iTE,I-,1,1,iTE:P0428:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:0e52d852c1d90e,iTE,I-3(-) doped choline iodide,1,1,iTE:P0834:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:9b90fa7f6a8a28,iTE,IL,2,2,iTE:P0384:n1;iTE:P1666:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:d73255e27d37fb,iTE,IL additive,1,1,iTE:P0858:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:94643fd2b5eb17,iTE,IL contact angles,1,1,iTE:P1017:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:db45615d75686c,iTE,IL-induced dedoping,1,1,iTE:P0479:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:e55594f0091413,iTE,IL-rich spherical structure,1,1,iTE:P0580:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:e197ba4ba0ad0d,iTE,ILs,3,3,iTE:P0409:n2;iTE:P0688:n1;iTE:P1482:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:1211e241540a7b,iTE,ILs derived from bicyclic ring superbases and TFSI,1,1,iTE:P0453:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:6e96ff060b7b53,iTE,IR-reflecting indium tin oxide coating,1,1,iTE:P0554:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:7f08bbfc91df58,iTE,ITE,1,1,iTE:P0382:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:9f670d6feacf26,iTE,ITEG,1,1,iTE:P0613:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:3b50bb38b2d203,iTE,In-Mg(1) being acceptor defect and In-Sb being electron compensation defect,1,1,iTE:P1795:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:91bd6a22ed233f,iTE,InSb,1,1,iTE:P0712:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:25641aa298052b,iTE,Increasing the Ag content,1,1,iTE:P0943:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:5b34e5b281fca2,iTE,"Initial 2,3,5,6-tetrafluoro-7,7,8,8-tetracyano-quinodimethane (F4TCNQ) diffusion doping followed by anion exchange",1,1,iTE:P1328:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:93633e95672304,iTE,Jahn - Teller distortion,1,1,iTE:P0898:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:7b83b61065cf7c,iTE,"K, Sr/Ba, Cd and Sb atoms",1,1,iTE:P1808:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:784554d70dceba,iTE,K-L,1,1,iTE:P1712:n4,retrieval_group_only_no_semantic_merge
iTE:retrieval:eb8baff5e2158f,iTE,K-means clustering algorithm,1,1,iTE:P0505:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:46932d58a149d4,iTE,K2IrI6,1,1,iTE:P1480:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:d0073d658a0495,iTE,KCl,1,1,iTE:P1251:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:bed1d197a4f126,iTE,Kapitza resistance,1,1,iTE:P1889:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:f0a735b2f62041,iTE,Kondo interaction,1,1,iTE:P0811:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:2ce93dbf4198a6,iTE,L-ascorbic acid,1,1,iTE:P0628:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:4827d635f12de0,iTE,LO-TO splitting in the phonon dispersion curves,1,1,iTE:P1898:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:d6920430e6adf4,iTE,La3+ substitution for In3+,1,1,iTE:P0582:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:b9d334e21a47b2,iTE,Lattice constant values,1,1,iTE:P1867:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:a49c352fd226a1,iTE,Lattice softening and LO-TO splitting,1,1,iTE:P1893:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:5f898fd1f0bbea,iTE,Leg segmentation,1,1,iTE:P0740:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:8a4a0537d31235,iTE,Lewis acidic organic ionic liquids,1,1,iTE:P0992:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:d6ce8e95e0ac27,iTE,Li atoms filling vacancies and substituting atoms in the Ge framework,1,1,iTE:P1887:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:5c3fec00e64284,iTE,Li+ transport,1,1,iTE:P1415:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:84a3881bc13340,iTE,Li2GeSnCl6 and Li2GeSnI6,1,1,iTE:P0880:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:30c1279c0c3794,iTE,Li2SO4,1,1,iTE:P0532:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:7c32beb52120b8,iTE,Li2ZnCl4,1,1,iTE:P0812:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:5710266b280c27,iTE,LiSiIn,1,1,iTE:P1811:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:191e470fa339a7,iTE,Light-induced phase transitions in the hydrogel,1,1,iTE:P1872:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:c031a4ce0ffb5e,iTE,Lignin-based hydrogels,1,1,iTE:P0399:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:2b85bc735c4c61,iTE,Liquid gating,1,1,iTE:P0846:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:97fbc3f9b26799,iTE,Lithium salts,1,1,iTE:P0739:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:ac7ff73cc9d324,iTE,Ln substitution for Ca,1,1,iTE:P1076:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:9396cba3541f60,iTE,Ln(3+) ionic radius,1,1,iTE:P1508:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:46097b47d6e3f7,iTE,Lorenz number,1,1,iTE:P0802:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:776c515f6d71d7,iTE,Low hygroscopicity,1,1,iTE:P0764:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:576cb93a6cee0f,iTE,Low thermal conductivities,1,1,iTE:P1749:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:bdb0a55934a00c,iTE,M3+ cation size,1,1,iTE:P1692:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:ab32badea419fc,iTE,MAPbI3,1,1,iTE:P0704:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:42020b3f8f8074,iTE,"MRhSb (M = Ti, Zr, Hf)",1,1,iTE:P1030:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:3a08923e50031b,iTE,MTEG operates,1,1,iTE:P0561:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:2afacb4cc90d39,iTE,MXene nanosheets,1,1,iTE:P0430:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:cb85b08737013a,iTE,Majority of the bonds,1,1,iTE:P1252:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:f7a977bf34b285,iTE,Manning counterion condensation effect,1,1,iTE:P0344:n2,retrieval_group_only_no_semantic_merge
iTE:retrieval:978da72ccc65cb,iTE,Manning's counterion condensation,1,1,iTE:P0555:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:22cfff712db5d5,iTE,Maxwell-Wagner type interfacial polarization,1,1,iTE:P1649:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:b8af39653e9dcc,iTE,Mg is simultaneously substituted for Co,1,1,iTE:P1182:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:49a8617017bc1f,iTE,"Mg-3(Sb, Bi)(2)-based particles and carbon nanotubes",1,1,iTE:P0465:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:3ddc56452bfb0e,iTE,Mg2Si,1,1,iTE:P1358:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:11c583fc1714a1,iTE,MgCu3GaSe4,1,1,iTE:P1536:n3,retrieval_group_only_no_semantic_merge
iTE:retrieval:571cc33daf692b,iTE,MgEu2X4 (X = S and Se),1,1,iTE:P1006:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:8800d53674dd7f,iTE,MgO produced during the carbonate reaction,1,1,iTE:P0910:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:d60dc1667d2d3c,iTE,MgPTe3,1,1,iTE:P0835:n1,retrieval_group_only_no_semantic_merge
iTE:retrieval:33ebcc49bbbc64,iTE,MgSc2Te4 and MgY2Te4,1,1,iTE:P1092:n1,retrieval_group_only_no_semantic_merge
