candidate_id,domain,left_unit_id,right_unit_id,left_label,right_label,left_paper_support,right_paper_support,candidate_channels,char_ngram_cosine,structural_jaccard,literal_key_equal,decision_status,concept_relation,human_reason
pair:9ae0ea2f79b94698,TG,TG:retrieval:17c80fd6e152a2,TG:retrieval:3ca65ab2ad7ece,electrical energy,electrical conductivity,1,1,char_ngram_tfidf,0.364721,0.0,False,unreviewed_candidate,,
pair:599c0bab2bb3e443,TG,TG:retrieval:574ac318ce8fd0,TG:retrieval:71a4ad695c4934,electronic activation energy,thermal energy,1,1,char_ngram_tfidf,0.364573,0.0,False,unreviewed_candidate,,
pair:ec50ebe53d9ddb1c,TG,TG:retrieval:91097b067cd4b6,TG:retrieval:aab80254b87e4c,water containing DES,gas-containing electrolyte layer,1,1,char_ngram_tfidf,0.364518,0.0,False,unreviewed_candidate,,
pair:9d4c2a517acd9ada,TG,TG:retrieval:daa8d1a9f9a1c9,TG:retrieval:e27095093d22d5,thermogalvanic deposition process,thermogalvanic conversion,1,1,char_ngram_tfidf,0.364444,0.0,False,unreviewed_candidate,,
pair:23342975f3e2a5f8,TG,TG:retrieval:45192b9f3487e2,TG:retrieval:e7b0a0a8a6726c,ohmic overpotential,electrochemical potential,2,1,char_ngram_tfidf,0.364383,0.0,False,unreviewed_candidate,,
pair:bbec8a0ea4ec2b6f,TG,TG:retrieval:33b5ca3a89bbbd,TG:retrieval:7b4dba7aa73e4d,maximum power output density,overall power output,1,1,char_ngram_tfidf,0.364348,0.0,False,unreviewed_candidate,,
pair:828a8fca6a9e9abe,TG,TG:retrieval:25d2fc370f09b1,TG:retrieval:5c976936565b2d,entropy difference of the redox couple,configurational) entropy difference,1,1,char_ngram_tfidf,0.364293,0.0,False,unreviewed_candidate,,
pair:ca786a81c8097e7e,TG,TG:retrieval:1cfde907dadf38,TG:retrieval:ab130a8a284287,solvation entropy difference,creation of the concentration difference,1,1,char_ngram_tfidf,0.364254,0.0,False,unreviewed_candidate,,
pair:1bdbd7e862acd830,TG,TG:retrieval:bb7e75524b48de,TG:retrieval:fe4d125bcbb773,coordination of carboxyl groups on PAA with Fe3+,carboxylate groups,1,1,char_ngram_tfidf,0.364239,0.0,False,unreviewed_candidate,,
pair:dd9bf60fb8bff8ad,TG,TG:retrieval:3d1c3f5b70a011,TG:retrieval:b314ae60cb741e,temperature coefficient of [Fe(CN)6]3-/4-,temperature,1,2,char_ngram_tfidf,0.364131,0.0,False,unreviewed_candidate,,
pair:6a3785f8a3d6dbdf,TG,TG:retrieval:01cb523d2855e9,TG:retrieval:7b2c268e600f71,maximum power density of 660 mW m(-1),power density,1,2,char_ngram_tfidf,0.364089,0.0,False,unreviewed_candidate,,
pair:8b0a5558e3f1967a,TG,TG:retrieval:3b0484b5304e7b,TG:retrieval:911876d946d30d,activation overpotential,pitting potential,1,1,char_ngram_tfidf,0.363989,0.0,False,unreviewed_candidate,,
pair:0d19ffeeecc1ef41,TG,TG:retrieval:47c4d9f6e5c056,TG:retrieval:8527ef06b5fd4b,high temperatures,temperature and pH,1,1,char_ngram_tfidf,0.363913,0.0,False,unreviewed_candidate,,
pair:ba64c4aeef0db7c9,TG,TG:retrieval:364b0648e029b8,TG:retrieval:89ccb646967ea6,mechanical performance and output power density,output powers and current densities,1,1,char_ngram_tfidf,0.363879,0.0,False,unreviewed_candidate,,
pair:8b47654323ac8844,TG,TG:retrieval:4341dc6ea1a614,TG:retrieval:d846d9e80803e6,thermodiffusive and thermogalvanic effects,precipitation-driven Thermogalvanic effect,1,1,char_ngram_tfidf,0.363866,0.0,False,unreviewed_candidate,,
pair:8f42dce89656c145,TG,TG:retrieval:7c3394f61a21e1,TG:retrieval:c12e2f272042aa,temperature difference,charged at a temperature and then discharged at a different temperature,3,1,char_ngram_tfidf,0.363718,0.0,False,unreviewed_candidate,,
pair:8b232ddccce56c6f,TG,TG:retrieval:5f67823c585c24,TG:retrieval:bd7e500f8cd4cb,electrolyte concentration distribution,electrolyte infiltration,1,1,char_ngram_tfidf,0.363663,0.0,False,unreviewed_candidate,,
pair:98de0734bcf4b48d,TG,TG:retrieval:8cd0541cb0e793,TG:retrieval:c467d14ef0b9d8,mass transfer resistance,ohmic resistances,1,1,char_ngram_tfidf,0.363592,0.0,False,unreviewed_candidate,,
pair:f4d2ef4e27e42289,TG,TG:retrieval:8e5ef99c294adf,TG:retrieval:b8e1c822fc506b,self-assembled asymmetric electrodes,asymmetric cells,1,1,char_ngram_tfidf,0.363588,0.0,False,unreviewed_candidate,,
pair:23f53ed043bd9148,TG,TG:retrieval:c0c74f7a0a2da8,TG:retrieval:d2e584f0075836,solvation structure,formation of Li+(H2O)n hydration structure,1,1,char_ngram_tfidf,0.363481,0.0,False,unreviewed_candidate,,
pair:d4f7757bbb768787,TG,TG:retrieval:44de760f25cea0,TG:retrieval:64f7e8cd2147b9,hydrogen bonds between water and DMSO,strong hydrogen bonds,1,1,char_ngram_tfidf,0.363444,0.0,False,unreviewed_candidate,,
pair:13100238a9e0e8a0,TG,TG:retrieval:05caf78eab06c8,TG:retrieval:e5df962b683f9f,effective thermal conductivity,thermal conditions,1,1,char_ngram_tfidf,0.363413,0.0,False,unreviewed_candidate,,
pair:f5458403fc81d30b,TG,TG:retrieval:01112e706d9eaf,TG:retrieval:44ae5087630a06,voltage,alternating pulse voltage,1,1,char_ngram_tfidf,0.363408,0.0,False,unreviewed_candidate,,
pair:73fb9ad0a13fb2e7,TG,TG:retrieval:61aa736ef45d5a,TG:retrieval:fca2e5ef50f571,thermoelectric effect,facial thermoelectric variation,1,1,char_ngram_tfidf,0.363378,0.0,False,unreviewed_candidate,,
pair:b080a779354242e0,TG,TG:retrieval:35242df890d139,TG:retrieval:76d0b7fc262095,power conversion efficiency,efficiency and power density,1,1,char_ngram_tfidf,0.363337,0.0,False,unreviewed_candidate,,
pair:e34bd28f0d4b10ec,TG,TG:retrieval:142a667fa51f88,TG:retrieval:357c9993875bc1,continuous concentration gradient of redox ions,desolvation of redox ions,1,1,char_ngram_tfidf,0.363308,0.0,False,unreviewed_candidate,,
pair:aa7bce2987c15211,TG,TG:retrieval:0ef47e95beb534,TG:retrieval:e83d2eb302e6f5,hydrogen bonding between ethylene glycol and water molecules,trimethyl phosphate and ethylene glycol,1,1,char_ngram_tfidf,0.363237,0.0,False,unreviewed_candidate,,
pair:b666a0d1e259d237,TG,TG:retrieval:4e6adfe6133e86,TG:retrieval:d79e59b1b9284b,thermogalvanic effect (Fe2+/Fe3+),thermogalvanic reaction,1,1,char_ngram_tfidf,0.363145,0.0,False,unreviewed_candidate,,
pair:d664ebb31aed3447,TG,TG:retrieval:3d90df9bec9696,TG:retrieval:d19dc9d1b6a37e,entropy change of the overall redox system,entropy change and concentration difference of redox couple,1,1,char_ngram_tfidf,0.363032,0.0,False,unreviewed_candidate,,
pair:e3f691410017fd04,TG,TG:retrieval:f33af28b6a45b8,TG:retrieval:feea63b78a780a,cell performance,performance of the thermo-electrochemical cells,1,1,char_ngram_tfidf,0.363016,0.0,False,unreviewed_candidate,,
pair:90b39b8940d73734,TG,TG:retrieval:90a83de42f3d3e,TG:retrieval:9b6038c8746fbb,thermogalvanic and pyroelectric performance,thermogalvanic effect,1,9,char_ngram_tfidf,0.362957,0.0,False,unreviewed_candidate,,
pair:607a0a1b3b3ff444,TG,TG:retrieval:9ca52161c3162c,TG:retrieval:b31389b78a62bc,apparent Seebeck coefficient,Soret coefficient,1,1,char_ngram_tfidf,0.362835,0.0,False,unreviewed_candidate,,
pair:c0d211d0c788a255,TG,TG:retrieval:8b30feb66bef37,TG:retrieval:c01409488657f5,mass transfer of redox ions,mass transfer overpotential inside the porous electrode,1,1,char_ngram_tfidf,0.362632,0.0,False,unreviewed_candidate,,
pair:3ad0ce3bc25fed54,TG,TG:retrieval:25d2fc370f09b1,TG:retrieval:8b6b70c9a599b3,entropy difference of the redox couple,concentrations of both the ionic liquid and the redox couple,1,1,char_ngram_tfidf,0.362616,0.0,False,unreviewed_candidate,,
pair:958974c7c3e661c7,TG,TG:retrieval:9abcc8794c4aa6,TG:retrieval:b314ae60cb741e,temperature difference across the droplet,temperature,1,2,char_ngram_tfidf,0.362588,0.0,False,unreviewed_candidate,,
pair:eedd97283bafb152,TG,TG:retrieval:8f3a41af23d40a,TG:retrieval:e30f2b02b4b899,salt concentrations,Concentration difference,1,1,char_ngram_tfidf,0.362514,0.0,False,unreviewed_candidate,,
pair:bdc525204c03a98b,TG,TG:retrieval:10b98647369e7b,TG:retrieval:2ad4a672107db5,colligative properties,mechanical tensile properties,1,1,char_ngram_tfidf,0.362507,0.0,False,unreviewed_candidate,,
pair:ccf31c1e1fd653c7,TG,TG:retrieval:66144d36b9c1d6,TG:retrieval:8f3a41af23d40a,concentration gradient,salt concentrations,2,1,char_ngram_tfidf,0.362503,0.0,False,unreviewed_candidate,,
pair:a6f4d0893286f9f7,TG,TG:retrieval:b3e65e6d9b7b8a,TG:retrieval:b5c57c27341834,lithiation overpotential,current and potential,1,1,char_ngram_tfidf,0.362251,0.0,False,unreviewed_candidate,,
pair:fe47ac50eced64e9,TG,TG:retrieval:0537973ab6a7ce,TG:retrieval:c7ba998a9de311,thermogalvanic hydrogel film,thermogalvanic redox reactions of hydrogen ions on the anode,1,1,char_ngram_tfidf,0.36202,0.0,False,unreviewed_candidate,,
pair:b5661b22c04541d3,TG,TG:retrieval:19a228690b06e0,TG:retrieval:6b702702fe126d,asymmetric solvation structures,solvation structure of [Fe(CN)6]3-,1,1,char_ngram_tfidf,0.361974,0.0,False,unreviewed_candidate,,
pair:6e253b95897ecbee,TG,TG:retrieval:5a74f4dca33418,TG:retrieval:b314ae60cb741e,temperature gradients between copper electrodes,temperature,1,2,char_ngram_tfidf,0.361935,0.0,False,unreviewed_candidate,,
pair:2fd7b775354739a7,TG,TG:retrieval:674120f1da5486,TG:retrieval:7a3fe78cd4a7f9,power outputs,peak output power,1,1,char_ngram_tfidf,0.36192,0.0,False,unreviewed_candidate,,
pair:9e067b392447beda,TG,TG:retrieval:05e55f64f7549c,TG:retrieval:39e87a5dfaa2d0,thermogalvanic effect of a redox couple (C=O/C-O-NH4+),thermogalvanic effect of Fe2+/Fe3+,1,1,char_ngram_tfidf,0.361879,0.0,False,unreviewed_candidate,,
pair:7604c80d9e242a13,TG,TG:retrieval:8527ef06b5fd4b,TG:retrieval:b10fd157dcbc3b,temperature and pH,operation temperature range,1,1,char_ngram_tfidf,0.361802,0.0,False,unreviewed_candidate,,
pair:49b4a2c462c58439,TG,TG:retrieval:bcbbc70c329462,TG:retrieval:cbd1e138f47253,resistance barrier,thermal resistances,1,1,char_ngram_tfidf,0.361799,0.0,False,unreviewed_candidate,,
pair:8739bd0e91b00f44,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:b28e2684f49be5,thermogalvanic cell,thermogalvanic and heat-transfer corrosion,1,1,char_ngram_tfidf,0.361758,0.0,False,unreviewed_candidate,,
pair:87303601ea7d851c,TG,TG:retrieval:42f11f424cf756,TG:retrieval:4e6adfe6133e86,thermogalvanic effect of [Fe(CN)64-/Fe(CN)63-],thermogalvanic effect (Fe2+/Fe3+),1,1,char_ngram_tfidf,0.361681,0.0,False,unreviewed_candidate,,
pair:f2b37631adeec84d,TG,TG:retrieval:3b6c9516301f0d,TG:retrieval:b31389b78a62bc,absolute temperature coefficient,Soret coefficient,1,1,char_ngram_tfidf,0.361369,0.0,False,unreviewed_candidate,,
pair:2e0a051665a27faa,TG,TG:retrieval:915afdc8929aa0,TG:retrieval:fca2e5ef50f571,thermoelectricity,facial thermoelectric variation,1,1,char_ngram_tfidf,0.361331,0.0,False,unreviewed_candidate,,
pair:1d3420193fc6c7bd,TG,TG:retrieval:1f189daeb2bf63,TG:retrieval:36eb5347fe1720,energy conversion,energy dissipation,1,1,char_ngram_tfidf,0.360986,0.0,False,unreviewed_candidate,,
pair:dcc7c5ce73db3abb,TG,TG:retrieval:45192b9f3487e2,TG:retrieval:c01409488657f5,ohmic overpotential,mass transfer overpotential inside the porous electrode,2,1,char_ngram_tfidf,0.360938,0.0,False,unreviewed_candidate,,
pair:12bb019292df98c2,TG,TG:retrieval:3a7ebbd8452408,TG:retrieval:9522827c849eef,ion diffusion coefficients,thermal diffusion,1,2,char_ngram_tfidf,0.360936,0.0,False,unreviewed_candidate,,
pair:8f1268aa66b80176,TG,TG:retrieval:146c5c5a1330d6,TG:retrieval:24b5a1137c654b,cell current,TG currents,1,1,char_ngram_tfidf,0.360762,0.0,False,unreviewed_candidate,,
pair:c6fd8404f2ac72d3,TG,TG:retrieval:c6d38e57557327,TG:retrieval:fca2e5ef50f571,thermoelectric power,facial thermoelectric variation,2,1,char_ngram_tfidf,0.360735,0.0,False,unreviewed_candidate,,
pair:c9e37fbe6417b884,TG,TG:retrieval:3d1c3f5b70a011,TG:retrieval:47844a93542210,temperature coefficient of [Fe(CN)6]3-/4-,crystallization of [Fe(CN)6]4-,1,1,char_ngram_tfidf,0.36071,0.0,False,unreviewed_candidate,,
pair:675b2517284b3811,TG,TG:retrieval:4797f6de6f605b,TG:retrieval:daa8d1a9f9a1c9,copper deposition rate,thermogalvanic deposition process,1,1,char_ngram_tfidf,0.360614,0.0,False,unreviewed_candidate,,
pair:5f821dc45a9af29e,TG,TG:retrieval:7c3394f61a21e1,TG:retrieval:ab130a8a284287,temperature difference,creation of the concentration difference,3,1,char_ngram_tfidf,0.360599,0.0,False,unreviewed_candidate,,
pair:6973c38715a4e83a,TG,TG:retrieval:5604fab830c82d,TG:retrieval:e5c908828b54c0,selective separation of positive and negative ions,gel electrolytes with positive and negative thermo-electrochemical Seebeck coefficients,1,1,char_ngram_tfidf,0.36056,0.0,False,unreviewed_candidate,,
pair:7a634137fff4ab22,TG,TG:retrieval:336c4140796b63,TG:retrieval:57ccfe0bfee78d,electrocatalysis,specific catalysis toward electrode reactions,1,1,char_ngram_tfidf,0.36047,0.0,False,unreviewed_candidate,,
pair:a09a7ded8b2b2e44,TG,TG:retrieval:58538fb4704d6f,TG:retrieval:64f7e8cd2147b9,hydrogen bonding with hydrogel surfaces,strong hydrogen bonds,1,1,char_ngram_tfidf,0.360358,0.0,False,unreviewed_candidate,,
pair:51ebb8f88f9f5252,TG,TG:retrieval:39e87a5dfaa2d0,TG:retrieval:8fa3a9d03cd298,thermogalvanic effect of Fe2+/Fe3+,a of Fe3+/Fe2+,1,1,char_ngram_tfidf,0.360284,0.0,False,unreviewed_candidate,,
pair:30fd5601c3ba5328,TG,TG:retrieval:9b6038c8746fbb,TG:retrieval:b28e2684f49be5,thermogalvanic effect,thermogalvanic and heat-transfer corrosion,9,1,char_ngram_tfidf,0.36015,0.0,False,unreviewed_candidate,,
pair:d177c121fac173bc,TG,TG:retrieval:be48ae5de004a8,TG:retrieval:c63eb3b24487a0,thermogalvanic effect involving I- to I-3(-) conversion and Zn plating,thermogalvanic effects,1,2,char_ngram_tfidf,0.360027,0.0,False,unreviewed_candidate,,
pair:2c79ca3362b4d569,TG,TG:retrieval:5988c7acb1c8c2,TG:retrieval:9c088b59ac0630,thermopower of the p-type redox couple,modify the hydration shell of the redox couple,1,1,char_ngram_tfidf,0.360025,0.0,False,unreviewed_candidate,,
pair:30b3719c99863592,TG,TG:retrieval:791f39adab9a8a,TG:retrieval:8d910b6709d3d3,heat localization effect,heat losses,1,1,char_ngram_tfidf,0.360003,0.0,False,unreviewed_candidate,,
pair:6740c97fa3d6a12e,TG,TG:retrieval:5e3bbb57637208,TG:retrieval:e81d055bb2adad,output current density,continuous current output,1,1,char_ngram_tfidf,0.359849,0.0,False,unreviewed_candidate,,
pair:1b61dc331de575b5,TG,TG:retrieval:185fef13ede999,TG:retrieval:9451f9d97d7cd4,surface area/volume ratio,electroactive surface area,1,2,char_ngram_tfidf,0.359808,0.0,False,unreviewed_candidate,,
pair:747c4f623646b7e3,TG,TG:retrieval:3b0484b5304e7b,TG:retrieval:e7b0a0a8a6726c,activation overpotential,electrochemical potential,1,1,char_ngram_tfidf,0.359746,0.0,False,unreviewed_candidate,,
pair:b049c99c07e54815,TG,TG:retrieval:14b720a56b3f71,TG:retrieval:6124a674f6fa88,electrical potential difference between the electrodes,electrical power,1,2,char_ngram_tfidf,0.359534,0.0,False,unreviewed_candidate,,
pair:e2d38ca980401b49,TG,TG:retrieval:1f189daeb2bf63,TG:retrieval:35242df890d139,energy conversion,power conversion efficiency,1,1,char_ngram_tfidf,0.359422,0.0,False,unreviewed_candidate,,
pair:db58f42b298174d2,TG,TG:retrieval:1cb72fee4449a1,TG:retrieval:4b7d4bc672fbcf,optimized thermopower,n-type thermopower,1,1,char_ngram_tfidf,0.359166,0.0,False,unreviewed_candidate,,
pair:ca3fa35e274eb376,TG,TG:retrieval:399e0bb9efaec3,TG:retrieval:acc790de6c6b5f,redox ion transport,synergistic ion transport effect,1,1,char_ngram_tfidf,0.359162,0.0,False,unreviewed_candidate,,
pair:6ad1cac64847d0b3,TG,TG:retrieval:8f3a41af23d40a,TG:retrieval:cc9fadc3bae612,salt concentrations,variable concentrations of ions,1,1,char_ngram_tfidf,0.35902,0.0,False,unreviewed_candidate,,
pair:64cc39b0a4125ff3,TG,TG:retrieval:d8871590c191cd,TG:retrieval:e30f2b02b4b899,Fe3+ concentration,Concentration difference,1,1,char_ngram_tfidf,0.359001,0.0,False,unreviewed_candidate,,
pair:7a235c203140975b,TG,TG:retrieval:66144d36b9c1d6,TG:retrieval:d8871590c191cd,concentration gradient,Fe3+ concentration,2,1,char_ngram_tfidf,0.35899,0.0,False,unreviewed_candidate,,
pair:d6d52c7f5bb452f3,TG,TG:retrieval:7b0f7d4c61aaa9,TG:retrieval:fe4d125bcbb773,sodium pyrrolidone carboxylate,carboxylate groups,1,1,char_ngram_tfidf,0.358794,0.0,False,unreviewed_candidate,,
pair:2ef3fb6d308c51be,TG,TG:retrieval:02a4b85354ccdd,TG:retrieval:90a83de42f3d3e,thermogalvanic cell,thermogalvanic and pyroelectric performance,1,1,char_ngram_tfidf,0.358455,0.0,False,unreviewed_candidate,,
pair:028bc2a1691a4079,TG,TG:retrieval:364b0648e029b8,TG:retrieval:cc1b2e617e9f99,mechanical performance and output power density,sensing performance,1,1,char_ngram_tfidf,0.358335,0.0,False,unreviewed_candidate,,
pair:009df31a084770d8,TG,TG:retrieval:8cfcc17c54ea05,TG:retrieval:934872bf993ffe,in situ redox reactions,reversible redox reaction,1,1,char_ngram_tfidf,0.358281,0.0,False,unreviewed_candidate,,
pair:151fe2785b27954b,TG,TG:retrieval:6699bb8e59aad7,TG:retrieval:9c159c91bb505b,cooling efficiency,solar thermal conversion efficiency,1,1,char_ngram_tfidf,0.358248,0.0,False,unreviewed_candidate,,
pair:48f97b619a55c8f0,TG,TG:retrieval:4e6adfe6133e86,TG:retrieval:70ca2912d4b104,thermogalvanic effect (Fe2+/Fe3+),thermogalvanic redox,1,1,char_ngram_tfidf,0.358189,0.0,False,unreviewed_candidate,,
pair:7ac92791a24c9ffd,TG,TG:retrieval:4ae99f9560b451,TG:retrieval:e9d780163782ce,anti-freezing,anti-drying,2,1,char_ngram_tfidf,0.358091,0.0,False,unreviewed_candidate,,
pair:9135429bca0bed7d,TG,TG:retrieval:0dd40f586d0a02,TG:retrieval:4306f790b68fbd,decoupling of thermopower and ionic conductivity,high conductivity,1,1,char_ngram_tfidf,0.358043,0.0,False,unreviewed_candidate,,
pair:1d51738efcf090ad,TG,TG:retrieval:1f2fce3efb93f6,TG:retrieval:4ab3c9751650d7,solvation entropy increase of redox ions,redox reaction entropy,1,1,char_ngram_tfidf,0.357987,0.0,False,unreviewed_candidate,,
pair:b0c35203c3888ca1,TG,TG:retrieval:b6dc7b5c6fd675,TG:retrieval:d627403465befa,spontaneous reaction of HQ to form BQ,spontaneous water evaporation,1,1,char_ngram_tfidf,0.357972,0.0,False,unreviewed_candidate,,
pair:078bd56de9f68b1e,TG,TG:retrieval:10b98647369e7b,TG:retrieval:8b7698226f3a30,colligative properties,protective properties of the passive film,1,1,char_ngram_tfidf,0.357901,0.0,False,unreviewed_candidate,,
pair:875db995e6d397a5,TG,TG:retrieval:087881be01e187,TG:retrieval:17c80fd6e152a2,electrical performance,electrical energy,1,1,char_ngram_tfidf,0.357865,0.0,False,unreviewed_candidate,,
pair:612b4ab372bcc643,TG,TG:retrieval:d7b44ac3b9a2a9,TG:retrieval:e2af118701e598,spin mixing,asymmetry of the spin-mixing,1,1,char_ngram_tfidf,0.357853,0.0,False,unreviewed_candidate,,
pair:1dbaa84d6e7e731c,TG,TG:retrieval:7b4dba7aa73e4d,TG:retrieval:ad72ecae25d1eb,overall power output,more than half of the power output,1,1,char_ngram_tfidf,0.357786,0.0,False,unreviewed_candidate,,
pair:6c38e6d2665175a1,TG,TG:retrieval:05caf78eab06c8,TG:retrieval:0dd40f586d0a02,effective thermal conductivity,decoupling of thermopower and ionic conductivity,1,1,char_ngram_tfidf,0.357718,0.0,False,unreviewed_candidate,,
pair:7e04b0a40172edfc,TG,TG:retrieval:1f2fce3efb93f6,TG:retrieval:fcc01428b76697,solvation entropy increase of redox ions,entropy change of redox reaction,1,1,char_ngram_tfidf,0.357456,0.0,False,unreviewed_candidate,,
pair:891bfa4e2a0830cd,TG,TG:retrieval:571cee3e91de12,TG:retrieval:9d159ecc79dc1d,thermal current,galvanic currents,1,1,char_ngram_tfidf,0.357406,0.0,False,unreviewed_candidate,,
pair:ccb2b44db7d822e7,TG,TG:retrieval:718a84b9ac452a,TG:retrieval:ad03284b802e7a,solvation states of the ions,solvation entropy differences of redox ions,1,1,char_ngram_tfidf,0.356928,0.0,False,unreviewed_candidate,,
pair:316e8458771a868b,TG,TG:retrieval:0e5239b1d86881,TG:retrieval:1691d0aeb8fc75,heat transfer,interfacial charge transfer,1,1,char_ngram_tfidf,0.356879,0.0,False,unreviewed_candidate,,
pair:5c842f14d08bc7ec,TG,TG:retrieval:8b6b70c9a599b3,TG:retrieval:d19dc9d1b6a37e,concentrations of both the ionic liquid and the redox couple,entropy change and concentration difference of redox couple,1,1,char_ngram_tfidf,0.35687,0.0,False,unreviewed_candidate,,
pair:fbf93f393ebe210f,TG,TG:retrieval:b3e65e6d9b7b8a,TG:retrieval:c01409488657f5,lithiation overpotential,mass transfer overpotential inside the porous electrode,1,1,char_ngram_tfidf,0.35669,0.0,False,unreviewed_candidate,,
pair:545f806d7199c2aa,TG,TG:retrieval:4b7d4bc672fbcf,TG:retrieval:d66886536006a4,n-type thermopower,thermopower retention,1,1,char_ngram_tfidf,0.356596,0.0,False,unreviewed_candidate,,
pair:9766e762338336c6,TG,TG:retrieval:94112f0bee45d4,TG:retrieval:c0c74f7a0a2da8,solvent shell structure of redox couple,solvation structure,1,1,char_ngram_tfidf,0.356576,0.0,False,unreviewed_candidate,,
pair:186095bd20908dc1,TG,TG:retrieval:19a228690b06e0,TG:retrieval:d4290baf7785b5,asymmetric solvation structures,asymmetrically solvates the [Fe(CN)6]3-/4- redox couple,1,1,char_ngram_tfidf,0.356468,0.0,False,unreviewed_candidate,,
pair:7a951fb36dcfb48e,TG,TG:retrieval:40079ccf572da1,TG:retrieval:ebd93b4f03cff0,interface charge transfer resistance,mass and charge transport at the electrolyte-electrode interface,1,1,char_ngram_tfidf,0.356401,0.0,False,unreviewed_candidate,,
pair:c769f83651b65bca,TG,TG:retrieval:04499cafe3a005,TG:retrieval:571cee3e91de12,convection currents,thermal current,1,1,char_ngram_tfidf,0.356226,0.0,False,unreviewed_candidate,,
pair:9e1a24c40b57a9f4,TG,TG:retrieval:1815c3e6aaa900,TG:retrieval:d11825fc909aa3,thermoelectric current,thermoelectric conversion and energy storage,1,1,char_ngram_tfidf,0.356054,0.0,False,unreviewed_candidate,,
pair:54a2f3cca11de796,TG,TG:retrieval:39210caf2a6f29,TG:retrieval:f657b103bf0e0a,gelatin as a polymer network,Gelation,1,1,char_ngram_tfidf,0.356038,0.0,False,unreviewed_candidate,,
pair:f5d56cea39bcf382,TG,TG:retrieval:1adc8c0287845d,TG:retrieval:4a606af997cb13,sustainable short-circuit-current density,short circuit current,1,1,char_ngram_tfidf,0.356008,0.0,False,unreviewed_candidate,,
pair:896e693e2ac11ef1,TG,TG:retrieval:9946ad12db3f14,TG:retrieval:d11825fc909aa3,heat-to-electricity energy conversion efficiency,thermoelectric conversion and energy storage,1,1,char_ngram_tfidf,0.355934,0.0,False,unreviewed_candidate,,
pair:88c1d09ae3f0a7ac,TG,TG:retrieval:76fe2e384a8bba,TG:retrieval:feea63b78a780a,resistance of thermocells,performance of the thermo-electrochemical cells,1,1,char_ngram_tfidf,0.355917,0.0,False,unreviewed_candidate,,
pair:9396871098bab2ce,TG,TG:retrieval:25a8c07599c62d,TG:retrieval:c51ee21cfe6202,gel structure,dense network structure,1,1,char_ngram_tfidf,0.355859,0.0,False,unreviewed_candidate,,
pair:6275d635797647ad,TG,TG:retrieval:1ff98cc5a4711c,TG:retrieval:57ccfe0bfee78d,specific heat,specific catalysis toward electrode reactions,1,1,char_ngram_tfidf,0.355437,0.0,False,unreviewed_candidate,,
pair:586645fb1b04201f,TG,TG:retrieval:1691d0aeb8fc75,TG:retrieval:d2f6b07584b148,interfacial charge transfer,electron transfer,1,1,char_ngram_tfidf,0.35534,0.0,False,unreviewed_candidate,,
pair:320f3d1ea7b2f00e,TG,TG:retrieval:96d95e7664e5d8,TG:retrieval:9b852b6e7f77e3,mechanical robustness,mechanical properties,1,1,char_ngram_tfidf,0.35522,0.0,False,unreviewed_candidate,,
pair:2dd73f6a39dabdba,TG,TG:retrieval:3641b3dde07f68,TG:retrieval:b3b8ab66b02ea5,current generation capacity and overall efficiency,efficiency,1,2,char_ngram_tfidf,0.355146,0.0,False,unreviewed_candidate,,
pair:009dff7a6b0ca835,TG,TG:retrieval:2c18a34bbe7111,TG:retrieval:6c33ba688dbb91,thermoelectric voltage output,thermoelectric hydrogel,1,1,char_ngram_tfidf,0.355132,0.0,False,unreviewed_candidate,,
pair:bcc0e6828040ca53,TG,TG:retrieval:6c11edd7870173,TG:retrieval:e30f2b02b4b899,electrolyte concentration,Concentration difference,1,1,char_ngram_tfidf,0.354972,0.0,False,unreviewed_candidate,,
pair:64c9c816aa5f6db1,TG,TG:retrieval:66144d36b9c1d6,TG:retrieval:6c11edd7870173,concentration gradient,electrolyte concentration,2,1,char_ngram_tfidf,0.354961,0.0,False,unreviewed_candidate,,
pair:5b40775bf4b191b1,TG,TG:retrieval:25a8c07599c62d,TG:retrieval:9c8797925220ae,gel structure,radiative cooling structure,1,1,char_ngram_tfidf,0.354921,0.0,False,unreviewed_candidate,,
pair:450dc94c92f31801,TG,TG:retrieval:36d756a4edf59f,TG:retrieval:c40a77d260d831,increase in Fe2+/3+ concentration,ion concentration,1,1,char_ngram_tfidf,0.35492,0.0,False,unreviewed_candidate,,
pair:69bb7579c692c97a,TG,TG:retrieval:afc038f16cb296,TG:retrieval:ccea38e8febf82,anion thermodiffusion,ionic thermodiffusion-induced thermal potentials,1,1,char_ngram_tfidf,0.35476,0.0,False,unreviewed_candidate,,
pair:ad4c914bca0aa19b,TG,TG:retrieval:35242df890d139,TG:retrieval:60a5cfcd2eeabd,power conversion efficiency,n-p conversion,1,1,char_ngram_tfidf,0.354708,0.0,False,unreviewed_candidate,,
pair:be3b452c86f77e34,TG,TG:retrieval:10b98647369e7b,TG:retrieval:fbfc4f0e0f55f9,colligative properties,non-drying properties,1,1,char_ngram_tfidf,0.3546,0.0,False,unreviewed_candidate,,
pair:f363ce427219da9f,TG,TG:retrieval:3b6c9516301f0d,TG:retrieval:b314ae60cb741e,absolute temperature coefficient,temperature,1,2,char_ngram_tfidf,0.354464,0.0,False,unreviewed_candidate,,
