concept,concept_type,doc_freq,score,graph_role
conductivity thermal,property_metric,31,213.1732428479899,recommendation_candidate
poly vinyl alcohol pva,material_system,23,208.72880412827666,recommendation_candidate
thermoelectric energy conversion,material_system,26,207.76533189643038,recommendation_candidate
electrical conductivity thermoelectric,property_metric,26,207.76533189643038,recommendation_candidate
ionic liquid ils,material_system,26,207.76533189643038,recommendation_candidate
dynamics simulations,material_system,30,207.5666345596702,recommendation_candidate
thermal diffusion,material_system,30,207.5666345596702,recommendation_candidate
conduction band,material_system,30,207.5666345596702,recommendation_candidate
increase seebeck,property_metric,30,207.5666345596702,recommendation_candidate
increasing ionic,material_system,29,201.9156198901702,recommendation_candidate
increasing temperature,material_system,29,201.9156198901702,recommendation_candidate
optical conductivity,property_metric,29,201.9156198901702,recommendation_candidate
phonon dispersion,material_system,29,201.9156198901702,recommendation_candidate
property ionic,material_system,29,201.9156198901702,recommendation_candidate
poly ethylenedioxythiophene poly styrenesulfonate pedot,material_system,22,201.21415792675091,recommendation_candidate
ethylenedioxythiophene poly styrenesulfonate pedot:pss,material_system,22,201.21415792675091,recommendation_candidate
ethylenedioxythiophene poly styrenesulfonate pedot,material_system,22,201.21415792675091,recommendation_candidate
electrical conductivity sigma,property_metric,25,201.18961989207824,recommendation_candidate
energy conversion efficiency,property_metric,25,201.18961989207824,recommendation_candidate
polyvinyl alcohol pva,material_system,25,201.18961989207824,recommendation_candidate
high seebeck coefficients,property_metric,25,201.18961989207824,recommendation_candidate
generalized gradient approximation,material_system,25,201.18961989207824,recommendation_candidate
mobile ions,material_system,28,196.21867023697598,recommendation_candidate
redox reaction,redox_chemistry,28,196.21867023697598,recommendation_candidate
deep eutectic,material_system,28,196.21867023697598,recommendation_candidate
charge transfer,electrode_interface,28,196.21867023697598,recommendation_candidate
thermogalvanic hydrogel,material_system,28,196.21867023697598,recommendation_candidate
styrenesulfonate pedot,material_system,28,196.21867023697598,recommendation_candidate
harvesting applications,material_system,28,196.21867023697598,recommendation_candidate
sulfonate pedot:pss,material_system,28,196.21867023697598,recommendation_candidate
gradient approximation,material_system,28,196.21867023697598,recommendation_candidate
sulfonate pedot,material_system,28,196.21867023697598,recommendation_candidate
different temperatures,material_system,28,196.21867023697598,recommendation_candidate
styrenesulfonate pedot:pss,material_system,28,196.21867023697598,recommendation_candidate
ion diffusion,transport_mechanism,28,196.21867023697598,recommendation_candidate
systematically investigated,material_system,28,196.21867023697598,recommendation_candidate
successive ionic layer adsorption reaction,material_system,19,196.02182435648143,recommendation_candidate
large seebeck coefficient,property_metric,24,194.55398076991324,recommendation_candidate
seebeck coefficient power,property_metric,24,194.55398076991324,recommendation_candidate
seebeck coefficient mu,property_metric,24,194.55398076991324,recommendation_candidate
electrical conductivity thermoelectric power,property_metric,21,193.6238715291505,recommendation_candidate
cations anions,material_system,27,190.47414809886112,recommendation_candidate
electricity generation,material_system,27,190.47414809886112,recommendation_candidate
entropy difference,material_system,27,190.47414809886112,recommendation_candidate
high ionic seebeck,property_metric,23,187.855923715449,recommendation_candidate
energy harvesting applications,material_system,23,187.855923715449,recommendation_candidate
electronic transport property,material_system,23,187.855923715449,recommendation_candidate
vinyl alcohol pva,material_system,23,187.855923715449,recommendation_candidate
n-type ionic thermoelectric,material_system,23,187.855923715449,recommendation_candidate
ionic layer adsorption reaction silar,material_system,18,187.39756494724523,recommendation_candidate
optical absorption,material_system,26,184.6802950190492,recommendation_candidate
liquids ils,material_system,26,184.6802950190492,recommendation_candidate
high conductivity,property_metric,26,184.6802950190492,recommendation_candidate
ionic conductor,material_system,26,184.6802950190492,recommendation_candidate
covalent ionic,material_system,26,184.6802950190492,recommendation_candidate
conductivity low,property_metric,26,184.6802950190492,recommendation_candidate
structure calculations,material_system,26,184.6802950190492,recommendation_candidate
small temperature,material_system,26,184.6802950190492,recommendation_candidate
solid solutions,material_system,26,184.6802950190492,recommendation_candidate
transport thermoelectric,material_system,25,178.83521768184733,recommendation_candidate
pedot:pss films,material_system,25,178.83521768184733,recommendation_candidate
optoelectronic applications,material_system,25,178.83521768184733,recommendation_candidate
effect ionic,material_system,25,178.83521768184733,recommendation_candidate
temperature differences,material_system,25,178.83521768184733,recommendation_candidate
ionic layer adsorption reaction,material_system,19,178.20165850589217,recommendation_candidate
successive ionic layer adsorption,material_system,19,178.20165850589217,recommendation_candidate
poly styrene sulfonate pedot,material_system,19,178.20165850589217,recommendation_candidate
poly styrene sulfonate pedot:pss,material_system,19,178.20165850589217,recommendation_candidate
ionic thermoelectric hydrogel,material_system,21,174.26148437623547,recommendation_candidate
thermoelectric transport property,material_system,21,174.26148437623547,recommendation_candidate
dimensionless figure merit,material_system,21,174.26148437623547,recommendation_candidate
deep eutectic solvent,material_system,21,174.26148437623547,recommendation_candidate
redox ions,material_system,24,172.93687179547842,recommendation_candidate
superionic conductors,material_system,24,172.93687179547842,recommendation_candidate
transmission electron,material_system,24,172.93687179547842,recommendation_candidate
transition metal,material_system,24,172.93687179547842,recommendation_candidate
ionic bonds,material_system,24,172.93687179547842,recommendation_candidate
ionic size,material_system,24,172.93687179547842,recommendation_candidate
phonon transport,material_system,24,172.93687179547842,recommendation_candidate
entropy change,material_system,24,172.93687179547842,recommendation_candidate
ionic conductivity conductivity,property_metric,24,172.93687179547842,recommendation_candidate
theory calculations,material_system,24,172.93687179547842,recommendation_candidate
ionic character,material_system,24,172.93687179547842,recommendation_candidate
lattice thermal conductivity kappa,property_metric,18,170.36142267931382,recommendation_candidate
dimensionless figure merit zt,material_system,18,170.36142267931382,recommendation_candidate
high ionic seebeck coefficient,property_metric,18,170.36142267931382,recommendation_candidate
layer adsorption reaction silar,material_system,18,170.36142267931382,recommendation_candidate
ionic thermoelectric performance,material_system,20,167.35891892260437,recommendation_candidate
redox pair,material_system,23,166.98304330262133,recommendation_candidate
semiconducting behavior,material_system,23,166.98304330262133,recommendation_candidate
seebeck coefficient power factor,property_metric,17,162.42880379978754,recommendation_candidate
temperature degrees,material_system,22,160.97132634140073,recommendation_candidate
ionic bond,material_system,22,160.97132634140073,recommendation_candidate
ionic/covalent bonding,material_system,22,160.97132634140073,recommendation_candidate
ionic nature,material_system,22,160.97132634140073,recommendation_candidate
electrode materials,material_system,22,160.97132634140073,recommendation_candidate
eutectic solvent,material_system,22,160.97132634140073,recommendation_candidate
water molecules,material_system,22,160.97132634140073,recommendation_candidate
wide temperature,material_system,22,160.97132634140073,recommendation_candidate
pedot:pss film,material_system,22,160.97132634140073,recommendation_candidate
thermogalvanic cells tgcs,material_system,19,160.38149265530296,recommendation_candidate
layer adsorption reaction,material_system,19,160.38149265530296,recommendation_candidate
successive ionic layer,material_system,19,160.38149265530296,recommendation_candidate
ionic thermoelectric devices,material_system,19,160.38149265530296,recommendation_candidate
adsorption reaction silar,material_system,19,160.38149265530296,recommendation_candidate
ionic layer adsorption,material_system,19,160.38149265530296,recommendation_candidate
styrene sulfonate pedot,material_system,19,160.38149265530296,recommendation_candidate
styrene sulfonate pedot:pss,material_system,19,160.38149265530296,recommendation_candidate
ionic figure merit,material_system,19,160.38149265530296,recommendation_candidate
ionic thermoelectric material,material_system,19,160.38149265530296,recommendation_candidate
dimensionless figure,material_system,21,154.8990972233204,recommendation_candidate
temperature sensing,device_function,21,154.8990972233204,recommendation_candidate
high-temperature thermoelectric,material_system,21,154.8990972233204,recommendation_candidate
transition temperature,material_system,21,154.8990972233204,recommendation_candidate
polymer network,material_system,21,154.8990972233204,recommendation_candidate
dielectric function,material_system,21,154.8990972233204,recommendation_candidate
temperature coefficient,material_system,21,154.8990972233204,recommendation_candidate
rational design,material_system,21,154.8990972233204,recommendation_candidate
formation energy,material_system,21,154.8990972233204,recommendation_candidate
conductivity thermal conductivity,property_metric,21,154.8990972233204,recommendation_candidate
chemical composition,material_system,21,154.8990972233204,recommendation_candidate
electrical transport property,material_system,18,153.32528041138247,recommendation_candidate
power density mu,property_metric,18,153.32528041138247,recommendation_candidate
electrical conductivity thermal,property_metric,18,153.32528041138247,recommendation_candidate
seebeck coefficient low,property_metric,18,153.32528041138247,recommendation_candidate
ionic covalent bonding,material_system,18,153.32528041138247,recommendation_candidate
electrical thermal transport,material_system,18,153.32528041138247,recommendation_candidate
ionic thermoelectric property,material_system,18,153.32528041138247,recommendation_candidate
high thermopower mv,property_metric,18,153.32528041138247,recommendation_candidate
negative thermopower,property_metric,20,148.76348348675944,recommendation_candidate
redox entropy,solvation_entropy,20,148.76348348675944,recommendation_candidate
successive ionic,material_system,20,148.76348348675944,recommendation_candidate
adsorption reaction,material_system,20,148.76348348675944,recommendation_candidate
materials ionic,material_system,20,148.76348348675944,recommendation_candidate
electron localization,material_system,20,148.76348348675944,recommendation_candidate
thermopower ionic,property_metric,20,148.76348348675944,recommendation_candidate
cells thermogalvanic,material_system,20,148.76348348675944,recommendation_candidate
high ionic conductivity ms,property_metric,15,146.26410865592803,recommendation_candidate
lattice thermal conductivity high,property_metric,15,146.26410865592803,recommendation_candidate
reduce thermal conductivity,property_metric,17,146.1859234198088,recommendation_candidate
ionic thermoelectric effect,material_system,17,146.1859234198088,recommendation_candidate
seebeck coefficient thermal,property_metric,17,146.1859234198088,recommendation_candidate
value seebeck coefficient,property_metric,17,146.1859234198088,recommendation_candidate
temperature range degrees,material_system,17,146.1859234198088,recommendation_candidate
wide temperature range,material_system,17,146.1859234198088,recommendation_candidate
reaction silar,material_system,19,142.56132680471376,recommendation_candidate
liquid thermoelectric,material_system,19,142.56132680471376,recommendation_candidate
seebeck response,property_metric,19,142.56132680471376,recommendation_candidate
concentration gradient,material_system,19,142.56132680471376,recommendation_candidate
elongation break,material_system,19,142.56132680471376,recommendation_candidate
conductivity ionic,property_metric,19,142.56132680471376,recommendation_candidate
conducting polymer,material_system,19,142.56132680471376,recommendation_candidate
phase transitions,phase_or_species_transition,19,142.56132680471376,recommendation_candidate
hole concentration,material_system,19,142.56132680471376,recommendation_candidate
ambient conditions,material_system,19,142.56132680471376,recommendation_candidate
temperature dependent,material_system,19,142.56132680471376,recommendation_candidate
ionic layer,material_system,19,142.56132680471376,recommendation_candidate
carrier transport,material_system,19,142.56132680471376,recommendation_candidate
performance ionic,material_system,19,142.56132680471376,recommendation_candidate
ionic figure,material_system,19,142.56132680471376,recommendation_candidate
layer adsorption,material_system,19,142.56132680471376,recommendation_candidate
electrical conductivity thermal conductivity,property_metric,16,138.95855338609647,recommendation_candidate
temperature difference degrees,material_system,16,138.95855338609647,recommendation_candidate
thermoelectric power generation,material_system,16,138.95855338609647,recommendation_candidate
seebeck coefficient ionic,property_metric,16,138.95855338609647,recommendation_candidate
ionic thermoelectric ite,material_system,16,138.95855338609647,recommendation_candidate
ionic thermoelectric generator,material_system,16,138.95855338609647,recommendation_candidate
lower thermal conductivity,property_metric,16,138.95855338609647,recommendation_candidate
normalized power density,property_metric,16,138.95855338609647,recommendation_candidate
high seebeck coefficient mv,property_metric,14,138.01906690540946,recommendation_candidate
seebeck coefficient thermal conductivity,property_metric,14,138.01906690540946,recommendation_candidate
temperatures degrees,material_system,18,136.28913814345105,recommendation_candidate
semiconducting nature,material_system,18,136.28913814345105,recommendation_candidate
principles investigation,material_system,18,136.28913814345105,recommendation_candidate
carrier concentrations,material_system,18,136.28913814345105,recommendation_candidate
energy applications,material_system,18,136.28913814345105,recommendation_candidate
coefficient ionic,material_system,18,136.28913814345105,recommendation_candidate
investigation structural,material_system,18,136.28913814345105,recommendation_candidate
metal ions,material_system,18,136.28913814345105,recommendation_candidate
ionic species,material_system,18,136.28913814345105,recommendation_candidate
n-type thermopower,property_metric,18,136.28913814345105,recommendation_candidate
temperature changes,material_system,18,136.28913814345105,recommendation_candidate
smaller ionic,material_system,18,136.28913814345105,recommendation_candidate
electronic conduction,material_system,18,136.28913814345105,recommendation_candidate
solid-state reaction,material_system,18,136.28913814345105,recommendation_candidate
operating temperature,material_system,18,136.28913814345105,recommendation_candidate
ethylenedioxythiophene poly styrene sulfonate pedot,material_system,12,133.28048164233803,recommendation_candidate
ionic thermopower mv,property_metric,15,131.6376977903352,recommendation_candidate
ionic thermoelectric supercapacitors,material_system,15,131.6376977903352,recommendation_candidate
seebeck coefficient alpha,property_metric,15,131.6376977903352,recommendation_candidate
electronic structure calculations,material_system,15,131.6376977903352,recommendation_candidate
ionic thermoelectric capacitors,material_system,15,131.6376977903352,recommendation_candidate
large ionic,material_system,17,129.94304303983003,recommendation_candidate
value seebeck,property_metric,17,129.94304303983003,recommendation_candidate
temperature pressure,material_system,17,129.94304303983003,recommendation_candidate
temperature thermal,material_system,17,129.94304303983003,recommendation_candidate
polymer matrix,material_system,17,129.94304303983003,recommendation_candidate
conductivity cm,property_metric,17,129.94304303983003,recommendation_candidate
harvesting ionic,material_system,17,129.94304303983003,recommendation_candidate
conversion devices,material_system,17,129.94304303983003,recommendation_candidate
ionic-covalent bonding,material_system,17,129.94304303983003,recommendation_candidate
ion concentration,material_system,17,129.94304303983003,recommendation_candidate
conventional thermoelectric,material_system,17,129.94304303983003,recommendation_candidate
significant attention,material_system,17,129.94304303983003,recommendation_candidate
smaller ionic radius,material_system,14,124.21716021486853,recommendation_candidate
total thermal conductivity,property_metric,14,124.21716021486853,recommendation_candidate
increase electrical conductivity,property_metric,14,124.21716021486853,recommendation_candidate
higher seebeck coefficient,property_metric,14,124.21716021486853,recommendation_candidate
coefficient thermal conductivity,property_metric,14,124.21716021486853,recommendation_candidate
electronic thermal conductivity,property_metric,14,124.21716021486853,recommendation_candidate
conductivity power factor,property_metric,14,124.21716021486853,recommendation_candidate
high ionic seebeck coefficient mv,property_metric,11,123.78796944355953,recommendation_candidate
fast ionic,material_system,16,123.51871412097464,recommendation_candidate
diffusion coefficient,material_system,16,123.51871412097464,recommendation_candidate
transport behavior,material_system,16,123.51871412097464,recommendation_candidate
superionic conductor,material_system,16,123.51871412097464,recommendation_candidate
ionic-electronic conductor,material_system,16,123.51871412097464,recommendation_candidate
lower temperatures,material_system,16,123.51871412097464,recommendation_candidate
phase separation,material_system,16,123.51871412097464,recommendation_candidate
concentration gradients,material_system,16,123.51871412097464,recommendation_candidate
attracted attention,material_system,16,123.51871412097464,recommendation_candidate
ionic thermocells,material_system,16,123.51871412097464,recommendation_candidate
ionic power,material_system,16,123.51871412097464,recommendation_candidate
conductivity increases,property_metric,16,123.51871412097464,recommendation_candidate
giant thermopower,property_metric,16,123.51871412097464,recommendation_candidate
redox electrolyte,material_system,16,123.51871412097464,recommendation_candidate
solvation entropy,solvation_entropy,16,123.51871412097464,recommendation_candidate
conversion low-grade,material_system,16,123.51871412097464,recommendation_candidate
fe2+/fe3 redox,redox_chemistry,16,123.51871412097464,recommendation_candidate
substitution changes,material_system,16,123.51871412097464,recommendation_candidate
ion thermodiffusion,transport_mechanism,16,123.51871412097464,recommendation_candidate
lattice distortion,material_system,16,123.51871412097464,recommendation_candidate
liquid electrolytes,material_system,16,123.51871412097464,recommendation_candidate
ionic thermoelectric ite materials,material_system,12,121.1640742203073,recommendation_candidate
calculations structural,material_system,15,117.01128692474242,recommendation_candidate
higher seebeck,property_metric,15,117.01128692474242,recommendation_candidate
thermogalvanic gel,material_system,15,117.01128692474242,recommendation_candidate
negative seebeck,property_metric,15,117.01128692474242,recommendation_candidate
property pedot,material_system,15,117.01128692474242,recommendation_candidate
voltage temperature,material_system,15,117.01128692474242,recommendation_candidate
measured function,material_system,15,117.01128692474242,recommendation_candidate
transport equation,material_system,15,117.01128692474242,recommendation_candidate
larger ionic,material_system,15,117.01128692474242,recommendation_candidate
thermogalvanic cells thermogalvanic,material_system,15,117.01128692474242,recommendation_candidate
increase ionic,material_system,15,117.01128692474242,recommendation_candidate
electrochemical seebeck,property_metric,15,117.01128692474242,recommendation_candidate
transport characteristics,material_system,15,117.01128692474242,recommendation_candidate
different ionic,material_system,15,117.01128692474242,recommendation_candidate
superionic phase,material_system,15,117.01128692474242,recommendation_candidate
cubic phase,material_system,15,117.01128692474242,recommendation_candidate
ionic migration,material_system,15,117.01128692474242,recommendation_candidate
redox pairs,material_system,15,117.01128692474242,recommendation_candidate
redox potential,material_system,15,117.01128692474242,recommendation_candidate
giant ionic,material_system,15,117.01128692474242,recommendation_candidate
calculations reveal,material_system,15,117.01128692474242,recommendation_candidate
high power density,property_metric,13,116.68986690780204,recommendation_candidate
heat harvesting ionic,material_system,13,116.68986690780204,recommendation_candidate
lowers thermal conductivity,property_metric,13,116.68986690780204,recommendation_candidate
thermoelectric conversion efficiency,property_metric,13,116.68986690780204,recommendation_candidate
boltzmann transport equation,material_system,13,116.68986690780204,recommendation_candidate
seebeck coefficient conductivity,property_metric,13,116.68986690780204,recommendation_candidate
electrochemical seebeck coefficient,property_metric,13,116.68986690780204,recommendation_candidate
reducing lattice thermal conductivity,property_metric,11,112.53451767596319,recommendation_candidate
lowers lattice thermal conductivity,property_metric,11,112.53451767596319,recommendation_candidate
absolute value seebeck coefficient,property_metric,11,112.53451767596319,recommendation_candidate
low-grade heat harvesting ionic,material_system,11,112.53451767596319,recommendation_candidate
deep eutectic solvent des,material_system,11,112.53451767596319,recommendation_candidate
lower lattice thermal conductivity,property_metric,11,112.53451767596319,recommendation_candidate
ionic interactions,material_system,14,110.41525352432758,recommendation_candidate
positive seebeck,property_metric,14,110.41525352432758,recommendation_candidate
rare-earth ionic,material_system,14,110.41525352432758,recommendation_candidate
ambient temperature,material_system,14,110.41525352432758,recommendation_candidate
ferri/ferrocyanide thermogalvanic,redox_chemistry,14,110.41525352432758,recommendation_candidate
relaxation time,material_system,14,110.41525352432758,recommendation_candidate
pressure temperature,material_system,14,110.41525352432758,recommendation_candidate
polymer chains,material_system,14,110.41525352432758,recommendation_candidate
pva hydrogel,material_system,14,110.41525352432758,recommendation_candidate
dc conductivity,property_metric,14,110.41525352432758,recommendation_candidate
formation energies,material_system,14,110.41525352432758,recommendation_candidate
temperature fluctuations,material_system,14,110.41525352432758,recommendation_candidate
applications thermoelectric,material_system,14,110.41525352432758,recommendation_candidate
ionic diffusion,material_system,14,110.41525352432758,recommendation_candidate
conductivity power,property_metric,14,110.41525352432758,recommendation_candidate
conversion storage,material_system,14,110.41525352432758,recommendation_candidate
temperature ionic,material_system,14,110.41525352432758,recommendation_candidate
large temperature,material_system,14,110.41525352432758,recommendation_candidate
considerable attention,material_system,14,110.41525352432758,recommendation_candidate
zintl phase,material_system,14,110.41525352432758,recommendation_candidate
activation energies,material_system,14,110.41525352432758,recommendation_candidate
thermal charging,device_function,14,110.41525352432758,recommendation_candidate
cells thermogalvanic cells,material_system,14,110.41525352432758,recommendation_candidate
ionic conductive,material_system,14,110.41525352432758,recommendation_candidate
device applications,material_system,14,110.41525352432758,recommendation_candidate
thermodiffusion thermogalvanic,transport_mechanism,14,110.41525352432758,recommendation_candidate
humidity rh,material_system,14,110.41525352432758,recommendation_candidate
ionic mobility,material_system,14,110.41525352432758,recommendation_candidate
thermogalvanic power,material_system,14,110.41525352432758,recommendation_candidate
ion exchange,material_system,14,110.41525352432758,recommendation_candidate
conduction mechanism,material_system,14,110.41525352432758,recommendation_candidate
temperature thermoelectric,material_system,14,110.41525352432758,recommendation_candidate
conversion thermal,material_system,14,110.41525352432758,recommendation_candidate
hydrogel electrolyte,material_system,14,110.41525352432758,recommendation_candidate
seebeck coefficient high,property_metric,12,109.04766679827657,recommendation_candidate
high ionic thermopower,property_metric,12,109.04766679827657,recommendation_candidate
ionic power factor,property_metric,12,109.04766679827657,recommendation_candidate
electron localization function,material_system,12,109.04766679827657,recommendation_candidate
transport thermoelectric property,material_system,12,109.04766679827657,recommendation_candidate
ionic thermoelectric cells,material_system,12,109.04766679827657,recommendation_candidate
negative seebeck coefficient,property_metric,12,109.04766679827657,recommendation_candidate
increases seebeck coefficient,property_metric,12,109.04766679827657,recommendation_candidate
energy conversion storage,material_system,12,109.04766679827657,recommendation_candidate
near room temperature,material_system,12,109.04766679827657,recommendation_candidate
ionic thermoelectric capacitor,material_system,12,109.04766679827657,recommendation_candidate
temperature difference delta,material_system,12,109.04766679827657,recommendation_candidate
reduce lattice thermal conductivity,property_metric,10,103.75429659464218,recommendation_candidate
high seebeck coefficient low,property_metric,10,103.75429659464218,recommendation_candidate
maximum output power density,property_metric,10,103.75429659464218,recommendation_candidate
electrochemical seebeck coefficient alpha,property_metric,10,103.75429659464218,recommendation_candidate
normalized maximum power density,property_metric,10,103.75429659464218,recommendation_candidate
semi-classical boltzmann,material_system,13,103.72432614026849,recommendation_candidate
p-type semiconductor,material_system,13,103.72432614026849,recommendation_candidate
aqueous solution,material_system,13,103.72432614026849,recommendation_candidate
electrode material,material_system,13,103.72432614026849,recommendation_candidate
energy generation,material_system,13,103.72432614026849,recommendation_candidate
electrostatic interactions,solvation_entropy,13,103.72432614026849,recommendation_candidate
electrolyte ions,material_system,13,103.72432614026849,recommendation_candidate
higher temperature,material_system,13,103.72432614026849,recommendation_candidate
coefficient conductivity,property_metric,13,103.72432614026849,recommendation_candidate
eastman entropy,solvation_entropy,13,103.72432614026849,recommendation_candidate
liquid electrolyte,material_system,13,103.72432614026849,recommendation_candidate
organic solvents,material_system,13,103.72432614026849,recommendation_candidate
thermal conduction,material_system,13,103.72432614026849,recommendation_candidate
p-type semiconducting,material_system,13,103.72432614026849,recommendation_candidate
strong ionic,material_system,13,103.72432614026849,recommendation_candidate
predominantly ionic,material_system,13,103.72432614026849,recommendation_candidate
ionic gel,material_system,13,103.72432614026849,recommendation_candidate
secondary phase,material_system,13,103.72432614026849,recommendation_candidate
uv absorption,material_system,13,103.72432614026849,recommendation_candidate
ionic thermoelectricity,material_system,13,103.72432614026849,recommendation_candidate
applications work,material_system,13,103.72432614026849,recommendation_candidate
large thermopower,property_metric,13,103.72432614026849,recommendation_candidate
transport mechanism,material_system,13,103.72432614026849,recommendation_candidate
effects ionic,material_system,13,103.72432614026849,recommendation_candidate
optimization thermoelectric,material_system,13,103.72432614026849,recommendation_candidate
electrical thermal property,property_metric,11,101.28106590836688,recommendation_candidate
thermal conductivity reduction,property_metric,11,101.28106590836688,recommendation_candidate
ionic radius controls,material_system,11,101.28106590836688,recommendation_candidate
ionic seebeck effect,property_metric,11,101.28106590836688,recommendation_candidate
absolute value seebeck,property_metric,11,101.28106590836688,recommendation_candidate
conductivity low thermal,property_metric,11,101.28106590836688,recommendation_candidate
flexible ionic thermoelectric,material_system,11,101.28106590836688,recommendation_candidate
small temperature difference,material_system,11,101.28106590836688,recommendation_candidate
eutectic solvent des,material_system,11,101.28106590836688,recommendation_candidate
relative humidity rh,material_system,11,101.28106590836688,recommendation_candidate
increasing ionic radius,material_system,11,101.28106590836688,recommendation_candidate
ionic thermoelectric te,material_system,11,101.28106590836688,recommendation_candidate
rare-earth ionic radius,material_system,11,101.28106590836688,recommendation_candidate
