concept,concept_type,doc_freq,score
superionic conductors,material_system,24,172.93687179547842
entropy change,material_system,24,172.93687179547842
redox ions,material_system,24,172.93687179547842
layer adsorption reaction silar,material_system,18,170.36142267931382
k-1 ionic conductivity ms,material_system,18,170.36142267931382
ionic figure merit,material_system,20,167.35891892260437
redox pair,material_system,23,166.98304330262133
conductivity ionic,material_system,23,166.98304330262133
rational design,material_system,22,160.97132634140073
water molecules,material_system,22,160.97132634140073
ionic bond,material_system,22,160.97132634140073
eutectic solvent,material_system,22,160.97132634140073
ionic nature,material_system,22,160.97132634140073
ionic/covalent bonding,material_system,22,160.97132634140073
ionic layer adsorption,material_system,19,160.38149265530296
thermogalvanic cells tgcs,material_system,19,160.38149265530296
layer adsorption reaction,material_system,19,160.38149265530296
adsorption reaction silar,material_system,19,160.38149265530296
powder x-ray diffraction,material_system,19,160.38149265530296
styrene sulfonate pedot,material_system,19,160.38149265530296
successive ionic layer,material_system,19,160.38149265530296
chemical composition,material_system,21,154.8990972233204
polymer network,material_system,21,154.8990972233204
total conductivity,material_system,21,154.8990972233204
thermopower ionic,material_system,21,154.8990972233204
dielectric function,material_system,21,154.8990972233204
ionic covalent bonding,material_system,18,153.32528041138247
lattice conductivity kappa,material_system,18,153.32528041138247
transmission electron microscopy,material_system,18,153.32528041138247
seebeck coefficient mv k-1 ionic,material_system,14,151.82097359595045
ionic power,material_system,20,148.76348348675944
ionic figure,material_system,20,148.76348348675944
electron localization,material_system,20,148.76348348675944
cells thermogalvanic,material_system,20,148.76348348675944
adsorption reaction,material_system,20,148.76348348675944
successive ionic,material_system,20,148.76348348675944
electrical conductivity conductivity,material_system,20,148.76348348675944
redox entropy,material_system,20,148.76348348675944
conducting polymer,material_system,20,148.76348348675944
elongation break,material_system,19,142.56132680471376
ambient conditions,material_system,19,142.56132680471376
ionic layer,material_system,19,142.56132680471376
hole concentration,material_system,19,142.56132680471376
reaction silar,material_system,19,142.56132680471376
layer adsorption,material_system,19,142.56132680471376
concentration gradient,material_system,19,142.56132680471376
conductivity cm,material_system,19,142.56132680471376
carrier transport,material_system,19,142.56132680471376
phase transitions,phase_or_species_transition,19,142.56132680471376
mixed ionic-electronic conductor,material_system,16,138.95855338609647
seebeck coefficient ionic,material_system,16,138.95855338609647
ionic thermopower mv k-1,material_system,14,138.01906690540946
coefficient mv k-1 ionic,material_system,14,138.01906690540946
mixed ionic,material_system,18,136.28913814345105
metal ions,material_system,18,136.28913814345105
first-principles investigation,material_system,18,136.28913814345105
smaller ionic,material_system,18,136.28913814345105
lower conductivity,material_system,18,136.28913814345105
electronic conduction,material_system,18,136.28913814345105
ionic species,material_system,18,136.28913814345105
investigation structural,material_system,18,136.28913814345105
solid-state reaction,material_system,18,136.28913814345105
carrier concentrations,material_system,18,136.28913814345105
coefficient ionic,material_system,18,136.28913814345105
ethylenedioxythiophene poly styrene sulfonate pedot,material_system,12,133.28048164233803
ionic thermopower mv,material_system,15,131.6376977903352
electronic structure calculations,material_system,15,131.6376977903352
increase electrical conductivity,material_system,15,131.6376977903352
reduced conductivity,material_system,17,129.94304303983003
reduce conductivity,material_system,17,129.94304303983003
polymer matrix,material_system,17,129.94304303983003
large ionic,material_system,17,129.94304303983003
powder diffraction,material_system,17,129.94304303983003
mixed ionic/covalent,material_system,17,129.94304303983003
ionic-covalent bonding,material_system,17,129.94304303983003
ion concentration,material_system,17,129.94304303983003
thermogalvanic hydrogels,material_system,17,129.94304303983003
ionic migration,material_system,17,129.94304303983003
ionic capacitors,material_system,17,129.94304303983003
conversion low-grade,material_system,17,129.94304303983003
significant attention,material_system,17,129.94304303983003
conducting polymers,material_system,17,129.94304303983003
smaller ionic radius,material_system,14,124.21716021486853
ion thermodiffusion,transport_mechanism,16,123.51871412097464
transport behavior,material_system,16,123.51871412097464
ionic thermocells,material_system,16,123.51871412097464
ionic-electronic conductor,material_system,16,123.51871412097464
ionic supercapacitors,material_system,16,123.51871412097464
ionic ite,material_system,16,123.51871412097464
superionic conductor,material_system,16,123.51871412097464
diffraction data,material_system,16,123.51871412097464
different ionic,material_system,16,123.51871412097464
diffusion coefficient,material_system,16,123.51871412097464
conductivity increases,material_system,16,123.51871412097464
phase separation,material_system,16,123.51871412097464
temperature ionic,material_system,16,123.51871412097464
substitution changes,material_system,16,123.51871412097464
fe2+/fe3 redox,material_system,16,123.51871412097464
concentration gradients,material_system,16,123.51871412097464
attracted attention,material_system,16,123.51871412097464
conversion storage,material_system,16,123.51871412097464
ionic generator,material_system,16,123.51871412097464
redox electrolyte,material_system,16,123.51871412097464
liquid electrolytes,material_system,16,123.51871412097464
fast ionic,material_system,16,123.51871412097464
lattice distortion,material_system,16,123.51871412097464
ionic diffusion,material_system,15,117.01128692474242
superionic phase,material_system,15,117.01128692474242
giant ionic,material_system,15,117.01128692474242
larger ionic,material_system,15,117.01128692474242
x-ray absorption,material_system,15,117.01128692474242
calculations reveal,material_system,15,117.01128692474242
dft calculations,material_system,15,117.01128692474242
redox pairs,material_system,15,117.01128692474242
cubic phase,material_system,15,117.01128692474242
redox potential,material_system,15,117.01128692474242
measured function,material_system,15,117.01128692474242
transport equation,material_system,15,117.01128692474242
increase ionic,material_system,15,117.01128692474242
thermodiffusion thermogalvanic,transport_mechanism,15,117.01128692474242
transport characteristics,material_system,15,117.01128692474242
calculations structural,material_system,15,117.01128692474242
diffraction analysis,material_system,15,117.01128692474242
thermogalvanic cells thermogalvanic,material_system,15,117.01128692474242
thermogalvanic gel,material_system,15,117.01128692474242
ionic power factor,material_system,13,116.68986690780204
boltzmann transport equation,material_system,13,116.68986690780204
x-ray diffraction analysis,material_system,13,116.68986690780204
coefficient mv k-1 ionic conductivity,material_system,10,114.12972625410642
k-1 ionic conductivity ms cm,material_system,10,114.12972625410642
deep eutectic solvent des,material_system,11,112.53451767596319
ionic mobility,material_system,14,110.41525352432758
hydrogel electrolyte,material_system,14,110.41525352432758
activation energies,material_system,14,110.41525352432758
relaxation time,material_system,14,110.41525352432758
dc conductivity,material_system,14,110.41525352432758
considerable attention,material_system,14,110.41525352432758
storage applications,material_system,14,110.41525352432758
rare-earth ionic,material_system,14,110.41525352432758
pva hydrogel,material_system,14,110.41525352432758
ionic conductive,material_system,14,110.41525352432758
promising applications,material_system,14,110.41525352432758
direct conversion,material_system,14,110.41525352432758
polymer chains,material_system,14,110.41525352432758
cells thermogalvanic cells,material_system,14,110.41525352432758
photovoltaic applications,material_system,14,110.41525352432758
humidity rh,material_system,14,110.41525352432758
low-grade ionic,material_system,14,110.41525352432758
formation energies,material_system,14,110.41525352432758
ferri/ferrocyanide thermogalvanic,redox_chemistry,14,110.41525352432758
ionic interactions,material_system,14,110.41525352432758
thermogalvanic power,material_system,14,110.41525352432758
ion exchange,material_system,14,110.41525352432758
conduction mechanism,material_system,14,110.41525352432758
temperature fluctuations,material_system,14,110.41525352432758
electron localization function,material_system,12,109.04766679827657
application potential,material_system,13,103.72432614026849
application scenarios,material_system,13,103.72432614026849
electrodes ionic,material_system,13,103.72432614026849
electrolyte ions,material_system,13,103.72432614026849
conductivity decreases,material_system,13,103.72432614026849
difference redox,material_system,13,103.72432614026849
electrostatic interactions,material_system,13,103.72432614026849
calculations performed,material_system,13,103.72432614026849
aqueous solution,material_system,13,103.72432614026849
hydrogel exhibits,material_system,13,103.72432614026849
eastman entropy,material_system,13,103.72432614026849
conversion electrical,material_system,13,103.72432614026849
applications work,material_system,13,103.72432614026849
strong ionic,material_system,13,103.72432614026849
liquid electrolyte,material_system,13,103.72432614026849
ionic thermoelectricity,material_system,13,103.72432614026849
organic solvents,material_system,13,103.72432614026849
ions ionic,material_system,13,103.72432614026849
predominantly ionic,material_system,13,103.72432614026849
transport mechanisms,material_system,13,103.72432614026849
structure transport,material_system,13,103.72432614026849
uv absorption,material_system,13,103.72432614026849
ionic conductivities,material_system,13,103.72432614026849
thermogalvanic conversion,material_system,13,103.72432614026849
ionic charge,material_system,13,103.72432614026849
lowers conductivity,material_system,13,103.72432614026849
absorption spectroscopy,material_system,13,103.72432614026849
secondary phase,material_system,13,103.72432614026849
ionic radius controls,material_system,11,101.28106590836688
reducing lattice conductivity,material_system,11,101.28106590836688
eutectic solvent des,material_system,11,101.28106590836688
lower lattice conductivity,material_system,11,101.28106590836688
lowers lattice conductivity,material_system,11,101.28106590836688
mixed ionic-covalent bonding,material_system,11,101.28106590836688
ionic seebeck coefficients,material_system,11,101.28106590836688
rare-earth ionic radius,material_system,11,101.28106590836688
relative humidity rh,material_system,11,101.28106590836688
increasing ionic radius,material_system,11,101.28106590836688
conductivity m-1,material_system,12,96.93125937624583
redox species,material_system,12,96.93125937624583
films ionic,material_system,12,96.93125937624583
conductivity thermopower,material_system,12,96.93125937624583
conductivity temperature,material_system,12,96.93125937624583
organic solvent,material_system,12,96.93125937624583
conductivity similar,material_system,12,96.93125937624583
used ionic,material_system,12,96.93125937624583
conductivity measurements,material_system,12,96.93125937624583
enhance ionic,material_system,12,96.93125937624583
wearable applications,material_system,12,96.93125937624583
carbon electrodes,electrode_interface,12,96.93125937624583
stretchable ionic,material_system,12,96.93125937624583
conductivity observed,material_system,12,96.93125937624583
localization function,material_system,12,96.93125937624583
transport coefficients,material_system,12,96.93125937624583
ionic thermovoltage,material_system,12,96.93125937624583
flexible ionic,material_system,12,96.93125937624583
human-machine interaction,material_system,12,96.93125937624583
ion conduction,material_system,12,96.93125937624583
single phase,material_system,12,96.93125937624583
ionic capacitor,material_system,12,96.93125937624583
compared conventional,material_system,12,96.93125937624583
mixed ionic-covalent,material_system,12,96.93125937624583
phase stability,material_system,12,96.93125937624583
enhances ionic,material_system,12,96.93125937624583
thermopower conductivity,material_system,12,96.93125937624583
thermogalvanic cells thermogalvanic cells,material_system,12,96.93125937624583
application ionic,material_system,12,96.93125937624583
thermopower mv k-1 ionic,material_system,9,94.80851963224285
framework density functional theory,material_system,9,94.80851963224285
thermopower mv k-1 ionic conductivity,material_system,8,94.24695120339669
k-1 ionic conductivity ms cm-1,material_system,8,94.24695120339669
x-ray diffraction data,material_system,10,93.37886693517797
mixed ionic electronic,material_system,10,93.37886693517797
deep eutectic solvents,material_system,10,93.37886693517797
reduce lattice conductivity,material_system,10,93.37886693517797
ionic liquid ethyl-3-methylimidazolium,material_system,10,93.37886693517797
hole carrier concentration,material_system,10,93.37886693517797
ionic conductivity seebeck,material_system,10,93.37886693517797
higher electrical conductivity,material_system,10,93.37886693517797
charge carrier concentration,material_system,10,93.37886693517797
fe cn redox,material_system,10,93.37886693517797
gradient approximation gga,material_system,10,93.37886693517797
pedot pss ionic,material_system,10,93.37886693517797
reducing conductivity,material_system,11,90.02761414077055
reduction conductivity,material_system,11,90.02761414077055
reduction lattice,material_system,11,90.02761414077055
development ionic,material_system,11,90.02761414077055
provides ionic,material_system,11,90.02761414077055
anions cations,material_system,11,90.02761414077055
density distribution,material_system,11,90.02761414077055
pss ionic,material_system,11,90.02761414077055
different concentrations,material_system,11,90.02761414077055
te applications,material_system,11,90.02761414077055
decreasing ionic,material_system,11,90.02761414077055
small ionic,material_system,11,90.02761414077055
water evaporation,material_system,11,90.02761414077055
voltage generation,material_system,11,90.02761414077055
charge compensation,material_system,11,90.02761414077055
thermogalvanic voltage,material_system,11,90.02761414077055
thermogalvanic systems,material_system,11,90.02761414077055
concentration cm,material_system,11,90.02761414077055
concentration difference,material_system,11,90.02761414077055
temperature variation,material_system,11,90.02761414077055
conductivity electronic,material_system,11,90.02761414077055
conductivity improving,material_system,11,90.02761414077055
te conversion,material_system,11,90.02761414077055
conductivity pedot,material_system,11,90.02761414077055
stable ionic,material_system,11,90.02761414077055
solvent exchange,material_system,11,90.02761414077055
applications present,material_system,11,90.02761414077055
promising solution,material_system,11,90.02761414077055
solvent des,material_system,11,90.02761414077055
potential application,material_system,11,90.02761414077055
negative formation,material_system,11,90.02761414077055
ion channels,transport_mechanism,11,90.02761414077055
impressive ionic,material_system,11,90.02761414077055
hydrogel ionic,material_system,11,90.02761414077055
hydrogel electrolytes,material_system,11,90.02761414077055
functional groups,material_system,11,90.02761414077055
expansion coefficient,material_system,11,90.02761414077055
exhibits ionic,material_system,11,90.02761414077055
emerging ionic,material_system,11,90.02761414077055
electron transport,material_system,11,90.02761414077055
electrolyte concentration,material_system,11,90.02761414077055
electrode temperature,material_system,11,90.02761414077055
n-type conductivity,material_system,11,90.02761414077055
ionogels ionic,material_system,11,90.02761414077055
polymer electrolyte,material_system,11,90.02761414077055
dopant ionic,material_system,11,90.02761414077055
polymer films,material_system,11,90.02761414077055
electrical conduction,material_system,11,90.02761414077055
calculations density functional theory,material_system,8,85.67904654854243
conductivity seebeck coefficient power,material_system,8,85.67904654854243
generalized gradient approximation gga,material_system,8,85.67904654854243
polystyrene sulfonate pedot pss,material_system,8,85.67904654854243
ionic figure merit zt,material_system,8,85.67904654854243
ionic conductivity seebeck coefficient,material_system,8,85.67904654854243
mixed ionic/covalent bonding,material_system,9,85.32766766901857
framework density functional,material_system,9,85.32766766901857
calculations density functional,material_system,9,85.32766766901857
single-crystal x-ray diffraction,material_system,9,85.32766766901857
investigation structural electronic,material_system,9,85.32766766901857
conductivity pedot pss,material_system,9,85.32766766901857
electrical conductivity cm,material_system,9,85.32766766901857
x-ray powder diffraction,material_system,9,85.32766766901857
reduction lattice conductivity,material_system,9,85.32766766901857
entropy difference redox,material_system,9,85.32766766901857
temperature difference electrodes,material_system,9,85.32766766901857
density functional theory dft calculations,material_system,7,83.97763126056236
method successive ionic layer adsorption,material_system,7,83.97763126056236
negative ionic,material_system,10,83.00343727571375
thermogalvanic electrolyte,material_system,10,83.00343727571375
thermogalvanic output,material_system,10,83.00343727571375
thermogalvanic ionic,material_system,10,83.00343727571375
human-machine interfaces,material_system,10,83.00343727571375
thermogalvanic corrosion,material_system,10,83.00343727571375
conduction bands,material_system,10,83.00343727571375
theoretical calculations,material_system,10,83.00343727571375
hole transport,material_system,10,83.00343727571375
hydrogel thermocell,material_system,10,83.00343727571375
ionic conversion,material_system,10,83.00343727571375
ionic contribution,material_system,10,83.00343727571375
transport mechanism,material_system,10,83.00343727571375
conductive polymers,material_system,10,83.00343727571375
transport processes,material_system,10,83.00343727571375
increases ionic,material_system,10,83.00343727571375
ionic concentration,material_system,10,83.00343727571375
intrinsic conductivity,material_system,10,83.00343727571375
applications ionic,material_system,10,83.00343727571375
bacterial cellulose,gel_microstructure,10,83.00343727571375
aqueous solutions,material_system,10,83.00343727571375
ion conducting,material_system,10,83.00343727571375
approximation gga,material_system,10,83.00343727571375
conductive polymer,material_system,10,83.00343727571375
ionic supercapacitor,material_system,10,83.00343727571375
light absorption,material_system,10,83.00343727571375
n-type conduction,material_system,10,83.00343727571375
electrode interfaces,material_system,10,83.00343727571375
report ionic,material_system,10,83.00343727571375
copper iodide,material_system,10,83.00343727571375
conversion technologies,material_system,10,83.00343727571375
continuous operation,material_system,10,83.00343727571375
conductivity work,material_system,10,83.00343727571375
mixed ion-electron,material_system,10,83.00343727571375
temperature conductivity,material_system,10,83.00343727571375
redox thermogalvanic,material_system,10,83.00343727571375
loss function,material_system,10,83.00343727571375
liquid ethyl-3-methylimidazolium,material_system,10,83.00343727571375
strong hybridization,material_system,10,83.00343727571375
ion mobility,material_system,10,83.00343727571375
conductivity electrical,material_system,10,83.00343727571375
difference electrodes,material_system,10,83.00343727571375
conductivity electrical conductivity,material_system,10,83.00343727571375
eutectic solvents,material_system,10,83.00343727571375
larger ionic radius,material_system,8,77.1111418936882
x-ray absorption spectroscopy,material_system,8,77.1111418936882
n-type ionic hydrogel,material_system,8,77.1111418936882
reduces lattice conductivity,material_system,8,77.1111418936882
theory dft calculations,material_system,8,77.1111418936882
attracted considerable attention,material_system,8,77.1111418936882
redox entropy difference,material_system,8,77.1111418936882
band structure calculations,material_system,8,77.1111418936882
polystyrene sulfonate pedot,material_system,8,77.1111418936882
copper iodide cui,material_system,8,77.1111418936882
ionic radius tunes,material_system,8,77.1111418936882
solid-state reaction method,material_system,8,77.1111418936882
mixed ionic-electronic conductors,material_system,8,77.1111418936882
conductivity figure merit,material_system,8,77.1111418936882
ionic radius ln,material_system,8,77.1111418936882
carrier concentration cm,material_system,8,77.1111418936882
k-1 relative humidity,material_system,8,77.1111418936882
imidazolium-based ionic liquids,material_system,8,77.1111418936882
electronic ionic conduction,material_system,8,77.1111418936882
measured function temperature,material_system,8,77.1111418936882
ionic liquid electrolytes,material_system,8,77.1111418936882
synthesized solid-state reaction,material_system,8,77.1111418936882
charge density distribution,material_system,8,77.1111418936882
poly ethylenedioxythiophene pedot,material_system,8,77.1111418936882
negative ionic seebeck,material_system,8,77.1111418936882
ab initio calculations,material_system,8,77.1111418936882
negative ionic seebeck coefficient,material_system,7,76.34330114596577
seebeck coefficient pedot pss,material_system,7,76.34330114596577
function oxygen partial pressure,material_system,7,76.34330114596577
functional theory dft calculations,material_system,7,76.34330114596577
method successive ionic layer,material_system,7,76.34330114596577
pedot pss films post-treated,material_system,7,76.34330114596577
van der waals interactions,material_system,7,76.34330114596577
seebeck coefficient ionic conductivity,material_system,7,76.34330114596577
investigation structural electronic optical,material_system,7,76.34330114596577
conductivity sigma seebeck coefficient,material_system,7,76.34330114596577
n-type ionic,material_system,9,75.84681570579428
applications report,material_system,9,75.84681570579428
diffusion coefficients,material_system,9,75.84681570579428
sensing applications,material_system,9,75.84681570579428
liquid thermocells,material_system,9,75.84681570579428
conductivity strong,material_system,9,75.84681570579428
configurational entropy,phase_or_species_transition,9,75.84681570579428
difference ionic,material_system,9,75.84681570579428
conjugated polymer,material_system,9,75.84681570579428
solvation shell,material_system,9,75.84681570579428
conductivity measured,material_system,9,75.84681570579428
sustainable conversion,material_system,9,75.84681570579428
conductivity mechanical,material_system,9,75.84681570579428
solution temperature,material_system,9,75.84681570579428
phase change,material_system,9,75.84681570579428
presence ionic,material_system,9,75.84681570579428
ionic response,material_system,9,75.84681570579428
phase diagram,material_system,9,75.84681570579428
various applications,material_system,9,75.84681570579428
significant reduction,material_system,9,75.84681570579428
ultraviolet region,material_system,9,75.84681570579428
ionic i-tes,material_system,9,75.84681570579428
absorption visible,material_system,9,75.84681570579428
n-p transition,material_system,9,75.84681570579428
synergistic optimization,material_system,9,75.84681570579428
reaction method,material_system,9,75.84681570579428
systems ionic,material_system,9,75.84681570579428
concentration temperature,material_system,9,75.84681570579428
function oxygen,material_system,9,75.84681570579428
entropy changes,material_system,9,75.84681570579428
strength ionic,material_system,9,75.84681570579428
transport equations,material_system,9,75.84681570579428
structural optimization,material_system,9,75.84681570579428
optical transport,material_system,9,75.84681570579428
ions carriers,material_system,9,75.84681570579428
mass transport,material_system,9,75.84681570579428
k-1 conductivity,material_system,9,75.84681570579428
electrolytes ionic,material_system,9,75.84681570579428
conductivity lower,material_system,9,75.84681570579428
calculations density,material_system,9,75.84681570579428
calculations electronic,material_system,9,75.84681570579428
structural transport,material_system,9,75.84681570579428
entropy transfer,material_system,9,75.84681570579428
conductivity decreased,material_system,9,75.84681570579428
iodide cui,material_system,9,75.84681570579428
conversion applications,material_system,9,75.84681570579428
ionic-radius mismatch,material_system,9,75.84681570579428
increasing attention,material_system,9,75.84681570579428
pore solution,material_system,9,75.84681570579428
ion pairs,material_system,9,75.84681570579428
electronic conductors,material_system,9,75.84681570579428
operating conditions,material_system,9,75.84681570579428
quasi-solid-state ionic,material_system,9,75.84681570579428
conductivity lattice,material_system,9,75.84681570579428
transport seebeck,material_system,9,75.84681570579428
density ionic,material_system,9,75.84681570579428
strong absorption,material_system,9,75.84681570579428
ions transport,material_system,9,75.84681570579428
lattice vibrations,material_system,9,75.84681570579428
reduces conductivity,material_system,9,75.84681570579428
poly ethylenedioxythiophene polystyrene sulfonate pedot,material_system,6,73.44967211363749
gas phase controlled oxygen activity,material_system,6,73.44967211363749
x-ray diffraction xrd scanning electron,material_system,6,73.44967211363749
diffraction xrd scanning electron microscopy,material_system,6,73.44967211363749
styrene sulfonate pedot pss films,material_system,6,73.44967211363749
ethylenedioxythiophene polystyrene sulfonate pedot pss,material_system,6,73.44967211363749
mv k-1 conductivity,material_system,7,68.7089710313692
first-principles calculations investigate,material_system,7,68.7089710313692
ionic supercapacitors itescs,material_system,7,68.7089710313692
ionic radius changes,material_system,7,68.7089710313692
strength ionic conductivity,material_system,7,68.7089710313692
ultra-low lattice conductivity,material_system,7,68.7089710313692
suppress lattice conductivity,material_system,7,68.7089710313692
dopant ionic radius,material_system,7,68.7089710313692
transport seebeck coefficient,material_system,7,68.7089710313692
conversion low-grade electricity,material_system,7,68.7089710313692
electronic structure transport,material_system,7,68.7089710313692
giant ionic thermopower,material_system,7,68.7089710313692
der waals interactions,material_system,7,68.7089710313692
method successive ionic,material_system,7,68.7089710313692
redox couple thermogalvanic,material_system,7,68.7089710313692
intrinsically lattice conductivity,material_system,7,68.7089710313692
increase carrier concentration,material_system,7,68.7089710313692
thermopower ionic conductivity,material_system,7,68.7089710313692
decreasing ionic radius,material_system,7,68.7089710313692
heat-to-electricity conversion efficiency,material_system,7,68.7089710313692
increases electrical conductivity,material_system,7,68.7089710313692
negative formation energies,material_system,7,68.7089710313692
power conversion efficiency,material_system,7,68.7089710313692
thermogalvanic cells convert,material_system,7,68.7089710313692
observed electrical conductivity,material_system,7,68.7089710313692
conductivity sigma seebeck,material_system,7,68.7089710313692
conductivity sigma power,material_system,7,68.7089710313692
covalent ionic bonding,material_system,7,68.7089710313692
conductivity seebeck coefficient conductivity,material_system,7,68.7089710313692
coefficient ionic conductivity,material_system,7,68.7089710313692
coefficient pedot pss,material_system,7,68.7089710313692
function oxygen partial,material_system,7,68.7089710313692
seebeck coefficient pedot,material_system,7,68.7089710313692
structural transition,material_system,8,68.54323723883394
control ionic,material_system,8,68.54323723883394
conductivity data,material_system,8,68.54323723883394
cu migration,material_system,8,68.54323723883394
electronic applications,material_system,8,68.54323723883394
coupled ionic,material_system,8,68.54323723883394
polymer poly,material_system,8,68.54323723883394
metal cations,material_system,8,68.54323723883394
electronic conductor,material_system,8,68.54323723883394
copper ions,material_system,8,68.54323723883394
conversion ionic,material_system,8,68.54323723883394
electronic contribution,material_system,8,68.54323723883394
protic ionic,material_system,8,68.54323723883394
thermogalvanic gels,material_system,8,68.54323723883394
polymer electrolytes,material_system,8,68.54323723883394
conductivity s/cm,material_system,8,68.54323723883394
substitution tunes,material_system,8,68.54323723883394
power liquid,material_system,8,68.54323723883394
diverse applications,material_system,8,68.54323723883394
conductivity n-type,material_system,8,68.54323723883394
distribution function,material_system,8,68.54323723883394
transport investigated,material_system,8,68.54323723883394
principles calculations,material_system,8,68.54323723883394
conductivity minimum,material_system,8,68.54323723883394
sustainable solutions,material_system,8,68.54323723883394
liquid ionic,material_system,8,68.54323723883394
temperature variations,material_system,8,68.54323723883394
lithium-ion batteries,material_system,8,68.54323723883394
polymer composites,material_system,8,68.54323723883394
transition ionic,material_system,8,68.54323723883394
mixed electronic-ionic,material_system,8,68.54323723883394
conductivity lattice conductivity,material_system,8,68.54323723883394
dominant ionic,material_system,8,68.54323723883394
containing ionic,material_system,8,68.54323723883394
platinum electrodes,material_system,8,68.54323723883394
transport calculations,material_system,8,68.54323723883394
thermodiffusion soret,transport_mechanism,8,68.54323723883394
conductivity figure,material_system,8,68.54323723883394
power conversion,material_system,8,68.54323723883394
p-n junction,material_system,8,68.54323723883394
electronics pedot,material_system,8,68.54323723883394
human motion,material_system,8,68.54323723883394
soret coefficients,transport_mechanism,8,68.54323723883394
ionic thermogalvanic,material_system,8,68.54323723883394
radical polymerization,material_system,8,68.54323723883394
hopping conduction,material_system,8,68.54323723883394
selective ion,material_system,8,68.54323723883394
higher ionic,material_system,8,68.54323723883394
extinction coefficient,material_system,8,68.54323723883394
concentration ratio,material_system,8,68.54323723883394
multifunctional ionic,material_system,8,68.54323723883394
applications wearable,material_system,8,68.54323723883394
higher conductivity,material_system,8,68.54323723883394
water retention,material_system,8,68.54323723883394
filler ionic,material_system,8,68.54323723883394
first-principles calculation,material_system,8,68.54323723883394
ionic conductivity ionic,material_system,8,68.54323723883394
formation enthalpy,material_system,8,68.54323723883394
solar conversion,material_system,8,68.54323723883394
heat-to-electric conversion,material_system,8,68.54323723883394
network ionic,material_system,8,68.54323723883394
cold electrode,material_system,8,68.54323723883394
n-type thermogalvanic,material_system,8,68.54323723883394
electrons ions,material_system,8,68.54323723883394
exchange correlation,material_system,8,68.54323723883394
hybrid functional,material_system,8,68.54323723883394
improve conductivity,material_system,8,68.54323723883394
ions provide,material_system,8,68.54323723883394
initio calculations,material_system,8,68.54323723883394
transport measurements,material_system,8,68.54323723883394
interactions ionic,material_system,8,68.54323723883394
influence ionic,material_system,8,68.54323723883394
stoichiometric composition,material_system,8,68.54323723883394
improve ionic,material_system,8,68.54323723883394
state ionic,material_system,8,68.54323723883394
redox electrolytes,material_system,8,68.54323723883394
pva matrix,material_system,8,68.54323723883394
operational stability,material_system,8,68.54323723883394
transport pathways,material_system,8,68.54323723883394
ethylenedioxythiophene pedot,material_system,8,68.54323723883394
imidazolium-based ionic,material_system,8,68.54323723883394
conversion thermogalvanic,material_system,8,68.54323723883394
ionic-electronic conductors,material_system,8,68.54323723883394
transport phenomena,material_system,8,68.54323723883394
i-/i3 redox,redox_chemistry,8,68.54323723883394
diffraction xrd scanning electron,material_system,6,66.77242919421589
x-ray diffraction xrd scanning,material_system,6,66.77242919421589
x-ray absorption fine structure,material_system,6,66.77242919421589
phase controlled oxygen activity,material_system,6,66.77242919421589
gas phase controlled oxygen,material_system,6,66.77242919421589
ethylenedioxythiophene polystyrene sulfonate pedot,material_system,6,66.77242919421589
transmission electron microscopy tem,material_system,6,66.77242919421589
sulfonate pedot pss films,material_system,6,66.77242919421589
electron localization function elf,material_system,6,66.77242919421589
conductivity figure merit zt,material_system,6,66.77242919421589
electrical conductivity sigma power,material_system,6,66.77242919421589
electrical conductivity seebeck coefficient power,material_system,5,62.621107993114435
dioxythiophene poly styrene sulfonate pedot,material_system,5,62.621107993114435
seebeck coefficient electrical conductivity sigma,material_system,5,62.621107993114435
ab initio molecular dynamics simulations,material_system,5,62.621107993114435
first-principles calculations density functional theory,material_system,5,62.621107993114435
electrical conductivity sigma seebeck coefficient,material_system,5,62.621107993114435
phase purity,material_system,7,61.074640916772616
working conditions,material_system,7,61.074640916772616
calculations investigate,material_system,7,61.074640916772616
conventional ionic,material_system,7,61.074640916772616
band dispersion,material_system,7,61.074640916772616
motion monitoring,material_system,7,61.074640916772616
conductivity essential,material_system,7,61.074640916772616
pedot chains,material_system,7,61.074640916772616
transport n-type,material_system,7,61.074640916772616
motion detection,material_system,7,61.074640916772616
transport mechanical,material_system,7,61.074640916772616
metal electrodes,material_system,7,61.074640916772616
bonds ionic,material_system,7,61.074640916772616
conductivity cm-1,material_system,7,61.074640916772616
transport ionic,material_system,7,61.074640916772616
bonding ionic,material_system,7,61.074640916772616
thermogalvanic thermocells,material_system,7,61.074640916772616
cation transport,transport_mechanism,7,61.074640916772616
candidates applications,material_system,7,61.074640916772616
waals interactions,material_system,7,61.074640916772616
phase formation,material_system,7,61.074640916772616
conductivity resulting,material_system,7,61.074640916772616
cm conductivity,material_system,7,61.074640916772616
conductivity reduced,material_system,7,61.074640916772616
uv region,material_system,7,61.074640916772616
characteristics ionic,material_system,7,61.074640916772616
n-type ionogel,material_system,7,61.074640916772616
mobility conductivity,material_system,7,61.074640916772616
applications including,material_system,7,61.074640916772616
widespread application,material_system,7,61.074640916772616
concentration dependence,material_system,7,61.074640916772616
concentration electronic,material_system,7,61.074640916772616
numerical simulations,material_system,7,61.074640916772616
conductivity increasing,material_system,7,61.074640916772616
conductivity increased,material_system,7,61.074640916772616
weak ionic,material_system,7,61.074640916772616
phase transformation,material_system,7,61.074640916772616
