concept,concept_type,doc_freq,score
strategy enhancing solvation entropy increase,solvation_entropy,2,27.58998285929891
situ observation morphological oxidation level,material_system,2,27.58998285929891
design thermoelectric regulation mechanism flexible,material_system,2,27.58998285929891
sites suppresses tunneling/hopping verwey transition,material_system,2,27.58998285929891
suggested emim dca post-treated pedot,material_system,2,27.58998285929891
design power supply systems wearable,material_system,2,27.58998285929891
sites decreasing interface charge transfer,electrode_interface,2,27.58998285929891
ion transport control electrolytes electrochemical,transport_mechanism,2,27.58998285929891
single-temperature thermogalvanic systems cyclic temperature,material_system,2,27.58998285929891
designed interaction multications anions improving,material_system,2,27.58998285929891
design yields single p-type gelatin-k-4,material_system,2,27.58998285929891
design mononuclear ionic cluster exceptional,material_system,2,27.58998285929891
situ high-temperature x ray diffraction,characterization_method,2,27.58998285929891
couples entropy transfer nanoparticles ions,material_system,2,27.58998285929891
situ radical polymerization solvent exchange,material_system,2,27.58998285929891
ion selectivity electrolyte doping strategy,transport_mechanism,2,27.58998285929891
silar successive ionic layer adsorption/reaction,material_system,2,27.58998285929891
load steady temperature gradient behavior,material_system,2,27.58998285929891
device implementations highlighted including thermocapacitive,material_system,2,27.58998285929891
silar deposited copper iodide cui,material_system,2,27.58998285929891
supercapacitors function broader range materials,material_system,2,27.58998285929891
signs seebeck coefficients evaluated combined,property_metric,2,27.58998285929891
significantly restricting amplification demonstrated cost-effective,material_system,2,27.58998285929891
liquid media presented major entropy,material_system,2,27.58998285929891
coupled radiation-natural convection simulations comsol,material_system,2,27.58998285929891
strategy significant implications developed thermoelectrochemical,material_system,2,27.58998285929891
similar high-entropy litcs competitive cost-performance,solvation_entropy,2,27.58998285929891
simultaneous liquid cooling electric power,material_system,2,27.58998285929891
conversion efficiency currently liquid thermocells,property_metric,2,27.58998285929891
ion thermodiffusion bmim+/h2po4 thermogalvanic effect,transport_mechanism,2,27.58998285929891
litcs antisolvent ethanol redox ions,material_system,2,27.58998285929891
conversion energy storage devices gelatin-cscl,device_function,2,27.58998285929891
silicone encapsulation effectively suppresses dehydration,material_system,2,27.58998285929891
deterioration thermoelectric property favorable operating,material_system,2,27.58998285929891
conversion efficiency limits applications report,property_metric,2,27.58998285929891
simultaneously occurring reduction pedot oxidation,material_system,2,27.58998285929891
detection work gives people new,material_system,2,27.58998285929891
simultaneously modulating solvation water structure,material_system,2,27.58998285929891
couples compared best-performing pyrazinedicarboxylic acid,redox_chemistry,2,27.58998285929891
conversion efficiency free heat recuperation,property_metric,2,27.58998285929891
simultaneously harvests energy body-ambient temperature,material_system,2,27.58998285929891
single-temperature configuration stacks cells cycled,material_system,2,27.58998285929891
simultaneously effectively purifies seawater generates,material_system,2,27.58998285929891
simultaneously disrupts water structure tailoring,material_system,2,27.58998285929891
suitable liquid thermoelectric conversion devices,material_system,2,27.58998285929891
determine soret coefficients standard entropies,transport_mechanism,2,27.58998285929891
determined afm scanning electron microscopy,characterization_method,2,27.58998285929891
simultaneous pressure temperature detection thermoelectric,material_system,2,27.58998285929891
suggestions related research efforts presented,material_system,2,27.58998285929891
litcs giant ionic thermopower power,property_metric,2,27.58998285929891
small concentration graphitic pi-electron carriers,material_system,2,27.58998285929891
couple thermopower generated hydrogel significant,property_metric,2,27.58998285929891
liquids thiolate/disulfide organic redox couple,redox_chemistry,2,27.58998285929891
sm3 nd3 pr3 low temperatures,material_system,2,27.58998285929891
liquid electrolytes thermal energy harvesting,material_system,2,27.58998285929891
design high-seebeck coefficient cost-effective i-tes,property_metric,2,27.58998285929891
couples opposite signs seebeck coefficients,property_metric,2,27.58998285929891
liquid low-grade heat utilization large,material_system,2,27.58998285929891
sm-1 seebeck coefficient si mvk-1,property_metric,2,27.58998285929891
suggest significant differences hydration shell,solvation_entropy,2,27.58998285929891
design hydrogel electrolyte thermogalvanic effect,material_system,2,27.58998285929891
situations common world concept simultaneous,material_system,2,27.58998285929891
design integration needed present flexible,material_system,2,27.58998285929891
conversion electronic devices operating high,material_system,2,27.58998285929891
design ionic thermoelectric cells generating,material_system,2,27.58998285929891
liquid electrolyte leakage provide flexibility,material_system,2,27.58998285929891
liquid cooling electric power generation,material_system,2,27.58998285929891
ion simultaneously disrupts water structure,material_system,2,27.58998285929891
density max delta limits ionic,material_system,2,27.58998285929891
strategy tailoring synergistic coordination fe2+/fe3,redox_chemistry,2,27.58998285929891
sup2 redox couple hydrogel reaches,redox_chemistry,2,27.58998285929891
development trends forward suggestions related,material_system,2,27.58998285929891
development ionic thermoelectric devices thermogalvanic,material_system,2,27.58998285929891
conversion devices convert low-grade heat,material_system,2,27.58998285929891
development homojunctions heterodominance cations anions,material_system,2,27.58998285929891
ion species niv14 solution open,material_system,2,27.58998285929891
conversion efficiency comparable proposed systems,property_metric,2,27.58998285929891
similar technologies des/pva gel electrolyte,material_system,2,27.58998285929891
determined participation degree different phonon,material_system,2,27.58998285929891
lithium sulfate li2so4 ions thermogalvanic,material_system,2,27.58998285929891
conversion efficiency ball-milled dititanium trioxide,property_metric,2,27.58998285929891
determined single-crystal x ray diffraction,characterization_method,2,27.58998285929891
simultaneous increase electrical conductivity seebeck,property_metric,2,27.58998285929891
simulations suggest significant differences hydration,material_system,2,27.58998285929891
ln tolerance factor decreases distortion,material_system,2,27.58998285929891
similarities seebeck effect electrons holes,property_metric,2,27.58998285929891
simulations qualitative agreement experimental trends,material_system,2,27.58998285929891
development ionic liquid gels il,material_system,2,27.58998285929891
solid-liquid phase transition cold hot,phase_or_species_transition,2,27.58998285929891
coupling polymer chain motion furthermore,material_system,2,27.58998285929891
suggest dominant transport process molten,material_system,2,27.58998285929891
suggest empirical relationships ionic conductivity,property_metric,2,27.58998285929891
small electrode area large values,material_system,2,27.58998285929891
simple solvent exchange salt strategy,material_system,2,27.58998285929891
summarizes performance ionic thermoelectric materials,material_system,2,27.58998285929891
simple easy-to-operate electrode optimization strategy,material_system,2,27.58998285929891
summary material performance optimization measures,material_system,2,27.58998285929891
conversion capability i-te gels believe,material_system,2,27.58998285929891
conversion capability act ionic crosslinks,material_system,2,27.58998285929891
lithography synergistically promote entropy change,material_system,2,27.58998285929891
strategy next-generation human-machine interface require,material_system,2,27.58998285929891
simple preparation help deep learning,material_system,2,27.58998285929891
develop robust dynamic crystalline ion,material_system,2,27.58998285929891
ionic conductivity triple-network hydrogel consisting,property_metric,2,27.58998285929891
device exhibits impressive ionic seebeck,property_metric,2,27.58998285929891
supercapacitors itescs gelatin cscl cbp,material_system,2,27.58998285929891
conventional tgcs scaling technology demonstrate,material_system,2,27.58998285929891
devices demonstrate giant positive thermopower,property_metric,2,27.58998285929891
conventional solid-state thermoelectrics low-grade waste,material_system,2,27.58998285929891
significantly increasing maximum thermogalvanic power,material_system,2,27.58998285929891
devices enable continuous conversion low-grade,material_system,2,27.58998285929891
coupled phenomena generic thermoelectric systems,material_system,2,27.58998285929891
ion redox binding mechanism leaving,material_system,2,27.58998285929891
device resistance liquid thermoelectric convertor,material_system,2,27.58998285929891
significantly reduces lattice thermal conductivity,property_metric,2,27.58998285929891
conventional thermoelectric materials face limitations,material_system,2,27.58998285929891
device prototype integrating n-type ion,material_system,2,27.58998285929891
similar flat platinum electrode tgcs,electrode_interface,2,27.58998285929891
device assembled connecting thermocells series,material_system,2,27.58998285929891
conventional thermoelectrics making highly suitable,material_system,2,27.58998285929891
significantly increasing thermogalvanic reaction sites,material_system,2,27.58998285929891
conventional thermoelectric generators tegs electronic,material_system,2,27.58998285929891
conversion efficiencies critical factor enhancing,material_system,2,27.58998285929891
sulfate li2so4 ions thermogalvanic effect,material_system,2,27.58998285929891
developed present ionic thermogalvanic cell,material_system,2,27.58998285929891
developing deep eutectic solvent des,material_system,2,27.58998285929891
simulations comsol closely matched experimental,material_system,2,27.58998285929891
simula-tions demonstrate hydrogel chains disturb,material_system,2,27.58998285929891
sulphuric acid thermocells quantitative evaluation,material_system,2,27.58998285929891
similar observations practical directions given,material_system,2,27.58998285929891
supercapacitor containing carbon electrode ionic,electrode_interface,2,27.58998285929891
conventional thermoelectric generators tegs ions,material_system,2,27.58998285929891
device applications introduced underlying physics,material_system,2,27.58998285929891
device simultaneously effectively purifies seawater,material_system,2,27.58998285929891
strategy structural design component modulation,material_system,2,27.58998285929891
significantly promoting thermogalvanic effect result,material_system,2,27.58998285929891
significantly ionic thermoelectrics converts wasted,material_system,2,27.58998285929891
local electroneutrality entropy production invariance,material_system,2,27.58998285929891
liquid offers new platform efficiently,material_system,2,27.58998285929891
structure cell contains flexible polymer,material_system,2,27.58998285929891
creates temperature gradient ferri/ferrocyanide thermogalvanic,redox_chemistry,2,27.58998285929891
redox pairs electrolyte ions significant,material_system,2,27.58998285929891
redox cucl2 concentrations increase suppressing,material_system,2,27.58998285929891
mapping spatial temperature distributions generated,material_system,2,27.58998285929891
elongation break relatively high power,material_system,2,27.58998285929891
electrode orders magnitude larger approximate,material_system,2,27.58998285929891
redox thermodynamics fe2+/fe3 concentration mol,redox_chemistry,2,27.58998285929891
maintains elongation break relatively high,material_system,2,27.58998285929891
electrode tgcs physics chemistry exciting,material_system,2,27.58998285929891
relative contributions thermogalvanic potential redox,material_system,2,27.58998285929891
magnitude higher conventional electronic thermoelectric,material_system,2,27.58998285929891
electrode thermoelectric response gelatin hydrogel,material_system,2,27.58998285929891
electrode thermopower energy density emerging,property_metric,2,27.58998285929891
electrode works thermocapacitive effect does,material_system,2,27.58998285929891
related influencing factors application ionic,material_system,2,27.58998285929891
electrode-electrolyte interactions improving device performance,material_system,2,27.58998285929891
related electrochemical systems ionic thermoelectric,material_system,2,27.58998285929891
elevated temperatures gas phase controlled,material_system,2,27.58998285929891
elevated operating temperatures electrical conductivity,property_metric,2,27.58998285929891
redox electrolyte mfe added naclo4,material_system,2,27.58998285929891
map capturing intensity spatial distribution,material_system,2,27.58998285929891
electronics promising ionic thermoelectric materials,material_system,2,27.58998285929891
redox ions flexible quasi-solid-state thermocells,material_system,2,27.58998285929891
interactive thermo-diffusion/galvanic coupling effect coordination,material_system,2,27.58998285929891
electronics self-powered systems poly methacrylic,material_system,2,27.58998285929891
manufacturing methods present printable ionic,material_system,2,27.58998285929891
redox ions effectively break limits,material_system,2,27.58998285929891
redox ions cost-effective facile strategy,material_system,2,27.58998285929891
redox electrolyte power generated pedot-tos,material_system,2,27.58998285929891
electrons ions according analysis conductivity,property_metric,2,27.58998285929891
electrons ions electrode contrast occurs,material_system,2,27.58998285929891
electrophoretic mobility tdiem low-concentration regime,material_system,2,27.58998285929891
redox electrolytes/electrode energy efficiency reach,material_system,2,27.58998285929891
mapping radiative sensing seebeck coefficients,property_metric,2,27.58998285929891
redox electrolytes flowing multi-channels simultaneously,material_system,2,27.58998285929891
electrode/ionic-liquid interface mu platinum electrode,electrode_interface,2,27.58998285929891
relative humidity approach achieves remarkably,material_system,2,27.58998285929891
regulation mechanism flexible thermoelectric gel,material_system,2,27.58998285929891
remain thermally stable large temperature,material_system,2,27.58998285929891
remains limited inadequate ionic conductivity,property_metric,2,27.58998285929891
remains huge challenge report multifunctional,material_system,2,27.58998285929891
electrode rde method investigate effect,material_system,2,27.58998285929891
remains challenging introduce strong chaotropic,gel_microstructure,2,27.58998285929891
remains challenging inherent tendency ion,material_system,2,27.58998285929891
remain underdeveloped present n-type liquid,material_system,2,27.58998285929891
remain limited working temperatures mechanical,material_system,2,27.58998285929891
remains major challenge stretching-induced crystallization,phase_or_species_transition,2,27.58998285929891
electrode reaction process adopted hydrogel,material_system,2,27.58998285929891
reliable voltage temperature difference n-type,material_system,2,27.58998285929891
magnetization resistivity thermoelectric power thermal,material_system,2,27.58998285929891
reliable signal output coupling thermogalvanic,material_system,2,27.58998285929891
electrode reproducibility effect repeated charging-discharging,material_system,2,27.58998285929891
relaxation times non-debye behavior materials,material_system,2,27.58998285929891
remains major challenge development ionic,material_system,2,27.58998285929891
interface require energy-sustainable highly responsive,material_system,2,27.58998285929891
electrodeposited choline chloride/malonic acid ionic,material_system,2,27.58998285929891
electrolyte activated carbon electrode works,electrode_interface,2,27.58998285929891
regulating water-thermal cycling strategy achieves,material_system,2,27.58998285929891
regulating thermogalvanic effect mechanical robustness,material_system,2,27.58998285929891
mainly focuses thermo-diffusion ions called,material_system,2,27.58998285929891
regulated multivalent ions redox couple,redox_chemistry,2,27.58998285929891
electrolyte achieved replacing water freeze-thawed,material_system,2,27.58998285929891
interface implications energy technologies ion,material_system,2,27.58998285929891
regression model achieved accuracy independent,material_system,2,27.58998285929891
remarkable reversibility stability thermogalvanic cell,property_metric,2,27.58998285929891
regions significantly improving performance requiring,material_system,2,27.58998285929891
mainly achieved synergy thermodiffusion effects,transport_mechanism,2,27.58998285929891
interface mu platinum electrode orders,electrode_interface,2,27.58998285929891
electrode temperature gradient charges ionic-liquid/electrode,material_system,2,27.58998285929891
relative humidity rh intriguing ionic,material_system,2,27.58998285929891
electrode p/n-type redox electrolytes flowing,material_system,2,27.58998285929891
making significant contributions global sustainability,material_system,2,27.58998285929891
redox ions intercalation ethanol molecule,material_system,2,27.58998285929891
electronics polyacrylamide hydrogel fe cn,material_system,2,27.58998285929891
electron localization function elf analysis,material_system,2,27.58998285929891
electrolytes/electrode energy efficiency reach concentration,material_system,2,27.58998285929891
maintains stable thermoelectric output deformation,material_system,2,27.58998285929891
redox solvation entropy induced interaction,solvation_entropy,2,27.58998285929891
electron hole transport foundational modulate,material_system,2,27.58998285929891
redox reaction kinetics ionic transport,redox_chemistry,2,27.58998285929891
electron localization electrical conductivity thermal,property_metric,2,27.58998285929891
interface charge microstructure electrode gap,material_system,2,27.58998285929891
interface charge transfer resistance quasi-solid-state,electrode_interface,2,27.58998285929891
redox reaction ionic thermoelectric generator,redox_chemistry,2,27.58998285929891
electron microscopy scanning electron microscopy energy dispersive,characterization_method,2,27.58998285929891
redox reaction involving cu/cu2 maintains,redox_chemistry,2,27.58998285929891
electron microscopy x ray diffraction,characterization_method,2,27.58998285929891
redox reaction involving cu/cu2 electrode,redox_chemistry,2,27.58998285929891
major challenge development ionic thermoelectric,material_system,2,27.58998285929891
redox species i-/i-3 zitccs generate,material_system,2,27.58998285929891
redox species thermodiffusion electrolyte ions,transport_mechanism,2,27.58998285929891
redox reaction fe2+/fe3 resulting gel,redox_chemistry,2,27.58998285929891
intercalation ethanol molecule solvation shell,solvation_entropy,2,27.58998285929891
interdomain charge carrier transport directly,material_system,2,27.58998285929891
major entropy sources thermogalvanic thermodiffusion,transport_mechanism,2,27.58998285929891
electronic thermal conductivity power factor,property_metric,2,27.58998285929891
redox pair solution exploit thermogalvanic,material_system,2,27.58998285929891
redox pair demonstrates stability cyclability,property_metric,2,27.58998285929891
electronic transport coefficients computed boltzmann,material_system,2,27.58998285929891
electronic transport property liquid metals,material_system,2,27.58998285929891
interface acceleration charging convective flows,material_system,2,27.58998285929891
redox ions surrounding solvation increase,material_system,2,27.58998285929891
makes complete charge transfer intercalate,electrode_interface,2,27.58998285929891
redox ions proposed antisolvent engineering,material_system,2,27.58998285929891
redox pairs distinct gel layers,material_system,2,27.58998285929891
major challenge stretching-induced crystallization thermoelectric,phase_or_species_transition,2,27.58998285929891
redox reaction entropy change exchange,redox_chemistry,2,27.58998285929891
redox reaction hot cold ends,redox_chemistry,2,27.58998285929891
electron-type ion-type materials emerges innovative,material_system,2,27.58998285929891
redox couple-based thermogalvanic gel electrolytes,redox_chemistry,2,27.58998285929891
emim dca concentrations changes electrical,material_system,2,27.58998285929891
emerging ionic thermoelectric i-te modules,material_system,2,27.58998285929891
redox couple opposite signs seebeck,redox_chemistry,2,27.58998285929891
emerging ionic thermoelectric te devices,material_system,2,27.58998285929891
mass transfer redox ions effectively,transport_mechanism,2,27.58998285929891
redox couple model elucidate constrained,redox_chemistry,2,27.58998285929891
mass transfer redox ions ionic,transport_mechanism,2,27.58998285929891
redox couple mcmt bmt derived,redox_chemistry,2,27.58998285929891
redox couple represents step green,redox_chemistry,2,27.58998285929891
redox couple hydrogel reaches seebeck,redox_chemistry,2,27.58998285929891
emphasize potential electrode-electrolyte interactions improving,material_system,2,27.58998285929891
redox couple guanidine hydrochloride solvent,redox_chemistry,2,27.58998285929891
elongation break similar thermocells work,material_system,2,27.58998285929891
electrolytes undergo phase transitions confirming,phase_or_species_transition,2,27.58998285929891
redox couple well-suited wearable devices,redox_chemistry,2,27.58998285929891
emerging ionic thermoelectric devices i-tes,material_system,2,27.58998285929891
emerging applications ionic thermoelectric devices,material_system,2,27.58998285929891
redox reaction exchange current density,redox_chemistry,2,27.58998285929891
redox couple thermopower generated hydrogel,redox_chemistry,2,27.58998285929891
redox reaction entropy soret effect,redox_chemistry,2,27.58998285929891
electroneutrality entropy production invariance emf,material_system,2,27.58998285929891
making highly suitable sensing applications,material_system,2,27.58998285929891
electronics body temperature work breaks,material_system,2,27.58998285929891
redox ions ionic thermoelectric property,material_system,2,27.58998285929891
redox ions introduced equimolar aqueous,material_system,2,27.58998285929891
redox couple thermogalvanic effect proof-of-concept,redox_chemistry,2,27.58998285929891
redox couple significantly increase seebeck,redox_chemistry,2,27.58998285929891
elongation mpa strength high ionic,material_system,2,27.58998285929891
elucidate constrained polymer networks alter,material_system,2,27.58998285929891
redox couple so42 so32-for time,redox_chemistry,2,27.58998285929891
elucidate governing mechanism ionic seebeck,property_metric,2,27.58998285929891
redox couple so4/3 ions thermoelectric,redox_chemistry,2,27.58998285929891
emerged next-generation te materials mainly,material_system,2,27.58998285929891
magnification thermocouple effect observed resulting,material_system,2,27.58998285929891
relaxation time approximation used thermoelectric,material_system,2,27.58998285929891
interface optimization liquid metal powering,material_system,2,27.58998285929891
low lattice thermal conductivity similar,property_metric,2,27.58998285929891
diffusion rdif resistances aqueous methanol,material_system,2,27.58998285929891
ion diffusivity mxene ti3c2tx mxene i-te,material_system,2,27.58998285929891
diffusion resistance rdif mass transfer,transport_mechanism,2,27.58998285929891
sensing arrays robust mechanical property,property_metric,2,27.58998285929891
diffusion resistance solution charge-transfer resistances,transport_mechanism,2,27.58998285929891
sensing applications power generation ferri-/ferrocyanide,material_system,2,27.58998285929891
sensation organic thermogalvanic hydrogel integrating,material_system,2,27.58998285929891
low lattice thermal conductivity ranging,property_metric,2,27.58998285929891
low lattice thermal conductivity support,property_metric,2,27.58998285929891
sensation intelligent robotics essential advanced,material_system,2,27.58998285929891
semiconductors enabling development homojunctions heterodominance,material_system,2,27.58998285929891
ion diffusion typically exhibiting seebeck,transport_mechanism,2,27.58998285929891
low normalized maximum power density,property_metric,2,27.58998285929891
diffusion typically exhibiting seebeck coefficients,property_metric,2,27.58998285929891
sensing functionalities hydrogel thermal sensor,material_system,2,27.58998285929891
sensing mechanism high seebeck coefficient,property_metric,2,27.58998285929891
diffusivity mxene ti3c2tx mxene i-te demonstrates,material_system,2,27.58998285929891
self-powered sign language object recognition,material_system,2,27.58998285929891
self-powered thermogalvanic hydrogel wristband resistance-gated,material_system,2,27.58998285929891
direction results combined well-known formulation,material_system,2,27.58998285929891
low temperature resistance degrees enormous,material_system,2,27.58998285929891
directional freeze-thawing method developed fabricate,material_system,2,27.58998285929891
self-powered systems poly methacrylic acid,material_system,2,27.58998285929891
directional migration behavior fe2+/fe3 ions,redox_chemistry,2,27.58998285929891
self-powered sensors ionic thermoelectric hydrogel,material_system,2,27.58998285929891
sensing motion detection encoded signal,material_system,2,27.58998285929891
self-powered wearables new redox couple,redox_chemistry,2,27.58998285929891
dimensionless thermoelectric figure merit zt,material_system,2,27.58998285929891
dimensionless figure merit zt values,material_system,2,27.58998285929891
dimensionless figure merit zt obtained,material_system,2,27.58998285929891
ion disrupts water structure enhancing,material_system,2,27.58998285929891
sensing next-generation robotics wearable devices,material_system,2,27.58998285929891
diffusivity individual ions mechanism applied,material_system,2,27.58998285929891
dihydrate pdca optimal candidate functional,material_system,2,27.58998285929891
direction barrier free passive communication,material_system,2,27.58998285929891
disturb solvation shell broaden radial,solvation_entropy,2,27.58998285929891
distribution relaxation times non-debye behavior,material_system,2,27.58998285929891
seebeck effect affected presence soret,property_metric,2,27.58998285929891
distribution thermal input overall capability,material_system,2,27.58998285929891
seebeck coefficients thermogalvanic ionic thermoelectric,property_metric,2,27.58998285929891
distributions generated diverse heat sources,material_system,2,27.58998285929891
seebeck coefficients range ionic liquid,property_metric,2,27.58998285929891
seebeck coefficients orders magnitude higher,property_metric,2,27.58998285929891
ion batteries related electrochemical systems,material_system,2,27.58998285929891
dissipation optimized tec exhibits high,material_system,2,27.58998285929891
sensing performance stems optimized thermopower,property_metric,2,27.58998285929891
selective complexation/desorption fe3 cold hot,material_system,2,27.58998285929891
disrupts water structure tailoring molecular,material_system,2,27.58998285929891
self-powered devices practical daily applications,material_system,2,27.58998285929891
directs ion flow high precision,material_system,2,27.58998285929891
seebeck effect demonstration design prototype,property_metric,2,27.58998285929891
seebeck effect electrons holes solid-state,property_metric,2,27.58998285929891
directions given ionic colloidal parameters,material_system,2,27.58998285929891
distinctive combination high seebeck coefficient,property_metric,2,27.58998285929891
self-powered morse-code communication developed machine,material_system,2,27.58998285929891
self-powered morse code communication assisted,material_system,2,27.58998285929891
directly convert heat electricity ions,material_system,2,27.58998285929891
segregates redox pairs distinct gel,material_system,2,27.58998285929891
ion channels hydration ionic thermoelectric,transport_mechanism,2,27.58998285929891
distances cm thermal radiation capability,material_system,2,27.58998285929891
distinguishing quantifying coordination species reveal,material_system,2,27.58998285929891
low temperatures work challenges addressed,material_system,2,27.58998285929891
seebeck peltier soret effects different,property_metric,2,27.58998285929891
distortion compounds evidenced tilt angles,material_system,2,27.58998285929891
seebeck effects representative materials device,property_metric,2,27.58998285929891
seebeck effect mv/k exhibiting high,property_metric,2,27.58998285929891
distribution coordinating water molecules increase,material_system,2,27.58998285929891
seebeck effect ionogel harvests temperature,property_metric,2,27.58998285929891
self-powered thermogalvanic hydrogel wristband simultaneously,material_system,2,27.58998285929891
direction advancement ionic thermoelectric cells,material_system,2,27.58998285929891
magnitude greater conventional thermoelectrics making,material_system,2,27.58998285929891
electrolytes obtained optimization zn no3,material_system,2,27.58998285929891
reduced high-temperature electrode opposite reaction,material_system,2,27.58998285929891
electrolytes introducing redox species i-/i-3,material_system,2,27.58998285929891
reduced entropy polymer chains thermogalvanic,material_system,2,27.58998285929891
electrolytes ion transport unipolar incorporating,transport_mechanism,2,27.58998285929891
reduce systematically investigated effect strong,material_system,2,27.58998285929891
electrolytes mobile undesirable applications report,material_system,2,27.58998285929891
redox-ion solvation entropy mass transfer,solvation_entropy,2,27.58998285929891
reduced metal ion disrupts water,material_system,2,27.58998285929891
electrolytes resistivity components liquid themoelectronic,material_system,2,27.58998285929891
electrolyte voltage generation driven temperature-dependent,material_system,2,27.58998285929891
electrolytes significantly boost thermopowers corresponding,property_metric,2,27.58998285929891
reducing range lattice thermal conductivity,property_metric,2,27.58998285929891
electrolyte thermogalvanic effect mechanical robustness,material_system,2,27.58998285929891
refractive index extinction coefficient absorption,material_system,2,27.58998285929891
electrolytes higher cation mobility lower,material_system,2,27.58998285929891
reduced metal ion simultaneously disrupts,material_system,2,27.58998285929891
electrolyte electrode fully integrated modules,material_system,2,27.58998285929891
electrolytes characterised x ray diffraction,characterization_method,2,27.58998285929891
electrolyte concentration increasing temperature difference,material_system,2,27.58998285929891
mainly high thermopower higher electronic,property_metric,2,27.58998285929891
electrolyte concentration scale effect interface,material_system,2,27.58998285929891
refractive index extinction coefficient reflectivity,material_system,2,27.58998285929891
electrolytes achieve high thermopower output,property_metric,2,27.58998285929891
reducing interfacial free energy water,material_system,2,27.58998285929891
electrolytes confined graphene oxide nanochannel,transport_mechanism,2,27.58998285929891
electrolytes graphene oxide nanochannel membranes,transport_mechanism,2,27.58998285929891
electrolytes confined sub-nanometer nanochannel reconstructed,transport_mechanism,2,27.58998285929891
electrolytes electrode thermopower energy density,property_metric,2,27.58998285929891
reduces pedot oxidation level degrading,material_system,2,27.58998285929891
maintaining eutectic property des subsequently,material_system,2,27.58998285929891
electrolytes energy conversion storage applications,material_system,2,27.58998285929891
electrolytes flowing multi-channels simultaneously cool,material_system,2,27.58998285929891
electrolyte doping strategy significant implications,material_system,2,27.58998285929891
electrolyte enhance energy conversion storage,material_system,2,27.58998285929891
dimensions lower power density litcs,property_metric,2,27.58998285929891
dimensions prepared soft lithography synergistically,material_system,2,27.58998285929891
reducing volume thermally diffused ions,material_system,2,27.58998285929891
devices illustrates impact fe2+/3 concentration,redox_chemistry,2,27.58998285929891
efficiency free heat recuperation peak,material_system,2,27.58998285929891
efficiency energy conversion electronic devices,material_system,2,27.58998285929891
semiconducting behavior direct band gaps,material_system,2,27.58998285929891
dimensions meet practical requirements integration,material_system,2,27.58998285929891
dimethyl sulfoxide dmso ionic liquid,material_system,2,27.58998285929891
reductant microchannel induce interaction redox,device_function,2,27.58998285929891
dioxide pacs hydrogel significantly increasing,material_system,2,27.58998285929891
semi-metallic behavior similar phenomena observed,material_system,2,27.58998285929891
dipole orientation disorder amplifying configurational,material_system,2,27.58998285929891
selfpowered recognition sign language objects,material_system,2,27.58998285929891
self-signaled alarm activation triggered rapid,material_system,2,27.58998285929891
ion coordination speciation long-term power,material_system,2,27.58998285929891
interface electrical double layer essentially,material_system,2,27.58998285929891
reductant turn provide significant configurational,material_system,2,27.58998285929891
electrolyte enhance thermodiffusion effect introduction,transport_mechanism,2,27.58998285929891
mainly reduced entropy polymer chains,material_system,2,27.58998285929891
refinement single-crystal x ray diffraction,characterization_method,2,27.58998285929891
reference diffraction patterns natural superlattice,characterization_method,2,27.58998285929891
electrolyte infiltration strong cation restriction,material_system,2,27.58998285929891
interface electrode hinder practical use,material_system,2,27.58998285929891
electrolyte ions gel affords favorable,material_system,2,27.58998285929891
reduction phrr attributed phosphorus-iron synergistic,material_system,2,27.58998285929891
electrolyte ions significant magnification thermocouple,material_system,2,27.58998285929891
electrolyte power generated pedot-tos tgcs,material_system,2,27.58998285929891
reduction pedot oxidation level additional,material_system,2,27.58998285929891
electrolyte ions thermogalvanic effect involving,material_system,2,27.58998285929891
electrolyte leak free easy-operation mechanically,material_system,2,27.58998285929891
electrolyte leakage large extent application,material_system,2,27.58998285929891
electrolyte naclo4 components solution rs,material_system,2,27.58998285929891
electrolyte optimizing polymer composition soaking,material_system,2,27.58998285929891
redox reaction electrode interface implications,redox_chemistry,2,27.58998285929891
electronic seebeck effects representative materials,property_metric,2,27.58998285929891
stimuli multisensory processing realization multifunctional,material_system,2,27.58998285929891
electronic seebeck effect ionogel harvests,property_metric,2,27.58998285929891
responsiveness increasing ion-migration pathways so4,material_system,2,27.58998285929891
electroactive polymer hydrogel interact discriminately,material_system,2,27.58998285929891
lte composed solution resistance rs,material_system,2,27.58998285929891
responsive sensing systems wearable sensors,material_system,2,27.58998285929891
electroactive polymer ions particularly use,material_system,2,27.58998285929891
electroactive species separated ion-exchange membrane,material_system,2,27.58998285929891
responsible low lattice thermal conductivity,property_metric,2,27.58998285929891
responsible ionic thermopower generation systematic,property_metric,2,27.58998285929891
m-1k-2 room transmission electron microscopy-perature,characterization_method,2,27.58998285929891
electrocatalytic degradation rhodamine work demonstrates,material_system,2,27.58998285929891
response monovalent multivalent liquid electrolytes,material_system,2,27.58998285929891
electrochemical seebeck coefficient alpha enhance,property_metric,2,27.58998285929891
electrochemical seebeck coefficient alpha systematically,property_metric,2,27.58998285929891
response liquid electrolytes confined graphene,material_system,2,27.58998285929891
response gelatin hydrogel explored explained,material_system,2,27.58998285929891
electrode area large values heat,material_system,2,27.58998285929891
resonance nmr analysis reveal directional,material_system,2,27.58998285929891
resistor measured capacitance electrode/ionic-liquid interface,material_system,2,27.58998285929891
resistance components solvent r-s charge-transfer,electrode_interface,2,27.58998285929891
resistance respectively power reduce systematically,material_system,2,27.58998285929891
