paper_id,source,year,title,doi,concept,concept_type,graph_role
iTE1_0014,iTE1,2025,Ionic thermoelectric performance of cement and its modifications,10.1016/j.cscm.2024.e04186,seebeck coefficient,property_metric,background
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,ionic thermoelectric,material_system,background
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,ionic conductivity,property_metric,background
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,deep eutectic,material_system,recommendation_candidate
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,deep eutectic solvent,material_system,recommendation_candidate
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,eutectic solvent,material_system,recommendation_candidate
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,ionic species,material_system,recommendation_candidate
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,functional materials,material_system,background
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,deep eutectic solvents,material_system,background
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,seebeck coefficient,property_metric,background
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,eutectic solvents,material_system,background
iTE1_0015,iTE1,2025,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents",10.1007/s42114-025-01239-8,provides ionic,material_system,background
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,urea. reconstructed lignocellulose ion channels enriched,transport_mechanism,recommendation_candidate
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,ionic thermoelectric,material_system,background
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,ionic liquid,material_system,background
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,temperature gradient,material_system,background
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,high thermopower,property_metric,background
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,relative humidity,material_system,background
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,thermal diffusion,material_system,recommendation_candidate
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,ionic thermoelectric performance,material_system,recommendation_candidate
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,ionic figure,material_system,recommendation_candidate
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,ionic gel,material_system,recommendation_candidate
iTE1_0016,iTE1,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,ion channels,transport_mechanism,background
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,ionic thermoelectric,material_system,background
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,ionic conductivity,property_metric,background
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,high ionic,material_system,background
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,ionic thermoelectric materials,material_system,background
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,high ionic conductivity,property_metric,background
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,ionic thermopower,property_metric,background
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,n-type ionic,material_system,recommendation_candidate
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,electricity generation,material_system,recommendation_candidate
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,n-type ionic thermoelectric,material_system,recommendation_candidate
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,ionic thermoelectric performance,material_system,recommendation_candidate
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,negative thermopower,property_metric,recommendation_candidate
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,performance ionic,material_system,recommendation_candidate
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,performance ionic thermoelectric,material_system,background
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,negative ionic,material_system,background
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,energy solutions,material_system,background
iTE1_0017,iTE1,2025,Amine-functionalized lignin hydrogels for high-performance N-type ionic thermoelectric materials,10.1039/d4gc06542e,sustainable energy solutions,material_system,background
iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,ionic thermoelectric,material_system,background
iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,power density,property_metric,background
iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,deep eutectic,material_system,recommendation_candidate
iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,deep eutectic solvent,material_system,recommendation_candidate
iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,eutectic solvent,material_system,recommendation_candidate
iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,water molecules,material_system,recommendation_candidate
iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,high power density,property_metric,recommendation_candidate
iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,temperature ionic,material_system,recommendation_candidate
iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,organic solvent,material_system,background
iTE1_0018,iTE1,2024,High-performance cryo-temperature ionic thermoelectric liquid cell developed through a eutectic solvent strategy,10.1038/s41467-024-45432-7,synergistic optimization,material_system,background
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,ionic thermoelectric,material_system,background
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,ionic conductivity,property_metric,background
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,room temperature,material_system,background
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,mechanical property,property_metric,background
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,high ionic,material_system,background
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,ionic seebeck,property_metric,background
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,ionic seebeck coefficient,property_metric,background
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,high ionic conductivity,property_metric,background
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,increasing ionic,material_system,recommendation_candidate
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,ionic power,material_system,recommendation_candidate
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,ionic mobility,material_system,recommendation_candidate
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,ionic power factor,property_metric,recommendation_candidate
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,seebeck coefficient,property_metric,background
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,ionic thermoelectric device,material_system,background
iTE1_0019,iTE1,2024,Wearable ionogel fiber-based ionic thermoelectric device for low-grade human body heat harvesting,10.1016/j.cej.2024.149784,improve ionic,material_system,background
iTE1_0020,iTE1,2024,Ultra-high performance of ionic thermoelectric-electrochemical gel cells for harvesting low grade heat,10.1039/d4ee01150c,ionic thermoelectric,material_system,background
iTE1_0020,iTE1,2024,Ultra-high performance of ionic thermoelectric-electrochemical gel cells for harvesting low grade heat,10.1039/d4ee01150c,power density,property_metric,background
iTE1_0020,iTE1,2024,Ultra-high performance of ionic thermoelectric-electrochemical gel cells for harvesting low grade heat,10.1039/d4ee01150c,energy conversion,material_system,background
iTE1_0020,iTE1,2024,Ultra-high performance of ionic thermoelectric-electrochemical gel cells for harvesting low grade heat,10.1039/d4ee01150c,high ionic,material_system,background
iTE1_0020,iTE1,2024,Ultra-high performance of ionic thermoelectric-electrochemical gel cells for harvesting low grade heat,10.1039/d4ee01150c,ionic thermopower,property_metric,background
iTE1_0020,iTE1,2024,Ultra-high performance of ionic thermoelectric-electrochemical gel cells for harvesting low grade heat,10.1039/d4ee01150c,output power density,property_metric,background
iTE1_0020,iTE1,2024,Ultra-high performance of ionic thermoelectric-electrochemical gel cells for harvesting low grade heat,10.1039/d4ee01150c,high ionic thermopower,property_metric,recommendation_candidate
iTE1_0020,iTE1,2024,Ultra-high performance of ionic thermoelectric-electrochemical gel cells for harvesting low grade heat,10.1039/d4ee01150c,maximum output power density,property_metric,recommendation_candidate
iTE1_0021,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,ionic thermoelectric,material_system,background
iTE1_0021,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,ionic conductivity,property_metric,background
iTE1_0021,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,high ionic,material_system,background
iTE1_0021,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,ionic thermoelectric materials,material_system,background
iTE1_0021,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,thermoelectric conversion,material_system,background
iTE1_0021,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,high ionic conductivity,property_metric,background
iTE1_0021,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,harvesting applications,material_system,recommendation_candidate
iTE1_0021,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,energy harvesting applications,material_system,recommendation_candidate
iTE1_0021,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,ionic thermoelectric performance,material_system,recommendation_candidate
iTE1_0021,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,ionic thermoelectric material,material_system,recommendation_candidate
iTE1_0021,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,ionic thermoelectricity,material_system,recommendation_candidate
iTE1_0021,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,seebeck coefficient,property_metric,background
iTE1_0021,iTE1,2024,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,10.1007/s42114-024-00863-0,ionic thermoelectric conversion,material_system,background
iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,thermal conductivity,property_metric,background
iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,ionic thermoelectric,material_system,background
iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,electrical conductivity,property_metric,background
iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,low thermal conductivity,property_metric,background
iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,high seebeck,property_metric,background
iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,high seebeck coefficient,property_metric,background
iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,ionic thermoelectric materials,material_system,background
iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,polymer network,material_system,recommendation_candidate
iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,higher seebeck coefficient,property_metric,recommendation_candidate
iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,higher seebeck,property_metric,recommendation_candidate
iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,seebeck coefficient,property_metric,background
iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,increasing seebeck,property_metric,background
iTE1_0022,iTE1,2024,Ionic thermoelectric materials: Innovations and challenges,10.1016/j.mtphys.2024.101375,diverse applications,material_system,background
iTE1_0023,iTE1,2024,Conveyor mode enabling continuous ionic thermoelectric conversion,10.1016/j.joule.2024.08.004,ionic thermoelectric,material_system,background
iTE1_0023,iTE1,2024,Conveyor mode enabling continuous ionic thermoelectric conversion,10.1016/j.joule.2024.08.004,power density,property_metric,background
iTE1_0023,iTE1,2024,Conveyor mode enabling continuous ionic thermoelectric conversion,10.1016/j.joule.2024.08.004,power generation,material_system,background
iTE1_0023,iTE1,2024,Conveyor mode enabling continuous ionic thermoelectric conversion,10.1016/j.joule.2024.08.004,thermoelectric conversion,material_system,background
iTE1_0023,iTE1,2024,Conveyor mode enabling continuous ionic thermoelectric conversion,10.1016/j.joule.2024.08.004,ionic transport,material_system,background
iTE1_0023,iTE1,2024,Conveyor mode enabling continuous ionic thermoelectric conversion,10.1016/j.joule.2024.08.004,ionic thermoelectric material,material_system,recommendation_candidate
iTE1_0023,iTE1,2024,Conveyor mode enabling continuous ionic thermoelectric conversion,10.1016/j.joule.2024.08.004,mixed ion-electron,material_system,background
iTE1_0023,iTE1,2024,Conveyor mode enabling continuous ionic thermoelectric conversion,10.1016/j.joule.2024.08.004,ionic thermoelectric conversion,material_system,background
iTE1_0023,iTE1,2024,Conveyor mode enabling continuous ionic thermoelectric conversion,10.1016/j.joule.2024.08.004,te conversion,material_system,background
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,facilitates anion thermodiffusion,transport_mechanism,recommendation_candidate
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,facilitating anion thermodiffusion,transport_mechanism,recommendation_candidate
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,ionic thermoelectric,material_system,background
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,power density,property_metric,background
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,temperature difference,material_system,background
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,energy conversion,material_system,background
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,small temperature,material_system,recommendation_candidate
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,ionic thermoelectric supercapacitors,material_system,recommendation_candidate
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,large temperature,material_system,recommendation_candidate
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,small temperature difference,material_system,recommendation_candidate
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,storage applications,material_system,background
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,emerging ionic thermoelectric,material_system,background
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,hydrogel electrolytes,material_system,background
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,emerging ionic,material_system,background
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,stable ionic,material_system,background
iTE1_0024,iTE1,2024,Synergy between gelatin hydrogels and electrodes for adjustable and thermally stable ionic thermoelectric supercapacitors,10.1016/j.cej.2024.152734,te conversion,material_system,background
iTE1_0025,iTE1,2025,Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances,10.1002/adfm.202415856,ionic thermoelectric,material_system,background
iTE1_0025,iTE1,2025,Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances,10.1002/adfm.202415856,ionic conductivity,property_metric,background
iTE1_0025,iTE1,2025,Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances,10.1002/adfm.202415856,ionic seebeck,property_metric,background
iTE1_0025,iTE1,2025,Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances,10.1002/adfm.202415856,ionic seebeck coefficient,property_metric,background
iTE1_0025,iTE1,2025,Organic/Inorganic Hybrid Ionogel Fiber with Synergistically Enhanced Mechanical and Ionic Thermoelectric Performances,10.1002/adfm.202415856,seebeck coefficient,property_metric,background
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,ionic thermoelectric,material_system,background
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,temperature gradient,material_system,background
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,high ionic,material_system,background
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,ionic thermoelectric materials,material_system,background
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,temperature gradients,material_system,background
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,ionic hydrogel,material_system,background
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,ion migration,transport_mechanism,background
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,thermoelectric hydrogel,material_system,recommendation_candidate
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,temperature sensing,device_function,recommendation_candidate
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,negative thermopower,property_metric,recommendation_candidate
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,selective ion,material_system,background
iTE1_0026,iTE1,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,hydrogel thermoelectric,material_system,background
iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,mxene/pva hydrogel,material_system,recommendation_candidate
iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,mxene/pva hydrogel ionic thermoelectric,material_system,recommendation_candidate
iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,ionic thermoelectric,material_system,background
iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,temperature difference,material_system,background
iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,redox reaction,redox_chemistry,recommendation_candidate
iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,negative thermopower,property_metric,recommendation_candidate
iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,ionic thermoelectric effect,material_system,recommendation_candidate
iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,ionic thermoelectric generator,material_system,recommendation_candidate
iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,pva hydrogel,material_system,recommendation_candidate
iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,hydrogel ionic,material_system,background
iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,temperature sensor,material_system,background
iTE1_0027,iTE1,2025,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,10.1002/smll.202407529,temperature sensors,material_system,background
iTE1_0028,iTE1,2025,Bamboo-Like Bio-Derived Carbon Microtubes for High-Performance Ionic Thermoelectric Supercapacitors,10.1021/acssuschemeng.5c10114,ionic thermoelectric,material_system,background
iTE1_0028,iTE1,2025,Bamboo-Like Bio-Derived Carbon Microtubes for High-Performance Ionic Thermoelectric Supercapacitors,10.1021/acssuschemeng.5c10114,ionic conductivity,property_metric,background
iTE1_0028,iTE1,2025,Bamboo-Like Bio-Derived Carbon Microtubes for High-Performance Ionic Thermoelectric Supercapacitors,10.1021/acssuschemeng.5c10114,thermoelectric conversion,material_system,background
iTE1_0028,iTE1,2025,Bamboo-Like Bio-Derived Carbon Microtubes for High-Performance Ionic Thermoelectric Supercapacitors,10.1021/acssuschemeng.5c10114,conversion efficiency,property_metric,background
iTE1_0028,iTE1,2025,Bamboo-Like Bio-Derived Carbon Microtubes for High-Performance Ionic Thermoelectric Supercapacitors,10.1021/acssuschemeng.5c10114,temperature differences,material_system,recommendation_candidate
