concept,concept_type,doc_freq,score,graph_role
density functional theory,computational_method,142,779.6456973402198,background
temperature difference,material_system,167,779.1527705003979,background
room temperature,material_system,165,772.4563616264788,background
energy conversion,material_system,159,752.1716016875318,background
temperature gradient,material_system,155,738.4813926536555,background
x ray diffraction,characterization_method,127,718.3988942681627,background
low thermal conductivity,property_metric,112,654.4885619604463,background
ionic radius,material_system,127,638.5767949050335,background
temperature range,material_system,126,634.8662849790762,background
seebeck coefficients,property_metric,124,627.413436087534,background
seebeck coefficient mv,property_metric,105,623.6549509624615,background
thermoelectric applications,material_system,116,597.1647726757078,background
mechanical property,property_metric,111,577.8888211829075,background
carrier concentration,material_system,109,570.0950994568119,background
high seebeck,property_metric,106,558.3124917407861,background
high ionic,material_system,106,558.3124917407861,background
thermogalvanic cells,material_system,105,554.3599564110768,background
ionic seebeck,property_metric,97,522.2720029482854,background
redox couple,redox_chemistry,94,510.0159475018372,background
high seebeck coefficient,property_metric,77,492.7743099264343,background
ionic thermoelectric i-te,material_system,76,487.8456317150469,background
ionic bonding,material_system,88,485.11662598605204,background
power generation,material_system,87,480.9146854638487,background
ionic thermoelectric materials,material_system,73,472.9401332923642,background
ionic seebeck coefficient,property_metric,73,472.9401332923642,background
thermoelectric conversion,material_system,84,468.2162029424976,background
ion transport,transport_mechanism,81,455.374852690966,background
conversion efficiency,property_metric,80,451.0617508058094,background
thermopower mv,property_metric,79,446.73198436058476,background
high thermopower,property_metric,74,424.8256088874717,background
conductivity seebeck coefficient,property_metric,62,416.6417058139393,background
temperature gradients,material_system,72,415.938588223537,background
electrical property,property_metric,70,406.97749786732135,background
conductivity seebeck,property_metric,70,406.97749786732135,background
theory density functional theory,computational_method,58,395.4685593376928,background
boltzmann transport,material_system,66,388.82451951956233,background
high temperature,material_system,66,388.82451951956233,background
density functional theory density functional theory,computational_method,56,384.7285512539575,background
thermal transport,material_system,64,379.6280148122679,background
low lattice thermal conductivity,property_metric,48,378.506621629302,background
thermogalvanic cell,material_system,63,374.9986787498473,background
high ionic conductivity,property_metric,54,373.8814105427989,background
ionic radii,material_system,59,356.266269158711,background
ionic thermopower,property_metric,59,356.266269158711,background
thermogalvanic effect,material_system,58,351.5276083001714,background
soret effect,transport_mechanism,57,346.7659644027167,background
phase transition,phase_or_species_transition,54,332.339031593599,background
electronic transport,material_system,54,332.339031593599,background
ionic conductivity ms,property_metric,46,329.33737720691215,background
output power density,property_metric,46,329.33737720691215,background
temperature dependence,material_system,53,327.48127754849236,background
seebeck effect,property_metric,53,327.48127754849236,background
ionic liquid il,material_system,44,317.8883781946344,background
electron microscopy,characterization_method,51,317.68983579289227,background
conductivity ms,property_metric,51,317.68983579289227,background
charge transport,material_system,51,317.68983579289227,background
conductivity sigma,property_metric,50,312.7551623835051,background
conductivity thermoelectric,property_metric,50,312.7551623835051,background
thermoelectric transport,material_system,49,307.79383078585204,background
alcohol pva,material_system,49,307.79383078585204,background
activation energy,material_system,48,302.80529730344165,background
ionic transport,material_system,48,302.80529730344165,background
liquid il,material_system,45,287.67070031926846,background
seebeck coefficient electrical conductivity,property_metric,34,287.1756170626243,recommendation_candidate
seebeck coefficient mv/k,property_metric,38,282.69671107379355,background
relative humidity,material_system,44,282.56744728411945,background
ionic conduction,material_system,44,282.56744728411945,background
low temperature,material_system,43,277.4339035813621,background
conductivity high,property_metric,43,277.4339035813621,background
high temperatures,material_system,43,277.4339035813621,background
seebeck coefficient electrical,property_metric,37,276.6989634356537,background
ionic covalent,material_system,42,272.269365355867,background
scanning electron microscopy,characterization_method,36,270.6606984149646,background
high electrical conductivity,property_metric,36,270.6606984149646,background
debye temperature,material_system,41,267.07309527724647,background
electrical conductivity seebeck coefficient,property_metric,31,266.4665535599874,recommendation_candidate
thermal conductivity kappa,property_metric,35,264.58079182609157,background
boltzmann transport theory,material_system,35,264.58079182609157,background
electrical conductivity seebeck,property_metric,35,264.58079182609157,background
coefficient electrical conductivity,property_metric,35,264.58079182609157,background
impedance spectroscopy,characterization_method,40,261.8443200945383,background
ionic hydrogel,material_system,39,256.58222794687424,background
transport theory,material_system,39,256.58222794687424,background
ionic seebeck coefficient mv,property_metric,29,252.39452486271273,recommendation_candidate
ionic thermoelectric i-te materials,material_system,29,252.39452486271273,recommendation_candidate
maximum power density,property_metric,33,252.2912309211067,recommendation_candidate
ionic conductors,material_system,38,251.2859653989276,background
electronic ionic,material_system,38,251.2859653989276,background
diffraction x ray diffraction,characterization_method,32,246.07898433650024,background
thermal expansion,material_system,36,240.58728747996852,background
heat transport,material_system,36,240.58728747996852,background
conductivity kappa,property_metric,36,240.58728747996852,background
ionic electronic,material_system,36,240.58728747996852,background
function temperature,material_system,36,240.58728747996852,background
thermal conductivity high,property_metric,31,239.81989820398866,recommendation_candidate
x ray diffraction x ray diffraction,characterization_method,31,239.81989820398866,background
ion migration,transport_mechanism,35,235.18292606763694,background
electrical transport,material_system,34,229.74049365009947,recommendation_candidate
ionic thermoelectrics,material_system,34,229.74049365009947,recommendation_candidate
heat-to-electricity conversion,material_system,34,229.74049365009947,recommendation_candidate
elevated temperatures,material_system,34,229.74049365009947,recommendation_candidate
low temperatures,material_system,34,229.74049365009947,recommendation_candidate
molecular dynamics simulations,material_system,29,227.15507237644147,recommendation_candidate
conductivity thermoelectric power,property_metric,29,227.15507237644147,recommendation_candidate
thermoelectric hydrogel,material_system,33,224.2588719298726,recommendation_candidate
electronic conductivity,property_metric,33,224.2588719298726,recommendation_candidate
absorption coefficient,material_system,33,224.2588719298726,recommendation_candidate
ultralow lattice thermal conductivity,property_metric,25,223.54402210230913,recommendation_candidate
poly styrenesulfonate pedot:pss,material_system,28,220.74600401659796,recommendation_candidate
poly styrenesulfonate pedot,material_system,28,220.74600401659796,recommendation_candidate
ultralow thermal conductivity,property_metric,28,220.74600401659796,recommendation_candidate
n-type ionic,material_system,32,218.736874965778,recommendation_candidate
thermogalvanic redox,material_system,32,218.736874965778,recommendation_candidate
large seebeck,property_metric,32,218.736874965778,recommendation_candidate
density functional theory calculations,computational_method,24,216.17108974434802,background
increase seebeck coefficient,property_metric,27,214.2834166112188,recommendation_candidate
thermal transport property,material_system,27,214.2834166112188,recommendation_candidate
thermal property,property_metric,31,213.1732428479899,background
solid solution,material_system,31,213.1732428479899,recommendation_candidate
conductivity thermal,property_metric,31,213.1732428479899,recommendation_candidate
poly vinyl alcohol pva,material_system,23,208.72880412827666,recommendation_candidate
thermoelectric energy conversion,material_system,26,207.76533189643038,recommendation_candidate
electrical conductivity thermoelectric,property_metric,26,207.76533189643038,recommendation_candidate
ionic liquid ils,material_system,26,207.76533189643038,recommendation_candidate
dynamics simulations,material_system,30,207.5666345596702,recommendation_candidate
thermal diffusion,material_system,30,207.5666345596702,recommendation_candidate
conduction band,material_system,30,207.5666345596702,recommendation_candidate
increase seebeck,property_metric,30,207.5666345596702,recommendation_candidate
increasing ionic,material_system,29,201.9156198901702,recommendation_candidate
increasing temperature,material_system,29,201.9156198901702,recommendation_candidate
optical conductivity,property_metric,29,201.9156198901702,recommendation_candidate
phonon dispersion,material_system,29,201.9156198901702,recommendation_candidate
property ionic,material_system,29,201.9156198901702,recommendation_candidate
poly ethylenedioxythiophene poly styrenesulfonate pedot,material_system,22,201.21415792675091,recommendation_candidate
ethylenedioxythiophene poly styrenesulfonate pedot:pss,material_system,22,201.21415792675091,recommendation_candidate
ethylenedioxythiophene poly styrenesulfonate pedot,material_system,22,201.21415792675091,recommendation_candidate
electrical conductivity sigma,property_metric,25,201.18961989207824,recommendation_candidate
energy conversion efficiency,property_metric,25,201.18961989207824,recommendation_candidate
polyvinyl alcohol pva,material_system,25,201.18961989207824,recommendation_candidate
high seebeck coefficients,property_metric,25,201.18961989207824,recommendation_candidate
generalized gradient approximation,material_system,25,201.18961989207824,recommendation_candidate
mobile ions,material_system,28,196.21867023697598,recommendation_candidate
redox reaction,redox_chemistry,28,196.21867023697598,recommendation_candidate
deep eutectic,material_system,28,196.21867023697598,recommendation_candidate
charge transfer,electrode_interface,28,196.21867023697598,recommendation_candidate
thermogalvanic hydrogel,material_system,28,196.21867023697598,recommendation_candidate
styrenesulfonate pedot,material_system,28,196.21867023697598,recommendation_candidate
harvesting applications,material_system,28,196.21867023697598,recommendation_candidate
sulfonate pedot:pss,material_system,28,196.21867023697598,recommendation_candidate
gradient approximation,material_system,28,196.21867023697598,recommendation_candidate
sulfonate pedot,material_system,28,196.21867023697598,recommendation_candidate
different temperatures,material_system,28,196.21867023697598,recommendation_candidate
styrenesulfonate pedot:pss,material_system,28,196.21867023697598,recommendation_candidate
ion diffusion,transport_mechanism,28,196.21867023697598,recommendation_candidate
systematically investigated,material_system,28,196.21867023697598,recommendation_candidate
successive ionic layer adsorption reaction,material_system,19,196.02182435648143,recommendation_candidate
large seebeck coefficient,property_metric,24,194.55398076991324,recommendation_candidate
seebeck coefficient power,property_metric,24,194.55398076991324,recommendation_candidate
seebeck coefficient mu,property_metric,24,194.55398076991324,recommendation_candidate
x ray scattering,characterization_method,24,194.55398076991324,background
electrical conductivity thermoelectric power,property_metric,21,193.6238715291505,recommendation_candidate
cations anions,material_system,27,190.47414809886112,recommendation_candidate
electricity generation,material_system,27,190.47414809886112,recommendation_candidate
entropy difference,material_system,27,190.47414809886112,recommendation_candidate
high ionic seebeck,property_metric,23,187.855923715449,recommendation_candidate
powder x ray,characterization_method,23,187.855923715449,background
energy harvesting applications,material_system,23,187.855923715449,recommendation_candidate
electronic transport property,material_system,23,187.855923715449,recommendation_candidate
vinyl alcohol pva,material_system,23,187.855923715449,recommendation_candidate
n-type ionic thermoelectric,material_system,23,187.855923715449,recommendation_candidate
ionic layer adsorption reaction silar,material_system,18,187.39756494724523,recommendation_candidate
x ray photoelectron spectroscopy,characterization_method,20,185.9543543584493,background
optical absorption,material_system,26,184.6802950190492,recommendation_candidate
liquids ils,material_system,26,184.6802950190492,recommendation_candidate
high conductivity,property_metric,26,184.6802950190492,recommendation_candidate
ionic conductor,material_system,26,184.6802950190492,recommendation_candidate
covalent ionic,material_system,26,184.6802950190492,recommendation_candidate
conductivity low,property_metric,26,184.6802950190492,recommendation_candidate
structure calculations,material_system,26,184.6802950190492,recommendation_candidate
small temperature,material_system,26,184.6802950190492,recommendation_candidate
solid solutions,material_system,26,184.6802950190492,recommendation_candidate
transport thermoelectric,material_system,25,178.83521768184733,recommendation_candidate
pedot:pss films,material_system,25,178.83521768184733,recommendation_candidate
optoelectronic applications,material_system,25,178.83521768184733,recommendation_candidate
effect ionic,material_system,25,178.83521768184733,recommendation_candidate
temperature differences,material_system,25,178.83521768184733,recommendation_candidate
ionic layer adsorption reaction,material_system,19,178.20165850589217,recommendation_candidate
successive ionic layer adsorption,material_system,19,178.20165850589217,recommendation_candidate
powder x ray diffraction,characterization_method,19,178.20165850589217,background
poly styrene sulfonate pedot,material_system,19,178.20165850589217,recommendation_candidate
poly styrene sulfonate pedot:pss,material_system,19,178.20165850589217,recommendation_candidate
ionic thermoelectric hydrogel,material_system,21,174.26148437623547,recommendation_candidate
thermoelectric transport property,material_system,21,174.26148437623547,recommendation_candidate
dimensionless figure merit,material_system,21,174.26148437623547,recommendation_candidate
deep eutectic solvent,material_system,21,174.26148437623547,recommendation_candidate
redox ions,material_system,24,172.93687179547842,recommendation_candidate
superionic conductors,material_system,24,172.93687179547842,recommendation_candidate
transmission electron,material_system,24,172.93687179547842,recommendation_candidate
transition metal,material_system,24,172.93687179547842,recommendation_candidate
ionic bonds,material_system,24,172.93687179547842,recommendation_candidate
ionic size,material_system,24,172.93687179547842,recommendation_candidate
phonon transport,material_system,24,172.93687179547842,recommendation_candidate
entropy change,material_system,24,172.93687179547842,recommendation_candidate
ionic conductivity conductivity,property_metric,24,172.93687179547842,recommendation_candidate
theory calculations,material_system,24,172.93687179547842,recommendation_candidate
ionic character,material_system,24,172.93687179547842,recommendation_candidate
lattice thermal conductivity kappa,property_metric,18,170.36142267931382,recommendation_candidate
dimensionless figure merit zt,material_system,18,170.36142267931382,recommendation_candidate
high ionic seebeck coefficient,property_metric,18,170.36142267931382,recommendation_candidate
layer adsorption reaction silar,material_system,18,170.36142267931382,recommendation_candidate
x ray photoelectron,characterization_method,20,167.35891892260437,background
ionic thermoelectric performance,material_system,20,167.35891892260437,recommendation_candidate
redox pair,material_system,23,166.98304330262133,recommendation_candidate
semiconducting behavior,material_system,23,166.98304330262133,recommendation_candidate
seebeck coefficient power factor,property_metric,17,162.42880379978754,recommendation_candidate
temperature degrees,material_system,22,160.97132634140073,recommendation_candidate
ionic bond,material_system,22,160.97132634140073,recommendation_candidate
ionic/covalent bonding,material_system,22,160.97132634140073,recommendation_candidate
ionic nature,material_system,22,160.97132634140073,recommendation_candidate
electrode materials,material_system,22,160.97132634140073,recommendation_candidate
eutectic solvent,material_system,22,160.97132634140073,recommendation_candidate
water molecules,material_system,22,160.97132634140073,recommendation_candidate
wide temperature,material_system,22,160.97132634140073,recommendation_candidate
pedot:pss film,material_system,22,160.97132634140073,recommendation_candidate
thermogalvanic cells tgcs,material_system,19,160.38149265530296,recommendation_candidate
microscopy scanning electron microscopy,characterization_method,19,160.38149265530296,background
layer adsorption reaction,material_system,19,160.38149265530296,recommendation_candidate
successive ionic layer,material_system,19,160.38149265530296,recommendation_candidate
ionic thermoelectric devices,material_system,19,160.38149265530296,recommendation_candidate
adsorption reaction silar,material_system,19,160.38149265530296,recommendation_candidate
ionic layer adsorption,material_system,19,160.38149265530296,recommendation_candidate
styrene sulfonate pedot,material_system,19,160.38149265530296,recommendation_candidate
styrene sulfonate pedot:pss,material_system,19,160.38149265530296,recommendation_candidate
ionic figure merit,material_system,19,160.38149265530296,recommendation_candidate
ionic thermoelectric material,material_system,19,160.38149265530296,recommendation_candidate
dimensionless figure,material_system,21,154.8990972233204,recommendation_candidate
temperature sensing,device_function,21,154.8990972233204,recommendation_candidate
high-temperature thermoelectric,material_system,21,154.8990972233204,recommendation_candidate
transition temperature,material_system,21,154.8990972233204,recommendation_candidate
polymer network,material_system,21,154.8990972233204,recommendation_candidate
raman spectroscopy,characterization_method,21,154.8990972233204,background
dielectric function,material_system,21,154.8990972233204,recommendation_candidate
temperature coefficient,material_system,21,154.8990972233204,recommendation_candidate
rational design,material_system,21,154.8990972233204,recommendation_candidate
formation energy,material_system,21,154.8990972233204,recommendation_candidate
conductivity thermal conductivity,property_metric,21,154.8990972233204,recommendation_candidate
thermoelectric systems,material_system,21,154.8990972233204,background
chemical composition,material_system,21,154.8990972233204,recommendation_candidate
electrical transport property,material_system,18,153.32528041138247,recommendation_candidate
power density mu,property_metric,18,153.32528041138247,recommendation_candidate
electrical conductivity thermal,property_metric,18,153.32528041138247,recommendation_candidate
seebeck coefficient low,property_metric,18,153.32528041138247,recommendation_candidate
transmission electron microscopy,characterization_method,18,153.32528041138247,background
ionic covalent bonding,material_system,18,153.32528041138247,recommendation_candidate
electrical thermal transport,material_system,18,153.32528041138247,recommendation_candidate
ionic thermoelectric property,material_system,18,153.32528041138247,recommendation_candidate
high thermopower mv,property_metric,18,153.32528041138247,recommendation_candidate
negative thermopower,property_metric,20,148.76348348675944,recommendation_candidate
redox entropy,solvation_entropy,20,148.76348348675944,recommendation_candidate
successive ionic,material_system,20,148.76348348675944,recommendation_candidate
adsorption reaction,material_system,20,148.76348348675944,recommendation_candidate
materials ionic,material_system,20,148.76348348675944,recommendation_candidate
electron localization,material_system,20,148.76348348675944,recommendation_candidate
thermopower ionic,property_metric,20,148.76348348675944,recommendation_candidate
cells thermogalvanic,material_system,20,148.76348348675944,recommendation_candidate
high ionic conductivity ms,property_metric,15,146.26410865592803,recommendation_candidate
lattice thermal conductivity high,property_metric,15,146.26410865592803,recommendation_candidate
reduce thermal conductivity,property_metric,17,146.1859234198088,recommendation_candidate
ionic thermoelectric effect,material_system,17,146.1859234198088,recommendation_candidate
seebeck coefficient thermal,property_metric,17,146.1859234198088,recommendation_candidate
electrochemical impedance spectroscopy,characterization_method,17,146.1859234198088,background
value seebeck coefficient,property_metric,17,146.1859234198088,recommendation_candidate
temperature range degrees,material_system,17,146.1859234198088,recommendation_candidate
electron microscopy scanning electron microscopy,characterization_method,17,146.1859234198088,background
wide temperature range,material_system,17,146.1859234198088,recommendation_candidate
reaction silar,material_system,19,142.56132680471376,recommendation_candidate
liquid thermoelectric,material_system,19,142.56132680471376,recommendation_candidate
seebeck response,property_metric,19,142.56132680471376,recommendation_candidate
concentration gradient,material_system,19,142.56132680471376,recommendation_candidate
elongation break,material_system,19,142.56132680471376,recommendation_candidate
conductivity ionic,property_metric,19,142.56132680471376,recommendation_candidate
conducting polymer,material_system,19,142.56132680471376,recommendation_candidate
phase transitions,phase_or_species_transition,19,142.56132680471376,recommendation_candidate
hole concentration,material_system,19,142.56132680471376,recommendation_candidate
ambient conditions,material_system,19,142.56132680471376,recommendation_candidate
temperature dependent,material_system,19,142.56132680471376,recommendation_candidate
ionic layer,material_system,19,142.56132680471376,recommendation_candidate
carrier transport,material_system,19,142.56132680471376,recommendation_candidate
performance ionic,material_system,19,142.56132680471376,recommendation_candidate
ionic figure,material_system,19,142.56132680471376,recommendation_candidate
layer adsorption,material_system,19,142.56132680471376,recommendation_candidate
electrical conductivity thermal conductivity,property_metric,16,138.95855338609647,recommendation_candidate
temperature difference degrees,material_system,16,138.95855338609647,recommendation_candidate
thermoelectric power generation,material_system,16,138.95855338609647,recommendation_candidate
seebeck coefficient ionic,property_metric,16,138.95855338609647,recommendation_candidate
ionic thermoelectric ite,material_system,16,138.95855338609647,recommendation_candidate
ionic thermoelectric generator,material_system,16,138.95855338609647,recommendation_candidate
lower thermal conductivity,property_metric,16,138.95855338609647,recommendation_candidate
normalized power density,property_metric,16,138.95855338609647,recommendation_candidate
high seebeck coefficient mv,property_metric,14,138.01906690540946,recommendation_candidate
seebeck coefficient thermal conductivity,property_metric,14,138.01906690540946,recommendation_candidate
temperatures degrees,material_system,18,136.28913814345105,recommendation_candidate
semiconducting nature,material_system,18,136.28913814345105,recommendation_candidate
principles investigation,material_system,18,136.28913814345105,recommendation_candidate
carrier concentrations,material_system,18,136.28913814345105,recommendation_candidate
energy applications,material_system,18,136.28913814345105,recommendation_candidate
coefficient ionic,material_system,18,136.28913814345105,recommendation_candidate
investigation structural,material_system,18,136.28913814345105,recommendation_candidate
metal ions,material_system,18,136.28913814345105,recommendation_candidate
ionic species,material_system,18,136.28913814345105,recommendation_candidate
n-type thermopower,property_metric,18,136.28913814345105,recommendation_candidate
temperature changes,material_system,18,136.28913814345105,recommendation_candidate
smaller ionic,material_system,18,136.28913814345105,recommendation_candidate
electronic conduction,material_system,18,136.28913814345105,recommendation_candidate
solid-state reaction,material_system,18,136.28913814345105,recommendation_candidate
operating temperature,material_system,18,136.28913814345105,recommendation_candidate
ethylenedioxythiophene poly styrene sulfonate pedot,material_system,12,133.28048164233803,recommendation_candidate
ionic thermopower mv,property_metric,15,131.6376977903352,recommendation_candidate
ionic thermoelectric supercapacitors,material_system,15,131.6376977903352,recommendation_candidate
seebeck coefficient alpha,property_metric,15,131.6376977903352,recommendation_candidate
electronic structure calculations,material_system,15,131.6376977903352,recommendation_candidate
x ray absorption,characterization_method,15,131.6376977903352,background
ionic thermoelectric capacitors,material_system,15,131.6376977903352,recommendation_candidate
large ionic,material_system,17,129.94304303983003,recommendation_candidate
value seebeck,property_metric,17,129.94304303983003,recommendation_candidate
temperature pressure,material_system,17,129.94304303983003,recommendation_candidate
powder diffraction,characterization_method,17,129.94304303983003,background
temperature thermal,material_system,17,129.94304303983003,recommendation_candidate
polymer matrix,material_system,17,129.94304303983003,recommendation_candidate
conductivity cm,property_metric,17,129.94304303983003,recommendation_candidate
harvesting ionic,material_system,17,129.94304303983003,recommendation_candidate
conversion devices,material_system,17,129.94304303983003,recommendation_candidate
ionic-covalent bonding,material_system,17,129.94304303983003,recommendation_candidate
ion concentration,material_system,17,129.94304303983003,recommendation_candidate
conventional thermoelectric,material_system,17,129.94304303983003,recommendation_candidate
significant attention,material_system,17,129.94304303983003,recommendation_candidate
smaller ionic radius,material_system,14,124.21716021486853,recommendation_candidate
total thermal conductivity,property_metric,14,124.21716021486853,recommendation_candidate
increase electrical conductivity,property_metric,14,124.21716021486853,recommendation_candidate
higher seebeck coefficient,property_metric,14,124.21716021486853,recommendation_candidate
coefficient thermal conductivity,property_metric,14,124.21716021486853,recommendation_candidate
electronic thermal conductivity,property_metric,14,124.21716021486853,recommendation_candidate
conductivity power factor,property_metric,14,124.21716021486853,recommendation_candidate
high ionic seebeck coefficient mv,property_metric,11,123.78796944355953,recommendation_candidate
fast ionic,material_system,16,123.51871412097464,recommendation_candidate
diffusion coefficient,material_system,16,123.51871412097464,recommendation_candidate
transport behavior,material_system,16,123.51871412097464,recommendation_candidate
diffraction data,characterization_method,16,123.51871412097464,background
superionic conductor,material_system,16,123.51871412097464,recommendation_candidate
ionic-electronic conductor,material_system,16,123.51871412097464,recommendation_candidate
lower temperatures,material_system,16,123.51871412097464,recommendation_candidate
phase separation,material_system,16,123.51871412097464,recommendation_candidate
concentration gradients,material_system,16,123.51871412097464,recommendation_candidate
attracted attention,material_system,16,123.51871412097464,recommendation_candidate
ionic thermocells,material_system,16,123.51871412097464,recommendation_candidate
ionic power,material_system,16,123.51871412097464,recommendation_candidate
conductivity increases,property_metric,16,123.51871412097464,recommendation_candidate
giant thermopower,property_metric,16,123.51871412097464,recommendation_candidate
thermogalvanic effects,material_system,16,123.51871412097464,background
redox electrolyte,material_system,16,123.51871412097464,recommendation_candidate
solvation entropy,solvation_entropy,16,123.51871412097464,recommendation_candidate
conversion low-grade,material_system,16,123.51871412097464,recommendation_candidate
fe2+/fe3 redox,redox_chemistry,16,123.51871412097464,recommendation_candidate
substitution changes,material_system,16,123.51871412097464,recommendation_candidate
ion thermodiffusion,transport_mechanism,16,123.51871412097464,recommendation_candidate
lattice distortion,material_system,16,123.51871412097464,recommendation_candidate
liquid electrolytes,material_system,16,123.51871412097464,recommendation_candidate
x ray diffraction analysis,characterization_method,12,121.1640742203073,background
ionic thermoelectric ite materials,material_system,12,121.1640742203073,recommendation_candidate
calculations structural,material_system,15,117.01128692474242,recommendation_candidate
higher seebeck,property_metric,15,117.01128692474242,recommendation_candidate
thermogalvanic gel,material_system,15,117.01128692474242,recommendation_candidate
negative seebeck,property_metric,15,117.01128692474242,recommendation_candidate
property pedot,material_system,15,117.01128692474242,recommendation_candidate
voltage temperature,material_system,15,117.01128692474242,recommendation_candidate
measured function,material_system,15,117.01128692474242,recommendation_candidate
transport equation,material_system,15,117.01128692474242,recommendation_candidate
larger ionic,material_system,15,117.01128692474242,recommendation_candidate
thermogalvanic cells thermogalvanic,material_system,15,117.01128692474242,recommendation_candidate
increase ionic,material_system,15,117.01128692474242,recommendation_candidate
electrochemical seebeck,property_metric,15,117.01128692474242,recommendation_candidate
transport characteristics,material_system,15,117.01128692474242,recommendation_candidate
different ionic,material_system,15,117.01128692474242,recommendation_candidate
superionic phase,material_system,15,117.01128692474242,recommendation_candidate
cubic phase,material_system,15,117.01128692474242,recommendation_candidate
ionic migration,material_system,15,117.01128692474242,recommendation_candidate
redox pairs,material_system,15,117.01128692474242,recommendation_candidate
redox potential,material_system,15,117.01128692474242,recommendation_candidate
giant ionic,material_system,15,117.01128692474242,recommendation_candidate
calculations reveal,material_system,15,117.01128692474242,recommendation_candidate
high power density,property_metric,13,116.68986690780204,recommendation_candidate
heat harvesting ionic,material_system,13,116.68986690780204,recommendation_candidate
lowers thermal conductivity,property_metric,13,116.68986690780204,recommendation_candidate
thermoelectric conversion efficiency,property_metric,13,116.68986690780204,recommendation_candidate
boltzmann transport equation,material_system,13,116.68986690780204,recommendation_candidate
seebeck coefficient conductivity,property_metric,13,116.68986690780204,recommendation_candidate
electrochemical seebeck coefficient,property_metric,13,116.68986690780204,recommendation_candidate
reducing lattice thermal conductivity,property_metric,11,112.53451767596319,recommendation_candidate
lowers lattice thermal conductivity,property_metric,11,112.53451767596319,recommendation_candidate
absolute value seebeck coefficient,property_metric,11,112.53451767596319,recommendation_candidate
low-grade heat harvesting ionic,material_system,11,112.53451767596319,recommendation_candidate
deep eutectic solvent des,material_system,11,112.53451767596319,recommendation_candidate
lower lattice thermal conductivity,property_metric,11,112.53451767596319,recommendation_candidate
ionic interactions,material_system,14,110.41525352432758,recommendation_candidate
positive seebeck,property_metric,14,110.41525352432758,recommendation_candidate
rare-earth ionic,material_system,14,110.41525352432758,recommendation_candidate
ambient temperature,material_system,14,110.41525352432758,recommendation_candidate
ferri/ferrocyanide thermogalvanic,redox_chemistry,14,110.41525352432758,recommendation_candidate
relaxation time,material_system,14,110.41525352432758,recommendation_candidate
pressure temperature,material_system,14,110.41525352432758,recommendation_candidate
polymer chains,material_system,14,110.41525352432758,recommendation_candidate
pva hydrogel,material_system,14,110.41525352432758,recommendation_candidate
dc conductivity,property_metric,14,110.41525352432758,recommendation_candidate
formation energies,material_system,14,110.41525352432758,recommendation_candidate
infrared spectroscopy,characterization_method,14,110.41525352432758,background
temperature fluctuations,material_system,14,110.41525352432758,recommendation_candidate
applications thermoelectric,material_system,14,110.41525352432758,recommendation_candidate
ionic diffusion,material_system,14,110.41525352432758,recommendation_candidate
conductivity power,property_metric,14,110.41525352432758,recommendation_candidate
conversion storage,material_system,14,110.41525352432758,recommendation_candidate
temperature ionic,material_system,14,110.41525352432758,recommendation_candidate
large temperature,material_system,14,110.41525352432758,recommendation_candidate
considerable attention,material_system,14,110.41525352432758,recommendation_candidate
diffraction analysis,characterization_method,14,110.41525352432758,background
zintl phase,material_system,14,110.41525352432758,recommendation_candidate
activation energies,material_system,14,110.41525352432758,recommendation_candidate
thermal charging,device_function,14,110.41525352432758,recommendation_candidate
cells thermogalvanic cells,material_system,14,110.41525352432758,recommendation_candidate
ionic conductive,material_system,14,110.41525352432758,recommendation_candidate
device applications,material_system,14,110.41525352432758,recommendation_candidate
thermodiffusion thermogalvanic,transport_mechanism,14,110.41525352432758,recommendation_candidate
humidity rh,material_system,14,110.41525352432758,recommendation_candidate
ionic mobility,material_system,14,110.41525352432758,recommendation_candidate
thermogalvanic power,material_system,14,110.41525352432758,recommendation_candidate
ion exchange,material_system,14,110.41525352432758,recommendation_candidate
conduction mechanism,material_system,14,110.41525352432758,recommendation_candidate
temperature thermoelectric,material_system,14,110.41525352432758,recommendation_candidate
conversion thermal,material_system,14,110.41525352432758,recommendation_candidate
hydrogel electrolyte,material_system,14,110.41525352432758,recommendation_candidate
seebeck coefficient high,property_metric,12,109.04766679827657,recommendation_candidate
high ionic thermopower,property_metric,12,109.04766679827657,recommendation_candidate
ionic power factor,property_metric,12,109.04766679827657,recommendation_candidate
electron localization function,material_system,12,109.04766679827657,recommendation_candidate
transport thermoelectric property,material_system,12,109.04766679827657,recommendation_candidate
ionic thermoelectric cells,material_system,12,109.04766679827657,recommendation_candidate
negative seebeck coefficient,property_metric,12,109.04766679827657,recommendation_candidate
increases seebeck coefficient,property_metric,12,109.04766679827657,recommendation_candidate
energy conversion storage,material_system,12,109.04766679827657,recommendation_candidate
near room temperature,material_system,12,109.04766679827657,recommendation_candidate
ionic thermoelectric capacitor,material_system,12,109.04766679827657,recommendation_candidate
temperature difference delta,material_system,12,109.04766679827657,recommendation_candidate
reduce lattice thermal conductivity,property_metric,10,103.75429659464218,recommendation_candidate
high seebeck coefficient low,property_metric,10,103.75429659464218,recommendation_candidate
x ray diffraction data,characterization_method,10,103.75429659464218,background
maximum output power density,property_metric,10,103.75429659464218,recommendation_candidate
electrochemical seebeck coefficient alpha,property_metric,10,103.75429659464218,recommendation_candidate
normalized maximum power density,property_metric,10,103.75429659464218,recommendation_candidate
semi-classical boltzmann,material_system,13,103.72432614026849,recommendation_candidate
