initial_concept_id,domain,label,source_mention_id,legacy_role,semantic_role,normalization_status,semantic_review_status
TG:P0131:initial_n1,TG,high temperatures,TG:P0131:n1,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0131:initial_n2,TG,passive current densities,TG:P0131:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0131:initial_n3,TG,pitting potential,TG:P0131:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0132:initial_n1,TG,electrochemical reactions between hydrogen-absorbing metals and hydride ion in molten salts,TG:P0132:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0132:initial_n2,TG,thermogalvanic cell,TG:P0132:n2,performance,,unmerged_initialization,not_reviewed
TG:P0133:initial_n1,TG,charge and mass transfer overvoltages,TG:P0133:n1,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0133:initial_n2,TG,electrical power,TG:P0133:n2,performance,,unmerged_initialization,not_reviewed
TG:P0133:initial_n3,TG,high thermal flux,TG:P0133:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0133:initial_n4,TG,efficiency,TG:P0133:n4,performance,,unmerged_initialization,not_reviewed
TG:P0134:initial_n1,TG,temperature difference,TG:P0134:n1,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0134:initial_n2,TG,redox reactions,TG:P0134:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0134:initial_n3,TG,thermal diffusion potential (TDP),TG:P0134:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0134:initial_n4,TG,current continuously,TG:P0134:n4,performance,,unmerged_initialization,not_reviewed
TG:P0135:initial_n1,TG,hollow microsphere structures,TG:P0135:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0135:initial_n2,TG,electrochemically active surface area,TG:P0135:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0135:initial_n3,TG,oxygen terminations,TG:P0135:n3,interaction,,unmerged_initialization,not_reviewed
TG:P0135:initial_n4,TG,redox kinetics,TG:P0135:n4,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0138:initial_n1,TG,"thermogalvanic, piezoionic, and diffusion mechanisms",TG:P0138:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0138:initial_n2,TG,"sensing of skin temperature, arterial pulsation, and sweat secretion",TG:P0138:n2,performance,,unmerged_initialization,not_reviewed
TG:P0140:initial_n1,TG,SCH formation/dissociation,TG:P0140:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0140:initial_n2,TG,TBAF concentration in the liquid phase,TG:P0140:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0140:initial_n3,TG,rearrangement of the ion pair of ferricyanide and cations,TG:P0140:n3,mechanism,,unmerged_initialization,not_reviewed
TG:P0140:initial_n4,TG,temperature coefficient,TG:P0140:n4,performance,,unmerged_initialization,not_reviewed
TG:P0147:initial_n1,TG,thermogalvanic and piezoresistive effects,TG:P0147:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0147:initial_n2,TG,"identity recognition, stroke analysis, and grip posture assessment",TG:P0147:n2,performance,,unmerged_initialization,not_reviewed
TG:P0148:initial_n1,TG,thermogalvanic deposition process,TG:P0148:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0148:initial_n2,TG,copper dissolution process,TG:P0148:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0148:initial_n3,TG,loss of cuprous ions by violent microstirring,TG:P0148:n3,mechanism,,unmerged_initialization,not_reviewed
TG:P0148:initial_n4,TG,copper deposition rate,TG:P0148:n4,performance,,unmerged_initialization,not_reviewed
TG:P0151:initial_n1,TG,variable temperature distribution along the metal surface,TG:P0151:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0151:initial_n2,TG,thermogalvanic corrosion of iron,TG:P0151:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0152:initial_n1,TG,"urotropine, benzotriazole, and thiocarbamide",TG:P0152:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0152:initial_n2,TG,thermogalvanic (TG) corrosion intensity,TG:P0152:n2,performance,,unmerged_initialization,not_reviewed
TG:P0152:initial_n3,TG,TG currents,TG:P0152:n3,performance,,unmerged_initialization,not_reviewed
TG:P0153:initial_n1,TG,pH,TG:P0153:n1,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0153:initial_n2,TG,thermogalvanic effects,TG:P0153:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0154:initial_n1,TG,Ti3C2Tx and PANI,TG:P0154:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0154:initial_n2,TG,mass and charge transport at the electrolyte-electrode interface,TG:P0154:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0154:initial_n3,TG,output power,TG:P0154:n3,performance,,unmerged_initialization,not_reviewed
TG:P0155:initial_n1,TG,conformal design,TG:P0155:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0155:initial_n2,TG,effective working ambient temperature range,TG:P0155:n2,performance,,unmerged_initialization,not_reviewed
TG:P0155:initial_n3,TG,output power,TG:P0155:n3,performance,,unmerged_initialization,not_reviewed
TG:P0156:initial_n1,TG,cotton/PPy photothermal layer,TG:P0156:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0156:initial_n2,TG,thermoelectric hydrogel,TG:P0156:n2,material_strategy,,unmerged_initialization,not_reviewed
TG:P0156:initial_n3,TG,voltage output,TG:P0156:n3,performance,,unmerged_initialization,not_reviewed
TG:P0157:initial_n1,TG,hydrogel,TG:P0157:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0157:initial_n2,TG,thermochromic visualization,TG:P0157:n2,performance,,unmerged_initialization,not_reviewed
TG:P0157:initial_n3,TG,thermoelectric sensing of body temperature,TG:P0157:n3,performance,,unmerged_initialization,not_reviewed
TG:P0158:initial_n1,TG,reduction in hydrogel thickness,TG:P0158:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0158:initial_n2,TG,crosstalk between pixels,TG:P0158:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0158:initial_n3,TG,spatial resolution,TG:P0158:n3,performance,,unmerged_initialization,not_reviewed
TG:P0160:initial_n1,TG,water formation driven by a net-zero hydrogen redox process,TG:P0160:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0160:initial_n2,TG,positive entropy change,TG:P0160:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0160:initial_n3,TG,heat into electrical energy,TG:P0160:n3,performance,,unmerged_initialization,not_reviewed
TG:P0161:initial_n1,TG,aggregation of ions near the two electrodes,TG:P0161:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0161:initial_n2,TG,gel structure,TG:P0161:n2,material_strategy,,unmerged_initialization,not_reviewed
TG:P0161:initial_n3,TG,ion transport and concentration equilibrium,TG:P0161:n3,mechanism,,unmerged_initialization,not_reviewed
TG:P0161:initial_n4,TG,charge storage,TG:P0161:n4,performance,,unmerged_initialization,not_reviewed
TG:P0164:initial_n1,TG,precipitation-driven Thermogalvanic effect,TG:P0164:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0164:initial_n2,TG,thermoelectric conversion and energy storage,TG:P0164:n2,performance,,unmerged_initialization,not_reviewed
TG:P0165:initial_n1,TG,battery-type molybdenum nitride quantum dot into carbon matrix,TG:P0165:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0165:initial_n2,TG,abundant electroactive sites,TG:P0165:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0165:initial_n3,TG,high conductivity,TG:P0165:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0165:initial_n4,TG,thermopower,TG:P0165:n4,performance,,unmerged_initialization,not_reviewed
TG:P0166:initial_n1,TG,EG,TG:P0166:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0166:initial_n2,TG,solvation entropy change and concentration ratio difference of redox ions,TG:P0166:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0166:initial_n3,TG,thermopower,TG:P0166:n3,performance,,unmerged_initialization,not_reviewed
TG:P0166:initial_n4,TG,hydrogen bonds among water molecules,TG:P0166:n4,interaction,,unmerged_initialization,not_reviewed
TG:P0166:initial_n5,TG,freezing,TG:P0166:n5,performance,,unmerged_initialization,not_reviewed
TG:P0167:initial_n1,TG,coordination of carboxyl groups on PAA with Fe3+,TG:P0167:n1,interaction,,unmerged_initialization,not_reviewed
TG:P0167:initial_n2,TG,crystallization induced by Gdm(+) with [Fe(CN)(6)](4-),TG:P0167:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0167:initial_n3,TG,thermoelectric performance,TG:P0167:n3,performance,,unmerged_initialization,not_reviewed
TG:P0168:initial_n1,TG,facial muscle activities,TG:P0168:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0168:initial_n2,TG,interfacial contact statuses between the gel and face,TG:P0168:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0168:initial_n3,TG,facial thermoelectric variation,TG:P0168:n3,performance,,unmerged_initialization,not_reviewed
TG:P0171:initial_n1,TG,redox pair with reaction entropies of opposite signs,TG:P0171:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0171:initial_n2,TG,temporal temperature fluctuations,TG:P0171:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0171:initial_n3,TG,alternating current power,TG:P0171:n3,performance,,unmerged_initialization,not_reviewed
TG:P0172:initial_n1,TG,trimethyl phosphate and ethylene glycol,TG:P0172:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0172:initial_n2,TG,asymmetric solvation structures,TG:P0172:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0172:initial_n3,TG,solvation entropy differences of redox ions,TG:P0172:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0172:initial_n4,TG,concentration gradient,TG:P0172:n4,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0172:initial_n5,TG,redox ion transport,TG:P0172:n5,mechanism,,unmerged_initialization,not_reviewed
TG:P0173:initial_n1,TG,thermogalvanic effect,TG:P0173:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0173:initial_n2,TG,electrochemical potential,TG:P0173:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0173:initial_n3,TG,output voltage,TG:P0173:n3,performance,,unmerged_initialization,not_reviewed
TG:P0177:initial_n1,TG,solar-driven watersteam and brine production,TG:P0177:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0177:initial_n2,TG,high-concentration brine,TG:P0177:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0177:initial_n3,TG,cation exchange membrane,TG:P0177:n3,material_strategy,,unmerged_initialization,not_reviewed
TG:P0177:initial_n4,TG,electricity generation,TG:P0177:n4,performance,,unmerged_initialization,not_reviewed
TG:P0178:initial_n1,TG,gel electrolytes with positive and negative thermo-electrochemical Seebeck coefficients,TG:P0178:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0178:initial_n2,TG,output voltage,TG:P0178:n2,performance,,unmerged_initialization,not_reviewed
TG:P0179:initial_n1,TG,hydrophobic interaction between methylcellulose and I3- ions,TG:P0179:n1,interaction,,unmerged_initialization,not_reviewed
TG:P0179:initial_n2,TG,polarization switching from n-type to p-type,TG:P0179:n2,performance,,unmerged_initialization,not_reviewed
TG:P0179:initial_n3,TG,gelation of methylcellulose and KCl-induced complexation,TG:P0179:n3,mechanism,,unmerged_initialization,not_reviewed
TG:P0179:initial_n4,TG,entropy change and concentration difference of redox couple,TG:P0179:n4,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0181:initial_n1,TG,integrative multilayer film cell,TG:P0181:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0181:initial_n2,TG,heat losses,TG:P0181:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0181:initial_n3,TG,solar thermal conversion efficiency,TG:P0181:n3,performance,,unmerged_initialization,not_reviewed
TG:P0183:initial_n1,TG,intercalation of acetone molecules into the first solvation shell of the Fe2+,TG:P0183:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0183:initial_n2,TG,a of Fe3+/Fe2+,TG:P0183:n2,performance,,unmerged_initialization,not_reviewed
TG:P0183:initial_n3,TG,variance of solvent dipole orientation,TG:P0183:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0184:initial_n1,TG,copper hexacyanoferrate cathode and a Cu/Cu2+ anode,TG:P0184:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0184:initial_n2,TG,charged at a temperature and then discharged at a different temperature,TG:P0184:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0184:initial_n3,TG,heat-to-electricity energy conversion efficiency,TG:P0184:n3,performance,,unmerged_initialization,not_reviewed
TG:P0185:initial_n1,TG,bionic mechanical training,TG:P0185:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0185:initial_n2,TG,hierarchical fibrils and aligned nanochannels,TG:P0185:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0185:initial_n3,TG,mechanical performance and output power density,TG:P0185:n3,performance,,unmerged_initialization,not_reviewed
TG:P0186:initial_n1,TG,electrode composition,TG:P0186:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0186:initial_n2,TG,thermopower,TG:P0186:n2,performance,,unmerged_initialization,not_reviewed
TG:P0186:initial_n3,TG,effective surface area,TG:P0186:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0186:initial_n4,TG,output current density,TG:P0186:n4,performance,,unmerged_initialization,not_reviewed
TG:P0187:initial_n1,TG,electrode area in contact with the electrolyte,TG:P0187:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0187:initial_n2,TG,power output density,TG:P0187:n2,performance,,unmerged_initialization,not_reviewed
TG:P0189:initial_n1,TG,operating parameter,TG:P0189:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0189:initial_n2,TG,natural convection,TG:P0189:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0189:initial_n3,TG,ion transport flux and overpotentials,TG:P0189:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0189:initial_n4,TG,power density,TG:P0189:n4,performance,,unmerged_initialization,not_reviewed
TG:P0190:initial_n1,TG,dynamic crosslinked double networks,TG:P0190:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0190:initial_n2,TG,ultra-stretchability,TG:P0190:n2,performance,,unmerged_initialization,not_reviewed
TG:P0190:initial_n3,TG,temperature sensing,TG:P0190:n3,performance,,unmerged_initialization,not_reviewed
TG:P0191:initial_n1,TG,oxidation of pyrogallic acid by Fe(CN)63-,TG:P0191:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0191:initial_n2,TG,photothermal layer,TG:P0191:n2,material_strategy,,unmerged_initialization,not_reviewed
TG:P0191:initial_n3,TG,ultraviolet damage,TG:P0191:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0191:initial_n4,TG,interlocking structure at the interface,TG:P0191:n4,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0192:initial_n1,TG,organic solvent with an appropriate solubility parameter,TG:P0192:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0192:initial_n2,TG,rearrangement of the solvation shell,TG:P0192:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0192:initial_n3,TG,entropy change of the overall redox system,TG:P0192:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0192:initial_n4,TG,electrochemical thermopower,TG:P0192:n4,performance,,unmerged_initialization,not_reviewed
TG:P0193:initial_n1,TG,coordination effect of Li+ ions with water molecules,TG:P0193:n1,interaction,,unmerged_initialization,not_reviewed
TG:P0193:initial_n2,TG,colligative properties,TG:P0193:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0193:initial_n3,TG,ice crystallization,TG:P0193:n3,mechanism,,unmerged_initialization,not_reviewed
TG:P0194:initial_n1,TG,double-acting ion migration,TG:P0194:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0194:initial_n2,TG,thermogalvanic effect,TG:P0194:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0194:initial_n3,TG,sustainable short-circuit-current density,TG:P0194:n3,performance,,unmerged_initialization,not_reviewed
TG:P0195:initial_n1,TG,encapsulation of a guest,TG:P0195:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0195:initial_n2,TG,water molecules that structurally resemble amorphous ice are displaced from the host cavity,TG:P0195:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0195:initial_n3,TG,degrees of freedom and ordering of the solvent,TG:P0195:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0195:initial_n4,TG,entropy,TG:P0195:n4,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0198:initial_n1,TG,interfacial evaporation,TG:P0198:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0198:initial_n2,TG,salinity and temperature gradient,TG:P0198:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0198:initial_n3,TG,synergistic ion transport effect,TG:P0198:n3,mechanism,,unmerged_initialization,not_reviewed
TG:P0198:initial_n4,TG,mutual power enhancement,TG:P0198:n4,performance,,unmerged_initialization,not_reviewed
TG:P0199:initial_n1,TG,aligned ion transport pathways,TG:P0199:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0199:initial_n2,TG,electroactive interface,TG:P0199:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0199:initial_n3,TG,output power density,TG:P0199:n3,performance,,unmerged_initialization,not_reviewed
TG:P0200:initial_n1,TG,nanofiber-macromolecular entanglement network,TG:P0200:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0200:initial_n2,TG,thermopower and mechanical properties,TG:P0200:n2,performance,,unmerged_initialization,not_reviewed
TG:P0202:initial_n1,TG,photothermal membranes,TG:P0202:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0202:initial_n2,TG,thermal concentration,TG:P0202:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0202:initial_n3,TG,Delta T,TG:P0202:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0202:initial_n4,TG,STE generation,TG:P0202:n4,performance,,unmerged_initialization,not_reviewed
TG:P0203:initial_n1,TG,charging-discharging an electrochemical cell at different temperatures,TG:P0203:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0203:initial_n2,TG,conversion to electricity,TG:P0203:n2,performance,,unmerged_initialization,not_reviewed
TG:P0204:initial_n1,TG,temperature-induced pseudocapacitive effect of graphene oxide,TG:P0204:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0204:initial_n2,TG,thermogalvanic effect of Fe2+/Fe3+,TG:P0204:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0204:initial_n3,TG,voltage,TG:P0204:n3,performance,,unmerged_initialization,not_reviewed
TG:P0204:initial_n4,TG,oxidizing polyaniline and reducing Fe3+,TG:P0204:n4,mechanism,,unmerged_initialization,not_reviewed
TG:P0204:initial_n5,TG,discharges continuously,TG:P0204:n5,performance,,unmerged_initialization,not_reviewed
TG:P0205:initial_n1,TG,mass transfer overpotential inside the porous electrode,TG:P0205:n1,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0205:initial_n2,TG,resistance of the ion exchange membrane,TG:P0205:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0205:initial_n3,TG,efficiency and power density,TG:P0205:n3,performance,,unmerged_initialization,not_reviewed
TG:P0206:initial_n1,TG,"strong interactions between CMC, the polyacrylamide network, water molecules and thermogalvanic ions",TG:P0206:n1,interaction,,unmerged_initialization,not_reviewed
TG:P0206:initial_n2,TG,mechanical performance,TG:P0206:n2,performance,,unmerged_initialization,not_reviewed
TG:P0206:initial_n3,TG,water retention,TG:P0206:n3,performance,,unmerged_initialization,not_reviewed
TG:P0206:initial_n4,TG,Seebeck coefficient,TG:P0206:n4,performance,,unmerged_initialization,not_reviewed
TG:P0207:initial_n1,TG,bifunctional current collector/solar absorber,TG:P0207:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0207:initial_n2,TG,electrical conductivity,TG:P0207:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0207:initial_n3,TG,solar absorption and photothermal transduction,TG:P0207:n3,mechanism,,unmerged_initialization,not_reviewed
TG:P0208:initial_n1,TG,gelled electrolytes,TG:P0208:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0208:initial_n2,TG,power output,TG:P0208:n2,performance,,unmerged_initialization,not_reviewed
TG:P0208:initial_n3,TG,heat transfer through the cells,TG:P0208:n3,mechanism,,unmerged_initialization,not_reviewed
TG:P0209:initial_n1,TG,concentration gradients,TG:P0209:n1,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0209:initial_n2,TG,output,TG:P0209:n2,performance,,unmerged_initialization,not_reviewed
TG:P0209:initial_n3,TG,heat-triggered membrane,TG:P0209:n3,material_strategy,,unmerged_initialization,not_reviewed
TG:P0210:initial_n1,TG,thermodiffusion effect of electrolyte,TG:P0210:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0210:initial_n2,TG,thermogalvanic effect of a redox couple (C=O/C-O-NH4+),TG:P0210:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0210:initial_n3,TG,output voltage,TG:P0210:n3,performance,,unmerged_initialization,not_reviewed
TG:P0211:initial_n1,TG,internal resistances of the cell,TG:P0211:n1,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0211:initial_n2,TG,temperature difference that determines the voltage,TG:P0211:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0212:initial_n1,TG,phase transition from a two-phase mixture to a solid solution,TG:P0212:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0212:initial_n2,TG,entropy changes of lithium iron phosphate,TG:P0212:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0212:initial_n3,TG,Peltier heats,TG:P0212:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0213:initial_n1,TG,thermoresponsive ionic liquid (TRIL),TG:P0213:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0213:initial_n2,TG,temperature-driven phase change,TG:P0213:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0213:initial_n3,TG,solvation states of the ions,TG:P0213:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0213:initial_n4,TG,energy conversion efficiency,TG:P0213:n4,performance,,unmerged_initialization,not_reviewed
TG:P0214:initial_n1,TG,CoHCF/HCNTs,TG:P0214:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0214:initial_n2,TG,absolute temperature coefficient,TG:P0214:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0214:initial_n3,TG,specific heat,TG:P0214:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0214:initial_n4,TG,heat-to-electricity conversion efficiency,TG:P0214:n4,performance,,unmerged_initialization,not_reviewed
TG:P0216:initial_n1,TG,thermogalvanic multicomponent transport,TG:P0216:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0216:initial_n2,TG,Seebeck coefficient and sign,TG:P0216:n2,performance,,unmerged_initialization,not_reviewed
TG:P0218:initial_n1,TG,formation of charge-transfer complexes,TG:P0218:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0218:initial_n2,TG,Seebeck coefficient,TG:P0218:n2,performance,,unmerged_initialization,not_reviewed
TG:P0218:initial_n3,TG,overall power output,TG:P0218:n3,performance,,unmerged_initialization,not_reviewed
TG:P0218:initial_n4,TG,lower electron-density on the ferrocene,TG:P0218:n4,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0219:initial_n1,TG,Nanomaterial-enhanced carbon cloth electrodes,TG:P0219:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0219:initial_n2,TG,electroactive surface area,TG:P0219:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0219:initial_n3,TG,charging-discharging rates,TG:P0219:n3,performance,,unmerged_initialization,not_reviewed
TG:P0219:initial_n4,TG,thermocapacitance,TG:P0219:n4,performance,,unmerged_initialization,not_reviewed
TG:P0221:initial_n1,TG,deformation of the droplet,TG:P0221:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0221:initial_n2,TG,temperature difference across the droplet,TG:P0221:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0221:initial_n3,TG,alternating pulse voltage,TG:P0221:n3,performance,,unmerged_initialization,not_reviewed
TG:P0221:initial_n4,TG,direct voltage,TG:P0221:n4,performance,,unmerged_initialization,not_reviewed
TG:P0222:initial_n1,TG,salt concentrations,TG:P0222:n1,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0222:initial_n2,TG,Soret coefficient,TG:P0222:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0223:initial_n1,TG,configuration entropy of the small additives coordinated to a large ion,TG:P0223:n1,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0223:initial_n2,TG,Seebeck coefficient,TG:P0223:n2,performance,,unmerged_initialization,not_reviewed
TG:P0223:initial_n3,TG,membrane isolating the binding species into an appropriate hot/cold zone,TG:P0223:n3,material_strategy,,unmerged_initialization,not_reviewed
TG:P0226:initial_n1,TG,asymmetric cells,TG:P0226:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0226:initial_n2,TG,thermal conditions,TG:P0226:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0226:initial_n3,TG,Seebeck coefficients,TG:P0226:n3,performance,,unmerged_initialization,not_reviewed
TG:P0228:initial_n1,TG,asymmetry of the spin-mixing,TG:P0228:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0228:initial_n2,TG,spin-dependent effective Peltier coefficients,TG:P0228:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0229:initial_n1,TG,electrolyte concentration,TG:P0229:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0229:initial_n2,TG,thermal conductivity,TG:P0229:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0229:initial_n3,TG,ohmic overpotential,TG:P0229:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0229:initial_n4,TG,short circuit current,TG:P0229:n4,performance,,unmerged_initialization,not_reviewed
TG:P0230:initial_n1,TG,Temperature and Reynolds number,TG:P0230:n1,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0230:initial_n2,TG,galvanic corrosion rates of copper,TG:P0230:n2,performance,,unmerged_initialization,not_reviewed
TG:P0231:initial_n1,TG,SWNT coating,TG:P0231:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0231:initial_n2,TG,sheet conductance,TG:P0231:n2,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0231:initial_n3,TG,available reaction sites,TG:P0231:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0231:initial_n4,TG,electrical outputs,TG:P0231:n4,performance,,unmerged_initialization,not_reviewed
TG:P0232:initial_n1,TG,thermal diffusion,TG:P0232:n1,mechanism,,unmerged_initialization,not_reviewed
TG:P0232:initial_n2,TG,Dufour energy flux density,TG:P0232:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0232:initial_n3,TG,heat generation at an interface,TG:P0232:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0233:initial_n1,TG,orientation of the pipe,TG:P0233:n1,material_strategy,,unmerged_initialization,not_reviewed
TG:P0233:initial_n2,TG,convection currents,TG:P0233:n2,mechanism,,unmerged_initialization,not_reviewed
TG:P0233:initial_n3,TG,temperature gradient,TG:P0233:n3,physical_consequence,,unmerged_initialization,not_reviewed
TG:P0233:initial_n4,TG,thermogalvanic currents,TG:P0233:n4,performance,,unmerged_initialization,not_reviewed
iTE:P0379:initial_n1,iTE,interactions between the ions and the hydrogel matrix,iTE:P0379:n1,interaction,,unmerged_initialization,not_reviewed
