pair_id,domain,left_mention_id,right_mention_id,left_concept_id,right_concept_id,decision,semantic_relation,reason,review_source,review_status,merge_applied
pair:10cc22c7bbbc60824995,iTE,iTE:P1024:n2,iTE:P1391:n2,concept:v2:iTE:c1a334ff06f0a4c8295a,concept:v2:iTE:abab1f0bfafa1959a1f2,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为红氧电化学Seebeck系数 / 电子Seebeck系数,equivalent_proposals,astra_adjudicated,False
pair:c144151db22934ca7027,iTE,iTE:P1024:n2,iTE:P1472:n2,concept:v2:iTE:c1a334ff06f0a4c8295a,concept:v2:iTE:7d2d474f4df3b6d80080,uncertain,uncertain,再次核对7个歧义端点完整摘要：水流耦合水泥、氧/质子气氛依赖、磁粒子贡献、Fe配合物载流机制、TiO2分量与总量、Mg2Si器件级异常单位，仍缺统一测量定义。原先已审定的分区继续有效；完成证据受限裁决，不再等待人工。,equivalent_proposals,astra_adjudicated,False
pair:e077b571ba51a21ef9a0,iTE,iTE:P1024:n2,iTE:P1479:n1,concept:v2:iTE:c1a334ff06f0a4c8295a,concept:v2:iTE:25b930b328eb5a9e6c0f,uncertain,uncertain,再次核对7个歧义端点完整摘要：水流耦合水泥、氧/质子气氛依赖、磁粒子贡献、Fe配合物载流机制、TiO2分量与总量、Mg2Si器件级异常单位，仍缺统一测量定义。原先已审定的分区继续有效；完成证据受限裁决，不再等待人工。,equivalent_proposals,astra_adjudicated,False
pair:877233aab3b99ad6e99a,iTE,iTE:P1024:n2,iTE:P1517:n2,concept:v2:iTE:c1a334ff06f0a4c8295a,concept:v2:iTE:abab1f0bfafa1959a1f2,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为红氧电化学Seebeck系数 / 电子Seebeck系数,equivalent_proposals,astra_adjudicated,False
pair:24aaafc654eb680ffe56,iTE,iTE:P1031:n4,iTE:P1081:n2,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:5a8efe3cf4ef6b96e342,iTE,iTE:P1031:n4,iTE:P1475:n2,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:c3701ef25a24ec1b6a35,iTE,iTE:P1035:n2,iTE:P1508:n3,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:abab1f0bfafa1959a1f2,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 电子Seebeck系数,equivalent_proposals,astra_adjudicated,False
pair:584a6339b3f51a4f0a17,iTE,iTE:P1035:n2,iTE:P1558:n1,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:abab1f0bfafa1959a1f2,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 电子Seebeck系数,equivalent_proposals,astra_adjudicated,False
pair:a5b3f785da06712ce2db,iTE,iTE:P1035:n2,iTE:P1748:n2,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:abab1f0bfafa1959a1f2,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 电子Seebeck系数,equivalent_proposals,astra_adjudicated,False
pair:6a9b964a2fd9830050bc,iTE,iTE:P1037:n2,iTE:P1362:n2,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:3ce38cc3ea960c5658df,iTE,iTE:P1069:n2,iTE:P1197:n2,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:7e87b5800127dd1f967b,iTE,iTE:P1069:n2,iTE:P1254:n2,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:af89048b279ef87a6c83,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为电子Seebeck系数 / 通用Seebeck系数上层定义,equivalent_proposals,astra_adjudicated,False
pair:ea2713de80c00e3fdc73,iTE,iTE:P1069:n2,iTE:P1475:n2,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:49135ee391abffddbc8c,iTE,iTE:P1072:n2,iTE:P1457:n2,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:a5a8952bd5cf6d9878a4,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为电子Seebeck系数 / 离子热扩散热电势系数,equivalent_proposals,astra_adjudicated,False
pair:427beac6bc0930359df0,iTE,iTE:P1072:n2,iTE:P1479:n1,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:25b930b328eb5a9e6c0f,uncertain,uncertain,再次核对7个歧义端点完整摘要：水流耦合水泥、氧/质子气氛依赖、磁粒子贡献、Fe配合物载流机制、TiO2分量与总量、Mg2Si器件级异常单位，仍缺统一测量定义。原先已审定的分区继续有效；完成证据受限裁决，不再等待人工。,equivalent_proposals,astra_adjudicated,False
pair:4f0e497379760e5d10a4,iTE,iTE:P1076:n2,iTE:P1517:n2,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:d60559cfcc949b20838a,iTE,iTE:P1081:n2,iTE:P1457:n2,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:a5a8952bd5cf6d9878a4,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为电子Seebeck系数 / 离子热扩散热电势系数,equivalent_proposals,astra_adjudicated,False
pair:3b3c733e31e921b70071,iTE,iTE:P1121:n2,iTE:P1482:n3,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:6d334dc8c3e7b6edb9e3,iTE,iTE:P1164:n3,iTE:P1492:n4,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:5f3c32f4c2b473f19953,iTE,iTE:P1164:n3,iTE:P1525:n3,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:dfd1402228f91384c632,iTE,iTE:P1194:n2,iTE:P1412:n2,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:08e99fabf96ea75cfbc0,iTE,iTE:P1197:n2,iTE:P1254:n2,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:af89048b279ef87a6c83,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为电子Seebeck系数 / 通用Seebeck系数上层定义,equivalent_proposals,astra_adjudicated,False
pair:36d644c62ddcebdf9a9e,iTE,iTE:P1210:n2,iTE:P1254:n2,concept:v2:iTE:c1a334ff06f0a4c8295a,concept:v2:iTE:af89048b279ef87a6c83,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为红氧电化学Seebeck系数 / 通用Seebeck系数上层定义,equivalent_proposals,astra_adjudicated,False
pair:690b3f889d164c8bc386,iTE,iTE:P1210:n2,iTE:P1457:n2,concept:v2:iTE:c1a334ff06f0a4c8295a,concept:v2:iTE:a5a8952bd5cf6d9878a4,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为红氧电化学Seebeck系数 / 离子热扩散热电势系数,equivalent_proposals,astra_adjudicated,False
pair:7c351a466189c85ccb68,iTE,iTE:P1210:n2,iTE:P1670:n3,concept:v2:iTE:c1a334ff06f0a4c8295a,concept:v2:iTE:abab1f0bfafa1959a1f2,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为红氧电化学Seebeck系数 / 电子Seebeck系数,equivalent_proposals,astra_adjudicated,False
pair:d6df7f9e30bf1d02a870,iTE,iTE:P1444:n1,iTE:P1472:n2,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:7d2d474f4df3b6d80080,uncertain,uncertain,再次核对7个歧义端点完整摘要：水流耦合水泥、氧/质子气氛依赖、磁粒子贡献、Fe配合物载流机制、TiO2分量与总量、Mg2Si器件级异常单位，仍缺统一测量定义。原先已审定的分区继续有效；完成证据受限裁决，不再等待人工。,equivalent_proposals,astra_adjudicated,False
pair:935d12421adb5ba76b74,iTE,iTE:P1444:n1,iTE:P1475:n2,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:82fff090a08655478cec,iTE,iTE:P1444:n1,iTE:P1479:n1,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:25b930b328eb5a9e6c0f,uncertain,uncertain,再次核对7个歧义端点完整摘要：水流耦合水泥、氧/质子气氛依赖、磁粒子贡献、Fe配合物载流机制、TiO2分量与总量、Mg2Si器件级异常单位，仍缺统一测量定义。原先已审定的分区继续有效；完成证据受限裁决，不再等待人工。,equivalent_proposals,astra_adjudicated,False
pair:2f08114ee23856f811ae,iTE,iTE:P1444:n1,iTE:P1490:n1,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:48742098d6e18afd4e64,iTE,iTE:P1444:n1,iTE:P1492:n4,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:e6a305e9636bf0cca507,iTE,iTE:P1457:n2,iTE:P1475:n2,concept:v2:iTE:a5a8952bd5cf6d9878a4,concept:v2:iTE:abab1f0bfafa1959a1f2,reject,not_equivalent,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 电子Seebeck系数,equivalent_proposals,astra_adjudicated,False
pair:2c472b9e5eff0c7bbe88,iTE,iTE:P1472:n2,iTE:P1492:n4,concept:v2:iTE:7d2d474f4df3b6d80080,concept:v2:iTE:abab1f0bfafa1959a1f2,uncertain,uncertain,再次核对7个歧义端点完整摘要：水流耦合水泥、氧/质子气氛依赖、磁粒子贡献、Fe配合物载流机制、TiO2分量与总量、Mg2Si器件级异常单位，仍缺统一测量定义。原先已审定的分区继续有效；完成证据受限裁决，不再等待人工。,equivalent_proposals,astra_adjudicated,False
pair:c24f469488438a1b072d,iTE,iTE:P1475:n2,iTE:P1492:n4,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:eac20a9c235e1a4b3f1d,iTE,iTE:P1475:n2,iTE:P1525:n3,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:378f5501c0e014f6d92a,iTE,iTE:P1479:n1,iTE:P1490:n1,concept:v2:iTE:25b930b328eb5a9e6c0f,concept:v2:iTE:abab1f0bfafa1959a1f2,uncertain,uncertain,再次核对7个歧义端点完整摘要：水流耦合水泥、氧/质子气氛依赖、磁粒子贡献、Fe配合物载流机制、TiO2分量与总量、Mg2Si器件级异常单位，仍缺统一测量定义。原先已审定的分区继续有效；完成证据受限裁决，不再等待人工。,equivalent_proposals,astra_adjudicated,False
pair:960496709b4aefec0937,iTE,iTE:P1508:n3,iTE:P1558:n1,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:774bd14125ed0a0a8b57,iTE,iTE:P1508:n3,iTE:P1748:n2,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:49dfb20df156110e8376,iTE,iTE:P1520:n4,iTE:P1614:n3,concept:v2:iTE:c1a334ff06f0a4c8295a,concept:v2:iTE:c1a334ff06f0a4c8295a,accept,equivalent_to,共同定义：红氧电化学Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:b985030acd8361bae3af,iTE,iTE:P1544:n3,iTE:P1958:n2,concept:v2:iTE:45241af719842a24200b,concept:v2:iTE:45241af719842a24200b,accept,equivalent_to,共同定义：高电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:82df2d52cfda9aec81b1,iTE,iTE:P1558:n1,iTE:P1748:n2,concept:v2:iTE:abab1f0bfafa1959a1f2,concept:v2:iTE:abab1f0bfafa1959a1f2,accept,equivalent_to,共同定义：电子Seebeck系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,equivalent_proposals,astra_adjudicated,True
pair:f66ef10fa72c52a7fd08,iTE,iTE:P0377:n3,iTE:P0399:n3,concept:v2:iTE:077f0488c317ddb172d6,concept:v2:iTE:077f0488c317ddb172d6,accept,equivalent_to,共同定义：离子电导率。67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。,equivalent_proposals,astra_adjudicated,True
