mention_id,concept_id,domain,paper_id,raw_label,semantic_role,source,concept_type
iTE:P1688:astra_node:722987ec17bbc1b1adf1,concept:v2:iTE:supp:722987ec17bbc1b1adf1,iTE,P1688,25% Nb carrier reorganization,state_structure,astra_authored_local_repair,reference_concept
iTE:P1688:astra_node:1c74a3f467363327e5d0,concept:v2:iTE:supp:1c74a3f467363327e5d0,iTE,P1688,higher thermoelectric ZT,performance_function,astra_authored_local_repair,reference_concept
iTE:P0383:astra_node:319646abd7039f1d2fae,concept:v2:iTE:supp:319646abd7039f1d2fae,iTE,P0383,decoupled Na+/DBS- thermodiffusion,mechanism_process,astra_authored_local_repair,reference_concept
iTE:P0383:astra_node:9ee8d5c1794d1a6db975,concept:v2:iTE:supp:9ee8d5c1794d1a6db975,iTE,P0383,high positive thermopower,performance_function,astra_authored_local_repair,reference_concept
iTE:P0647:astra_node:0653f1677c67fe17d9d2,concept:v2:iTE:supp:0653f1677c67fe17d9d2,iTE,P0647,combining p-CuI and n-ZnO:In thin-film thermolegs,design_strategy,astra_authored_local_repair,reference_concept
iTE:P0647:astra_node:f44e056b363907078927,concept:v2:iTE:supp:f44e056b363907078927,iTE,P0647,near-infrared solar thermoelectric generation near room temperature,performance_function,astra_authored_local_repair,reference_concept
iTE:P0445:astra_node:a90d9a7d98e3b484a056,concept:v2:iTE:supp:a90d9a7d98e3b484a056,iTE,P0445,PAA/PEO with sodium dihydrogen phosphate one-pot photopolymerization,design_strategy,astra_authored_local_repair,reference_concept
iTE:P0445:astra_node:99988980e31160078f38,concept:v2:iTE:supp:99988980e31160078f38,iTE,P0445,hydrogen-bonded ionic hydrogel network,state_structure,astra_authored_local_repair,reference_concept
iTE:P0445:astra_node:f7ee956095a1a4a83d9b,concept:v2:iTE:supp:f7ee956095a1a4a83d9b,iTE,P0445,fire exposure of hydrogel warning device,condition,astra_authored_local_repair,reference_concept
iTE:P0445:astra_node:744c769aa08ac4276fde,concept:v2:iTE:supp:744c769aa08ac4276fde,iTE,P0445,about50mV voltage within1.5s,performance_function,astra_authored_local_repair,reference_concept
iTE:P0976:astra_node:e1e65bf253ff6a20b612,concept:v2:iTE:supp:e1e65bf253ff6a20b612,iTE,P0976,1M LiBF4/3-MPN permeation in Sb-SnO2 porous film,design_strategy,astra_authored_local_repair,reference_concept
iTE:P0976:astra_node:627859a955da8c3fb150,concept:v2:iTE:supp:627859a955da8c3fb150,iTE,P0976,Seebeck coefficient,quantity,astra_authored_local_repair,reference_concept
iTE:P0976:astra_node:82f6c3d293d1f3a1169c,concept:v2:iTE:supp:82f6c3d293d1f3a1169c,iTE,P0976,BMII electrolyte permeation,design_strategy,astra_authored_local_repair,reference_concept
iTE:P0976:astra_node:0d20eeb47dba63e99672,concept:v2:iTE:supp:0d20eeb47dba63e99672,iTE,P0976,power factor,performance_function,astra_authored_local_repair,reference_concept
iTE:P1260:astra_node:5d390825651579951012,concept:v2:iTE:supp:5d390825651579951012,iTE,P1260,1-ethyl-3-methylimidazolium chloride,material_entity,astra_authored_local_repair,reference_concept
iTE:P1260:astra_node:0c9509be763c4f9e93bd,concept:v2:iTE:supp:0c9509be763c4f9e93bd,iTE,P1260,hexagonal BN exfoliation into nanosheets,mechanism_process,astra_authored_local_repair,reference_concept
iTE:P1260:astra_node:f79503b71dd5e8d7f0aa,concept:v2:iTE:supp:f79503b71dd5e8d7f0aa,iTE,P1260,2D filler structure and enhanced filler-matrix interaction,state_structure,astra_authored_local_repair,reference_concept
iTE:P1260:astra_node:62bf7235b66d2fcc40ef,concept:v2:iTE:supp:62bf7235b66d2fcc40ef,iTE,P1260,"mechanical properties, thermal conductivity and storage modulus",performance_function,astra_authored_local_repair,reference_concept
iTE:P0778:astra_node:dea9d533c7836664a9d6,concept:v2:iTE:supp:dea9d533c7836664a9d6,iTE,P0778,"phonon-mode participation in atomic jumps, especially short wavelengths",mechanism_process,astra_authored_local_repair,reference_concept
iTE:P0778:astra_node:ffc1b1a36b3c09fea0f0,concept:v2:iTE:supp:ffc1b1a36b3c09fea0f0,iTE,P0778,relationship between heat of transport Q and activation energy Ea,descriptor,astra_authored_local_repair,reference_concept
iTE:P0778:astra_node:ee21d47f3c254ae0786e,concept:v2:iTE:supp:ee21d47f3c254ae0786e,iTE,P0778,good ionic conductors,material_entity,astra_authored_local_repair,reference_concept
iTE:P0778:astra_node:cccc596a962f1cae2b22,concept:v2:iTE:supp:cccc596a962f1cae2b22,iTE,P0778,large Q/Ea,quantity,astra_authored_local_repair,reference_concept
TG:P0243:astra_node:8414e0467c33651b03c4,concept:v2:TG:supp:8414e0467c33651b03c4,TG,P0243,initial and stationary temperature-voltage coefficients of symmetric thermogalvanic elements,mechanism_process,astra_authored_local_repair,reference_concept
TG:P0243:astra_node:272479ae5a36d5524b08,concept:v2:TG:supp:272479ae5a36d5524b08,TG,P0243,HCl Soret coefficients and thermal-transfer entropies at298.15K,quantity,astra_authored_local_repair,reference_concept
TG:P0098:astra_node:7499e187b9ac10104b07,concept:v2:TG:supp:7499e187b9ac10104b07,TG,P0098,Na+ and K+ counterion synergy,interaction,astra_authored_local_repair,reference_concept
TG:P0098:astra_node:bb0f2edf3541f6c06f10,concept:v2:TG:supp:bb0f2edf3541f6c06f10,TG,P0098,stable1.6m aqueous ferri/ferrocyanide thermocell,state_structure,astra_authored_local_repair,reference_concept
TG:P0098:astra_node:3606a7719e2944831d2d,concept:v2:TG:supp:3606a7719e2944831d2d,TG,P0098,400% concentration increase over0.4m electrolyte,condition,astra_authored_local_repair,reference_concept
TG:P0098:astra_node:ba98e4c35a3506054d77,concept:v2:TG:supp:ba98e4c35a3506054d77,TG,P0098,electrical power,performance_function,astra_authored_local_repair,reference_concept
TG:P0260:astra_node:3062b45f7a483e3ffee8,concept:v2:TG:supp:3062b45f7a483e3ffee8,TG,P0260,hydrogel reconstruction and self-healing,mechanism_process,astra_authored_local_repair,reference_concept
TG:P0260:astra_node:aafee5a45bef498c3a07,concept:v2:TG:supp:aafee5a45bef498c3a07,TG,P0260,sensor performance,performance_function,astra_authored_local_repair,reference_concept
TG:P0110:astra_node:51af5a9c24fd8b161b2b,concept:v2:TG:supp:51af5a9c24fd8b161b2b,TG,P0110,absence of bulky-sensor thermal contact resistance,state_structure,astra_authored_local_repair,reference_concept
TG:P0110:astra_node:d3c4753e93c3b0e624b8,concept:v2:TG:supp:d3c4753e93c3b0e624b8,TG,P0110,response below300μs,performance_function,astra_authored_local_repair,reference_concept
TG:P0148:astra_node:a28ec2badecc63b7363d,concept:v2:TG:supp:a28ec2badecc63b7363d,TG,P0148,lower laser power density,condition,astra_authored_local_repair,reference_concept
TG:P0148:astra_node:d524cdea2a414e34362a,concept:v2:TG:supp:d524cdea2a414e34362a,TG,P0148,thermogalvanic copper deposition,mechanism_process,astra_authored_local_repair,reference_concept
TG:P0148:astra_node:c396dfb714d82cd0f795,concept:v2:TG:supp:c396dfb714d82cd0f795,TG,P0148,high laser power density,condition,astra_authored_local_repair,reference_concept
TG:P0148:astra_node:a05ba96b55edf34da6c6,concept:v2:TG:supp:a05ba96b55edf34da6c6,TG,P0148,copper corrosion dissolution,mechanism_process,astra_authored_local_repair,reference_concept
TG:P0148:astra_node:db658b1e8b01b340708a,concept:v2:TG:supp:db658b1e8b01b340708a,TG,P0148,violent microstirring at high laser power,mechanism_process,astra_authored_local_repair,reference_concept
TG:P0148:astra_node:a29e2f6677e0e15af609,concept:v2:TG:supp:a29e2f6677e0e15af609,TG,P0148,incomplete consecutive discharge reduction,mechanism_process,astra_authored_local_repair,reference_concept
TG:P0148:astra_node:e5b5f80a7611aeb4a9f5,concept:v2:TG:supp:e5b5f80a7611aeb4a9f5,TG,P0148,laser power density above1.1×10^7W/cm2,condition,astra_authored_local_repair,reference_concept
TG:P0148:astra_node:b0651634d42aaebc40f2,concept:v2:TG:supp:b0651634d42aaebc40f2,TG,P0148,copper deposit,state_structure,astra_authored_local_repair,reference_concept
TG:P0225:astra_node:2fd9e75455a584651332,concept:v2:TG:supp:2fd9e75455a584651332,TG,P0225,synergistic thermodiffusive and thermogalvanic effects in NiV14 ionic-liquid solution,mechanism_process,astra_authored_local_repair,reference_concept
TG:P0225:astra_node:a81dddd90f177797ce9c,concept:v2:TG:supp:a81dddd90f177797ce9c,TG,P0225,0.45V and6.38mV/K atΔT70K,performance_function,astra_authored_local_repair,reference_concept
TG:P0085:astra_node:9fc41778758e89ed7f58,concept:v2:TG:supp:9fc41778758e89ed7f58,TG,P0085,freely solvated PAA− and K+ in liquid electrolyte,material_entity,astra_authored_local_repair,reference_concept
TG:P0085:astra_node:b8be5822808209713789,concept:v2:TG:supp:b8be5822808209713789,TG,P0085,tunable polyanion-redox interactions,interaction,astra_authored_local_repair,reference_concept
TG:P0085:astra_node:cde0d90e4ef21b0c07a0,concept:v2:TG:supp:cde0d90e4ef21b0c07a0,TG,P0085,polyanion-redox interactions,interaction,astra_authored_local_repair,reference_concept
TG:P0085:astra_node:5ce70922851683f5d580,concept:v2:TG:supp:5ce70922851683f5d580,TG,P0085,redox hydration shell,state_structure,astra_authored_local_repair,reference_concept
TG:P0137:astra_node:378262f804b76d7957bd,concept:v2:TG:supp:378262f804b76d7957bd,TG,P0137,double-selective-gel enhancement of thermodiffusion and thermogalvanic effects,design_strategy,astra_authored_local_repair,reference_concept
TG:P0137:astra_node:1c6df03791c3de1df224,concept:v2:TG:supp:1c6df03791c3de1df224,TG,P0137,high thermopower and long-cycle energy output,performance_function,astra_authored_local_repair,reference_concept
TG:P0064:astra_node:cf17c9f94cf4452fa4b6,concept:v2:TG:supp:cf17c9f94cf4452fa4b6,TG,P0064,temperature-responsive thermogalvanic gel,state_structure,astra_authored_local_repair,reference_concept
TG:P0064:astra_node:d60469b785f8182e8f6d,concept:v2:TG:supp:d60469b785f8182e8f6d,TG,P0064,self-powered body-temperature patch,performance_function,astra_authored_local_repair,reference_concept
TG:P0029:astra_node:22722a73402ad21008c4,concept:v2:TG:supp:22722a73402ad21008c4,TG,P0029,polarity-related features,descriptor,astra_authored_local_repair,reference_concept
TG:P0029:astra_node:d8c0fc9dcda4ad27ed69,concept:v2:TG:supp:d8c0fc9dcda4ad27ed69,TG,P0029,ML solvent screening,descriptor,astra_authored_local_repair,reference_concept
TG:P0008:astra_node:f6b53549bbf4a5ca3d62,concept:v2:TG:supp:f6b53549bbf4a5ca3d62,TG,P0008,thermoelectric conversion and gel piezoresistance,mechanism_process,astra_authored_local_repair,reference_concept
TG:P0008:astra_node:e4ecd88723826650db8e,concept:v2:TG:supp:e4ecd88723826650db8e,TG,P0008,self-powered temperature and strain sensing,performance_function,astra_authored_local_repair,reference_concept
TG:P0165:astra_node:74584613e678ef39ee77,concept:v2:TG:supp:74584613e678ef39ee77,TG,P0165,molybdenum nitride quantum dots in carbon matrix,design_strategy,astra_authored_local_repair,reference_concept
TG:P0165:astra_node:6ecc93adb74bc5e46f38,concept:v2:TG:supp:6ecc93adb74bc5e46f38,TG,P0165,thermoelectrical behavior,performance_function,astra_authored_local_repair,reference_concept
TG:P0165:astra_node:e12458545bfae97cc384,concept:v2:TG:supp:e12458545bfae97cc384,TG,P0165,"3D skeleton, abundant electroactive sites and high conductivity",state_structure,astra_authored_local_repair,reference_concept
TG:P0165:astra_node:3d138e90a2e2dd63a4f2,concept:v2:TG:supp:3d138e90a2e2dd63a4f2,TG,P0165,"large thermopower, power density and durability",performance_function,astra_authored_local_repair,reference_concept
TG:P0332:astra_node:71ffc0176a668bbc9533,concept:v2:TG:supp:71ffc0176a668bbc9533,TG,P0332,temperature-driven electrode reactions across ion-exchange membrane,mechanism_process,astra_authored_local_repair,reference_concept
TG:P0332:astra_node:23f5628b7a0d85553ad8,concept:v2:TG:supp:23f5628b7a0d85553ad8,TG,P0332,redox-species concentration differences,quantity,astra_authored_local_repair,reference_concept
TG:P0061:astra_node:c268679d6906497c6221,concept:v2:TG:supp:c268679d6906497c6221,TG,P0061,binary water/glycerin solvent limiting water-water hydrogen bonds,material_entity,astra_authored_local_repair,reference_concept
TG:P0061:astra_node:56a77fb5df764a5771fa,concept:v2:TG:supp:56a77fb5df764a5771fa,TG,P0061,low-temperature durability and antidrying of PVA/GEL thermogalvanic gel,performance_function,astra_authored_local_repair,reference_concept
TG:P0061:astra_node:be790e3ae02d994bb439,concept:v2:TG:supp:be790e3ae02d994bb439,TG,P0061,breath-environment temperature difference across gel patch,condition,astra_authored_local_repair,reference_concept
TG:P0061:astra_node:05110adf6b5284667090,concept:v2:TG:supp:05110adf6b5284667090,TG,P0061,electrical signals for self-powered respiratory monitoring,performance_function,astra_authored_local_repair,reference_concept
TG:P0320:astra_node:420a6dd47ad0c32db798,concept:v2:TG:supp:420a6dd47ad0c32db798,TG,P0320,Onsager-flux thermocell simulation,descriptor,astra_authored_local_repair,reference_concept
TG:P0320:astra_node:d662a38183ebda6265ca,concept:v2:TG:supp:d662a38183ebda6265ca,TG,P0320,"short-circuit current, maximum power and conversion efficiency",performance_function,astra_authored_local_repair,reference_concept
TG:P0302:astra_node:6e1d6ba6ecebbbc04e4d,concept:v2:TG:supp:6e1d6ba6ecebbbc04e4d,TG,P0302,decoupled heat and electricity conduction in dual-cell heat engine,mechanism_process,astra_authored_local_repair,reference_concept
TG:P0302:astra_node:fbb7a06960f018c00fae,concept:v2:TG:supp:fbb7a06960f018c00fae,TG,P0302,conversion efficiency,performance_function,astra_authored_local_repair,reference_concept
TG:P0302:astra_node:ebd07fa3612efe1890c2,concept:v2:TG:supp:ebd07fa3612efe1890c2,TG,P0302,dual-cell electrochemical system,state_structure,astra_authored_local_repair,reference_concept
TG:P0302:astra_node:280c686ef78b17d5be15,concept:v2:TG:supp:280c686ef78b17d5be15,TG,P0302,flow control responding to electrical current,condition,astra_authored_local_repair,reference_concept
TG:P0001:astra_node:b9c15f78abb94f9f27d5,concept:v2:TG:supp:b9c15f78abb94f9f27d5,TG,P0001,wound-dressing temperature gradient,condition,astra_authored_local_repair,reference_concept
TG:P0001:astra_node:7904f5db5b1cff9d656b,concept:v2:TG:supp:7904f5db5b1cff9d656b,TG,P0001,electrical stimulus,performance_function,astra_authored_local_repair,reference_concept
TG:P0080:astra_node:fde9627bd1c8887f4f42,concept:v2:TG:supp:fde9627bd1c8887f4f42,TG,P0080,Bmim+/H2PO4− thermodiffusion and Fe2+/Fe3+ thermogalvanic effect,mechanism_process,astra_authored_local_repair,reference_concept
TG:P0080:astra_node:7163188203cc7126d97a,concept:v2:TG:supp:7163188203cc7126d97a,TG,P0080,negative Seebeck coefficient−6.50mV/K,performance_function,astra_authored_local_repair,reference_concept
TG:P0080:astra_node:ce77352e77037c9d0117,concept:v2:TG:supp:ce77352e77037c9d0117,TG,P0080,rapid voltage surge,performance_function,astra_authored_local_repair,reference_concept
TG:P0080:astra_node:99641fd3edde2d63ecf3,concept:v2:TG:supp:99641fd3edde2d63ecf3,TG,P0080,self-signaled fire alarm within2s,performance_function,astra_authored_local_repair,reference_concept
TG:P0080:astra_node:fbc509702562cee4bbc6,concept:v2:TG:supp:fbc509702562cee4bbc6,TG,P0080,phosphorus-iron synergistic char formation,mechanism_process,astra_authored_local_repair,reference_concept
TG:P0080:astra_node:acce3dac35d6a2b420b9,concept:v2:TG:supp:acce3dac35d6a2b420b9,TG,P0080,flame retardancy,performance_function,astra_authored_local_repair,reference_concept
TG:P0204:astra_node:c050859f1d2ad89a139a,concept:v2:TG:supp:c050859f1d2ad89a139a,TG,P0204,temperature-induced GO pseudocapacitance and Fe2+/Fe3+ thermogalvanic effect,mechanism_process,astra_authored_local_repair,reference_concept
TG:P0204:astra_node:534651fd20c7d742ff94,concept:v2:TG:supp:534651fd20c7d742ff94,TG,P0204,voltage on heating,performance_function,astra_authored_local_repair,reference_concept
TG:P0204:astra_node:103d241ca7dc74df64f8,concept:v2:TG:supp:103d241ca7dc74df64f8,TG,P0204,cooling,condition,astra_authored_local_repair,reference_concept
TG:P0204:astra_node:553ad338473b3a1aa298,concept:v2:TG:supp:553ad338473b3a1aa298,TG,P0204,cell self-regeneration,mechanism_process,astra_authored_local_repair,reference_concept
TG:P0144:astra_node:2f64e4e6ce385d3a9339,concept:v2:TG:supp:2f64e4e6ce385d3a9339,TG,P0144,Cl− coordination,interaction,astra_authored_local_repair,reference_concept
TG:P0144:astra_node:4c55a3e8065d6b0b027f,concept:v2:TG:supp:4c55a3e8065d6b0b027f,TG,P0144,Cu2+/Cu+ redox species,state_structure,astra_authored_local_repair,reference_concept
TG:P0144:astra_node:e4e454e510406067ceb7,concept:v2:TG:supp:e4e454e510406067ceb7,TG,P0144,tuning ion coordination speciation,design_strategy,astra_authored_local_repair,reference_concept
TG:P0144:astra_node:35697c886f6ab0b1a189,concept:v2:TG:supp:35697c886f6ab0b1a189,TG,P0144,large negative thermopower and power density,performance_function,astra_authored_local_repair,reference_concept
TG:P0075:astra_node:44aba9f715151f08eb83,concept:v2:TG:supp:44aba9f715151f08eb83,TG,P0075,thermogalvanic effect and constant gel elastic modulus,mechanism_process,astra_authored_local_repair,reference_concept
TG:P0075:astra_node:2216efa6152f0572ca82,concept:v2:TG:supp:2216efa6152f0572ca82,TG,P0075,sensor operation under stretching,performance_function,astra_authored_local_repair,reference_concept
TG:P0278:astra_node:e8f71edf1ac1c15378a5,concept:v2:TG:supp:e8f71edf1ac1c15378a5,TG,P0278,different electrode solvation and suppressed convection,mechanism_process,astra_authored_local_repair,reference_concept
TG:P0278:astra_node:afb1831c2d94861e088a,concept:v2:TG:supp:afb1831c2d94861e088a,TG,P0278,effective thermal conductivity,quantity,astra_authored_local_repair,reference_concept
TG:P0278:astra_node:08b2c61d47ec8b2d8d17,concept:v2:TG:supp:08b2c61d47ec8b2d8d17,TG,P0278,porous graphite felt electrodes in biphasic thermocell,material_entity,astra_authored_local_repair,reference_concept
TG:P0278:astra_node:71053c77ee521ced14b8,concept:v2:TG:supp:71053c77ee521ced14b8,TG,P0278,output power,performance_function,astra_authored_local_repair,reference_concept
