concept_id,domain,display_label,semantic_role,source_roles,member_count,paper_count,source_mention_ids,paper_ids,normalization_status,human_review_required,concept_type
concept:v2:iTE:083f5398955ec18cbafb,iTE,bromine as a dopant,material_entity,"[""material_entity""]",1,1,"[""iTE:P0955:n1""]","[""P0955""]",retained_identity,False,evidence_concept
concept:v2:iTE:085305af8e22a51b51e6,iTE,Formamide,material_entity,"[""material_entity""]",1,1,"[""iTE:P0349:n1""]","[""P0349""]",retained_identity,False,evidence_concept
concept:v2:iTE:086e6d66dced1d0e5fcf,iTE,composite phase-change material,material_entity,"[""material_entity""]",1,1,"[""iTE:P0433:n1""]","[""P0433""]",retained_identity,False,evidence_concept
concept:v2:iTE:08799b340dc1a95a3f9c,iTE,similar carrier mobility,quantity,"[""quantity""]",1,1,"[""iTE:P1471:n3""]","[""P1471""]",retained_identity,False,evidence_concept
concept:v2:iTE:088b31541f93eb6ffce1,iTE,increasing the current pulses,design_strategy,"[""design_strategy""]",1,1,"[""iTE:P0820:n1""]","[""P0820""]",retained_identity,False,evidence_concept
concept:v2:iTE:08bad0d8741cb2b43914,iTE,电动学等效Seebeck系数,performance_function,"[""performance_function""]",1,1,"[""iTE:P0547:n3""]","[""P0547""]",retained_identity,False,evidence_concept
concept:v2:iTE:08bff29ba4a383c5955c,iTE,ionic nature of the Mn-O bonds,interaction,"[""interaction""]",1,1,"[""iTE:P0879:n1""]","[""P0879""]",retained_identity,False,evidence_concept
concept:v2:iTE:08ea3dc1a0a181fd4f43,iTE,metal binding with polymers,interaction,"[""interaction""]",1,1,"[""iTE:P1553:n2""]","[""P1553""]",retained_identity,False,evidence_concept
concept:v2:iTE:08eebbef5ee05f693324,iTE,bandgap modification,quantity,"[""quantity""]",1,1,"[""iTE:P1538:n3""]","[""P1538""]",retained_identity,False,evidence_concept
concept:v2:iTE:08f6ecdeadc11ae46d09,iTE,hydrophobic Ecoflex layer,material_entity,"[""material_entity""]",1,1,"[""iTE:P1547:n1""]","[""P1547""]",retained_identity,False,evidence_concept
concept:v2:iTE:08fabdb6dc309d46931b,iTE,generation of charge carriers,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0550:n2""]","[""P0550""]",retained_identity,False,evidence_concept
concept:v2:iTE:09102b71816dbf0f7b2d,iTE,EMImFeCl4,material_entity,"[""material_entity""]",1,1,"[""iTE:P0468:n1""]","[""P0468""]",retained_identity,False,evidence_concept
concept:v2:iTE:092efa8945137aacd4c8,iTE,二氧化硅纳米粒子,material_entity,"[""material_entity""]",3,3,"[""iTE:P0398:n1"", ""iTE:P0475:n1"", ""iTE:P0681:n3""]","[""P0398"", ""P0475"", ""P0681""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:09332897232078be160f,iTE,MXene nanosheets,material_entity,"[""material_entity""]",1,1,"[""iTE:P0430:n1""]","[""P0430""]",retained_identity,False,evidence_concept
concept:v2:iTE:093675dd7a15195fb8b0,iTE,阴离子扩散,mechanism_process,"[""mechanism_process""]",2,2,"[""iTE:P0367:n2"", ""iTE:P0438:n2""]","[""P0367"", ""P0438""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:0937fc51867cc546c7d2,iTE,generation of oxygen vacancies,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1477:n2""]","[""P1477""]",retained_identity,False,evidence_concept
concept:v2:iTE:093cc51774f3833948da,iTE,outstanding performance,performance_function,"[""performance_function""]",1,1,"[""iTE:P0576:n3""]","[""P0576""]",retained_identity,False,evidence_concept
concept:v2:iTE:095499a260070b8e90c3,iTE,接近1的ZT,performance_function,"[""performance_function""]",1,1,"[""iTE:P0897:n2""]","[""P0897""]",retained_identity,False,evidence_concept
concept:v2:iTE:095aff23e1cd862b4e2c,iTE,ion diffusion in large-size clusters,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1316:n3""]","[""P1316""]",retained_identity,False,evidence_concept
concept:v2:iTE:09602a78bebc87d4521a,iTE,YNiPn compounds,material_entity,"[""material_entity""]",1,1,"[""iTE:P1858:n1""]","[""P1858""]",retained_identity,False,evidence_concept
concept:v2:iTE:096758af311a1cd1e659,iTE,heavy band at the VBM,state_structure,"[""state_structure""]",1,1,"[""iTE:P1544:n2""]","[""P1544""]",retained_identity,False,evidence_concept
concept:v2:iTE:0997f91febd888400f4a,iTE,Double substitution with Gd and W,design_strategy,"[""design_strategy""]",1,1,"[""iTE:P1223:n1""]","[""P1223""]",retained_identity,False,evidence_concept
concept:v2:iTE:09a61c0ac65d9bac997e,iTE,Trivalent doping,design_strategy,"[""design_strategy""]",1,1,"[""iTE:P0898:n1""]","[""P0898""]",retained_identity,False,evidence_concept
concept:v2:iTE:09ed9280dbb5fbf2aca1,iTE,良好性能,performance_function,"[""performance_function""]",1,1,"[""iTE:P1393:n2""]","[""P1393""]",retained_identity,False,evidence_concept
concept:v2:iTE:0a11f604c69cdd0f614a,iTE,conductivity plateau,quantity,"[""quantity""]",1,1,"[""iTE:P1935:n2""]","[""P1935""]",retained_identity,False,evidence_concept
concept:v2:iTE:0a22c5b89b91a8837d85,iTE,移除PSS,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1613:n2""]","[""P1613""]",retained_identity,False,evidence_concept
concept:v2:iTE:0a375fe750bcb4681a09,iTE,bonding within the layer packages,interaction,"[""interaction""]",1,1,"[""iTE:P1820:n1""]","[""P1820""]",retained_identity,False,evidence_concept
concept:v2:iTE:0a4ce3bcee97d1e1a51d,iTE,氧活度,quantity,"[""quantity""]",2,2,"[""iTE:P1051:n1"", ""iTE:P1495:n1""]","[""P1051"", ""P1495""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:0a8566b27b0760d32a04,iTE,PEDOT:PSS电极中的选择透过聚阴离子,material_entity,"[""material_entity""]",2,2,"[""iTE:P0400:n2"", ""iTE:P1381:n1""]","[""P0400"", ""P1381""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:0a916c65152086413181,iTE,long range La-Te ionic interactions,interaction,"[""interaction""]",1,1,"[""iTE:P0664:n1""]","[""P0664""]",retained_identity,False,evidence_concept
concept:v2:iTE:0aa3bb964f147f805f77,iTE,ionic liquid concentration in the gel,quantity,"[""quantity""]",1,1,"[""iTE:P0425:n1""]","[""P0425""]",retained_identity,False,evidence_concept
concept:v2:iTE:0ab43d73302ff10deb0f,iTE,non-monotonic temperature variation of the Seebeck coefficient,performance_function,"[""performance_function""]",1,1,"[""iTE:P0766:n2""]","[""P0766""]",retained_identity,False,evidence_concept
concept:v2:iTE:0abd91578163ea520c8f,iTE,hemicellulose and lignin domains,state_structure,"[""state_structure""]",1,1,"[""iTE:P0439:n1""]","[""P0439""]",retained_identity,False,evidence_concept
concept:v2:iTE:0acc2b823534f2e16e8c,iTE,Rh substitution,design_strategy,"[""design_strategy""]",1,1,"[""iTE:P1078:n1""]","[""P1078""]",retained_identity,False,evidence_concept
concept:v2:iTE:0acf6276641604ab8cfb,iTE,low temperature phase transition of La 3 NbO 7,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1857:n2""]","[""P1857""]",retained_identity,False,evidence_concept
concept:v2:iTE:0ae13b3de1a4277ed370,iTE,alkali-metal vacancies,state_structure,"[""state_structure""]",1,1,"[""iTE:P1041:n1""]","[""P1041""]",retained_identity,False,evidence_concept
concept:v2:iTE:0af1382c74588ebb3972,iTE,nanochannels,state_structure,"[""state_structure""]",1,1,"[""iTE:P0757:n1""]","[""P0757""]",retained_identity,False,evidence_concept
concept:v2:iTE:0af635dbe8b4b12ab659,iTE,localized and anharmonic vibration of the Sr ions,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0937:n1""]","[""P0937""]",retained_identity,False,evidence_concept
concept:v2:iTE:0b02b7d7c7f4d4ff3d73,iTE,minimum formation energy for a mixed chemical reaction route,quantity,"[""quantity""]",1,1,"[""iTE:P1436:n1""]","[""P1436""]",retained_identity,False,evidence_concept
concept:v2:iTE:0b223b42bf27b06f76be,iTE,glassy thermal conductivity,quantity,"[""quantity""]",1,1,"[""iTE:P1534:n4""]","[""P1534""]",retained_identity,False,evidence_concept
concept:v2:iTE:0b3c921798a46f1051e5,iTE,Ag+输运热,quantity,"[""quantity""]",2,2,"[""iTE:P0717:n1"", ""iTE:P0842:n1""]","[""P0717"", ""P0842""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:0b4d2e1805e819b22943,iTE,band curvature,quantity,"[""quantity""]",1,1,"[""iTE:P1538:n2""]","[""P1538""]",retained_identity,False,evidence_concept
concept:v2:iTE:0b5de4e8eedd5bf9340b,iTE,synergistic ion-ion/ion-dipole interactions,interaction,"[""interaction""]",1,1,"[""iTE:P0536:n1""]","[""P0536""]",retained_identity,False,evidence_concept
concept:v2:iTE:0b93e64f8c8532e32c36,iTE,organic LTE,state_structure,"[""state_structure""]",1,1,"[""iTE:P0906:n1""]","[""P0906""]",retained_identity,False,evidence_concept
concept:v2:iTE:0bcc37e5e6565d392136,iTE,PEDOT:PSS电导率,quantity,"[""quantity""]",2,2,"[""iTE:P0932:n3"", ""iTE:P0940:n2""]","[""P0932"", ""P0940""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:0be30c2ac450c4614c14,iTE,higher charge transfer efficiency,quantity,"[""quantity""]",1,1,"[""iTE:P1542:n2""]","[""P1542""]",retained_identity,False,evidence_concept
concept:v2:iTE:0bedef5afb7b9359a276,iTE,超离子相变温度,quantity,"[""quantity""]",2,2,"[""iTE:P1207:n2"", ""iTE:P1377:n2""]","[""P1207"", ""P1377""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:0c1d286722e89d4c5ee5,iTE,stress-induced disaggregation mechanism,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0772:n1""]","[""P0772""]",retained_identity,False,evidence_concept
concept:v2:iTE:0c233e601aa4e475a8bd,iTE,共价特征,interaction,"[""interaction""]",1,1,"[""iTE:P1837:n2""]","[""P1837""]",retained_identity,False,evidence_concept
concept:v2:iTE:0c272ed0fdbac9f1963a,iTE,carrier (proton) ionization equilibrium,state_structure,"[""state_structure""]",1,1,"[""iTE:P0436:n2""]","[""P0436""]",retained_identity,False,evidence_concept
concept:v2:iTE:0c272eeb9e52fc635e0d,iTE,diffusion difference between cations and anions,quantity,"[""quantity""]",1,1,"[""iTE:P0350:n3""]","[""P0350""]",retained_identity,False,evidence_concept
concept:v2:iTE:0c5595ae2e5e462a9031,iTE,C和N掺杂,design_strategy,"[""design_strategy""]",2,2,"[""iTE:P0948:n1"", ""iTE:P1009:n1""]","[""P0948"", ""P1009""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:0c621e16db1052c87133,iTE,electron conduction,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1221:n2""]","[""P1221""]",retained_identity,False,evidence_concept
concept:v2:iTE:0c7526f8623778ac22c9,iTE,heavy-light band overlapping,state_structure,"[""state_structure""]",1,1,"[""iTE:P0933:n2""]","[""P0933""]",retained_identity,False,evidence_concept
concept:v2:iTE:0c98fa5d1b4ed5c18cbb,iTE,electronically driven rectification,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1497:n2""]","[""P1497""]",retained_identity,False,evidence_concept
concept:v2:iTE:0cc7f05546b73e0e453b,iTE,CBH直流电导载流类型待定,quantity,"[""quantity""]",1,1,"[""iTE:P1952:n2""]","[""P1952""]",retained_identity,False,evidence_concept
concept:v2:iTE:0cd218592e98c67218bd,iTE,增强的Hall迁移率,quantity,"[""quantity""]",1,1,"[""iTE:P1168:n3""]","[""P1168""]",retained_identity,False,evidence_concept
concept:v2:iTE:0cfda85aceb086ef7643,iTE,strong Berry curvature,quantity,"[""quantity""]",1,1,"[""iTE:P0781:n1""]","[""P0781""]",retained_identity,False,evidence_concept
concept:v2:iTE:0d102e4b0426954ebd58,iTE,离子电子混合性能,performance_function,"[""performance_function""]",1,1,"[""iTE:P1029:n3""]","[""P1029""]",retained_identity,False,evidence_concept
concept:v2:iTE:0d356540be383dd1419e,iTE,NCp layer,material_entity,"[""material_entity""]",1,1,"[""iTE:P0996:n1""]","[""P0996""]",retained_identity,False,evidence_concept
concept:v2:iTE:0d35ecf043e8a72662b3,iTE,ionic conductors,material_entity,"[""material_entity""]",1,1,"[""iTE:P0714:n4""]","[""P0714""]",retained_identity,False,evidence_concept
concept:v2:iTE:0d45c2cde545eaf57a13,iTE,carrier distribution,state_structure,"[""state_structure""]",1,1,"[""iTE:P1150:n2""]","[""P1150""]",retained_identity,False,evidence_concept
concept:v2:iTE:0d4aef7a93247478135e,iTE,interactions between PEGDMA monomers and cations and anions of the IL,interaction,"[""interaction""]",1,1,"[""iTE:P0644:n1""]","[""P0644""]",retained_identity,False,evidence_concept
concept:v2:iTE:0d6d4a0fc6273d6a83b4,iTE,individual nanowires,material_entity,"[""material_entity""]",1,1,"[""iTE:P0706:n1""]","[""P0706""]",retained_identity,False,evidence_concept
concept:v2:iTE:0d7e71a81c52d4a2befa,iTE,localized diffusional jumps of the copper ions within a confined octahedral environment,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0601:n1""]","[""P0601""]",retained_identity,False,evidence_concept
concept:v2:iTE:0d876ccd21ad800d2d5c,iTE,大离子热电势系数,performance_function,"[""performance_function""]",1,1,"[""iTE:P0436:n3""]","[""P0436""]",retained_identity,False,evidence_concept
concept:v2:iTE:0d957c7639f6b0a89feb,iTE,aggregate structure,state_structure,"[""state_structure""]",1,1,"[""iTE:P0684:n1""]","[""P0684""]",retained_identity,False,evidence_concept
concept:v2:iTE:0dc97c1868c0407ab8f7,iTE,increasing aO(2),condition,"[""condition""]",1,1,"[""iTE:P1781:n1""]","[""P1781""]",retained_identity,False,evidence_concept
concept:v2:iTE:0dd67c35e002a1a7cbd0,iTE,annealed at different temperatures up to 500 K,design_strategy,"[""design_strategy""]",1,1,"[""iTE:P1846:n1""]","[""P1846""]",retained_identity,False,evidence_concept
concept:v2:iTE:0dde410c413d3c3ab1b8,iTE,macroscopic structural integrity,performance_function,"[""performance_function""]",1,1,"[""iTE:P1966:n2""]","[""P1966""]",retained_identity,False,evidence_concept
concept:v2:iTE:0de2541e8a52ecb8dd32,iTE,wear resistance,performance_function,"[""performance_function""]",1,1,"[""iTE:P1454:n3""]","[""P1454""]",retained_identity,False,evidence_concept
concept:v2:iTE:0e1392de01096dbbce96,iTE,large rare earth ions,material_entity,"[""material_entity""]",1,1,"[""iTE:P0674:n1""]","[""P0674""]",retained_identity,False,evidence_concept
concept:v2:iTE:0e20c2873f2e23a919a2,iTE,PE-induced internal electric field,quantity,"[""quantity""]",1,1,"[""iTE:P0503:n1""]","[""P0503""]",retained_identity,False,evidence_concept
concept:v2:iTE:0e842a277c315dea6658,iTE,reduced in-plane conductivity contribution,quantity,"[""quantity""]",1,1,"[""iTE:P1947:n2""]","[""P1947""]",retained_identity,False,evidence_concept
concept:v2:iTE:0e9577318d1092589a5e,iTE,晶粒长大,mechanism_process,"[""mechanism_process""]",2,2,"[""iTE:P1132:n2"", ""iTE:P1840:n2""]","[""P1132"", ""P1840""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:0e97fb01fa489d887082,iTE,heavy atom at the center,material_entity,"[""material_entity""]",1,1,"[""iTE:P1453:n1""]","[""P1453""]",retained_identity,False,evidence_concept
concept:v2:iTE:0ea75fb02be0615507ee,iTE,voltage proportional to the square of the applied temperature gradient,performance_function,"[""performance_function""]",1,1,"[""iTE:P0736:n2""]","[""P0736""]",retained_identity,False,evidence_concept
concept:v2:iTE:0eaffa694c1990ec0f10,iTE,repeated charge and discharge cycles,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0371:n3""]","[""P0371""]",retained_identity,False,evidence_concept
concept:v2:iTE:0ef6c3d62d96bdebfe6d,iTE,"lone-pair electrons, weak interactions, and ionic bonding",state_structure,"[""state_structure""]",1,1,"[""iTE:P1522:n1""]","[""P1522""]",retained_identity,False,evidence_concept
concept:v2:iTE:0efcd10989401b2c585f,iTE,diffusion process at high frequency,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1637:n1""]","[""P1637""]",retained_identity,False,evidence_concept
concept:v2:iTE:0f0817accdf25f654fad,iTE,temperature gradient-induced unidirectional transport of protons,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0385:n1""]","[""P0385""]",retained_identity,False,evidence_concept
concept:v2:iTE:0f4469698ae072ebc4a8,iTE,small ZT,performance_function,"[""performance_function""]",1,1,"[""iTE:P1256:n2""]","[""P1256""]",retained_identity,False,evidence_concept
concept:v2:iTE:0f5342dfd30a03da47ed,iTE,IL additive,material_entity,"[""material_entity""]",1,1,"[""iTE:P0858:n1""]","[""P0858""]",retained_identity,False,evidence_concept
concept:v2:iTE:0f61c6b87653be52c93b,iTE,ionic radii of Sc3+ and Y3+ smaller than Ca2+,quantity,"[""quantity""]",1,1,"[""iTE:P0867:n1""]","[""P0867""]",retained_identity,False,evidence_concept
concept:v2:iTE:0f723e160f7c6eed6509,iTE,thermal conductivity of superionic Na0.2Cu1.8S,quantity,"[""quantity""]",1,1,"[""iTE:P0726:n1""]","[""P0726""]",retained_identity,False,evidence_concept
concept:v2:iTE:0f817d364ed9d45026ef,iTE,interstitial Mg,material_entity,"[""material_entity""]",1,1,"[""iTE:P1530:n1""]","[""P1530""]",retained_identity,False,evidence_concept
concept:v2:iTE:0f8c12889c59cca58457,iTE,离子扩散系数,quantity,"[""quantity""]",3,3,"[""iTE:P0375:n2"", ""iTE:P0376:n2"", ""iTE:P0394:n3""]","[""P0375"", ""P0376"", ""P0394""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:0f909568a0aec36c696c,iTE,stiffness of the Co-Sb bonds,quantity,"[""quantity""]",1,1,"[""iTE:P1295:n2""]","[""P1295""]",retained_identity,False,evidence_concept
concept:v2:iTE:0f9d77a4b2183341d41c,iTE,high conductivity state,state_structure,"[""state_structure""]",1,1,"[""iTE:P1667:n3""]","[""P1667""]",retained_identity,False,evidence_concept
concept:v2:iTE:0fac2d2adeb196234c1d,iTE,specific capacitance,quantity,"[""quantity""]",1,1,"[""iTE:P0356:n2""]","[""P0356""]",retained_identity,False,evidence_concept
concept:v2:iTE:0fdad98b53fb525b0bea,iTE,covalent/ionic exchange of the Co-Sb and Sb-Sb bonds,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0912:n1""]","[""P0912""]",retained_identity,False,evidence_concept
concept:v2:iTE:0ff10930cc5140eb34be,iTE,pressure-dependent thermal conductivity,quantity,"[""quantity""]",1,1,"[""iTE:P1427:n2""]","[""P1427""]",retained_identity,False,evidence_concept
concept:v2:iTE:101d0a126511362f46a1,iTE,CaGeO3,material_entity,"[""material_entity""]",1,1,"[""iTE:P0513:n1""]","[""P0513""]",retained_identity,False,evidence_concept
concept:v2:iTE:104061aeb5bab7738554,iTE,adapt to the curved surface of the human body and deformation of the ankle,performance_function,"[""performance_function""]",1,1,"[""iTE:P1122:n2""]","[""P1122""]",retained_identity,False,evidence_concept
concept:v2:iTE:10499b2d6b104f17d485,iTE,离子热电响应,performance_function,"[""performance_function""]",3,3,"[""iTE:P0527:n2"", ""iTE:P0564:n3"", ""iTE:P0571:n3""]","[""P0527"", ""P0564"", ""P0571""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:104de43e6e9c1017cc8f,iTE,immobile bismuth(III) ions,material_entity,"[""material_entity""]",1,1,"[""iTE:P1350:n1""]","[""P1350""]",retained_identity,False,evidence_concept
concept:v2:iTE:10769179943797785050,iTE,thermal conductivity of the three ILs,quantity,"[""quantity""]",1,1,"[""iTE:P1259:n2""]","[""P1259""]",retained_identity,False,evidence_concept
concept:v2:iTE:108f3910db13c1e0276b,iTE,reciprocating migration of ions,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0828:n3""]","[""P0828""]",retained_identity,False,evidence_concept
concept:v2:iTE:1090afc722487374b41c,iTE,Na-Se ionic bond,interaction,"[""interaction""]",1,1,"[""iTE:P1470:n2""]","[""P1470""]",retained_identity,False,evidence_concept
concept:v2:iTE:10a2957b50638b7ab425,iTE,proton conductivity,quantity,"[""quantity""]",1,1,"[""iTE:P1636:n1""]","[""P1636""]",retained_identity,False,evidence_concept
concept:v2:iTE:10b48f3f7c80d0f605aa,iTE,electrode reactions,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0924:n2""]","[""P0924""]",retained_identity,False,evidence_concept
concept:v2:iTE:10c0a78f95c4c5fe0b8e,iTE,mutual diffusivity coefficient,quantity,"[""quantity""]",1,1,"[""iTE:P0635:n3""]","[""P0635""]",retained_identity,False,evidence_concept
concept:v2:iTE:10c2d4cf0a6054af3db5,iTE,strong wet adhesion and robust mechanical stability,performance_function,"[""performance_function""]",1,1,"[""iTE:P1154:n2""]","[""P1154""]",retained_identity,False,evidence_concept
concept:v2:iTE:10fbe2c83bebe120a87d,iTE,magnetic ground state,state_structure,"[""state_structure""]",1,1,"[""iTE:P1715:n2""]","[""P1715""]",retained_identity,False,evidence_concept
concept:v2:iTE:111e5048d6bbaaf7e907,iTE,mobility of Ca2+ and Li+ ions,quantity,"[""quantity""]",1,1,"[""iTE:P1669:n3""]","[""P1669""]",retained_identity,False,evidence_concept
concept:v2:iTE:11638232a36614651173,iTE,diffusion of [Fe(CN)6]3-/4-,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P0434:n3""]","[""P0434""]",retained_identity,False,evidence_concept
concept:v2:iTE:1168d1e55e9ee837af44,iTE,Lorenz number,quantity,"[""quantity""]",1,1,"[""iTE:P0802:n2""]","[""P0802""]",retained_identity,False,evidence_concept
concept:v2:iTE:116e98bde6a495fc6c40,iTE,n- and p-type CNTs,material_entity,"[""material_entity""]",1,1,"[""iTE:P0453:n2""]","[""P0453""]",retained_identity,False,evidence_concept
concept:v2:iTE:11c152f46c58350ed84d,iTE,an electron-donor like a group-I/II-element or as a d-metal,material_entity,"[""material_entity""]",1,1,"[""iTE:P1829:n2""]","[""P1829""]",retained_identity,False,evidence_concept
concept:v2:iTE:11cb128725e0f1a0d29d,iTE,negative interfacial polarization,state_structure,"[""state_structure""]",1,1,"[""iTE:P0481:n2""]","[""P0481""]",retained_identity,False,evidence_concept
concept:v2:iTE:11fa5d7aa9fea3bbeba5,iTE,ionic liquid,material_entity,"[""material_entity""]",1,1,"[""iTE:P0478:n1""]","[""P0478""]",retained_identity,False,evidence_concept
concept:v2:iTE:11fffcc9e2c3e9aa75d0,iTE,limited tendency toward forming solid solutions,quantity,"[""quantity""]",1,1,"[""iTE:P1400:n2""]","[""P1400""]",retained_identity,False,evidence_concept
concept:v2:iTE:1209d23d728e1475ef68,iTE,P/D/ED film,material_entity,"[""material_entity""]",1,1,"[""iTE:P0890:n1""]","[""P0890""]",retained_identity,False,evidence_concept
concept:v2:iTE:120e7b0c9ca20d19cfde,iTE,increasing values of x,quantity,"[""quantity""]",1,1,"[""iTE:P1776:n1""]","[""P1776""]",retained_identity,False,evidence_concept
concept:v2:iTE:12125e7bffe573134b0f,iTE,electrochemical capacity retention during cycling,performance_function,"[""performance_function""]",1,1,"[""iTE:P0799:n2""]","[""P0799""]",retained_identity,False,evidence_concept
concept:v2:iTE:1223a4dfa1e2a0b0f501,iTE,increased bending of the Mn-O-Mn bond,state_structure,"[""state_structure""]",1,1,"[""iTE:P1936:n1""]","[""P1936""]",retained_identity,False,evidence_concept
concept:v2:iTE:122fd691c7c295ac6b7d,iTE,ionic liquids,material_entity,"[""material_entity""]",1,1,"[""iTE:P0626:n1""]","[""P0626""]",retained_identity,False,evidence_concept
concept:v2:iTE:123675f06f1a6a7fec97,iTE,redistribution and migration of charged defects,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1237:n1""]","[""P1237""]",retained_identity,False,evidence_concept
concept:v2:iTE:126d76e332915fa96801,iTE,"polyvinyl alcohol (PVA), borax, and LiCl-based hydrogel",material_entity,"[""material_entity""]",1,1,"[""iTE:P0918:n1""]","[""P0918""]",retained_identity,False,evidence_concept
concept:v2:iTE:1271acebf2533ba34691,iTE,dopant scattering,mechanism_process,"[""mechanism_process""]",1,1,"[""iTE:P1632:n1""]","[""P1632""]",retained_identity,False,evidence_concept
concept:v2:iTE:129403f636de9b3d0a10,iTE,strain-field,quantity,"[""quantity""]",1,1,"[""iTE:P0752:n2""]","[""P0752""]",retained_identity,False,evidence_concept
concept:v2:iTE:129af1011d178cc4015d,iTE,CVD-grown Se-carbon films,material_entity,"[""material_entity""]",1,1,"[""iTE:P1859:n1""]","[""P1859""]",retained_identity,False,evidence_concept
concept:v2:iTE:12a85d6163e1e3b25ca1,iTE,complexation,interaction,"[""interaction""]",1,1,"[""iTE:P0342:n2""]","[""P0342""]",retained_identity,False,evidence_concept
concept:v2:iTE:12acee5fc23822f9cd24,iTE,polarized membrane,material_entity,"[""material_entity""]",1,1,"[""iTE:P0567:n1""]","[""P0567""]",retained_identity,False,evidence_concept
concept:v2:iTE:12d750f42cf52e3e263c,iTE,heat treatment,design_strategy,"[""design_strategy""]",1,1,"[""iTE:P1924:n1""]","[""P1924""]",retained_identity,False,evidence_concept
concept:v2:iTE:12ec882db73abcca20d2,iTE,duration of the ionic Seebeck enhancement,quantity,"[""quantity""]",1,1,"[""iTE:P0656:n2""]","[""P0656""]",retained_identity,False,evidence_concept
concept:v2:iTE:12f0e0a287350eb306af,iTE,GO/MA NCs,material_entity,"[""material_entity""]",1,1,"[""iTE:P1806:n1""]","[""P1806""]",retained_identity,False,evidence_concept
concept:v2:iTE:13270efc765c169cdec3,iTE,temperature-dependent width to the electronic states,quantity,"[""quantity""]",1,1,"[""iTE:P0805:n2""]","[""P0805""]",retained_identity,False,evidence_concept
concept:v2:iTE:1343d83d108a7f197211,iTE,NIR response,performance_function,"[""performance_function""]",1,1,"[""iTE:P1942:n2""]","[""P1942""]",retained_identity,False,evidence_concept
concept:v2:iTE:1353488881aa3a0327b3,iTE,相变,mechanism_process,"[""mechanism_process""]",2,2,"[""iTE:P1593:n2"", ""iTE:P1611:n1""]","[""P1593"", ""P1611""]",astra_equivalence_accepted,False,evidence_concept
concept:v2:iTE:136a99ce79e8857d953b,iTE,Engineering the configurational entropy,design_strategy,"[""design_strategy""]",1,1,"[""iTE:P1176:n1""]","[""P1176""]",retained_identity,False,evidence_concept
concept:v2:iTE:1381e6c0bcab9956d659,iTE,covalent cross-linked polymer network,state_structure,"[""state_structure""]",1,1,"[""iTE:P0408:n1""]","[""P0408""]",retained_identity,False,evidence_concept
concept:v2:iTE:13bd3fe570b9371c8320,iTE,unstable electronic structure,state_structure,"[""state_structure""]",1,1,"[""iTE:P0953:n1""]","[""P0953""]",retained_identity,False,evidence_concept
concept:v2:iTE:13c33eeed6c42cf3e29e,iTE,n-type electrical properties,performance_function,"[""performance_function""]",1,1,"[""iTE:P0508:n2""]","[""P0508""]",retained_identity,False,evidence_concept
concept:v2:iTE:13cb553bafb0074c6cf1,iTE,temperature independency,performance_function,"[""performance_function""]",1,1,"[""iTE:P1920:n2""]","[""P1920""]",retained_identity,False,evidence_concept
concept:v2:iTE:13d36a4fe2b730e99ed3,iTE,optical properties,quantity,"[""quantity""]",1,1,"[""iTE:P1682:n3""]","[""P1682""]",retained_identity,False,evidence_concept
concept:v2:iTE:140c74ce28e62eea7bdc,iTE,predominance of iodine,quantity,"[""quantity""]",1,1,"[""iTE:P1817:n1""]","[""P1817""]",retained_identity,False,evidence_concept
concept:v2:iTE:1413b8242ed78b1f5bbd,iTE,subnanometer-scale confinement of ions,state_structure,"[""state_structure""]",1,1,"[""iTE:P0355:n1""]","[""P0355""]",retained_identity,False,evidence_concept
