mention_id,domain,paper_id,concept_id,previous_concept_id,mapping_action,semantic_role,role_source,raw_label
TG:P0229:n3,TG,P0229,concept:v2:TG:fbf84310b1aa98f8632c,draft:v2:TG:fbf84310b1aa98f8632c,merged_explicitly_reviewed,quantity,preserved_source_model_role,ohmic overpotential
TG:P0230:n1,TG,P0230,concept:v2:TG:fc2ac8d8aa966742b5e1,draft:v2:TG:fc2ac8d8aa966742b5e1,retained_singleton,condition,preserved_source_model_role,Temperature and Reynolds number
TG:P0259:n1,TG,P0259,concept:v2:TG:fc5a4dbb46e41232f6f3,draft:v2:TG:fc5a4dbb46e41232f6f3,retained_singleton,material_entity,preserved_source_model_role,glycerol and Li+
TG:P0052:n2,TG,P0052,concept:v2:TG:fcde71959fd501cb572f,draft:v2:TG:fcde71959fd501cb572f,retained_singleton,performance_function,preserved_source_model_role,flexibility at -80 degrees C
TG:P0311:n1,TG,P0311,concept:v2:TG:fd33e73ecfc9032e2706,draft:v2:TG:fd33e73ecfc9032e2706,retained_singleton,mechanism_process,preserved_source_model_role,release of the glyme from the lithium-glyme complex cation
TG:P0062:n2,TG,P0062,concept:v2:TG:fd5a52e0edd82286a0ef,draft:v2:TG:fd5a52e0edd82286a0ef,retained_singleton,performance_function,preserved_source_model_role,tensile/compressive stress and deformation at break
TG:P0220:n2,TG,P0220,concept:v2:TG:fdbacfaa0816fa8a0656,draft:v2:TG:fdbacfaa0816fa8a0656,retained_singleton,state_structure,preserved_source_model_role,asymmetry in the interfaces of the electrical double layer
TG:P0040:n2,TG,P0040,concept:v2:TG:fdf75699a508b135c7f4,draft:v2:TG:fdf75699a508b135c7f4,retained_singleton,mechanism_process,preserved_source_model_role,thermo-reversible gelling
TG:P0221:n3,TG,P0221,concept:v2:TG:fe40944a14adbb490369,draft:v2:TG:fe40944a14adbb490369,retained_singleton,performance_function,preserved_source_model_role,alternating pulse voltage
TG:P0332:n2,TG,P0332,concept:v2:TG:fed6f45952b29ce1de3f,draft:v2:TG:fed6f45952b29ce1de3f,retained_singleton,performance_function,preserved_source_model_role,supply electric power after the temperature difference between the electrodes was removed
TG:P0094:n4,TG,P0094,concept:v2:TG:ff17eb3bb4cae01555f4,draft:v2:TG:ff17eb3bb4cae01555f4,retained_singleton,mechanism_process,preserved_source_model_role,homogeneous electrocatalysis of electron transfer
TG:P0016:n2,TG,P0016,concept:v2:TG:ff846fd0377c1ae51a74,draft:v2:TG:ff846fd0377c1ae51a74,retained_singleton,state_structure,preserved_source_model_role,interconnected porous structure of the gel
iTE:P0836:n2,iTE,P0836,concept:v2:iTE:003afcf00b040417752e,draft:v2:iTE:003afcf00b040417752e,retained_singleton,mechanism_process,preserved_source_model_role,regeneration
iTE:P1717:n2,iTE,P1717,concept:v2:iTE:003fdb2de51ebaa711b5,draft:v2:iTE:003fdb2de51ebaa711b5,retained_singleton,mechanism_process,preserved_source_model_role,abnormal grain growth
iTE:P0772:n2,iTE,P0772,concept:v2:iTE:0041e126abc02b8e7f81,draft:v2:iTE:0041e126abc02b8e7f81,retained_singleton,performance_function,preserved_source_model_role,toughen the gel
iTE:P1807:n2,iTE,P1807,concept:v2:iTE:00451a5ae7cc403da2a1,draft:v2:iTE:00451a5ae7cc403da2a1,retained_singleton,state_structure,preserved_source_model_role,p-type (2DHG) to n-type (2DEG)
iTE:P1521:n2,iTE,P1521,concept:v2:iTE:005901bb657f64aa868c,draft:v2:iTE:005901bb657f64aa868c,retained_singleton,state_structure,preserved_source_model_role,defect dipoles
iTE:P0475:n2,iTE,P0475,concept:v2:iTE:005a973b9440364b677e,draft:v2:iTE:005a973b9440364b677e,retained_singleton,material_entity,preserved_source_model_role,gelatin-based iTEG
iTE:P0501:n1,iTE,P0501,concept:v2:iTE:007100f76e13c09f7ffb,draft:v2:iTE:007100f76e13c09f7ffb,retained_singleton,material_entity,preserved_source_model_role,Cl- ions
iTE:P0387:n3,iTE,P0387,concept:v2:iTE:0091d93db7c6b4738ed1,draft:v2:iTE:0091d93db7c6b4738ed1,retained_singleton,material_entity,preserved_source_model_role,cation-generating species
iTE:P1910:n1,iTE,P1910,concept:v2:iTE:00969e8b7424aacbbbb9,draft:v2:iTE:00969e8b7424aacbbbb9,retained_singleton,state_structure,preserved_source_model_role,stronger electronic disorder for Gd doping
iTE:P1381:n2,iTE,P1381,concept:v2:iTE:00ad4fd3aa0830f5d98a,draft:v2:iTE:00ad4fd3aa0830f5d98a,retained_singleton,quantity,preserved_source_model_role,cation concentration differences at the electrode/electrolyte interface
iTE:P1460:n1,iTE,P1460,concept:v2:iTE:00b4953819980b2d1a1f,draft:v2:iTE:00b4953819980b2d1a1f,retained_singleton,quantity,preserved_source_model_role,strain energy and Coulomb energy
iTE:P1617:n1,iTE,P1617,concept:v2:iTE:00be70c8a1b547ee2481,draft:v2:iTE:00be70c8a1b547ee2481,retained_singleton,quantity,preserved_source_model_role,solute boundary laver thickness
iTE:P0366:n1,iTE,P0366,concept:v2:iTE:00ce2882da849400c84d,draft:v2:iTE:00ce2882da849400c84d,retained_singleton,condition,preserved_source_model_role,humidity levels in the atmosphere
iTE:P0574:n2,iTE,P0574,concept:v2:iTE:00d15a18eb3441ba4dac,draft:v2:iTE:00d15a18eb3441ba4dac,merged_explicitly_reviewed,performance_function,preserved_source_model_role,mechanical and electrical properties
iTE:P0815:n2,iTE,P0815,concept:v2:iTE:00d15a18eb3441ba4dac,draft:v2:iTE:00d15a18eb3441ba4dac,merged_explicitly_reviewed,performance_function,preserved_source_model_role,electrical and mechanical properties
iTE:P1953:n2,iTE,P1953,concept:v2:iTE:00e16241baba18b43cc1,draft:v2:iTE:00e16241baba18b43cc1,retained_singleton,application,preserved_source_model_role,ultraviolet shield
iTE:P1951:n2,iTE,P1951,concept:v2:iTE:00e63b33c65210df9579,draft:v2:iTE:00e63b33c65210df9579,retained_singleton,quantity,preserved_source_model_role,larger lattice constant for the bromide variant
iTE:P0365:n1,iTE,P0365,concept:v2:iTE:01326ebae5cbca77b274,draft:v2:iTE:01326ebae5cbca77b274,retained_singleton,interaction,astra_completion,hydration properties of LiCl
iTE:P1190:n2,iTE,P1190,concept:v2:iTE:0133424b4e8271bd5751,draft:v2:iTE:0133424b4e8271bd5751,retained_singleton,quantity,preserved_source_model_role,R-s
iTE:P0768:n2,iTE,P0768,concept:v2:iTE:01377a49011eef8d6e66,draft:v2:iTE:01377a49011eef8d6e66,retained_singleton,quantity,preserved_source_model_role,carrier entropy
iTE:P1891:n1,iTE,P1891,concept:v2:iTE:015cdd41c027c7786f5b,draft:v2:iTE:015cdd41c027c7786f5b,retained_singleton,descriptor,astra_completion,Chemical dissimilarity among the II and I/IV atoms
iTE:P1477:n3,iTE,P1477,concept:v2:iTE:0174e601926b72a4a958,draft:v2:iTE:0174e601926b72a4a958,merged_explicitly_reviewed,quantity,preserved_source_model_role,electron density
iTE:P1680:n2,iTE,P1680,concept:v2:iTE:0174e601926b72a4a958,draft:v2:iTE:0174e601926b72a4a958,merged_explicitly_reviewed,quantity,preserved_source_model_role,n-type carrier density
iTE:P1175:n1,iTE,P1175,concept:v2:iTE:01790e3a725e09b9803d,draft:v2:iTE:01790e3a725e09b9803d,retained_singleton,material_entity,preserved_source_model_role,carbon nanotubes (CNT) and reduced graphene oxide (rGO)
iTE:P0355:n3,iTE,P0355,concept:v2:iTE:01897bc03a2509510bb2,draft:v2:iTE:01897bc03a2509510bb2,retained_singleton,mechanism_process,preserved_source_model_role,Selective migration of conducting ions down thermal gradients
iTE:P0702:n1,iTE,P0702,concept:v2:iTE:018bf4b9554155934b61,draft:v2:iTE:018bf4b9554155934b61,retained_singleton,mechanism_process,preserved_source_model_role,Ostwald ripening
iTE:P0350:n2,iTE,P0350,concept:v2:iTE:01cc948eb8ed4549f747,draft:v2:iTE:01cc948eb8ed4549f747,merged_explicitly_reviewed,quantity,preserved_source_model_role,ionic mobility
iTE:P0406:n2,iTE,P0406,concept:v2:iTE:01cc948eb8ed4549f747,draft:v2:iTE:01cc948eb8ed4549f747,merged_explicitly_reviewed,quantity,preserved_source_model_role,mobility of the ions
iTE:P0467:n2,iTE,P0467,concept:v2:iTE:01cc948eb8ed4549f747,draft:v2:iTE:01cc948eb8ed4549f747,merged_explicitly_reviewed,quantity,preserved_source_model_role,ion mobility
iTE:P0532:n2,iTE,P0532,concept:v2:iTE:01cc948eb8ed4549f747,draft:v2:iTE:01cc948eb8ed4549f747,merged_explicitly_reviewed,quantity,preserved_source_model_role,ionic mobility
iTE:P0679:n3,iTE,P0679,concept:v2:iTE:01cc948eb8ed4549f747,draft:v2:iTE:01cc948eb8ed4549f747,merged_explicitly_reviewed,quantity,preserved_source_model_role,ionic mobility
iTE:P0685:n2,iTE,P0685,concept:v2:iTE:01cc948eb8ed4549f747,draft:v2:iTE:01cc948eb8ed4549f747,merged_explicitly_reviewed,quantity,preserved_source_model_role,ionic mobility
iTE:P0438:n3,iTE,P0438,concept:v2:iTE:01ddcb9ea88220a577de,draft:v2:iTE:01ddcb9ea88220a577de,retained_singleton,quantity,preserved_source_model_role,Eastman entropy associated with cation transport
iTE:P1835:n2,iTE,P1835,concept:v2:iTE:01e898a352aef92f8439,draft:v2:iTE:01e898a352aef92f8439,retained_singleton,quantity,preserved_source_model_role,concentration of electrons
iTE:P0620:n1,iTE,P0620,concept:v2:iTE:028288e09f89ff63cbcc,draft:v2:iTE:028288e09f89ff63cbcc,retained_singleton,quantity,preserved_source_model_role,water concentration difference
iTE:P0583:n3,iTE,P0583,concept:v2:iTE:02aa873acd05368ce296,draft:v2:iTE:02aa873acd05368ce296,retained_singleton,mechanism_process,preserved_source_model_role,N-type thermoelectric mechanism
iTE:P1359:n1,iTE,P1359,concept:v2:iTE:02b1a0706185fac5597e,draft:v2:iTE:02b1a0706185fac5597e,retained_singleton,quantity,preserved_source_model_role,increase of V4+-V5+ or V3+-V4+ ion pairs
iTE:P0710:n2,iTE,P0710,concept:v2:iTE:02c8c25db1cf19b01571,draft:v2:iTE:02c8c25db1cf19b01571,retained_singleton,state_structure,preserved_source_model_role,conduction band minimum (CBM)
iTE:P1725:n1,iTE,P1725,concept:v2:iTE:02cada25423afce10012,draft:v2:iTE:02cada25423afce10012,retained_singleton,design_strategy,preserved_source_model_role,substitution
iTE:P0353:n5,iTE,P0353,concept:v2:iTE:02cf13848c9f4aa10834,draft:v2:iTE:02cf13848c9f4aa10834,merged_explicitly_reviewed,performance_function,preserved_source_model_role,continuous power generation
iTE:P0510:n3,iTE,P0510,concept:v2:iTE:02cf13848c9f4aa10834,draft:v2:iTE:02cf13848c9f4aa10834,merged_explicitly_reviewed,performance_function,preserved_source_model_role,continuous electricity generation
iTE:P0353:n2,iTE,P0353,concept:v2:iTE:02d3fe74b5f4b1bce0a1,draft:v2:iTE:02d3fe74b5f4b1bce0a1,retained_singleton,mechanism_process,preserved_source_model_role,thermally diffused ions to convey electrons
iTE:P1948:n2,iTE,P1948,concept:v2:iTE:031135c293fd363a5b14,draft:v2:iTE:031135c293fd363a5b14,retained_singleton,quantity,preserved_source_model_role,anomalous narrowing of the band gap of EuYbCuSe3
iTE:P1509:n2,iTE,P1509,concept:v2:iTE:0324c8e76eb8bc1fe363,draft:v2:iTE:0324c8e76eb8bc1fe363,retained_singleton,quantity,preserved_source_model_role,half-metallic gap
iTE:P0687:n1,iTE,P0687,concept:v2:iTE:03319bdf600c804448d4,draft:v2:iTE:03319bdf600c804448d4,retained_singleton,descriptor,preserved_source_model_role,FractionCSP3 and molecular weight
iTE:P1177:n2,iTE,P1177,concept:v2:iTE:03339fd56cf89a4c0889,draft:v2:iTE:03339fd56cf89a4c0889,retained_singleton,state_structure,preserved_source_model_role,large lattice distortion
iTE:P1504:n3,iTE,P1504,concept:v2:iTE:0338c163d9c44db3b320,draft:v2:iTE:0338c163d9c44db3b320,retained_singleton,quantity,preserved_source_model_role,dielectric constants
iTE:P1857:n1,iTE,P1857,concept:v2:iTE:03528a59c69b2686d618,draft:v2:iTE:03528a59c69b2686d618,retained_singleton,design_strategy,preserved_source_model_role,Y 3+ doped
iTE:P0896:n1,iTE,P0896,concept:v2:iTE:038068a327b467c2bd87,draft:v2:iTE:038068a327b467c2bd87,retained_singleton,material_entity,preserved_source_model_role,pristine
iTE:P1631:n1,iTE,P1631,concept:v2:iTE:038d73e0f36bb2db031e,draft:v2:iTE:038d73e0f36bb2db031e,retained_singleton,interaction,preserved_source_model_role,higher covalency of La-O bonds
iTE:P1907:n1,iTE,P1907,concept:v2:iTE:03933d6b64bfcddd2a88,draft:v2:iTE:03933d6b64bfcddd2a88,merged_explicitly_reviewed,quantity,preserved_source_model_role,decreasing ionic radius of R3+
iTE:P1952:n1,iTE,P1952,concept:v2:iTE:03933d6b64bfcddd2a88,draft:v2:iTE:03933d6b64bfcddd2a88,merged_explicitly_reviewed,quantity,preserved_source_model_role,decreasing ionic radius
iTE:P1635:n1,iTE,P1635,concept:v2:iTE:03e6471d6c6363cf2713,draft:v2:iTE:03e6471d6c6363cf2713,retained_singleton,state_structure,preserved_source_model_role,metal-like behavior
iTE:P1680:n3,iTE,P1680,concept:v2:iTE:03ff83e5f01b2eedc069,draft:v2:iTE:03ff83e5f01b2eedc069,retained_singleton,mechanism_process,astra_completion,unusual Cu doping effect
iTE:P0362:n2,iTE,P0362,concept:v2:iTE:041af16f92de104dfb94,draft:v2:iTE:041af16f92de104dfb94,retained_singleton,quantity,preserved_source_model_role,entropy changes
iTE:P0537:n2,iTE,P0537,concept:v2:iTE:04611f42d16bf0cb4fe4,draft:v2:iTE:04611f42d16bf0cb4fe4,retained_singleton,state_structure,preserved_source_model_role,anion-rich clusters
iTE:P1295:n1,iTE,P1295,concept:v2:iTE:046142087603e411bac8,draft:v2:iTE:046142087603e411bac8,retained_singleton,interaction,preserved_source_model_role,new ionic Ti-Sb bonds
iTE:P1419:n2,iTE,P1419,concept:v2:iTE:047b0b3642fee647e377,draft:v2:iTE:047b0b3642fee647e377,retained_singleton,quantity,preserved_source_model_role,reducing kappa(L)
iTE:P1355:n1,iTE,P1355,concept:v2:iTE:0485125d208dd904707e,draft:v2:iTE:0485125d208dd904707e,merged_explicitly_reviewed,interaction,preserved_source_model_role,electron-electron interaction caused by the presence of disorder
iTE:P1511:n3,iTE,P1511,concept:v2:iTE:0485125d208dd904707e,draft:v2:iTE:0485125d208dd904707e,merged_explicitly_reviewed,interaction,preserved_source_model_role,electron-electron interaction
iTE:P0600:n2,iTE,P0600,concept:v2:iTE:048ca2c18905c47e84b0,draft:v2:iTE:048ca2c18905c47e84b0,retained_singleton,performance_function,preserved_source_model_role,sign and magnitude of the ionic Seebeck coefficient
iTE:P1538:n1,iTE,P1538,concept:v2:iTE:048e19bab427f871e4e1,draft:v2:iTE:048e19bab427f871e4e1,retained_singleton,material_entity,preserved_source_model_role,isovalent dopants
iTE:P1468:n3,iTE,P1468,concept:v2:iTE:0490158512303dce01c5,draft:v2:iTE:0490158512303dce01c5,retained_singleton,performance_function,preserved_source_model_role,subsecond dynamics
iTE:P1685:n1,iTE,P1685,concept:v2:iTE:04968b351a0d49dc4a03,draft:v2:iTE:04968b351a0d49dc4a03,retained_singleton,quantity,preserved_source_model_role,deviation from the ideal stoichiometry La1/3CoO2
iTE:P0427:n2,iTE,P0427,concept:v2:iTE:04a2cdcc7c2a373e67dd,draft:v2:iTE:04a2cdcc7c2a373e67dd,retained_singleton,quantity,preserved_source_model_role,electrical conductivity of K-E@SW/EDTA-F
iTE:P1236:n1,iTE,P1236,concept:v2:iTE:04dbd200923b642c8145,draft:v2:iTE:04dbd200923b642c8145,retained_singleton,mechanism_process,preserved_source_model_role,ionic hysteresis at heterointerfaces
iTE:P0698:n2,iTE,P0698,concept:v2:iTE:04dbe12e32e18f2e97a6,draft:v2:iTE:04dbe12e32e18f2e97a6,retained_singleton,mechanism_process,preserved_source_model_role,diffuson-mediated transport
iTE:P1073:n1,iTE,P1073,concept:v2:iTE:04e0654cc085b7f9f946,draft:v2:iTE:04e0654cc085b7f9f946,retained_singleton,design_strategy,preserved_source_model_role,SWCNTs net into polymer matrix alongside gold chloride doping and chemical post-treatment
iTE:P0415:n3,iTE,P0415,concept:v2:iTE:04f4f24d5424b48133bd,draft:v2:iTE:04f4f24d5424b48133bd,retained_singleton,performance_function,preserved_source_model_role,temperature sensing amplification
iTE:P0516:n1,iTE,P0516,concept:v2:iTE:04f93c369e8617e2c36e,draft:v2:iTE:04f93c369e8617e2c36e,merged_explicitly_reviewed,interaction,preserved_source_model_role,weak ionic bonding
iTE:P1255:n1,iTE,P1255,concept:v2:iTE:04f93c369e8617e2c36e,draft:v2:iTE:04f93c369e8617e2c36e,merged_explicitly_reviewed,interaction,preserved_source_model_role,weakness of the ionic bonds
iTE:P0569:n2,iTE,P0569,concept:v2:iTE:05053d1739f31c8daf9a,draft:v2:iTE:05053d1739f31c8daf9a,retained_singleton,performance_function,preserved_source_model_role,increment
iTE:P1033:n2,iTE,P1033,concept:v2:iTE:0508483a63240a511ec3,draft:v2:iTE:0508483a63240a511ec3,retained_singleton,quantity,preserved_source_model_role,activation energies
iTE:P1796:n2,iTE,P1796,concept:v2:iTE:050b8553df31d0f84dcd,draft:v2:iTE:050b8553df31d0f84dcd,retained_singleton,performance_function,preserved_source_model_role,CRS characteristics
iTE:P1771:n1,iTE,P1771,concept:v2:iTE:05160da1f06c6fd8b40f,draft:v2:iTE:05160da1f06c6fd8b40f,retained_singleton,mechanism_process,preserved_source_model_role,suppression of in-plane disorder
iTE:P0410:n1,iTE,P0410,concept:v2:iTE:0544ef956ea6058c309f,draft:v2:iTE:0544ef956ea6058c309f,retained_singleton,performance_function,preserved_source_model_role,charging efficiency of the ITESC
iTE:P0368:n1,iTE,P0368,concept:v2:iTE:054f820794c9df44ef15,draft:v2:iTE:054f820794c9df44ef15,retained_singleton,material_entity,preserved_source_model_role,carbon black/multiwalled carbon nanotubes (CB/MWCNTs)
iTE:P0646:n2,iTE,P0646,concept:v2:iTE:05550f753aa4fad799cf,draft:v2:iTE:05550f753aa4fad799cf,retained_singleton,mechanism_process,preserved_source_model_role,electrode processes
iTE:P1056:n1,iTE,P1056,concept:v2:iTE:056929ed3a3f44ad3c07,draft:v2:iTE:056929ed3a3f44ad3c07,retained_singleton,state_structure,astra_completion,ionic wind generator
iTE:P0501:n2,iTE,P0501,concept:v2:iTE:056df3585cb289462156,draft:v2:iTE:056df3585cb289462156,retained_singleton,interaction,preserved_source_model_role,lithium-ether oxygen coordination
iTE:P1019:n1,iTE,P1019,concept:v2:iTE:05975d093e1112f32467,draft:v2:iTE:05975d093e1112f32467,retained_singleton,mechanism_process,preserved_source_model_role,anisotropic scattering of carriers
iTE:P0375:n5,iTE,P0375,concept:v2:iTE:05a3a7fddc4bfeeffc76,draft:v2:iTE:05a3a7fddc4bfeeffc76,retained_singleton,interaction,preserved_source_model_role,dynamic interactions between the components
iTE:P0407:n4,iTE,P0407,concept:v2:iTE:05cb00b9317e1c1ca7d6,draft:v2:iTE:05cb00b9317e1c1ca7d6,retained_singleton,state_structure,preserved_source_model_role,paths for anions
iTE:P0339:n4,iTE,P0339,concept:v2:iTE:05d7739eb958a84c0cb9,draft:v2:iTE:05d7739eb958a84c0cb9,retained_singleton,quantity,preserved_source_model_role,ionic thermodiffusion rate
iTE:P1553:n3,iTE,P1553,concept:v2:iTE:05ee165fc401d91507ed,draft:v2:iTE:05ee165fc401d91507ed,retained_singleton,mechanism_process,preserved_source_model_role,formation of Cl- channels
iTE:P1624:n1,iTE,P1624,concept:v2:iTE:05fa3dee60d2f7be1206,draft:v2:iTE:05fa3dee60d2f7be1206,retained_singleton,material_entity,preserved_source_model_role,Cu2S nanoparticles
iTE:P0360:n2,iTE,P0360,concept:v2:iTE:06024401688b5991ef26,draft:v2:iTE:06024401688b5991ef26,retained_singleton,quantity,preserved_source_model_role,nanopore surface charge density
iTE:P0593:n3,iTE,P0593,concept:v2:iTE:062424b7af67cb295d34,draft:v2:iTE:062424b7af67cb295d34,retained_singleton,quantity,preserved_source_model_role,ultralow lattice thermal conductivity
iTE:P0991:n2,iTE,P0991,concept:v2:iTE:0648c3508b3b64e6f874,draft:v2:iTE:0648c3508b3b64e6f874,retained_singleton,material_entity,preserved_source_model_role,indirect band gap semiconductor
iTE:P1217:n2,iTE,P1217,concept:v2:iTE:0692af2d7d856ca1c1b4,draft:v2:iTE:0692af2d7d856ca1c1b4,retained_singleton,performance_function,preserved_source_model_role,unusual thermo-e.m.f. behavior
iTE:P1176:n2,iTE,P1176,concept:v2:iTE:06943ba809fa0d46e7a1,draft:v2:iTE:06943ba809fa0d46e7a1,retained_singleton,state_structure,preserved_source_model_role,multivalley electronic structure of the valence band
iTE:P0870:n1,iTE,P0870,concept:v2:iTE:06a486bee1e5379c1621,draft:v2:iTE:06a486bee1e5379c1621,retained_singleton,mechanism_process,preserved_source_model_role,electronic charge compensation
iTE:P0590:n2,iTE,P0590,concept:v2:iTE:06a69432d9bd30046f78,draft:v2:iTE:06a69432d9bd30046f78,retained_singleton,mechanism_process,preserved_source_model_role,thermal migration
iTE:P0358:n3,iTE,P0358,concept:v2:iTE:06a7b58a12339f4ae933,draft:v2:iTE:06a7b58a12339f4ae933,merged_explicitly_reviewed,performance_function,preserved_source_model_role,thermoelectric voltage
iTE:P0369:n5,iTE,P0369,concept:v2:iTE:06a7b58a12339f4ae933,draft:v2:iTE:06a7b58a12339f4ae933,merged_explicitly_reviewed,performance_function,preserved_source_model_role,thermoelectric voltage
iTE:P0397:n3,iTE,P0397,concept:v2:iTE:06a7b58a12339f4ae933,draft:v2:iTE:06a7b58a12339f4ae933,merged_explicitly_reviewed,performance_function,preserved_source_model_role,thermally generated voltage
iTE:P0458:n2,iTE,P0458,concept:v2:iTE:06a7b58a12339f4ae933,draft:v2:iTE:06a7b58a12339f4ae933,merged_explicitly_reviewed,performance_function,preserved_source_model_role,voltage between the two electrodes
iTE:P0524:n2,iTE,P0524,concept:v2:iTE:06a7b58a12339f4ae933,draft:v2:iTE:06a7b58a12339f4ae933,merged_explicitly_reviewed,performance_function,preserved_source_model_role,thermoelectric voltage
iTE:P0567:n3,iTE,P0567,concept:v2:iTE:06a7b58a12339f4ae933,draft:v2:iTE:06a7b58a12339f4ae933,merged_explicitly_reviewed,performance_function,preserved_source_model_role,thermal voltage
iTE:P0629:n2,iTE,P0629,concept:v2:iTE:06a7b58a12339f4ae933,draft:v2:iTE:06a7b58a12339f4ae933,merged_explicitly_reviewed,performance_function,preserved_source_model_role,thermovoltage
iTE:P0697:n3,iTE,P0697,concept:v2:iTE:06a7b58a12339f4ae933,draft:v2:iTE:06a7b58a12339f4ae933,merged_explicitly_reviewed,performance_function,preserved_source_model_role,thermally generated voltage
iTE:P0712:n2,iTE,P0712,concept:v2:iTE:06b63dc132fdbff61ca4,draft:v2:iTE:06b63dc132fdbff61ca4,merged_explicitly_reviewed,interaction,preserved_source_model_role,mixed ionic and covalent character
iTE:P0827:n2,iTE,P0827,concept:v2:iTE:06b63dc132fdbff61ca4,draft:v2:iTE:06b63dc132fdbff61ca4,merged_explicitly_reviewed,interaction,preserved_source_model_role,ionic-covalent mixture
iTE:P0835:n2,iTE,P0835,concept:v2:iTE:06b63dc132fdbff61ca4,draft:v2:iTE:06b63dc132fdbff61ca4,merged_explicitly_reviewed,interaction,preserved_source_model_role,mixed ionic-covalent bonding
iTE:P0840:n2,iTE,P0840,concept:v2:iTE:06b63dc132fdbff61ca4,draft:v2:iTE:06b63dc132fdbff61ca4,merged_explicitly_reviewed,interaction,preserved_source_model_role,mixed ionic-covalent nature
iTE:P0933:n1,iTE,P0933,concept:v2:iTE:06b63dc132fdbff61ca4,draft:v2:iTE:06b63dc132fdbff61ca4,merged_explicitly_reviewed,interaction,preserved_source_model_role,mixed ionic-covalent bonding
iTE:P1058:n2,iTE,P1058,concept:v2:iTE:06b63dc132fdbff61ca4,draft:v2:iTE:06b63dc132fdbff61ca4,merged_explicitly_reviewed,interaction,preserved_source_model_role,mixed ionic and covalent characters
iTE:P1713:n1,iTE,P1713,concept:v2:iTE:06b63dc132fdbff61ca4,draft:v2:iTE:06b63dc132fdbff61ca4,merged_explicitly_reviewed,interaction,preserved_source_model_role,ionic as well as covalent nature of bonding
iTE:P1597:n2,iTE,P1597,concept:v2:iTE:06baf8b258a6c35a668a,draft:v2:iTE:06baf8b258a6c35a668a,merged_explicitly_reviewed,performance_function,preserved_source_model_role,structural stability
iTE:P1769:n2,iTE,P1769,concept:v2:iTE:06baf8b258a6c35a668a,draft:v2:iTE:06baf8b258a6c35a668a,merged_explicitly_reviewed,performance_function,preserved_source_model_role,structural stability
iTE:P1723:n1,iTE,P1723,concept:v2:iTE:06bbb27bcaf9b9a9b647,draft:v2:iTE:06bbb27bcaf9b9a9b647,retained_singleton,quantity,preserved_source_model_role,glass transition temperature
iTE:P0611:n1,iTE,P0611,concept:v2:iTE:06bd4604cac8c9e20a48,draft:v2:iTE:06bd4604cac8c9e20a48,retained_singleton,material_entity,preserved_source_model_role,negatively charged Laponite sheets and released Na+
iTE:P1794:n2,iTE,P1794,concept:v2:iTE:06c7991341fee0e899ec,draft:v2:iTE:06c7991341fee0e899ec,retained_singleton,performance_function,preserved_source_model_role,intrinsic air stability
iTE:P0634:n2,iTE,P0634,concept:v2:iTE:070904b05fb0931b5a09,draft:v2:iTE:070904b05fb0931b5a09,retained_singleton,material_entity,preserved_source_model_role,"positively charged, conducting PEDOT"
iTE:P1819:n1,iTE,P1819,concept:v2:iTE:070dc7889a256261a8b0,draft:v2:iTE:070dc7889a256261a8b0,retained_singleton,mechanism_process,preserved_source_model_role,phonon scattering channels provided by the localized optical branches
iTE:P1542:n1,iTE,P1542,concept:v2:iTE:07179e10c0b3cca49e46,draft:v2:iTE:07179e10c0b3cca49e46,retained_singleton,interaction,preserved_source_model_role,stronger ion-electrode interaction
iTE:P0908:n2,iTE,P0908,concept:v2:iTE:07184dda83b86fb34764,draft:v2:iTE:07184dda83b86fb34764,retained_singleton,quantity,preserved_source_model_role,conductivity gap
iTE:P0528:n2,iTE,P0528,concept:v2:iTE:0729a1ae8e7501d52c20,draft:v2:iTE:0729a1ae8e7501d52c20,merged_explicitly_reviewed,performance_function,preserved_source_model_role,ion selectivity
iTE:P0585:n2,iTE,P0585,concept:v2:iTE:0729a1ae8e7501d52c20,draft:v2:iTE:0729a1ae8e7501d52c20,merged_explicitly_reviewed,quantity,preserved_source_model_role,ion selectivity
iTE:P1875:n2,iTE,P1875,concept:v2:iTE:072f9592a4db41669864,draft:v2:iTE:072f9592a4db41669864,retained_singleton,quantity,preserved_source_model_role,Elastic stiffness constants
iTE:P1619:n1,iTE,P1619,concept:v2:iTE:07514ea5668aaad448f4,draft:v2:iTE:07514ea5668aaad448f4,retained_singleton,material_entity,preserved_source_model_role,electrochemically active BV+/2+ molecules
iTE:P1644:n1,iTE,P1644,concept:v2:iTE:07563a667a55719945c2,draft:v2:iTE:07563a667a55719945c2,retained_singleton,descriptor,preserved_source_model_role,ionic radii
iTE:P0392:n3,iTE,P0392,concept:v2:iTE:077744298d6735cdca4e,draft:v2:iTE:077744298d6735cdca4e,retained_singleton,mechanism_process,preserved_source_model_role,unidirectional migration of protons from a hotter to colder side
iTE:P0377:n3,iTE,P0377,concept:v2:iTE:077f0488c317ddb172d6,draft:v2:iTE:077f0488c317ddb172d6,merged_explicitly_reviewed,quantity,preserved_source_model_role,conductivity
iTE:P0389:n2,iTE,P0389,concept:v2:iTE:077f0488c317ddb172d6,draft:v2:iTE:077f0488c317ddb172d6,merged_explicitly_reviewed,quantity,preserved_source_model_role,electric conductivity
