concept_u_id,concept_v_id,source_first_year,source_last_year,source_evidence_papers,source_first_evidence_paper,target_first_year,target_last_year,target_evidence_papers,target_first_evidence_paper,source_support_year,concept_u,concept_v,u_type,v_type,type_pair,diffusion_status,lag_years,source_support_threshold
C10C4FF4B6C,CC028ABF9C6,2019.0,2025.0,9.0,P0644,2022.0,2025.0,7.0,P0061,2023.0,hydrogen bonding,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_before_source_support,,2
C3002C089A5,C7932B1CE8C,2022.0,2023.0,3.0,P0578,2022.0,2022.0,1.0,P0310,2023.0,ionic thermodiffusion (Soret effect),chaotropic polymer-water disruption,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_before_source_support,,2
C7932B1CE8C,CC028ABF9C6,2019.0,2025.0,4.0,P0644,2022.0,2023.0,4.0,P0061,2023.0,chaotropic polymer-water disruption,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,gel_microstructure + gel_microstructure,target_before_source_support,,2
C45C8AAD12E,CE2D00B183C,2021.0,2024.0,2.0,P1738,1994.0,2025.0,5.0,P0129,2024.0,charge-transfer resistance engineering,redox-kinetics enhancement,electrode_interface,electrode_interface,electrode_interface + electrode_interface,target_before_source_support,,2
C3002C089A5,C6C09287FDB,2022.0,2024.0,2.0,P0616,1995.0,1995.0,1.0,P0232,2024.0,ionic thermodiffusion (Soret effect),high-entropy redox/ion coupling,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_before_source_support,,2
C872881EC3C,CC028ABF9C6,2023.0,2024.0,3.0,P1003,2022.0,2025.0,10.0,P0061,2024.0,gel-confined redox transport,anti-freezing organohydrogel design,gel_microstructure,gel_microstructure,gel_microstructure + gel_microstructure,target_before_source_support,,2
CB25BC3FC14,CFBB5A400A1,2023.0,2025.0,3.0,P0379,2023.0,2023.0,1.0,P0043,2024.0,double/interpenetrating network,cation-anion thermodiffusion asymmetry,gel_microstructure,transport_mechanism,gel_microstructure + transport_mechanism,target_before_source_support,,2
C46747A02A1,C78D65254F9,2021.0,2025.0,2.0,P1810,2016.0,2024.0,3.0,P0283,2025.0,ion-pairing and complexation,phase transition,solvation_entropy,phase_or_species_transition,phase_or_species_transition + solvation_entropy,target_before_source_support,,2
C188B56F6F1,C46747A02A1,2024.0,2025.0,2.0,P0355,2021.0,2021.0,1.0,P0223,2025.0,ion-selectivity membrane transport,ion-pairing and complexation,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_before_source_support,,2
C46747A02A1,CA8C62A4868,2023.0,2025.0,2.0,P0537,2021.0,2022.0,2.0,P0223,2025.0,ion-pairing and complexation,redox reaction entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_before_source_support,,2
C08389FD6C6,C78D65254F9,2019.0,2025.0,2.0,P1827,2023.0,2024.0,2.0,P0193,2025.0,moisture-gradient ion transport,phase transition,transport_mechanism,phase_or_species_transition,phase_or_species_transition + transport_mechanism,target_before_source_support,,2
C08389FD6C6,C872881EC3C,2025.0,2025.0,2.0,P0338,2023.0,2025.0,4.0,P0193,2025.0,moisture-gradient ion transport,gel-confined redox transport,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_before_source_support,,2
C3002C089A5,C78D65254F9,2023.0,2025.0,2.0,P0381,2023.0,2025.0,2.0,P0212,2025.0,ionic thermodiffusion (Soret effect),phase transition,transport_mechanism,phase_or_species_transition,phase_or_species_transition + transport_mechanism,target_before_source_support,,2
C872881EC3C,CB25BC3FC14,2023.0,2025.0,2.0,P0381,2023.0,2023.0,1.0,P0043,2025.0,gel-confined redox transport,double/interpenetrating network,gel_microstructure,gel_microstructure,gel_microstructure + gel_microstructure,target_before_source_support,,2
C872881EC3C,CFBB5A400A1,2025.0,2025.0,3.0,P0339,2023.0,2023.0,1.0,P0043,2025.0,gel-confined redox transport,cation-anion thermodiffusion asymmetry,gel_microstructure,transport_mechanism,gel_microstructure + transport_mechanism,target_before_source_support,,2
C23B9BED21A,CC028ABF9C6,2024.0,2025.0,3.0,P1780,2024.0,2024.0,1.0,P0004,2025.0,ionic conduction,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_before_source_support,,2
C46747A02A1,CB25BC3FC14,2023.0,2025.0,2.0,P0379,2024.0,2024.0,1.0,P0167,2025.0,ion-pairing and complexation,double/interpenetrating network,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_before_source_support,,2
C45C8AAD12E,CC5968B917E,,,,,1994.0,1994.0,1.0,P0129,,charge-transfer resistance engineering,convection and mass transport,electrode_interface,transport_mechanism,electrode_interface + transport_mechanism,target_only_or_insufficient_source_support,,2
CC5968B917E,CE2D00B183C,,,,,1994.0,1994.0,1.0,P0129,,convection and mass transport,redox-kinetics enhancement,transport_mechanism,electrode_interface,electrode_interface + transport_mechanism,target_only_or_insufficient_source_support,,2
CB56BB4DDB0,CF2C5201A37,,,,,1998.0,2018.0,2.0,P0328,,carbon-electrode redox interface,porous-electrode area enhancement,electrode_interface,electrode_interface,electrode_interface + electrode_interface,target_only_or_insufficient_source_support,,2
C10D3798CF7,CA8C62A4868,,,,,2000.0,2025.0,6.0,P0235,,selective solvation,redox reaction entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
CEA29EF1A99,CF2C5201A37,,,,,2010.0,2010.0,1.0,P0289,,thermal-gradient heat-transfer control,porous-electrode area enhancement,device_mechanism,electrode_interface,device_mechanism + electrode_interface,target_only_or_insufficient_source_support,,2
C45C8AAD12E,C845F498233,,,,,2012.0,2012.0,1.0,P0316,,charge-transfer resistance engineering,ion-dipole interaction,electrode_interface,solvation_entropy,electrode_interface + solvation_entropy,target_only_or_insufficient_source_support,,2
C45C8AAD12E,CBFAB31D6E6,,,,,2012.0,2012.0,1.0,P0316,,charge-transfer resistance engineering,electrostatic interaction,electrode_interface,solvation_entropy,electrode_interface + solvation_entropy,target_only_or_insufficient_source_support,,2
C845F498233,CE4B0E242E7,,,,,2012.0,2012.0,1.0,P0316,,ion-dipole interaction,interfacial charge transfer,solvation_entropy,electrode_interface,electrode_interface + solvation_entropy,target_only_or_insufficient_source_support,,2
CBFAB31D6E6,CE4B0E242E7,,,,,2012.0,2012.0,1.0,P0316,,electrostatic interaction,interfacial charge transfer,solvation_entropy,electrode_interface,electrode_interface + solvation_entropy,target_only_or_insufficient_source_support,,2
C23B9BED21A,CC5968B917E,,,,,2014.0,2014.0,1.0,P0303,,ionic conduction,convection and mass transport,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C23B9BED21A,CEA29EF1A99,2022.0,2022.0,1.0,P0698,2014.0,2014.0,1.0,P0303,,ionic conduction,thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,device_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
CC5968B917E,CEA29EF1A99,,,,,2014.0,2023.0,4.0,P0303,,convection and mass transport,thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,device_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C182567E63B,C46747A02A1,,,,,2016.0,2016.0,1.0,P0283,,ion concentration-gradient formation,ion-pairing and complexation,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C182567E63B,C6B063A770B,,,,,2016.0,2016.0,1.0,P0283,,ion concentration-gradient formation,supramolecular host-guest redox entropy,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C182567E63B,C78D65254F9,,,,,2016.0,2016.0,1.0,P0283,,ion concentration-gradient formation,phase transition,transport_mechanism,phase_or_species_transition,phase_or_species_transition + transport_mechanism,target_only_or_insufficient_source_support,,2
C182567E63B,CD486BA800F,,,,,2016.0,2016.0,1.0,P0283,,ion concentration-gradient formation,host-guest complexation,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C188B56F6F1,C6C09287FDB,,,,,2016.0,2016.0,1.0,P0216,,ion-selectivity membrane transport,high-entropy redox/ion coupling,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C46747A02A1,C6B063A770B,2025.0,2025.0,1.0,P0337,2016.0,2016.0,1.0,P0283,,ion-pairing and complexation,supramolecular host-guest redox entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C46747A02A1,CD486BA800F,2025.0,2025.0,1.0,P0337,2016.0,2016.0,1.0,P0283,,ion-pairing and complexation,host-guest complexation,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C6B063A770B,C78D65254F9,,,,,2016.0,2016.0,1.0,P0283,,supramolecular host-guest redox entropy,phase transition,solvation_entropy,phase_or_species_transition,phase_or_species_transition + solvation_entropy,target_only_or_insufficient_source_support,,2
C6B063A770B,CD486BA800F,2025.0,2025.0,1.0,P0337,2016.0,2023.0,3.0,P0283,,supramolecular host-guest redox entropy,host-guest complexation,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C78D65254F9,CD486BA800F,,,,,2016.0,2016.0,1.0,P0283,,phase transition,host-guest complexation,phase_or_species_transition,solvation_entropy,phase_or_species_transition + solvation_entropy,target_only_or_insufficient_source_support,,2
C10D3798CF7,C41BE9B5F0E,,,,,2017.0,2025.0,3.0,P0192,,selective solvation,solvation-shell remodeling,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C41BE9B5F0E,CA8C62A4868,,,,,2017.0,2025.0,2.0,P0192,,solvation-shell remodeling,redox reaction entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C45C8AAD12E,CC028ABF9C6,,,,,2017.0,2017.0,1.0,P0324,,charge-transfer resistance engineering,anti-freezing organohydrogel design,electrode_interface,gel_microstructure,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
CC028ABF9C6,CE4B0E242E7,,,,,2017.0,2017.0,1.0,P0324,,anti-freezing organohydrogel design,interfacial charge transfer,gel_microstructure,electrode_interface,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
C6B063A770B,CA8C62A4868,,,,,2018.0,2023.0,2.0,P0315,,supramolecular host-guest redox entropy,redox reaction entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
CA8C62A4868,CD486BA800F,,,,,2018.0,2023.0,2.0,P0315,,redox reaction entropy,host-guest complexation,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C46747A02A1,C720E904BA7,,,,,2020.0,2020.0,1.0,P0285,,ion-pairing and complexation,hydration-shell regulation,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C188B56F6F1,C5E63317596,2022.0,2022.0,1.0,P0919,2021.0,2021.0,1.0,P0205,,ion-selectivity membrane transport,hierarchical porous electrode interface,transport_mechanism,electrode_interface,electrode_interface + transport_mechanism,target_only_or_insufficient_source_support,,2
C188B56F6F1,CA8C62A4868,,,,,2021.0,2021.0,1.0,P0223,,ion-selectivity membrane transport,redox reaction entropy,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C188B56F6F1,CF2C5201A37,,,,,2021.0,2021.0,1.0,P0205,,ion-selectivity membrane transport,porous-electrode area enhancement,transport_mechanism,electrode_interface,electrode_interface + transport_mechanism,target_only_or_insufficient_source_support,,2
C5E63317596,CF2C5201A37,,,,,2021.0,2024.0,2.0,P0205,,hierarchical porous electrode interface,porous-electrode area enhancement,electrode_interface,electrode_interface,electrode_interface + electrode_interface,target_only_or_insufficient_source_support,,2
C10C4FF4B6C,C872881EC3C,,,,,2022.0,2025.0,8.0,P0061,,hydrogen bonding,gel-confined redox transport,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C10C4FF4B6C,C9B6878E079,,,,,2022.0,2022.0,1.0,P0057,,hydrogen bonding,photothermal-thermoelectric coupling,solvation_entropy,device_mechanism,device_mechanism + solvation_entropy,target_only_or_insufficient_source_support,,2
C10C4FF4B6C,CB25BC3FC14,2023.0,2023.0,1.0,P0379,2022.0,2025.0,2.0,P0057,,hydrogen bonding,double/interpenetrating network,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C10D3798CF7,C3C17DDE1C9,,,,,2022.0,2022.0,1.0,P0063,,selective solvation,Gutmann-donor ionic-cluster thermodiffusion,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C23B9BED21A,C96681C9193,2025.0,2025.0,1.0,P0681,2022.0,2022.0,1.0,P0185,,ionic conduction,ion channels,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C3C17DDE1C9,C41BE9B5F0E,,,,,2022.0,2022.0,1.0,P0063,,Gutmann-donor ionic-cluster thermodiffusion,solvation-shell remodeling,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C4AF8816DD4,C78D65254F9,,,,,2022.0,2025.0,3.0,P0039,,ion-induced crystallization,phase transition,phase_or_species_transition,phase_or_species_transition,phase_or_species_transition + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C4AF8816DD4,CC028ABF9C6,,,,,2022.0,2022.0,1.0,P0039,,ion-induced crystallization,anti-freezing organohydrogel design,phase_or_species_transition,gel_microstructure,gel_microstructure + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C4AF8816DD4,CEA29EF1A99,,,,,2022.0,2022.0,1.0,P0039,,ion-induced crystallization,thermal-gradient heat-transfer control,phase_or_species_transition,device_mechanism,device_mechanism + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C78D65254F9,C967653EA5F,,,,,2022.0,2025.0,3.0,P0284,,phase transition,thermosensitive crystallization,phase_or_species_transition,phase_or_species_transition,phase_or_species_transition + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C78D65254F9,CC028ABF9C6,2023.0,2023.0,1.0,P1003,2022.0,2023.0,2.0,P0039,,phase transition,anti-freezing organohydrogel design,phase_or_species_transition,gel_microstructure,gel_microstructure + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C78D65254F9,CEA29EF1A99,,,,,2022.0,2023.0,2.0,P0039,,phase transition,thermal-gradient heat-transfer control,phase_or_species_transition,device_mechanism,device_mechanism + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C7932B1CE8C,C872881EC3C,,,,,2022.0,2025.0,5.0,P0061,,chaotropic polymer-water disruption,gel-confined redox transport,gel_microstructure,gel_microstructure,gel_microstructure + gel_microstructure,target_only_or_insufficient_source_support,,2
C872881EC3C,CB56BB4DDB0,,,,,2022.0,2022.0,1.0,P0219,,gel-confined redox transport,carbon-electrode redox interface,gel_microstructure,electrode_interface,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
C9B6878E079,CB25BC3FC14,,,,,2022.0,2022.0,1.0,P0057,,photothermal-thermoelectric coupling,double/interpenetrating network,device_mechanism,gel_microstructure,device_mechanism + gel_microstructure,target_only_or_insufficient_source_support,,2
C9B6878E079,CE6FC512ED2,,,,,2022.0,2022.0,1.0,P0057,,photothermal-thermoelectric coupling,dynamic crosslinked gel network,device_mechanism,gel_microstructure,device_mechanism + gel_microstructure,target_only_or_insufficient_source_support,,2
CC028ABF9C6,CEA29EF1A99,,,,,2022.0,2023.0,2.0,P0039,,anti-freezing organohydrogel design,thermal-gradient heat-transfer control,gel_microstructure,device_mechanism,device_mechanism + gel_microstructure,target_only_or_insufficient_source_support,,2
C08389FD6C6,C46747A02A1,2023.0,2023.0,1.0,P0537,2023.0,2024.0,2.0,P0193,,moisture-gradient ion transport,ion-pairing and complexation,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C10C4FF4B6C,C78D65254F9,2022.0,2022.0,1.0,P0697,2023.0,2023.0,1.0,P0059,,hydrogen bonding,phase transition,solvation_entropy,phase_or_species_transition,phase_or_species_transition + solvation_entropy,target_only_or_insufficient_source_support,,2
C10C4FF4B6C,CEA29EF1A99,,,,,2023.0,2023.0,1.0,P0059,,hydrogen bonding,thermal-gradient heat-transfer control,solvation_entropy,device_mechanism,device_mechanism + solvation_entropy,target_only_or_insufficient_source_support,,2
C10D3798CF7,C6B063A770B,,,,,2023.0,2023.0,1.0,P0195,,selective solvation,supramolecular host-guest redox entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C10D3798CF7,C6C09287FDB,,,,,2023.0,2025.0,2.0,P0195,,selective solvation,high-entropy redox/ion coupling,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C10D3798CF7,CD486BA800F,,,,,2023.0,2023.0,1.0,P0195,,selective solvation,host-guest complexation,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C3002C089A5,CA8C62A4868,,,,,2023.0,2025.0,2.0,P0212,,ionic thermodiffusion (Soret effect),redox reaction entropy,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C41BE9B5F0E,C45C8AAD12E,,,,,2023.0,2023.0,1.0,P0277,,solvation-shell remodeling,charge-transfer resistance engineering,solvation_entropy,electrode_interface,electrode_interface + solvation_entropy,target_only_or_insufficient_source_support,,2
C41BE9B5F0E,C5E47CC0A62,,,,,2023.0,2023.0,1.0,P0277,,solvation-shell remodeling,Hofmeister/chaotropic effect,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C41BE9B5F0E,C7932B1CE8C,,,,,2023.0,2023.0,1.0,P0277,,solvation-shell remodeling,chaotropic polymer-water disruption,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C41BE9B5F0E,CE2D00B183C,,,,,2023.0,2023.0,1.0,P0277,,solvation-shell remodeling,redox-kinetics enhancement,solvation_entropy,electrode_interface,electrode_interface + solvation_entropy,target_only_or_insufficient_source_support,,2
C41BE9B5F0E,CE4B0E242E7,,,,,2023.0,2023.0,1.0,P0277,,solvation-shell remodeling,interfacial charge transfer,solvation_entropy,electrode_interface,electrode_interface + solvation_entropy,target_only_or_insufficient_source_support,,2
C45C8AAD12E,C5E47CC0A62,,,,,2023.0,2023.0,1.0,P0277,,charge-transfer resistance engineering,Hofmeister/chaotropic effect,electrode_interface,gel_microstructure,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
C45C8AAD12E,C7932B1CE8C,2024.0,2024.0,1.0,P1502,2023.0,2023.0,1.0,P0277,,charge-transfer resistance engineering,chaotropic polymer-water disruption,electrode_interface,gel_microstructure,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
C45C8AAD12E,C8863595B3A,,,,,2023.0,2023.0,1.0,P0089,,charge-transfer resistance engineering,temperature-dependent electrode potential,electrode_interface,device_mechanism,device_mechanism + electrode_interface,target_only_or_insufficient_source_support,,2
C5E47CC0A62,C7932B1CE8C,2025.0,2025.0,1.0,P0428,2023.0,2024.0,2.0,P0277,,Hofmeister/chaotropic effect,chaotropic polymer-water disruption,gel_microstructure,gel_microstructure,gel_microstructure + gel_microstructure,target_only_or_insufficient_source_support,,2
C5E47CC0A62,CE2D00B183C,,,,,2023.0,2023.0,1.0,P0277,,Hofmeister/chaotropic effect,redox-kinetics enhancement,gel_microstructure,electrode_interface,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
C5E47CC0A62,CE4B0E242E7,,,,,2023.0,2023.0,1.0,P0277,,Hofmeister/chaotropic effect,interfacial charge transfer,gel_microstructure,electrode_interface,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
C6B063A770B,C6C09287FDB,,,,,2023.0,2023.0,1.0,P0195,,supramolecular host-guest redox entropy,high-entropy redox/ion coupling,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C6C09287FDB,CA8C62A4868,2025.0,2025.0,1.0,P0335,2023.0,2023.0,1.0,P0195,,high-entropy redox/ion coupling,redox reaction entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C6C09287FDB,CD486BA800F,,,,,2023.0,2023.0,1.0,P0195,,high-entropy redox/ion coupling,host-guest complexation,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C78D65254F9,C7932B1CE8C,,,,,2023.0,2023.0,1.0,P0059,,phase transition,chaotropic polymer-water disruption,phase_or_species_transition,gel_microstructure,gel_microstructure + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C78D65254F9,CA8C62A4868,2020.0,2020.0,1.0,P0633,2023.0,2024.0,2.0,P0212,,phase transition,redox reaction entropy,phase_or_species_transition,solvation_entropy,phase_or_species_transition + solvation_entropy,target_only_or_insufficient_source_support,,2
C7932B1CE8C,CE2D00B183C,,,,,2023.0,2023.0,1.0,P0277,,chaotropic polymer-water disruption,redox-kinetics enhancement,gel_microstructure,electrode_interface,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
C7932B1CE8C,CE4B0E242E7,2024.0,2024.0,1.0,P1502,2023.0,2023.0,1.0,P0277,,chaotropic polymer-water disruption,interfacial charge transfer,gel_microstructure,electrode_interface,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
C7932B1CE8C,CEA29EF1A99,,,,,2023.0,2023.0,1.0,P0059,,chaotropic polymer-water disruption,thermal-gradient heat-transfer control,gel_microstructure,device_mechanism,device_mechanism + gel_microstructure,target_only_or_insufficient_source_support,,2
C8863595B3A,CE2D00B183C,,,,,2023.0,2023.0,1.0,P0089,,temperature-dependent electrode potential,redox-kinetics enhancement,device_mechanism,electrode_interface,device_mechanism + electrode_interface,target_only_or_insufficient_source_support,,2
C8AD5B453CC,CB56BB4DDB0,,,,,2023.0,2023.0,1.0,P0300,,ion diffusion,carbon-electrode redox interface,transport_mechanism,electrode_interface,electrode_interface + transport_mechanism,target_only_or_insufficient_source_support,,2
CE2D00B183C,CE4B0E242E7,2024.0,2024.0,1.0,P1186,2023.0,2023.0,1.0,P0277,,redox-kinetics enhancement,interfacial charge transfer,electrode_interface,electrode_interface,electrode_interface + electrode_interface,target_only_or_insufficient_source_support,,2
C08389FD6C6,C10D3798CF7,,,,,2024.0,2024.0,1.0,P0166,,moisture-gradient ion transport,selective solvation,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C08389FD6C6,C5CA44ABCFC,,,,,2024.0,2024.0,1.0,P0166,,moisture-gradient ion transport,redox-solvation hybrid entropy,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C08389FD6C6,CA8C62A4868,2023.0,2023.0,1.0,P0537,2024.0,2024.0,1.0,P0166,,moisture-gradient ion transport,redox reaction entropy,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C08389FD6C6,CB25BC3FC14,,,,,2024.0,2024.0,1.0,P0167,,moisture-gradient ion transport,double/interpenetrating network,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C08389FD6C6,CC022D91D01,,,,,2024.0,2024.0,1.0,P0166,,moisture-gradient ion transport,solvation entropy,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C10C4FF4B6C,C10D3798CF7,,,,,2024.0,2024.0,1.0,P0166,,hydrogen bonding,selective solvation,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C10C4FF4B6C,C5CA44ABCFC,,,,,2024.0,2024.0,1.0,P0166,,hydrogen bonding,redox-solvation hybrid entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C10C4FF4B6C,CA8C62A4868,,,,,2024.0,2024.0,1.0,P0166,,hydrogen bonding,redox reaction entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C10C4FF4B6C,CC022D91D01,,,,,2024.0,2024.0,1.0,P0166,,hydrogen bonding,solvation entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C10D3798CF7,C5CA44ABCFC,,,,,2024.0,2025.0,2.0,P0166,,selective solvation,redox-solvation hybrid entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C10D3798CF7,C872881EC3C,,,,,2024.0,2024.0,1.0,P0166,,selective solvation,gel-confined redox transport,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C10D3798CF7,CC022D91D01,,,,,2024.0,2025.0,4.0,P0166,,selective solvation,solvation entropy,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C10D3798CF7,CC028ABF9C6,,,,,2024.0,2024.0,1.0,P0166,,selective solvation,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C188B56F6F1,C9B6878E079,,,,,2024.0,2024.0,1.0,P0202,,ion-selectivity membrane transport,photothermal-thermoelectric coupling,transport_mechanism,device_mechanism,device_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C23B9BED21A,C720E904BA7,,,,,2024.0,2024.0,1.0,P0004,,ionic conduction,hydration-shell regulation,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C46747A02A1,C9B6878E079,,,,,2024.0,2024.0,1.0,P0191,,ion-pairing and complexation,photothermal-thermoelectric coupling,solvation_entropy,device_mechanism,device_mechanism + solvation_entropy,target_only_or_insufficient_source_support,,2
C46747A02A1,CEA29EF1A99,,,,,2024.0,2024.0,1.0,P0191,,ion-pairing and complexation,thermal-gradient heat-transfer control,solvation_entropy,device_mechanism,device_mechanism + solvation_entropy,target_only_or_insufficient_source_support,,2
C4AF8816DD4,C539540C36B,,,,,2024.0,2024.0,1.0,P0027,,ion-induced crystallization,nanochannel-confined ion transport,phase_or_species_transition,transport_mechanism,phase_or_species_transition + transport_mechanism,target_only_or_insufficient_source_support,,2
C4AF8816DD4,C872881EC3C,,,,,2024.0,2025.0,2.0,P0027,,ion-induced crystallization,gel-confined redox transport,phase_or_species_transition,gel_microstructure,gel_microstructure + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C539540C36B,C78D65254F9,,,,,2024.0,2024.0,1.0,P0027,,nanochannel-confined ion transport,phase transition,transport_mechanism,phase_or_species_transition,phase_or_species_transition + transport_mechanism,target_only_or_insufficient_source_support,,2
C539540C36B,C872881EC3C,2025.0,2025.0,1.0,P0338,2024.0,2024.0,1.0,P0027,,nanochannel-confined ion transport,gel-confined redox transport,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C555F4672C1,C78D65254F9,,,,,2024.0,2024.0,1.0,P0044,,configurational-entropy modulation,phase transition,phase_or_species_transition,phase_or_species_transition,phase_or_species_transition + phase_or_species_transition,target_only_or_insufficient_source_support,,2
