concept_u_id,concept_v_id,source_support_year,target_first_year,hybrid_first_year,concept_u,concept_v,eligible_at_origin,event_type,duration_years,source_support_threshold
C8AD5B453CC,CC028ABF9C6,2019,,,ion diffusion,anti-freezing organohydrogel design,True,right_censored,6,1
C8AD5B453CC,CE6FC512ED2,2019,,,ion diffusion,dynamic crosslinked gel network,True,right_censored,6,1
C96681C9193,CC3BA67827F,2019,,,ion channels,ionic-electronic coupling,True,right_censored,6,1
C08389FD6C6,C8AD5B453CC,2014,,2021.0,moisture-gradient ion transport,ion diffusion,True,hybrid_bridge_cooccurrence,7,1
C188B56F6F1,C23B9BED21A,2018,,,ion-selectivity membrane transport,ionic conduction,True,right_censored,7,1
C188B56F6F1,C539540C36B,2018,,,ion-selectivity membrane transport,nanochannel-confined ion transport,True,right_censored,7,1
C78D65254F9,CF4A6A0344F,2018,,,phase transition,ion migration,True,right_censored,7,1
C46747A02A1,C58F3B85353,2017,,,ion-pairing and complexation,thermoresponsive micellization p/n conversion,True,right_censored,8,1
C08389FD6C6,CC3BA67827F,2016,,,moisture-gradient ion transport,ionic-electronic coupling,True,right_censored,9,1
C0E0D20D156,C188B56F6F1,2016,,,polarized-membrane ionic thermal potential,ion-selectivity membrane transport,True,right_censored,9,1
CBFAB31D6E6,CEA29EF1A99,2016,,,electrostatic interaction,thermal-gradient heat-transfer control,True,right_censored,9,1
C3002C089A5,CEA29EF1A99,2013,,,ionic thermodiffusion (Soret effect),thermal-gradient heat-transfer control,True,right_censored,12,1
C41DA9D5B12,CB56BB4DDB0,2013,,,convection-resolved resistance decomposition,carbon-electrode redox interface,True,right_censored,12,1
C23B9BED21A,CF4A6A0344F,2012,,,ionic conduction,ion migration,True,right_censored,13,1
C3002C089A5,CF4A6A0344F,2010,2025.0,,ionic thermodiffusion (Soret effect),ion migration,True,exclusive_TG_cooccurrence,15,1
C23B9BED21A,C78D65254F9,2005,,,ionic conduction,phase transition,True,right_censored,20,1
C78D65254F9,CC3BA67827F,2004,,,phase transition,ionic-electronic coupling,True,right_censored,21,1
C3002C089A5,C8AD5B453CC,1999,,2021.0,ionic thermodiffusion (Soret effect),ion diffusion,True,hybrid_bridge_cooccurrence,22,1
C45C8AAD12E,CD486BA800F,2003,,,charge-transfer resistance engineering,host-guest complexation,True,right_censored,22,1
CD486BA800F,CE4B0E242E7,2003,,,host-guest complexation,interfacial charge transfer,True,right_censored,22,1
C08389FD6C6,CDBC384EF52,2002,,,moisture-gradient ion transport,polymer-water interaction,True,right_censored,23,1
CC3BA67827F,CC5968B917E,2002,,,ionic-electronic coupling,convection and mass transport,True,right_censored,23,1
C3002C089A5,CC5968B917E,1999,,,ionic thermodiffusion (Soret effect),convection and mass transport,True,right_censored,26,1
C8AD5B453CC,CC5968B917E,1999,,,ion diffusion,convection and mass transport,True,right_censored,26,1
