concept_u_id,concept_v_id,concept_u,concept_v,u_type,v_type,cutoff_year,target_year,source_pair_evidence_papers,source_pair_recent_papers_3y,target_frequency_u,target_frequency_v,target_frequency_min,target_frequency_sum,target_common_neighbors,target_jaccard,next_year_target_cooccurrence,source_pair_evidence_papers_rank,source_pair_recent_papers_3y_rank,target_frequency_min_rank,target_common_neighbors_rank,target_jaccard_rank,transparent_readiness_score,score_definition,observation_status,source_evidence_paper_ids,source_evidence_years,source_evidence_titles,partial_next_year_observed_exclusive_TG_cooccurrence,output_role,probability_claim_allowed,relation_claim_allowed_without_full_text_review,partial_next_year_status
C7932B1CE8C,C8AD5B453CC,chaotropic polymer-water disruption,ion diffusion,gel_microstructure,transport_mechanism,2025,2026,2,2,9,4,4,13,2,0.13333333333333333,,0.21311475409836064,0.4426229508196721,0.6311475409836066,0.5,0.5573770491803278,0.4688524590163935,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P0368; P0496,2024; 2025,"Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device | Dual-Cation Doping Thermoelectric PVA Hydrogel for Self-Powered Strain Sensors",0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C08389FD6C6,C8AD5B453CC,moisture-gradient ion transport,ion diffusion,transport_mechanism,transport_mechanism,2025,2026,3,1,10,4,4,14,2,0.11764705882352941,,0.5737704918032787,0.1557377049180328,0.6311475409836066,0.5,0.45901639344262296,0.4639344262295082,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1320; P0392; P0375,2014; 2021; 2023,Experimental measurements of the SP response to concentration and temperature gradients in sandstones with application to subsurface geophysical monitoring | Embedding Aligned Graphene Oxides in Polyelectrolytes to Facilitate Thermo-Diffusion of Protons for High Ionic Thermoelectric Figure-of-Merit | Self-healable polymer complex with a giant ionic thermoelectric effect,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C78D65254F9,CF4A6A0344F,phase transition,ion migration,phase_or_species_transition,transport_mechanism,2025,2026,3,1,16,2,2,18,3,0.125,,0.5737704918032787,0.1557377049180328,0.29508196721311475,0.7295081967213115,0.5,0.4508196721311476,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1593; P0752; P0384,2018; 2021; 2024,Maximum Entropy Method Visualization of Disorder and Ion Migration in Thermoelectric Cu2-δSe | An Instant Change of Elastic Lattice Strain during Cu2Se Phase Transition: Origin of Abnormal Thermoelectric Properties | Ionic Thermoelectric Generators in Vertical and Planar Topologies Based on Fluorinated Polymer Hybrid Materials with Ionic Liquids,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C188B56F6F1,C539540C36B,ion-selectivity membrane transport,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,2025,2026,11,7,14,1,1,15,0,0.0,,1.0,0.9672131147540983,0.09836065573770492,0.09016393442622951,0.09016393442622951,0.44918032786885254,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P0640; P1096; P0608; P0757; P0385; P0386; P0387; P0567; P0938; P0347; P1902,2018; 2020; 2021; 2022; 2023; 2024; 2025,Skin-Inspired Low-Grade Heat Energy Harvesting Using Directed Ionic Flow through Conical Nanochannels | Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels | Solar-driven ionic power generation via a film of nanocellulose @ conductive metal-organic framework | Nanoengineered nanochannels for thermally ionic nanofluidic energy harvesting | Ionic Thermoelectric Properties of Reconstructed Lamellar Vanadium Pentoxide Membranes | Synergy between ionic thermoelectric conversion and nanofluidic reverse electrodialysis for high power density generation | Application of lamellar nickel hydroxide membrane as a tunable platform for ionic thermoelectric studies | The enhanced ionic thermal potential by a polarized electrospun membrane | Ionic Power Generation on a Scalable Cellulose@polypyrrole Membrane: The Role of Water and Thermal Gradients | Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels | Clay/GO asymmetric bilayer membrane with temperature and concentration dual-responsivity for enhanced ion transport properties,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C10C4FF4B6C,C8AD5B453CC,hydrogen bonding,ion diffusion,solvation_entropy,transport_mechanism,2025,2026,2,2,12,4,4,16,2,0.1111111111111111,,0.21311475409836064,0.4426229508196721,0.6311475409836066,0.5,0.4262295081967213,0.4426229508196721,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P0368; P0496,2024; 2025,"Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device | Dual-Cation Doping Thermoelectric PVA Hydrogel for Self-Powered Strain Sensors",0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C188B56F6F1,CF4A6A0344F,ion-selectivity membrane transport,ion migration,transport_mechanism,transport_mechanism,2025,2026,3,3,14,2,2,16,1,0.1,,0.5737704918032787,0.7049180327868853,0.29508196721311475,0.26229508196721313,0.36885245901639346,0.44098360655737706,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P0386; P0355; P0344,2023; 2024; 2025,Synergy between ionic thermoelectric conversion and nanofluidic reverse electrodialysis for high power density generation | Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting | High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C8AD5B453CC,CFBB5A400A1,ion diffusion,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,2025,2026,2,1,4,5,4,9,2,0.18181818181818182,,0.21311475409836064,0.1557377049180328,0.6311475409836066,0.5,0.7049180327868853,0.44098360655737706,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P0645; P0705,2021; 2023,Operando structural investigations of thermoelectric materials | Heat-Driven Iontronic Nanotransistors,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C8AD5B453CC,CE6FC512ED2,ion diffusion,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,2025,2026,3,2,4,3,3,7,1,0.1111111111111111,,0.5737704918032787,0.4426229508196721,0.47540983606557374,0.26229508196721313,0.4262295081967213,0.4360655737704918,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P0650; P0368; P0744,2019; 2024,"Synthesis and characterization of novel p-type chemically cross-linked ionogels with high ionic seebeck coefficient for low-grade heat harvesting | Conductive ionic thermoelectric hydrogel with negative Seebeck coefficient, self-healing and highly sensitive to temperature for photothermoelectric conversion and non-contact sensing device | Lignin-Derived Ionic Conducting Membranes for Low-Grade Thermal Energy Harvesting",0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C3002C089A5,CE4B0E242E7,ionic thermodiffusion (Soret effect),interfacial charge transfer,transport_mechanism,electrode_interface,2025,2026,2,1,16,6,6,22,2,0.10526315789473684,,0.21311475409836064,0.1557377049180328,0.819672131147541,0.5,0.39344262295081966,0.4163934426229508,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1542; P0342,2022; 2025,Regulation of Electrode-Electrolyte Interactions for Improved Heat Recovery of a Thermo-Induced Electric Double-Layer Capacitor | Advanced N-Type Ionic Thermoelectric Cells Featuring Bidirectional Cationic Anchoring Strategy and REDOX Electrode,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C08389FD6C6,CBFAB31D6E6,moisture-gradient ion transport,electrostatic interaction,transport_mechanism,solvation_entropy,2025,2026,2,2,10,3,3,13,2,0.1111111111111111,,0.21311475409836064,0.4426229508196721,0.47540983606557374,0.5,0.4262295081967213,0.4114754098360655,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P0552; P1855,2023; 2024,"Giant Thermoelectric Performance of N-Type Ionogels by Synergistic Dopings of Cations and Anions | Electrostatic Tailoring of Freestanding Polymeric Films for Multifunctional Thermoelectrics, Hydrogels, and Actuators",0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C10C4FF4B6C,C845F498233,hydrogen bonding,ion-dipole interaction,solvation_entropy,solvation_entropy,2025,2026,3,3,12,2,2,14,1,0.05555555555555555,,0.5737704918032787,0.7049180327868853,0.29508196721311475,0.26229508196721313,0.21311475409836064,0.40983606557377045,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1345; P0341; P0512,2023; 2025,"Rarely negative-thermovoltage cellulose ionogel with simultaneously boosted mechanical strength and ionic conductivity via ion-molecular engineering | Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties | Ultra-tough, self-healing, n-type liquid crystal elastomer thermoelectric lonogels via synergistic hydrogen-bonds and electrostatic interaction",0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C539540C36B,C96681C9193,nanochannel-confined ion transport,ion channels,transport_mechanism,transport_mechanism,2025,2026,6,5,1,1,1,2,0,0.0,,0.8770491803278688,0.8852459016393442,0.09836065573770492,0.09016393442622951,0.09016393442622951,0.4081967213114754,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1096; P0386; P0547; P0567; P0347; P0681,2020; 2023; 2024; 2025,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels | Synergy between ionic thermoelectric conversion and nanofluidic reverse electrodialysis for high power density generation | Nanofluidic Thermoelectric Transducer with Ultrahigh and Tunable Sensitivity | The enhanced ionic thermal potential by a polarized electrospun membrane | Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels | High-Performance SiO2 Nanoparticle Ionogels for Continuous Heat-To-Electricity Conversion,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C845F498233,CC028ABF9C6,ion-dipole interaction,anti-freezing organohydrogel design,solvation_entropy,gel_microstructure,2025,2026,2,1,2,19,2,21,3,0.15,,0.21311475409836064,0.1557377049180328,0.29508196721311475,0.7295081967213115,0.6229508196721312,0.40327868852459015,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1045; P0512,2022; 2025,"Hofmeister Effect and Electrostatic Interaction Enhanced Ionic Conductive Organohydrogels for Electronic Applications | Ultra-tough, self-healing, n-type liquid crystal elastomer thermoelectric lonogels via synergistic hydrogen-bonds and electrostatic interaction",0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C3002C089A5,C845F498233,ionic thermodiffusion (Soret effect),ion-dipole interaction,transport_mechanism,solvation_entropy,2025,2026,2,2,16,2,2,18,2,0.13333333333333333,,0.21311475409836064,0.4426229508196721,0.29508196721311475,0.5,0.5573770491803278,0.4016393442622951,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P0374; P0367,2023; 2025,Ultrasensitive Flexible Thermal Sensor Arrays based on High-Thermopower Ionic Thermoelectric Hydrogel | An n-type ionic thermoelectric hydrogel with confined cation diffusion for boosted low-grade heat harvesting,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C23B9BED21A,CF4A6A0344F,ionic conduction,ion migration,transport_mechanism,transport_mechanism,2025,2026,5,3,4,2,2,6,0,0.0,,0.8278688524590164,0.7049180327868853,0.29508196721311475,0.09016393442622951,0.09016393442622951,0.4016393442622951,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P0776; P0722; P0601; P0704; P0923,2012; 2021; 2023; 2025,Relationship between the activation energy of ion migration and the heat of transport in some ionic conductors | Fast ion transport for synthesis and stabilization of β-Zn4Sb3 | Beyond Rattling: Tetrahedrites as Incipient Ionic Conductors | Ion migration mediated high Seebeck effect in halide perovskites and application in infrared detection | Incipient Ionic Conductors: Ion-Constrained Lattices Achieving Superionic-Like Thermal Conductivity Through Extreme Anharmonicity,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C188B56F6F1,CFBB5A400A1,ion-selectivity membrane transport,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,2025,2026,2,2,14,5,5,19,1,0.07142857142857142,,0.21311475409836064,0.4426229508196721,0.7540983606557377,0.26229508196721313,0.3114754098360656,0.3967213114754098,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P0347; P0528,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels | Ion-selective transport in surface-modified cellulose membranes for aqueous ionic thermoelectrics,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C539540C36B,C8AD5B453CC,nanochannel-confined ion transport,ion diffusion,transport_mechanism,transport_mechanism,2025,2026,2,1,1,4,1,5,2,0.3333333333333333,,0.21311475409836064,0.1557377049180328,0.09836065573770492,0.5,0.9754098360655737,0.38852459016393437,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1096; P1316,2020; 2025,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels | A tunable ion relaxation process of a thermoelectric system for adjustable memory of thermal perception,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C188B56F6F1,C96681C9193,ion-selectivity membrane transport,ion channels,transport_mechanism,transport_mechanism,2025,2026,4,3,14,1,1,15,0,0.0,,0.7704918032786885,0.7049180327868853,0.09836065573770492,0.09016393442622951,0.09016393442622951,0.3508196721311475,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1096; P0386; P0567; P0347,2020; 2023; 2024; 2025,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels | Synergy between ionic thermoelectric conversion and nanofluidic reverse electrodialysis for high power density generation | The enhanced ionic thermal potential by a polarized electrospun membrane | Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C08389FD6C6,C23B9BED21A,moisture-gradient ion transport,ionic conduction,transport_mechanism,transport_mechanism,2025,2026,2,2,10,4,4,14,1,0.05263157894736842,,0.21311475409836064,0.4426229508196721,0.6311475409836066,0.26229508196721313,0.19672131147540983,0.34918032786885245,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1403; P1790,2023; 2024,Modulation of electronic and ionic conduction in mixed polymer conductors via additive engineering: Towards targeted applications under varying humidity | Effect of internal moisture on the electric conductivity of cement composites with expanded graphite determined by impedance spectroscopy,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C08389FD6C6,CF4A6A0344F,moisture-gradient ion transport,ion migration,transport_mechanism,transport_mechanism,2025,2026,2,1,10,2,2,12,2,0.125,,0.21311475409836064,0.1557377049180328,0.29508196721311475,0.5,0.5,0.3327868852459016,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P0570; P0338,2022; 2025,Tailoring Intermolecular Interactions Towards High-Performance Thermoelectric Ionogels at Low Humidity | Long-Term Serviceable Ionic Thermoelectric Hydrogel with Temperature and Moisture Dual-Driven Waste Energy Harvesting Capability,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C46747A02A1,CE4B0E242E7,ion-pairing and complexation,interfacial charge transfer,solvation_entropy,electrode_interface,2025,2026,2,1,9,6,6,15,1,0.05,,0.21311475409836064,0.1557377049180328,0.819672131147541,0.26229508196721313,0.18032786885245902,0.3262295081967213,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1810; P0342,2021; 2025,Unprecedented pressure-driven metallization and topological charge transport in an anion radical salt | Advanced N-Type Ionic Thermoelectric Cells Featuring Bidirectional Cationic Anchoring Strategy and REDOX Electrode,1,manual_literature_audit_queue,False,False,observed_in_exclusive_TG_during_partial_next_year
C188B56F6F1,C8AD5B453CC,ion-selectivity membrane transport,ion diffusion,transport_mechanism,transport_mechanism,2025,2026,2,1,14,4,4,18,1,0.09090909090909091,,0.21311475409836064,0.1557377049180328,0.6311475409836066,0.26229508196721313,0.3442622950819672,0.32131147540983607,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1096; P0744,2020; 2024,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels | Lignin-Derived Ionic Conducting Membranes for Low-Grade Thermal Energy Harvesting,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C539540C36B,CF4A6A0344F,nanochannel-confined ion transport,ion migration,transport_mechanism,transport_mechanism,2025,2026,3,3,1,2,1,3,0,0.0,,0.5737704918032787,0.7049180327868853,0.09836065573770492,0.09016393442622951,0.09016393442622951,0.3114754098360656,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P0386; P0862; P0338,2023; 2025,Synergy between ionic thermoelectric conversion and nanofluidic reverse electrodialysis for high power density generation | Dimension unification and dominance evaluation of multi-physical parameters for nanochannel-based ionic thermoelectric energy conversion using similarity principle | Long-Term Serviceable Ionic Thermoelectric Hydrogel with Temperature and Moisture Dual-Driven Waste Energy Harvesting Capability,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C41DA9D5B12,CE4B0E242E7,convection-resolved resistance decomposition,interfacial charge transfer,transport_mechanism,electrode_interface,2025,2026,3,3,1,6,1,7,0,0.0,,0.5737704918032787,0.7049180327868853,0.09836065573770492,0.09016393442622951,0.09016393442622951,0.3114754098360656,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1190; P1116; P1188,2023; 2024; 2025,Resistance components in organic electrolytes containing Fe2+/Fe3+ for liquid thermoelectric conversion devices | Concentration dependence of resistance components in solutions containing dissolved Fe2+/Fe3+ | Resistance components of liquid thermoelectric converter composed of [Fe(CN)6]3-/[Fe(CN)6]4- aqueous electrolyte and graphite-dispersing electrodes,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C41DA9D5B12,C45C8AAD12E,convection-resolved resistance decomposition,charge-transfer resistance engineering,transport_mechanism,electrode_interface,2025,2026,3,3,1,10,1,11,0,0.0,,0.5737704918032787,0.7049180327868853,0.09836065573770492,0.09016393442622951,0.09016393442622951,0.3114754098360656,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1190; P1116; P1188,2023; 2024; 2025,Resistance components in organic electrolytes containing Fe2+/Fe3+ for liquid thermoelectric conversion devices | Concentration dependence of resistance components in solutions containing dissolved Fe2+/Fe3+ | Resistance components of liquid thermoelectric converter composed of [Fe(CN)6]3-/[Fe(CN)6]4- aqueous electrolyte and graphite-dispersing electrodes,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C46747A02A1,CF4A6A0344F,ion-pairing and complexation,ion migration,solvation_entropy,transport_mechanism,2025,2026,2,2,9,2,2,11,1,0.0625,,0.21311475409836064,0.4426229508196721,0.29508196721311475,0.26229508196721313,0.26229508196721313,0.29508196721311475,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P0355; P0413,2024; 2025,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting | N-type thermoelectric composite hydrogels enabling dual-channel ionic/electronic transport,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C46747A02A1,C845F498233,ion-pairing and complexation,ion-dipole interaction,solvation_entropy,solvation_entropy,2025,2026,2,2,9,2,2,11,1,0.0625,,0.21311475409836064,0.4426229508196721,0.29508196721311475,0.26229508196721313,0.26229508196721313,0.29508196721311475,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1345; P0367,2023; 2025,Rarely negative-thermovoltage cellulose ionogel with simultaneously boosted mechanical strength and ionic conductivity via ion-molecular engineering | An n-type ionic thermoelectric hydrogel with confined cation diffusion for boosted low-grade heat harvesting,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C08389FD6C6,C845F498233,moisture-gradient ion transport,ion-dipole interaction,transport_mechanism,solvation_entropy,2025,2026,2,2,10,2,2,12,1,0.058823529411764705,,0.21311475409836064,0.4426229508196721,0.29508196721311475,0.26229508196721313,0.22950819672131148,0.28852459016393445,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1855; P0341,2024; 2025,"Electrostatic Tailoring of Freestanding Polymeric Films for Multifunctional Thermoelectrics, Hydrogels, and Actuators | Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties",0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C182567E63B,C188B56F6F1,ion concentration-gradient formation,ion-selectivity membrane transport,transport_mechanism,transport_mechanism,2025,2026,2,1,2,14,2,16,1,0.1,,0.21311475409836064,0.1557377049180328,0.29508196721311475,0.26229508196721313,0.36885245901639346,0.25901639344262295,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1096; P0530,2020; 2025,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels | Effects of thermoosmosis and thermophoresis of finite-sized ions along with a pressure-driven flow on the thermoelectric field in a conical hydrophobic nanopore,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C3002C089A5,C96681C9193,ionic thermodiffusion (Soret effect),ion channels,transport_mechanism,transport_mechanism,2025,2026,2,2,16,1,1,17,0,0.0,,0.21311475409836064,0.4426229508196721,0.09836065573770492,0.09016393442622951,0.09016393442622951,0.18688524590163932,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P0347; P0681,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels | High-Performance SiO2 Nanoparticle Ionogels for Continuous Heat-To-Electricity Conversion,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
CE6FC512ED2,CF4A6A0344F,dynamic crosslinked gel network,ion migration,gel_microstructure,transport_mechanism,2025,2026,2,1,3,2,2,5,0,0.0,,0.21311475409836064,0.1557377049180328,0.29508196721311475,0.09016393442622951,0.09016393442622951,0.16885245901639342,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P1434; P0413,2022; 2025,Voltage Bias Stress Effects and Electronic Stability of ?-Conjugated Crosslinked Tin Halide Perovskites | N-type thermoelectric composite hydrogels enabling dual-channel ionic/electronic transport,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
C08389FD6C6,C96681C9193,moisture-gradient ion transport,ion channels,transport_mechanism,transport_mechanism,2025,2026,2,1,10,1,1,11,0,0.0,,0.21311475409836064,0.1557377049180328,0.09836065573770492,0.09016393442622951,0.09016393442622951,0.12950819672131147,"Unweighted mean of within-year percentile ranks: source pair evidence, source 3-year recency, target minimum node frequency, target common neighbors, and target Jaccard",partial_interim,P0764; P0347,2019; 2025,Effective ionic Seebeck component suppression in mixed ion-electron conductor via chemical treatment | Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,0,manual_literature_audit_queue,False,False,not_yet_observed_or_not_yet_indexed
