concept_u_id,concept_v_id,concept_u,concept_v,u_type,v_type,semantic_similarity,degree_u,degree_v,degree_min,degree_max,document_frequency_u,document_frequency_v,frequency_min,frequency_max,frequency_balance,recent_frequency_u,recent_frequency_v,recent_frequency_sum,trend_u,trend_v,age_u,age_v,common_neighbors,jaccard,adamic_adar,preferential_attachment,shortest_path,same_component,same_type,material_material_pair,material_mechanism_pair,mechanism_mechanism_pair,tg_history_frequency_u,tg_history_frequency_v,tg_history_frequency_sum,tg_both_concepts_seen,cutoff_year,future_window,label,pair_probability,node_adoption_compatibility,two_stage_score,future_rank,annual_graph_score,graph_rank_2027,calibrated_annual_probability,probability_note
CB25BC3FC14,CF4A6A0344F,double/interpenetrating network,ion migration,gel_microstructure,transport_mechanism,0.1291266977787017,24,30,24,30,18,48,18,48,0.375,11,26,37,1.3333333333333333,4.666666666666667,4,33,15,0.3846153846153846,4.806537510551875,720,1,1,0,0,0,1,9,5,14,1,2026,2027-2027,0,0.2211030384370104,1.0,0.596975806451613,115,0.6759677419354839,57,0.11962866023869691,Exploratory one-year probability calibrated from 2020-2026 annual events
C96681C9193,CC028ABF9C6,ion channels,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.0397294089198112,18,35,18,35,9,58,9,58,0.1551724137931034,6,36,42,1.6666666666666667,7.333333333333333,7,19,15,0.3947368421052631,4.784628227330057,630,1,1,0,0,0,1,2,25,27,1,2026,2027-2027,0,0.1783932560870276,1.0,0.5872983870967742,129,0.6749596774193549,58,0.11941358609506617,Exploratory one-year probability calibrated from 2020-2026 annual events
C46A965349B,CFBB5A400A1,anion transport,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,0.6425436735153198,16,33,16,33,6,43,6,43,0.1395348837209302,4,30,34,1.0,6.333333333333333,6,10,12,0.3243243243243243,3.723113171084801,528,1,1,1,0,0,1,1,16,17,1,2026,2027-2027,0,0.6951957804382751,1.0,0.6629032258064516,19,0.6744758064516129,59,0.1193104692758929,Exploratory one-year probability calibrated from 2020-2026 annual events
CBFAB31D6E6,CE6FC512ED2,electrostatic interaction,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,0.2271399199962616,19,29,19,29,16,41,16,41,0.3902439024390244,7,28,35,0.3333333333333333,5.666666666666667,11,7,14,0.4117647058823529,4.497916834281263,551,1,1,0,0,0,1,3,11,14,1,2026,2027-2027,0,0.6601839913531713,1.0,0.6592741935483871,25,0.6741129032258065,60,0.11923318218818914,Exploratory one-year probability calibrated from 2020-2026 annual events
C539540C36B,CE6FC512ED2,nanochannel-confined ion transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,0.1376950889825821,23,29,23,29,26,41,26,41,0.6341463414634146,16,28,44,2.6666666666666665,5.666666666666667,8,7,14,0.3684210526315789,4.217612282761154,667,1,1,0,0,0,1,3,11,14,1,2026,2027-2027,0,0.487867754022096,1.0,0.644758064516129,47,0.6682258064516129,61,0.11798545032665597,Exploratory one-year probability calibrated from 2020-2026 annual events
C3002C089A5,CF69DD93A68,ionic thermodiffusion (Soret effect),selective ion transport,transport_mechanism,transport_mechanism,0.5532596707344055,44,11,11,44,136,12,12,136,0.088235294117647,77,11,88,12.666666666666666,3.3333333333333335,27,5,10,0.2222222222222222,3.3983324122951295,484,1,1,1,0,0,1,38,1,39,1,2026,2027-2027,0,0.2642321587096451,1.0,0.6066532258064516,102,0.6632661290322581,62,0.11694307209514757,Exploratory one-year probability calibrated from 2020-2026 annual events
C539540C36B,C7932B1CE8C,nanochannel-confined ion transport,chaotropic polymer-water disruption,transport_mechanism,gel_microstructure,0.2454111725091934,23,30,23,30,26,34,26,34,0.7647058823529411,16,24,40,2.6666666666666665,5.333333333333333,8,8,13,0.325,3.8181427789574736,690,1,1,0,0,0,1,3,13,16,1,2026,2027-2027,0,0.6448833651937287,1.0,0.6574596774193548,27,0.6613709677419355,63,0.11654687937193804,Exploratory one-year probability calibrated from 2020-2026 annual events
C3002C089A5,CEA29EF1A99,ionic thermodiffusion (Soret effect),thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,0.3174004256725311,44,12,12,44,136,29,29,136,0.213235294117647,77,13,90,12.666666666666666,1.0,27,13,11,0.2444444444444444,3.753101075175758,528,1,1,0,0,0,1,38,17,55,1,2026,2027-2027,0,0.889880035382896,1.0,0.6743951612903226,1,0.6611693548387096,64,0.11650479985138429,Exploratory one-year probability calibrated from 2020-2026 annual events
C23B9BED21A,C3002C089A5,ionic conduction,ionic thermodiffusion (Soret effect),transport_mechanism,transport_mechanism,0.606113851070404,11,44,11,44,55,136,55,136,0.4044117647058823,12,77,89,-0.3333333333333333,12.666666666666666,34,27,10,0.2222222222222222,3.2232615252565697,484,1,1,1,0,0,1,4,38,42,1,2026,2027-2027,0,0.4495608439538856,1.0,0.6399193548387097,55,0.6607661290322581,65,0.11642068037781914,Exploratory one-year probability calibrated from 2020-2026 annual events
C845F498233,C96681C9193,ion-dipole interaction,ion channels,solvation_entropy,transport_mechanism,0.3756704926490783,21,18,18,21,14,9,9,14,0.6428571428571429,9,6,15,1.6666666666666667,1.6666666666666667,7,7,13,0.5,4.378467554795908,378,1,1,0,0,0,1,2,2,4,1,2026,2027-2027,0,0.1291988447691714,1.0,0.5697580645161291,154,0.6600806451612903,66,0.11627779829677845,Exploratory one-year probability calibrated from 2020-2026 annual events
C46747A02A1,C46A965349B,ion-pairing and complexation,anion transport,solvation_entropy,transport_mechanism,0.2639320790767669,36,16,16,36,54,6,6,54,0.1111111111111111,32,4,36,6.333333333333333,1.0,15,6,13,0.3333333333333333,4.258718890630231,576,1,1,0,0,0,1,17,1,18,1,2026,2027-2027,0,0.4714766242182573,1.0,0.6435483870967742,49,0.659758064516129,67,0.11621061237907807,Exploratory one-year probability calibrated from 2020-2026 annual events
C10C4FF4B6C,CC3BA67827F,hydrogen bonding,ionic-electronic coupling,solvation_entropy,transport_mechanism,0.2803932428359985,31,15,15,31,45,48,45,48,0.9375,31,17,48,7.333333333333333,1.6666666666666667,22,33,12,0.3529411764705882,3.5971324978005037,465,1,1,0,0,0,1,15,1,16,1,2026,2027-2027,0,0.6011331170368954,1.0,0.6532258064516129,34,0.6594354838709677,68,0.11614346017977159,Exploratory one-year probability calibrated from 2020-2026 annual events
CF4A6A0344F,CF69DD93A68,ion migration,selective ion transport,transport_mechanism,transport_mechanism,0.8552036285400391,30,11,11,30,48,12,12,48,0.25,26,11,37,4.666666666666667,3.3333333333333335,33,5,10,0.3225806451612903,3.368575678436369,330,1,1,1,0,0,1,5,1,6,1,2026,2027-2027,0,0.2313075948093825,1.0,0.5981854838709677,113,0.6587903225806452,69,0.11600925689222955,Exploratory one-year probability calibrated from 2020-2026 annual events
C08389FD6C6,C23B9BED21A,moisture-gradient ion transport,ionic conduction,transport_mechanism,transport_mechanism,0.6382522583007812,30,11,11,30,82,55,55,82,0.6707317073170732,42,12,54,5.666666666666667,-0.3333333333333333,24,34,10,0.3225806451612903,3.193504791397809,330,1,1,1,0,0,1,15,4,19,1,2026,2027-2027,0,0.3049112160541595,1.0,0.6151209677419355,91,0.6578629032258064,70,0.11581657570411205,Exploratory one-year probability calibrated from 2020-2026 annual events
C188B56F6F1,C5CE88E5AD7,ion-selectivity membrane transport,thermal migration,transport_mechanism,transport_mechanism,0.4733014106750488,26,12,12,26,58,9,9,58,0.1551724137931034,30,8,38,5.333333333333333,2.3333333333333335,27,3,11,0.4074074074074074,3.6187724662270737,312,1,1,1,0,0,1,18,0,18,0,2026,2027-2027,0,0.422983697505177,0.4209839902804383,0.2471774193548387,200,0.655483870967742,71,0.11532357794231188,Exploratory one-year probability calibrated from 2020-2026 annual events
C10C4FF4B6C,C96681C9193,hydrogen bonding,ion channels,solvation_entropy,transport_mechanism,0.2245450615882873,31,18,18,31,45,9,9,45,0.2,31,6,37,7.333333333333333,1.6666666666666667,22,7,13,0.3611111111111111,3.996981813526335,558,1,1,0,0,0,1,15,2,17,1,2026,2027-2027,0,0.3433822612356478,1.0,0.6223790322580646,80,0.6518951612903225,72,0.11458335669676081,Exploratory one-year probability calibrated from 2020-2026 annual events
C8AD5B453CC,CB25BC3FC14,ion diffusion,double/interpenetrating network,transport_mechanism,gel_microstructure,0.1537381708621978,23,24,23,24,45,18,18,45,0.4,22,11,33,3.0,1.3333333333333333,27,4,14,0.4242424242424242,4.310434410899068,552,1,1,0,0,0,1,7,9,16,1,2026,2027-2027,0,0.4218712347466711,1.0,0.6338709677419355,63,0.6512096774193549,73,0.11444243748510567,Exploratory one-year probability calibrated from 2020-2026 annual events
C3002C089A5,C5CE88E5AD7,ionic thermodiffusion (Soret effect),thermal migration,transport_mechanism,transport_mechanism,0.5070559978485107,44,12,12,44,136,9,9,136,0.0661764705882353,77,8,85,12.666666666666666,2.3333333333333335,27,3,10,0.217391304347826,3.206323159407344,528,1,1,1,0,0,1,38,0,38,0,2026,2027-2027,0,0.3428949821909652,0.4209839902804383,0.2338709677419354,205,0.6474596774193548,74,0.11367419508459708,Exploratory one-year probability calibrated from 2020-2026 annual events
C78D65254F9,C845F498233,phase transition,ion-dipole interaction,phase_or_species_transition,solvation_entropy,0.2121586799621582,28,21,21,28,90,14,14,90,0.1555555555555555,29,9,38,2.0,1.6666666666666667,23,7,13,0.3611111111111111,3.843863664043243,588,1,1,0,0,0,1,19,2,21,1,2026,2027-2027,0,0.3920175368048329,1.0,0.6284274193548387,70,0.6473790322580645,75,0.11365772322866022,Exploratory one-year probability calibrated from 2020-2026 annual events
C46747A02A1,C5E47CC0A62,ion-pairing and complexation,Hofmeister/chaotropic effect,solvation_entropy,gel_microstructure,0.3616507053375244,36,14,14,36,54,11,11,54,0.2037037037037037,32,8,40,6.333333333333333,2.0,15,8,11,0.282051282051282,3.848903630280176,504,1,1,0,0,0,1,17,8,25,1,2026,2027-2027,0,0.7332017657684556,1.0,0.6653225806451613,16,0.6452822580645161,76,0.11323018482827488,Exploratory one-year probability calibrated from 2020-2026 annual events
CC028ABF9C6,CC3BA67827F,anti-freezing organohydrogel design,ionic-electronic coupling,gel_microstructure,transport_mechanism,0.0300060156732797,35,15,15,35,58,48,48,58,0.8275862068965517,36,17,53,7.333333333333333,1.6666666666666667,19,33,13,0.3513513513513513,3.967746520179978,525,1,1,0,0,0,1,25,1,26,1,2026,2027-2027,0,0.3140563806323374,1.0,0.6175403225806452,87,0.6343548387096775,77,0.1110247000103439,Exploratory one-year probability calibrated from 2020-2026 annual events
C46A965349B,CC028ABF9C6,anion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.0751494616270065,16,35,16,35,6,58,6,58,0.1034482758620689,4,36,40,1.0,7.333333333333333,6,19,13,0.3421052631578947,4.3151096956321755,560,1,1,0,0,0,1,1,25,26,1,2026,2027-2027,0,0.3236468639673946,1.0,0.61875,85,0.6301612903225806,78,0.11018834461475384,Exploratory one-year probability calibrated from 2020-2026 annual events
C23B9BED21A,C539540C36B,ionic conduction,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,0.7490586638450623,11,23,11,23,55,26,26,55,0.4727272727272727,12,16,28,-0.3333333333333333,2.6666666666666665,34,8,10,0.4166666666666667,3.1685899062892138,253,1,1,1,0,0,1,4,3,7,1,2026,2027-2027,0,0.2052411157427849,1.0,0.5939516129032258,119,0.6254435483870967,79,0.1092540479924769,Exploratory one-year probability calibrated from 2020-2026 annual events
C78D65254F9,CBFAB31D6E6,phase transition,electrostatic interaction,phase_or_species_transition,solvation_entropy,0.2095927000045776,28,19,19,28,90,16,16,90,0.1777777777777777,29,7,36,2.0,0.3333333333333333,23,11,12,0.3428571428571428,3.6092720699490943,532,1,1,0,0,0,1,19,3,22,1,2026,2027-2027,0,0.4771500167857726,1.0,0.6441532258064516,48,0.6188709677419355,80,0.10796401178581219,Exploratory one-year probability calibrated from 2020-2026 annual events
C23B9BED21A,CF4A6A0344F,ionic conduction,ion migration,transport_mechanism,transport_mechanism,0.8135492205619812,11,30,11,30,55,48,48,55,0.8727272727272727,12,26,38,-0.3333333333333333,4.666666666666667,34,33,9,0.28125,2.832831031175568,330,1,1,1,0,0,1,4,5,9,1,2026,2027-2027,0,0.4488853745015672,1.0,0.6387096774193548,57,0.6177419354838709,81,0.10774376256727311,Exploratory one-year probability calibrated from 2020-2026 annual events
C5CE88E5AD7,C872881EC3C,thermal migration,gel-confined redox transport,transport_mechanism,gel_microstructure,0.3784138560295105,12,37,12,37,9,52,9,52,0.173076923076923,8,36,44,2.3333333333333335,7.0,3,6,10,0.2564102564102564,3.1348639068786,444,1,1,0,0,0,1,0,62,62,0,2026,2027-2027,0,0.7222348097183119,0.4209839902804383,0.2768145161290322,192,0.6169354838709677,82,0.10758668365670439,Exploratory one-year probability calibrated from 2020-2026 annual events
C188B56F6F1,C23B9BED21A,ion-selectivity membrane transport,ionic conduction,transport_mechanism,transport_mechanism,0.7166036367416382,26,11,11,26,58,55,55,58,0.9482758620689656,30,12,42,5.333333333333333,-0.3333333333333333,27,34,9,0.3214285714285714,2.8199174585406395,286,1,1,1,0,0,1,18,4,22,1,2026,2027-2027,0,0.2887973966247617,1.0,0.6108870967741936,95,0.6168951612903226,83,0.10757883500023481,Exploratory one-year probability calibrated from 2020-2026 annual events
C08389FD6C6,CEA29EF1A99,moisture-gradient ion transport,thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,0.2535187602043152,30,12,12,30,82,29,29,82,0.3536585365853658,42,13,55,5.666666666666667,1.0,24,13,10,0.3125,3.24244599435401,360,1,1,0,0,0,1,15,17,32,1,2026,2027-2027,0,0.735514193283172,1.0,0.6659274193548388,15,0.615241935483871,84,0.10725747339207421,Exploratory one-year probability calibrated from 2020-2026 annual events
C845F498233,CB25BC3FC14,ion-dipole interaction,double/interpenetrating network,solvation_entropy,gel_microstructure,0.2042683213949203,21,24,21,24,14,18,14,18,0.7777777777777778,9,11,20,1.6666666666666667,1.3333333333333333,7,4,13,0.40625,3.895966968526566,504,1,1,0,0,0,1,2,9,11,1,2026,2027-2027,0,0.2856274565629177,1.0,0.6096774193548388,97,0.613991935483871,85,0.10701505369815241,Exploratory one-year probability calibrated from 2020-2026 annual events
C46747A02A1,CF203EF8121,ion-pairing and complexation,Eastman entropy of transfer,solvation_entropy,solvation_entropy,0.6262979507446289,36,11,11,36,54,14,14,54,0.2592592592592592,32,4,36,6.333333333333333,-0.3333333333333333,15,9,9,0.2368421052631578,3.297745199320066,396,1,1,1,0,0,1,17,2,19,1,2026,2027-2027,0,0.2927593040438045,1.0,0.611491935483871,94,0.6076209677419354,86,0.10578697584869912,Exploratory one-year probability calibrated from 2020-2026 annual events
C3002C089A5,C98C1040415,ionic thermodiffusion (Soret effect),cation transport,transport_mechanism,transport_mechanism,0.4459215700626373,44,10,10,44,136,7,7,136,0.0514705882352941,77,5,82,12.666666666666666,1.0,27,4,9,0.2,2.9715613602054223,440,1,1,1,0,0,1,38,0,38,0,2026,2027-2027,0,0.1537176747173901,0.8903887095059793,0.2337701612903225,206,0.6069758064516129,87,0.10566330881962363,Exploratory one-year probability calibrated from 2020-2026 annual events
C78D65254F9,CC3BA67827F,phase transition,ionic-electronic coupling,phase_or_species_transition,transport_mechanism,0.1466700136661529,28,15,15,28,90,48,48,90,0.5333333333333333,29,17,46,2.0,1.6666666666666667,23,33,11,0.34375,3.4042306473180464,420,1,1,0,0,0,1,19,1,20,1,2026,2027-2027,0,0.4200500664486006,1.0,0.6332661290322581,64,0.6048790322580646,88,0.1052622710913733,Exploratory one-year probability calibrated from 2020-2026 annual events
CB25BC3FC14,CBFAB31D6E6,double/interpenetrating network,electrostatic interaction,gel_microstructure,solvation_entropy,0.2703526616096496,24,19,19,24,18,16,16,18,0.8888888888888888,11,7,18,1.3333333333333333,0.3333333333333333,4,11,12,0.3870967741935484,3.5778747589543736,456,1,1,0,0,0,1,9,3,12,1,2026,2027-2027,0,0.1729394169884526,1.0,0.5848790322580645,133,0.6034677419354839,89,0.1049930985874754,Exploratory one-year probability calibrated from 2020-2026 annual events
CC3BA67827F,CE6FC512ED2,ionic-electronic coupling,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,0.1573328524827957,15,29,15,29,48,41,41,48,0.8541666666666666,17,28,45,1.6666666666666667,5.666666666666667,33,7,11,0.3333333333333333,3.2453887133859025,435,1,1,0,0,0,1,1,11,12,1,2026,2027-2027,0,0.7487817552551722,1.0,0.6671370967741935,13,0.5997580645161291,90,0.10428845531030347,Exploratory one-year probability calibrated from 2020-2026 annual events
C46A965349B,C96681C9193,anion transport,ion channels,transport_mechanism,transport_mechanism,0.7010833024978638,16,18,16,18,6,9,6,9,0.6666666666666666,4,6,10,1.0,1.6666666666666667,6,7,10,0.4166666666666667,3.1152202541314886,288,1,1,1,0,0,1,1,2,3,1,2026,2027-2027,0,0.1301718476176869,1.0,0.5703629032258065,153,0.5986693548387096,91,0.10408245231970306,Exploratory one-year probability calibrated from 2020-2026 annual events
C10C4FF4B6C,CE4B0E242E7,hydrogen bonding,interfacial charge transfer,solvation_entropy,electrode_interface,0.2480388730764389,31,19,19,31,45,36,36,45,0.8,31,12,43,7.333333333333333,0.6666666666666666,22,33,10,0.25,3.102995581237592,589,1,1,0,0,0,1,15,11,26,1,2026,2027-2027,0,0.7694923605378188,1.0,0.667741935483871,12,0.5978225806451613,92,0.10392247649660998,Exploratory one-year probability calibrated from 2020-2026 annual events
C8AD5B453CC,CBFAB31D6E6,ion diffusion,electrostatic interaction,transport_mechanism,solvation_entropy,0.2989199757575989,23,19,19,23,45,16,16,45,0.3555555555555555,22,7,29,3.0,0.3333333333333333,27,11,11,0.3548387096774194,3.2068424655672496,437,1,1,0,0,0,1,7,3,10,1,2026,2027-2027,0,0.3852069866215415,1.0,0.6278225806451613,71,0.5966935483870968,93,0.103709513551646,Exploratory one-year probability calibrated from 2020-2026 annual events
C7932B1CE8C,CC3BA67827F,chaotropic polymer-water disruption,ionic-electronic coupling,gel_microstructure,transport_mechanism,0.1731179058551788,30,15,15,30,34,48,34,48,0.7083333333333334,24,17,41,5.333333333333333,1.6666666666666667,8,33,11,0.3235294117647059,3.2483488139640664,450,1,1,0,0,0,1,13,1,14,1,2026,2027-2027,0,0.4417573515424413,1.0,0.6375,59,0.5958467741935484,94,0.10355004468772142,Exploratory one-year probability calibrated from 2020-2026 annual events
C10D3798CF7,CFBB5A400A1,selective solvation,cation-anion thermodiffusion asymmetry,solvation_entropy,transport_mechanism,0.2806019484996795,17,33,17,33,11,43,11,43,0.2558139534883721,7,30,37,1.3333333333333333,6.333333333333333,7,10,10,0.25,3.0653370955721955,561,1,1,0,0,0,1,18,16,34,1,2026,2027-2027,0,0.7253711196147726,1.0,0.6647177419354839,17,0.5859677419354838,95,0.1017055479802663,Exploratory one-year probability calibrated from 2020-2026 annual events
C5CE88E5AD7,CFBB5A400A1,thermal migration,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,0.5502303838729858,12,33,12,33,9,43,9,43,0.2093023255813953,8,30,38,2.3333333333333335,6.333333333333333,3,10,9,0.25,2.6706825194713644,396,1,1,1,0,0,1,0,16,16,0,2026,2027-2027,0,0.6543894201804737,0.4209839902804383,0.270766129032258,193,0.58,96,0.1006054871879842,Exploratory one-year probability calibrated from 2020-2026 annual events
CB25BC3FC14,CC3BA67827F,double/interpenetrating network,ionic-electronic coupling,gel_microstructure,transport_mechanism,0.1977140754461288,24,15,15,24,18,48,18,48,0.375,11,17,28,1.3333333333333333,1.6666666666666667,4,33,11,0.3928571428571428,3.2943645937421824,360,1,1,0,0,0,1,9,1,10,1,2026,2027-2027,0,0.2191378619159537,1.0,0.5957661290322581,117,0.5753629032258065,97,0.0997580185822634,Exploratory one-year probability calibrated from 2020-2026 annual events
C08389FD6C6,C5CE88E5AD7,moisture-gradient ion transport,thermal migration,transport_mechanism,transport_mechanism,0.5659545063972473,30,12,12,30,82,9,9,82,0.1097560975609756,42,8,50,5.666666666666667,2.3333333333333335,24,3,8,0.2352941176470588,2.348010102734708,360,1,1,1,0,0,1,15,0,15,0,2026,2027-2027,0,0.5009738530902423,0.4209839902804383,0.2592741935483871,194,0.5693145161290323,98,0.09866216801836691,Exploratory one-year probability calibrated from 2020-2026 annual events
C78D65254F9,CE4B0E242E7,phase transition,interfacial charge transfer,phase_or_species_transition,electrode_interface,0.1527054607868194,28,19,19,28,90,36,36,90,0.4,29,12,41,2.0,0.6666666666666666,23,33,10,0.2702702702702703,3.1198793626067105,532,1,1,0,0,0,1,19,11,30,1,2026,2027-2027,0,0.6197852715038427,1.0,0.6544354838709677,32,0.568991935483871,99,0.09860402481698452,Exploratory one-year probability calibrated from 2020-2026 annual events
C96681C9193,CC3BA67827F,ion channels,ionic-electronic coupling,transport_mechanism,transport_mechanism,0.6440496444702148,18,15,15,18,9,48,9,48,0.1875,6,17,23,1.6666666666666667,1.6666666666666667,7,33,9,0.375,2.6972887608683993,270,1,1,1,0,0,1,2,1,3,1,2026,2027-2027,0,0.1581572397140539,1.0,0.5806451612903226,138,0.5646370967741935,100,0.09782207385946265,Exploratory one-year probability calibrated from 2020-2026 annual events
C10C4FF4B6C,CD486BA800F,hydrogen bonding,host-guest complexation,solvation_entropy,solvation_entropy,0.7016577124595642,31,9,9,31,45,5,5,45,0.1111111111111111,31,3,34,7.333333333333333,1.0,22,23,8,0.25,2.760916619426074,279,1,1,1,0,0,1,15,3,18,1,2026,2027-2027,0,0.250179331723644,1.0,0.6024193548387097,108,0.5610080645161291,101,0.09717467619617683,Exploratory one-year probability calibrated from 2020-2026 annual events
C46A965349B,C539540C36B,anion transport,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,0.5265467166900635,16,23,16,23,6,26,6,26,0.2307692307692307,4,16,20,1.0,2.6666666666666665,6,8,9,0.3,2.7729981484200263,368,1,1,1,0,0,1,1,3,4,1,2026,2027-2027,0,0.2556711563116587,1.0,0.604233870967742,106,0.5601612903225807,102,0.09702416788521888,Exploratory one-year probability calibrated from 2020-2026 annual events
C5CE88E5AD7,C8AD5B453CC,thermal migration,ion diffusion,transport_mechanism,transport_mechanism,0.540571928024292,12,23,12,23,9,45,9,45,0.2,8,22,30,2.3333333333333335,3.0,3,27,9,0.3461538461538461,2.6377531980702376,276,1,1,1,0,0,1,0,7,7,0,2026,2027-2027,0,0.3007671451716074,0.4209839902804383,0.2266129032258064,207,0.5556451612903226,103,0.09622496634849781,Exploratory one-year probability calibrated from 2020-2026 annual events
C08389FD6C6,CF203EF8121,moisture-gradient ion transport,Eastman entropy of transfer,transport_mechanism,solvation_entropy,0.341469943523407,30,11,11,30,82,14,14,82,0.1707317073170731,42,4,46,5.666666666666667,-0.3333333333333333,24,9,8,0.2424242424242424,2.7427898322793625,330,1,1,0,0,0,1,15,2,17,1,2026,2027-2027,0,0.3558718270732984,1.0,0.6247983870967742,76,0.5532258064516129,104,0.09579924649058133,Exploratory one-year probability calibrated from 2020-2026 annual events
C539540C36B,CF69DD93A68,nanochannel-confined ion transport,selective ion transport,transport_mechanism,transport_mechanism,0.7611767053604126,23,11,11,23,26,12,12,26,0.4615384615384615,16,11,27,2.6666666666666665,3.3333333333333335,8,5,8,0.3076923076923077,2.5151044705138985,253,1,1,1,0,0,1,3,1,4,1,2026,2027-2027,0,0.2491078704396729,1.0,0.6018145161290323,109,0.5489516129032258,105,0.09505125559304231,Exploratory one-year probability calibrated from 2020-2026 annual events
C46A965349B,C845F498233,anion transport,ion-dipole interaction,transport_mechanism,solvation_entropy,0.2664664387702942,16,21,16,21,6,14,6,14,0.4285714285714285,4,9,13,1.0,1.6666666666666667,6,7,10,0.3703703703703703,3.0007172594857634,336,1,1,0,0,0,1,1,2,3,1,2026,2027-2027,0,0.1469186061030699,1.0,0.5764112903225806,143,0.5459274193548388,106,0.09452517837419915,Exploratory one-year probability calibrated from 2020-2026 annual events
C46747A02A1,CF69DD93A68,ion-pairing and complexation,selective ion transport,solvation_entropy,transport_mechanism,0.4519502520561218,36,11,11,36,54,12,12,54,0.2222222222222222,32,11,43,6.333333333333333,3.3333333333333335,15,5,8,0.2051282051282051,2.35573778421645,396,1,1,0,0,0,1,17,1,18,1,2026,2027-2027,0,0.340766416637861,1.0,0.6205645161290323,82,0.5452016129032258,107,0.09439930845441771,Exploratory one-year probability calibrated from 2020-2026 annual events
C5CE88E5AD7,CE6FC512ED2,thermal migration,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,0.1473870277404785,12,29,12,29,9,41,9,41,0.2195121951219512,8,28,36,2.3333333333333335,5.666666666666667,3,7,10,0.3225806451612903,3.114827595914087,348,1,1,0,0,0,1,0,11,11,0,2026,2027-2027,0,0.4393838543179348,0.4209839902804383,0.2495967741935483,199,0.5413306451612904,108,0.09373053498152828,Exploratory one-year probability calibrated from 2020-2026 annual events
C08389FD6C6,CF69DD93A68,moisture-gradient ion transport,selective ion transport,transport_mechanism,transport_mechanism,0.7132197618484497,30,11,11,30,82,12,12,82,0.1463414634146341,42,11,53,5.666666666666667,3.3333333333333335,24,5,7,0.2058823529411764,2.0261210132527427,330,1,1,1,0,0,1,15,1,16,1,2026,2027-2027,0,0.3301775846051279,1.0,0.6193548387096774,84,0.540483870967742,109,0.09358480814916074,Exploratory one-year probability calibrated from 2020-2026 annual events
CEA29EF1A99,CF4A6A0344F,thermal-gradient heat-transfer control,ion migration,device_mechanism,transport_mechanism,0.1823269724845886,12,30,12,30,29,48,29,48,0.6041666666666666,13,26,39,1.0,4.666666666666667,13,33,9,0.2727272727272727,2.902822722458901,360,1,1,0,0,0,1,17,5,22,1,2026,2027-2027,0,0.692936116442248,1.0,0.6622983870967742,20,0.5398790322580644,110,0.09348084197985493,Exploratory one-year probability calibrated from 2020-2026 annual events
CF69DD93A68,CFBB5A400A1,selective ion transport,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,0.4079816937446594,11,33,11,33,12,43,12,43,0.2790697674418604,11,30,41,3.3333333333333335,6.333333333333333,5,10,8,0.2222222222222222,2.3487934299893993,363,1,1,1,0,0,1,1,16,17,1,2026,2027-2027,0,0.4544851352512993,1.0,0.6405241935483871,54,0.5398387096774193,111,0.09347391458632975,Exploratory one-year probability calibrated from 2020-2026 annual events
C10D3798CF7,CBFAB31D6E6,selective solvation,electrostatic interaction,solvation_entropy,solvation_entropy,0.7222724556922913,17,19,17,19,11,16,11,16,0.6875,7,7,14,1.3333333333333333,0.3333333333333333,7,11,8,0.2857142857142857,2.3516606198914487,323,1,1,1,0,0,1,18,3,21,1,2026,2027-2027,0,0.3473630244112541,1.0,0.622983870967742,79,0.5367338709677419,112,0.09294188620864725,Exploratory one-year probability calibrated from 2020-2026 annual events
C08389FD6C6,C98C1040415,moisture-gradient ion transport,cation transport,transport_mechanism,transport_mechanism,0.6226394176483154,30,10,10,30,82,7,7,82,0.0853658536585365,42,5,47,5.666666666666667,1.0,24,4,7,0.2121212121212121,2.2329119813826983,300,1,1,1,0,0,1,15,0,15,0,2026,2027-2027,0,0.2370878470226027,0.8903887095059793,0.256149193548387,196,0.5333870967741936,113,0.09237144635505656,Exploratory one-year probability calibrated from 2020-2026 annual events
CEA29EF1A99,CFBB5A400A1,thermal-gradient heat-transfer control,cation-anion thermodiffusion asymmetry,device_mechanism,transport_mechanism,0.3272450566291809,12,33,12,33,29,43,29,43,0.6744186046511628,13,30,43,1.0,6.333333333333333,13,10,8,0.2162162162162162,2.3991335573190433,396,1,1,0,0,0,1,17,16,33,1,2026,2027-2027,0,0.8527493249616508,1.0,0.6737903225806452,2,0.5321370967741935,114,0.09215919833872951,Exploratory one-year probability calibrated from 2020-2026 annual events
