concept_u_id,concept_v_id,concept_u,concept_v,u_type,v_type,semantic_similarity,degree_u,degree_v,degree_min,degree_max,document_frequency_u,document_frequency_v,frequency_min,frequency_max,frequency_balance,recent_frequency_u,recent_frequency_v,recent_frequency_sum,trend_u,trend_v,age_u,age_v,common_neighbors,jaccard,adamic_adar,preferential_attachment,shortest_path,same_component,same_type,material_material_pair,material_mechanism_pair,mechanism_mechanism_pair,tg_history_frequency_u,tg_history_frequency_v,tg_history_frequency_sum,tg_both_concepts_seen,cutoff_year,future_window,label
C41DA9D5B12,CB56BB4DDB0,convection-resolved resistance decomposition,carbon-electrode redox interface,transport_mechanism,electrode_interface,0.22548499703407288,2,1,1,2,2,4,2,4,0.5,1,2,3,0.3333333333333333,0.6666666666666666,8,8,0,0.0,0.0,2,1,1,0,0,0,1,1,5,6,1,2021,2022-2022,0
C45C8AAD12E,C46747A02A1,charge-transfer resistance engineering,ion-pairing and complexation,electrode_interface,solvation_entropy,0.22788813710212708,5,5,5,5,15,12,12,15,0.8,5,4,9,0.3333333333333333,-1.0,27,10,2,0.25,1.1112187656957617,25,1,1,0,0,0,1,7,3,10,1,2021,2022-2022,0
C45C8AAD12E,C78D65254F9,charge-transfer resistance engineering,phase transition,electrode_interface,phase_or_species_transition,0.10874047875404358,5,13,5,13,15,42,15,42,0.35714285714285715,5,17,22,0.3333333333333333,2.3333333333333335,27,18,2,0.125,1.3426824550040934,65,1,1,0,0,0,1,7,3,10,1,2021,2022-2022,0
C45C8AAD12E,CD486BA800F,charge-transfer resistance engineering,host-guest complexation,electrode_interface,solvation_entropy,0.25217893719673157,5,2,2,5,15,2,2,15,0.13333333333333333,5,0,5,0.3333333333333333,0.0,27,18,1,0.16666666666666666,0.7213475204444817,10,1,1,0,0,0,1,7,2,9,1,2021,2022-2022,0
C46747A02A1,C872881EC3C,ion-pairing and complexation,gel-confined redox transport,solvation_entropy,gel_microstructure,0.17344823479652405,5,4,4,5,12,4,4,12,0.3333333333333333,4,4,8,-1.0,1.3333333333333333,10,1,1,0.125,0.3898712452512801,20,1,1,0,0,0,1,3,2,5,1,2021,2022-2022,0
C46747A02A1,CE4B0E242E7,ion-pairing and complexation,interfacial charge transfer,solvation_entropy,electrode_interface,0.2749038338661194,5,4,4,5,12,15,12,15,0.8,4,4,8,-1.0,0.3333333333333333,10,28,2,0.2857142857142857,1.011206179810892,20,1,1,0,0,0,1,3,5,8,1,2021,2022-2022,0
C539540C36B,C8AD5B453CC,nanochannel-confined ion transport,ion diffusion,transport_mechanism,transport_mechanism,0.737205445766449,6,12,6,12,3,15,3,15,0.2,2,9,11,0.3333333333333333,2.0,3,22,4,0.2857142857142857,2.1688722422123994,72,1,1,1,0,0,1,0,2,2,0,2021,2022-2022,0
C539540C36B,C96681C9193,nanochannel-confined ion transport,ion channels,transport_mechanism,transport_mechanism,0.7451198101043701,6,6,6,6,3,2,2,3,0.6666666666666666,2,2,4,0.3333333333333333,0.6666666666666666,3,2,4,0.5,2.0131912200429967,36,1,1,1,0,0,1,0,0,0,0,2021,2022-2022,0
C555F4672C1,C6C09287FDB,configurational-entropy modulation,high-entropy redox/ion coupling,phase_or_species_transition,solvation_entropy,0.6008002758026123,1,1,1,1,3,2,2,3,0.6666666666666666,2,2,4,0.3333333333333333,0.6666666666666666,3,1,0,0.0,0.0,1,1,1,0,0,0,1,0,2,2,0,2021,2022-2022,0
C78D65254F9,CA8C62A4868,phase transition,redox reaction entropy,phase_or_species_transition,solvation_entropy,0.2062896490097046,13,6,6,13,42,5,5,42,0.11904761904761904,17,2,19,2.3333333333333335,0.0,18,7,0,0.0,0.0,78,1,1,0,0,0,1,3,10,13,1,2021,2022-2022,0
C78D65254F9,CB314592CFB,phase transition,precipitation and species redistribution,phase_or_species_transition,phase_or_species_transition,0.784670352935791,13,3,3,13,42,4,4,42,0.09523809523809523,17,2,19,2.3333333333333335,0.0,18,5,2,0.14285714285714285,1.631586747071319,39,1,1,1,0,0,1,3,0,3,0,2021,2022-2022,0
C78D65254F9,CBFAB31D6E6,phase transition,electrostatic interaction,phase_or_species_transition,solvation_entropy,0.20959270000457764,13,2,2,13,42,3,3,42,0.07142857142857142,17,1,18,2.3333333333333335,0.0,18,6,0,0.0,0.0,26,1,1,0,0,0,1,3,1,4,1,2021,2022-2022,0
C78D65254F9,CC3BA67827F,phase transition,ionic-electronic coupling,phase_or_species_transition,transport_mechanism,0.14667001366615295,13,9,9,13,42,21,21,42,0.5,17,7,24,2.3333333333333335,1.3333333333333333,18,28,3,0.15789473684210525,1.613740043014111,117,1,1,0,0,0,1,3,0,3,0,2021,2022-2022,0
C78D65254F9,CC5968B917E,phase transition,convection and mass transport,phase_or_species_transition,transport_mechanism,0.21482259035110474,13,5,5,13,42,8,8,42,0.19047619047619047,17,3,20,2.3333333333333335,0.6666666666666666,18,22,1,0.058823529411764705,0.45511961331341866,65,1,1,0,0,0,1,3,10,13,1,2021,2022-2022,0
C78D65254F9,CE4B0E242E7,phase transition,interfacial charge transfer,phase_or_species_transition,electrode_interface,0.15270546078681946,13,4,4,13,42,15,15,42,0.35714285714285715,17,4,21,2.3333333333333335,0.3333333333333333,18,28,2,0.13333333333333333,1.2426698691192237,52,1,1,0,0,0,1,3,5,8,1,2021,2022-2022,0
C78D65254F9,CF4A6A0344F,phase transition,ion migration,phase_or_species_transition,transport_mechanism,0.19312822818756104,13,6,6,13,42,13,13,42,0.30952380952380953,17,6,23,2.3333333333333335,1.6666666666666667,18,28,2,0.11764705882352941,1.365358839940256,78,1,1,0,0,0,1,3,0,3,0,2021,2022-2022,0
C7932B1CE8C,CE6FC512ED2,chaotropic polymer-water disruption,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,0.4072316586971283,6,4,4,6,3,2,2,3,0.6666666666666666,2,2,4,0.3333333333333333,0.6666666666666666,3,2,2,0.25,1.1352332769293625,24,1,1,1,0,0,1,2,0,2,0,2021,2022-2022,0
C872881EC3C,CB314592CFB,gel-confined redox transport,precipitation and species redistribution,gel_microstructure,phase_or_species_transition,0.11393225193023682,4,3,3,4,4,4,4,4,1.0,4,2,6,1.3333333333333333,0.0,1,5,2,0.4,1.3001104718781173,12,1,1,0,0,0,1,2,0,2,0,2021,2022-2022,0
C8AD5B453CC,C96681C9193,ion diffusion,ion channels,transport_mechanism,transport_mechanism,0.7847216129302979,12,6,6,12,15,2,2,15,0.13333333333333333,9,2,11,2.0,0.6666666666666666,22,2,5,0.38461538461538464,2.623991855525818,72,1,1,1,0,0,1,2,0,2,0,2021,2022-2022,0
C8AD5B453CC,CC028ABF9C6,ion diffusion,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.020748447626829147,12,7,7,12,15,10,10,15,0.6666666666666666,9,4,13,2.0,0.3333333333333333,22,14,2,0.11764705882352941,1.1764671337579005,84,1,1,0,0,0,1,2,4,6,1,2021,2022-2022,0
C8AD5B453CC,CC3BA67827F,ion diffusion,ionic-electronic coupling,transport_mechanism,transport_mechanism,0.768731951713562,12,9,9,12,15,21,15,21,0.7142857142857143,9,7,16,2.0,1.3333333333333333,22,28,6,0.4,3.1469936875408515,108,1,1,1,0,0,1,2,0,2,0,2021,2022-2022,0
C8AD5B453CC,CC5968B917E,ion diffusion,convection and mass transport,transport_mechanism,transport_mechanism,0.5085238218307495,12,5,5,12,15,8,8,15,0.5333333333333333,9,3,12,2.0,0.6666666666666666,22,22,2,0.13333333333333333,0.872152004737665,60,1,1,1,0,0,1,2,10,12,1,2021,2022-2022,0
C8AD5B453CC,CE6FC512ED2,ion diffusion,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,0.12796111404895782,12,4,4,12,15,2,2,15,0.13333333333333333,9,2,11,2.0,0.6666666666666666,22,2,1,0.06666666666666667,0.5138983423697507,48,1,1,0,0,0,1,2,0,2,0,2021,2022-2022,0
C8AD5B453CC,CF4A6A0344F,ion diffusion,ion migration,transport_mechanism,transport_mechanism,0.8940117359161377,12,6,6,12,15,13,13,15,0.8666666666666667,9,6,15,2.0,1.6666666666666667,22,28,3,0.2,1.4302626312889122,72,1,1,1,0,0,1,2,0,2,0,2021,2022-2022,0
C96681C9193,CC3BA67827F,ion channels,ionic-electronic coupling,transport_mechanism,transport_mechanism,0.6440496444702148,6,9,6,9,2,21,2,21,0.09523809523809523,2,7,9,0.6666666666666666,1.3333333333333333,2,28,2,0.15384615384615385,0.8367240862850964,54,1,1,1,0,0,1,0,0,0,0,2021,2022-2022,0
CBFAB31D6E6,CEA29EF1A99,electrostatic interaction,thermal-gradient heat-transfer control,solvation_entropy,device_mechanism,0.028140723705291748,2,3,2,3,3,8,3,8,0.375,1,2,3,0.0,-1.0,6,8,0,0.0,0.0,6,1,1,0,0,0,1,1,6,7,1,2021,2022-2022,0
CC028ABF9C6,CE6FC512ED2,anti-freezing organohydrogel design,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,0.4400594234466553,7,4,4,7,10,2,2,10,0.2,4,2,6,0.3333333333333333,0.6666666666666666,14,2,3,0.375,1.5818751654927037,28,1,1,1,0,0,1,4,0,4,0,2021,2022-2022,0
CC3BA67827F,CC5968B917E,ionic-electronic coupling,convection and mass transport,transport_mechanism,transport_mechanism,0.39798370003700256,9,5,5,9,21,8,8,21,0.38095238095238093,7,3,10,1.3333333333333333,0.6666666666666666,28,22,3,0.2727272727272727,1.209333241057371,45,1,1,1,0,0,1,0,10,10,0,2021,2022-2022,0
CC3BA67827F,CF4A6A0344F,ionic-electronic coupling,ion migration,transport_mechanism,transport_mechanism,0.7222399711608887,9,6,6,9,21,13,13,21,0.6190476190476191,7,6,13,1.3333333333333333,1.6666666666666667,28,28,4,0.36363636363636365,1.7674438676086184,54,1,1,1,0,0,1,0,0,0,0,2021,2022-2022,0
CC3BA67827F,CFBB5A400A1,ionic-electronic coupling,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,0.3930237889289856,9,6,6,9,21,5,5,21,0.23809523809523808,7,4,11,1.3333333333333333,1.0,28,5,4,0.36363636363636365,1.8118671042605898,54,1,1,1,0,0,1,0,2,2,0,2021,2022-2022,0
CD486BA800F,CE4B0E242E7,host-guest complexation,interfacial charge transfer,solvation_entropy,electrode_interface,0.2608962059020996,2,4,2,4,2,15,2,15,0.13333333333333333,0,4,4,0.0,0.3333333333333333,18,28,1,0.2,0.6213349345596119,8,1,1,0,0,0,1,2,5,7,1,2021,2022-2022,0
CF4A6A0344F,CFBB5A400A1,ion migration,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,0.41879719495773315,6,6,6,6,13,5,5,13,0.38461538461538464,6,4,10,1.6666666666666667,1.0,28,5,3,0.3333333333333333,1.2745816091195097,36,1,1,1,0,0,1,0,2,2,0,2021,2022-2022,0
C08389FD6C6,C188B56F6F1,moisture-gradient ion transport,ion-selectivity membrane transport,transport_mechanism,transport_mechanism,0.6888046860694885,13,14,13,14,27,23,23,27,0.8518518518518519,17,11,28,3.6666666666666665,2.0,20,23,5,0.22727272727272727,2.784306843109234,182,1,1,1,0,0,1,4,9,13,1,2022,2023-2023,1
C08389FD6C6,C539540C36B,moisture-gradient ion transport,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,0.6501357555389404,13,6,6,13,27,4,4,27,0.14814814814814814,17,3,20,3.6666666666666665,0.6666666666666666,20,4,4,0.26666666666666666,2.226196216557987,78,1,1,1,0,0,1,4,0,4,0,2022,2023-2023,0
C08389FD6C6,C78D65254F9,moisture-gradient ion transport,phase transition,transport_mechanism,phase_or_species_transition,0.15616030991077423,13,15,13,15,27,48,27,48,0.5625,17,17,34,3.6666666666666665,1.3333333333333333,20,19,2,0.07692307692307693,0.8894140952166705,195,1,1,0,0,0,1,4,5,9,1,2022,2023-2023,1
C08389FD6C6,C96681C9193,moisture-gradient ion transport,ion channels,transport_mechanism,transport_mechanism,0.6929123401641846,13,6,6,13,27,2,2,27,0.07407407407407407,17,1,18,3.6666666666666665,0.0,20,3,4,0.26666666666666666,1.7502514718344013,78,1,1,1,0,0,1,4,1,5,1,2022,2023-2023,0
C08389FD6C6,CC028ABF9C6,moisture-gradient ion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.1445091962814331,13,14,13,14,27,15,15,27,0.5555555555555556,17,7,24,3.6666666666666665,1.0,20,15,3,0.125,1.1921408452831541,182,1,1,0,0,0,1,4,6,10,1,2022,2023-2023,0
C08389FD6C6,CC3BA67827F,moisture-gradient ion transport,ionic-electronic coupling,transport_mechanism,transport_mechanism,0.5647144317626953,13,10,10,13,27,27,27,27,1.0,17,11,28,3.6666666666666665,2.3333333333333335,20,29,7,0.4375,3.038079874759779,130,1,1,1,0,0,1,4,0,4,0,2022,2023-2023,0
C08389FD6C6,CF4A6A0344F,moisture-gradient ion transport,ion migration,transport_mechanism,transport_mechanism,0.7488869428634644,13,9,9,13,27,17,17,27,0.6296296296296297,17,9,26,3.6666666666666665,2.3333333333333335,20,29,6,0.375,3.5229159759973774,117,1,1,1,0,0,1,4,1,5,1,2022,2023-2023,0
C10C4FF4B6C,C78D65254F9,hydrogen bonding,phase transition,solvation_entropy,phase_or_species_transition,0.18412937223911285,7,15,7,15,8,48,8,48,0.16666666666666666,3,17,20,0.3333333333333333,1.3333333333333333,18,19,1,0.047619047619047616,0.3898712452512801,105,1,1,0,0,0,1,5,5,10,1,2022,2023-2023,1
C10D3798CF7,CF203EF8121,selective solvation,Eastman entropy of transfer,solvation_entropy,solvation_entropy,0.6834225654602051,6,5,5,6,3,7,3,7,0.42857142857142855,2,2,4,0.3333333333333333,-1.0,3,5,1,0.1,0.3396232718951086,30,1,1,1,0,0,1,6,2,8,1,2022,2023-2023,0
C188B56F6F1,C23B9BED21A,ion-selectivity membrane transport,ionic conduction,transport_mechanism,transport_mechanism,0.7166036367416382,14,5,5,14,23,36,23,36,0.6388888888888888,11,9,20,2.0,0.6666666666666666,23,30,2,0.11764705882352941,1.000258116249563,70,1,1,1,0,0,1,9,2,11,1,2022,2023-2023,0
C188B56F6F1,C539540C36B,ion-selectivity membrane transport,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,0.6920440196990967,14,6,6,14,23,4,4,23,0.17391304347826086,11,3,14,2.0,0.6666666666666666,23,4,5,0.3333333333333333,2.9584918005637975,84,1,1,1,0,0,1,9,0,9,0,2022,2023-2023,0
C188B56F6F1,C8AD5B453CC,ion-selectivity membrane transport,ion diffusion,transport_mechanism,transport_mechanism,0.7644132375717163,14,14,14,14,23,19,19,23,0.8260869565217391,11,12,23,2.0,3.0,23,23,7,0.3333333333333333,3.6175693802990994,196,1,1,1,0,0,1,9,2,11,1,2022,2023-2023,0
C188B56F6F1,C96681C9193,ion-selectivity membrane transport,ion channels,transport_mechanism,transport_mechanism,0.8086342811584473,14,6,6,14,23,2,2,23,0.08695652173913043,11,1,12,2.0,0.0,23,3,4,0.25,2.0482525739369604,84,1,1,1,0,0,1,9,1,10,1,2022,2023-2023,0
C188B56F6F1,CB25BC3FC14,ion-selectivity membrane transport,double/interpenetrating network,transport_mechanism,gel_microstructure,0.1780344545841217,14,5,5,14,23,2,2,23,0.08695652173913043,11,2,13,2.0,0.6666666666666666,23,0,4,0.26666666666666666,1.871027708463831,70,1,1,0,0,0,1,9,1,10,1,2022,2023-2023,0
C188B56F6F1,CC028ABF9C6,ion-selectivity membrane transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.06637532263994217,14,14,14,14,23,15,15,23,0.6521739130434783,11,7,18,2.0,1.0,23,15,6,0.2727272727272727,2.882233888274723,196,1,1,0,0,0,1,9,6,15,1,2022,2023-2023,0
C188B56F6F1,CE6FC512ED2,ion-selectivity membrane transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,0.10902120172977448,14,13,13,14,23,9,9,23,0.391304347826087,11,7,18,2.0,1.6666666666666667,23,3,5,0.22727272727272727,2.481414579462114,182,1,1,0,0,0,1,9,2,11,1,2022,2023-2023,0
C188B56F6F1,CEA29EF1A99,ion-selectivity membrane transport,thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,0.167332261800766,14,5,5,14,23,13,13,23,0.5652173913043478,11,7,18,2.0,1.0,23,9,1,0.05555555555555555,0.6213349345596119,70,1,1,0,0,0,1,9,8,17,1,2022,2023-2023,0
C23B9BED21A,C78D65254F9,ionic conduction,phase transition,transport_mechanism,phase_or_species_transition,0.18714967370033264,5,15,5,15,36,48,36,48,0.75,9,17,26,0.6666666666666666,1.3333333333333333,30,19,1,0.05263157894736842,0.45511961331341866,75,1,1,0,0,0,1,2,5,7,1,2022,2023-2023,0
C23B9BED21A,C8AD5B453CC,ionic conduction,ion diffusion,transport_mechanism,transport_mechanism,0.8591792583465576,5,14,5,14,36,19,19,36,0.5277777777777778,9,12,21,0.6666666666666666,3.0,30,23,2,0.11764705882352941,0.8340427950033699,70,1,1,1,0,0,1,2,2,4,1,2022,2023-2023,0
C23B9BED21A,CF4A6A0344F,ionic conduction,ion migration,transport_mechanism,transport_mechanism,0.8135492205619812,5,9,5,9,36,17,17,36,0.4722222222222222,9,9,18,0.6666666666666666,2.3333333333333335,30,29,2,0.16666666666666666,0.7481925547588062,45,1,1,1,0,0,1,2,1,3,1,2022,2023-2023,0
C3002C089A5,C41DA9D5B12,ionic thermodiffusion (Soret effect),convection-resolved resistance decomposition,transport_mechanism,transport_mechanism,0.3908458650112152,19,2,2,19,42,2,2,42,0.047619047619047616,26,1,27,5.666666666666667,0.3333333333333333,23,9,1,0.05,1.4426950408889634,38,1,1,1,0,0,1,15,1,16,1,2022,2023-2023,0
C3002C089A5,C45C8AAD12E,ionic thermodiffusion (Soret effect),charge-transfer resistance engineering,transport_mechanism,electrode_interface,0.20938371121883392,19,8,8,19,42,20,20,42,0.47619047619047616,26,8,34,5.666666666666667,1.0,23,28,2,0.08,1.0277966847395015,152,1,1,0,0,0,1,15,8,23,1,2022,2023-2023,0
C3002C089A5,C46747A02A1,ionic thermodiffusion (Soret effect),ion-pairing and complexation,transport_mechanism,solvation_entropy,0.28166109323501587,19,7,7,19,42,16,16,42,0.38095238095238093,26,8,34,5.666666666666667,1.0,23,11,3,0.13043478260869565,1.3846679345840187,133,1,1,0,0,0,1,15,4,19,1,2022,2023-2023,0
C3002C089A5,CC3BA67827F,ionic thermodiffusion (Soret effect),ionic-electronic coupling,transport_mechanism,transport_mechanism,0.5141816139221191,19,10,10,19,42,27,27,42,0.6428571428571429,26,11,37,5.666666666666667,2.3333333333333335,23,29,5,0.20833333333333334,2.403359601365509,190,1,1,1,0,0,1,15,0,15,0,2022,2023-2023,0
C3002C089A5,CC5968B917E,ionic thermodiffusion (Soret effect),convection and mass transport,transport_mechanism,transport_mechanism,0.32778722047805786,19,5,5,19,42,8,8,42,0.19047619047619047,26,2,28,5.666666666666667,0.3333333333333333,23,23,3,0.14285714285714285,1.4345525981528149,95,1,1,1,0,0,1,15,11,26,1,2022,2023-2023,0
C3002C089A5,CE4B0E242E7,ionic thermodiffusion (Soret effect),interfacial charge transfer,transport_mechanism,electrode_interface,0.1989295780658722,19,7,7,19,42,21,21,42,0.5,26,8,34,5.666666666666667,1.3333333333333333,23,29,2,0.08333333333333333,0.9947966893327386,133,1,1,0,0,0,1,15,6,21,1,2022,2023-2023,0
C3002C089A5,CE6FC512ED2,ionic thermodiffusion (Soret effect),dynamic crosslinked gel network,transport_mechanism,gel_microstructure,0.15547966957092285,19,13,13,19,42,9,9,42,0.21428571428571427,26,7,33,5.666666666666667,1.6666666666666667,23,3,5,0.18518518518518517,2.375737822112622,247,1,1,0,0,0,1,15,2,17,1,2022,2023-2023,1
C3002C089A5,CEA29EF1A99,ionic thermodiffusion (Soret effect),thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,0.31740042567253113,19,5,5,19,42,13,13,42,0.30952380952380953,26,7,33,5.666666666666667,1.0,23,9,1,0.043478260869565216,0.6213349345596119,95,1,1,0,0,0,1,15,8,23,1,2022,2023-2023,0
C3002C089A5,CF4A6A0344F,ionic thermodiffusion (Soret effect),ion migration,transport_mechanism,transport_mechanism,0.555216372013092,19,9,9,19,42,17,17,42,0.40476190476190477,26,9,35,5.666666666666667,2.3333333333333335,23,29,5,0.21739130434782608,2.1510707806470104,171,1,1,1,0,0,1,15,1,16,1,2022,2023-2023,0
C41DA9D5B12,CB56BB4DDB0,convection-resolved resistance decomposition,carbon-electrode redox interface,transport_mechanism,electrode_interface,0.22548499703407288,2,2,2,2,2,5,2,5,0.4,1,1,2,0.3333333333333333,-0.3333333333333333,9,9,1,0.3333333333333333,0.3396232718951086,4,1,1,0,0,0,1,1,7,8,1,2022,2023-2023,0
C45C8AAD12E,C46747A02A1,charge-transfer resistance engineering,ion-pairing and complexation,electrode_interface,solvation_entropy,0.22788813710212708,8,7,7,8,20,16,16,20,0.8,8,8,16,1.0,1.0,28,11,3,0.25,1.2227909873337144,56,1,1,0,0,0,1,8,4,12,1,2022,2023-2023,0
C45C8AAD12E,C78D65254F9,charge-transfer resistance engineering,phase transition,electrode_interface,phase_or_species_transition,0.10874047875404358,8,15,8,15,20,48,20,48,0.4166666666666667,8,17,25,1.0,1.3333333333333333,28,19,2,0.09523809523809523,1.0277966847395015,120,1,1,0,0,0,1,8,5,13,1,2022,2023-2023,0
C45C8AAD12E,CD486BA800F,charge-transfer resistance engineering,host-guest complexation,electrode_interface,solvation_entropy,0.25217893719673157,8,2,2,8,20,2,2,20,0.1,8,0,8,1.0,0.0,28,19,1,0.1111111111111111,0.5138983423697507,16,1,1,0,0,0,1,8,2,10,1,2022,2023-2023,0
C46747A02A1,C58F3B85353,ion-pairing and complexation,thermoresponsive micellization p/n conversion,solvation_entropy,phase_or_species_transition,0.28562530875205994,7,3,3,7,16,2,2,16,0.125,8,1,9,1.0,0.0,11,5,0,0.0,0.0,21,1,1,0,0,0,1,4,1,5,1,2022,2023-2023,0
C46747A02A1,C872881EC3C,ion-pairing and complexation,gel-confined redox transport,solvation_entropy,gel_microstructure,0.17344823479652405,7,6,6,7,16,8,8,16,0.5,8,8,16,1.0,2.6666666666666665,11,2,2,0.18181818181818182,0.7591406183201351,42,1,1,0,0,0,1,4,7,11,1,2022,2023-2023,1
C46747A02A1,CE4B0E242E7,ion-pairing and complexation,interfacial charge transfer,solvation_entropy,electrode_interface,0.2749038338661194,7,7,7,7,16,21,16,21,0.7619047619047619,8,8,16,1.0,1.3333333333333333,11,29,3,0.2727272727272727,1.1897909919269516,49,1,1,0,0,0,1,4,6,10,1,2022,2023-2023,0
C46747A02A1,CE6FC512ED2,ion-pairing and complexation,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,0.18019714951515198,7,13,7,13,16,9,9,16,0.5625,8,7,15,1.0,1.6666666666666667,11,3,3,0.17647058823529413,1.2670032715152109,91,1,1,0,0,0,1,4,2,6,1,2022,2023-2023,0
C539540C36B,C8AD5B453CC,nanochannel-confined ion transport,ion diffusion,transport_mechanism,transport_mechanism,0.737205445766449,6,14,6,14,4,19,4,19,0.21052631578947367,3,12,15,0.6666666666666666,3.0,4,23,4,0.25,2.0482525739369604,84,1,1,1,0,0,1,0,2,2,0,2022,2023-2023,0
C539540C36B,C96681C9193,nanochannel-confined ion transport,ion channels,transport_mechanism,transport_mechanism,0.7451198101043701,6,6,6,6,4,2,2,4,0.5,3,1,4,0.6666666666666666,0.0,4,3,4,0.5,1.8690651290756641,36,1,1,1,0,0,1,0,1,1,0,2022,2023-2023,0
C555F4672C1,C6C09287FDB,configurational-entropy modulation,high-entropy redox/ion coupling,phase_or_species_transition,solvation_entropy,0.6008002758026123,1,2,1,2,4,4,4,4,1.0,3,4,7,0.6666666666666666,1.3333333333333333,4,2,0,0.0,0.0,2,1,1,0,0,0,1,0,2,2,0,2022,2023-2023,0
C58F3B85353,CA8C62A4868,thermoresponsive micellization p/n conversion,redox reaction entropy,phase_or_species_transition,solvation_entropy,0.25184065103530884,3,8,3,8,2,7,2,7,0.2857142857142857,1,4,5,0.0,0.6666666666666666,5,8,1,0.1,0.6213349345596119,24,1,1,0,0,0,1,1,11,12,1,2022,2023-2023,0
C58F3B85353,CF203EF8121,thermoresponsive micellization p/n conversion,Eastman entropy of transfer,phase_or_species_transition,solvation_entropy,0.3077676296234131,3,5,3,5,2,7,2,7,0.2857142857142857,1,2,3,0.0,-1.0,5,5,1,0.14285714285714285,0.48089834696298783,15,1,1,0,0,0,1,1,2,3,1,2022,2023-2023,0
C5E47CC0A62,C845F498233,Hofmeister/chaotropic effect,ion-dipole interaction,gel_microstructure,solvation_entropy,0.33552786707878113,7,3,3,7,3,2,2,3,0.6666666666666666,2,1,3,0.3333333333333333,0.0,4,3,2,0.25,1.000258116249563,21,1,1,0,0,0,1,2,1,3,1,2022,2023-2023,0
C5E47CC0A62,CBFAB31D6E6,Hofmeister/chaotropic effect,electrostatic interaction,gel_microstructure,solvation_entropy,0.32156914472579956,7,5,5,7,3,6,3,6,0.5,2,3,5,0.3333333333333333,0.6666666666666666,4,7,2,0.2,1.2891624083167885,35,1,1,0,0,0,1,2,1,3,1,2022,2023-2023,0
C5E63317596,CB25BC3FC14,hierarchical porous electrode interface,double/interpenetrating network,electrode_interface,gel_microstructure,0.3161391615867615,8,5,5,8,2,2,2,2,1.0,2,2,4,0.6666666666666666,0.6666666666666666,0,0,4,0.4444444444444444,1.7690525431907944,40,1,1,0,0,0,1,2,1,3,1,2022,2023-2023,0
C5E63317596,CC028ABF9C6,hierarchical porous electrode interface,anti-freezing organohydrogel design,electrode_interface,gel_microstructure,0.19471560418605804,8,14,8,14,2,15,2,15,0.13333333333333333,2,7,9,0.6666666666666666,1.0,0,15,4,0.2222222222222222,2.011464296060455,112,1,1,0,0,0,1,2,6,8,1,2022,2023-2023,0
C5E63317596,CE6FC512ED2,hierarchical porous electrode interface,dynamic crosslinked gel network,electrode_interface,gel_microstructure,0.22411268949508667,8,13,8,13,2,9,2,9,0.2222222222222222,2,7,9,0.6666666666666666,1.6666666666666667,0,3,4,0.23529411764705882,2.000516232499126,104,1,1,0,0,0,1,2,2,4,1,2022,2023-2023,0
C78D65254F9,CA8C62A4868,phase transition,redox reaction entropy,phase_or_species_transition,solvation_entropy,0.2062896490097046,15,8,8,15,48,7,7,48,0.14583333333333334,17,4,21,1.3333333333333333,0.6666666666666666,19,8,1,0.045454545454545456,0.5581106265512472,120,1,1,0,0,0,1,5,11,16,1,2022,2023-2023,1
C78D65254F9,CB314592CFB,phase transition,precipitation and species redistribution,phase_or_species_transition,phase_or_species_transition,0.784670352935791,15,3,3,15,48,5,5,48,0.10416666666666667,17,3,20,1.3333333333333333,1.0,19,6,2,0.125,1.4683498531780845,45,1,1,1,0,0,1,5,0,5,0,2022,2023-2023,0
C78D65254F9,CBFAB31D6E6,phase transition,electrostatic interaction,phase_or_species_transition,solvation_entropy,0.20959270000457764,15,5,5,15,48,6,6,48,0.125,17,3,20,1.3333333333333333,0.6666666666666666,19,7,0,0.0,0.0,75,1,1,0,0,0,1,5,1,6,1,2022,2023-2023,0
C78D65254F9,CC3BA67827F,phase transition,ionic-electronic coupling,phase_or_species_transition,transport_mechanism,0.14667001366615295,15,10,10,15,48,27,27,48,0.5625,17,11,28,1.3333333333333333,2.3333333333333335,19,29,3,0.13636363636363635,1.4663257931243106,150,1,1,0,0,0,1,5,0,5,0,2022,2023-2023,0
C78D65254F9,CC5968B917E,phase transition,convection and mass transport,phase_or_species_transition,transport_mechanism,0.21482259035110474,15,5,5,15,48,8,8,48,0.16666666666666666,17,2,19,1.3333333333333333,0.3333333333333333,19,23,1,0.05263157894736842,0.43429448190325176,75,1,1,0,0,0,1,5,11,16,1,2022,2023-2023,0
