concept_u_id,concept_v_id,concept_u,concept_v,u_type,v_type,semantic_similarity,degree_u,degree_v,degree_min,degree_max,document_frequency_u,document_frequency_v,frequency_min,frequency_max,frequency_balance,recent_frequency_u,recent_frequency_v,recent_frequency_sum,trend_u,trend_v,age_u,age_v,common_neighbors,jaccard,adamic_adar,preferential_attachment,shortest_path,same_component,same_type,material_material_pair,material_mechanism_pair,mechanism_mechanism_pair,tg_history_frequency_u,tg_history_frequency_v,tg_history_frequency_sum,tg_both_concepts_seen,cutoff_year,future_window,label,pair_probability,node_adoption_compatibility,two_stage_score,future_rank
C8AD5B453CC,CBFAB31D6E6,ion diffusion,electrostatic interaction,transport_mechanism,solvation_entropy,0.2989199757575989,23,19,19,23,45,16,16,45,0.35555555555555557,22,7,29,3.0,0.3333333333333333,27,11,11,0.3548387096774194,3.2068424655672496,437,1,1,0,0,0,1,7,3,10,1,2026,2027-2027,0,0.38520698662154157,1.0,0.6278225806451613,71
C8AD5B453CC,CE2D00B183C,ion diffusion,redox-kinetics enhancement,transport_mechanism,electrode_interface,0.24267229437828064,23,7,7,23,45,6,6,45,0.13333333333333333,22,4,26,3.0,1.0,27,9,2,0.07142857142857142,0.5502570374391198,161,1,1,0,0,0,1,7,11,18,1,2026,2027-2027,0,0.38206150065321465,1.0,0.6272177419354839,72
C188B56F6F1,C96681C9193,ion-selectivity membrane transport,ion channels,transport_mechanism,transport_mechanism,0.8086342811584473,26,18,18,26,58,9,9,58,0.15517241379310345,30,6,36,5.333333333333333,1.6666666666666667,27,7,15,0.5172413793103449,5.25461588586469,468,1,1,1,0,0,1,18,2,20,1,2026,2027-2027,0,0.3773966757312934,1.0,0.6266129032258064,73
C10C4FF4B6C,CBFAB31D6E6,hydrogen bonding,electrostatic interaction,solvation_entropy,solvation_entropy,0.8394593000411987,31,19,19,31,45,16,16,45,0.35555555555555557,31,7,38,7.333333333333333,0.3333333333333333,22,11,16,0.47058823529411764,5.235563667989383,589,1,1,1,0,0,1,15,3,18,1,2026,2027-2027,0,0.3688027327048378,1.0,0.626008064516129,74
C8AD5B453CC,CC028ABF9C6,ion diffusion,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.020748447626829147,23,35,23,35,45,58,45,58,0.7758620689655172,22,36,58,3.0,7.333333333333333,27,19,17,0.4146341463414634,5.3173481132830664,805,1,1,0,0,0,1,7,25,32,1,2026,2027-2027,0,0.35854031931673924,1.0,0.6254032258064516,75
C08389FD6C6,CF203EF8121,moisture-gradient ion transport,Eastman entropy of transfer,transport_mechanism,solvation_entropy,0.341469943523407,30,11,11,30,82,14,14,82,0.17073170731707318,42,4,46,5.666666666666667,-0.3333333333333333,24,9,8,0.24242424242424243,2.7427898322793625,330,1,1,0,0,0,1,15,2,17,1,2026,2027-2027,0,0.3558718270732984,1.0,0.6247983870967742,76
C08389FD6C6,C845F498233,moisture-gradient ion transport,ion-dipole interaction,transport_mechanism,solvation_entropy,0.3441769778728485,30,21,21,30,82,14,14,82,0.17073170731707318,42,9,51,5.666666666666667,1.6666666666666667,24,7,15,0.4166666666666667,4.56087221369156,630,1,1,0,0,0,1,15,2,17,1,2026,2027-2027,0,0.35384663903881075,1.0,0.6241935483870968,77
C7932B1CE8C,C8AD5B453CC,chaotropic polymer-water disruption,ion diffusion,gel_microstructure,transport_mechanism,0.17310068011283875,30,23,23,30,34,45,34,45,0.7555555555555555,24,22,46,5.333333333333333,3.0,8,27,15,0.39473684210526316,4.541591775865149,690,1,1,0,0,0,1,13,7,20,1,2026,2027-2027,0,0.3480473684827087,1.0,0.6235887096774193,78
C10D3798CF7,CBFAB31D6E6,selective solvation,electrostatic interaction,solvation_entropy,solvation_entropy,0.7222724556922913,17,19,17,19,11,16,11,16,0.6875,7,7,14,1.3333333333333333,0.3333333333333333,7,11,8,0.2857142857142857,2.3516606198914487,323,1,1,1,0,0,1,18,3,21,1,2026,2027-2027,0,0.34736302441125416,1.0,0.622983870967742,79
C10C4FF4B6C,C96681C9193,hydrogen bonding,ion channels,solvation_entropy,transport_mechanism,0.22454506158828735,31,18,18,31,45,9,9,45,0.2,31,6,37,7.333333333333333,1.6666666666666667,22,7,13,0.3611111111111111,3.9969818135263355,558,1,1,0,0,0,1,15,2,17,1,2026,2027-2027,0,0.3433822612356478,1.0,0.6223790322580646,80
C845F498233,CE6FC512ED2,ion-dipole interaction,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,0.16290676593780518,21,29,21,29,14,41,14,41,0.34146341463414637,9,28,37,1.6666666666666667,5.666666666666667,7,7,16,0.47058823529411764,5.1349380327572565,609,1,1,0,0,0,1,2,11,13,1,2026,2027-2027,0,0.3432592276359451,1.0,0.6217741935483871,81
C46747A02A1,CF69DD93A68,ion-pairing and complexation,selective ion transport,solvation_entropy,transport_mechanism,0.4519502520561218,36,11,11,36,54,12,12,54,0.2222222222222222,32,11,43,6.333333333333333,3.3333333333333335,15,5,8,0.20512820512820512,2.35573778421645,396,1,1,0,0,0,1,17,1,18,1,2026,2027-2027,0,0.34076641663786106,1.0,0.6205645161290323,82
C845F498233,C8AD5B453CC,ion-dipole interaction,ion diffusion,solvation_entropy,transport_mechanism,0.36093446612358093,21,23,21,23,14,45,14,45,0.3111111111111111,9,22,31,1.6666666666666667,3.0,7,27,14,0.4666666666666667,4.189839920304436,483,1,1,0,0,0,1,2,7,9,1,2026,2027-2027,0,0.3378091591392405,1.0,0.6199596774193549,83
C08389FD6C6,CF69DD93A68,moisture-gradient ion transport,selective ion transport,transport_mechanism,transport_mechanism,0.7132197618484497,30,11,11,30,82,12,12,82,0.14634146341463414,42,11,53,5.666666666666667,3.3333333333333335,24,5,7,0.20588235294117646,2.0261210132527427,330,1,1,1,0,0,1,15,1,16,1,2026,2027-2027,0,0.3301775846051279,1.0,0.6193548387096774,84
C46A965349B,CC028ABF9C6,anion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.07514946162700653,16,35,16,35,6,58,6,58,0.10344827586206896,4,36,40,1.0,7.333333333333333,6,19,13,0.34210526315789475,4.3151096956321755,560,1,1,0,0,0,1,1,25,26,1,2026,2027-2027,0,0.3236468639673946,1.0,0.61875,85
C41DA9D5B12,CB56BB4DDB0,convection-resolved resistance decomposition,carbon-electrode redox interface,transport_mechanism,electrode_interface,0.22548499703407288,5,3,3,5,6,9,6,9,0.6666666666666666,3,4,7,0.6666666666666666,1.0,13,13,1,0.14285714285714285,0.26425736993644544,15,1,1,0,0,0,1,2,14,16,1,2026,2027-2027,0,0.3229075271480457,1.0,0.6181451612903226,86
CC028ABF9C6,CC3BA67827F,anti-freezing organohydrogel design,ionic-electronic coupling,gel_microstructure,transport_mechanism,0.030006015673279762,35,15,15,35,58,48,48,58,0.8275862068965517,36,17,53,7.333333333333333,1.6666666666666667,19,33,13,0.35135135135135137,3.9677465201799786,525,1,1,0,0,0,1,25,1,26,1,2026,2027-2027,0,0.3140563806323374,1.0,0.6175403225806452,87
CB314592CFB,CF652A991A2,precipitation and species redistribution,salting-out,phase_or_species_transition,phase_or_species_transition,0.6618775129318237,10,7,7,10,9,3,3,9,0.3333333333333333,3,3,6,-0.3333333333333333,1.0,10,2,5,0.4166666666666667,1.7593087181375988,70,1,1,1,0,0,1,3,4,7,1,2026,2027-2027,0,0.31263832701798844,1.0,0.6169354838709677,88
C8AD5B453CC,C96681C9193,ion diffusion,ion channels,transport_mechanism,transport_mechanism,0.7847216129302979,23,18,18,23,45,9,9,45,0.2,22,6,28,3.0,1.6666666666666667,27,7,14,0.5185185185185185,4.521267052946543,414,1,1,1,0,0,1,7,2,9,1,2026,2027-2027,0,0.3080895649200442,1.0,0.6163306451612903,89
C188B56F6F1,C845F498233,ion-selectivity membrane transport,ion-dipole interaction,transport_mechanism,solvation_entropy,0.3929056227207184,26,21,21,26,58,14,14,58,0.2413793103448276,30,9,39,5.333333333333333,1.6666666666666667,27,7,15,0.46875,4.883667109827889,546,1,1,0,0,0,1,18,2,20,1,2026,2027-2027,0,0.30552418667812575,1.0,0.6157258064516129,90
C08389FD6C6,C23B9BED21A,moisture-gradient ion transport,ionic conduction,transport_mechanism,transport_mechanism,0.6382522583007812,30,11,11,30,82,55,55,82,0.6707317073170732,42,12,54,5.666666666666667,-0.3333333333333333,24,34,10,0.3225806451612903,3.193504791397809,330,1,1,1,0,0,1,15,4,19,1,2026,2027-2027,0,0.3049112160541595,1.0,0.6151209677419355,91
CF203EF8121,CF4A6A0344F,Eastman entropy of transfer,ion migration,solvation_entropy,transport_mechanism,0.43232429027557373,11,30,11,30,14,48,14,48,0.2916666666666667,4,26,30,-0.3333333333333333,4.666666666666667,9,33,8,0.24242424242424243,2.735072195921883,330,1,1,0,0,0,1,2,5,7,1,2026,2027-2027,0,0.3018218117547289,1.0,0.614516129032258,92
C08389FD6C6,C6C09287FDB,moisture-gradient ion transport,high-entropy redox/ion coupling,transport_mechanism,solvation_entropy,0.37698543071746826,30,10,10,30,82,13,13,82,0.15853658536585366,42,8,50,5.666666666666667,1.6666666666666667,24,6,4,0.1111111111111111,1.1421909187816541,300,1,1,0,0,0,1,15,7,22,1,2026,2027-2027,0,0.2946776262152256,1.0,0.6120967741935484,93
C46747A02A1,CF203EF8121,ion-pairing and complexation,Eastman entropy of transfer,solvation_entropy,solvation_entropy,0.6262979507446289,36,11,11,36,54,14,14,54,0.25925925925925924,32,4,36,6.333333333333333,-0.3333333333333333,15,9,9,0.23684210526315788,3.297745199320066,396,1,1,1,0,0,1,17,2,19,1,2026,2027-2027,0,0.29275930404380457,1.0,0.611491935483871,94
C188B56F6F1,C23B9BED21A,ion-selectivity membrane transport,ionic conduction,transport_mechanism,transport_mechanism,0.7166036367416382,26,11,11,26,58,55,55,58,0.9482758620689655,30,12,42,5.333333333333333,-0.3333333333333333,27,34,9,0.32142857142857145,2.8199174585406395,286,1,1,1,0,0,1,18,4,22,1,2026,2027-2027,0,0.2887973966247617,1.0,0.6108870967741936,95
C182567E63B,CF69DD93A68,ion concentration-gradient formation,selective ion transport,transport_mechanism,transport_mechanism,0.7084013223648071,7,11,7,11,3,12,3,12,0.25,2,11,13,0.6666666666666666,3.3333333333333335,6,5,4,0.2857142857142857,1.1841281390655873,77,1,1,1,0,0,1,2,1,3,1,2026,2027-2027,0,0.2857512938183817,1.0,0.6102822580645162,96
C845F498233,CB25BC3FC14,ion-dipole interaction,double/interpenetrating network,solvation_entropy,gel_microstructure,0.20426832139492035,21,24,21,24,14,18,14,18,0.7777777777777778,9,11,20,1.6666666666666667,1.3333333333333333,7,4,13,0.40625,3.895966968526566,504,1,1,0,0,0,1,2,9,11,1,2026,2027-2027,0,0.2856274565629177,1.0,0.6096774193548388,97
CBFAB31D6E6,CEA29EF1A99,electrostatic interaction,thermal-gradient heat-transfer control,solvation_entropy,device_mechanism,0.028140723705291748,19,12,12,19,16,29,16,29,0.5517241379310345,7,13,20,0.3333333333333333,1.0,11,13,5,0.19230769230769232,1.4256391837974673,228,1,1,0,0,0,1,3,17,20,1,2026,2027-2027,0,0.28195109174408867,1.0,0.6090725806451613,98
CD486BA800F,CE4B0E242E7,host-guest complexation,interfacial charge transfer,solvation_entropy,electrode_interface,0.2608962059020996,9,19,9,19,5,36,5,36,0.1388888888888889,3,12,15,1.0,0.6666666666666666,23,33,5,0.21739130434782608,1.530519670733017,171,1,1,0,0,0,1,3,11,14,1,2026,2027-2027,0,0.2807519706408613,1.0,0.6084677419354839,99
C46A965349B,CBFAB31D6E6,anion transport,electrostatic interaction,transport_mechanism,solvation_entropy,0.27495139837265015,16,19,16,19,6,16,6,16,0.375,4,7,11,1.0,0.3333333333333333,6,11,8,0.2962962962962963,2.3246474811787112,304,1,1,0,0,0,1,1,3,4,1,2026,2027-2027,0,0.2805470662006364,1.0,0.6078629032258065,100
